"𝜈 = 0.0, x; 𝜈 = 0.1, x; 𝜈 = 0.2, x; 𝜈 = 0.3, x; 𝜈 = 0.4, x; 𝜈 = 0.5, x; 𝜈 = 0.6, x; 𝜈 = 0.7, x; 𝜈 = 0.8, x; 𝜈 = 0.9, x; 𝜈 = 1.0, x; 𝜈 = 1.1, x; 𝜈 = 1.2, x; 𝜈 = 1.3, x; 𝜈 = 1.4, x; 𝜈 = 1.5, x; 𝜈 = 1.6, x; 𝜈 = 1.7, x; 𝜈 = 1.8, x; 𝜈 = 1.9, x; 𝜈 = 2.0, x; 𝜈 = 2.1, x; 𝜈 = 2.2, x; 𝜈 = 2.3, x; 𝜈 = 2.4, x; 𝜈 = 2.5, x; 𝜈 = 2.6, x; 𝜈 = 2.7, x; 𝜈 = 2.8, x; 𝜈 = 2.9, x; 𝜈 = 3.0, x; 𝜈 = 3.1, x; 𝜈 = 3.2, x; 𝜈 = 3.3, x; 𝜈 = 3.4, x; 𝜈 = 3.5, x; 𝜈 = 3.6, x; 𝜈 = 3.7, x; 𝜈 = 3.8, x; 𝜈 = 3.9, x; 𝜈 = 4.0, x; 𝜈 = 4.1, x; 𝜈 = 4.2, x; 𝜈 = 4.3, x; 𝜈 = 4.4, x; 𝜈 = 4.5, x; 𝜈 = 4.6, x; 𝜈 = 4.7, x; 𝜈 = 4.8, x; 𝜈 = 4.9, x","𝜈 = 0.0, y","𝜈 = 0.1, y","𝜈 = 0.2, y","𝜈 = 0.3, y","𝜈 = 0.4, y","𝜈 = 0.5, y","𝜈 = 0.6, y","𝜈 = 0.7, y","𝜈 = 0.8, y","𝜈 = 0.9, y","𝜈 = 1.0, y","𝜈 = 1.1, y","𝜈 = 1.2, y","𝜈 = 1.3, y","𝜈 = 1.4, y","𝜈 = 1.5, y","𝜈 = 1.6, y","𝜈 = 1.7, y","𝜈 = 1.8, y","𝜈 = 1.9, y","𝜈 = 2.0, y","𝜈 = 2.1, y","𝜈 = 2.2, y","𝜈 = 2.3, y","𝜈 = 2.4, y","𝜈 = 2.5, y","𝜈 = 2.6, y","𝜈 = 2.7, y","𝜈 = 2.8, y","𝜈 = 2.9, y","𝜈 = 3.0, y","𝜈 = 3.1, y","𝜈 = 3.2, y","𝜈 = 3.3, y","𝜈 = 3.4, y","𝜈 = 3.5, y","𝜈 = 3.6, y","𝜈 = 3.7, y","𝜈 = 3.8, y","𝜈 = 3.9, y","𝜈 = 4.0, y","𝜈 = 4.1, y","𝜈 = 4.2, y","𝜈 = 4.3, y","𝜈 = 4.4, y","𝜈 = 4.5, y","𝜈 = 4.6, y","𝜈 = 4.7, y","𝜈 = 4.8, y","𝜈 = 4.9, y"
1.3,0.0,0.1296341426,0.2570805519,0.3801884151,0.4968801378,0.6051864057,0.7032794192,0.7895037397,0.8624042272,0.9207505977,0.9635581854,0.9901045603,0.9999417202,0.9929036511,0.9691091289,0.928959715,0.8731329795,0.8025710662,0.7184647931,0.6222335553,0.5155013718,0.4000694776,0.2778859258,0.1510127121,0.0215909757,-0.1081951345,-0.2361553207,-0.3601300995,-0.4780272461,-0.5878571034,-0.6877661592,-0.7760683271,-0.8512734009,-0.9121122039,-0.9575580074,-0.9868438585,-0.9994755228,-0.9952398258,-0.9742082499,-0.9367357284,-0.8834546557,-0.8152642144,-0.733315201,-0.6389906043,-0.5338822664,-0.4197640178,-0.2985617425,-0.1723208757,-0.0431718852,0.0867056832
1.31,0.0,0.1306256395,0.2590128164,0.3829614273,0.5003474303,0.6091592433,0.7075322158,0.7937805821,0.8664263493,0.9242246253,0.9661849516,0.9915882761,0.9999992756,0.9912738151,0.9655614182,0.9233027047,0.86522184,0.7923141251,0.7058289411,0.607248339,0.4982616424,0.380736499,0.2566868751,0.1282385436,-0.0024073441,-0.1330119784,-0.2613372567,-0.3851841362,-0.5024303185,-0.6110666174,-0.7092313902,-0.7952424388,-0.8676258374,-0.9251411898,-0.9668028857,-0.9918969907,-0.9999934803,-0.9909536092,-0.964932289,-0.9223754333,-0.8640123165,-0.7908430765,-0.7041215759,-0.6053339154,-0.496172967,-0.3785093642,-0.2543594462,-0.1258507045,0.0048146742,0.1353975465
1.32,0.0,0.1316170058,0.2609440449,0.3857309928,0.5038067171,0.613116852,0.7117595414,0.7980185294,0.8703930204,0.9276237913,0.9687151001,0.992952011,0.9999128328,0.9894764561,0.9618244606,0.9174379553,0.8570892085,0.7818282107,0.6929644068,0.5920439125,0.480822615,0.3612356218,0.2353635929,0.10539654,-0.0264042773,-0.1577456941,-0.2863425386,-0.4099573908,-0.5264395111,-0.6337622605,-0.7300583608,-0.8136523838,-0.8830899008,-0.9371627883,-0.9749302475,-0.9957351731,-0.9992155861,-0.985310932,-0.9542631337,-0.906612383,-0.8431877419,-0.7650927175,-0.6736860629,-0.5705581365,-0.4575032317,-0.3364883585,-0.2096190202,-0.0791025803,0.0527901428,0.1837643852
1.33,0.0,0.1326082405,0.2628742295,0.3884970868,0.5072579431,0.6170591327,0.7159612437,0.802217374,0.8743039866,0.9309478202,0.9711483779,0.9941955998,0.9996824042,0.987511878,0.9578989884,0.9113667861,0.8487371667,0.7711163534,0.679875358,0.5766257647,0.4631912649,0.3415754455,0.2139263994,0.082498784,-0.0503860024,-0.1823808239,-0.3111542638,-0.4344318045,-0.5500360022,-0.6559249468,-0.7502283282,-0.8312804715,-0.8976497573,-0.9481639092,-0.9819306984,-0.9983537044,-0.9971428484,-0.9783195179,-0.9422161881,-0.88947055,-0.8210142467,-0.7380564178,-0.6420623424,-0.5347275581,-0.417947913,-0.2937860788,-0.1644351186,-0.0321797507,0.1006440062,0.231690094
1.34,0.0,0.1335993425,0.2648033627,0.3912596842,0.510701053,0.620985987,0.7201371715,0.80637691,0.8781589977,0.9341964428,0.9734845417,0.9953188923,0.9993080232,0.9853804127,0.9537857711,0.9050905633,0.840167853,0.7601816489,0.6665660356,0.5609994612,0.4453746445,0.32176464,0.1923856696,0.0595573881,-0.0743387066,-0.2069019717,-0.3357556607,-0.4585895368,-0.5732012932,-0.6775360389,-0.7697231408,-0.8481097626,-0.911290499,-0.9581325732,-0.9877961468,-0.9997493772,-0.9937779532,-0.9699889372,-0.9288088461,-0.8709760038,-0.7975273039,-0.709779619,-0.6093061903,-0.4979084209,-0.3775835777,-0.2504889826,-0.1189033336,0.0148141509,0.1482660303,0.2790596261
1.35,0.0,0.134590311,0.2667314367,0.3940187604,0.5141359917,0.6248973167,0.7242871744,0.8104969338,0.8819578069,0.937369396,0.9757233578,0.9963217523,0.9987897435,0.9830824205,0.9494856149,0.8986106989,0.8313834608,0.7490272571,0.6530407516,0.545170643,0.4273798802,0.3018119415,0.170751829,0.0365844877,-0.0982485937,-0.2312938124,-0.3601300995,-0.4824129775,-0.5959172238,-0.6985773632,-0.7885252544,-0.8641240854,-0.9239981587,-0.9670579256,-0.9925198129,-0.9999204821,-0.9891252608,-0.9603305932,-0.9140604655,-0.851156871,-0.7727644876,-0.6803098479,-0.5754753802,-0.4601687928,-0.3364883585,-0.2066847319,-0.0731199935,0.0617753341,0.1955465151,0.3257592701
1.36,0.0,0.1355811449,0.2686584437,0.3967742903,0.5175627041,0.628793024,0.728411103,0.8145772434,0.8857001711,0.9404664229,0.9778646024,0.9972040586,0.9981276398,0.9806182897,0.9449993625,0.891928651,0.822386239,0.7376564017,0.6393038881,0.5291450241,0.4092141697,0.2817261488,0.1490353477,0.013592235,-0.1221018924,-0.255541102,-0.384261104,-0.5058847606,-0.6181659858,-0.719031225,-0.8066177486,-0.8793080516,-0.9357597251,-0.9749302475,-0.9960962366,-0.9988668095,-0.9831908005,-0.9493577065,-0.8979923404,-0.8300432927,-0.7467654129,-0.649696636,-0.5406295807,-0.4215784437,-0.2947418029,-0.1624620152,-0.0271819588,0.1086000807,0.2423765472,0.3716769226
1.37,0.0,0.1365718432,0.2705843761,0.3995262493,0.5209811356,0.6326730115,0.7325088089,0.8186176388,0.8893858508,0.9434872724,0.9799080614,0.9979657044,0.9973218074,0.9779884367,0.9403278932,0.8850459228,0.8131784908,0.7260723687,0.6253598957,0.5129283897,0.3908847789,0.2615161195,0.1272467363,-0.0094072077,-0.1458848637,-0.2796286868,-0.4081323627,-0.5289877761,-0.6399301373,-0.738880424,-0.8239843412,-0.8936470703,-0.9465631553,-0.9817409666,-0.998521284,-0.9965896499,-0.9759822625,-0.9370852974,-0.8806276704,-0.8076673785,-0.7195716728,-0.6179914372,-0.5048302508,-0.3822087161,-0.2524247193,-0.1179103685,0.0188135828,0.1551849739,0.288648251,0.4167023574
1.38,0.0,0.1375624049,0.2725092262,0.4022746126,0.5243912315,0.6365371822,0.7365801446,0.8226179222,0.8930146101,0.9464317,0.9818535304,0.9986065977,0.9963723625,0.9751933061,0.9354721227,0.877964063,0.8037625734,0.7142785058,0.6112132922,0.4965265936,0.3723990394,0.2411907658,0.10539654,-0.0324016741,-0.1695838094,-0.3035415127,-0.4317277395,-0.5517051829,-0.6611926164,-0.7581082681,-0.8406094036,-0.907127363,-0.9563973875,-0.9874826669,-0.9997921519,-0.9930917926,-0.9675089882,-0.9235301649,-0.8619915271,-0.7840631579,-0.6912267716,-0.5852475402,-0.4681405312,-0.3421323935,-0.2096190202,-0.0731199935,0.0647693219,0.2014271265,0.3342550368,0.4607274899
1.39,0.0,0.138552829,0.2744329863,0.4050193554,0.527792937,0.6403854395,0.7406249635,0.8265778974,0.8965862167,0.9492994672,0.9837008148,0.9991266607,0.9952794416,0.97223337,0.9304330027,0.870684665,0.7941408971,0.7022782214,0.596868661,0.4799455568,0.3537643453,0.2207590508,0.0834953338,-0.0553790009,-0.1931850795,-0.3272646351,-0.4550312847,-0.5740204211,-0.6819367543,-0.7766985878,-0.8564779742,-0.9197359761,-0.9652523524,-0.9921490961,-0.9999073715,-0.9883775221,-0.9577819576,-0.9087108638,-0.8421108177,-0.7592665285,-0.661776055,-0.5515199799,-0.4306251331,-0.3014235656,-0.1664075642,-0.0281815755,0.1105880332,0.2472244086,0.379091847,0.5036466371
1.4,0.0,0.1395431146,0.2763556486,0.4077604531,0.5311861979,0.6442176872,0.74464312,0.8304973705,0.9001004422,0.9520903416,0.98544973,0.9995258306,0.9940432022,0.9691091289,0.9252115208,0.8632093666,0.7843159251,0.6900749836,0.5823306495,0.4631912649,0.3349881502,0.2002299847,0.0615537174,-0.0783270335,-0.2166750804,-0.3507832277,-0.4780272461,-0.5959172238,-0.7021462887,-0.7946357498,-0.8715757724,-0.9314607938,-0.9731189832,-0.9957351731,-0.9988668095,-0.9824526126,-0.9468137756,-0.8926476794,-0.8210142467,-0.733315201,-0.6312666379,-0.5168654444,-0.392350224,-0.2601574914,-0.1228739951,0.0168139005,0.1561727815,0.2924756724,0.4230553971,0.5453567706
1.41,0.0,0.1405332607,0.2782772054,0.4104978809,0.5345709598,0.6480338295,0.7486344694,0.8343761494,0.9035570615,0.9548040972,0.987100101,0.9998040591,0.9926638223,0.9658211106,0.9198087004,0.8555398498,0.7742901725,0.6776723188,0.567603968,0.446269766,0.3160779642,0.1796126204,0.0395823103,-0.1012336329,-0.2400402824,-0.3740825922,-0.5007000793,-0.6173796293,-0.7218053764,-0.8119046699,-0.8858892113,-0.9422905492,-0.9799892252,-0.9982369928,-0.9966716687,-0.9753243216,-0.9346186555,-0.8753625998,-0.7987322738,-0.7062486425,-0.5997473288,-0.4813421798,-0.3533833108,-0.2184104601,-0.0791025803,0.0617753341,0.2014271265,0.3370809764,0.4660444148,0.5857577645
1.42,0.0,0.1415232662,0.2801976492,0.4132316142,0.5379471686,0.651833771,0.752598868,0.838214044,0.9069558535,0.9574405142,0.9886517629,0.9999613126,0.9911415005,0.9623698708,0.9142256004,0.8476778401,0.7640662058,0.6650738115,0.5526933878,0.4291871686,0.2970413513,0.1589160499,0.0175917461,-0.124086682,-0.2632672278,-0.3971481673,-0.5230344584,-0.6383919923,-0.7408986057,-0.8284908261,-0.8994054097,-0.952214836,-0.9858560439,-0.9996518311,-0.9933244864,-0.9670013802,-0.9212124004,-0.8568792855,-0.7752970702,-0.6781080159,-0.5672685519,-0.4450098923,-0.313793121,-0.1762596501,-0.0351780477,0.1066116938,0.2462553269,0.3809418056,0.5079598723,0.6247526354
1.43,0.0,0.1425131302,0.2821169722,0.4159616284,0.5413147703,0.6556174167,0.7565361731,0.8420108663,0.9102966006,0.9599993791,0.9901045603,0.9999975719,0.9894764561,0.9587559929,0.9084633151,0.8396251065,0.7536466424,0.6522831024,0.5376037397,0.4119496392,0.2778859258,0.1381494,-0.0044073321,-0.1468740922,-0.2863425386,-0.4199655377,-0.545015286,-0.6589389958,-0.7594110084,-0.8443802703,-0.9121122039,-0.9612241176,-0.9907134321,-0.9999781473,-0.9888291316,-0.9574939831,-0.906612383,-0.8372230373,-0.7507424723,-0.6489361177,-0.5338822664,-0.407929648,-0.2736494816,-0.1337829862,0.0088145787,0.1512322012,0.2905625428,0.4239612893,0.548705215,0.6622477753
1.44,0.0,0.1435028517,0.2840351667,0.418687899,0.5446737109,0.659384672,0.7604462431,0.8457664302,0.9135790891,0.9624804845,0.9914583482,0.9999128328,0.9876689288,0.9549800874,0.9025229739,0.8313834608,0.7430341496,0.6393038881,0.5223399128,0.3945634005,0.2586193497,0.1173218284,-0.0264042773,-0.1695838094,-0.309252924,-0.4425204433,-0.5666277041,-0.679005662,-0.7773280718,-0.8595596405,-0.9239981587,-0.9693097368,-0.9945564163,-0.9992155861,-0.9831908005,-0.9468137756,-0.8908375228,-0.8164207615,-0.7251039328,-0.6187773129,-0.4996418831,-0.37016377,-0.2330231954,-0.0910589957,0.0527901428,0.1955465151,0.3342550368,0.4660444148,0.5881865835,0.6981531764
1.45,0.0,0.1444924297,0.2859522251,0.4214104014,0.5480239368,0.6631354427,0.764328937,0.8494805518,0.9168031088,0.9648836295,0.992712991,0.9997071054,0.9857191788,0.9510427926,0.8964057412,0.8229547573,0.732231444,0.6261399194,0.5069068522,0.3770347287,0.2392493292,0.0964425198,-0.0483884434,-0.1922038208,-0.3319851882,-0.464798788,-0.5878571034,-0.6985773632,-0.7946357498,-0.8740161716,-0.9350525776,-0.976463924,-0.9973810617,-0.997364978,-0.9764160103,-0.9349738396,-0.8739082619,-0.7945009331,-0.6984184692,-0.587677467,-0.4646021794,-0.3317757339,-0.1919859167,-0.048166663,0.0966635216,0.2394649141,0.3772403719,0.5070982378,0.6263130303,0.7323826471
1.46,0.0,0.1454818632,0.2878681397,0.4241291111,0.5513653943,0.666869635,0.7681841152,0.8531530489,0.9199684534,0.9672086195,0.9938683634,0.9993804147,0.983627487,0.9469447738,0.8901128157,0.8143408924,0.7212412912,0.6127950006,0.4913095583,0.3593699514,0.2197836122,0.0755206816,-0.0703491903,-0.2147221608,-0.3545262382,-0.4867866487,-0.6086891337,-0.7176398324,-0.811320474,-0.8877377067,-0.9452655122,-0.9826798044,-0.999184476,-0.9944283379,-0.9685125919,-0.9219886775,-0.8558465382,-0.7714935571,-0.6707246107,-0.5556838769,-0.4288192113,-0.2928300608,-0.1506100247,-0.0051852839,0.1403497901,0.2828984785,0.4194276071,0.5470320869,0.662996729,0.7648540189
1.47,0.0,0.1464711512,0.2897829028,0.4268440036,0.5546980299,0.6705871556,0.7720116389,0.8567837418,0.9230749203,0.9694552661,0.9949243498,0.9989328002,0.9813941546,0.9426867236,0.883645431,0.8055438043,0.7100665046,0.5992729883,0.4755530844,0.3415754455,0.2002299847,0.05456554,-0.0922758897,-0.2371269178,-0.3768630908,-0.5084702835,-0.6291097133,-0.7361791739,-0.8273691646,-0.9007127067,-0.9546277717,-0.9879514052,-0.9999648127,-0.9904088636,-0.9594896808,-0.9078741947,-0.8366757572,-0.7474301269,-0.6420623424,-0.5228451989,-0.392350224,-0.2533922094,-0.1089684956,0.0378056813,0.1837643852,0.3257592701,0.4607274899,0.5857577645,0.6981531764,0.7954893436
1.48,0.0,0.1474602928,0.2916965067,0.4295550546,0.5580217904,0.6742879116,0.7758113702,0.8603724524,0.9261223108,0.9716233874,0.9958808445,0.998364316,0.979019503,0.9382693616,0.8770048546,0.7965654722,0.6987099449,0.5855777904,0.4596425355,0.3236576346,0.1805962679,0.0335863359,-0.1141579293,-0.2594062402,-0.3989828808,-0.5298361409,-0.6491050387,-0.7541818734,-0.8427692401,-0.9129302604,-0.9631309306,-0.9922736607,-0.9997212728,-0.985310932,-0.9493577065,-0.8926476794,-0.8164207615,-0.7223435816,-0.6124730476,-0.489211374,-0.35525356,-0.2135284654,-0.0671347743,0.0807267546,0.2268232699,0.3679605106,0.5010526453,0.6231897415,0.7317013877,0.8242150804
1.49,0.0,0.1484492868,0.2936089439,0.4322622395,0.5613366226,0.6779718105,0.7795831724,0.8639190049,0.9291104298,0.9737128077,0.996737752,0.997675031,0.9765038744,0.9336934343,0.8701923881,0.7874079163,0.6871745192,0.5717133645,0.4435830664,0.3056229867,0.160890315,0.0125923208,-0.1359847187,-0.2815483427,-0.4208728676,-0.550870868,-0.6686615938,-0.7716348077,-0.8575086277,-0.9243800936,-0.9707673367,-0.9956424176,-0.9984541057,-0.9791400941,-0.9381283804,-0.8763277824,-0.7951077987,-0.6962682607,-0.5819994481,-0.454833553,-0.3175885661,-0.1733058303,-0.0251826448,0.1234985871,0.2694430955,0.4094167567,0.5403177603,0.6592453457,0.7635640827,0.8509622728
1.5,0.0,0.1494381325,0.2955202067,0.4349655341,0.5646424734,0.68163876,0.7833269096,0.8674232256,0.932039086,0.9757233578,0.9974949866,0.9968650285,0.9738476309,0.928959715,0.8632093666,0.7780731969,0.6754631806,0.5576837174,0.4273798802,0.2874780123,0.1411200081,-0.0084072474,-0.1577456941,-0.3035415127,-0.4425204433,-0.5715613187,-0.6877661592,-0.7885252544,-0.8715757724,-0.9350525776,-0.9775301177,-0.9980544388,-0.9961646088,-0.9719030694,-0.9258146823,-0.8589344934,-0.7727644876,-0.6692398573,-0.5506855426,-0.4197640178,-0.2794154982,-0.1327919089,0.0168139005,0.1660421059,0.3115413635,0.4500440738,0.5784397644,0.6938449449,0.7936678638,0.8756667136
1.51,0.0,0.1504268287,0.2974302873,0.437664914,0.5679392899,0.6852886687,0.7870424472,0.8708849427,0.934908092,0.9776548749,0.9981524725,0.9959344065,0.971051155,0.9240690038,0.8560571589,0.7685634143,0.663578927,0.5434929036,0.4110382268,0.2692292615,0.121293255,-0.0294031081,-0.1794303238,-0.3253741163,-0.4639131394,-0.5918945623,-0.7064058208,-0.8048409012,-0.8849596464,-0.9449387374,-0.9834131875,-0.9995074064,-0.9928551264,-0.9636077383,-0.9124308456,-0.8404891171,-0.7494197818,-0.641295369,-0.5185765428,-0.3840561025,-0.2407954251,-0.0920547955,0.0587807904,0.2082786601,0.3530365847,0.4897602054,0.6153380058,0.7269121228,0.8219433853,0.8982690992
1.52,0.0,0.1514153744,0.2993391783,0.440360355,0.5712270194,0.6889214451,0.7907296514,0.8743039866,0.9377172642,0.9795072024,0.998710144,0.9948832777,0.9681148494,0.919022127,0.8487371667,0.7588807082,0.651524801,0.5291450241,0.3945634005,0.2508833218,0.1014179863,-0.0503860024,-0.2010281126,-0.3470346047,-0.4850386345,-0.6118578909,-0.724567979,-0.8205698545,-0.8976497573,-0.9540302595,-0.9884112519,-0.9999999243,-0.9885290472,-0.9542631337,-0.8979923404,-0.8210142467,-0.7251039328,-0.6124730476,-0.4857188086,-0.3477641119,-0.2017901308,-0.0511629597,0.1006440062,0.2501301665,0.3938484373,0.5284847399,0.6509344216,0.7583738475,0.8483255127,0.9187151722
1.53,0.0,0.1524037688,0.3012468719,0.4430518326,0.5745056093,0.6925369986,0.7943883893,0.8776801898,0.9404664229,0.9812801904,0.9991679453,0.9937117692,0.965039137,0.9138199378,0.8412508248,0.7490272571,0.6393038881,0.5146442255,0.3779607391,0.232446816,0.0815021518,-0.0713466774,-0.2225286078,-0.3685115198,-0.5058847606,-0.6314388284,-0.7422403568,-0.8357006488,-0.9096361569,-0.9623194984,-0.9925198129,-0.9995315193,-0.9831908005,-0.9438794307,-0.8825158561,-0.8005337365,-0.6998484507,-0.5828123462,-0.4521597809,-0.3109432391,-0.1624620152,-0.0101851311,0.1423297121,0.2915192534,0.4338979224,0.5661392735,0.6851537029,0.7881606326,0.8727534734,0.9369558514
1.54,0.0,0.1533920107,0.3031533605,0.4457393229,0.5777750071,0.6961352386,0.7980185294,0.8810133869,0.943155392,0.9829736952,0.9995258306,0.9924200229,0.9618244606,0.9084633151,0.8335996004,0.7390052781,0.6269193169,0.4999946982,0.3612356218,0.2139263994,0.0615537174,-0.0922758897,-0.2439214034,-0.3897935009,-0.5264395111,-0.6506251371,-0.7594110084,-0.8502222543,-0.9209094482,-0.9697994833,-0.9957351731,-0.9981026414,-0.9768458524,-0.9324679364,-0.8660192817,-0.7790726726,-0.6736860629,-0.5523538657,-0.417947913,-0.2736494816,-0.1228739951,0.0308098164,0.1837643852,0.3323694043,0.4731075166,0.6026475684,0.7179234547,0.8162066914,0.8951709961,0.9529473496
1.55,0.0,0.1543800993,0.3050586364,0.4484228014,0.5810351605,0.6997160753,0.8016199409,0.8843034144,0.9457839994,0.9845875797,0.9997837642,0.9910081949,0.9584712831,0.9029531643,0.8257849931,0.7288170259,0.6143742578,0.4852006759,0.3443934673,0.1953287576,0.0415806624,-0.1131644098,-0.2651961459,-0.4108692903,-0.5466910471,-0.6694048262,-0.7760683271,-0.8641240854,-0.9314607938,-0.976463924,-0.9980544388,-0.9957146637,-0.9695006995,-0.9200410766,-0.8485216855,-0.7566573421,-0.6466506723,-0.521139299,-0.3831326009,-0.235939556,-0.0830894028,0.0717529798,0.2248749457,0.3726050988,0.5114013224,0.637935708,0.7491743483,0.8424500815,0.9155264408,0.9666512791
1.56,0.0,0.1553680335,0.3069626922,0.4511022442,0.5842860174,0.7032794192,0.8051924941,0.8875501113,0.9483520771,0.9861217132,0.9999417202,0.9894764561,0.9549800874,0.8972904166,0.8178085346,0.7184647931,0.6016719222,0.470266434,0.3274397323,0.1766606044,0.0215909757,-0.1340030262,-0.2863425386,-0.4317277395,-0.5666277041,-0.6877661592,-0.7922010531,-0.8773960084,-0.9412819217,-0.982307216,-0.9994755228,-0.9923698808,-0.9611628625,-0.906612383,-0.8300432927,-0.733315201,-0.6187773129,-0.489211374,-0.3477641119,-0.1978708117,-0.0431718852,0.1125755434,0.265588885,0.4121519526,0.548705215,0.6719322457,0.7788402685,0.8668328419,0.9337729176,0.9780347431
1.57,0.0,0.1563558123,0.3088655201,0.4537776271,0.5875275257,0.7068251811,0.8087360606,0.8907533184,0.9508594605,0.9875759713,0.9999996829,0.9878249919,0.9513513762,0.8914760289,0.8096717883,0.7079509086,0.588815562,0.4551962884,0.3103799097,0.1579286785,0.0015926529,-0.1547825494,-0.3073503471,-0.4523578147,-0.5862379992,-0.7056976607,-0.8077982814,-0.8900283485,-0.9503651329,-0.9873244456,-0.9999971464,-0.9880715069,-0.9518408788,-0.8921964781,-0.8106054622,-0.7090748404,-0.5901021047,-0.4566137951,-0.311893512,-0.1595011442,-0.0031853018,0.153208894,0.3058343944,0.450936855,0.5849469856,0.7045683502,0.8068584533,0.889301121,0.9498683946,0.9870704156
1.58,0.0,0.1573434347,0.3107671125,0.4564489259,0.5907596336,0.7103532724,0.8122505126,0.8939128788,0.9533059892,0.9889502363,0.9999576465,0.9860540021,0.9475856721,0.8855109839,0.8013763489,0.6972777383,0.5758084681,0.4399945942,0.2932195267,0.1391397421,-0.0184063069,-0.1754938161,-0.328209404,-0.4727486032,-0.6055106374,-0.7231881241,-0.8228494689,-0.9020118973,-0.9587033065,-0.9915113936,-0.99961884,-0.9828236722,-0.9415442932,-0.8768090594,-0.7902306622,-0.6839659519,-0.5606622067,-0.4233911832,-0.275572592,-0.1208889061,0.0368063774,0.1935847365,0.3455404913,0.4888881035,0.6200564816,0.7357779446,0.8331696266,0.9098052955,0.963775795,0.9937366061
1.59,0.0,0.1583308998,0.3126674619,0.4591161168,0.5939822893,0.7138636049,0.8157357236,0.8970286376,0.9556915067,0.9902443969,0.9998156151,0.9841637009,0.9436835173,0.8793962896,0.7929238422,0.6864476833,0.5626539704,0.4246657447,0.2759641432,0.1203005778,-0.0383979045,-0.1961276928,-0.348909614,-0.4928893188,-0.6244345182,-0.7402266185,-0.8373444414,-0.9133379195,-0.9662899057,-0.9948645389,-0.9983409442,-0.9766314196,-0.9302836485,-0.8604668824,-0.7689424434,-0.6580192905,-0.5304957691,-0.3895890148,-0.2388537931,-0.0820928193,0.0767391743,0.2336352086,0.3846371443,0.5259355372,0.6539657419,0.76549784,0.8577181239,0.9283000801,0.9754630823,0.9980173124
1.6,0.0,0.1593182066,0.3145665606,0.4617791755,0.5971954414,0.7173560909,0.8191915683,0.9001004422,0.9580158603,0.9914583482,0.999573603,0.9821543171,0.9396454737,0.8731329795,0.7843159251,0.6754631806,0.5493554364,0.4092141697,0.2586193497,0.1014179863,-0.0583741434,-0.2166750804,-0.3694409585,-0.5127693074,-0.6429987421,-0.7568024953,-0.8512734009,-0.9239981587,-0.9731189832,-0.9973810617,-0.9961646088,-0.9695006995,-0.9180704747,-0.8431877419,-0.7467654129,-0.6312666379,-0.4996418831,-0.35525356,-0.2017901308,-0.0431718852,0.1165492049,0.273292995,0.4230553971,0.5620106659,0.6866091287,0.7936678638,0.8804520096,0.9447446272,0.9849033341,0.9999022585
1.61,0.0,0.1603053541,0.3164644011,0.4644380783,0.6003990383,0.720830643,0.8226179222,0.903128142,0.9602789012,0.9925919919,0.9992316344,0.9800260939,0.9354721227,0.866722112,0.7755542845,0.6643267014,0.5359162704,0.3936443346,0.2411907658,0.082498784,-0.0783270335,-0.2371269178,-0.3897935009,-0.5323780529,-0.6611926164,-0.7729053952,-0.8646269321,-0.9339848442,-0.9791851853,-0.9990588459,-0.9930917926,-0.9614383637,-0.9049172769,-0.8249904532,-0.7237252046,-0.6037407625,-0.4681405312,-0.3204318185,-0.1644351186,-0.004185295,0.1561727815,0.3124914402,0.4607274899,0.597046797,0.7179234547,0.8202309815,0.9013231873,0.9591026176,0.9920748043,0.9993869197
1.62,0.0,0.1612923412,0.3183609756,0.4670928011,0.6035930288,0.7242871744,0.8260146619,0.9061115888,0.9624804845,0.9936452363,0.9987897435,0.9777792887,0.9311640654,0.8601647705,0.7666406378,0.6530407516,0.5223399128,0.3779607391,0.2236840381,0.0635498005,-0.0982485937,-0.257474186,-0.4099573908,-0.5517051829,-0.679005662,-0.7885252544,-0.8773960084,-0.9432906961,-0.9844837563,-0.9998964804,-0.9891252608,-0.9524521597,-0.8908375228,-0.8058948315,-0.6998484507,-0.5754753802,-0.4360325347,-0.2851714559,-0.1268426906,0.0348076603,0.1955465151,0.3511646608,0.4975869789,0.6309791587,0.7478481052,0.8451334117,0.9202875014,0.9713423403,0.9969609729,0.9964725329
1.63,0.0,0.1622791671,0.3202562768,0.4697433201,0.6067773619,0.7277255986,0.8293816651,0.9090506362,0.9646204694,0.9946179959,0.9982479744,0.9754141734,0.9267219221,0.8534620632,0.757576732,0.6416078703,0.508629839,0.3621679156,0.2061048389,0.0445778763,-0.1181308559,-0.2777079124,-0.4299228693,-0.5707404737,-0.6964276192,-0.803652311,-0.8895719984,-0.9519089309,-0.9890105425,-0.999893261,-0.984268583,-0.9425507224,-0.875845629,-0.78592167,-0.6751627498,-0.5465051125,-0.4033595011,-0.2495207381,-0.0890671239,0.0737476798,0.2346074159,0.3892476564,0.5335688535,0.6637450196,0.7763251552,0.8683247354,0.9373048306,0.9814367628,0.9995505845,0.9911660942
