"Predicted Probability, x; Observed Probability, x","Predicted Probability, y","Observed Probability, y",text,size
148,2.8,2.0,Cluster : 148 (Size : 248)<br>eg Vector : 0.5|0.19999999999999998|0.375|0.333...<br>Obs Prob : 2.0%<br>Pred Prob : 2.8%,24.8
149,2.9,2.1,Cluster : 149 (Size : 243)<br>eg Vector : 0.5|0.19999999999999998|0.0|0.0|0|0|0|0<br>Obs Prob : 2.1%<br>Pred Prob : 2.9%,24.3
150,2.9,3.4,Cluster : 150 (Size : 261)<br>eg Vector : 0.0|0.39999999999999997|0.25|0.0|0|0|0|0<br>Obs Prob : 3.4%<br>Pred Prob : 2.9%,26.1
151,2.9,0.7,Cluster : 151 (Size : 276)<br>eg Vector : 0.0|0.19999999999999998|0.375|0.333...<br>Obs Prob : 0.7%<br>Pred Prob : 2.9%,27.6
152,2.9,2.5,Cluster : 152 (Size : 277)<br>eg Vector : 0.5|0.39999999999999997|0.125|0.0|0...<br>Obs Prob : 2.5%<br>Pred Prob : 2.9%,27.7
153,3.0,4.2,Cluster : 153 (Size : 237)<br>eg Vector : 0.0|0.0|0.25|0.1111111111111111|0|0|0|0<br>Obs Prob : 4.2%<br>Pred Prob : 3.0%,23.7
154,3.0,3.6,Cluster : 154 (Size : 329)<br>eg Vector : 0.0|1.0|0.375|0.0|0|0|0|0<br>Obs Prob : 3.6%<br>Pred Prob : 3.0%,32.9
155,3.0,2.7,Cluster : 155 (Size : 816)<br>eg Vector : 0.5|1.0|0.375|0.0|0|0|0|0<br>Obs Prob : 2.7%<br>Pred Prob : 3.0%,81.6
156,3.1,3.1,Cluster : 156 (Size : 227)<br>eg Vector : 0.5|0.19999999999999998|0.5|0.55555...<br>Obs Prob : 3.1%<br>Pred Prob : 3.1%,22.7
157,3.1,4.9,Cluster : 157 (Size : 263)<br>eg Vector : 0.5|1.0|0.625|0.2222222222222222|0|0|0|0<br>Obs Prob : 4.9%<br>Pred Prob : 3.1%,26.3
158,3.1,3.3,Cluster : 158 (Size : 365)<br>eg Vector : 0.5|0.7999999999999999|0.25|0.0|0|0|0|0<br>Obs Prob : 3.3%<br>Pred Prob : 3.1%,36.5
159,3.1,6.3,Cluster : 159 (Size : 284)<br>eg Vector : 0.5|1.0|0.5|0.1111111111111111|0|0|0|0<br>Obs Prob : 6.3%<br>Pred Prob : 3.1%,28.4
160,3.1,2.3,Cluster : 160 (Size : 346)<br>eg Vector : 0.5|0.39999999999999997|0.375|0.333...<br>Obs Prob : 2.3%<br>Pred Prob : 3.1%,34.6
161,3.1,4.4,Cluster : 161 (Size : 250)<br>eg Vector : 0.5|0.6000000000000001|0.375|0.2222...<br>Obs Prob : 4.4%<br>Pred Prob : 3.1%,25.0
162,3.2,3.5,Cluster : 162 (Size : 202)<br>eg Vector : 0.5|0.39999999999999997|0.125|0.0|0...<br>Obs Prob : 3.5%<br>Pred Prob : 3.2%,20.2
163,3.2,2.4,Cluster : 163 (Size : 247)<br>eg Vector : 0.0|0.39999999999999997|0.125|0.0|0...<br>Obs Prob : 2.4%<br>Pred Prob : 3.2%,24.7
164,3.2,5.8,Cluster : 164 (Size : 206)<br>eg Vector : 0.0|0.7999999999999999|0.5|0.333333...<br>Obs Prob : 5.8%<br>Pred Prob : 3.2%,20.6
165,3.2,2.8,Cluster : 165 (Size : 254)<br>eg Vector : 0.0|0.7999999999999999|0.375|0.1111...<br>Obs Prob : 2.8%<br>Pred Prob : 3.2%,25.4
166,3.3,4.4,Cluster : 166 (Size : 296)<br>eg Vector : 0.5|0.6000000000000001|0.25|0.11111...<br>Obs Prob : 4.4%<br>Pred Prob : 3.3%,29.6
167,3.3,3.6,Cluster : 167 (Size : 450)<br>eg Vector : 0.5|0.7999999999999999|0.375|0.1111...<br>Obs Prob : 3.6%<br>Pred Prob : 3.3%,45.0
168,3.4,3.5,Cluster : 168 (Size : 201)<br>eg Vector : 0.5|0.19999999999999998|0.625|0.222...<br>Obs Prob : 3.5%<br>Pred Prob : 3.4%,20.1
169,3.4,3.4,Cluster : 169 (Size : 322)<br>eg Vector : 0.5|0.6000000000000001|0.125|0.0|0|0|0|0<br>Obs Prob : 3.4%<br>Pred Prob : 3.4%,32.2
170,3.4,3.1,Cluster : 170 (Size : 448)<br>eg Vector : 0.5|0.6000000000000001|0.375|0.3333...<br>Obs Prob : 3.1%<br>Pred Prob : 3.4%,44.8
171,3.5,3.4,Cluster : 171 (Size : 237)<br>eg Vector : 0.5|0.7999999999999999|0.75|0.0|0|1|0|0<br>Obs Prob : 3.4%<br>Pred Prob : 3.5%,23.7
172,3.5,4.7,Cluster : 172 (Size : 301)<br>eg Vector : 0.5|0.19999999999999998|0.25|0.4444...<br>Obs Prob : 4.7%<br>Pred Prob : 3.5%,30.1
173,3.5,5.1,Cluster : 173 (Size : 275)<br>eg Vector : 0.5|0.19999999999999998|0.125|0.111...<br>Obs Prob : 5.1%<br>Pred Prob : 3.5%,27.5
174,3.5,3.4,Cluster : 174 (Size : 236)<br>eg Vector : 0.5|0.19999999999999998|0.375|0.444...<br>Obs Prob : 3.4%<br>Pred Prob : 3.5%,23.6
175,3.5,2.9,Cluster : 175 (Size : 204)<br>eg Vector : 0.0|0.39999999999999997|0.25|0.2222...<br>Obs Prob : 2.9%<br>Pred Prob : 3.5%,20.4
176,3.5,2.0,Cluster : 176 (Size : 204)<br>eg Vector : 0.0|0.39999999999999997|0.5|0.33333...<br>Obs Prob : 2.0%<br>Pred Prob : 3.5%,20.4
177,3.6,3.7,Cluster : 177 (Size : 215)<br>eg Vector : 0.0|0.0|0.5|0.4444444444444444|0|0|0|0<br>Obs Prob : 3.7%<br>Pred Prob : 3.6%,21.5
178,3.6,4.1,Cluster : 178 (Size : 220)<br>eg Vector : 0.5|0.0|0.125|0.2222222222222222|0|0|0|0<br>Obs Prob : 4.1%<br>Pred Prob : 3.6%,22.0
179,3.6,3.3,Cluster : 179 (Size : 362)<br>eg Vector : 0.5|1.0|0.25|0.0|0|0|0|0<br>Obs Prob : 3.3%<br>Pred Prob : 3.6%,36.2
180,3.6,5.0,Cluster : 180 (Size : 240)<br>eg Vector : 0.0|0.7999999999999999|0.375|0.2222...<br>Obs Prob : 5.0%<br>Pred Prob : 3.6%,24.0
181,3.7,3.9,Cluster : 181 (Size : 231)<br>eg Vector : 0.0|0.7999999999999999|0.625|0.0|0|1|0|0<br>Obs Prob : 3.9%<br>Pred Prob : 3.7%,23.1
182,3.7,2.3,Cluster : 182 (Size : 265)<br>eg Vector : 0.5|0.39999999999999997|0.125|0.222...<br>Obs Prob : 2.3%<br>Pred Prob : 3.7%,26.5
183,3.7,5.0,Cluster : 183 (Size : 239)<br>eg Vector : 0.5|0.19999999999999998|0.25|0.3333...<br>Obs Prob : 5.0%<br>Pred Prob : 3.7%,23.9
184,3.7,3.4,Cluster : 184 (Size : 323)<br>eg Vector : 0.5|0.39999999999999997|0.25|0.2222...<br>Obs Prob : 3.4%<br>Pred Prob : 3.7%,32.3
185,3.8,4.5,Cluster : 185 (Size : 200)<br>eg Vector : 0.0|0.6000000000000001|1.0|0.111111...<br>Obs Prob : 4.5%<br>Pred Prob : 3.8%,20.0
186,3.8,4.7,Cluster : 186 (Size : 382)<br>eg Vector : 0.5|1.0|0.375|0.1111111111111111|0|0|0|0<br>Obs Prob : 4.7%<br>Pred Prob : 3.8%,38.2
187,3.8,5.0,Cluster : 187 (Size : 341)<br>eg Vector : 0.5|0.7999999999999999|0.375|0.2222...<br>Obs Prob : 5.0%<br>Pred Prob : 3.8%,34.1
188,4.0,2.6,Cluster : 188 (Size : 229)<br>eg Vector : 0.5|0.39999999999999997|0.625|0.333...<br>Obs Prob : 2.6%<br>Pred Prob : 4.0%,22.9
189,4.0,3.5,Cluster : 189 (Size : 313)<br>eg Vector : 0.0|1.0|0.25|0.0|0|0|0|0<br>Obs Prob : 3.5%<br>Pred Prob : 4.0%,31.3
190,4.0,4.5,Cluster : 190 (Size : 268)<br>eg Vector : 0.5|0.7999999999999999|0.125|0.0|0|0|0|0<br>Obs Prob : 4.5%<br>Pred Prob : 4.0%,26.8
191,4.0,3.4,Cluster : 191 (Size : 207)<br>eg Vector : 0.5|0.6000000000000001|0.25|0.22222...<br>Obs Prob : 3.4%<br>Pred Prob : 4.0%,20.7
192,4.1,4.9,Cluster : 192 (Size : 245)<br>eg Vector : 0.5|0.39999999999999997|0.375|0.444...<br>Obs Prob : 4.9%<br>Pred Prob : 4.1%,24.5
193,4.3,2.2,Cluster : 193 (Size : 224)<br>eg Vector : 0.0|0.39999999999999997|0.375|0.0|0...<br>Obs Prob : 2.2%<br>Pred Prob : 4.3%,22.4
194,4.3,3.9,Cluster : 194 (Size : 205)<br>eg Vector : 0.0|0.6000000000000001|0.5|0.111111...<br>Obs Prob : 3.9%<br>Pred Prob : 4.3%,20.5
195,4.3,4.8,Cluster : 195 (Size : 229)<br>eg Vector : 0.0|1.0|0.5|0.2222222222222222|0|0|0|0<br>Obs Prob : 4.8%<br>Pred Prob : 4.3%,22.9
196,4.3,4.8,Cluster : 196 (Size : 227)<br>eg Vector : 0.5|0.7999999999999999|0.375|0.3333...<br>Obs Prob : 4.8%<br>Pred Prob : 4.3%,22.7
197,4.4,6.5,Cluster : 197 (Size : 263)<br>eg Vector : 0.5|0.19999999999999998|0.375|0.666...<br>Obs Prob : 6.5%<br>Pred Prob : 4.4%,26.3
198,4.4,3.2,Cluster : 198 (Size : 218)<br>eg Vector : 0.5|0.6000000000000001|0.5|0.0|0|1|0|0<br>Obs Prob : 3.2%<br>Pred Prob : 4.4%,21.8
199,4.4,3.3,Cluster : 199 (Size : 214)<br>eg Vector : 0.0|0.19999999999999998|0.25|0.3333...<br>Obs Prob : 3.3%<br>Pred Prob : 4.4%,21.4
200,4.4,5.5,Cluster : 200 (Size : 237)<br>eg Vector : 0.5|0.6000000000000001|0.5|0.444444...<br>Obs Prob : 5.5%<br>Pred Prob : 4.4%,23.7
201,4.5,4.4,Cluster : 201 (Size : 248)<br>eg Vector : 0.5|1.0|0.125|0.0|0|0|0|0<br>Obs Prob : 4.4%<br>Pred Prob : 4.5%,24.8
202,4.5,4.6,Cluster : 202 (Size : 216)<br>eg Vector : 0.5|1.0|0.625|0.1111111111111111|0|1|0|0<br>Obs Prob : 4.6%<br>Pred Prob : 4.5%,21.6
203,4.5,4.3,Cluster : 203 (Size : 254)<br>eg Vector : 0.0|0.7999999999999999|0.25|0.11111...<br>Obs Prob : 4.3%<br>Pred Prob : 4.5%,25.4
204,4.6,8.9,Cluster : 204 (Size : 235)<br>eg Vector : 0.5|0.39999999999999997|0.25|0.0|0|1|0|0<br>Obs Prob : 8.9%<br>Pred Prob : 4.6%,23.5
205,4.6,3.9,Cluster : 205 (Size : 203)<br>eg Vector : 0.5|0.6000000000000001|0.375|0.3333...<br>Obs Prob : 3.9%<br>Pred Prob : 4.6%,20.3
206,4.7,3.2,Cluster : 206 (Size : 279)<br>eg Vector : 0.5|1.0|0.375|0.2222222222222222|0|0|0|0<br>Obs Prob : 3.2%<br>Pred Prob : 4.7%,27.9
207,4.8,5.5,Cluster : 207 (Size : 200)<br>eg Vector : 0.0|0.39999999999999997|0.125|0.555...<br>Obs Prob : 5.5%<br>Pred Prob : 4.8%,20.0
208,4.9,5.3,Cluster : 208 (Size : 206)<br>eg Vector : 0.5|1.0|0.5|0.1111111111111111|0|1|0|0<br>Obs Prob : 5.3%<br>Pred Prob : 4.9%,20.6
209,5.0,2.5,Cluster : 209 (Size : 201)<br>eg Vector : 0.5|0.39999999999999997|0.25|0.2222...<br>Obs Prob : 2.5%<br>Pred Prob : 5.0%,20.1
210,5.0,7.4,Cluster : 210 (Size : 242)<br>eg Vector : 0.0|0.7999999999999999|0.375|0.0|0|1|0|0<br>Obs Prob : 7.4%<br>Pred Prob : 5.0%,24.2
211,5.1,4.3,Cluster : 211 (Size : 209)<br>eg Vector : 0.5|0.19999999999999998|0.125|0.555...<br>Obs Prob : 4.3%<br>Pred Prob : 5.1%,20.9
212,5.1,3.9,Cluster : 212 (Size : 203)<br>eg Vector : 0.0|0.6000000000000001|0.25|0.55555...<br>Obs Prob : 3.9%<br>Pred Prob : 5.1%,20.3
213,5.1,5.4,Cluster : 213 (Size : 222)<br>eg Vector : 0.5|0.7999999999999999|0.0|0.222222...<br>Obs Prob : 5.4%<br>Pred Prob : 5.1%,22.2
214,5.1,9.7,Cluster : 214 (Size : 227)<br>eg Vector : 0.5|0.7999999999999999|0.25|0.44444...<br>Obs Prob : 9.7%<br>Pred Prob : 5.1%,22.7
215,5.2,4.7,Cluster : 215 (Size : 254)<br>eg Vector : 0.5|0.39999999999999997|0.375|0.555...<br>Obs Prob : 4.7%<br>Pred Prob : 5.2%,25.4
216,5.2,7.3,Cluster : 216 (Size : 315)<br>eg Vector : 0.5|1.0|0.375|0.3333333333333333|0|0|0|0<br>Obs Prob : 7.3%<br>Pred Prob : 5.2%,31.5
217,5.2,3.6,Cluster : 217 (Size : 253)<br>eg Vector : 0.5|0.6000000000000001|0.125|0.2222...<br>Obs Prob : 3.6%<br>Pred Prob : 5.2%,25.3
218,5.3,7.9,Cluster : 218 (Size : 253)<br>eg Vector : 0.5|0.6000000000000001|0.375|0.0|0|1|0|0<br>Obs Prob : 7.9%<br>Pred Prob : 5.3%,25.3
219,5.3,5.4,Cluster : 219 (Size : 205)<br>eg Vector : 0.0|0.7999999999999999|0.375|0.4444...<br>Obs Prob : 5.4%<br>Pred Prob : 5.3%,20.5
220,5.3,6.8,Cluster : 220 (Size : 205)<br>eg Vector : 0.5|1.0|0.5|0.0|0|1|0|0<br>Obs Prob : 6.8%<br>Pred Prob : 5.3%,20.5
221,5.8,4.7,Cluster : 221 (Size : 256)<br>eg Vector : 0.5|0.39999999999999997|0.375|0.666...<br>Obs Prob : 4.7%<br>Pred Prob : 5.8%,25.6
222,5.8,5.8,Cluster : 222 (Size : 241)<br>eg Vector : 0.5|0.6000000000000001|0.25|0.44444...<br>Obs Prob : 5.8%<br>Pred Prob : 5.8%,24.1
223,5.9,4.8,Cluster : 223 (Size : 270)<br>eg Vector : 0.5|0.19999999999999998|0.25|0.6666...<br>Obs Prob : 4.8%<br>Pred Prob : 5.9%,27.0
224,6.0,5.9,Cluster : 224 (Size : 203)<br>eg Vector : 0.5|0.0|0.25|0.6666666666666666|0|0|0|1<br>Obs Prob : 5.9%<br>Pred Prob : 6.0%,20.3
225,6.0,5.0,Cluster : 225 (Size : 241)<br>eg Vector : 0.5|1.0|0.25|0.2222222222222222|0|0|0|0<br>Obs Prob : 5.0%<br>Pred Prob : 6.0%,24.1
226,6.2,9.4,Cluster : 226 (Size : 203)<br>eg Vector : 0.5|0.6000000000000001|0.625|0.1111...<br>Obs Prob : 9.4%<br>Pred Prob : 6.2%,20.3
227,6.2,5.7,Cluster : 227 (Size : 246)<br>eg Vector : 0.5|0.7999999999999999|0.375|0.6666...<br>Obs Prob : 5.7%<br>Pred Prob : 6.2%,24.6
228,6.3,7.5,Cluster : 228 (Size : 200)<br>eg Vector : 0.5|0.39999999999999997|0.25|0.7777...<br>Obs Prob : 7.5%<br>Pred Prob : 6.3%,20.0
229,6.4,7.3,Cluster : 229 (Size : 261)<br>eg Vector : 0.0|1.0|0.375|0.0|0|1|0|0<br>Obs Prob : 7.3%<br>Pred Prob : 6.4%,26.1
230,6.6,10.7,Cluster : 230 (Size : 214)<br>eg Vector : 0.5|0.19999999999999998|0.125|0.666...<br>Obs Prob : 10.7%<br>Pred Prob : 6.6%,21.4
231,6.6,4.1,Cluster : 231 (Size : 219)<br>eg Vector : 0.0|0.6000000000000001|0.25|0.44444...<br>Obs Prob : 4.1%<br>Pred Prob : 6.6%,21.9
232,7.0,7.0,Cluster : 232 (Size : 215)<br>eg Vector : 0.0|0.39999999999999997|0.25|0.6666...<br>Obs Prob : 7.0%<br>Pred Prob : 7.0%,21.5
233,7.1,8.3,Cluster : 233 (Size : 253)<br>eg Vector : 0.5|0.7999999999999999|0.25|0.0|0|1|0|0<br>Obs Prob : 8.3%<br>Pred Prob : 7.1%,25.3
234,7.1,8.7,Cluster : 234 (Size : 219)<br>eg Vector : 0.5|0.6000000000000001|0.375|0.2222...<br>Obs Prob : 8.7%<br>Pred Prob : 7.1%,21.9
235,7.2,9.0,Cluster : 235 (Size : 200)<br>eg Vector : 0.0|0.39999999999999997|0.0|0.44444...<br>Obs Prob : 9.0%<br>Pred Prob : 7.2%,20.0
236,7.4,8.7,Cluster : 236 (Size : 207)<br>eg Vector : 0.0|1.0|0.75|0.2222222222222222|0|1|0|0<br>Obs Prob : 8.7%<br>Pred Prob : 7.4%,20.7
237,7.9,5.9,Cluster : 237 (Size : 203)<br>eg Vector : 0.5|0.6000000000000001|0.125|0.5555...<br>Obs Prob : 5.9%<br>Pred Prob : 7.9%,20.3
238,8.3,9.9,Cluster : 238 (Size : 223)<br>eg Vector : 0.5|1.0|0.375|0.2222222222222222|0|1|0|0<br>Obs Prob : 9.9%<br>Pred Prob : 8.3%,22.3
239,8.4,4.4,Cluster : 239 (Size : 206)<br>eg Vector : 0.5|0.6000000000000001|0.5|0.333333...<br>Obs Prob : 4.4%<br>Pred Prob : 8.4%,20.6
240,8.7,9.9,Cluster : 240 (Size : 203)<br>eg Vector : 0.0|0.7999999999999999|0.25|0.11111...<br>Obs Prob : 9.9%<br>Pred Prob : 8.7%,20.3
241,9.2,7.1,Cluster : 241 (Size : 240)<br>eg Vector : 0.5|0.19999999999999998|0.125|0.777...<br>Obs Prob : 7.1%<br>Pred Prob : 9.2%,24.0
242,9.6,11.7,Cluster : 242 (Size : 205)<br>eg Vector : 0.0|0.6000000000000001|0.125|0.6666...<br>Obs Prob : 11.7%<br>Pred Prob : 9.6%,20.5
243,9.9,6.9,Cluster : 243 (Size : 202)<br>eg Vector : 0.5|0.7999999999999999|0.125|0.6666...<br>Obs Prob : 6.9%<br>Pred Prob : 9.9%,20.2
244,12.2,9.9,Cluster : 244 (Size : 212)<br>eg Vector : 0.5|0.6000000000000001|0.375|0.5555...<br>Obs Prob : 9.9%<br>Pred Prob : 12.2%,21.2
245,12.7,6.4,Cluster : 245 (Size : 202)<br>eg Vector : 0.5|0.7999999999999999|0.0|0.888888...<br>Obs Prob : 6.4%<br>Pred Prob : 12.7%,20.2
246,14.4,10.0,Cluster : 246 (Size : 201)<br>eg Vector : 0.0|0.6000000000000001|0.0|0.555555...<br>Obs Prob : 10.0%<br>Pred Prob : 14.4%,20.1
