"Skaarup Moellebaek flow (m3/s), x","Skaarup Moellebaek flow (m3/s), y","Skaarup Moellebaek vandstand (m), x","Skaarup Moellebaek vandstand (m), y"
2017-05-30 14:01:27,0.0913840645,2017-05-30 13:59:50,0.1480816
2017-05-30 14:03:52,0.0913097326,2017-05-30 14:00:26,0.1480816
2017-05-30 14:04:28,0.0912429688,2017-05-30 14:01:27,0.1480816
2017-05-30 14:05:04,0.0911843781,2017-05-30 14:03:52,0.1480816
2017-05-30 14:05:40,0.0911345655,2017-05-30 14:04:28,0.1480816
2017-05-30 14:06:16,0.0910415398,2017-05-30 14:05:04,0.1480816
2017-05-30 14:06:52,0.0909694598,2017-05-30 14:05:40,0.1480816
2017-05-30 14:07:28,0.0909184831,2017-05-30 14:06:16,0.1485435
2017-05-30 14:08:04,0.0908887676,2017-05-30 14:06:52,0.1485435
2017-05-30 14:08:40,0.090880471,2017-05-30 14:07:28,0.1485435
2017-05-30 14:09:16,0.090893751,2017-05-30 14:08:04,0.1485435
2017-05-30 14:09:52,0.0909287654,2017-05-30 14:08:40,0.1485435
2017-05-30 14:10:28,0.090985672,2017-05-30 14:09:16,0.1485435
2017-05-30 14:11:04,0.0910646286,2017-05-30 14:09:52,0.1485435
2017-05-30 14:11:40,0.0911657928,2017-05-30 14:10:28,0.1485435
2017-05-30 14:12:16,0.0912026968,2017-05-30 14:11:04,0.1485435
2017-05-30 14:12:52,0.0912460822,2017-05-30 14:11:40,0.1485435
2017-05-30 14:13:28,0.0912955014,2017-05-30 14:12:16,0.1485435
2017-05-30 14:14:04,0.0913505068,2017-05-30 14:12:52,0.1485435
2017-05-30 14:14:40,0.0914106508,2017-05-30 14:13:28,0.1485435
2017-05-30 14:15:16,0.0914754858,2017-05-30 14:14:04,0.1485435
2017-05-30 14:15:52,0.0915445641,2017-05-30 14:14:40,0.1485435
2017-05-30 14:16:28,0.0916174384,2017-05-30 14:15:16,0.1485435
2017-05-30 14:17:04,0.0916936608,2017-05-30 14:15:52,0.1485435
2017-05-30 14:17:40,0.0917727838,2017-05-30 14:16:28,0.1485435
2017-05-30 14:18:16,0.0918543598,2017-05-30 14:17:04,0.1485435
2017-05-30 14:18:52,0.0919379413,2017-05-30 14:17:40,0.1485435
2017-05-30 14:19:28,0.0920230805,2017-05-30 14:18:16,0.1485435
2017-05-30 14:20:04,0.09210933,2017-05-30 14:18:52,0.1485435
2017-05-30 14:20:40,0.0921962421,2017-05-30 14:19:28,0.1485435
2017-05-30 14:21:16,0.0923045116,2017-05-30 14:20:04,0.1485435
2017-05-30 14:21:52,0.0924081941,2017-05-30 14:20:40,0.1485435
2017-05-30 14:22:28,0.0925069808,2017-05-30 14:21:16,0.1483656
2017-05-30 14:23:04,0.0926006044,2017-05-30 14:21:52,0.1483656
2017-05-30 14:23:40,0.0926887972,2017-05-30 14:22:28,0.1483656
2017-05-30 14:24:16,0.0927712919,2017-05-30 14:23:04,0.1483656
2017-05-30 14:24:52,0.092847821,2017-05-30 14:23:40,0.1483656
2017-05-30 14:25:28,0.092918117,2017-05-30 14:24:16,0.1483656
2017-05-30 14:26:04,0.0929819125,2017-05-30 14:24:52,0.1483656
2017-05-30 14:26:40,0.09303894,2017-05-30 14:25:28,0.1483656
2017-05-30 14:27:16,0.093088932,2017-05-30 14:26:04,0.1483656
2017-05-30 14:27:52,0.0931316211,2017-05-30 14:26:40,0.1483656
2017-05-30 14:28:28,0.0931667398,2017-05-30 14:27:16,0.1483656
2017-05-30 14:29:04,0.0931940206,2017-05-30 14:27:52,0.1483656
2017-05-30 14:29:40,0.0932131961,2017-05-30 14:28:28,0.1483656
2017-05-30 14:30:16,0.0932239989,2017-05-30 14:29:04,0.1483656
2017-05-30 14:30:52,0.0932261613,2017-05-30 14:29:40,0.1483656
2017-05-30 14:31:28,0.0932194161,2017-05-30 14:30:16,0.1483656
2017-05-30 14:32:04,0.0932034956,2017-05-30 14:30:52,0.1483656
2017-05-30 14:32:40,0.0931781325,2017-05-30 14:31:28,0.1483656
2017-05-30 14:33:16,0.0931430593,2017-05-30 14:32:04,0.1483656
2017-05-30 14:33:52,0.0930980085,2017-05-30 14:32:40,0.1483656
2017-05-30 14:34:28,0.0930427127,2017-05-30 14:33:16,0.1483656
2017-05-30 14:35:04,0.0929769043,2017-05-30 14:33:52,0.1483656
2017-05-30 14:35:40,0.092900316,2017-05-30 14:34:28,0.1483656
2017-05-30 14:36:16,0.0927780036,2017-05-30 14:35:04,0.1483656
2017-05-30 14:36:52,0.0927156016,2017-05-30 14:35:40,0.1483656
2017-05-30 14:37:28,0.0926603987,2017-05-30 14:36:16,0.1493993
2017-05-30 14:38:04,0.0926122798,2017-05-30 14:36:52,0.1493993
2017-05-30 14:38:40,0.0925711299,2017-05-30 14:37:28,0.1493993
2017-05-30 14:39:16,0.0925368338,2017-05-30 14:38:04,0.1493993
2017-05-30 14:39:52,0.0925092764,2017-05-30 14:38:40,0.1493993
2017-05-30 14:40:28,0.0924883428,2017-05-30 14:39:16,0.1493993
2017-05-30 14:41:04,0.0924739177,2017-05-30 14:39:52,0.1493993
2017-05-30 14:41:40,0.0924658861,2017-05-30 14:40:28,0.1493993
2017-05-30 14:42:16,0.092464133,2017-05-30 14:41:04,0.1493993
2017-05-30 14:42:52,0.0924685431,2017-05-30 14:41:40,0.1493993
2017-05-30 14:43:28,0.0924790015,2017-05-30 14:42:16,0.1493993
2017-05-30 14:44:04,0.092495393,2017-05-30 14:42:52,0.1493993
2017-05-30 14:44:40,0.0925176026,2017-05-30 14:43:28,0.1493993
2017-05-30 14:45:16,0.0925455152,2017-05-30 14:44:04,0.1493993
2017-05-30 14:45:52,0.0926441848,2017-05-30 14:44:40,0.1493993
2017-05-30 14:46:28,0.0927347504,2017-05-30 14:45:16,0.1493993
2017-05-30 14:47:04,0.0928176508,2017-05-30 14:45:52,0.1493993
2017-05-30 14:47:40,0.0928933253,2017-05-30 14:46:28,0.1493993
2017-05-30 14:48:16,0.0929622129,2017-05-30 14:47:04,0.1493993
2017-05-30 14:48:52,0.0930247527,2017-05-30 14:47:40,0.1493993
2017-05-30 14:49:28,0.0930813837,2017-05-30 14:48:16,0.1493993
2017-05-30 14:50:04,0.0931325451,2017-05-30 14:48:52,0.1493993
2017-05-30 14:50:40,0.0931786758,2017-05-30 14:49:28,0.1493993
2017-05-30 14:51:16,0.093220215,2017-05-30 14:50:04,0.1493993
2017-05-30 14:51:52,0.0932318749,2017-05-30 14:50:40,0.1493993
2017-05-30 14:52:28,0.0932350571,2017-05-30 14:51:16,0.1492982
2017-05-30 14:53:04,0.0932300211,2017-05-30 14:51:52,0.1492982
2017-05-30 14:53:40,0.093217026,2017-05-30 14:52:28,0.1492982
2017-05-30 14:54:43,0.0931963311,2017-05-30 14:53:04,0.1492982
2017-05-30 14:57:45,0.0931681958,2017-05-30 14:53:40,0.1492982
2017-05-30 14:58:21,0.0931328793,2017-05-30 14:54:43,0.1492982
2017-05-30 14:58:57,0.093090641,2017-05-30 14:57:45,0.1492982
2017-05-30 14:59:33,0.09304174,2017-05-30 14:58:21,0.1492982
2017-05-30 15:00:09,0.0929864358,2017-05-30 14:58:57,0.1492982
2017-05-30 15:01:12,0.0929249875,2017-05-30 14:59:33,0.1492982
2017-05-30 15:04:13,0.0928576545,2017-05-30 15:00:09,0.1492982
2017-05-30 15:04:49,0.0927846961,2017-05-30 15:01:12,0.1492982
2017-05-30 15:05:25,0.0927063715,2017-05-30 15:04:13,0.1492982
2017-05-30 15:06:01,0.0926229401,2017-05-30 15:04:49,0.1492982
2017-05-30 15:06:37,0.092411075,2017-05-30 15:05:25,0.1492982
2017-05-30 15:07:13,0.0922203688,2017-05-30 15:06:01,0.1492982
2017-05-30 15:07:49,0.0920500297,2017-05-30 15:06:37,0.1469039
2017-05-30 15:08:25,0.0918992663,2017-05-30 15:07:13,0.1469039
2017-05-30 15:09:01,0.0917672869,2017-05-30 15:07:49,0.1469039
2017-05-30 15:09:37,0.0916532999,2017-05-30 15:08:25,0.1469039
2017-05-30 15:10:13,0.0915565137,2017-05-30 15:09:01,0.1469039
2017-05-30 15:10:49,0.0914761366,2017-05-30 15:09:37,0.1469039
2017-05-30 15:11:25,0.0914113771,2017-05-30 15:10:13,0.1469039
2017-05-30 15:12:01,0.0913614436,2017-05-30 15:10:49,0.1469039
2017-05-30 15:12:37,0.0913677402,2017-05-30 15:11:25,0.1469039
2017-05-30 15:13:13,0.0913950936,2017-05-30 15:12:01,0.1469039
2017-05-30 15:13:49,0.091443007,2017-05-30 15:12:37,0.1469039
2017-05-30 15:14:25,0.0915109837,2017-05-30 15:13:13,0.1469039
2017-05-30 15:15:01,0.0915985269,2017-05-30 15:13:49,0.1469039
2017-05-30 15:15:37,0.09170514,2017-05-30 15:14:25,0.1469039
2017-05-30 15:16:13,0.091830326,2017-05-30 15:15:01,0.1469039
2017-05-30 15:16:49,0.0919735884,2017-05-30 15:15:37,0.1469039
2017-05-30 15:17:25,0.0921344304,2017-05-30 15:16:13,0.1469039
2017-05-30 15:18:01,0.0923123551,2017-05-30 15:16:49,0.1469039
2017-05-30 15:18:37,0.092506866,2017-05-30 15:17:25,0.1469039
2017-05-30 15:19:13,0.0927174662,2017-05-30 15:18:01,0.1469039
2017-05-30 15:19:49,0.092943659,2017-05-30 15:18:37,0.1469039
2017-05-30 15:20:25,0.0931849476,2017-05-30 15:19:13,0.1469039
2017-05-30 15:21:01,0.0934408353,2017-05-30 15:19:49,0.1469039
2017-05-30 15:21:37,0.0937740214,2017-05-30 15:20:25,0.1469039
2017-05-30 15:22:13,0.0940283469,2017-05-30 15:21:01,0.1469039
2017-05-30 15:22:49,0.0942684677,2017-05-30 15:21:37,0.1484589
2017-05-30 15:23:25,0.0944938702,2017-05-30 15:22:13,0.1484589
2017-05-30 15:24:01,0.0947040408,2017-05-30 15:22:49,0.1484589
2017-05-30 15:24:37,0.0948984661,2017-05-30 15:23:25,0.1484589
2017-05-30 15:25:13,0.0950766325,2017-05-30 15:24:01,0.1484589
2017-05-30 15:25:49,0.0952380265,2017-05-30 15:24:37,0.1484589
2017-05-30 15:26:25,0.0953821346,2017-05-30 15:25:13,0.1484589
2017-05-30 15:27:01,0.0955084432,2017-05-30 15:25:49,0.1484589
2017-05-30 15:27:37,0.0956164389,2017-05-30 15:26:25,0.1484589
2017-05-30 15:28:13,0.095705608,2017-05-30 15:27:01,0.1484589
2017-05-30 15:28:49,0.0957754372,2017-05-30 15:27:37,0.1484589
2017-05-30 15:29:25,0.0958254128,2017-05-30 15:28:13,0.1484589
2017-05-30 15:30:01,0.0958550214,2017-05-30 15:28:49,0.1484589
2017-05-30 15:30:37,0.0958637493,2017-05-30 15:29:25,0.1484589
2017-05-30 15:31:13,0.0958510832,2017-05-30 15:30:01,0.1484589
2017-05-30 15:31:49,0.0958165095,2017-05-30 15:30:37,0.1484589
2017-05-30 15:32:25,0.0957595146,2017-05-30 15:31:13,0.1484589
2017-05-30 15:33:01,0.095679585,2017-05-30 15:31:49,0.1484589
2017-05-30 15:33:37,0.0955762073,2017-05-30 15:32:25,0.1484589
2017-05-30 15:34:13,0.0954488678,2017-05-30 15:33:01,0.1484589
2017-05-30 15:34:49,0.0952970531,2017-05-30 15:33:37,0.1484589
2017-05-30 15:35:25,0.0951202496,2017-05-30 15:34:13,0.1484589
2017-05-30 15:36:01,0.0949179439,2017-05-30 15:34:49,0.1484589
2017-05-30 15:36:37,0.0946448209,2017-05-30 15:35:25,0.1484589
2017-05-30 15:37:13,0.0945048864,2017-05-30 15:36:01,0.1484589
2017-05-30 15:37:49,0.0943747106,2017-05-30 15:36:37,0.1482994
2017-05-30 15:38:25,0.09425445,2017-05-30 15:37:13,0.1482994
2017-05-30 15:39:01,0.0941442609,2017-05-30 15:37:49,0.1482994
2017-05-30 15:39:37,0.0940442998,2017-05-30 15:38:25,0.1482994
2017-05-30 15:40:13,0.0939547232,2017-05-30 15:39:01,0.1482994
2017-05-30 15:40:49,0.0938756873,2017-05-30 15:39:37,0.1482994
2017-05-30 15:41:25,0.0938073487,2017-05-30 15:40:13,0.1482994
2017-05-30 15:42:01,0.0937498637,2017-05-30 15:40:49,0.1482994
2017-05-30 15:42:37,0.0937033888,2017-05-30 15:41:25,0.1482994
2017-05-30 15:43:13,0.0936680803,2017-05-30 15:42:01,0.1482994
2017-05-30 15:43:49,0.0936440948,2017-05-30 15:42:37,0.1482994
2017-05-30 15:44:25,0.0936315885,2017-05-30 15:43:13,0.1482994
2017-05-30 15:45:01,0.093630718,2017-05-30 15:43:49,0.1482994
2017-05-30 15:45:37,0.0936416396,2017-05-30 15:44:25,0.1482994
2017-05-30 15:46:13,0.0936205823,2017-05-30 15:45:01,0.1482994
2017-05-30 15:46:49,0.0936207816,2017-05-30 15:45:37,0.1482994
2017-05-30 15:47:25,0.0936420202,2017-05-30 15:46:13,0.1482994
2017-05-30 15:48:01,0.0936840812,2017-05-30 15:46:49,0.1482994
2017-05-30 15:48:37,0.0937467473,2017-05-30 15:47:25,0.1482994
2017-05-30 15:49:13,0.0938298015,2017-05-30 15:48:01,0.1482994
2017-05-30 15:49:49,0.0939330266,2017-05-30 15:48:37,0.1482994
2017-05-30 15:50:25,0.0940562055,2017-05-30 15:49:13,0.1482994
2017-05-30 15:51:01,0.0941991212,2017-05-30 15:49:49,0.1482994
2017-05-30 15:51:37,0.0943615564,2017-05-30 15:50:25,0.1482994
2017-05-30 15:52:13,0.094466395,2017-05-30 15:51:01,0.1482994
2017-05-30 15:52:49,0.0945760784,2017-05-30 15:51:37,0.1465431
2017-05-30 15:53:25,0.094689852,2017-05-30 15:52:13,0.1465431
2017-05-30 15:54:27,0.0948069615,2017-05-30 15:52:49,0.1465431
2017-05-30 15:56:52,0.0949266522,2017-05-30 15:53:25,0.1465431
2017-05-30 15:57:28,0.0950481697,2017-05-30 15:54:27,0.1465431
2017-05-30 15:58:04,0.0951707595,2017-05-30 15:56:52,0.1465431
2017-05-30 15:58:40,0.0952936671,2017-05-30 15:57:28,0.1465431
2017-05-30 15:59:16,0.095416138,2017-05-30 15:58:04,0.1465431
2017-05-30 15:59:52,0.0955374177,2017-05-30 15:58:40,0.1465431
2017-05-30 16:00:28,0.0956567517,2017-05-30 15:59:16,0.1465431
2017-05-30 16:01:32,0.0957733855,2017-05-30 15:59:52,0.1465431
2017-05-30 16:04:31,0.0958865647,2017-05-30 16:00:28,0.1465431
2017-05-30 16:05:07,0.0959955346,2017-05-30 16:01:32,0.1465431
2017-05-30 16:05:43,0.0960995409,2017-05-30 16:04:31,0.1465431
2017-05-30 16:06:19,0.0962370429,2017-05-30 16:05:07,0.1465431
2017-05-30 16:06:55,0.0963599028,2017-05-30 16:05:43,0.1465431
2017-05-30 16:07:31,0.0964676993,2017-05-30 16:06:19,0.1458993
2017-05-30 16:08:07,0.0965600114,2017-05-30 16:06:55,0.1458993
2017-05-30 16:08:43,0.0966364182,2017-05-30 16:07:31,0.1458993
2017-05-30 16:09:19,0.0966964985,2017-05-30 16:08:07,0.1458993
2017-05-30 16:09:55,0.0967398313,2017-05-30 16:08:43,0.1458993
2017-05-30 16:10:31,0.0967659956,2017-05-30 16:09:19,0.1458993
2017-05-30 16:11:07,0.0967745703,2017-05-30 16:09:55,0.1458993
2017-05-30 16:11:43,0.0967651343,2017-05-30 16:10:31,0.1458993
2017-05-30 16:12:19,0.0967917827,2017-05-30 16:11:07,0.1458993
2017-05-30 16:12:55,0.096809674,2017-05-30 16:11:43,0.1458993
2017-05-30 16:13:31,0.096818768,2017-05-30 16:12:19,0.1458993
2017-05-30 16:14:07,0.0968190247,2017-05-30 16:12:55,0.1458993
2017-05-30 16:14:43,0.096810404,2017-05-30 16:13:31,0.1458993
2017-05-30 16:15:19,0.0967928658,2017-05-30 16:14:07,0.1458993
2017-05-30 16:15:55,0.0967663701,2017-05-30 16:14:43,0.1458993
2017-05-30 16:16:31,0.0967308767,2017-05-30 16:15:19,0.1458993
2017-05-30 16:17:07,0.0966863456,2017-05-30 16:15:55,0.1458993
2017-05-30 16:17:43,0.0966327367,2017-05-30 16:16:31,0.1458993
2017-05-30 16:18:19,0.0965700099,2017-05-30 16:17:07,0.1458993
2017-05-30 16:18:55,0.0964981252,2017-05-30 16:17:43,0.1458993
2017-05-30 16:19:31,0.0964170424,2017-05-30 16:18:19,0.1458993
2017-05-30 16:20:07,0.0963267215,2017-05-30 16:18:55,0.1458993
2017-05-30 16:20:43,0.0962271224,2017-05-30 16:19:31,0.1458993
2017-05-30 16:21:19,0.0961746034,2017-05-30 16:20:07,0.1458993
2017-05-30 16:21:55,0.096154429,2017-05-30 16:20:43,0.1458993
2017-05-30 16:22:31,0.0961234846,2017-05-30 16:21:19,0.1468884
2017-05-30 16:23:07,0.0960825834,2017-05-30 16:21:55,0.1468884
2017-05-30 16:23:43,0.0960325383,2017-05-30 16:22:31,0.1468884
2017-05-30 16:24:19,0.0959741624,2017-05-30 16:23:07,0.1468884
2017-05-30 16:24:55,0.0959082687,2017-05-30 16:23:43,0.1468884
2017-05-30 16:25:31,0.0958356702,2017-05-30 16:24:19,0.1468884
2017-05-30 16:26:07,0.09575718,2017-05-30 16:24:55,0.1468884
2017-05-30 16:26:43,0.0956736112,2017-05-30 16:25:31,0.1468884
2017-05-30 16:27:19,0.0955857766,2017-05-30 16:26:07,0.1468884
2017-05-30 16:27:55,0.0954944895,2017-05-30 16:26:43,0.1468884
2017-05-30 16:28:31,0.0954005627,2017-05-30 16:27:19,0.1468884
2017-05-30 16:29:07,0.0953048094,2017-05-30 16:27:55,0.1468884
2017-05-30 16:29:43,0.0952080425,2017-05-30 16:28:31,0.1468884
2017-05-30 16:30:19,0.0951110751,2017-05-30 16:29:07,0.1468884
2017-05-30 16:30:55,0.0950147203,2017-05-30 16:29:43,0.1468884
2017-05-30 16:31:31,0.0949197909,2017-05-30 16:30:19,0.1468884
2017-05-30 16:32:07,0.0948271002,2017-05-30 16:30:55,0.1468884
2017-05-30 16:32:43,0.0947374611,2017-05-30 16:31:31,0.1468884
2017-05-30 16:33:19,0.0946516867,2017-05-30 16:32:07,0.1468884
2017-05-30 16:33:55,0.0945705899,2017-05-30 16:32:43,0.1468884
2017-05-30 16:34:31,0.0944949838,2017-05-30 16:33:19,0.1468884
2017-05-30 16:35:07,0.0944256814,2017-05-30 16:33:55,0.1468884
2017-05-30 16:35:43,0.0943634959,2017-05-30 16:34:31,0.1468884
2017-05-30 16:36:19,0.0944257847,2017-05-30 16:35:07,0.1468884
2017-05-30 16:36:55,0.0944248192,2017-05-30 16:35:43,0.1468884
2017-05-30 16:37:31,0.094401284,2017-05-30 16:36:19,0.1469555
2017-05-30 16:38:07,0.0943566496,2017-05-30 16:36:55,0.1469555
2017-05-30 16:38:43,0.0942923867,2017-05-30 16:37:31,0.1469555
2017-05-30 16:39:19,0.0942099659,2017-05-30 16:38:07,0.1469555
2017-05-30 16:39:55,0.0941108577,2017-05-30 16:38:43,0.1469555
2017-05-30 16:40:31,0.0939965328,2017-05-30 16:39:19,0.1469555
2017-05-30 16:41:07,0.0938684618,2017-05-30 16:39:55,0.1469555
2017-05-30 16:41:43,0.0937281153,2017-05-30 16:40:31,0.1469555
2017-05-30 16:42:19,0.0935769639,2017-05-30 16:41:07,0.1469555
2017-05-30 16:42:55,0.0934164782,2017-05-30 16:41:43,0.1469555
2017-05-30 16:43:31,0.0932481287,2017-05-30 16:42:19,0.1469555
2017-05-30 16:44:07,0.0930733862,2017-05-30 16:42:55,0.1469555
2017-05-30 16:44:43,0.0928937212,2017-05-30 16:43:31,0.1469555
2017-05-30 16:45:19,0.0927106043,2017-05-30 16:44:07,0.1469555
2017-05-30 16:45:55,0.0925255062,2017-05-30 16:44:43,0.1469555
2017-05-30 16:46:31,0.0922117288,2017-05-30 16:45:19,0.1469555
2017-05-30 16:47:07,0.0919256131,2017-05-30 16:45:55,0.1469555
2017-05-30 16:47:43,0.0916675399,2017-05-30 16:46:31,0.1469555
2017-05-30 16:48:19,0.0914378898,2017-05-30 16:47:07,0.1469555
2017-05-30 16:48:55,0.0912370436,2017-05-30 16:47:43,0.1469555
2017-05-30 16:49:31,0.0910653821,2017-05-30 16:48:19,0.1469555
2017-05-30 16:50:07,0.090923286,2017-05-30 16:48:55,0.1469555
2017-05-30 16:50:43,0.090811136,2017-05-30 16:49:31,0.1469555
2017-05-30 16:51:19,0.0907293128,2017-05-30 16:50:07,0.1469555
2017-05-30 16:51:55,0.0906095696,2017-05-30 16:50:43,0.1469555
2017-05-30 16:52:31,0.0905082058,2017-05-30 16:51:19,0.1460588
2017-05-30 16:53:07,0.0904251228,2017-05-30 16:51:55,0.1460588
2017-05-30 16:53:43,0.0903602215,2017-05-30 16:52:31,0.1460588
2017-05-30 16:54:46,0.0903134032,2017-05-30 16:53:07,0.1460588
2017-05-30 16:57:46,0.0902845691,2017-05-30 16:53:43,0.1460588
2017-05-30 16:58:22,0.0902736202,2017-05-30 16:54:46,0.1460588
2017-05-30 16:58:58,0.0902804578,2017-05-30 16:57:46,0.1460588
2017-05-30 16:59:34,0.0903049829,2017-05-30 16:58:22,0.1460588
2017-05-30 17:00:10,0.0903470969,2017-05-30 16:58:58,0.1460588
2017-05-30 17:01:11,0.0904067007,2017-05-30 16:59:34,0.1460588
2017-05-30 17:03:34,0.0904836956,2017-05-30 17:00:10,0.1460588
2017-05-30 17:04:10,0.0905779828,2017-05-30 17:01:11,0.1460588
2017-05-30 17:04:46,0.0906894633,2017-05-30 17:03:34,0.1460588
2017-05-30 17:05:22,0.0908180384,2017-05-30 17:04:10,0.1460588
2017-05-30 17:05:58,0.0909636092,2017-05-30 17:04:46,0.1460588
2017-05-30 17:06:34,0.0911770629,2017-05-30 17:05:22,0.1460588
2017-05-30 17:07:10,0.0913966925,2017-05-30 17:05:58,0.1460588
2017-05-30 17:07:46,0.0916228327,2017-05-30 17:06:34,0.1441878
2017-05-30 17:08:22,0.0918558183,2017-05-30 17:07:10,0.1441878
2017-05-30 17:08:58,0.092095984,2017-05-30 17:07:46,0.1441878
2017-05-30 17:09:34,0.0923436644,2017-05-30 17:08:22,0.1441878
2017-05-30 17:10:10,0.0925991943,2017-05-30 17:08:58,0.1441878
2017-05-30 17:10:46,0.0928629085,2017-05-30 17:09:34,0.1441878
2017-05-30 17:11:22,0.0931351415,2017-05-30 17:10:10,0.1441878
2017-05-30 17:11:58,0.0932744124,2017-05-30 17:10:46,0.1441878
2017-05-30 17:12:34,0.0933966094,2017-05-30 17:11:22,0.1441878
2017-05-30 17:13:10,0.0935010763,2017-05-30 17:11:58,0.1441878
2017-05-30 17:13:46,0.0935871567,2017-05-30 17:12:34,0.1441878
2017-05-30 17:14:22,0.0936541943,2017-05-30 17:13:10,0.1441878
2017-05-30 17:14:58,0.0937015328,2017-05-30 17:13:46,0.1441878
2017-05-30 17:15:34,0.0937285159,2017-05-30 17:14:22,0.1441878
2017-05-30 17:16:10,0.0937344873,2017-05-30 17:14:58,0.1441878
2017-05-30 17:16:46,0.0937187906,2017-05-30 17:15:34,0.1441878
2017-05-30 17:17:22,0.0936807696,2017-05-30 17:16:10,0.1441878
2017-05-30 17:17:58,0.0936197679,2017-05-30 17:16:46,0.1441878
2017-05-30 17:18:34,0.0935351292,2017-05-30 17:17:22,0.1441878
2017-05-30 17:19:10,0.0934261973,2017-05-30 17:17:58,0.1441878
2017-05-30 17:19:46,0.0932923157,2017-05-30 17:18:34,0.1441878
2017-05-30 17:20:22,0.0931328282,2017-05-30 17:19:10,0.1441878
2017-05-30 17:20:58,0.0929470784,2017-05-30 17:19:46,0.1441878
2017-05-30 17:21:34,0.0927747453,2017-05-30 17:20:22,0.1441878
2017-05-30 17:22:10,0.0927223943,2017-05-30 17:20:58,0.1441878
2017-05-30 17:22:46,0.0926626335,2017-05-30 17:21:34,0.1443842
2017-05-30 17:23:22,0.0925962393,2017-05-30 17:22:10,0.1443842
2017-05-30 17:23:58,0.0925239884,2017-05-30 17:22:46,0.1443842
2017-05-30 17:24:34,0.0924466573,2017-05-30 17:23:22,0.1443842
2017-05-30 17:25:10,0.0923650225,2017-05-30 17:23:58,0.1443842
2017-05-30 17:25:46,0.0922798606,2017-05-30 17:24:34,0.1443842
2017-05-30 17:26:22,0.092191948,2017-05-30 17:25:10,0.1443842
2017-05-30 17:26:58,0.0921020614,2017-05-30 17:25:46,0.1443842
2017-05-30 17:27:34,0.0920109773,2017-05-30 17:26:22,0.1443842
2017-05-30 17:28:10,0.0919194722,2017-05-30 17:26:58,0.1443842
2017-05-30 17:28:46,0.0918283227,2017-05-30 17:27:34,0.1443842
2017-05-30 17:29:22,0.0917383052,2017-05-30 17:28:10,0.1443842
2017-05-30 17:29:58,0.0916501964,2017-05-30 17:28:46,0.1443842
2017-05-30 17:30:34,0.0915647728,2017-05-30 17:29:22,0.1443842
2017-05-30 17:31:10,0.091482811,2017-05-30 17:29:58,0.1443842
2017-05-30 17:31:46,0.0914050874,2017-05-30 17:30:34,0.1443842
2017-05-30 17:32:22,0.0913323786,2017-05-30 17:31:10,0.1443842
2017-05-30 17:32:58,0.0912654611,2017-05-30 17:31:46,0.1443842
2017-05-30 17:33:34,0.0912051115,2017-05-30 17:32:22,0.1443842
2017-05-30 17:34:10,0.0911521064,2017-05-30 17:32:58,0.1443842
2017-05-30 17:34:46,0.0911072222,2017-05-30 17:33:34,0.1443842
2017-05-30 17:35:22,0.0910712356,2017-05-30 17:34:10,0.1443842
2017-05-30 17:35:58,0.091044923,2017-05-30 17:34:46,0.1443842
2017-05-30 17:36:34,0.0910678803,2017-05-30 17:35:22,0.1443842
2017-05-30 17:37:10,0.0910319357,2017-05-30 17:35:58,0.1443842
2017-05-30 17:37:46,0.0909887483,2017-05-30 17:36:34,0.1443862
2017-05-30 17:38:22,0.0909389912,2017-05-30 17:37:10,0.1443862
2017-05-30 17:38:58,0.0908833375,2017-05-30 17:37:46,0.1443862
2017-05-30 17:39:34,0.0908224603,2017-05-30 17:38:22,0.1443862
2017-05-30 17:40:10,0.0907570327,2017-05-30 17:38:58,0.1443862
2017-05-30 17:40:46,0.0906877277,2017-05-30 17:39:34,0.1443862
2017-05-30 17:41:22,0.0906152184,2017-05-30 17:40:10,0.1443862
2017-05-30 17:41:58,0.0905401779,2017-05-30 17:40:46,0.1443862
2017-05-30 17:42:34,0.0904632793,2017-05-30 17:41:22,0.1443862
2017-05-30 17:43:10,0.0903851956,2017-05-30 17:41:58,0.1443862
2017-05-30 17:43:46,0.0903066001,2017-05-30 17:42:34,0.1443862
2017-05-30 17:44:22,0.0902281656,2017-05-30 17:43:10,0.1443862
2017-05-30 17:44:58,0.0901505654,2017-05-30 17:43:46,0.1443862
2017-05-30 17:45:34,0.0901787171,2017-05-30 17:44:22,0.1443862
2017-05-30 17:46:10,0.0901873316,2017-05-30 17:44:58,0.1443862
2017-05-30 17:46:46,0.0901779683,2017-05-30 17:45:34,0.1443862
2017-05-30 17:47:22,0.0901521868,2017-05-30 17:46:10,0.1443862
2017-05-30 17:47:58,0.0901115466,2017-05-30 17:46:46,0.1443862
2017-05-30 17:48:34,0.0900576072,2017-05-30 17:47:22,0.1443862
2017-05-30 17:49:10,0.0899919281,2017-05-30 17:47:58,0.1443862
2017-05-30 17:49:46,0.0899160688,2017-05-30 17:48:34,0.1443862
2017-05-30 17:50:22,0.0898315888,2017-05-30 17:49:10,0.1443862
2017-05-30 17:50:58,0.0897400477,2017-05-30 17:49:46,0.1443862
2017-05-30 17:51:34,0.089643005,2017-05-30 17:50:22,0.1443862
2017-05-30 17:52:10,0.0894929389,2017-05-30 17:50:58,0.1443862
2017-05-30 17:52:46,0.089331401,2017-05-30 17:51:34,0.1435946
