"GROMOS 54A7, x","GROMOS 54A7, y","GROMOS 54A7, z","CHARMM 36/PAR, x; OPLS-AA/L, x","CHARMM 36/PAR, y","CHARMM 36/PAR, z","OPLS-AA/L, y","OPLS-AA/L, z","AMBER 99SB-ILDN, x","AMBER 99SB-ILDN, y","AMBER 99SB-ILDN, z","MARTINI, x","MARTINI, y","MARTINI, z"
58.0,9.274684906,-11.8763933182,58.0,-0.8919413686,-2.1509747505,-2.8512105942,0.1860428154,58.0,7.0399608612,4.7875537872,58.0,1.4196455479,5.3023662567
58.2000007629,9.1041374207,-11.5653715134,58.2000007629,-1.7569733858,-0.6953994036,-3.226143837,-0.5298712254,58.2000007629,5.8000192642,2.7574071884,58.2000007629,0.1680528224,3.9757797718
58.4000015259,9.1394462585,-11.4851512909,58.4000015259,-1.3999894857,-1.4911661148,-4.0367450714,-0.7355690598,58.4000015259,6.8736753464,2.2428779602,58.4000015259,0.1560648978,3.8134183884
58.5999984741,9.5284461975,-11.9357357025,58.5999984741,-0.4224035144,-1.2829991579,-3.4671852589,-1.7276850939,58.5999984741,7.5314569473,1.5403292179,58.5999984741,0.2819654346,3.2575347424
58.7999992371,8.873251915,-11.9063901901,58.7999992371,1.4652180672,-2.0860548019,-2.8442616463,-1.4032980204,58.7999992371,5.3815169334,4.395181179,58.7999992371,1.6160513163,4.3901715279
59.0,9.7932157516,-11.1950683594,59.0,1.5038262606,-1.6621109247,-2.6789314747,-0.3405988216,59.0,4.9136991501,2.9158124924,59.0,1.8674538136,4.7902650833
59.2000007629,8.5975542068,-11.968536377,59.2000007629,1.7477158308,-2.6834850311,-2.0547032356,-1.3836762905,59.2000007629,5.9794511795,2.9669172764,59.2000007629,1.8713710308,6.01369524
59.4000015259,8.7484006882,-11.6918535233,59.4000015259,1.0236154795,-2.1033565998,-2.0737104416,-0.2900788784,59.4000015259,5.6721682549,5.816737175,59.4000015259,2.0992288589,6.136051178
59.5999984741,9.333486557,-11.8502130508,59.5999984741,1.1412433386,-3.0345473289,-1.9400696754,-0.7117568254,59.5999984741,3.1260452271,5.2199540138,59.5999984741,1.6163125038,4.0611820221
59.7999992371,9.1741428375,-11.6393470764,59.7999992371,0.6322746277,-3.8119022846,-2.1776881218,-1.0943371058,59.7999992371,3.7302858829,5.2689218521,59.7999992371,1.2037097216,4.0880327225
60.0,8.8220891953,-11.6962766647,60.0,1.4355993271,-1.3892127275,-1.16870749,-0.2944593728,60.0,2.9622838497,6.4654216766,60.0,0.6517859697,3.7078700066
60.2000007629,9.1818275452,-11.4566164017,60.2000007629,2.1386091709,-1.0147112608,-2.8618533611,-1.6572488546,60.2000007629,4.4341754913,2.6768066883,60.2000007629,-0.2269235849,2.3590147495
60.4000015259,9.3518133163,-10.9080858231,60.4000015259,2.6865282059,-0.4766336083,-3.1321825981,-0.8509244323,60.4000015259,2.7125592232,3.8291156292,60.4000015259,-0.2190377116,3.3042526245
60.5999984741,8.8032045364,-10.993024826,60.5999984741,1.6428818703,0.0444324613,-3.1451544762,-0.6563768387,60.5999984741,2.3904659748,2.3756451607,60.5999984741,0.7692945004,3.4574306011
60.7999992371,9.5050458908,-10.4108114243,60.7999992371,2.0279119015,-0.7678252459,-2.6857504845,-0.5989078283,60.7999992371,1.3883059025,4.611998558,60.7999992371,0.4261741936,4.0884170532
61.0,9.2734031677,-11.3895168304,61.0,1.1716115475,-2.0860645771,-3.1177017689,-0.9688391089,61.0,1.4076120853,2.0647027493,61.0,0.7191787958,3.0242750645
61.2000007629,8.8304014206,-11.188791275,61.2000007629,0.0491303653,-2.8822658062,-1.9950677156,-1.1886143684,61.2000007629,4.4713683128,2.699737072,61.2000007629,0.9177360535,3.7048082352
61.4000015259,9.5491924286,-10.7786998749,61.4000015259,-1.2614171505,-0.7171782255,-1.1491272449,-1.1616879702,61.4000015259,1.3698265553,4.467028141,61.4000015259,0.1529479027,3.938955307
61.5999984741,9.7332315445,-11.1806945801,61.5999984741,-1.0592081547,-1.9157346487,-2.4136705399,-0.8396775126,61.5999984741,2.0767798424,3.546233654,61.5999984741,0.3975877166,5.5640540123
61.7999992371,8.7839307785,-11.5573415756,61.7999992371,-1.2217001915,-1.0643138885,-1.6811699867,0.0753973424,61.7999992371,5.7282948494,2.7588136196,61.7999992371,0.9522011876,4.1525058746
62.0,8.6482219696,-11.3871917725,62.0,-0.1801182479,-1.2619450092,-1.1703863144,0.3402395546,62.0,4.8808097839,3.9387845993,62.0,1.2495396137,4.0842542648
62.2000007629,9.1267156601,-11.5662536621,62.2000007629,-0.5952130556,-1.4615192413,-1.7714281082,0.4031054378,62.2000007629,3.5868110657,5.8325533867,62.2000007629,0.2348171175,3.7131509781
62.4000015259,9.1439371109,-11.2584133148,62.4000015259,0.8299530745,-0.2174634039,-2.4015188217,-0.5956705213,62.4000015259,5.8912806511,8.009267807,62.4000015259,1.0023300648,3.1218018532
62.5999984741,8.8930311203,-10.8802967072,62.5999984741,0.2688438296,-1.5321655273,-2.2397756577,0.0299012959,62.5999984741,7.2566876411,6.7542200089,62.5999984741,1.0271148682,4.0966248512
62.7999992371,9.4004964828,-10.3823509216,62.7999992371,0.8821383119,-0.6227402687,-1.7588114738,-0.1895740479,62.7999992371,5.3028054237,4.9282999039,62.7999992371,1.8109606504,4.1101660728
63.0,8.9737062454,-11.2805624008,63.0,-0.3205364347,-2.5713727474,-1.8884203434,-0.4649294913,63.0,6.1240520477,7.0339055061,63.0,1.066514492,3.9637491703
63.2000007629,9.3206014633,-11.0740423203,63.2000007629,0.3822413981,-1.8452169895,-1.3008865118,-0.581004858,63.2000007629,6.8738660812,7.0426506996,63.2000007629,1.5390686989,3.5718784332
63.4000015259,8.9695653915,-10.9453020096,63.4000015259,-0.0046650767,-2.2715411186,-0.9861623645,0.1051208079,63.4000015259,4.6816568375,6.0907726288,63.4000015259,1.9712555408,4.4833106995
63.5999984741,9.8400783539,-10.9749975204,63.5999984741,2.3478727341,-0.138508603,-1.0174427032,0.5451444983,63.5999984741,5.9378767014,7.1349544525,63.5999984741,0.1284271777,4.2327265739
63.7999992371,9.7703876495,-11.2057237625,63.7999992371,1.0778015852,-0.4377781749,-2.4042229652,0.1676297337,63.7999992371,4.00309515,5.3221154213,63.7999992371,0.1579444408,4.7048325539
64.0,9.632440567,-10.974858284,64.0,0.9597876072,-1.1366379261,-2.7517719269,1.5106449127,64.0,4.3140149117,4.4468774796,64.0,1.4607834816,4.8442907333
64.1999969482,8.8948326111,-10.9740800858,64.1999969482,0.4437547326,-0.4893615842,-2.2364418507,-0.2248580456,64.1999969482,3.8790700436,8.5766057968,64.1999969482,0.634922266,3.9658949375
64.4000015259,9.1018257141,-10.1712656021,64.4000015259,2.1157617569,-1.3316469193,-1.4539451599,-0.463997215,64.4000015259,3.3724713326,6.9403214455,64.4000015259,-0.2379895449,5.9300370216
64.5999984741,9.0893754959,-10.3591375351,64.5999984741,1.7209984064,1.22940135,-1.8812696934,-0.9069604874,64.5999984741,2.1741347313,6.08943367,64.5999984741,-0.0167351067,5.0015616417
64.8000030518,8.3426609039,-11.1230506897,64.8000030518,1.378666997,0.4986132681,-2.1157064438,0.1203259677,64.8000030518,4.1124920845,4.3687286377,64.8000030518,-0.8391020298,5.9082379341
65.0,8.5006561279,-11.4016857147,65.0,1.3377132416,1.2766742706,-2.3070116043,-0.2309366167,65.0,5.2430930138,3.1044721603,65.0,0.4712342918,4.1168289185
65.1999969482,8.2755174637,-10.6189956665,65.1999969482,2.5853803158,-0.0610184968,-2.0602741241,0.2640672326,65.1999969482,3.3809356689,2.1095762253,65.1999969482,0.135676071,4.1180796623
65.4000015259,8.9606800079,-10.335360527,65.4000015259,1.797097683,0.5338631868,-2.0855762959,0.092933774,65.4000015259,0.5461957455,1.0398551226,65.4000015259,0.7530614734,4.6928815842
65.5999984741,9.7140045166,-9.4209070206,65.5999984741,2.1582415104,0.2180055529,-1.7869948149,-0.3527483344,65.5999984741,0.8411310911,2.2535440922,65.5999984741,1.496383667,4.1393852234
65.8000030518,9.6079120636,-9.4918241501,65.8000030518,3.3726103306,0.5056400299,-1.7893137932,0.1863989085,65.8000030518,1.8963791132,3.4639496803,65.8000030518,1.9959881306,4.0220727921
66.0,8.9975557327,-9.8935136795,66.0,2.6515917778,-0.2904194593,-2.1192331314,-0.2951366007,66.0,1.3745412827,-0.6161036491,66.0,1.5894595385,5.0330238342
66.1999969482,9.2312707901,-10.8043737411,66.1999969482,2.0608026981,-1.643224597,-2.7485713959,-0.0618276447,66.1999969482,0.3375045657,-1.2567412853,66.1999969482,0.4332504272,4.7199983597
66.4000015259,10.223736763,-10.8444623947,66.4000015259,2.8933851719,1.0104298592,-3.7989926338,-1.1697907448,66.4000015259,1.7151201963,-2.177519083,66.4000015259,0.3538057208,4.5059847832
66.5999984741,9.1689882278,-10.8569984436,66.5999984741,1.2404539585,0.2452061474,-4.5058832169,-1.332056284,66.5999984741,3.069088459,-0.5657129288,66.5999984741,-0.3538758159,5.2756495476
66.8000030518,8.9932498932,-10.480255127,66.8000030518,0.9376775026,-0.6438366175,-4.0777440071,-0.161729902,66.8000030518,6.8658800125,-0.077131927,66.8000030518,-0.5102218986,3.9350626469
67.0,9.0906085968,-10.8015499115,67.0,2.3281440735,0.0768541992,-4.7041816711,-0.7913258672,67.0,6.6384854317,-0.4711543918,67.0,-1.8732415438,3.5892858505
67.1999969482,8.534869194,-11.1168785095,67.1999969482,1.3591499329,-1.265811801,-3.9531297684,-0.8365698457,67.1999969482,6.0626373291,-0.7279076576,67.1999969482,-0.7137418985,3.3607501984
67.4000015259,8.8123140335,-11.9269237518,67.4000015259,0.759427309,-1.1668343544,-4.2952036858,-1.0450599194,67.4000015259,3.8546080589,0.1512067765,67.4000015259,-0.7201780081,4.3935742378
67.5999984741,8.622833252,-11.6115999222,67.5999984741,-0.1114695519,-1.7796301842,-3.6217148304,-0.7743939757,67.5999984741,5.1293373108,-0.341879189,67.5999984741,0.4867782295,4.8341603279
67.8000030518,9.1574277878,-11.6454133987,67.8000030518,0.7545594573,-1.8597441912,-4.7367329597,-0.2327437997,67.8000030518,6.0578989983,2.8964648247,67.8000030518,0.8475830555,5.4250826836
68.0,9.2925653458,-11.0389051437,68.0,0.372495234,-0.3590130508,-4.0456414223,-0.9164662957,68.0,5.5771098137,4.0794696808,68.0,-0.1436216831,4.4862594604
68.1999969482,8.8734407425,-11.2854909897,68.1999969482,-0.0119639039,-0.6595135331,-3.6541171074,-0.9742147923,68.1999969482,4.3672575951,2.2535233498,68.1999969482,-1.8618859053,3.9009039402
68.4000015259,9.0265722275,-11.0002822876,68.4000015259,1.0103634596,-1.6703996658,-3.1020464897,-0.938781023,68.4000015259,7.1678543091,2.562592268,68.4000015259,-1.7381584644,4.6234555244
68.5999984741,8.8751325607,-11.0498781204,68.5999984741,0.8849872351,-1.9988360405,-3.3646845818,-1.5262036324,68.5999984741,4.0161132812,-0.9988592863,68.5999984741,-1.1880077124,4.5838403702
68.8000030518,9.501206398,-11.0003633499,68.8000030518,0.5501537323,-2.3869948387,-2.7654361725,-0.251236856,68.8000030518,6.5113663673,-1.8854976892,68.8000030518,-1.0349525213,4.7337174416
69.0,8.1431217194,-11.9242324829,69.0,2.1381187439,-1.3027511835,-3.9133980274,-1.6194097996,69.0,5.7920455933,-1.2244039774,69.0,-0.4445920587,5.3789510727
69.1999969482,9.5944242477,-12.0802364349,69.1999969482,0.7229794264,-3.1814904213,-3.8700032234,-1.6294419765,69.1999969482,5.0744891167,-3.2504146099,69.1999969482,0.263707608,5.3521151543
69.4000015259,9.3021335602,-11.3021211624,69.4000015259,0.005261004,-2.4127476215,-3.7723112106,-2.1180040836,69.4000015259,6.6564207077,-4.5936737061,69.4000015259,0.0277327299,5.6402130127
69.5999984741,9.0236883163,-11.6451911926,69.5999984741,1.8411307335,-1.9848651886,-3.5596852303,-0.663854003,69.5999984741,7.224006176,-4.5203967094,69.5999984741,0.0477189422,6.3779797554
69.8000030518,9.7154054642,-11.7466506958,69.8000030518,1.6992435455,-0.2214472294,-3.8452856541,-0.4453783333,69.8000030518,7.2925167084,-5.1940898895,69.8000030518,-0.0938275158,5.2583665848
70.0,8.9912948608,-11.4454288483,70.0,0.8949334621,-1.0876612663,-3.245650053,0.1101146638,70.0,7.3632650375,-4.6626706123,70.0,2.4768941402,5.1346607208
70.1999969482,9.8864517212,-10.6258420944,70.1999969482,0.5704120398,-0.9860614538,-3.6415452957,-0.5611867905,70.1999969482,9.0022220612,-4.9684052467,70.1999969482,1.8445556164,5.3232922554
70.4000015259,9.4177684784,-11.5081186295,70.4000015259,1.2948300838,-0.7515342832,-3.5321221352,-1.0858514309,70.4000015259,6.5526561737,-6.6383223534,70.4000015259,2.4583506584,4.9071388245
70.5999984741,8.8275232315,-11.1928873062,70.5999984741,2.112392664,-0.6501643062,-3.5111732483,-0.9126390815,70.5999984741,8.2549419403,-6.310857296,70.5999984741,1.5221495628,4.6712994576
70.8000030518,9.1789951324,-10.4370937347,70.8000030518,2.013654232,-0.9386985302,-4.1525034904,-0.9385108352,70.8000030518,6.7993535995,-7.3306865692,70.8000030518,3.1024837494,5.1699228287
71.0,8.5680713654,-11.5488815308,71.0,1.4227864742,-2.0534062386,-3.976588726,-0.9130111933,71.0,7.4203300476,-6.3256006241,71.0,3.2787985802,5.5859222412
71.1999969482,9.1693344116,-11.4389667511,71.1999969482,0.9218986034,-0.8578560352,-4.1945738792,-1.2642761469,71.1999969482,6.1738677025,-5.8732495308,71.1999969482,4.0245585442,4.9221024513
71.4000015259,9.2648639679,-12.6100873947,71.4000015259,-0.0512906611,-0.5544809103,-4.0243501663,-1.6979020834,71.4000015259,7.1975011826,-6.1611633301,71.4000015259,3.154519558,3.154307127
71.5999984741,9.7617788315,-11.7357683182,71.5999984741,-0.7416524887,-0.6077529192,-4.0392241478,-0.9354141951,71.5999984741,7.0357255936,-5.4947547913,71.5999984741,4.0418334007,4.6303701401
71.8000030518,8.4661369324,-12.370182991,71.8000030518,1.3714592457,-1.2409539223,-4.5047707558,0.1210852563,71.8000030518,6.8842000961,-4.5921993256,71.8000030518,3.5277779102,3.6698465347
72.0,9.082072258,-12.9669313431,72.0,-0.377391696,-2.6586341858,-4.4566688538,-0.5068312883,72.0,7.2910432816,-3.5479121208,72.0,2.1025247574,1.9348965883
72.1999969482,8.3579339981,-13.1552181244,72.1999969482,-1.1017435789,-2.3295090199,-4.5262784958,-0.7616763115,72.1999969482,4.7088046074,-3.7632496357,72.1999969482,3.6012153625,2.5215148926
72.4000015259,8.9249944687,-12.3014469147,72.4000015259,-0.9343003035,-0.7077022195,-3.5928788185,-1.2209320068,72.4000015259,4.9984517097,-3.299539566,72.4000015259,0.4793172777,2.6788406372
72.5999984741,9.2671117783,-12.9146547318,72.5999984741,-0.0010614991,-1.0709292889,-2.980038166,-0.5935405493,72.5999984741,5.9131383896,-3.8501799107,72.5999984741,1.8793426752,2.6713666916
72.8000030518,8.0274524689,-13.9034357071,72.8000030518,0.919295907,-1.4095306396,-3.5710763931,-0.4410152137,72.8000030518,6.4854574203,-3.3684499264,72.8000030518,-0.1268311143,3.8048579693
73.0,9.0695705414,-13.018705368,73.0,0.7523464561,-1.5666035414,-3.6990966797,-0.5899679661,73.0,6.4323768616,-3.1505637169,73.0,0.1252080649,4.9805078506
73.1999969482,9.3487157822,-12.336192131,73.1999969482,-0.903834939,-0.6970916986,-4.5977396965,-1.2274588346,73.1999969482,5.5166115761,-2.2871367931,73.1999969482,1.7273051739,3.9703969955
73.4000015259,9.0306434631,-12.3238563538,73.4000015259,0.5150789022,-1.0130074024,-3.7586524487,-0.2176402509,73.4000015259,5.241648674,-4.540058136,73.4000015259,0.1886134148,5.1158981323
73.5999984741,9.5759534836,-12.0763759613,73.5999984741,-0.3904819787,-2.0737142563,-4.1515164375,-0.6639539003,73.5999984741,5.2799139023,-5.0999913216,73.5999984741,0.0204216242,3.6192958355
73.8000030518,9.0471200943,-12.732167244,73.8000030518,-1.3390960693,-2.9732813835,-4.3051886559,-0.7006695867,73.8000030518,5.6346940994,-4.0370316505,73.8000030518,0.7311248779,3.4136416912
74.0,9.5383348465,-11.9442720413,74.0,-0.65059793,-2.3451948166,-4.6885209084,-0.0094428509,74.0,5.8821239471,-5.3778309822,74.0,0.2172087133,3.6128361225
74.1999969482,9.3322019577,-12.4477481842,74.1999969482,-0.1791700423,-2.9500126839,-4.5722126961,-0.9956856966,74.1999969482,5.2578845024,-5.0228433609,74.1999969482,1.200257659,3.8087589741
74.4000015259,8.7625875473,-13.6124658585,74.4000015259,-0.0944808424,-1.6582635641,-5.0582728386,-0.9898895621,74.4000015259,4.5710220337,-5.1915884018,74.4000015259,-1.4286074638,2.879317522
74.5999984741,8.8963899612,-12.4834566116,74.5999984741,-1.101136446,-1.0772893429,-4.635948658,-0.1028015614,74.5999984741,5.0715813637,-4.2608380318,74.5999984741,-0.0757355988,3.0472521782
74.8000030518,9.7493228912,-11.4342498779,74.8000030518,0.3642250896,-1.9794012308,-4.013053894,0.4756265283,74.8000030518,4.9000749588,-5.3474440575,74.8000030518,-1.7221338749,4.0306081772
75.0,8.4356746674,-13.1255922318,75.0,-0.7166622877,-0.8563103676,-3.3267822266,-0.4503430128,75.0,6.0189790726,-4.4501290321,75.0,-2.4568912983,3.5559234619
75.1999969482,9.2932100296,-12.1332550049,75.1999969482,-0.7180763483,-0.6002750397,-4.2215633392,-0.2093485594,75.1999969482,5.9595880508,-4.8474698067,75.1999969482,-3.3444523811,4.5574669838
75.4000015259,9.0544338226,-12.2364578247,75.4000015259,-2.3515303135,-0.8845593929,-4.1372456551,-0.2759508193,75.4000015259,5.7309331894,-5.2918667793,75.4000015259,-4.4105138779,3.8765115738
75.5999984741,8.6914920807,-12.4246101379,75.5999984741,-1.567789197,-2.2928352356,-4.521944046,-0.6067134142,75.5999984741,7.4032506943,-6.4732503891,75.5999984741,-3.9745242596,4.5911817551
75.8000030518,9.020781517,-11.6812953949,75.8000030518,-0.9738521576,-1.7565046549,-4.0446233749,-0.0737241358,75.8000030518,6.0886354446,-4.9670009613,75.8000030518,-3.3924088478,5.5971770287
76.0,9.1680431366,-11.6195449829,76.0,0.3473976851,-2.280933857,-4.7815380096,-0.2721379399,76.0,5.3742070198,-3.5891809464,76.0,-2.7617540359,4.6487846375
76.1999969482,8.9765872955,-11.7518463135,76.1999969482,0.254208833,-3.0383775234,-5.2624049187,-0.0421827137,76.1999969482,6.2101626396,-5.1503767967,76.1999969482,-2.5525484085,4.6967530251
76.4000015259,9.571890831,-11.7172231674,76.4000015259,-0.5736136436,-3.7549800873,-4.6948366165,-0.0263618529,76.4000015259,4.8869371414,-4.8729281425,76.4000015259,-1.9752006531,4.2918353081
76.5999984741,9.670009613,-11.5979194641,76.5999984741,-0.1285271645,-3.7803087234,-4.6315760612,-0.7696166039,76.5999984741,6.4445543289,-4.402364254,76.5999984741,-0.5871291161,4.4206409454
76.8000030518,9.6542434692,-10.1757860184,76.8000030518,-0.2887707949,-3.1341984272,-4.5873675346,0.7595795989,76.8000030518,5.3807435036,-4.3262138367,76.8000030518,1.218064785,4.3554553986
77.0,10.0403747559,-9.8278446198,77.0,-0.1432494521,-1.7316609621,-3.2908234596,0.1060523987,77.0,5.8969712257,-3.7160997391,77.0,-0.5200273991,5.1023936272
77.1999969482,9.7093744278,-10.7407875061,77.1999969482,0.2663249075,-1.7611117363,-3.7853336334,0.0759863704,77.1999969482,5.1445970535,-4.3934969902,77.1999969482,-0.3168627918,4.8040475845
77.4000015259,9.4337387085,-11.026684761,77.4000015259,0.2344627082,-0.7270346284,-4.0817608833,1.928951025,77.4000015259,5.8151226044,-3.4000885487,77.4000015259,-1.7301290035,5.1911969185
77.5999984741,9.6426620483,-11.266459465,77.5999984741,-0.4295097589,-0.8629078269,-4.5866174698,1.4421931505,77.5999984741,5.0354104042,-3.381806612,77.5999984741,-1.9220352173,5.4406681061
77.8000030518,9.3225698471,-11.4702825546,77.8000030518,-0.2292505205,-1.270881176,-4.569735527,1.0020378828,77.8000030518,5.2746977806,-4.1217546463,77.8000030518,-1.7807853222,5.289973259
78.0,8.5415058136,-11.7882642746,78.0,0.7164195776,-1.4870883226,-5.0372400284,-1.1989505291,78.0,4.1808261871,-3.2492918968,78.0,-1.7113821507,6.5909814835
78.1999969482,8.8030633926,-11.7649755478,78.1999969482,0.6590886712,-2.0535860062,-4.8900303841,0.2708039284,78.1999969482,5.3473548889,-5.0926799774,78.1999969482,-2.7871403694,6.08477211
78.4000015259,8.916885376,-11.8178520203,78.4000015259,-0.0150575936,-1.6508809328,-5.171901226,0.8474448323,78.4000015259,4.3049659729,-5.3055615425,78.4000015259,-2.4975028038,6.450650692
78.5999984741,8.9921197891,-10.8342552185,78.5999984741,-0.6227796078,-2.033655405,-5.6820473671,1.8606009483,78.5999984741,6.1613941193,-5.3161549568,78.5999984741,-1.9112130404,6.2369356155
78.8000030518,8.8063030243,-11.8252248764,78.8000030518,0.0028321147,-1.4955973625,-5.2202215195,1.33256042,78.8000030518,4.9193358421,-5.0324416161,78.8000030518,-2.5360107422,5.0958890915
79.0,9.660607338,-10.6634616852,79.0,0.2671999335,-1.8100361824,-5.4644460678,1.3997490406,79.0,4.3682756424,-4.4231233597,79.0,-2.0519733429,5.7202644348
79.1999969482,8.3541154861,-11.0621528625,79.1999969482,-0.3847292662,-1.7535614967,-4.9330925941,0.6473963857,79.1999969482,5.5889825821,-4.9339389801,79.1999969482,-1.9714947939,5.5060172081
79.4000015259,9.2398843765,-11.1101551056,79.4000015259,-0.8113837242,-0.9263795018,-4.7615189552,-0.0759110749,79.4000015259,4.8601241112,-4.7079467773,79.4000015259,-2.8992872238,5.3073601723
79.5999984741,9.5620937347,-10.7158479691,79.5999984741,-0.771701932,-0.9643421769,-5.1818141937,-0.5321018696,79.5999984741,6.108566761,-4.674744606,79.5999984741,-2.7545073032,5.6290149689
79.8000030518,9.1589269638,-10.818482399,79.8000030518,1.10029006,-1.9140626192,-4.5418491364,-0.0994400382,79.8000030518,6.1040830612,-4.2834591866,79.8000030518,-5.1444797516,5.9381198883
80.0,9.1768217087,-11.0769081116,80.0,-0.2729428709,-1.3132209778,-4.329726696,-0.2089368105,80.0,6.062306881,-3.991748333,80.0,-5.7848758698,7.9626584053
80.1999969482,9.3759412766,-10.4437456131,80.1999969482,-0.3154077828,-2.5835847855,-4.9953079224,0.8353384733,80.1999969482,4.7054824829,-2.8750705719,80.1999969482,-6.5277304649,6.7261538506
80.4000015259,9.5435943604,-10.35729599,80.4000015259,0.2325309515,-1.3297840357,-5.242638588,1.4936788082,80.4000015259,5.0512199402,-2.5943677425,80.4000015259,-6.1801071167,6.8738126755
80.5999984741,9.2458648682,-10.805896759,80.5999984741,0.7682766914,-0.9699273109,-5.8678088188,0.983137846,80.5999984741,5.9933218956,-1.6312196255,80.5999984741,-5.4773459435,6.940076828
80.8000030518,9.6568288803,-10.2788991928,80.8000030518,0.3293173909,-2.2273688316,-5.5431609154,1.4521067142,80.8000030518,5.715057373,-3.0173408985,80.8000030518,-5.7570090294,7.9529290199
81.0,9.3318624496,-11.6388692856,81.0,0.8289319277,-1.9745546579,-5.3296632767,1.5294257402,81.0,5.9580068588,-2.8548693657,81.0,-6.4515547752,8.0799188614
81.1999969482,9.9569683075,-11.5708475113,81.1999969482,1.3734228611,-1.5204843283,-5.48376894,0.2665849626,81.1999969482,7.4432425499,-4.6516971588,81.1999969482,-6.3796677589,7.0604896545
81.4000015259,9.0248632431,-12.5358324051,81.4000015259,1.224042058,-0.9650858641,-5.158288002,0.5396887064,81.4000015259,7.6351618767,-3.4824237823,81.4000015259,-5.6173768044,7.5629706383
81.5999984741,9.4442396164,-11.7905111313,81.5999984741,2.5593318939,-1.6314131021,-5.5687732697,0.0475061834,81.5999984741,7.6258468628,-3.6519978046,81.5999984741,-6.317718029,6.8921079636
81.8000030518,9.5631475449,-11.8786211014,81.8000030518,-0.5061388016,-1.2983125448,-5.0728549957,-0.0683062077,81.8000030518,5.33679533,-2.3412702084,81.8000030518,-5.1852350235,8.0423183441
82.0,10.0858278275,-12.3110733032,82.0,0.022020489,-0.8628938198,-5.0246911049,-0.7137872577,82.0,5.8366765976,-2.7963783741,82.0,-5.7784833908,8.3658227921
82.1999969482,9.9662637711,-11.3096914291,82.1999969482,0.2724100649,-0.7468362451,-5.2939724922,-0.1031913459,82.1999969482,6.3466382027,-1.766254425,82.1999969482,-5.2983641624,8.3293561935
82.4000015259,10.0849399567,-10.8719339371,82.4000015259,-0.4479666054,-2.0225749016,-4.8880023956,-0.5998499393,82.4000015259,7.3369441032,-1.7868465185,82.4000015259,-4.5119643211,9.3033914566
82.5999984741,8.8427085876,-12.0532770157,82.5999984741,-0.0041541159,-2.8419821262,-4.5216002464,-0.6737005115,82.5999984741,9.8440847397,0.1883250475,82.5999984741,-5.1441054344,8.8861312866
82.8000030518,8.98416996,-11.5876569748,82.8000030518,-0.5374079943,-2.2233765125,-5.2646365166,-0.1867156923,82.8000030518,8.730225563,-0.1576066762,82.8000030518,-5.7856245041,7.7074112892
83.0,9.3175106049,-11.4849033356,83.0,-0.2544487119,-2.6962709427,-4.9036455154,-0.4472500086,83.0,11.4067497253,-1.1698787212,83.0,-4.3648138046,6.9289064407
83.1999969482,8.7352199554,-11.8152170181,83.1999969482,-0.9517604113,-2.4028732777,-5.1281032562,-1.297860384,83.1999969482,9.8445491791,0.2237988412,83.1999969482,-4.3437590599,6.5195689201
83.4000015259,8.7945108414,-11.4935359955,83.4000015259,0.4168928266,-3.369348526,-4.9631385803,-0.1368540525,83.4000015259,11.0112600327,0.1207755208,83.4000015259,-5.0877690315,5.666533947
83.5999984741,9.3396396637,-10.5865650177,83.5999984741,1.5759011507,-2.7250952721,-4.5966134071,-1.0192978382,83.5999984741,10.6419887543,0.1509880573,83.5999984741,-6.1666102409,5.3471689224
83.8000030518,9.0827264786,-11.5093393326,83.8000030518,0.9460223317,-2.528375864,-4.1655521393,-0.5541315079,83.8000030518,10.8861112595,0.2093712389,83.8000030518,-5.7091016769,5.5214982033
84.0,9.0161190033,-11.3678922653,84.0,0.200788945,-3.362221241,-4.3265733719,-2.2113697529,84.0,11.9612045288,0.0843955278,84.0,-4.5141382217,5.5925741196
84.1999969482,8.9594316483,-11.521692276,84.1999969482,0.4969817698,-2.6334249973,-4.9818840027,-1.7767578363,84.1999969482,9.0471124649,-1.3129374981,84.1999969482,-4.9277982712,5.9563674927
84.4000015259,9.3720874786,-10.8755283356,84.4000015259,1.4139649868,-1.6531143188,-4.1793117523,-1.4854451418,84.4000015259,7.0627217293,-2.1878762245,84.4000015259,-5.6390690804,6.1073522568
84.5999984741,9.1339902878,-11.0356578827,84.5999984741,0.8354746699,-1.0599609613,-4.5331773758,-1.3793218136,84.5999984741,6.6309113503,0.0091240108,84.5999984741,-6.0958080292,4.8794207573
84.8000030518,8.8140096664,-11.2247962952,84.8000030518,0.0506972671,-1.5783207417,-4.682718277,-1.590944767,84.8000030518,7.7484550476,0.2719035745,84.8000030518,-6.0763454437,5.2273421288
85.0,9.100941658,-11.4848709106,85.0,-1.0786054134,-3.0875976086,-3.964425087,-1.2131230831,85.0,6.6947407722,2.4016575813,85.0,-6.1230254173,4.6833767891
85.1999969482,8.8526191711,-11.8829374313,85.1999969482,0.3027380407,-3.2226510048,-4.5186891556,-1.7724797726,85.1999969482,7.9934749603,3.3395853043,85.1999969482,-6.33644104,3.6401040554
85.4000015259,8.7142496109,-12.0944404602,85.4000015259,-1.2543729544,-2.6799962521,-4.3296489716,-1.6078321934,85.4000015259,9.2564573288,6.4287567139,85.4000015259,-6.5154705048,4.205780983
