"Hoelbaekken Flow (m3/s), x","Hoelbaekken Flow (m3/s), y","Hoelbakken vandstand /10 (m), x","Hoelbakken vandstand /10 (m), y"
2017-09-04 02:46:35,0.0341800625,2017-08-20 18:46:35,0.03177824
2017-09-04 02:56:35,0.0341739316,2017-08-20 18:56:35,0.03171464
2017-09-04 03:06:35,0.0341708224,2017-08-20 19:06:35,0.03167603
2017-09-04 03:16:35,0.0341678095,2017-08-20 19:16:35,0.03168021
2017-09-04 03:26:35,0.0341719226,2017-08-20 19:26:35,0.03159502
2017-09-04 03:36:35,0.0341752594,2017-08-20 19:36:35,0.03155622
2017-09-04 03:46:35,0.034181609,2017-08-20 19:46:35,0.03155749
2017-09-04 03:56:35,0.0341837168,2017-08-20 19:56:35,0.03155515
2017-09-04 04:06:35,0.0341773269,2017-08-20 20:06:35,0.03146452
2017-09-04 04:16:35,0.0341665818,2017-08-20 20:16:35,0.03142669
2017-09-04 04:26:35,0.0341659312,2017-08-20 20:26:35,0.03146423
2017-09-04 04:36:35,0.0341552365,2017-08-20 20:36:35,0.03143612
2017-09-04 04:46:35,0.0341467914,2017-08-20 20:46:35,0.03138973
2017-09-04 04:56:35,0.034146017,2017-08-20 20:56:35,0.03134938
2017-09-04 05:06:35,0.0341454985,2017-08-20 21:06:35,0.0313345
2017-09-04 05:16:35,0.0341459085,2017-08-20 21:16:35,0.03129317
2017-09-04 05:26:35,0.0341427046,2017-08-20 21:26:35,0.03119981
2017-09-04 05:36:35,0.0341390055,2017-08-20 21:36:35,0.03116704
2017-09-04 05:46:35,0.0341355413,2017-08-20 21:46:35,0.03114243
2017-09-04 05:56:35,0.0341364302,2017-08-20 21:56:35,0.03111491
2017-09-04 06:06:35,0.0341396889,2017-08-20 22:06:35,0.03107319
2017-09-04 06:16:35,0.0341351077,2017-08-20 22:16:35,0.03107086
2017-09-04 06:26:35,0.0341346187,2017-08-20 22:26:35,0.03105199
2017-09-04 06:36:35,0.0341399342,2017-08-20 22:36:35,0.03096836
2017-09-04 06:46:35,0.0341359083,2017-08-20 22:46:35,0.03094132
2017-09-04 06:56:35,0.0341315616,2017-08-20 22:56:35,0.03087714
2017-09-04 07:06:35,0.0341255533,2017-08-20 23:06:35,0.0308785
2017-09-04 07:16:35,0.0341246195,2017-08-20 23:16:35,0.03089513
2017-09-04 07:26:35,0.0341167469,2017-08-20 23:26:35,0.03084388
2017-09-04 07:36:35,0.0341153091,2017-08-20 23:36:35,0.03084719
2017-09-04 07:46:35,0.0341038822,2017-08-20 23:46:35,0.03083707
2017-09-04 07:56:35,0.0341025101,2017-08-20 23:56:35,0.0307902
2017-09-04 08:06:35,0.0341023932,2017-08-21 00:06:35,0.03075509
2017-09-04 08:16:35,0.0341022876,2017-08-21 00:16:35,0.03078894
2017-09-04 08:26:35,0.0340863298,2017-08-21 00:26:35,0.03078427
2017-09-04 08:36:35,0.0340877848,2017-08-21 00:36:35,0.03079224
2017-09-04 08:46:35,0.0340748799,2017-08-21 00:46:35,0.03081656
2017-09-04 08:56:35,0.0340687603,2017-08-21 00:56:35,0.03085224
2017-09-04 09:06:35,0.034067009,2017-08-21 01:06:35,0.03082939
2017-09-04 09:16:35,0.0340634635,2017-08-21 01:16:35,0.03082074
2017-09-04 09:26:35,0.0340544794,2017-08-21 01:26:35,0.03077289
2017-09-04 09:36:35,0.0340530842,2017-08-21 01:36:35,0.03074235
2017-09-04 09:46:35,0.0340436072,2017-08-21 01:46:35,0.03070209
2017-09-04 09:56:35,0.0340400337,2017-08-21 01:56:35,0.03071415
2017-09-04 10:06:35,0.0340325537,2017-08-21 02:06:35,0.03069957
2017-09-04 10:16:35,0.0340189457,2017-08-21 02:16:35,0.03070112
2017-09-04 10:26:35,0.0340084966,2017-08-21 02:26:35,0.03071833
2017-09-04 10:36:35,0.0340056428,2017-08-21 02:36:35,0.03065833
2017-09-04 10:46:35,0.0339975679,2017-08-21 02:46:35,0.03066339
2017-09-04 10:56:35,0.0339928659,2017-08-21 02:56:35,0.03061904
2017-09-04 11:06:35,0.0339953662,2017-08-21 03:06:35,0.03062303
2017-09-04 11:16:35,0.0339954512,2017-08-21 03:16:35,0.03061661
2017-09-04 11:26:35,0.0339954355,2017-08-21 03:26:35,0.03060086
2017-09-04 11:36:35,0.0339939824,2017-08-21 03:36:35,0.03054854
2017-09-04 11:46:35,0.0339883294,2017-08-21 03:46:35,0.0305005
2017-09-04 11:56:35,0.033972927,2017-08-21 03:56:35,0.03048076
2017-09-04 12:06:35,0.0339636185,2017-08-21 04:06:35,0.03048708
2017-09-04 12:16:35,0.0339595772,2017-08-21 04:16:35,0.03049214
2017-09-04 12:26:35,0.0339502696,2017-08-21 04:26:35,0.03046043
2017-09-04 12:36:35,0.0339488747,2017-08-21 04:36:35,0.0304617
2017-09-04 12:46:35,0.0339414296,2017-08-21 04:46:35,0.03045907
2017-09-04 12:56:35,0.033938952,2017-08-21 04:56:35,0.03048007
2017-09-04 13:06:35,0.033936056,2017-08-21 05:06:35,0.03041054
2017-09-04 13:16:35,0.0339278094,2017-08-21 05:16:35,0.03037748
2017-09-04 13:26:35,0.0339206274,2017-08-21 05:26:35,0.03036309
2017-09-04 13:36:35,0.03391409,2017-08-21 05:36:35,0.03035151
2017-09-04 13:46:35,0.0339050803,2017-08-21 05:46:35,0.03030143
2017-09-04 13:56:35,0.0338929506,2017-08-21 05:56:35,0.03023618
2017-09-04 14:06:35,0.0338816221,2017-08-21 06:06:35,0.03020418
2017-09-04 14:16:35,0.0338819663,2017-08-21 06:16:35,0.03022062
2017-09-04 14:26:35,0.0338868932,2017-08-21 06:26:35,0.03024308
2017-09-04 14:36:35,0.0338869061,2017-08-21 06:36:35,0.03026973
2017-09-04 14:46:35,0.0338904716,2017-08-21 06:46:35,0.03023443
2017-09-04 14:56:35,0.0338844614,2017-08-21 06:56:35,0.03019037
2017-09-04 15:06:35,0.0338791399,2017-08-21 07:06:35,0.03017375
2017-09-04 15:16:35,0.0338839874,2017-08-21 07:16:35,0.03015585
2017-09-04 15:26:35,0.0338761008,2017-08-21 07:26:35,0.03007815
2017-09-04 15:36:35,0.0338679229,2017-08-21 07:36:35,0.02998197
2017-09-04 15:46:35,0.0338708302,2017-08-21 07:46:35,0.02987733
2017-09-04 15:56:35,0.0338666134,2017-08-21 07:56:35,0.02985429
2017-09-04 16:06:35,0.0338680451,2017-08-21 08:06:35,0.02986848
2017-09-04 16:16:35,0.0338682302,2017-08-21 08:16:35,0.02985564
2017-09-04 16:26:35,0.0338623776,2017-08-21 08:26:35,0.02984096
2017-09-04 16:36:35,0.0338637295,2017-08-21 08:36:35,0.02981529
2017-09-04 16:46:35,0.033864994,2017-08-21 08:46:35,0.02979477
2017-09-04 16:56:35,0.0338661235,2017-08-21 08:56:35,0.02972164
2017-09-04 17:06:35,0.033863052,2017-08-21 09:06:35,0.02972786
2017-09-04 17:16:35,0.033861842,2017-08-21 09:16:35,0.02973846
2017-09-04 17:26:35,0.0338605389,2017-08-21 09:26:35,0.02968021
2017-09-04 17:36:35,0.0338626489,2017-08-21 09:36:35,0.02965026
2017-09-04 17:46:35,0.0338687258,2017-08-21 09:46:35,0.02961496
2017-09-04 17:56:35,0.0338694601,2017-08-21 09:56:35,0.02955184
2017-09-04 18:06:35,0.033872333,2017-08-21 10:06:35,0.02952432
2017-09-04 18:16:35,0.0338747551,2017-08-21 10:16:35,0.02950332
2017-09-04 18:26:35,0.0338818078,2017-08-21 10:26:35,0.0295146
2017-09-04 18:36:35,0.0338843481,2017-08-21 10:36:35,0.02947346
2017-09-04 18:46:35,0.033890768,2017-08-21 10:46:35,0.02943495
2017-09-04 18:56:35,0.0338911983,2017-08-21 10:56:35,0.02939333
2017-09-04 19:06:35,0.0338915334,2017-08-21 11:06:35,0.02939352
2017-09-04 19:16:35,0.0338847592,2017-08-21 11:16:35,0.02933838
2017-09-04 19:26:35,0.0338836472,2017-08-21 11:26:35,0.02927692
2017-09-04 19:36:35,0.0338895718,2017-08-21 11:36:35,0.02922781
2017-09-04 19:46:35,0.0338881143,2017-08-21 11:46:35,0.02917744
2017-09-04 19:56:35,0.033888165,2017-08-21 11:56:35,0.02922091
2017-09-04 20:06:35,0.0338870438,2017-08-21 12:06:35,0.02917365
2017-09-04 20:16:35,0.0338850315,2017-08-21 12:16:35,0.02920068
2017-09-04 20:26:35,0.0338866136,2017-08-21 12:26:35,0.02918259
2017-09-04 20:36:35,0.0338844238,2017-08-21 12:36:35,0.02917151
2017-09-04 20:46:35,0.0338838252,2017-08-21 12:46:35,0.02914992
2017-09-04 20:56:35,0.0338913317,2017-08-21 12:56:35,0.02907756
2017-09-04 21:06:35,0.0338941152,2017-08-21 13:06:35,0.02904168
2017-09-04 21:16:35,0.033899019,2017-08-21 13:16:35,0.02899238
2017-09-04 21:26:35,0.0339054145,2017-08-21 13:26:35,0.0289595
2017-09-04 21:36:35,0.0339107708,2017-08-21 13:36:35,0.02887548
2017-09-04 21:46:35,0.0339167355,2017-08-21 13:46:35,0.02885117
2017-09-04 21:56:35,0.0339163847,2017-08-21 13:56:35,0.02887821
2017-09-04 22:06:35,0.0339164166,2017-08-21 14:06:35,0.02889221
2017-09-04 22:16:35,0.03392147,2017-08-21 14:16:35,0.02884417
2017-09-04 22:26:35,0.0339226797,2017-08-21 14:26:35,0.02890475
2017-09-04 22:36:35,0.0339233965,2017-08-21 14:36:35,0.02888628
2017-09-04 22:46:35,0.0339308215,2017-08-21 14:46:35,0.02882472
2017-09-04 22:56:35,0.0339354563,2017-08-21 14:56:35,0.02882462
2017-09-04 23:06:35,0.0339512337,2017-08-21 15:06:35,0.02882725
2017-09-04 23:16:35,0.0339546837,2017-08-21 15:16:35,0.02879263
2017-09-04 23:26:35,0.0339631142,2017-08-21 15:26:35,0.02872455
2017-09-04 23:36:35,0.0339709094,2017-08-21 15:36:35,0.0287723
2017-09-04 23:46:35,0.0339742962,2017-08-21 15:46:35,0.0287088
2017-09-04 23:56:35,0.0339734861,2017-08-21 15:56:35,0.02870044
2017-09-05 00:06:35,0.0339791342,2017-08-21 16:06:35,0.02865629
2017-09-05 00:16:35,0.0339792028,2017-08-21 16:16:35,0.0286485
2017-09-05 00:26:35,0.0339842372,2017-08-21 16:26:35,0.02862157
2017-09-05 00:36:35,0.0339889317,2017-08-21 16:36:35,0.02871065
2017-09-05 00:46:35,0.0339987704,2017-08-21 16:46:35,0.02868128
2017-09-05 00:56:35,0.0340071273,2017-08-21 16:56:35,0.02864705
2017-09-05 01:06:35,0.0340144167,2017-08-21 17:06:35,0.02858948
2017-09-05 01:16:35,0.034024523,2017-08-21 17:16:35,0.02853638
2017-09-05 01:26:35,0.0340380621,2017-08-21 17:26:35,0.02850993
2017-09-05 01:36:35,0.0340408205,2017-08-21 17:36:35,0.02849174
2017-09-05 01:46:35,0.0340479642,2017-08-21 17:46:35,0.02843728
2017-09-05 01:56:35,0.0340496512,2017-08-21 17:56:35,0.02838273
2017-09-05 02:06:35,0.0340583947,2017-08-21 18:06:35,0.02842941
2017-09-05 02:16:35,0.0340716682,2017-08-21 18:16:35,0.02847725
2017-09-05 02:26:35,0.0340831688,2017-08-21 18:26:35,0.02840675
2017-09-05 02:36:35,0.0340986308,2017-08-21 18:36:35,0.02836678
2017-09-05 02:46:35,0.0341119532,2017-08-21 18:46:35,0.0283306
2017-09-05 02:56:35,0.0341255113,2017-08-21 18:56:35,0.02829199
2017-09-05 03:06:35,0.0341453114,2017-08-21 19:06:35,0.02831115
2017-09-05 03:16:35,0.0341656292,2017-08-21 19:16:35,0.02830094
2017-09-05 03:26:35,0.0341788237,2017-08-21 19:26:35,0.02827099
2017-09-05 03:36:35,0.0341956777,2017-08-21 19:36:35,0.02828402
2017-09-05 03:46:35,0.0342087753,2017-08-21 19:46:35,0.02825397
2017-09-05 03:56:35,0.0342264081,2017-08-21 19:56:35,0.02825358
2017-09-05 04:06:35,0.0342414291,2017-08-21 20:06:35,0.02824794
2017-09-05 04:16:35,0.0342480382,2017-08-21 20:16:35,0.02819669
2017-09-05 04:26:35,0.0342548423,2017-08-21 20:26:35,0.0281256
2017-09-05 04:36:35,0.0342645208,2017-08-21 20:36:35,0.02807017
2017-09-05 04:46:35,0.0342711579,2017-08-21 20:46:35,0.02807474
2017-09-05 04:56:35,0.0342858259,2017-08-21 20:56:35,0.02808836
2017-09-05 05:06:35,0.0342926399,2017-08-21 21:06:35,0.02799918
2017-09-05 05:16:35,0.034302133,2017-08-21 21:16:35,0.02799879
2017-09-05 05:26:35,0.0343075559,2017-08-21 21:26:35,0.02801435
2017-09-05 05:36:35,0.0343188495,2017-08-21 21:36:35,0.02796096
2017-09-05 05:46:35,0.0343367911,2017-08-21 21:46:35,0.02796495
2017-09-05 05:56:35,0.0343596707,2017-08-21 21:56:35,0.02792235
2017-09-05 06:06:35,0.0343674476,2017-08-21 22:06:35,0.02782073
2017-09-05 06:16:35,0.0343714845,2017-08-21 22:16:35,0.02775091
2017-09-05 06:26:35,0.0343834367,2017-08-21 22:26:35,0.02764879
2017-09-05 06:36:35,0.0343976974,2017-08-21 22:36:35,0.02759852
2017-09-05 06:46:35,0.0343976739,2017-08-21 22:46:35,0.02765726
2017-09-05 06:56:35,0.0343925655,2017-08-21 22:56:35,0.02766406
2017-09-05 07:06:35,0.0343912405,2017-08-21 23:06:35,0.02763858
2017-09-05 07:16:35,0.0343979438,2017-08-21 23:16:35,0.0276414
2017-09-05 07:26:35,0.0344079672,2017-08-21 23:26:35,0.02768371
2017-09-05 07:36:35,0.0344088533,2017-08-21 23:36:35,0.02763401
2017-09-05 07:46:35,0.034411671,2017-08-21 23:46:35,0.0275568
2017-09-05 07:56:35,0.0344089858,2017-08-21 23:56:35,0.02754046
2017-09-05 08:06:35,0.0344166221,2017-08-22 00:06:35,0.02753706
2017-09-05 08:16:35,0.034425011,2017-08-22 00:16:35,0.0275603
2017-09-05 08:26:35,0.0344285732,2017-08-22 00:26:35,0.02758636
2017-09-05 08:36:35,0.0344393446,2017-08-22 00:36:35,0.02758879
2017-09-05 08:46:35,0.0344466637,2017-08-22 00:46:35,0.02760786
2017-09-05 08:56:35,0.0344460892,2017-08-22 00:56:35,0.02762147
2017-09-05 09:06:35,0.0344508189,2017-08-22 01:06:35,0.02762614
2017-09-05 09:16:35,0.0344560493,2017-08-22 01:16:35,0.02766017
2017-09-05 09:26:35,0.0344605912,2017-08-22 01:26:35,0.0275884
2017-09-05 09:36:35,0.0344632332,2017-08-22 01:36:35,0.02751372
2017-09-05 09:46:35,0.0344640386,2017-08-22 01:46:35,0.02747949
2017-09-05 09:56:35,0.034451184,2017-08-22 01:56:35,0.02746198
2017-09-05 10:06:35,0.034452175,2017-08-22 02:06:35,0.02745868
2017-09-05 10:16:35,0.0344516703,2017-08-22 02:16:35,0.02745236
2017-09-05 10:26:35,0.0344505711,2017-08-22 02:26:35,0.02745157
2017-09-05 10:36:35,0.0344553301,2017-08-22 02:36:35,0.02740013
2017-09-05 10:46:35,0.0344579321,2017-08-22 02:46:35,0.02737514
2017-09-05 10:56:35,0.0344656608,2017-08-22 02:56:35,0.0273943
2017-09-05 11:06:35,0.0344608332,2017-08-22 03:06:35,0.02741812
2017-09-05 11:16:35,0.0344607317,2017-08-22 03:16:35,0.02745547
2017-09-05 11:26:35,0.0344622737,2017-08-22 03:26:35,0.02741598
2017-09-05 11:36:35,0.0344662601,2017-08-22 03:36:35,0.02737368
2017-09-05 11:46:35,0.0344648736,2017-08-22 03:46:35,0.02730638
2017-09-05 11:56:35,0.0344590386,2017-08-22 03:56:35,0.02724376
2017-09-05 12:06:35,0.0344568652,2017-08-22 04:06:35,0.02729841
2017-09-05 12:16:35,0.0344634448,2017-08-22 04:16:35,0.02729734
2017-09-05 12:26:35,0.0344643875,2017-08-22 04:26:35,0.02736366
2017-09-05 12:36:35,0.0344584323,2017-08-22 04:36:35,0.02729044
2017-09-05 12:46:35,0.0344541087,2017-08-22 04:46:35,0.02726856
2017-09-05 12:56:35,0.0344612294,2017-08-22 04:56:35,0.027228
2017-09-05 13:06:35,0.0344554075,2017-08-22 05:06:35,0.02727196
2017-09-05 13:16:35,0.0344465806,2017-08-22 05:16:35,0.0272635
2017-09-05 13:26:35,0.0344337157,2017-08-22 05:26:35,0.02728616
2017-09-05 13:36:35,0.0344334899,2017-08-22 05:36:35,0.02721672
2017-09-05 13:46:35,0.0344206477,2017-08-22 05:46:35,0.02714174
2017-09-05 13:56:35,0.0344085253,2017-08-22 05:56:35,0.02716868
2017-09-05 14:06:35,0.0343976125,2017-08-22 06:06:35,0.02715886
2017-09-05 14:16:35,0.0343825123,2017-08-22 06:16:35,0.02710557
2017-09-05 14:26:35,0.0343991488,2017-08-22 06:26:35,0.02703341
2017-09-05 14:36:35,0.0343993755,2017-08-22 06:36:35,0.02707435
2017-09-05 14:46:35,0.0343975483,2017-08-22 06:46:35,0.0271255
2017-09-05 14:56:35,0.0343969291,2017-08-22 06:56:35,0.02704255
2017-09-05 15:06:35,0.0343955584,2017-08-22 07:06:35,0.02699257
2017-09-05 15:16:35,0.0343948918,2017-08-22 07:16:35,0.02700599
2017-09-05 15:26:35,0.0343890459,2017-08-22 07:26:35,0.02697409
2017-09-05 15:36:35,0.0343841293,2017-08-22 07:36:35,0.02696631
2017-09-05 15:46:35,0.0343824496,2017-08-22 07:46:35,0.02691457
2017-09-05 15:56:35,0.0343794858,2017-08-22 07:56:35,0.02681081
2017-09-05 16:06:35,0.0343680933,2017-08-22 08:06:35,0.02677132
2017-09-05 16:16:35,0.0343525563,2017-08-22 08:16:35,0.02673106
2017-09-05 16:26:35,0.0343378339,2017-08-22 08:26:35,0.02668186
2017-09-05 16:36:35,0.0343271292,2017-08-22 08:36:35,0.0267404
2017-09-05 16:46:35,0.0343161083,2017-08-22 08:46:35,0.02671959
2017-09-05 16:56:35,0.0342999215,2017-08-22 08:56:35,0.0266697
2017-09-05 17:06:35,0.0342643708,2017-08-22 09:06:35,0.02665278
2017-09-05 17:16:35,0.0342550607,2017-08-22 09:16:35,0.02661826
2017-09-05 17:26:35,0.034216067,2017-08-22 09:26:35,0.0266343
2017-09-05 17:36:35,0.034204669,2017-08-22 09:36:35,0.02664451
2017-09-05 17:46:35,0.0341898132,2017-08-22 09:46:35,0.0266025
2017-09-05 17:56:35,0.0341778771,2017-08-22 09:56:35,0.02656312
2017-09-05 18:06:35,0.0341652439,2017-08-22 10:06:35,0.02653638
2017-09-05 18:16:35,0.034148886,2017-08-22 10:16:35,0.02650662
2017-09-05 18:26:35,0.034146631,2017-08-22 10:26:35,0.02644
2017-09-05 18:36:35,0.0341326405,2017-08-22 10:36:35,0.0263305
2017-09-05 18:46:35,0.0341187146,2017-08-22 10:46:35,0.02633663
2017-09-05 18:56:35,0.0341151524,2017-08-22 10:56:35,0.02635306
2017-09-05 19:06:35,0.0341143405,2017-08-22 11:06:35,0.02629462
2017-09-05 19:16:35,0.0341060844,2017-08-22 11:16:35,0.02628256
2017-09-05 19:26:35,0.034096425,2017-08-22 11:26:35,0.02621847
2017-09-05 19:36:35,0.0341000976,2017-08-22 11:36:35,0.02617947
2017-09-05 19:46:35,0.0340978096,2017-08-22 11:46:35,0.02613474
2017-09-05 19:56:35,0.0340982187,2017-08-22 11:56:35,0.02611957
2017-09-05 20:06:35,0.034098359,2017-08-22 12:06:35,0.02623082
2017-09-05 20:16:35,0.0341076317,2017-08-22 12:16:35,0.02628878
2017-09-05 20:26:35,0.0341235144,2017-08-22 12:26:35,0.0262388
2017-09-05 20:36:35,0.0341396414,2017-08-22 12:36:35,0.02624657
2017-09-05 20:46:35,0.0341433519,2017-08-22 12:46:35,0.02622304
2017-09-05 20:56:35,0.0341434763,2017-08-22 12:56:35,0.02620388
2017-09-05 21:06:35,0.0341479088,2017-08-22 13:06:35,0.02608339
2017-09-05 21:16:35,0.0341558831,2017-08-22 13:16:35,0.02613795
2017-09-05 21:26:35,0.0341642793,2017-08-22 13:26:35,0.02616245
2017-09-05 21:36:35,0.0341700252,2017-08-22 13:36:35,0.02617801
2017-09-05 21:46:35,0.0341725204,2017-08-22 13:46:35,0.02615789
2017-09-05 21:56:35,0.0341827868,2017-08-22 13:56:35,0.02614826
2017-09-05 22:06:35,0.0342000593,2017-08-22 14:06:35,0.02612745
2017-09-05 22:16:35,0.0341993227,2017-08-22 14:16:35,0.02616275
2017-09-05 22:26:35,0.0342032414,2017-08-22 14:26:35,0.02608553
2017-09-05 22:36:35,0.0342151545,2017-08-22 14:36:35,0.0261716
2017-09-05 22:46:35,0.0342313658,2017-08-22 14:46:35,0.02630366
2017-09-05 22:56:35,0.0342471314,2017-08-22 14:56:35,0.02620554
2017-09-05 23:06:35,0.034258826,2017-08-22 15:06:35,0.02620194
2017-09-05 23:16:35,0.0342606231,2017-08-22 15:16:35,0.02619805
2017-09-05 23:26:35,0.0342565842,2017-08-22 15:26:35,0.02619756
2017-09-05 23:36:35,0.0342641867,2017-08-22 15:36:35,0.02622392
2017-09-05 23:46:35,0.0342691505,2017-08-22 15:46:35,0.0262422
2017-09-05 23:56:35,0.0343000832,2017-08-22 15:56:35,0.02619756
2017-09-06 00:06:35,0.0343214917,2017-08-22 16:06:35,0.02613484
2017-09-06 00:16:35,0.0343440666,2017-08-22 16:16:35,0.02611772
2017-09-06 00:26:35,0.0343755661,2017-08-22 16:26:35,0.02599986
2017-09-06 00:36:35,0.034393446,2017-08-22 16:36:35,0.02605373
2017-09-06 00:46:35,0.0344048362,2017-08-22 16:46:35,0.02611373
2017-09-06 00:56:35,0.0344161182,2017-08-22 16:56:35,0.02609292
2017-09-06 01:06:35,0.0344305541,2017-08-22 17:06:35,0.02604274
2017-09-06 01:16:35,0.0344361485,2017-08-22 17:16:35,0.02607882
2017-09-06 01:26:35,0.0344436384,2017-08-22 17:26:35,0.02603944
2017-09-06 01:36:35,0.0344432243,2017-08-22 17:36:35,0.02604955
2017-09-06 01:46:35,0.0344467456,2017-08-22 17:46:35,0.0260019
2017-09-06 01:56:35,0.0344399883,2017-08-22 17:56:35,0.02604926
2017-09-06 02:06:35,0.0344299929,2017-08-22 18:06:35,0.02604945
2017-09-06 02:16:35,0.0344148255,2017-08-22 18:16:35,0.02605169
2017-09-06 02:26:35,0.034411701,2017-08-22 18:26:35,0.02604245
2017-09-06 02:36:35,0.0344108764,2017-08-22 18:36:35,0.02605782
2017-09-06 02:46:35,0.0344146665,2017-08-22 18:46:35,0.02601775
2017-09-06 02:56:35,0.0344203887,2017-08-22 18:56:35,0.02607075
2017-09-06 03:06:35,0.0344238115,2017-08-22 19:06:35,0.02607872
2017-09-06 03:16:35,0.0344128399,2017-08-22 19:16:35,0.02607377
2017-09-06 03:26:35,0.0344102579,2017-08-22 19:26:35,0.02608544
2017-09-06 03:36:35,0.0344068016,2017-08-22 19:36:35,0.02604265
2017-09-06 03:46:35,0.034407413,2017-08-22 19:46:35,0.02598994
2017-09-06 03:56:35,0.0343954144,2017-08-22 19:56:35,0.02605188
2017-09-06 04:06:35,0.0343867647,2017-08-22 20:06:35,0.02603866
2017-09-06 04:16:35,0.0343729371,2017-08-22 20:16:35,0.02599587
2017-09-06 04:26:35,0.0343691345,2017-08-22 20:26:35,0.02598887
2017-09-06 04:36:35,0.0343737829,2017-08-22 20:36:35,0.02596864
2017-09-06 04:46:35,0.034368177,2017-08-22 20:46:35,0.02595921
2017-09-06 04:56:35,0.0343716454,2017-08-22 20:56:35,0.02600229
2017-09-06 05:06:35,0.0343431735,2017-08-22 21:06:35,0.02601444
2017-09-06 05:16:35,0.0343541746,2017-08-22 21:16:35,0.02599587
2017-09-06 05:26:35,0.0343536207,2017-08-22 21:26:35,0.02595104
2017-09-06 05:36:35,0.0343452019,2017-08-22 21:36:35,0.0258959
2017-09-06 05:46:35,0.0343156576,2017-08-22 21:46:35,0.02593781
2017-09-06 05:56:35,0.0343082096,2017-08-22 21:56:35,0.02590076
2017-09-06 06:06:35,0.0343016165,2017-08-22 22:06:35,0.0259169
2017-09-06 06:16:35,0.0343239332,2017-08-22 22:16:35,0.02593217
2017-09-06 06:26:35,0.0343435528,2017-08-22 22:26:35,0.02591408
2017-09-06 06:36:35,0.0343696579,2017-08-22 22:36:35,0.02592848
2017-09-06 06:46:35,0.0344008869,2017-08-22 22:46:35,0.02591583
2017-09-06 06:56:35,0.0344431081,2017-08-22 22:56:35,0.02589308
2017-09-06 07:06:35,0.0344423761,2017-08-22 23:06:35,0.02587528
2017-09-06 07:16:35,0.0344353232,2017-08-22 23:16:35,0.02580575
2017-09-06 07:26:35,0.0344286628,2017-08-22 23:26:35,0.02579719
2017-09-06 07:36:35,0.0344166582,2017-08-22 23:36:35,0.0258536
2017-09-06 07:46:35,0.0343969999,2017-08-22 23:46:35,0.02587645
2017-09-06 07:56:35,0.034386308,2017-08-22 23:56:35,0.02582802
2017-09-06 08:06:35,0.0343613892,2017-08-23 00:06:35,0.02584552
2017-09-06 08:16:35,0.0343438538,2017-08-23 00:16:35,0.02584222
2017-09-06 08:26:35,0.0343311708,2017-08-23 00:26:35,0.02584095
2017-09-06 08:36:35,0.0343151332,2017-08-23 00:36:35,0.02577891
2017-09-06 08:46:35,0.0342908301,2017-08-23 00:46:35,0.02574303
2017-09-06 08:56:35,0.0342754187,2017-08-23 00:56:35,0.02578154
2017-09-06 09:06:35,0.0342749135,2017-08-23 01:06:35,0.02577375
2017-09-06 09:16:35,0.0342794362,2017-08-23 01:16:35,0.0257049
2017-09-06 09:26:35,0.0342834181,2017-08-23 01:26:35,0.02566386
2017-09-06 09:36:35,0.0342824285,2017-08-23 01:36:35,0.02569421
2017-09-06 09:46:35,0.0342585556,2017-08-23 01:46:35,0.02568769
2017-09-06 09:56:35,0.0342373139,2017-08-23 01:56:35,0.02565754
2017-09-06 10:06:35,0.0342324376,2017-08-23 02:06:35,0.02569226
2017-09-06 10:16:35,0.0342347435,2017-08-23 02:16:35,0.02572854
2017-09-06 10:26:35,0.0342475467,2017-08-23 02:26:35,0.02571521
2017-09-06 10:36:35,0.0342680047,2017-08-23 02:36:35,0.0257369
2017-09-06 10:46:35,0.0342822952,2017-08-23 02:46:35,0.02570782
2017-09-06 10:56:35,0.0342857295,2017-08-23 02:56:35,0.02564247
2017-09-06 11:06:35,0.0342824083,2017-08-23 03:06:35,0.02569897
2017-09-06 11:16:35,0.0342652228,2017-08-23 03:16:35,0.02570918
2017-09-06 11:26:35,0.0342377759,2017-08-23 03:26:35,0.02572931
2017-09-06 11:36:35,0.0342048624,2017-08-23 03:36:35,0.02577337
2017-09-06 11:46:35,0.0341666545,2017-08-23 03:46:35,0.0257827
2017-09-06 11:56:35,0.0341498589,2017-08-23 03:56:35,0.02579739
2017-09-06 12:06:35,0.0341331052,2017-08-23 04:06:35,0.02580468
2017-09-06 12:16:35,0.0341061945,2017-08-23 04:16:35,0.0258109
2017-09-06 12:26:35,0.0340802441,2017-08-23 04:26:35,0.02579739
2017-09-06 12:36:35,0.0340592811,2017-08-23 04:36:35,0.02576374
2017-09-06 12:46:35,0.0340413399,2017-08-23 04:46:35,0.02578436
2017-09-06 12:56:35,0.0340315182,2017-08-23 04:56:35,0.02578037
2017-09-06 13:06:35,0.0340204995,2017-08-23 05:06:35,0.025737
2017-09-06 13:16:35,0.0340075118,2017-08-23 05:16:35,0.02571113
2017-09-06 13:26:35,0.0340170881,2017-08-23 05:26:35,0.02567923
2017-09-06 13:36:35,0.0340165442,2017-08-23 05:36:35,0.02568944
2017-09-06 13:46:35,0.0340089967,2017-08-23 05:46:35,0.025645
2017-09-06 13:56:35,0.0339987977,2017-08-23 05:56:35,0.02565074
2017-09-06 14:06:35,0.0339970743,2017-08-23 06:06:35,0.02563926
