"Predicted Probability, x; Observed Probability, x","Predicted Probability, y","Observed Probability, y",text,size
149,2.2,2.7,Cluster : 149 (Size : 292)<br>eg Vector : 0.0|0.19999999999999998|0.375|0.111...<br>Obs Prob : 2.7%<br>Pred Prob : 2.2%,29.2
150,2.2,1.9,Cluster : 150 (Size : 214)<br>eg Vector : 0.5|0.19999999999999998|0.5|0.44444...<br>Obs Prob : 1.9%<br>Pred Prob : 2.2%,21.4
151,2.2,1.8,Cluster : 151 (Size : 217)<br>eg Vector : 0.0|0.19999999999999998|0.625|0.111...<br>Obs Prob : 1.8%<br>Pred Prob : 2.2%,21.7
152,2.2,2.9,Cluster : 152 (Size : 348)<br>eg Vector : 0.5|0.19999999999999998|0.375|0.222...<br>Obs Prob : 2.9%<br>Pred Prob : 2.2%,34.8
153,2.3,1.5,Cluster : 153 (Size : 204)<br>eg Vector : 0.0|0.39999999999999997|0.75|0.1111...<br>Obs Prob : 1.5%<br>Pred Prob : 2.3%,20.4
154,2.3,0.0,Cluster : 154 (Size : 215)<br>eg Vector : 0.5|0.39999999999999997|0.625|0.222...<br>Obs Prob : 0.0%<br>Pred Prob : 2.3%,21.5
155,2.3,1.4,Cluster : 155 (Size : 221)<br>eg Vector : 0.0|0.0|0.875|0.1111111111111111|0|0|0<br>Obs Prob : 1.4%<br>Pred Prob : 2.3%,22.1
156,2.3,0.4,Cluster : 156 (Size : 238)<br>eg Vector : 0.5|0.39999999999999997|0.375|0.555...<br>Obs Prob : 0.4%<br>Pred Prob : 2.3%,23.8
157,2.3,1.4,Cluster : 157 (Size : 293)<br>eg Vector : 0.5|1.0|0.375|0.2222222222222222|0|0|0<br>Obs Prob : 1.4%<br>Pred Prob : 2.3%,29.3
158,2.3,3.2,Cluster : 158 (Size : 277)<br>eg Vector : 0.5|0.6000000000000001|0.375|0.4444...<br>Obs Prob : 3.2%<br>Pred Prob : 2.3%,27.7
159,2.3,1.2,Cluster : 159 (Size : 251)<br>eg Vector : 0.5|0.39999999999999997|0.375|0.444...<br>Obs Prob : 1.2%<br>Pred Prob : 2.3%,25.1
160,2.3,4.1,Cluster : 160 (Size : 245)<br>eg Vector : 0.5|0.19999999999999998|0.375|0.333...<br>Obs Prob : 4.1%<br>Pred Prob : 2.3%,24.5
161,2.4,4.2,Cluster : 161 (Size : 238)<br>eg Vector : 0.5|0.39999999999999997|0.375|0.0|0|1|0<br>Obs Prob : 4.2%<br>Pred Prob : 2.4%,23.8
162,2.4,2.1,Cluster : 162 (Size : 242)<br>eg Vector : 0.5|1.0|0.125|0.0|0|0|0<br>Obs Prob : 2.1%<br>Pred Prob : 2.4%,24.2
163,2.4,1.5,Cluster : 163 (Size : 202)<br>eg Vector : 0.0|0.6000000000000001|0.625|0.1111...<br>Obs Prob : 1.5%<br>Pred Prob : 2.4%,20.2
164,2.4,2.9,Cluster : 164 (Size : 208)<br>eg Vector : 0.0|1.0|0.375|0.3333333333333333|0|1|0<br>Obs Prob : 2.9%<br>Pred Prob : 2.4%,20.8
165,2.4,2.2,Cluster : 165 (Size : 368)<br>eg Vector : 0.0|0.19999999999999998|0.25|0.0|0|0|0<br>Obs Prob : 2.2%<br>Pred Prob : 2.4%,36.8
166,2.4,3.6,Cluster : 166 (Size : 250)<br>eg Vector : 0.0|0.7999999999999999|0.25|0.11111...<br>Obs Prob : 3.6%<br>Pred Prob : 2.4%,25.0
167,2.4,1.1,Cluster : 167 (Size : 664)<br>eg Vector : 0.5|0.0|0.375|0.0|0|0|0<br>Obs Prob : 1.1%<br>Pred Prob : 2.4%,66.4
168,2.4,2.0,Cluster : 168 (Size : 454)<br>eg Vector : 0.5|0.0|0.75|0.2222222222222222|0|0|0<br>Obs Prob : 2.0%<br>Pred Prob : 2.4%,45.4
169,2.4,2.4,Cluster : 169 (Size : 410)<br>eg Vector : 0.5|0.0|0.5|0.0|0|0|0<br>Obs Prob : 2.4%<br>Pred Prob : 2.4%,41.0
170,2.5,1.4,Cluster : 170 (Size : 218)<br>eg Vector : 0.5|0.19999999999999998|0.75|0.1111...<br>Obs Prob : 1.4%<br>Pred Prob : 2.5%,21.8
171,2.5,2.6,Cluster : 171 (Size : 229)<br>eg Vector : 0.5|0.39999999999999997|0.25|0.0|0|1|0<br>Obs Prob : 2.6%<br>Pred Prob : 2.5%,22.9
172,2.5,3.3,Cluster : 172 (Size : 214)<br>eg Vector : 0.0|0.6000000000000001|0.25|0.55555...<br>Obs Prob : 3.3%<br>Pred Prob : 2.5%,21.4
173,2.5,1.0,Cluster : 173 (Size : 209)<br>eg Vector : 0.0|0.39999999999999997|0.25|0.3333...<br>Obs Prob : 1.0%<br>Pred Prob : 2.5%,20.9
174,2.5,2.5,Cluster : 174 (Size : 200)<br>eg Vector : 0.5|0.6000000000000001|0.375|0.1111...<br>Obs Prob : 2.5%<br>Pred Prob : 2.5%,20.0
175,2.5,1.5,Cluster : 175 (Size : 323)<br>eg Vector : 0.5|0.0|0.25|0.0|0|0|0<br>Obs Prob : 1.5%<br>Pred Prob : 2.5%,32.3
176,2.5,2.0,Cluster : 176 (Size : 293)<br>eg Vector : 0.5|0.39999999999999997|0.125|0.222...<br>Obs Prob : 2.0%<br>Pred Prob : 2.5%,29.3
177,2.5,0.8,Cluster : 177 (Size : 250)<br>eg Vector : 0.5|0.39999999999999997|0.25|0.2222...<br>Obs Prob : 0.8%<br>Pred Prob : 2.5%,25.0
178,2.5,0.7,Cluster : 178 (Size : 307)<br>eg Vector : 0.5|1.0|0.375|0.3333333333333333|0|0|0<br>Obs Prob : 0.7%<br>Pred Prob : 2.5%,30.7
179,2.5,2.7,Cluster : 179 (Size : 734)<br>eg Vector : 0.5|0.0|0.875|0.0|0|0|0<br>Obs Prob : 2.7%<br>Pred Prob : 2.5%,73.4
180,2.5,1.5,Cluster : 180 (Size : 329)<br>eg Vector : 0.5|0.0|0.625|0.2222222222222222|0|0|0<br>Obs Prob : 1.5%<br>Pred Prob : 2.5%,32.9
181,2.6,5.3,Cluster : 181 (Size : 206)<br>eg Vector : 0.5|0.6000000000000001|0.375|0.6666...<br>Obs Prob : 5.3%<br>Pred Prob : 2.6%,20.6
182,2.6,2.0,Cluster : 182 (Size : 342)<br>eg Vector : 0.0|0.0|0.375|0.0|0|0|0<br>Obs Prob : 2.0%<br>Pred Prob : 2.6%,34.2
183,2.6,2.4,Cluster : 183 (Size : 295)<br>eg Vector : 0.0|0.0|0.875|0.0|0|0|0<br>Obs Prob : 2.4%<br>Pred Prob : 2.6%,29.5
184,2.6,1.8,Cluster : 184 (Size : 217)<br>eg Vector : 0.5|0.0|0.5|0.2222222222222222|0|0|0<br>Obs Prob : 1.8%<br>Pred Prob : 2.6%,21.7
185,2.6,1.3,Cluster : 185 (Size : 234)<br>eg Vector : 0.0|0.19999999999999998|0.25|0.1111...<br>Obs Prob : 1.3%<br>Pred Prob : 2.6%,23.4
186,2.6,3.3,Cluster : 186 (Size : 478)<br>eg Vector : 0.5|0.0|0.625|0.3333333333333333|0|0|0<br>Obs Prob : 3.3%<br>Pred Prob : 2.6%,47.8
187,2.6,2.6,Cluster : 187 (Size : 654)<br>eg Vector : 0.5|0.0|0.625|0.0|0|0|0<br>Obs Prob : 2.6%<br>Pred Prob : 2.6%,65.4
188,2.6,5.6,Cluster : 188 (Size : 301)<br>eg Vector : 0.5|0.0|0.75|0.1111111111111111|0|0|0<br>Obs Prob : 5.6%<br>Pred Prob : 2.6%,30.1
189,2.6,3.8,Cluster : 189 (Size : 212)<br>eg Vector : 0.5|0.0|0.5|0.1111111111111111|0|0|0<br>Obs Prob : 3.8%<br>Pred Prob : 2.6%,21.2
190,2.7,2.7,Cluster : 190 (Size : 219)<br>eg Vector : 0.0|0.39999999999999997|0.375|0.0|0|1|0<br>Obs Prob : 2.7%<br>Pred Prob : 2.7%,21.9
191,2.7,2.0,Cluster : 191 (Size : 202)<br>eg Vector : 0.0|0.0|0.75|0.3333333333333333|0|0|0<br>Obs Prob : 2.0%<br>Pred Prob : 2.7%,20.2
192,2.7,2.5,Cluster : 192 (Size : 200)<br>eg Vector : 0.0|0.7999999999999999|0.25|0.11111...<br>Obs Prob : 2.5%<br>Pred Prob : 2.7%,20.0
193,2.7,4.8,Cluster : 193 (Size : 210)<br>eg Vector : 0.5|0.6000000000000001|0.25|0.22222...<br>Obs Prob : 4.8%<br>Pred Prob : 2.7%,21.0
194,2.7,2.0,Cluster : 194 (Size : 358)<br>eg Vector : 0.0|0.0|0.625|0.0|0|0|0<br>Obs Prob : 2.0%<br>Pred Prob : 2.7%,35.8
195,2.7,4.1,Cluster : 195 (Size : 218)<br>eg Vector : 0.0|0.19999999999999998|0.375|0.222...<br>Obs Prob : 4.1%<br>Pred Prob : 2.7%,21.8
196,2.7,4.3,Cluster : 196 (Size : 653)<br>eg Vector : 0.5|0.0|0.75|0.0|0|0|0<br>Obs Prob : 4.3%<br>Pred Prob : 2.7%,65.3
197,2.7,3.5,Cluster : 197 (Size : 282)<br>eg Vector : 0.5|0.39999999999999997|0.25|0.4444...<br>Obs Prob : 3.5%<br>Pred Prob : 2.7%,28.2
198,2.7,3.0,Cluster : 198 (Size : 369)<br>eg Vector : 0.5|0.0|0.375|0.1111111111111111|0|0|0<br>Obs Prob : 3.0%<br>Pred Prob : 2.7%,36.9
199,2.7,1.0,Cluster : 199 (Size : 306)<br>eg Vector : 0.5|0.0|0.625|0.1111111111111111|0|0|0<br>Obs Prob : 1.0%<br>Pred Prob : 2.7%,30.6
200,2.8,3.3,Cluster : 200 (Size : 276)<br>eg Vector : 0.0|0.19999999999999998|0.125|0.0|0|0|0<br>Obs Prob : 3.3%<br>Pred Prob : 2.8%,27.6
201,2.8,1.4,Cluster : 201 (Size : 214)<br>eg Vector : 0.0|0.7999999999999999|0.375|0.4444...<br>Obs Prob : 1.4%<br>Pred Prob : 2.8%,21.4
202,2.8,2.8,Cluster : 202 (Size : 214)<br>eg Vector : 0.5|0.7999999999999999|0.0|0.222222...<br>Obs Prob : 2.8%<br>Pred Prob : 2.8%,21.4
203,2.8,2.7,Cluster : 203 (Size : 222)<br>eg Vector : 0.5|0.39999999999999997|0.25|0.6666...<br>Obs Prob : 2.7%<br>Pred Prob : 2.8%,22.2
204,2.8,4.8,Cluster : 204 (Size : 228)<br>eg Vector : 0.0|0.0|0.625|0.1111111111111111|0|0|0<br>Obs Prob : 4.8%<br>Pred Prob : 2.8%,22.8
205,2.8,2.1,Cluster : 205 (Size : 235)<br>eg Vector : 0.0|0.19999999999999998|0.375|0.333...<br>Obs Prob : 2.1%<br>Pred Prob : 2.8%,23.5
206,2.9,4.4,Cluster : 206 (Size : 206)<br>eg Vector : 0.5|0.19999999999999998|0.375|0.0|0|1|0<br>Obs Prob : 4.4%<br>Pred Prob : 2.9%,20.6
207,2.9,3.7,Cluster : 207 (Size : 216)<br>eg Vector : 0.0|0.39999999999999997|0.375|0.444...<br>Obs Prob : 3.7%<br>Pred Prob : 2.9%,21.6
208,2.9,3.4,Cluster : 208 (Size : 205)<br>eg Vector : 0.5|0.0|0.5|0.4444444444444444|0|0|0<br>Obs Prob : 3.4%<br>Pred Prob : 2.9%,20.5
209,2.9,3.4,Cluster : 209 (Size : 263)<br>eg Vector : 0.0|0.0|0.75|0.0|0|0|0<br>Obs Prob : 3.4%<br>Pred Prob : 2.9%,26.3
210,2.9,4.1,Cluster : 210 (Size : 217)<br>eg Vector : 0.5|0.0|0.375|0.2222222222222222|0|0|0<br>Obs Prob : 4.1%<br>Pred Prob : 2.9%,21.7
211,3.0,2.7,Cluster : 211 (Size : 264)<br>eg Vector : 0.5|0.7999999999999999|0.375|0.5555...<br>Obs Prob : 2.7%<br>Pred Prob : 3.0%,26.4
212,3.0,5.4,Cluster : 212 (Size : 260)<br>eg Vector : 0.5|0.0|0.125|0.0|0|0|0<br>Obs Prob : 5.4%<br>Pred Prob : 3.0%,26.0
213,3.0,1.4,Cluster : 213 (Size : 279)<br>eg Vector : 0.5|0.19999999999999998|0.375|0.555...<br>Obs Prob : 1.4%<br>Pred Prob : 3.0%,27.9
214,3.1,5.1,Cluster : 214 (Size : 273)<br>eg Vector : 0.5|0.19999999999999998|0.125|0.111...<br>Obs Prob : 5.1%<br>Pred Prob : 3.1%,27.3
215,3.1,4.8,Cluster : 215 (Size : 273)<br>eg Vector : 0.5|0.0|0.125|0.2222222222222222|0|0|0<br>Obs Prob : 4.8%<br>Pred Prob : 3.1%,27.3
216,3.2,2.8,Cluster : 216 (Size : 252)<br>eg Vector : 0.5|1.0|0.25|0.2222222222222222|0|0|0<br>Obs Prob : 2.8%<br>Pred Prob : 3.2%,25.2
217,3.2,2.4,Cluster : 217 (Size : 254)<br>eg Vector : 0.5|0.39999999999999997|0.125|0.333...<br>Obs Prob : 2.4%<br>Pred Prob : 3.2%,25.4
218,3.2,3.4,Cluster : 218 (Size : 261)<br>eg Vector : 0.5|0.0|0.375|0.3333333333333333|0|0|0<br>Obs Prob : 3.4%<br>Pred Prob : 3.2%,26.1
219,3.3,1.9,Cluster : 219 (Size : 212)<br>eg Vector : 0.0|0.0|0.5|0.4444444444444444|0|0|0<br>Obs Prob : 1.9%<br>Pred Prob : 3.3%,21.2
220,3.3,3.0,Cluster : 220 (Size : 203)<br>eg Vector : 0.5|0.7999999999999999|0.625|0.3333...<br>Obs Prob : 3.0%<br>Pred Prob : 3.3%,20.3
221,3.3,2.7,Cluster : 221 (Size : 222)<br>eg Vector : 0.5|1.0|0.375|0.3333333333333333|0|1|0<br>Obs Prob : 2.7%<br>Pred Prob : 3.3%,22.2
222,3.3,3.0,Cluster : 222 (Size : 234)<br>eg Vector : 0.5|0.19999999999999998|0.25|0.4444...<br>Obs Prob : 3.0%<br>Pred Prob : 3.3%,23.4
223,3.4,3.5,Cluster : 223 (Size : 200)<br>eg Vector : 0.0|0.6000000000000001|0.375|0.1111...<br>Obs Prob : 3.5%<br>Pred Prob : 3.4%,20.0
224,3.4,2.9,Cluster : 224 (Size : 240)<br>eg Vector : 0.5|0.0|0.375|0.4444444444444444|0|0|0<br>Obs Prob : 2.9%<br>Pred Prob : 3.4%,24.0
225,3.5,5.9,Cluster : 225 (Size : 272)<br>eg Vector : 0.5|0.19999999999999998|0.375|0.666...<br>Obs Prob : 5.9%<br>Pred Prob : 3.5%,27.2
226,3.5,2.7,Cluster : 226 (Size : 223)<br>eg Vector : 0.0|0.19999999999999998|0.25|0.2222...<br>Obs Prob : 2.7%<br>Pred Prob : 3.5%,22.3
227,3.7,3.5,Cluster : 227 (Size : 201)<br>eg Vector : 0.0|0.39999999999999997|0.375|0.333...<br>Obs Prob : 3.5%<br>Pred Prob : 3.7%,20.1
228,3.8,2.4,Cluster : 228 (Size : 211)<br>eg Vector : 0.5|0.39999999999999997|0.25|0.7777...<br>Obs Prob : 2.4%<br>Pred Prob : 3.8%,21.1
229,3.8,3.4,Cluster : 229 (Size : 203)<br>eg Vector : 0.5|1.0|0.625|0.3333333333333333|0|1|0<br>Obs Prob : 3.4%<br>Pred Prob : 3.8%,20.3
230,3.8,4.1,Cluster : 230 (Size : 221)<br>eg Vector : 0.5|0.39999999999999997|0.25|0.5555...<br>Obs Prob : 4.1%<br>Pred Prob : 3.8%,22.1
231,4.0,3.5,Cluster : 231 (Size : 200)<br>eg Vector : 0.5|0.6000000000000001|0.0|0.555555...<br>Obs Prob : 3.5%<br>Pred Prob : 4.0%,20.0
232,4.0,4.2,Cluster : 232 (Size : 237)<br>eg Vector : 0.5|0.7999999999999999|0.25|0.44444...<br>Obs Prob : 4.2%<br>Pred Prob : 4.0%,23.7
233,4.1,5.3,Cluster : 233 (Size : 226)<br>eg Vector : 0.0|0.39999999999999997|0.25|0.6666...<br>Obs Prob : 5.3%<br>Pred Prob : 4.1%,22.6
234,4.1,3.4,Cluster : 234 (Size : 203)<br>eg Vector : 0.0|0.7999999999999999|0.0|0.333333...<br>Obs Prob : 3.4%<br>Pred Prob : 4.1%,20.3
235,4.5,5.2,Cluster : 235 (Size : 231)<br>eg Vector : 0.5|0.19999999999999998|0.25|0.7777...<br>Obs Prob : 5.2%<br>Pred Prob : 4.5%,23.1
236,4.5,4.5,Cluster : 236 (Size : 220)<br>eg Vector : 0.5|0.19999999999999998|0.0|0.33333...<br>Obs Prob : 4.5%<br>Pred Prob : 4.5%,22.0
237,4.6,6.2,Cluster : 237 (Size : 209)<br>eg Vector : 0.0|0.6000000000000001|0.25|0.66666...<br>Obs Prob : 6.2%<br>Pred Prob : 4.6%,20.9
238,4.7,2.5,Cluster : 238 (Size : 200)<br>eg Vector : 0.0|0.19999999999999998|0.0|0.44444...<br>Obs Prob : 2.5%<br>Pred Prob : 4.7%,20.0
239,4.8,5.8,Cluster : 239 (Size : 206)<br>eg Vector : 0.5|0.0|0.25|0.5555555555555555|0|0|0<br>Obs Prob : 5.8%<br>Pred Prob : 4.8%,20.6
240,5.1,5.9,Cluster : 240 (Size : 203)<br>eg Vector : 0.5|0.6000000000000001|0.125|0.6666...<br>Obs Prob : 5.9%<br>Pred Prob : 5.1%,20.3
241,5.4,6.5,Cluster : 241 (Size : 201)<br>eg Vector : 0.5|0.6000000000000001|0.25|0.77777...<br>Obs Prob : 6.5%<br>Pred Prob : 5.4%,20.1
242,5.6,3.5,Cluster : 242 (Size : 201)<br>eg Vector : 0.0|0.19999999999999998|0.25|0.6666...<br>Obs Prob : 3.5%<br>Pred Prob : 5.6%,20.1
