"75$/sqft, lat","75$/sqft, lon","125$/sqft, lat","125$/sqft, lon","175$/sqft, lat","175$/sqft, lon","225$/sqft, lat","225$/sqft, lon","275$/sqft, lat","275$/sqft, lon","325$/sqft, lat","325$/sqft, lon","375$/sqft, lat","375$/sqft, lon","425$/sqft, lat","425$/sqft, lon","475$/sqft, lat","475$/sqft, lon","525$/sqft, lat","525$/sqft, lon","575$/sqft, lat","575$/sqft, lon","625$/sqft, lat","625$/sqft, lon","675$/sqft, lat","675$/sqft, lon","Votre maison, lat","Votre maison, lon"
47.3156,-122.186,47.3102,-122.381,47.4334,-122.161,47.683,-122.039,47.7049,-122.353,47.7321,-122.34,47.5575,-122.279,47.5584,-122.283,47.5679,-122.409,47.5508,-122.268,47.6282,-122.322,47.6922,-122.371,47.6318,-122.071,,
47.5045,-122.329,47.2635,-122.209,47.4546,-122.337,47.4296,-122.161,47.5427,-122.181,47.7027,-122.361,47.6209,-122.317,47.5615,-122.279,47.6734,-122.329,47.6642,-122.291,47.6242,-122.239,47.5285,-122.205,47.6295,-122.236,,
47.469,-122.298,47.3729,-122.115,47.4362,-122.178,47.7373,-122.197,47.5304,-122.387,47.5446,-122.385,47.698,-122.351,47.5028,-121.769,47.6828,-122.388,47.6849,-122.376,47.7252,-122.297,47.5455,-122.211,47.6826,-122.394,,
47.503,-122.262,47.2658,-122.219,47.4324,-122.197,47.5896,-122.009,47.544,-121.872,47.5517,-122.276,47.5765,-122.378,47.5377,-122.221,47.6914,-122.214,47.6308,-122.238,47.6658,-122.355,,,47.5767,-122.225,,
47.3344,-122.301,47.3122,-122.191,47.4056,-121.955,47.7197,-122.131,47.5536,-122.359,47.5962,-122.288,47.6393,-122.311,47.6819,-122.311,47.624,-122.2,47.5817,-122.246,47.6466,-122.391,,,47.5626,-122.005,,
47.3432,-122.309,47.404,-122.203,47.3838,-122.289,47.5213,-122.357,47.5462,-122.182,47.6209,-122.222,47.6694,-122.298,47.6113,-122.058,47.6422,-122.361,47.6578,-122.286,47.5496,-122.385,,,47.6936,-122.19,,
47.511,-122.359,47.2959,-122.191,47.362,-122.029,47.52,-121.845,47.6982,-122.298,47.6094,-122.291,47.5484,-122.269,47.7072,-122.017,47.5895,-122.229,47.6855,-122.269,47.6109,-122.285,,,47.6547,-122.202,,
47.386,-122.047,47.3782,-122.127,47.3663,-122.089,47.6929,-121.87,47.5896,-122.083,47.5368,-122.216,47.5797,-122.405,47.582,-122.194,47.5896,-122.389,47.6134,-122.308,47.5928,-122.29,,,47.6845,-122.207,,
47.4874,-122.223,47.5492,-122.372,47.3701,-122.107,47.5816,-121.97,47.6385,-122.37,47.6916,-122.188,47.6713,-122.383,47.6396,-122.409,47.3907,-122.448,47.5832,-122.29,47.6685,-122.409,,,47.6356,-122.281,,
47.4499,-122.189,47.3113,-122.207,47.4857,-122.318,47.7727,-122.229,47.731,-122.191,47.5666,-122.375,47.5305,-122.351,47.458,-122.368,47.6163,-122.293,47.6866,-122.205,47.6604,-122.324,,,47.5785,-122.225,,
47.6337,-121.961,47.3315,-122.263,47.3724,-122.042,47.7258,-122.177,47.6285,-122.025,47.6597,-122.204,47.651,-122.341,47.6847,-122.387,47.6779,-122.371,47.6739,-122.172,47.6684,-122.319,,,47.5802,-122.212,,
47.2623,-122.217,47.3556,-122.026,47.3811,-122.087,47.476,-121.755,47.7573,-122.22,47.5453,-122.278,47.6749,-122.002,47.7517,-122.225,47.6328,-122.236,47.6453,-122.303,47.6295,-122.217,,,47.6776,-122.161,,
47.3965,-122.321,47.3545,-122.158,47.5322,-121.88,47.6277,-121.972,47.6664,-122.131,47.6495,-122.198,47.506,-122.384,47.6829,-122.378,47.6328,-122.236,47.5812,-122.196,47.63,-122.363,,,47.6799,-122.304,,
47.4388,-122.328,47.3275,-122.361,47.3672,-122.151,47.5496,-122.373,47.7287,-122.077,47.5364,-122.173,47.6273,-122.123,47.6233,-122.3,47.5545,-122.288,47.6784,-122.304,47.6754,-122.325,,,47.6789,-122.273,,
47.497,-122.346,47.3461,-122.272,47.4467,-122.281,47.7123,-122.027,47.7591,-122.28,47.6042,-122.147,47.5703,-122.385,47.6218,-122.209,47.4742,-122.198,47.5342,-122.226,47.1622,-121.971,,,47.6846,-122.349,,
47.3325,-122.35,47.4061,-122.33,47.4877,-122.139,47.425,-122.283,47.5633,-122.131,47.7107,-122.031,47.5759,-121.995,47.6754,-122.327,47.6599,-122.269,47.6816,-122.374,47.6645,-122.357,,,47.6744,-122.196,,
47.6554,-121.908,47.1949,-122.01,47.3818,-122.225,47.5694,-122.001,47.7422,-122.073,47.6327,-122.395,47.5573,-122.16,47.7388,-121.972,47.6835,-122.342,47.6745,-122.197,47.6767,-122.35,,,47.5653,-122.223,,
47.2951,-122.284,47.3738,-122.057,47.3608,-122.056,47.7162,-122.309,47.5793,-122.402,47.6969,-122.35,47.4589,-122.353,47.6667,-122.337,47.604,-122.288,47.6807,-122.199,47.5721,-122.381,,,,,,
47.3438,-122.037,47.3225,-122.273,47.3577,-122.16,47.5737,-122.018,47.7121,-122.214,47.6582,-122.278,47.7166,-122.293,47.6765,-122.285,47.637,-122.361,47.7205,-122.26,47.6809,-122.288,,,,,,
47.7637,-122.266,47.327,-122.361,47.449,-122.205,47.7125,-122.331,47.7447,-122.313,47.6476,-122.184,47.5566,-122.153,47.6644,-122.28,47.6938,-122.34,47.7132,-122.321,47.7113,-122.296,,,,,,
47.5238,-122.356,47.3204,-122.178,47.5025,-122.186,47.496,-122.239,47.5511,-122.157,47.7168,-122.196,47.6296,-122.308,47.623,-122.304,47.6731,-122.326,47.6938,-122.213,47.6293,-122.238,,,,,,
47.2976,-122.377,47.3017,-122.349,47.3644,-122.28,47.1951,-122.001,47.5132,-122.262,47.502,-122.222,47.571,-122.227,47.5924,-122.302,47.6646,-122.202,47.691,-122.337,47.5355,-122.24,,,,,,
47.2616,-122.251,47.5064,-122.265,47.3914,-122.169,47.4488,-122.275,47.6216,-122.056,47.5306,-122.134,47.6357,-122.324,47.6834,-122.292,47.6956,-122.392,47.657,-122.345,47.5271,-122.381,,,,,,
47.4943,-122.337,47.3682,-122.179,47.4518,-122.16,47.7679,-122.261,47.5089,-122.189,47.5859,-121.991,47.7001,-122.362,47.6388,-122.399,47.6955,-121.861,47.5581,-122.385,47.5592,-122.015,,,,,,
47.7351,-122.178,47.267,-122.25,47.4949,-122.3,47.7627,-122.076,47.5771,-122.144,47.6544,-122.373,47.659,-122.174,47.6743,-122.308,47.7154,-122.161,47.5571,-122.193,47.6406,-122.347,,,,,,
47.5231,-122.332,47.3098,-122.21,47.4727,-122.198,47.526,-121.826,47.7073,-122.356,47.7098,-122.291,47.5833,-122.242,47.5386,-122.373,47.6644,-122.324,47.6893,-122.354,47.6094,-122.194,,,,,,
47.405,-122.288,47.452,-122.19,47.5146,-122.117,47.4761,-121.758,47.6261,-122.125,47.5041,-122.186,47.7287,-122.31,47.6399,-122.158,47.6846,-122.386,47.5686,-122.06,47.6154,-122.214,,,,,,
47.6836,-122.174,47.7635,-122.35,47.4339,-122.291,47.5221,-122.045,47.6792,-122.115,47.5105,-122.238,47.6823,-122.298,47.6939,-122.368,47.5241,-122.039,47.6746,-122.327,47.6265,-122.296,,,,,,
47.2507,-122.039,47.5658,-122.292,47.3628,-122.075,47.7145,-122.311,47.6304,-121.994,47.4339,-122.512,47.54,-122.382,47.6771,-122.398,47.7011,-122.389,47.5814,-122.081,47.4843,-121.719,,,,,,
47.2729,-122.299,47.3668,-122.31,47.2953,-122.083,47.7404,-122.11,47.5756,-122.01,47.634,-121.997,47.6256,-122.284,47.6651,-122.19,47.6978,-122.284,47.6857,-122.376,47.5571,-122.14,,,,,,
47.7617,-122.11,47.5352,-122.361,47.505,-122.259,47.6759,-122.286,47.5433,-122.185,47.6748,-122.385,47.5826,-122.246,47.6835,-122.347,47.6829,-122.195,47.6684,-122.323,47.5683,-122.188,,,,,,
47.3832,-122.3,47.3603,-122.037,47.3572,-122.015,47.4406,-122.146,47.3077,-122.011,47.7557,-122.368,47.7163,-122.299,47.6474,-122.362,47.6646,-122.204,47.637,-122.341,47.6824,-122.287,,,,,,
47.3752,-122.166,47.2626,-122.218,47.4478,-122.161,47.705,-122.202,47.5707,-122.017,47.552,-121.89,47.5742,-122.379,47.6467,-122.304,47.6631,-122.348,47.6772,-122.296,47.6038,-122.314,,,,,,
47.4817,-122.28,47.3866,-122.169,47.3062,-122.371,47.4965,-121.785,47.6357,-122.123,47.576,-121.976,47.5744,-122.307,47.6583,-122.273,47.6716,-122.264,47.6155,-122.29,47.6743,-122.313,,,,,,
47.2878,-122.297,47.3178,-122.174,47.5422,-121.86,47.6932,-122.006,47.5771,-122.05,47.6503,-121.908,47.626,-122.112,47.6782,-122.311,47.5621,-122.394,47.5257,-122.382,47.724,-122.373,,,,,,
47.4611,-122.324,47.524,-122.04,47.3366,-122.306,47.7415,-122.101,47.6618,-122.136,47.679,-122.288,47.7313,-122.37,47.5734,-122.395,47.6809,-122.348,47.6385,-122.344,47.5622,-122.003,,,,,,
47.5215,-122.275,47.4945,-122.258,47.4025,-122.176,47.6726,-122.03,47.5691,-121.996,47.5559,-122.379,47.5597,-122.267,47.6692,-122.399,47.5873,-122.193,47.6697,-122.281,47.6384,-122.35,,,,,,
47.4887,-122.145,47.4517,-122.082,47.4489,-122.188,47.589,-122.177,47.6963,-122.169,47.6859,-122.399,47.6079,-122.195,47.6779,-122.294,47.6434,-122.3,47.5717,-122.409,47.5845,-122.199,,,,,,
47.3302,-122.36,47.498,-122.263,47.4964,-122.251,47.5015,-122.124,47.5682,-122.005,47.644,-122.353,47.5927,-122.203,47.5448,-122.32,47.6827,-122.325,47.6258,-122.305,47.6826,-122.186,,,,,,
47.3882,-122.208,47.3919,-122.184,47.492,-122.317,47.3575,-122.28,47.6071,-122.137,47.5926,-122.295,47.6169,-122.309,47.7061,-122.307,47.6359,-122.3,47.5287,-122.22,47.6312,-122.366,,,,,,
47.4761,-122.337,47.4954,-122.164,47.5008,-121.776,47.4938,-122.255,47.6652,-122.188,47.7106,-122.023,47.6052,-122.3,47.6693,-122.339,47.3312,-122.503,47.6389,-122.349,47.5858,-122.247,,,,,,
47.3857,-122.215,47.3755,-122.136,47.2846,-122.341,47.4818,-122.161,47.6323,-122.036,47.5588,-122.392,47.6255,-122.199,47.7097,-122.305,47.5491,-122.006,47.6351,-122.352,47.7561,-122.271,,,,,,
47.2039,-122.003,47.5554,-122.27,47.3131,-122.115,47.4908,-122.225,47.5611,-122.106,47.6858,-122.286,47.6406,-122.156,47.5709,-122.388,47.6653,-122.27,47.6645,-122.36,47.616,-122.282,,,,,,
47.7319,-122.335,47.3335,-122.305,47.3961,-122.188,47.4429,-121.759,47.7004,-122.305,47.7209,-122.372,47.6422,-122.403,47.5683,-122.285,47.6609,-122.343,47.6144,-122.295,47.6209,-122.302,,,,,,
47.3141,-122.355,47.3557,-122.278,47.3496,-122.094,47.3591,-122.201,47.7364,-122.193,47.6899,-122.321,47.6456,-122.389,47.6528,-122.408,47.6857,-122.349,47.5536,-122.228,47.684,-122.376,,,,,,
47.3334,-122.322,47.3947,-122.174,47.3221,-122.215,47.7533,-122.198,47.5185,-122.352,47.6498,-122.321,47.5471,-122.155,47.6317,-122.301,47.6452,-122.371,47.6768,-122.326,47.6387,-122.396,,,,,,
47.3864,-122.307,47.4413,-122.349,47.336,-122.269,47.7767,-122.239,47.5922,-122.146,47.7085,-122.217,47.5524,-122.112,47.6074,-122.213,47.6601,-122.332,47.6236,-122.306,47.5007,-122.382,,,,,,
47.4932,-122.316,47.7694,-122.124,47.5317,-121.853,47.6988,-122.387,47.5134,-122.2,47.4306,-122.049,47.3402,-122.046,47.558,-122.266,47.7698,-122.384,47.6448,-122.317,47.6956,-122.311,,,,,,
47.4208,-122.445,47.3077,-122.381,47.4793,-122.346,47.6333,-121.97,47.5728,-122.304,47.6999,-122.305,47.5578,-122.212,47.7076,-122.377,47.6681,-122.338,47.5561,-122.266,47.6189,-122.286,,,,,,
47.4806,-122.223,47.3286,-122.208,47.5193,-122.274,47.4987,-122.166,47.5499,-122.391,47.4569,-122.02,47.6049,-122.126,47.6813,-122.367,47.6276,-122.205,47.6606,-122.365,47.7185,-122.024,,,,,,
47.5112,-122.316,47.3282,-122.198,47.4834,-122.159,47.7751,-122.38,47.5371,-122.218,47.6712,-122.409,47.7027,-122.347,47.6896,-122.357,47.65,-122.34,47.6551,-122.344,47.6926,-122.363,,,,,,
47.705,-122.313,47.3821,-122.207,47.291,-122.368,47.6188,-122.114,47.7052,-122.343,47.5873,-122.29,47.6943,-122.299,47.6418,-122.394,47.6886,-122.375,47.6382,-122.307,47.373,-122.464,,,,,,
47.3731,-122.286,47.4579,-122.09,47.3558,-122.004,47.475,-122.11,47.7096,-122.199,47.6106,-122.31,47.6272,-122.29,47.6317,-122.124,47.5033,-122.225,47.6102,-122.299,47.6434,-122.409,,,,,,
47.4662,-122.359,47.3831,-122.185,47.5441,-121.882,47.5293,-122.363,47.5446,-122.382,47.5531,-122.119,47.6866,-122.317,47.674,-122.379,47.6188,-122.308,47.6348,-122.301,47.6646,-122.208,,,,,,
47.2933,-122.372,47.4738,-122.263,47.4862,-122.224,47.6337,-122.044,47.5484,-122.119,47.6386,-122.11,47.6181,-122.117,47.6557,-122.388,47.6947,-122.346,47.6567,-122.281,47.6779,-122.075,,,,,,
47.2777,-122.252,47.3356,-122.502,47.4406,-122.141,47.5341,-121.867,47.663,-122.178,47.6468,-122.116,47.7229,-122.359,47.5498,-122.383,47.5482,-122.392,47.5746,-122.289,47.6348,-122.403,,,,,,
47.63,-121.9,47.7571,-122.328,47.3664,-122.1,47.6799,-122.034,47.5878,-121.976,47.6795,-122.353,47.4871,-122.219,47.572,-122.139,47.5958,-122.306,47.4499,-122.376,47.6771,-122.187,,,,,,
47.3848,-122.1,47.4784,-122.335,47.5156,-122.262,47.6329,-122.121,47.6233,-122.319,47.726,-122.296,47.6892,-122.311,47.6652,-122.362,47.674,-122.35,47.637,-122.355,47.6765,-122.389,,,,,,
47.3201,-122.398,47.3191,-122.383,47.7646,-122.271,47.5839,-121.991,47.6471,-122.06,47.5477,-122.141,47.573,-122.383,47.6748,-122.386,47.6376,-122.307,47.6388,-122.409,47.6718,-122.394,,,,,,
47.3352,-122.297,47.4627,-122.213,47.2413,-121.972,47.539,-122.188,47.7283,-122.222,47.5232,-122.354,47.7416,-122.32,47.6731,-122.199,47.6354,-122.346,47.6871,-122.391,47.5402,-122.365,,,,,,
47.2959,-122.377,47.4851,-122.338,47.4206,-122.183,47.2597,-122.228,47.6301,-122.019,47.6872,-122.339,47.6875,-122.393,47.6452,-122.373,47.6452,-122.369,47.632,-122.279,47.54,-122.27,,,,,,
47.5192,-122.266,47.524,-122.2,47.3131,-121.998,47.7493,-122.351,47.5702,-122.128,47.6621,-122.189,47.6869,-122.392,47.6707,-122.288,47.567,-122.385,47.6788,-122.346,47.661,-122.396,,,,,,
47.4492,-122.2,47.288,-122.283,47.4525,-122.162,47.5033,-122.3,47.5688,-122.017,47.5471,-122.149,47.7261,-122.17,47.6701,-122.291,47.6831,-122.325,47.6759,-122.114,47.684,-122.386,,,,,,
47.567,-122.124,47.3631,-122.192,47.3825,-122.319,47.7738,-122.203,47.5867,-122.174,47.5816,-122.296,47.6444,-122.22,47.5409,-122.268,47.4285,-122.511,47.6619,-122.275,47.7005,-122.352,,,,,,
47.4808,-122.315,47.3277,-122.001,47.5326,-122.376,47.7557,-122.237,47.7293,-122.284,47.5067,-122.361,47.681,-122.167,47.6945,-122.17,47.6402,-122.357,47.545,-122.229,47.6828,-122.207,,,,,,
47.475,-122.258,47.4391,-122.193,47.7336,-121.965,47.5152,-122.197,47.7191,-122.309,47.7148,-122.213,47.6768,-122.269,47.6282,-122.293,47.667,-122.333,47.6906,-122.202,47.616,-122.218,,,,,,
47.3793,-122.146,47.2904,-122.353,47.4388,-122.162,47.481,-122.323,47.6802,-122.388,47.6897,-122.098,47.6805,-122.364,47.5691,-122.391,47.6737,-122.304,47.7344,-122.143,47.6291,-122.351,,,,,,
47.3736,-122.188,47.3663,-122.129,47.3818,-122.2,47.3586,-122.314,47.627,-122.114,47.5473,-122.396,47.6268,-122.353,47.414,-122.087,47.6238,-122.311,47.6503,-122.41,47.6645,-122.358,,,,,,
47.4585,-122.283,47.771,-122.353,47.3608,-122.043,47.6724,-122.013,47.6937,-122.127,47.6681,-122.143,47.6715,-122.393,47.639,-122.216,47.6476,-122.356,47.64,-122.285,47.6551,-122.353,,,,,,
47.5335,-122.348,47.3748,-122.294,47.363,-122.08,47.7637,-122.05,47.7221,-122.317,47.603,-122.132,47.5457,-122.153,47.6711,-122.379,47.5389,-122.242,47.4125,-121.982,47.6708,-122.262,,,,,,
47.496,-122.317,47.3251,-122.329,47.4598,-122.15,47.5627,-122.215,47.7083,-122.073,47.596,-122.298,47.5344,-122.345,47.6819,-122.271,47.5936,-122.301,47.6857,-122.331,47.6426,-122.327,,,,,,
47.3897,-122.236,47.3054,-122.305,47.7146,-122.217,47.7418,-122.039,47.7263,-122.205,47.7291,-122.363,47.5256,-122.38,47.5713,-122.397,47.5925,-122.391,47.6607,-122.396,47.6212,-122.224,,,,,,
47.6927,-121.901,47.3155,-122.347,47.4691,-121.993,47.639,-122.1,47.5985,-122.016,47.6627,-122.032,47.6773,-122.372,47.6218,-122.16,47.6838,-122.362,47.669,-122.275,47.6996,-122.229,,,,,,
47.3721,-122.159,47.3026,-122.351,47.3289,-122.327,47.5353,-122.349,47.683,-122.114,47.5943,-122.133,47.5688,-122.087,47.6752,-122.3,47.6659,-122.327,47.6742,-122.356,47.6192,-122.307,,,,,,
47.4727,-122.281,47.3527,-122.178,47.492,-122.333,47.527,-122.356,47.701,-122.172,47.6981,-122.4,47.6865,-122.379,47.5749,-122.291,47.5886,-122.287,47.5749,-122.214,47.5631,-122.366,,,,,,
47.3095,-122.283,47.3786,-122.126,47.746,-122.218,47.6903,-121.915,47.6493,-121.956,47.7163,-122.212,47.6037,-122.311,47.6927,-122.338,47.6819,-122.208,47.638,-122.225,47.6803,-122.313,,,,,,
47.4816,-122.322,47.2593,-122.222,47.3405,-122.058,47.5383,-122.268,47.4985,-122.092,47.6684,-122.314,47.6005,-122.204,47.7494,-122.304,47.6543,-122.347,47.6907,-122.161,47.6567,-122.358,,,,,,
47.4235,-122.051,47.4203,-122.157,47.39,-122.153,47.5355,-122.283,47.6542,-122.385,47.5318,-122.224,47.6782,-122.278,47.6248,-122.319,47.5413,-122.216,47.6265,-122.364,47.7265,-122.281,,,,,,
47.3224,-122.143,47.3658,-122.148,47.4802,-122.179,47.5513,-122.273,47.7259,-122.298,47.5244,-122.386,47.6554,-122.333,47.601,-122.122,47.6655,-122.363,47.649,-122.335,47.669,-122.365,,,,,,
47.4982,-122.362,47.4167,-122.302,47.3839,-122.225,47.4895,-121.787,47.6849,-122.018,47.4291,-122.177,47.6805,-122.301,47.6101,-122.286,47.6954,-122.292,47.5421,-122.383,47.6772,-122.399,,,,,,
47.5048,-122.365,47.4752,-122.172,47.2118,-121.983,47.7012,-122.286,47.5271,-122.386,47.6272,-122.033,47.5934,-122.308,47.6722,-122.349,47.7051,-122.223,47.6263,-122.312,47.6811,-122.288,,,,,,
47.4852,-122.251,47.2609,-122.289,47.7493,-122.351,47.5784,-122.377,47.6347,-122.352,47.5308,-122.35,47.7041,-122.34,47.6698,-122.325,47.5975,-122.196,47.6928,-122.399,47.6598,-122.273,,,,,,
47.4907,-122.336,47.346,-122.315,47.5282,-122.279,47.6273,-122.062,47.7071,-122.301,47.6844,-122.302,47.6829,-122.378,47.5129,-122.388,47.6444,-122.357,47.5665,-122.21,47.6821,-122.388,,,,,,
47.511,-122.348,47.3708,-122.311,47.4622,-122.127,47.7649,-122.049,47.477,-122.292,47.5947,-122.288,47.7159,-122.367,47.6715,-122.155,47.5671,-122.394,47.657,-122.393,47.6906,-122.213,,,,,,
47.317,-122.182,47.3311,-122.17,47.294,-122.281,47.4999,-122.368,47.7565,-122.339,47.6743,-122.285,47.6895,-122.331,47.7056,-122.34,47.5687,-122.374,47.6314,-122.353,47.6902,-122.387,,,,,,
47.3021,-122.388,47.3699,-122.309,47.3272,-122.362,47.546,-122.011,47.6163,-122.292,47.5833,-122.242,47.6707,-122.364,47.5947,-122.135,47.7039,-122.385,47.6423,-122.361,47.678,-122.375,,,,,,
47.4963,-122.318,47.2844,-122.216,47.3748,-122.276,47.5515,-122.08,47.572,-122.29,47.5743,-122.238,47.6828,-122.393,47.7001,-122.351,47.6638,-122.329,47.6146,-122.306,47.5554,-122.267,,,,,,
47.5308,-121.888,47.2621,-122.218,47.3337,-122.191,47.3908,-122.173,47.696,-122.102,47.5165,-122.376,47.5568,-122.271,47.546,-122.175,47.6453,-122.303,47.6447,-122.327,47.641,-122.349,,,,,,
47.2978,-122.363,47.3717,-122.277,47.5719,-122.119,47.5175,-121.878,47.6817,-122.035,47.6325,-122.303,47.693,-122.168,47.6587,-122.163,47.6455,-122.352,47.6201,-122.209,47.5036,-122.387,,,,,,
47.4683,-122.281,47.3836,-122.184,47.2477,-121.937,47.7145,-122.361,47.5831,-122.191,47.7289,-122.201,47.6813,-122.275,47.6711,-122.324,47.6292,-122.355,47.6235,-122.309,47.6762,-122.267,,,,,,
47.3338,-122.053,47.3134,-122.023,47.4723,-122.121,47.7293,-122.284,47.5252,-122.382,47.5803,-122.393,47.6948,-122.364,47.6746,-122.325,47.6826,-122.274,47.6134,-122.282,47.664,-122.2,,,,,,
47.3052,-122.283,47.3627,-122.285,47.3085,-122.376,47.5346,-121.875,47.7299,-122.192,47.6956,-122.303,47.5893,-122.15,47.7005,-122.358,47.6318,-122.365,47.5496,-122.385,47.5374,-122.216,,,,,,
47.528,-122.269,47.4676,-122.184,47.3841,-122.006,47.5599,-121.911,47.687,-122.043,47.6273,-122.345,47.5688,-122.397,47.488,-122.364,47.6315,-122.311,47.5632,-122.215,47.496,-122.169,,,,,,
47.6781,-122.117,47.4904,-122.222,47.4829,-122.128,47.7571,-122.145,47.7218,-122.356,47.5572,-122.281,47.7019,-122.366,47.5589,-122.264,47.4089,-122.459,47.6217,-122.198,47.45,-122.377,,,,,,
47.386,-122.184,47.3845,-122.154,47.3898,-122.049,47.3484,-122.033,47.5747,-122.014,47.5452,-122.393,47.4504,-122.377,47.6729,-122.379,47.6839,-122.19,47.6237,-122.228,47.6911,-122.293,,,,,,
47.383,-122.097,47.4577,-122.289,47.5081,-122.093,47.6737,-122.156,47.6054,-122.118,47.2662,-122.088,47.6807,-122.267,47.6423,-122.375,47.6313,-122.204,47.5027,-122.381,47.7133,-122.311,,,,,,
47.3343,-122.362,47.3012,-122.285,47.3576,-122.039,47.5849,-122.302,47.6261,-122.296,47.7556,-122.352,47.6976,-122.381,47.3344,-122.37,47.6391,-122.36,47.6637,-122.316,47.644,-122.327,,,,,,
