"up, x; down, x; ping, x","up, y","down, y","ping, y"
2016-12-22 17:15:46,9.25,56.08,15.565
2016-12-22 17:55:49,9.37,56.76,15.005
2016-12-22 18:35:53,9.41,56.42,13.832
2016-12-22 19:16:00,7.1,33.63,31.552
2016-12-22 19:56:00,9.36,56.92,12.133
2016-12-22 20:36:01,9.36,56.75,13.628
2016-12-22 21:16:03,9.32,56.78,12.077
2016-12-22 21:56:05,9.44,56.79,13.919
2016-12-22 22:36:09,9.24,56.1,17.04
2016-12-22 23:16:12,9.27,54.77,15.596
2016-12-22 23:56:14,9.17,55.84,15.396
2016-12-23 00:36:17,9.42,56.82,16.473
2016-12-23 01:16:19,9.3,56.81,12.975
2016-12-23 01:56:22,9.23,55.86,15.581
2016-12-23 02:36:25,9.3,56.12,16.811
2016-12-23 03:16:28,9.36,56.92,13.395
2016-12-23 03:56:30,9.4,56.82,9.724
2016-12-23 04:36:34,8.79,56.71,12.855
2016-12-23 05:16:36,9.41,56.7,12.726
2016-12-23 05:56:38,9.35,56.79,15.583
2016-12-23 06:36:44,9.19,56.12,15.307
2016-12-23 07:16:44,9.34,56.69,12.538
2016-12-23 07:56:50,9.28,56.11,15.483
2016-12-23 08:36:53,9.26,56.19,15.481
2016-12-23 09:16:53,9.43,56.69,12.783
2016-12-23 09:56:55,9.44,56.82,9.564
2016-12-23 10:36:58,9.45,56.57,13.13
2016-12-23 11:17:04,9.19,56.09,17.667
2016-12-23 11:57:03,9.43,56.8,14.093
2016-12-23 12:37:06,9.44,56.88,14.256
2016-12-23 13:17:09,9.25,56.1,12.296
2016-12-23 13:57:12,9.35,56.99,13.547
2016-12-23 14:37:15,9.43,56.79,13.097
2016-12-23 15:17:17,9.39,56.79,13.208
2016-12-23 15:57:20,9.35,56.43,16.531
2016-12-23 16:37:24,9.34,53.6,13.899
2016-12-23 17:17:26,9.26,56.1,15.517
2016-12-23 17:57:31,9.41,56.94,13.814
2016-12-23 18:37:31,9.4,56.88,13.473
2016-12-23 19:17:34,9.44,56.25,12.18
2016-12-23 19:57:37,9.41,56.92,11.736
2016-12-23 20:37:40,9.37,56.7,13.606
2016-12-23 21:17:43,9.23,55.89,18.206
2016-12-23 21:57:45,9.27,56.11,15.307
2016-12-23 22:37:48,9.42,56.81,14.445
2016-12-23 23:17:51,9.17,54.11,18.829
2016-12-23 23:57:54,9.16,53.47,15.429
2016-12-24 00:37:58,9.33,52.08,11.856
2016-12-24 01:18:00,9.4,54.24,16.098
2016-12-24 01:58:02,9.36,54.1,14.034
2016-12-24 02:38:05,9.34,53.92,13.185
2016-12-24 03:18:07,9.15,56.8,12.28
2016-12-24 03:58:10,9.4,56.8,12.799
2016-12-24 04:38:13,9.39,56.71,12.997
2016-12-24 05:18:16,9.35,56.57,12.513
2016-12-24 05:58:19,9.26,56.08,15.573
2016-12-24 06:38:21,9.39,56.8,13.827
2016-12-24 07:18:23,9.39,56.7,12.523
2016-12-24 07:58:26,9.29,56.6,12.903
2016-12-24 08:38:29,9.42,56.46,12.692
2016-12-24 09:18:32,9.41,56.7,11.171
2016-12-24 09:58:35,9.37,56.78,13.084
2016-12-24 10:38:38,8.39,56.93,9.958
2016-12-24 11:18:47,8.76,53.44,15.453
2016-12-24 11:58:44,9.29,54.22,13.626
2016-12-24 12:38:46,9.36,56.66,13.501
2016-12-24 13:18:49,9.39,56.42,14.876
2016-12-24 13:58:52,9.3,56.1,14.854
2016-12-24 14:38:54,9.4,56.44,16.168
2016-12-24 15:18:57,9.28,55.86,11.491
2016-12-24 15:58:58,8.95,56.58,14.222
2016-12-24 16:39:05,9.44,56.92,13.621
2016-12-24 17:19:05,9.39,56.76,10.126
2016-12-24 17:59:08,9.39,56.58,11.436
2016-12-24 18:39:11,8.81,56.0,11.597
2016-12-24 19:19:13,9.38,56.63,13.046
2016-12-24 19:59:17,9.18,55.1,16.069
2016-12-24 20:39:19,8.94,56.32,13.302
2016-12-24 21:19:29,7.47,41.38,32.314
2016-12-24 21:59:25,9.41,56.09,13.6
2016-12-24 22:39:28,9.27,56.09,15.72
2016-12-24 23:19:30,9.35,56.1,13.805
2016-12-24 23:59:33,9.42,56.12,11.5
2016-12-25 00:39:36,9.23,56.12,12.64
2016-12-25 01:19:38,9.44,56.91,13.071
2016-12-25 01:59:42,9.21,55.98,15.431
2016-12-25 02:39:46,9.39,56.75,12.971
2016-12-25 03:19:45,9.14,55.87,15.191
2016-12-25 03:59:50,9.3,56.09,15.311
2016-12-25 04:39:51,9.27,56.0,15.567
2016-12-25 05:19:55,9.25,57.02,14.523
2016-12-25 05:59:58,9.41,56.93,13.513
2016-12-25 06:40:00,9.43,56.92,10.133
2016-12-25 07:20:03,9.43,56.93,10.069
2016-12-25 08:00:06,9.4,56.93,14.07
2016-12-25 08:40:09,9.13,56.4,12.777
2016-12-25 09:20:12,9.4,56.58,19.044
2016-12-25 10:00:13,9.17,55.89,15.381
2016-12-25 10:40:17,9.34,56.78,18.732
2016-12-25 11:20:20,9.13,56.11,16.598
2016-12-25 12:00:22,8.84,56.94,9.69
2016-12-25 12:40:26,9.21,56.08,11.611
2016-12-25 13:20:28,9.44,56.97,11.604
2016-12-25 14:00:32,9.39,55.71,13.327
2016-12-25 14:40:36,9.23,56.22,12.144
2016-12-25 15:20:36,9.32,56.94,11.36
2016-12-25 16:00:41,9.4,56.57,9.351
2016-12-25 16:40:42,9.44,56.81,15.253
2016-12-25 17:20:45,9.27,55.98,13.23
2016-12-25 18:00:48,9.29,56.12,12.323
2016-12-25 18:40:50,9.43,56.76,11.581
2016-12-25 19:20:53,9.27,56.06,15.399
2016-12-25 20:00:56,9.36,56.82,13.076
2016-12-25 20:41:00,9.34,53.17,13.682
2016-12-25 21:21:03,9.11,51.47,16.465
2016-12-25 22:01:06,9.1,50.69,11.698
2016-12-25 22:41:07,9.36,56.79,13.892
2016-12-25 23:21:09,9.42,56.93,11.497
2016-12-26 00:01:13,9.38,52.26,13.278
2016-12-26 00:41:16,9.32,51.95,11.291
2016-12-26 01:21:19,8.64,52.95,11.599
2016-12-26 02:01:21,9.21,51.94,15.403
2016-12-26 02:41:25,9.37,51.96,11.543
2016-12-26 03:21:26,9.4,56.21,12.836
2016-12-26 04:01:30,9.34,54.1,12.336
2016-12-26 04:41:31,9.35,56.91,11.353
2016-12-26 05:21:34,9.36,56.44,11.289
2016-12-26 06:01:37,9.43,56.73,11.211
2016-12-26 06:41:48,9.44,55.86,11.064
2016-12-26 07:21:43,9.42,56.78,16.001
2016-12-26 08:01:46,8.85,56.71,11.454
2016-12-26 08:41:47,9.35,56.58,10.95
2016-12-26 09:21:51,9.3,55.89,15.632
2016-12-26 10:01:54,9.42,56.42,13.071
2016-12-26 10:41:56,9.39,56.92,13.316
2016-12-26 11:21:58,9.4,56.92,11.539
2016-12-26 12:02:02,9.25,56.04,12.493
2016-12-26 12:42:05,9.44,56.89,9.976
2016-12-26 13:22:07,9.2,56.11,12.679
2016-12-26 14:02:10,9.37,56.94,11.763
2016-12-26 14:42:13,9.22,56.06,15.231
2016-12-26 15:22:16,9.38,56.88,11.39
2016-12-26 16:02:18,9.43,56.94,10.024
2016-12-26 16:42:23,8.8,56.82,10.174
2016-12-26 17:22:24,9.37,56.9,11.705
2016-12-26 18:02:27,9.44,56.93,11.513
2016-12-26 18:42:30,8.58,56.58,13.72
2016-12-26 19:22:32,9.37,56.44,13.382
2016-12-26 20:02:35,8.58,56.24,11.604
2016-12-26 20:42:38,9.39,56.94,9.466
2016-12-26 21:22:40,8.63,56.94,10.176
2016-12-26 22:02:43,9.39,56.55,13.257
2016-12-26 22:42:46,9.41,54.98,14.582
2016-12-26 23:22:49,9.42,56.82,11.168
2016-12-27 00:02:52,9.39,56.7,13.432
2016-12-27 00:42:54,9.44,56.56,12.663
2016-12-27 01:22:57,9.29,57.01,13.857
2016-12-27 02:03:00,9.28,54.72,12.085
2016-12-27 02:43:03,9.41,56.94,9.693
2016-12-27 03:23:05,9.44,56.94,9.347
2016-12-27 04:03:08,9.4,56.46,12.854
2016-12-27 04:43:11,9.36,56.95,11.34
2016-12-27 05:23:14,9.35,56.77,12.826
2016-12-27 06:03:17,9.39,56.57,13.014
2016-12-27 06:43:20,9.21,56.05,15.607
2016-12-27 07:23:22,9.44,56.87,14.752
2016-12-27 08:03:24,8.63,56.74,12.952
2016-12-27 08:43:27,9.43,56.81,11.551
2016-12-27 09:23:30,9.44,56.76,9.529
2016-12-27 10:03:33,6.71,57.03,11.89
2016-12-27 10:43:36,9.44,56.95,11.568
2016-12-27 11:23:39,9.3,56.91,11.473
2016-12-27 12:03:43,8.59,56.23,9.459
2016-12-27 12:43:44,9.34,56.58,14.82
2016-12-27 13:23:47,9.35,56.95,10.116
2016-12-27 14:03:50,9.44,56.8,13.523
2016-12-27 14:43:52,9.41,56.46,13.297
2016-12-27 15:23:55,9.41,56.38,13.384
2016-12-27 16:03:58,9.33,56.92,11.559
2016-12-27 16:44:01,9.39,56.92,14.924
2016-12-27 17:24:03,9.4,56.8,11.28
2016-12-27 18:04:06,9.42,56.89,11.546
2016-12-27 18:44:09,9.39,56.82,12.138
2016-12-27 19:24:12,9.32,56.09,13.588
2016-12-27 20:04:14,9.36,56.8,11.383
2016-12-27 20:44:17,9.41,56.95,11.392
2016-12-27 21:24:20,9.31,55.0,11.318
2016-12-27 22:04:24,9.35,54.55,11.505
2016-12-27 22:44:26,9.25,56.1,11.422
2016-12-27 23:24:28,9.43,56.94,11.217
2016-12-28 00:04:30,9.41,56.94,11.227
2016-12-28 00:44:33,9.42,56.82,11.252
2016-12-28 01:24:37,9.46,56.94,9.39
2016-12-28 02:04:39,9.41,56.81,13.082
2016-12-28 02:44:43,9.38,56.81,10.924
2016-12-28 03:24:45,9.41,56.8,10.985
2016-12-28 04:04:47,8.62,56.3,13.747
2016-12-28 04:44:50,9.37,56.96,15.059
2016-12-28 05:24:54,9.42,56.01,12.938
2016-12-28 06:04:56,9.41,56.56,11.304
2016-12-28 06:44:59,9.37,56.95,14.326
2016-12-28 07:25:02,9.42,54.06,10.728
2016-12-28 08:05:04,9.4,56.99,9.547
2016-12-28 08:45:07,9.41,56.22,10.977
2016-12-28 09:25:10,9.43,56.8,11.359
2016-12-28 10:05:13,9.28,56.11,12.288
2016-12-28 10:45:15,9.38,56.76,13.715
2016-12-28 11:25:18,9.45,56.77,18.086
2016-12-28 12:05:21,9.45,56.84,11.804
2016-12-28 12:45:27,9.44,56.9,14.185
2016-12-28 13:25:28,9.42,56.93,11.01
2016-12-28 14:05:31,9.41,56.33,9.519
2016-12-28 14:45:31,9.44,56.94,16.204
2016-12-28 15:25:34,9.43,56.98,11.43
2016-12-28 16:05:37,9.41,56.93,11.797
2016-12-28 16:45:42,9.34,56.92,11.213
2016-12-28 17:25:43,9.34,56.94,9.719
2016-12-28 18:05:45,9.41,56.95,9.672
2016-12-28 18:45:48,9.45,56.36,13.213
2016-12-28 19:25:51,8.82,56.89,11.422
2016-12-28 20:05:54,9.23,54.07,10.844
2016-12-28 20:45:56,8.74,56.45,11.165
2016-12-28 21:26:02,9.42,57.01,11.179
2016-12-28 22:06:04,9.41,56.93,13.126
2016-12-28 22:46:05,9.37,56.89,11.548
2016-12-28 23:26:08,9.37,56.81,9.719
2016-12-29 00:06:10,9.35,56.94,11.315
2016-12-29 00:46:14,9.36,53.81,11.594
2016-12-29 01:26:16,9.39,56.43,13.308
2016-12-29 02:06:20,9.27,53.42,14.431
2016-12-29 02:46:22,8.85,56.8,13.315
2016-12-29 03:26:23,9.33,56.92,11.851
2016-12-29 04:06:27,9.44,56.82,13.676
2016-12-29 04:46:30,9.26,56.09,15.195
2016-12-29 05:26:33,9.3,56.01,15.433
2016-12-29 06:06:35,9.41,56.88,9.671
2016-12-29 06:46:38,9.43,57.0,11.536
2016-12-29 07:26:41,9.43,56.92,9.754
2016-12-29 08:06:43,9.43,56.93,9.22
2016-12-29 08:46:46,9.37,56.7,9.522
2016-12-29 09:26:49,9.38,56.81,12.054
2016-12-29 10:06:52,9.43,56.81,11.963
2016-12-29 10:46:55,8.89,56.74,11.172
2016-12-29 11:26:57,9.43,56.92,11.336
2016-12-29 12:07:01,9.36,55.42,12.024
2016-12-29 12:47:03,9.26,55.72,15.337
2016-12-29 13:27:06,9.35,56.69,13.194
2016-12-29 14:07:08,9.41,56.94,11.524
2016-12-29 14:47:14,9.42,56.93,9.549
2016-12-29 15:27:14,9.28,56.93,11.511
2016-12-29 16:07:17,9.41,56.92,11.688
2016-12-29 16:47:20,9.38,56.82,9.653
2016-12-29 17:27:23,9.25,53.78,13.418
2016-12-29 18:07:26,8.75,54.55,13.822
2016-12-29 18:47:28,9.42,56.9,11.44
2016-12-29 19:27:30,9.43,56.95,12.105
2016-12-29 20:07:35,9.4,50.9,11.681
2016-12-29 20:47:36,9.36,56.19,13.806
2016-12-29 21:27:40,8.64,56.92,15.012
2016-12-29 22:07:41,9.42,56.94,9.897
2016-12-29 22:47:45,9.36,54.44,11.428
2016-12-29 23:27:48,8.94,54.41,9.951
2016-12-30 00:07:50,9.38,56.88,9.769
2016-12-30 00:47:53,9.34,56.82,11.512
2016-12-30 01:27:58,9.32,56.75,11.865
2016-12-30 02:08:28,9.35,19.84,14.436
2016-12-30 02:48:01,8.69,56.93,9.423
2016-12-30 03:28:04,9.38,57.01,11.374
2016-12-30 04:08:07,9.4,56.89,14.554
2016-12-30 04:48:10,9.46,56.86,10.952
2016-12-30 05:28:12,9.39,56.94,11.406
2016-12-30 06:08:15,9.41,56.92,13.756
2016-12-30 06:48:17,9.4,56.94,10.827
2016-12-30 07:28:20,9.44,56.94,9.697
2016-12-30 08:08:23,9.44,56.92,11.218
2016-12-30 08:48:26,9.44,56.92,15.318
2016-12-30 09:28:29,9.41,56.91,11.001
2016-12-30 10:08:32,9.27,56.77,11.4
2016-12-30 10:48:35,9.27,56.24,13.021
2016-12-30 11:28:37,9.45,56.81,11.55
2016-12-30 12:08:40,9.43,56.92,9.67
2016-12-30 12:48:42,9.44,56.94,11.485
2016-12-30 13:28:46,8.69,56.1,11.501
2016-12-30 14:08:48,9.4,56.81,11.49
2016-12-30 14:48:51,9.33,56.78,11.356
2016-12-30 15:28:54,9.33,56.79,14.44
2016-12-30 16:08:57,9.41,56.47,12.964
2016-12-30 16:48:59,9.43,56.8,13.029
2016-12-30 17:29:03,9.28,55.32,15.336
2016-12-30 18:09:05,9.41,56.95,14.595
2016-12-30 18:49:07,8.71,56.81,11.271
2016-12-30 19:29:10,9.41,57.0,11.322
2016-12-30 20:09:16,9.4,57.01,11.488
2016-12-30 20:49:16,8.97,56.81,11.62
2016-12-30 21:29:19,9.38,56.91,11.437
2016-12-30 22:09:21,9.34,56.91,11.493
2016-12-30 22:49:27,9.44,56.8,11.834
2016-12-30 23:29:27,9.42,56.58,13.361
2016-12-31 00:09:30,9.44,56.95,11.892
2016-12-31 00:49:33,9.27,56.1,17.229
2016-12-31 01:29:35,9.37,56.88,10.155
2016-12-31 02:09:38,9.41,56.92,9.79
2016-12-31 02:49:41,9.43,56.94,9.827
2016-12-31 03:29:44,9.23,56.12,12.262
2016-12-31 04:09:46,9.4,56.78,9.53
2016-12-31 04:49:49,9.24,56.91,11.325
2016-12-31 05:29:52,9.38,56.95,9.371
2016-12-31 06:09:54,9.42,56.87,9.704
2016-12-31 06:49:57,9.41,56.82,10.892
2016-12-31 07:30:00,9.4,57.02,14.629
2016-12-31 08:10:03,9.39,55.99,12.922
2016-12-31 08:50:06,9.42,56.82,11.195
2016-12-31 09:30:08,9.4,56.94,9.209
2016-12-31 10:10:11,9.37,56.95,9.333
2016-12-31 10:50:14,9.42,56.9,12.179
2016-12-31 11:30:16,9.27,56.91,10.208
2016-12-31 12:10:19,9.43,56.76,11.459
2016-12-31 12:50:21,9.38,56.81,13.078
2016-12-31 13:30:25,9.39,56.92,11.464
2016-12-31 14:10:28,9.41,56.9,14.857
2016-12-31 14:50:30,9.38,56.89,13.331
2016-12-31 15:30:33,9.37,56.93,11.435
2016-12-31 16:10:42,9.06,44.8,16.23
2016-12-31 16:50:39,9.44,56.36,11.217
2016-12-31 17:30:42,9.45,56.94,12.179
2016-12-31 18:10:45,9.38,55.33,11.681
2016-12-31 18:50:49,9.27,56.91,9.775
2016-12-31 19:30:50,9.42,56.94,14.339
2016-12-31 20:10:52,9.28,55.76,15.499
2016-12-31 20:50:56,9.19,56.0,15.424
2016-12-31 21:30:58,9.44,56.95,13.315
2016-12-31 22:11:01,9.43,57.0,11.125
2016-12-31 22:51:04,9.4,56.94,14.384
2016-12-31 23:31:06,8.62,56.55,13.02
2017-01-01 00:11:09,8.8,57.01,11.176
2017-01-01 00:51:13,9.45,56.81,11.57
2017-01-01 01:31:16,9.39,56.8,9.322
2017-01-01 02:11:17,9.31,56.8,9.854
2017-01-01 02:51:23,9.35,55.93,9.899
2017-01-01 03:31:27,9.36,57.01,11.353
2017-01-01 04:11:25,9.43,56.92,11.427
2017-01-01 04:51:28,9.36,56.92,16.225
2017-01-01 05:31:31,9.45,56.81,12.634
2017-01-01 06:11:33,9.43,56.95,14.591
2017-01-01 06:51:35,9.42,56.78,12.87
2017-01-01 07:31:38,9.41,56.82,11.475
2017-01-01 08:11:43,9.28,56.77,10.843
2017-01-01 08:51:44,9.38,56.79,13.089
2017-01-01 09:31:47,9.43,56.93,9.804
2017-01-01 10:11:50,9.42,56.92,11.418
2017-01-01 10:51:53,9.3,56.76,9.114
2017-01-01 11:31:56,9.33,56.8,11.216
2017-01-01 12:11:59,9.31,56.77,9.885
2017-01-01 12:52:01,9.33,56.92,13.375
2017-01-01 13:32:05,9.37,56.56,14.688
2017-01-01 14:12:06,9.35,56.23,14.68
2017-01-01 14:52:09,9.34,56.65,11.417
2017-01-01 15:32:11,9.31,56.68,9.734
2017-01-01 16:12:15,9.37,56.51,11.263
2017-01-01 16:52:18,9.34,56.75,11.698
2017-01-01 17:32:21,9.41,56.55,11.548
2017-01-01 18:12:25,8.86,56.69,10.401
2017-01-01 18:52:25,9.23,56.93,13.364
2017-01-01 19:32:29,8.56,55.1,13.849
2017-01-01 20:12:32,9.41,56.94,11.623
2017-01-01 20:52:34,9.39,56.82,13.706
2017-01-01 21:32:37,9.4,56.91,13.472
2017-01-01 22:12:40,8.75,54.07,13.595
2017-01-01 22:52:43,9.36,55.05,12.141
2017-01-01 23:32:46,9.15,55.42,16.869
2017-01-02 00:12:49,9.26,55.09,9.667
2017-01-02 00:52:50,9.35,56.79,11.443
2017-01-02 01:32:54,9.46,56.89,11.556
2017-01-02 02:12:57,9.43,56.93,15.268
2017-01-02 02:52:59,9.25,56.12,15.395
2017-01-02 03:33:02,9.4,57.03,10.967
2017-01-02 04:13:04,9.42,56.94,9.296
2017-01-02 04:53:08,8.91,56.56,12.718
2017-01-02 05:33:11,9.33,56.81,9.859
2017-01-02 06:13:13,9.34,56.92,11.429
2017-01-02 06:53:19,9.4,56.92,11.075
2017-01-02 07:33:19,9.45,56.94,9.971
2017-01-02 08:13:22,8.7,56.98,13.315
2017-01-02 08:53:24,8.69,56.82,9.404
2017-01-02 09:33:27,9.42,56.93,11.394
2017-01-02 10:13:30,9.42,56.82,11.693
2017-01-02 10:53:32,9.43,56.92,11.48
2017-01-02 11:33:35,9.42,57.01,14.762
2017-01-02 12:13:39,9.26,55.85,15.365
2017-01-02 12:53:44,8.81,56.17,15.251
2017-01-02 13:33:43,9.4,56.94,11.509
2017-01-02 14:13:46,8.85,56.92,9.606
2017-01-02 14:53:48,8.04,56.11,10.429
2017-01-02 15:33:52,9.4,56.89,11.605
2017-01-02 16:13:55,9.36,56.78,13.973
2017-01-02 16:53:57,9.43,56.78,13.609
2017-01-02 17:34:00,9.39,56.93,11.34
2017-01-02 18:14:03,9.37,56.93,9.586
2017-01-02 18:54:07,9.45,56.9,13.649
2017-01-02 19:34:08,9.42,56.91,11.414
2017-01-02 20:14:10,9.38,56.92,10.035
2017-01-02 20:54:16,9.14,50.63,11.801
2017-01-02 21:34:18,9.36,53.27,9.404
2017-01-02 22:14:20,9.37,54.07,9.723
2017-01-02 22:54:22,9.39,55.42,11.743
2017-01-02 23:34:25,9.42,56.81,9.952
2017-01-03 00:14:28,8.47,55.07,12.999
2017-01-03 00:54:31,9.38,55.93,12.879
2017-01-03 01:34:34,8.56,56.93,14.136
2017-01-03 02:14:36,9.41,56.76,14.279
2017-01-03 02:54:40,9.23,56.08,15.269
2017-01-03 03:34:41,9.39,56.92,14.094
2017-01-03 04:14:44,9.43,57.01,11.555
2017-01-03 04:54:47,9.41,56.95,10.679
2017-01-03 05:34:50,9.42,56.95,11.539
2017-01-03 06:14:53,9.26,55.9,12.337
2017-01-03 06:54:58,9.44,56.98,11.184
2017-01-03 07:35:01,9.43,57.03,14.445
2017-01-03 08:15:01,9.44,56.75,12.949
2017-01-03 08:55:04,9.39,56.94,11.361
2017-01-03 09:35:07,9.42,56.82,11.215
2017-01-03 10:15:10,9.27,56.23,15.75
2017-01-03 10:55:12,9.24,56.12,15.231
2017-01-03 11:35:15,9.18,56.93,11.019
2017-01-03 12:15:18,9.38,57.02,11.467
2017-01-03 12:55:20,9.04,57.01,11.275
2017-01-03 13:35:23,9.39,56.91,11.256
2017-01-03 14:15:26,9.45,56.94,11.745
2017-01-03 14:55:29,9.36,56.94,11.105
2017-01-03 15:35:32,9.44,56.79,14.28
2017-01-03 16:15:34,9.34,56.98,12.048
2017-01-03 16:55:37,9.42,56.88,11.115
2017-01-03 17:35:40,9.38,56.93,14.863
2017-01-03 18:15:42,9.44,56.37,11.201
2017-01-03 18:55:46,9.45,56.8,11.687
2017-01-03 19:35:48,9.45,56.92,9.772
2017-01-03 20:15:50,9.42,56.93,11.357
2017-01-03 20:55:54,9.39,56.94,11.748
2017-01-03 21:35:57,9.29,54.4,9.726
2017-01-03 22:15:58,9.36,56.88,14.123
2017-01-03 22:56:02,9.38,55.43,12.144
2017-01-03 23:36:06,8.44,51.96,15.092
2017-01-04 00:16:09,9.33,51.73,14.889
2017-01-04 00:56:10,9.42,56.94,12.183
2017-01-04 01:36:13,9.33,56.8,11.387
2017-01-04 02:16:16,9.4,56.99,12.782
2017-01-04 02:56:19,9.42,56.93,9.549
2017-01-04 03:36:22,9.45,56.91,11.376
2017-01-04 04:16:24,9.43,56.9,10.121
2017-01-04 04:56:27,9.41,56.92,11.43
2017-01-04 05:36:28,9.4,56.93,9.715
2017-01-04 06:16:32,9.36,56.92,9.739
2017-01-04 06:56:35,9.42,56.92,11.084
2017-01-04 07:36:38,9.45,56.8,11.288
2017-01-04 08:16:41,9.27,56.09,15.703
2017-01-04 08:56:44,8.74,56.1,15.049
2017-01-04 09:36:47,9.33,55.74,12.566
2017-01-04 10:16:49,9.23,56.09,15.526
2017-01-04 10:56:52,8.65,56.93,11.424
2017-01-04 11:37:09,7.6,56.75,43.571
2017-01-04 12:16:57,9.27,56.45,11.256
2017-01-04 12:57:01,9.23,53.75,10.672
2017-01-04 13:37:02,9.37,56.77,14.521
2017-01-04 14:17:05,9.29,56.82,15.216
2017-01-04 14:57:12,7.66,48.4,18.17
2017-01-04 15:37:12,9.31,56.05,15.229
2017-01-04 16:17:14,9.41,56.9,13.411
2017-01-04 16:57:17,9.41,56.34,14.659
2017-01-04 17:37:20,9.33,55.07,12.809
2017-01-04 18:17:23,9.37,55.04,13.068
2017-01-04 18:57:25,9.41,56.95,10.297
2017-01-04 19:37:28,9.19,56.04,12.288
2017-01-04 20:17:32,9.36,52.56,13.585
2017-01-04 20:57:35,9.24,51.0,15.929
2017-01-04 21:37:34,9.27,51.17,14.819
2017-01-04 22:17:40,9.0,52.52,15.679
2017-01-04 22:57:41,8.94,54.55,15.567
2017-01-04 23:37:45,9.2,56.11,15.771
2017-01-05 00:17:47,9.35,55.9,13.23
2017-01-05 00:57:49,9.29,56.77,13.052
2017-01-05 01:37:55,9.43,56.92,11.665
2017-01-05 02:17:55,9.24,56.11,15.67
2017-01-05 02:57:59,9.29,56.12,12.464
2017-01-05 03:38:01,9.26,56.8,16.11
2017-01-05 04:18:04,9.16,56.09,15.496
2017-01-05 04:58:07,9.27,56.09,15.683
2017-01-05 05:38:10,9.27,56.11,15.272
2017-01-05 06:18:13,9.28,56.06,15.623
2017-01-05 06:58:15,9.22,56.11,18.201
2017-01-05 07:38:18,9.43,56.93,13.207
2017-01-05 08:18:20,9.43,56.8,11.943
2017-01-05 08:58:23,9.3,56.23,12.208
2017-01-05 09:38:26,9.29,55.75,14.893
2017-01-05 10:18:29,9.43,56.78,13.243
2017-01-05 11:38:34,9.29,56.34,13.277
2017-01-05 12:18:38,9.28,53.79,15.603
2017-01-05 12:58:41,9.2,52.66,16.389
2017-01-05 13:38:42,9.39,54.84,11.523
2017-01-05 14:18:46,9.39,55.96,13.686
2017-01-05 14:58:49,8.66,56.66,11.08
2017-01-05 15:38:53,9.24,49.34,16.1
2017-01-05 16:18:54,9.28,56.03,11.718
2017-01-05 17:39:00,9.22,55.39,16.096
2017-01-05 19:39:07,9.42,55.9,12.131
2017-01-05 20:59:12,9.42,56.71,13.083
2017-01-05 21:39:18,9.45,57.03,10.265
2017-01-05 22:19:19,9.29,56.08,15.627
2017-01-05 22:59:22,9.06,56.91,11.337
2017-01-05 23:39:24,9.41,56.42,13.02
2017-01-06 00:19:25,9.39,56.93,11.685
2017-01-06 00:59:31,8.66,56.1,11.071
2017-01-06 01:39:33,9.25,56.08,15.268
2017-01-06 04:59:46,9.38,56.93,13.45
2017-01-06 06:19:52,9.2,56.06,12.175
2017-01-06 06:59:54,9.42,56.47,11.097
2017-01-06 07:40:00,8.65,56.93,10.022
2017-01-06 08:20:00,9.37,56.81,17.587
2017-01-06 09:00:03,9.28,56.12,12.947
2017-01-06 09:40:06,9.3,56.12,15.422
2017-01-06 10:20:08,9.36,56.91,13.364
2017-01-06 12:20:17,9.39,56.74,13.087
2017-01-06 13:00:20,9.07,56.94,11.752
2017-01-06 13:40:23,8.66,56.89,12.642
2017-01-06 15:00:28,9.36,56.33,11.446
2017-01-06 16:20:35,8.34,50.77,13.172
2017-01-06 17:00:37,9.2,51.61,15.324
2017-01-06 17:40:39,9.28,53.75,13.409
2017-01-06 18:20:42,9.32,55.85,11.525
2017-01-06 19:00:44,9.41,56.92,11.445
2017-01-06 19:40:47,9.4,56.94,11.371
2017-01-06 20:20:54,9.41,56.92,10.044
2017-01-06 21:00:53,9.43,56.91,10.399
2017-01-06 21:40:55,9.44,56.67,11.042
2017-01-06 22:20:59,9.43,55.74,11.332
2017-01-06 23:01:02,9.19,55.08,15.64
2017-01-06 23:41:04,9.38,54.76,13.663
2017-01-07 00:21:07,9.37,55.09,11.164
2017-01-07 01:01:10,9.39,54.72,14.497
2017-01-07 01:41:13,9.27,54.39,9.498
2017-01-07 02:21:16,9.33,53.13,13.227
2017-01-07 03:01:20,9.39,56.93,10.045
2017-01-07 03:41:20,9.43,56.92,11.385
2017-01-07 04:21:23,9.37,56.93,9.432
2017-01-07 05:01:26,9.46,56.86,11.378
2017-01-07 05:41:29,9.43,56.89,9.659
2017-01-07 06:21:32,9.38,56.81,11.215
2017-01-07 07:01:34,9.34,56.59,10.714
2017-01-07 07:41:37,9.39,56.93,13.683
2017-01-07 08:21:40,9.36,56.93,11.549
2017-01-07 09:01:42,8.44,56.89,13.642
2017-01-07 09:41:45,9.41,56.57,9.645
2017-01-07 10:21:47,9.31,56.94,10.89
2017-01-07 11:01:51,9.37,56.8,12.838
2017-01-07 11:41:55,9.3,53.77,11.539
2017-01-07 12:21:55,9.39,56.92,11.589
2017-01-07 13:01:59,9.44,56.93,11.288
2017-01-07 13:42:03,8.59,56.78,14.337
2017-01-07 14:22:07,8.56,53.49,11.851
