"Br1301, x","Br1301, y","Br1601 10min medel, x","Br1601 10min medel, y","Br1602, x","Br1602, y","Br1301 (1), x","Br1301 (1), y","Br1601, x","Br1601, y","Br1602 (1), x","Br1602 (1), y"
2017-12-18 11:00:10,0.0725737135,2017-12-14 17:00:00,0.0129524037,2017-12-13 00:45:10,-0.3352699634,2017-12-13 18:40:05,66.667,2017-12-13 18:45:05,97.0,2017-12-13 18:45:10,84.053
2017-12-18 11:30:10,0.0905737135,2017-12-14 17:10:00,0.0079524037,2017-12-13 00:46:05,-0.3352699634,2017-12-13 18:45:05,66.667,2017-12-13 18:50:10,97.325,2017-12-13 18:50:10,83.667
2017-12-18 12:00:10,0.0905737135,2017-12-14 17:20:00,0.0165524037,2017-12-13 00:47:05,-0.3502699634,2017-12-13 18:50:05,66.667,2017-12-13 18:55:05,96.844,2017-12-13 18:55:10,85.333
2017-12-18 12:30:10,0.0935737135,2017-12-14 17:30:00,0.0135524037,2017-12-13 00:48:05,-0.3252699634,2017-12-13 18:55:05,66.667,2017-12-13 19:00:10,97.0,2017-12-13 19:00:10,83.0
2017-12-18 13:00:10,0.0875737135,2017-12-14 17:40:00,0.0169524037,2017-12-13 00:49:05,-0.3192699634,2017-12-13 19:00:21,67.0,2017-12-13 19:05:05,97.325,2017-12-13 19:05:10,82.333
2017-12-18 13:30:10,0.1035737135,2017-12-14 17:50:00,0.0081524037,2017-12-13 00:50:10,-0.3382699634,2017-12-13 19:05:05,66.667,2017-12-13 19:10:10,97.0,2017-12-13 19:10:10,85.0
2017-12-18 14:00:10,0.1125737135,2017-12-14 18:00:00,0.0153524037,2017-12-13 00:51:05,-0.3442699634,2017-12-13 19:10:05,67.0,2017-12-13 19:15:05,96.678,2017-12-13 19:15:10,84.333
2017-12-18 14:30:10,0.1065737135,2017-12-14 18:10:00,0.0159524037,2017-12-13 00:52:05,-0.3532699634,2017-12-13 19:15:05,66.667,2017-12-13 19:20:10,97.167,2017-12-13 19:20:10,83.0
2017-12-18 15:00:10,0.1035737135,2017-12-14 18:20:00,0.0085524037,2017-12-13 00:53:05,-0.3472699634,2017-12-13 19:20:05,66.333,2017-12-13 19:25:05,97.0,2017-12-13 19:25:10,83.667
2017-12-18 15:30:10,0.1215737135,2017-12-14 18:30:00,0.0091524037,2017-12-13 00:54:05,-0.3562699634,2017-12-13 19:25:05,66.667,2017-12-13 19:30:10,97.0,2017-12-13 19:30:10,80.333
2017-12-18 16:00:10,0.1125737135,2017-12-14 18:40:00,0.0091524037,2017-12-13 00:55:10,-0.3472699634,2017-12-13 19:30:21,66.667,2017-12-13 19:35:05,97.325,2017-12-13 19:35:10,82.943
2017-12-18 16:30:10,0.1005737135,2017-12-14 18:50:00,0.0099524037,2017-12-13 00:56:05,-0.3312699634,2017-12-13 19:35:05,66.667,2017-12-13 19:40:10,97.0,2017-12-13 19:40:10,83.056
2017-12-18 17:00:10,0.0875737135,2017-12-14 19:00:00,0.0029524037,2017-12-13 00:57:05,-0.3502699634,2017-12-13 19:40:05,66.667,2017-12-13 19:45:05,96.844,2017-12-13 19:45:10,81.667
2017-12-18 17:30:10,0.1005737135,2017-12-14 19:10:00,0.0153524037,2017-12-13 00:58:05,-0.3562699634,2017-12-13 19:45:05,67.0,2017-12-13 19:50:10,97.325,2017-12-13 19:50:10,81.333
2017-12-18 18:00:10,0.1095737135,2017-12-14 19:20:00,0.0153524037,2017-12-13 00:59:05,-0.3282699634,2017-12-13 19:50:05,66.667,2017-12-13 19:55:05,96.844,2017-12-13 19:55:10,80.333
2017-12-18 18:30:10,0.0875737135,2017-12-14 19:30:00,0.0147524037,2017-12-13 01:00:10,-0.3102699634,2017-12-13 19:55:05,66.667,2017-12-13 20:00:10,97.325,2017-12-13 20:00:10,84.0
2017-12-18 19:00:10,0.0935737135,2017-12-14 19:40:00,0.0075524037,2017-12-13 01:01:05,-0.3352699634,2017-12-13 20:00:21,67.0,2017-12-13 20:05:05,96.844,2017-12-13 20:05:10,83.612
2017-12-18 19:30:10,0.0935737135,2017-12-14 19:50:00,0.0133524037,2017-12-13 01:02:05,-0.3382699634,2017-12-13 20:05:05,67.0,2017-12-13 20:10:10,97.325,2017-12-13 20:10:10,83.056
2017-12-18 20:00:10,0.1005737135,2017-12-14 20:00:00,0.0121524037,2017-12-13 01:03:05,-0.3382699634,2017-12-13 20:10:05,66.667,2017-12-13 20:15:05,96.844,2017-12-13 20:15:10,82.333
2017-12-18 20:30:10,0.0875737135,2017-12-14 20:10:00,0.0105524037,2017-12-13 01:04:05,-0.3412699634,2017-12-13 20:15:05,66.667,2017-12-13 20:20:10,97.325,2017-12-13 20:20:10,84.667
2017-12-18 21:00:10,0.0845737135,2017-12-14 20:20:00,0.0183524037,2017-12-13 01:05:10,-0.3412699634,2017-12-13 20:20:05,66.667,2017-12-13 20:25:05,96.844,2017-12-13 20:25:10,83.667
2017-12-18 21:30:10,0.0785737135,2017-12-14 20:30:00,0.0183524037,2017-12-13 01:06:05,-0.3352699634,2017-12-13 20:25:05,66.667,2017-12-13 20:30:10,97.325,2017-12-13 20:30:10,81.271
2017-12-18 22:00:10,0.0845737135,2017-12-14 20:40:00,0.0189524037,2017-12-13 01:07:05,-0.3502699634,2017-12-13 20:30:21,67.0,2017-12-13 20:35:05,96.844,2017-12-13 20:35:10,83.721
2017-12-18 22:30:10,0.0845737135,2017-12-14 20:50:00,0.0177524037,2017-12-13 01:08:05,-0.3412699634,2017-12-13 20:35:05,66.667,2017-12-13 20:40:10,97.0,2017-12-13 20:40:10,83.333
2017-12-18 23:00:10,0.0815737135,2017-12-14 21:00:00,0.0159524037,2017-12-13 01:09:05,-0.3352699634,2017-12-13 20:40:05,66.667,2017-12-13 20:45:05,97.325,2017-12-13 20:45:10,82.0
2017-12-18 23:30:10,0.0755737135,2017-12-14 21:10:00,0.0171524037,2017-12-13 01:10:10,-0.3012699634,2017-12-13 20:45:05,67.0,2017-12-13 20:50:10,96.678,2017-12-13 20:50:10,84.615
2017-12-19 00:00:10,0.0665737135,2017-12-14 21:20:00,0.0201524037,2017-12-13 01:11:05,-0.3472699634,2017-12-13 20:50:05,66.667,2017-12-13 20:55:05,97.492,2017-12-13 20:55:10,81.727
2017-12-19 00:30:10,0.0785737135,2017-12-14 21:30:00,0.0157524037,2017-12-13 01:12:05,-0.3472699634,2017-12-13 20:55:05,67.0,2017-12-13 21:00:10,96.678,2017-12-13 21:00:10,82.667
2017-12-19 01:00:10,0.0505737135,2017-12-14 21:40:00,0.0219524037,2017-12-13 01:13:05,-0.3682699634,2017-12-13 21:00:21,67.0,2017-12-13 21:05:05,97.167,2017-12-13 21:05:10,83.333
2017-12-19 01:30:10,0.0695737135,2017-12-14 21:50:00,0.0141524037,2017-12-13 01:14:05,-0.3282699634,2017-12-13 21:05:05,67.0,2017-12-13 21:10:10,97.167,2017-12-13 21:10:10,83.667
2017-12-19 02:00:10,0.0505737135,2017-12-14 22:00:00,0.0159524037,2017-12-13 01:15:10,-0.3162699634,2017-12-13 21:10:05,67.0,2017-12-13 21:15:05,97.325,2017-12-13 21:15:10,85.0
2017-12-19 02:30:10,0.0575737135,2017-12-14 22:10:00,0.0195524037,2017-12-13 01:16:05,-0.3782699634,2017-12-13 21:15:05,67.0,2017-12-13 21:20:10,97.167,2017-12-13 21:20:10,83.278
2017-12-19 03:00:10,0.0725737135,2017-12-14 22:20:00,0.0189524037,2017-12-13 01:17:05,-0.3382699634,2017-12-13 21:20:05,67.0,2017-12-13 21:25:05,97.167,2017-12-13 21:25:10,83.056
2017-12-19 03:30:10,0.0665737135,2017-12-14 22:30:00,0.0177524037,2017-12-13 01:18:05,-0.3352699634,2017-12-13 21:25:05,67.0,2017-12-13 21:30:10,96.844,2017-12-13 21:30:10,81.333
2017-12-19 04:00:10,0.0505737135,2017-12-14 22:40:00,0.0289524037,2017-12-13 01:19:05,-0.3132699634,2017-12-13 21:30:21,66.667,2017-12-13 21:35:05,97.167,2017-12-13 21:35:10,83.612
2017-12-19 04:30:10,0.0635737135,2017-12-14 22:50:00,0.0189524037,2017-12-13 01:20:10,-0.3312699634,2017-12-13 21:35:05,66.667,2017-12-13 21:40:10,97.325,2017-12-13 21:40:10,83.389
2017-12-19 05:00:10,0.0575737135,2017-12-14 23:00:00,0.0225524037,2017-12-13 01:21:05,-0.3382699634,2017-12-13 21:40:05,66.667,2017-12-13 21:45:05,96.844,2017-12-13 21:45:10,82.667
2017-12-19 05:30:10,0.0785737135,2017-12-14 23:10:00,0.0225524037,2017-12-13 01:22:05,-0.3442699634,2017-12-13 21:45:05,66.333,2017-12-13 21:50:10,97.325,2017-12-13 21:50:10,83.278
2017-12-19 06:00:10,0.0505737135,2017-12-14 23:20:00,0.0201524037,2017-12-13 01:23:05,-0.3412699634,2017-12-13 21:50:05,67.0,2017-12-13 21:55:05,96.844,2017-12-13 21:55:10,81.727
2017-12-19 06:30:10,0.0535737135,2017-12-14 23:30:00,0.0105524037,2017-12-13 01:24:05,-0.3592699634,2017-12-13 21:55:05,67.0,2017-12-13 22:00:10,97.0,2017-12-13 22:00:10,84.0
2017-12-19 07:00:10,0.0635737135,2017-12-14 23:40:00,0.0195524037,2017-12-13 01:25:10,-0.3282699634,2017-12-13 22:00:21,67.0,2017-12-13 22:05:05,97.167,2017-12-13 22:05:10,81.0
2017-12-19 07:30:10,0.0635737135,2017-12-14 23:50:00,0.0213524037,2017-12-13 01:26:05,-0.3412699634,2017-12-13 22:05:05,67.0,2017-12-13 22:10:10,97.167,2017-12-13 22:10:10,85.0
2017-12-19 08:00:10,0.0725737135,2017-12-15 00:00:00,0.0267524037,2017-12-13 01:27:05,-0.3382699634,2017-12-13 22:10:05,66.667,2017-12-13 22:15:05,97.0,2017-12-13 22:15:10,84.0
2017-12-19 08:30:10,0.0755737135,2017-12-15 00:10:00,0.0159524037,2017-12-13 01:28:05,-0.3442699634,2017-12-13 22:15:05,67.333,2017-12-13 22:20:10,97.492,2017-12-13 22:20:10,84.0
2017-12-19 09:00:10,0.0575737135,2017-12-15 00:20:00,0.0195524037,2017-12-13 01:29:05,-0.3312699634,2017-12-13 22:20:05,66.667,2017-12-13 22:25:05,96.844,2017-12-13 22:25:10,81.333
2017-12-19 09:30:10,0.0975737135,2017-12-15 00:30:00,0.0213524037,2017-12-13 01:30:10,-0.3412699634,2017-12-13 22:25:05,67.333,2017-12-13 22:30:10,97.167,2017-12-13 22:30:10,84.0
2017-12-19 10:00:10,0.0725737135,2017-12-15 00:40:00,0.0199524037,2017-12-13 01:31:05,-0.3222699634,2017-12-13 22:30:21,67.333,2017-12-13 22:35:05,97.167,2017-12-13 22:35:10,84.667
2017-12-19 10:30:10,0.0665737135,2017-12-15 00:50:00,0.0225524037,2017-12-13 01:32:05,-0.3132699634,2017-12-13 22:35:05,67.0,2017-12-13 22:40:10,97.0,2017-12-13 22:40:10,83.278
2017-12-19 11:00:10,0.0605737135,2017-12-15 01:00:00,0.0231524037,2017-12-13 01:33:05,-0.3252699634,2017-12-13 22:40:05,67.333,2017-12-13 22:45:05,97.167,2017-12-13 22:45:10,83.721
2017-12-19 11:30:10,0.0505737135,2017-12-15 01:10:00,0.0249524037,2017-12-13 01:34:05,-0.3502699634,2017-12-13 22:45:05,67.333,2017-12-13 22:50:10,97.167,2017-12-13 22:50:10,86.622
2017-12-19 12:00:10,0.0665737135,2017-12-15 01:20:00,0.0189524037,2017-12-13 01:35:10,-0.3412699634,2017-12-13 22:50:05,66.667,2017-12-13 22:55:05,97.0,2017-12-13 22:55:10,83.444
2017-12-19 12:30:10,0.0665737135,2017-12-15 01:30:00,0.0231524037,2017-12-13 01:36:05,-0.3192699634,2017-12-13 22:55:05,67.0,2017-12-13 23:00:10,97.0,2017-12-13 23:00:10,82.943
2017-12-19 13:00:10,0.0785737135,2017-12-15 01:40:00,0.0165524037,2017-12-13 01:37:05,-0.3132699634,2017-12-13 23:00:21,66.667,2017-12-13 23:05:05,97.0,2017-12-13 23:05:10,85.0
2017-12-19 13:30:10,0.0605737135,2017-12-15 01:50:00,0.0201524037,2017-12-13 01:38:05,-0.3562699634,2017-12-13 23:05:05,66.667,2017-12-13 23:10:10,97.157,2017-12-13 23:10:10,84.053
2017-12-19 14:00:10,0.0475737135,2017-12-15 02:00:00,0.0231524037,2017-12-13 01:39:05,-0.3352699634,2017-12-13 23:10:05,66.667,2017-12-13 23:15:05,96.512,2017-12-13 23:15:10,82.215
2017-12-19 14:30:10,0.0665737135,2017-12-15 02:10:00,0.0233524037,2017-12-13 01:40:10,-0.3252699634,2017-12-13 23:15:05,66.667,2017-12-13 23:20:10,97.0,2017-12-13 23:20:10,83.721
2017-12-19 15:00:10,0.0755737135,2017-12-15 02:20:00,0.0237524037,2017-12-13 01:41:05,-0.3252699634,2017-12-13 23:20:05,66.667,2017-12-13 23:25:05,97.157,2017-12-13 23:25:10,83.667
2017-12-19 15:30:10,0.0755737135,2017-12-15 02:30:00,0.0213524037,2017-12-13 01:42:05,-0.3382699634,2017-12-13 23:25:05,66.667,2017-12-13 23:30:10,96.678,2017-12-13 23:30:10,80.0
2017-12-19 16:00:10,0.0535737135,2017-12-15 02:40:00,0.0249524037,2017-12-13 01:43:05,-0.3562699634,2017-12-13 23:30:21,66.667,2017-12-13 23:35:05,97.157,2017-12-13 23:35:10,82.667
2017-12-19 16:30:10,0.0605737135,2017-12-15 02:50:00,0.0243524037,2017-12-13 01:44:05,-0.3352699634,2017-12-13 23:35:05,67.333,2017-12-13 23:40:10,96.512,2017-12-13 23:40:10,81.271
2017-12-19 17:00:10,0.0695737135,2017-12-15 03:00:00,0.0177524037,2017-12-13 01:45:10,-0.3382699634,2017-12-13 23:40:05,66.667,2017-12-13 23:45:05,97.0,2017-12-13 23:45:10,81.727
2017-12-19 17:30:10,0.0665737135,2017-12-15 03:10:00,0.0213524037,2017-12-13 01:46:05,-0.3352699634,2017-12-13 23:45:05,67.0,2017-12-13 23:50:10,97.0,2017-12-13 23:50:10,82.667
2017-12-19 18:00:10,0.0325737135,2017-12-15 03:20:00,0.0213524037,2017-12-13 01:47:05,-0.3312699634,2017-12-13 23:50:05,66.667,2017-12-13 23:55:05,97.157,2017-12-13 23:55:10,82.333
2017-12-19 18:30:10,0.0535737135,2017-12-15 03:30:00,0.0183524037,2017-12-13 01:48:05,-0.3382699634,2017-12-13 23:55:05,67.333,2017-12-14 00:00:10,96.512,2017-12-14 00:00:10,81.0
2017-12-19 19:00:10,0.0505737135,2017-12-15 03:40:00,0.0237524037,2017-12-13 01:49:05,-0.3282699634,2017-12-14 00:00:21,66.667,2017-12-14 00:05:05,97.0,2017-12-14 00:05:10,82.609
2017-12-19 19:30:10,0.0385737135,2017-12-15 03:50:00,0.0291524037,2017-12-13 01:50:10,-0.3442699634,2017-12-14 00:05:05,67.0,2017-12-14 00:10:10,96.834,2017-12-14 00:10:10,83.389
2017-12-19 20:00:10,0.0505737135,2017-12-15 04:00:00,0.0207524037,2017-12-13 01:51:05,-0.3102699634,2017-12-14 00:10:05,67.0,2017-12-14 00:15:05,96.834,2017-12-14 00:15:10,84.333
2017-12-19 20:30:10,0.0505737135,2017-12-15 04:10:00,0.0213524037,2017-12-13 01:52:05,-0.3472699634,2017-12-14 00:15:05,67.0,2017-12-14 00:20:10,97.157,2017-12-14 00:20:10,82.0
2017-12-19 21:00:10,0.0575737135,2017-12-15 04:20:00,0.0249524037,2017-12-13 01:53:05,-0.3312699634,2017-12-14 00:20:05,67.0,2017-12-14 00:25:05,96.678,2017-12-14 00:25:10,83.667
2017-12-19 21:30:10,0.0505737135,2017-12-15 04:30:00,0.0267524037,2017-12-13 01:54:05,-0.3472699634,2017-12-14 00:25:05,67.333,2017-12-14 00:30:10,97.157,2017-12-14 00:30:10,82.0
2017-12-19 22:00:10,0.0355737135,2017-12-15 04:40:00,0.0225524037,2017-12-13 01:55:10,-0.3532699634,2017-12-14 00:30:21,66.667,2017-12-14 00:35:05,96.678,2017-12-14 00:35:10,84.615
2017-12-19 22:30:10,0.0355737135,2017-12-15 04:50:00,0.0311524037,2017-12-13 01:56:05,-0.3352699634,2017-12-14 00:35:05,67.0,2017-12-14 00:40:10,97.157,2017-12-14 00:40:10,83.056
2017-12-19 23:00:10,0.0175737135,2017-12-15 05:00:00,0.0255524037,2017-12-13 01:57:05,-0.3652699634,2017-12-14 00:40:05,66.667,2017-12-14 00:45:05,96.512,2017-12-14 00:45:10,82.667
2017-12-19 23:30:10,0.0385737135,2017-12-15 05:10:00,0.0231524037,2017-12-13 01:58:05,-0.3412699634,2017-12-14 00:45:05,66.667,2017-12-14 00:50:10,97.0,2017-12-14 00:50:10,82.0
2017-12-20 00:00:10,0.0505737135,2017-12-15 05:20:00,0.0255524037,2017-12-13 01:59:05,-0.3192699634,2017-12-14 00:50:05,67.0,2017-12-14 00:55:05,97.157,2017-12-14 00:55:10,80.667
2017-12-20 00:30:10,0.0445737135,2017-12-15 05:30:00,0.0183524037,2017-12-13 02:00:10,-0.3222699634,2017-12-14 00:55:05,66.667,2017-12-14 01:00:10,96.512,2017-12-14 01:00:10,81.333
2017-12-20 01:00:10,0.0355737135,2017-12-15 05:40:00,0.0165524037,2017-12-13 02:01:05,-0.3352699634,2017-12-14 01:00:21,67.0,2017-12-14 01:05:05,97.0,2017-12-14 01:05:10,84.0
2017-12-20 01:30:10,0.0385737135,2017-12-15 05:50:00,0.0147524037,2017-12-13 02:02:05,-0.3412699634,2017-12-14 01:05:05,66.333,2017-12-14 01:10:10,96.834,2017-12-14 01:10:10,81.667
2017-12-20 02:00:10,0.0445737135,2017-12-15 06:00:00,0.0231524037,2017-12-13 02:03:05,-0.3162699634,2017-12-14 01:10:05,67.0,2017-12-14 01:15:05,97.157,2017-12-14 01:15:10,82.667
2017-12-20 02:30:10,0.0135737135,2017-12-15 06:10:00,0.0281524037,2017-12-13 02:04:05,-0.3252699634,2017-12-14 01:15:05,67.0,2017-12-14 01:20:10,96.678,2017-12-14 01:20:10,82.609
2017-12-20 03:00:10,0.0205737135,2017-12-15 06:20:00,0.0237524037,2017-12-13 02:05:10,-0.3162699634,2017-12-14 01:20:05,67.0,2017-12-14 01:25:05,97.157,2017-12-14 01:25:10,81.395
2017-12-20 03:30:10,0.0295737135,2017-12-15 06:30:00,0.0305524037,2017-12-13 02:06:05,-0.3282699634,2017-12-14 01:25:05,67.0,2017-12-14 01:30:10,96.678,2017-12-14 01:30:10,82.333
2017-12-20 04:00:10,0.0355737135,2017-12-15 06:40:00,0.0263524037,2017-12-13 02:07:05,-0.3312699634,2017-12-14 01:30:21,67.0,2017-12-14 01:35:05,97.157,2017-12-14 01:35:10,81.333
2017-12-20 04:30:10,0.0325737135,2017-12-15 06:50:00,0.0255524037,2017-12-13 02:08:05,-0.3412699634,2017-12-14 01:35:05,67.0,2017-12-14 01:40:10,96.678,2017-12-14 01:40:10,81.333
2017-12-20 05:00:10,0.0105737135,2017-12-15 07:00:00,0.0267524037,2017-12-13 02:09:05,-0.3162699634,2017-12-14 01:40:05,66.667,2017-12-14 01:45:05,97.157,2017-12-14 01:45:10,84.333
2017-12-20 05:30:10,0.0295737135,2017-12-15 07:10:00,0.0257524037,2017-12-13 02:10:10,-0.3102699634,2017-12-14 01:45:05,67.0,2017-12-14 01:50:10,96.678,2017-12-14 01:50:10,81.605
2017-12-20 06:00:10,0.0385737135,2017-12-15 07:20:00,0.0323524037,2017-12-13 02:11:05,-0.3192699634,2017-12-14 01:50:05,67.0,2017-12-14 01:55:05,97.0,2017-12-14 01:55:10,81.395
2017-12-20 06:30:10,0.0445737135,2017-12-15 07:30:00,0.0195524037,2017-12-13 02:12:05,-0.3382699634,2017-12-14 01:55:05,66.333,2017-12-14 02:00:10,96.834,2017-12-14 02:00:10,86.956
2017-12-20 07:00:10,0.0135737135,2017-12-15 07:40:00,0.0245524037,2017-12-13 02:13:05,-0.3562699634,2017-12-14 02:00:21,66.667,2017-12-14 02:05:05,97.157,2017-12-14 02:05:10,82.724
2017-12-20 07:30:10,0.0355737135,2017-12-15 07:50:00,0.0245524037,2017-12-13 02:14:05,-0.3282699634,2017-12-14 02:05:05,66.667,2017-12-14 02:10:10,96.678,2017-12-14 02:10:10,85.333
2017-12-20 08:00:10,0.0415737135,2017-12-15 08:00:00,0.0255524037,2017-12-13 02:15:10,-0.3382699634,2017-12-14 02:10:05,67.0,2017-12-14 02:15:05,97.157,2017-12-14 02:15:10,81.0
2017-12-20 08:30:10,0.0325737135,2017-12-15 08:10:00,0.0275524037,2017-12-13 02:16:05,-0.3502699634,2017-12-14 02:15:05,67.0,2017-12-14 02:20:10,96.678,2017-12-14 02:20:10,85.0
2017-12-20 09:00:10,0.0445737135,2017-12-15 08:20:00,0.0255524037,2017-12-13 02:17:05,-0.3412699634,2017-12-14 02:20:05,66.667,2017-12-14 02:25:05,97.157,2017-12-14 02:25:10,82.667
2017-12-20 09:30:10,0.0385737135,2017-12-15 08:30:00,0.0281524037,2017-12-13 02:18:05,-0.3472699634,2017-12-14 02:25:05,66.667,2017-12-14 02:30:10,96.678,2017-12-14 02:30:10,83.0
2017-12-20 10:00:10,0.0265737135,2017-12-15 08:40:00,0.0171524037,2017-12-13 02:19:05,-0.3312699634,2017-12-14 02:30:21,66.667,2017-12-14 02:35:05,97.157,2017-12-14 02:35:10,84.667
2017-12-20 10:30:10,0.0325737135,2017-12-15 08:50:00,0.0249524037,2017-12-13 02:20:10,-0.3192699634,2017-12-14 02:35:05,67.0,2017-12-14 02:40:10,96.678,2017-12-14 02:40:10,81.94
2017-12-20 11:00:10,0.0235737135,2017-12-15 09:00:00,0.0257524037,2017-12-13 02:21:05,-0.3472699634,2017-12-14 02:40:05,67.0,2017-12-14 02:45:05,97.157,2017-12-14 02:45:10,81.727
2017-12-20 11:30:10,0.0475737135,2017-12-15 09:10:00,0.0267524037,2017-12-13 02:22:05,-0.3312699634,2017-12-14 02:45:05,66.667,2017-12-14 02:50:10,96.678,2017-12-14 02:50:10,84.333
2017-12-20 12:00:10,0.0385737135,2017-12-15 09:20:00,0.0305524037,2017-12-13 02:23:05,-0.3132699634,2017-12-14 02:50:05,66.667,2017-12-14 02:55:05,97.157,2017-12-14 02:55:10,82.333
2017-12-20 12:30:10,0.0205737135,2017-12-15 09:30:00,0.0327524037,2017-12-13 02:24:05,-0.3252699634,2017-12-14 02:55:05,66.667,2017-12-14 03:00:10,96.678,2017-12-14 03:00:10,82.667
2017-12-20 13:00:10,0.0295737135,2017-12-15 09:40:00,0.0267524037,2017-12-13 02:25:10,-0.3072699634,2017-12-14 03:00:21,67.0,2017-12-14 03:05:05,97.0,2017-12-14 03:05:10,83.0
2017-12-20 13:30:10,0.0265737135,2017-12-15 09:50:00,0.0237524037,2017-12-13 02:26:05,-0.3282699634,2017-12-14 03:05:05,67.0,2017-12-14 03:10:10,97.157,2017-12-14 03:10:10,83.333
2017-12-20 14:00:10,0.0535737135,2017-12-15 10:00:00,0.0251524037,2017-12-13 02:27:05,-0.3282699634,2017-12-14 03:10:05,66.667,2017-12-14 03:15:05,96.678,2017-12-14 03:15:10,82.333
2017-12-20 14:30:10,0.0575737135,2017-12-15 10:10:00,0.0231524037,2017-12-13 02:28:05,-0.3442699634,2017-12-14 03:15:05,67.0,2017-12-14 03:20:10,97.0,2017-12-14 03:20:10,81.0
2017-12-20 15:00:10,0.0355737135,2017-12-15 10:20:00,0.0295524037,2017-12-13 02:29:05,-0.3352699634,2017-12-14 03:20:05,67.0,2017-12-14 03:25:05,96.834,2017-12-14 03:25:10,83.667
2017-12-20 15:30:10,0.0415737135,2017-12-15 10:30:00,0.0287524037,2017-12-13 02:30:10,-0.3222699634,2017-12-14 03:25:05,66.667,2017-12-14 03:30:10,97.157,2017-12-14 03:30:10,84.333
2017-12-20 16:00:10,0.0535737135,2017-12-15 10:40:00,0.0195524037,2017-12-13 02:31:05,-0.3312699634,2017-12-14 03:30:21,66.667,2017-12-14 03:35:05,96.678,2017-12-14 03:35:10,81.667
2017-12-20 16:30:10,0.0355737135,2017-12-15 10:50:00,0.0207524037,2017-12-13 02:32:05,-0.3252699634,2017-12-14 03:35:05,66.667,2017-12-14 03:40:10,97.157,2017-12-14 03:40:10,83.333
2017-12-20 17:00:10,0.0385737135,2017-12-15 11:00:00,0.0183524037,2017-12-13 02:33:05,-0.3282699634,2017-12-14 03:40:05,66.667,2017-12-14 03:45:05,96.512,2017-12-14 03:45:10,79.933
2017-12-20 17:30:10,0.0475737135,2017-12-15 11:10:00,0.0305524037,2017-12-13 02:34:05,-0.3282699634,2017-12-14 03:45:05,67.0,2017-12-14 03:50:10,97.0,2017-12-14 03:50:10,83.056
2017-12-20 18:00:10,0.0355737135,2017-12-15 11:20:00,0.0219524037,2017-12-13 02:35:10,-0.3252699634,2017-12-14 03:50:05,67.0,2017-12-14 03:55:05,97.157,2017-12-14 03:55:10,82.0
2017-12-20 18:30:10,0.0505737135,2017-12-15 11:30:00,0.0291524037,2017-12-13 02:36:05,-0.3652699634,2017-12-14 03:55:05,66.667,2017-12-14 04:00:10,96.834,2017-12-14 04:00:10,82.667
2017-12-20 19:00:10,0.0575737135,2017-12-15 11:40:00,0.0273524037,2017-12-13 02:37:05,-0.3412699634,2017-12-14 04:00:21,67.0,2017-12-14 04:05:05,96.678,2017-12-14 04:05:10,84.281
2017-12-20 19:30:10,0.0535737135,2017-12-15 11:50:00,0.0323524037,2017-12-13 02:38:05,-0.3502699634,2017-12-14 04:05:05,67.0,2017-12-14 04:10:10,96.834,2017-12-14 04:10:10,82.724
2017-12-20 20:00:10,0.0575737135,2017-12-15 12:00:00,0.0323524037,2017-12-13 02:39:05,-0.3532699634,2017-12-14 04:10:05,67.0,2017-12-14 04:15:05,97.157,2017-12-14 04:15:10,80.0
2017-12-20 20:30:10,0.0415737135,2017-12-15 12:10:00,0.0237524037,2017-12-13 02:40:10,-0.3592699634,2017-12-14 04:15:05,67.0,2017-12-14 04:20:10,96.678,2017-12-14 04:20:10,82.667
2017-12-20 21:00:10,0.0415737135,2017-12-15 12:20:00,0.0297524037,2017-12-13 02:41:05,-0.3282699634,2017-12-14 04:20:05,67.0,2017-12-14 04:25:05,97.157,2017-12-14 04:25:10,83.0
2017-12-20 21:30:10,0.0475737135,2017-12-15 12:30:00,0.0281524037,2017-12-13 02:42:05,-0.3282699634,2017-12-14 04:25:05,66.667,2017-12-14 04:30:10,96.678,2017-12-14 04:30:10,82.609
2017-12-20 22:00:10,0.0725737135,2017-12-15 12:40:00,0.0261524037,2017-12-13 02:43:05,-0.3252699634,2017-12-14 04:30:21,66.667,2017-12-14 04:35:05,96.834,2017-12-14 04:35:10,82.724
2017-12-20 22:30:10,0.0475737135,2017-12-15 12:50:00,0.0391524037,2017-12-13 02:44:05,-0.3222699634,2017-12-14 04:35:05,67.0,2017-12-14 04:40:10,97.157,2017-12-14 04:40:10,81.333
2017-12-20 23:00:10,0.0415737135,2017-12-15 13:00:00,0.0303524037,2017-12-13 02:45:10,-0.3162699634,2017-12-14 04:40:05,67.0,2017-12-14 04:45:05,96.512,2017-12-14 04:45:10,84.333
2017-12-20 23:30:10,0.0505737135,2017-12-15 13:10:00,0.0299524037,2017-12-13 02:46:05,-0.3252699634,2017-12-14 04:45:05,67.0,2017-12-14 04:50:10,97.0,2017-12-14 04:50:10,83.612
2017-12-21 00:00:10,0.0415737135,2017-12-15 13:20:00,0.0311524037,2017-12-13 02:47:05,-0.3222699634,2017-12-14 04:50:05,67.0,2017-12-14 04:55:05,97.157,2017-12-14 04:55:10,80.399
2017-12-21 00:30:10,0.0635737135,2017-12-15 13:30:00,0.0329524037,2017-12-13 02:48:05,-0.3412699634,2017-12-14 04:55:05,66.667,2017-12-14 05:00:10,96.678,2017-12-14 05:00:10,81.667
