1day<br>6time<br>ForecastIO<br>Temperature<br>Mean:0.48<br>STD:2.14,1day<br>6time<br>ForecastIO<br>Rain<br>Mean:0.02<br>STD:0.20,1day<br>6time<br>ForecastIO<br>Wind<br>Mean:-0.15<br>STD:1.42,1day<br>11time<br>ForecastIO<br>Temperature<br>Mean:1.51<br>STD:1.82,1day<br>11time<br>ForecastIO<br>Rain<br>Mean:0.01<br>STD:0.30,1day<br>11time<br>ForecastIO<br>Wind<br>Mean:-0.21<br>STD:1.61,1day<br>17time<br>ForecastIO<br>Temperature<br>Mean:-0.55<br>STD:2.15,1day<br>17time<br>ForecastIO<br>Rain<br>Mean:0.01<br>STD:0.16,1day<br>17time<br>ForecastIO<br>Wind<br>Mean:-0.53<br>STD:1.51,1day<br>23time<br>ForecastIO<br>Temperature<br>Mean:0.00<br>STD:0.00,1day<br>23time<br>ForecastIO<br>Rain<br>Mean:0.00<br>STD:0.00; 1day<br>23time<br>ForecastIO<br>Wind<br>Mean:0.00<br>STD:0.00
5.0,0,0,2.0,0,1,-1.0,0,0,,
-2.0,0,1,1.0,0,-1,-1.0,0,1,,
3.0,0,0,2.0,0,0,0.0,0,3,,
3.0,0,1,1.0,0,2,-1.0,0,0,,
5.0,0,2,1.0,0,0,1.0,0,0,,
8.0,0,0,2.0,0,2,-2.0,0,0,,
2.0,0,1,2.0,0,0,-1.0,0,1,,
-1.0,0,0,3.0,0,0,-2.0,0,3,,
2.0,0,1,2.0,0,-1,0.0,0,0,,
1.0,0,1,1.0,0,-2,1.0,0,0,,
5.0,0,-1,1.0,0,-1,-1.0,0,0,,
2.0,0,2,0.0,0,2,0.0,0,-1,,
1.0,0,0,2.0,0,1,0.0,0,-1,,
0.0,0,0,2.0,0,2,0.0,0,0,,
1.0,0,1,1.0,0,1,-1.0,0,1,,
1.0,0,1,2.0,0,-1,-1.0,0,1,,
2.0,0,0,2.0,0,-1,-1.0,1,-1,,
2.0,0,0,4.0,0,2,0.0,1,-1,,
3.0,0,0,1.0,0,1,1.0,0,-2,,
8.0,0,0,5.0,0,-2,0.0,0,3,,
6.0,0,0,2.0,0,4,1.0,0,0,,
3.0,0,2,0.0,0,1,2.0,0,-1,,
4.0,0,1,-2.0,0,0,2.0,0,-1,,
0.0,0,-6,4.0,0,-1,3.0,0,0,,
3.0,0,1,2.0,0,-1,1.0,0,0,,
1.0,0,0,3.0,0,1,-3.0,0,-2,,
2.0,0,2,2.0,0,0,-3.0,0,0,,
2.0,0,-1,2.0,0,-1,3.0,0,2,,
2.0,0,0,1.0,0,-1,0.0,0,-2,,
1.0,0,-1,0.0,0,-2,-2.0,0,-3,,
6.0,0,0,3.0,0,3,-1.0,0,1,,
6.0,0,-1,2.0,0,-3,1.0,0,0,,
0.0,0,-2,3.0,0,-1,1.0,0,0,,
4.0,0,0,1.0,0,1,1.0,0,1,,
-1.0,0,-1,4.0,0,0,-3.0,1,0,,
2.0,0,1,0.0,0,1,-2.0,0,0,,
2.0,0,-1,0.0,0,1,-1.0,0,-1,,
-1.0,0,3,2.0,0,-1,-2.0,0,-1,,
0.0,0,3,0.0,0,2,4.0,0,-3,,
-2.0,0,1,0.0,0,-3,3.0,0,1,,
-1.0,0,1,-1.0,0,0,-2.0,0,-1,,
1.0,0,1,0.0,0,-1,-1.0,0,1,,
0.0,0,2,2.0,0,-2,-2.0,0,2,,
3.0,0,2,0.0,0,1,-2.0,0,2,,
3.0,0,0,2.0,0,1,-3.0,0,-1,,
1.0,0,0,4.0,0,1,-3.0,0,-3,,
1.0,0,-2,1.0,0,-1,-3.0,0,-2,,
1.0,0,0,2.0,0,1,-3.0,0,-2,,
3.0,0,2,2.0,0,0,-1.0,0,-1,,
0.0,0,2,0.0,0,0,-1.0,0,-1,,
3.0,0,0,-1.0,0,-2,-1.0,0,0,,
4.0,0,0,1.0,2,0,3.0,0,-1,,
5.0,0,-1,3.0,0,-1,7.0,0,0,,
-1.0,0,-3,2.0,0,1,-1.0,0,3,,
1.0,0,1,-2.0,0,0,0.0,0,-1,,
0.0,1,1,3.0,0,1,-2.0,0,0,,
2.0,0,1,2.0,0,1,0.0,1,1,,
1.0,0,1,2.0,0,-1,-3.0,0,-1,,
-2.0,0,-1,2.0,0,1,1.0,0,-1,,
1.0,0,-1,4.0,0,1,-1.0,0,-2,,
4.0,0,0,2.0,0,1,-1.0,0,-1,,
-1.0,0,-1,1.0,0,0,-4.0,0,-1,,
2.0,0,0,3.0,0,-1,-1.0,0,0,,
1.0,0,1,4.0,0,0,-4.0,0,0,,
3.0,0,-1,2.0,0,-1,-1.0,0,-2,,
1.0,0,0,4.0,0,0,-1.0,0,-3,,
1.0,0,0,3.0,0,0,-4.0,0,0,,
3.0,0,0,3.0,0,-1,-4.0,0,1,,
2.0,0,2,1.0,0,-1,1.0,0,-1,,
2.0,0,0,3.0,0,-1,-3.0,0,-1,,
5.0,0,2,3.0,0,-2,1.0,0,-2,,
3.0,0,-1,-1.0,1,-1,-1.0,0,-1,,
1.0,0,-1,2.0,0,-1,0.0,0,1,,
3.0,0,1,2.0,0,0,-2.0,0,-1,,
4.0,0,0,5.0,0,-2,-2.0,0,1,,
-3.0,0,2,1.0,0,0,0.0,0,1,,
-2.0,0,1,1.0,0,0,1.0,0,-4,,
-1.0,0,-1,-1.0,0,1,-3.0,0,0,,
-2.0,0,0,0.0,0,1,-4.0,0,-1,,
0.0,0,1,3.0,0,0,-2.0,0,2,,
-4.0,0,-1,-1.0,0,-1,-2.0,0,0,,
-4.0,0,1,3.0,0,0,-1.0,2,-2,,
-2.0,0,0,-1.0,0,-1,-2.0,0,0,,
-1.0,0,0,-1.0,0,0,-2.0,0,-3,,
-2.0,0,-1,-1.0,0,4,-1.0,0,0,,
-1.0,0,-2,2.0,0,0,-3.0,0,1,,
-1.0,0,2,3.0,0,0,0.0,0,0,,
-2.0,0,0,3.0,0,-1,-1.0,0,-1,,
-1.0,0,0,1.0,0,0,-2.0,0,-1,,
1.0,2,4,2.0,0,1,-2.0,0,-2,,
4.0,0,-1,1.0,0,0,-2.0,0,0,,
0.0,0,1,1.0,0,-1,-4.0,0,0,,
-1.0,0,0,2.0,0,-1,-4.0,0,-2,,
-1.0,0,0,3.0,0,0,3.0,0,-1,,
-1.0,0,0,5.0,0,-1,1.0,0,-1,,
0.0,0,-1,5.0,0,0,-2.0,0,-1,,
0.0,0,-2,4.0,0,0,-3.0,0,0,,
-2.0,0,0,2.0,0,0,-2.0,0,0,,
3.0,0,-1,5.0,0,0,0.0,1,-2,,
1.0,0,0,1.0,1,-2,-2.0,0,1,,
-1.0,0,0,1.0,0,1,-1.0,0,4,,
1.0,0,0,3.0,0,-1,-1.0,0,0,,
-1.0,0,1,0.0,0,1,-2.0,0,-1,,
0.0,0,-1,0.0,0,1,0.0,0,-1,,
-2.0,0,-2,1.0,0,-1,-2.0,0,1,,
2.0,0,2,2.0,0,0,-2.0,0,0,,
0.0,0,1,2.0,0,1,-4.0,0,0,,
1.0,0,1,2.0,0,-2,3.0,0,0,,
-2.0,0,0,2.0,0,0,-4.0,0,0,,
1.0,0,-1,-2.0,0,2,-4.0,0,0,,
1.0,0,0,2.0,0,1,-4.0,0,-1,,
0.0,0,0,6.0,0,0,-5.0,0,0,,
0.0,0,0,7.0,0,0,-1.0,0,1,,
-2.0,0,0,4.0,0,-1,-2.0,0,1,,
2.0,0,0,3.0,0,0,-2.0,0,0,,
2.0,0,0,3.0,0,-1,-2.0,0,1,,
2.0,0,0,5.0,0,0,0.0,0,2,,
0.0,0,0,2.0,0,2,-3.0,0,0,,
1.0,0,0,1.0,0,-2,-4.0,0,0,,
0.0,0,0,1.0,0,0,-3.0,0,1,,
1.0,0,0,2.0,0,0,-3.0,0,-1,,
-2.0,0,1,2.0,0,-2,0.0,0,2,,
1.0,0,0,2.0,0,-3,-1.0,0,1,,
0.0,0,1,5.0,0,0,-1.0,0,0,,
-2.0,0,1,-3.0,0,3,-2.0,0,-1,,
0.0,0,-2,2.0,0,3,-1.0,0,-1,,
-4.0,0,-1,1.0,0,4,-1.0,0,3,,
1.0,0,0,0.0,0,1,1.0,0,-1,,
0.0,0,1,1.0,0,0,-2.0,0,0,,
2.0,0,1,-1.0,0,0,-1.0,0,0,,
2.0,0,4,0.0,0,2,-1.0,0,0,,
1.0,0,-1,0.0,0,-1,2.0,0,2,,
2.0,0,-1,3.0,0,0,-1.0,0,-1,,
-1.0,0,0,2.0,0,0,0.0,0,2,,
0.0,0,0,1.0,0,-2,1.0,0,-2,,
2.0,0,0,2.0,0,0,0.0,0,2,,
0.0,0,0,1.0,0,-1,1.0,0,1,,
1.0,1,0,1.0,0,0,3.0,0,0,,
1.0,0,-1,-1.0,0,4,1.0,0,-2,,
0.0,0,-3,0.0,0,0,0.0,0,-1,,
0.0,0,-1,-1.0,4,-6,-2.0,0,1,,
-1.0,0,0,-1.0,0,-2,0.0,0,2,,
-2.0,0,2,2.0,0,-1,0.0,0,-3,,
-1.0,0,1,2.0,0,1,-1.0,0,0,,
1.0,0,-1,1.0,0,0,-2.0,0,-1,,
1.0,0,1,-2.0,0,-1,0.0,0,0,,
1.0,0,0,-1.0,0,1,1.0,0,2,,
0.0,0,-1,0.0,0,-1,1.0,0,2,,
-1.0,0,-1,0.0,0,0,1.0,0,-2,,
0.0,0,-1,0.0,0,0,0.0,0,-3,,
-2.0,0,-1,0.0,0,-2,1.0,0,0,,
2.0,0,-2,-2.0,0,-2,0.0,0,3,,
-1.0,0,0,0.0,0,1,-1.0,0,0,,
0.0,0,0,1.0,0,0,1.0,0,-3,,
2.0,0,1,0.0,0,-2,0.0,0,0,,
2.0,0,2,0.0,0,0,1.0,0,1,,
-1.0,0,-2,0.0,0,0,-3.0,0,1,,
0.0,1,1,0.0,0,0,-3.0,0,0,,
1.0,0,1,-1.0,0,-1,0.0,0,-1,,
1.0,0,-1,3.0,0,-5,0.0,0,1,,
-1.0,1,-2,0.0,0,1,0.0,0,1,,
-1.0,0,-2,2.0,0,0,3.0,0,1,,
1.0,0,2,1.0,0,1,-1.0,0,-4,,
0.0,0,-1,0.0,0,-1,0.0,0,1,,
1.0,0,-1,-1.0,0,-2,2.0,0,-3,,
-1.0,0,0,-2.0,0,0,4.0,0,-2,,
1.0,0,0,-1.0,0,2,1.0,0,-2,,
-1.0,0,0,1.0,1,2,1.0,0,0,,
-4.0,0,-2,-2.0,0,2,-1.0,0,1,,
-3.0,0,-1,-1.0,0,1,1.0,0,0,,
-1.0,0,1,-1.0,0,-3,0.0,0,-1,,
0.0,0,2,-2.0,0,1,0.0,0,-1,,
-2.0,0,0,1.0,0,-4,1.0,0,-1,,
-2.0,1,-1,1.0,0,1,0.0,0,0,,
0.0,0,3,-1.0,0,0,-1.0,0,0,,
-1.0,0,-1,1.0,0,1,0.0,0,0,,
-2.0,0,2,1.0,0,0,0.0,0,1,,
1.0,0,1,0.0,0,-1,0.0,0,-1,,
1.0,0,-1,-1.0,0,-2,-2.0,0,2,,
-1.0,0,2,0.0,0,-1,0.0,0,-4,,
1.0,0,-1,0.0,0,-1,-2.0,0,1,,
0.0,0,-1,-2.0,0,2,-3.0,0,-1,,
1.0,0,-2,-2.0,0,-3,-3.0,0,-4,,
0.0,0,-1,-1.0,0,-3,-1.0,0,-1,,
-2.0,0,1,-3.0,0,0,0.0,0,1,,
0.0,0,0,-1.0,0,-2,1.0,0,-2,,
-2.0,0,-1,2.0,0,-3,0.0,0,1,,
6.0,0,3,-2.0,0,-5,1.0,0,1,,
2.0,0,0,-4.0,0,-2,0.0,0,-2,,
0.0,0,2,-2.0,0,1,0.0,0,-1,,
1.0,0,-2,0.0,0,4,1.0,0,-1,,
-1.0,0,-4,1.0,0,-2,-2.0,0,0,,
-1.0,0,1,-2.0,0,0,-2.0,0,-1,,
-1.0,0,0,-1.0,0,-1,-1.0,0,-3,,
-2.0,0,0,-1.0,0,-5,,,,,
3.0,0,-4,-1.0,0,-2,,,,,
1.0,0,-3,-1.0,0,0,,,,,
0.0,1,-1,-2.0,0,2,,,,,
-1.0,0,0,-2.0,0,1,,,,,
-2.0,0,-3,-2.0,0,-1,,,,,
-1.0,0,-1,,,,,,,,
0.0,0,-2,,,,,,,,
-2.0,0,2,,,,,,,,
-2.0,0,0,,,,,,,,
-1.0,0,-2,,,,,,,,
