Column 0,Column 1,Column 2,Column 3,Column 4
18.62,21.73,20.54,19.48,786
18.64,21.73,20.57,19.48,787
18.65,21.63,20.57,19.45,788
18.66,21.69,20.59,19.43,789
18.62,21.72,20.57,19.48,790
18.67,21.73,20.55,19.46,791
18.64,21.74,20.56,19.49,792
18.65,21.71,20.56,19.41,793
18.65,21.72,20.52,19.48,794
18.66,21.78,20.56,19.47,795
18.63,21.68,20.57,19.43,796
18.67,21.71,20.51,19.37,797
18.65,21.70,20.52,19.53,798
18.66,21.73,20.51,19.47,799
18.67,21.75,20.53,19.48,800
18.68,21.65,20.55,19.47,801
18.68,21.73,20.54,19.47,802
18.64,21.71,20.55,19.47,803
18.63,21.69,20.52,19.49,804
18.61,21.75,20.52,19.49,805
18.69,21.76,20.58,19.48,806
18.65,21.68,20.52,19.50,807
18.69,21.72,20.54,19.56,808
18.67,21.74,20.53,19.44,809
18.65,21.70,20.58,19.49,810
18.64,21.76,20.54,19.45,811
18.59,21.72,20.55,19.49,812
18.65,21.71,20.54,19.48,813
18.60,21.63,20.61,19.52,814
18.63,21.70,20.55,19.47,815
18.69,21.71,20.54,19.49,816
18.63,21.71,20.55,19.47,817
18.68,21.71,20.49,19.48,818
18.64,21.73,20.51,19.44,819
18.64,21.69,20.51,19.50,820
18.74,21.68,20.55,19.48,821
18.66,21.73,20.54,19.48,822
18.66,21.70,20.55,19.44,823
18.66,21.67,20.55,19.51,824
18.68,21.69,20.56,19.48,825
18.59,21.72,20.61,19.46,826
18.66,21.64,20.59,19.48,827
18.61,21.67,20.55,19.43,828
18.62,21.72,20.57,19.50,829
18.65,21.74,20.55,19.45,830
18.70,21.71,20.60,19.49,831
18.64,21.73,20.56,19.44,832
18.69,21.70,20.63,19.41,833
18.64,21.71,20.56,19.46,834
18.64,21.67,20.56,19.44,835
18.67,21.71,20.60,19.48,836
18.65,21.77,20.58,19.47,837
18.64,21.70,20.56,19.53,838
18.65,21.72,20.53,19.44,839
18.66,21.71,20.59,19.44,840
18.67,21.64,20.58,19.45,841
18.65,21.72,20.51,19.47,842
18.64,21.67,20.57,19.46,843
18.70,21.71,20.61,19.51,844
18.64,21.71,20.60,19.46,845
18.68,21.74,20.62,19.46,846
18.61,21.68,20.57,19.43,847
18.64,21.70,20.60,19.48,848
18.72,21.67,20.56,19.42,849
18.69,21.77,20.55,19.47,850
18.61,21.71,20.55,19.45,851
18.66,21.72,20.64,19.52,852
18.66,21.71,20.63,19.46,853
18.68,21.63,20.55,19.47,854
18.64,21.70,20.58,19.52,855
18.69,21.72,20.57,19.42,856
18.64,21.68,20.55,19.42,857
18.67,21.73,20.50,19.45,858
18.67,21.75,20.54,19.42,859
18.66,21.78,20.64,19.46,860
18.69,21.69,20.56,19.45,861
18.63,21.67,20.58,19.46,862
18.63,21.71,20.54,19.44,863
18.62,21.73,20.58,19.43,864
18.60,21.69,20.59,19.48,865
18.64,21.69,20.59,19.54,866
18.63,21.72,20.57,19.44,867
18.65,21.74,20.57,19.49,868
18.64,21.69,20.59,19.44,869
18.64,21.71,20.62,19.52,870
18.66,21.64,20.54,19.43,871
18.63,21.76,20.59,19.53,872
18.66,21.72,20.56,19.43,873
18.62,21.73,20.57,19.45,874
18.65,21.77,20.53,19.42,875
18.64,21.70,20.58,19.47,876
18.65,21.76,20.57,19.44,877
18.67,21.72,20.58,19.46,878
18.63,21.71,20.61,19.40,879
18.68,21.73,20.59,19.47,880
18.59,21.70,20.62,19.44,881
18.61,21.73,20.60,19.45,882
18.65,21.71,20.58,19.50,883
18.59,21.76,20.57,19.50,884
18.65,21.72,20.57,19.46,885
18.58,21.71,20.58,19.49,886
18.65,21.65,20.59,19.46,887
18.64,21.70,20.57,19.49,888
18.63,21.67,20.57,19.44,889
18.68,21.72,20.59,19.52,890
18.72,21.69,20.56,19.48,891
18.64,21.72,20.57,19.50,892
18.69,21.74,20.59,19.50,893
18.66,21.76,20.56,19.55,894
18.64,21.75,20.57,19.48,895
18.70,21.76,20.60,19.43,896
18.62,21.75,20.59,19.50,897
18.66,21.67,20.56,19.52,898
18.64,21.68,20.61,19.46,899
18.63,21.72,20.58,19.48,900
18.66,21.72,20.58,19.47,901
18.68,21.67,20.60,19.53,902
18.66,21.75,20.57,19.50,903
18.66,21.79,20.59,19.44,904
18.64,21.73,20.64,19.47,905
18.68,21.69,20.52,19.58,906
18.71,21.69,20.57,19.48,907
18.64,21.74,20.63,19.51,908
18.73,21.78,20.62,19.47,909
18.70,21.76,20.61,19.49,910
18.71,21.72,20.57,19.50,911
18.74,21.76,20.60,19.47,912
18.72,21.71,20.59,19.47,913
18.65,21.71,20.61,19.47,914
18.70,21.71,20.61,19.49,915
18.70,21.71,20.57,19.50,916
18.69,21.70,20.63,19.49,917
18.66,21.73,20.60,19.48,918
18.66,21.72,20.60,19.48,919
18.66,21.72,20.61,19.47,920
18.66,21.71,20.57,19.46,921
18.66,21.69,20.61,19.45,922
18.70,21.79,20.64,19.47,923
18.71,21.72,20.60,19.48,924
18.66,21.74,20.62,19.46,925
18.66,21.64,20.58,19.44,926
18.69,21.70,20.62,19.48,927
18.70,21.65,20.59,19.47,928
18.67,21.75,20.60,19.48,929
18.72,21.74,20.61,19.45,930
18.71,21.74,20.62,19.52,931
18.72,21.74,20.64,19.49,932
18.68,21.70,20.57,19.51,933
18.69,21.76,20.63,19.53,934
18.68,21.77,20.63,19.45,935
18.70,21.80,20.61,19.54,936
18.76,21.73,20.58,19.51,937
18.68,21.72,20.59,19.47,938
18.68,21.73,20.62,19.51,939
18.69,21.77,20.60,19.50,940
18.68,21.74,20.58,19.46,941
18.68,21.75,20.60,19.51,942
18.69,21.75,20.60,19.52,943
18.70,21.76,20.61,19.53,944
18.73,21.73,20.56,19.51,945
18.71,21.74,20.56,19.46,946
18.66,21.75,20.62,19.56,947
18.66,21.70,20.58,19.52,948
18.68,21.79,20.58,19.51,949
18.75,21.74,20.63,19.52,950
18.68,21.74,20.61,19.49,951
18.68,21.72,20.64,19.51,952
18.67,21.71,20.58,19.47,953
18.70,21.74,20.58,19.47,954
18.70,21.71,20.58,19.51,955
18.68,21.73,20.52,19.54,956
18.69,21.73,20.60,19.51,957
18.71,21.69,20.61,19.55,958
18.68,21.75,20.62,19.52,959
18.75,21.77,20.71,19.51,960
18.73,21.71,20.61,19.50,961
18.68,21.79,20.66,19.47,962
18.69,21.75,20.58,19.52,963
18.73,21.72,20.62,19.52,964
18.69,21.68,20.59,19.44,965
18.74,21.75,20.63,19.51,966
18.71,21.72,20.64,19.45,967
18.70,21.74,20.61,19.48,968
18.68,21.69,20.60,19.50,969
18.68,21.74,20.57,19.50,970
18.67,21.71,20.59,19.52,971
18.72,21.78,20.63,19.57,972
18.72,21.71,20.61,19.49,973
18.70,21.71,20.59,19.53,974
18.69,21.76,20.62,19.54,975
18.73,21.71,20.62,19.52,976
18.63,21.68,20.62,19.53,977
18.75,21.78,20.64,19.50,978
18.74,21.76,20.61,19.54,979
18.68,21.71,20.60,19.53,980
18.72,21.73,20.56,19.49,981
18.71,21.75,20.62,19.50,982
18.66,21.73,20.61,19.51,983
18.77,21.74,20.61,19.53,984
18.74,21.72,20.59,19.53,985
18.70,21.70,20.60,19.53,986
18.74,21.78,20.62,19.54,987
18.75,21.69,20.62,19.56,988
18.71,21.72,20.61,19.49,989
18.69,21.77,20.62,19.47,990
18.69,21.77,20.61,19.53,991
18.70,21.69,20.61,19.50,992
18.70,21.76,20.59,19.49,993
18.73,21.74,20.61,19.53,994
18.68,21.69,20.64,19.52,995
18.68,21.77,20.60,19.54,996
18.68,21.78,20.60,19.48,997
18.69,21.73,20.56,19.51,998
18.68,21.69,20.61,19.48,999
18.74,21.74,20.62,19.53,1000
18.74,21.76,20.57,19.54,1001
18.72,21.70,20.60,19.50,1002
18.70,21.79,20.65,19.51,1003
18.69,21.75,20.61,19.56,1004
18.67,21.76,20.58,19.53,1005
18.66,21.77,20.62,19.61,1006
18.65,21.73,20.62,19.52,1007
18.70,21.76,20.60,19.51,1008
18.71,21.77,20.58,19.52,1009
18.69,21.76,20.59,19.53,1010
18.79,21.74,20.63,19.55,1011
18.70,21.79,20.62,19.56,1012
18.75,21.70,20.61,19.55,1013
18.74,21.76,20.59,19.56,1014
18.78,21.78,20.63,19.56,1015
18.68,21.77,20.63,19.61,1016
18.70,21.75,20.61,19.51,1017
18.80,21.78,20.64,19.55,1018
18.75,21.77,20.60,19.54,1019
18.75,21.75,20.64,19.66,1020
18.72,21.75,20.58,19.57,1021
18.72,21.77,20.65,19.48,1022
18.70,21.78,20.61,19.49,1023
18.75,21.72,20.67,19.52,1024
18.73,21.73,20.65,19.53,1025
18.73,21.75,20.69,19.56,1026
18.76,21.72,20.63,19.56,1027
18.72,21.73,20.70,19.48,1028
18.77,21.73,20.66,19.55,1029
18.76,21.73,20.62,19.54,1030
18.77,21.74,20.65,19.48,1031
18.75,21.76,20.64,19.53,1032
18.75,21.69,20.63,19.57,1033
18.71,21.76,20.59,19.64,1034
18.73,21.81,20.63,19.55,1035
18.77,21.77,20.61,19.54,1036
18.81,21.79,20.60,19.54,1037
18.69,21.76,20.64,19.57,1038
18.74,21.68,20.62,19.47,1039
18.78,21.74,20.64,19.50,1040
18.71,21.78,20.65,19.56,1041
18.74,21.79,20.60,19.55,1042
18.70,21.73,20.62,19.50,1043
18.71,21.75,20.70,19.48,1044
18.77,21.75,20.61,19.60,1045
18.75,21.70,20.63,19.56,1046
18.74,21.84,20.67,19.57,1047
18.72,21.81,20.63,19.57,1048
18.75,21.77,20.67,19.58,1049
18.75,21.84,20.63,19.55,1050
18.71,21.77,20.63,19.58,1051
18.78,21.69,20.63,19.56,1052
18.73,21.74,20.68,19.52,1053
18.74,21.76,20.72,19.53,1054
18.69,21.78,20.67,19.54,1055
18.72,21.78,20.66,19.57,1056
18.77,21.77,20.60,19.55,1057
18.75,21.79,20.69,19.57,1058
18.76,21.70,20.69,19.57,1059
18.69,21.74,20.63,19.54,1060
18.78,21.80,20.64,19.57,1061
18.75,21.73,20.69,19.55,1062
18.70,21.77,20.62,19.51,1063
18.72,21.74,20.67,19.55,1064
18.75,21.78,20.65,19.54,1065
18.71,21.78,20.64,19.50,1066
18.74,21.77,20.63,19.56,1067
18.76,21.76,20.65,19.59,1068
18.80,21.74,20.63,19.53,1069
18.76,21.75,20.64,19.51,1070
18.80,21.74,20.66,19.63,1071
18.69,21.77,20.63,19.53,1072
18.75,21.70,20.65,19.50,1073
18.78,21.81,20.63,19.57,1074
18.77,21.77,20.68,19.56,1075
18.74,21.77,20.67,19.55,1076
18.73,21.79,20.65,19.57,1077
18.73,21.72,20.63,19.55,1078
18.74,21.73,20.61,19.58,1079
18.77,21.78,20.63,19.57,1080
18.71,21.78,20.69,19.59,1081
18.75,21.75,20.65,19.55,1082
18.72,21.82,20.61,19.55,1083
18.72,21.76,20.66,19.56,1084
18.73,21.83,20.67,19.58,1085
18.73,21.79,20.70,19.53,1086
18.76,21.80,20.67,19.57,1087
18.71,21.82,20.68,19.51,1088
18.77,21.75,20.63,19.56,1089
18.76,21.81,20.67,19.52,1090
18.69,21.77,20.66,19.56,1091
18.74,21.77,20.64,19.55,1092
18.79,21.77,20.71,19.56,1093
18.72,21.76,20.63,19.57,1094
18.67,21.78,20.66,19.56,1095
18.77,21.80,20.69,19.53,1096
18.77,21.77,20.71,19.54,1097
18.78,21.76,20.68,19.53,1098
18.71,21.76,20.66,19.64,1099
18.74,21.73,20.64,19.53,1100
18.70,21.78,20.69,19.56,1101
18.79,21.81,20.64,19.56,1102
18.79,21.78,20.63,19.57,1103
18.73,21.76,20.61,19.62,1104
18.73,21.76,20.68,19.60,1105
18.73,21.83,20.66,19.62,1106
18.81,21.80,20.61,19.54,1107
18.74,21.79,20.62,19.62,1108
18.73,21.76,20.66,19.59,1109
18.78,21.72,20.63,19.59,1110
18.81,21.75,20.58,19.56,1111
18.77,21.79,20.61,19.58,1112
18.80,21.80,20.71,19.61,1113
18.74,21.78,20.74,19.61,1114
18.72,21.85,20.66,19.57,1115
18.76,21.78,20.63,19.60,1116
18.79,21.77,20.69,19.62,1117
18.77,21.81,20.59,19.62,1118
18.76,21.83,20.62,19.59,1119
18.76,21.80,20.67,19.63,1120
18.81,21.79,20.68,19.56,1121
18.73,21.78,20.73,19.60,1122
18.77,21.77,20.69,19.62,1123
18.77,21.78,20.66,19.60,1124
18.77,21.79,20.71,19.57,1125
18.74,21.75,20.64,19.56,1126
18.71,21.83,20.69,19.52,1127
18.78,21.81,20.67,19.54,1128
18.78,21.83,20.69,19.55,1129
18.77,21.80,20.66,19.57,1130
18.74,21.78,20.66,19.56,1131
18.72,21.77,20.64,19.58,1132
18.76,21.72,20.68,19.57,1133
18.75,21.78,20.68,19.57,1134
18.75,21.79,20.65,19.55,1135
18.77,21.74,20.66,19.58,1136
18.70,21.77,20.65,19.52,1137
18.66,21.80,20.66,19.57,1138
18.72,21.77,20.73,19.55,1139
18.78,21.80,20.62,19.51,1140
18.75,21.71,20.64,19.61,1141
18.75,21.79,20.66,19.52,1142
18.70,21.78,20.69,19.62,1143
18.74,21.80,20.64,19.57,1144
18.72,21.77,20.63,19.57,1145
18.76,21.82,20.66,19.60,1146
18.78,21.79,20.69,19.52,1147
18.74,21.72,20.67,19.61,1148
18.73,21.76,20.62,19.57,1149
18.74,21.77,20.65,19.54,1150
18.77,21.81,20.67,19.49,1151
18.70,21.78,20.70,19.53,1152
18.78,21.73,20.64,19.59,1153
18.78,21.76,20.66,19.55,1154
18.77,21.81,20.72,19.55,1155
18.77,21.82,20.69,19.58,1156
18.67,21.73,20.69,19.57,1157
18.73,21.77,20.66,19.55,1158
18.76,21.78,20.68,19.59,1159
18.78,21.77,20.65,19.58,1160
18.73,21.81,20.66,19.54,1161
18.71,21.80,20.68,19.60,1162
18.73,21.79,20.67,19.60,1163
18.73,21.77,20.71,19.55,1164
18.70,21.83,20.66,19.57,1165
18.74,21.80,20.67,19.54,1166
18.69,21.77,20.70,19.62,1167
18.70,21.85,20.68,19.57,1168
18.72,21.72,20.73,19.58,1169
18.71,21.78,20.66,19.58,1170
18.73,21.77,20.69,19.59,1171
18.75,21.77,20.67,19.57,1172
18.79,21.79,20.68,19.60,1173
18.74,21.78,20.68,19.59,1174
18.79,21.74,20.67,19.59,1175
18.71,21.76,20.67,19.62,1176
18.83,21.79,20.70,19.58,1177
18.78,21.78,20.70,19.56,1178
18.74,21.75,20.67,19.55,1179
18.75,21.79,20.74,19.59,1180
18.75,21.73,20.68,19.59,1181
18.77,21.77,20.67,19.53,1182
18.75,21.72,20.69,19.53,1183
18.76,21.81,20.67,19.61,1184
18.79,21.71,20.72,19.55,1185
18.84,21.78,20.71,19.56,1186
18.81,21.76,20.66,19.60,1187
18.77,21.82,20.68,19.57,1188
18.78,21.79,20.67,19.50,1189
18.75,21.74,20.67,19.56,1190
18.75,21.79,20.72,19.59,1191
18.74,21.82,20.65,19.53,1192
18.71,21.77,20.73,19.57,1193
18.78,21.74,20.67,19.59,1194
18.76,21.82,20.66,19.63,1195
18.72,21.80,20.71,19.52,1196
18.79,21.82,20.65,19.58,1197
18.81,21.79,20.67,19.59,1198
18.76,21.74,20.60,19.60,1199
18.74,21.81,20.64,19.52,1200
18.78,21.83,20.68,19.58,1201
18.71,21.81,20.73,19.60,1202
18.77,21.76,20.66,19.56,1203
18.76,21.76,20.67,19.60,1204
18.75,21.75,20.71,19.56,1205
18.70,21.78,20.67,19.56,1206
18.73,21.78,20.67,19.58,1207
18.77,21.79,20.69,19.54,1208
18.69,21.79,20.69,19.49,1209
18.77,21.82,20.67,19.58,1210
18.76,21.83,20.69,19.60,1211
18.73,21.81,20.72,19.60,1212
18.83,21.75,20.68,19.55,1213
18.73,21.79,20.68,19.55,1214
18.77,21.79,20.69,19.61,1215
18.74,21.76,20.69,19.50,1216
18.75,21.76,20.68,19.54,1217
18.74,21.79,20.70,19.58,1218
18.80,21.80,20.68,19.53,1219
18.73,21.75,20.77,19.57,1220
18.75,21.74,20.65,19.60,1221
18.72,21.82,20.71,19.63,1222
18.78,21.80,20.67,19.57,1223
18.83,21.74,20.66,19.59,1224
18.72,21.81,20.72,19.56,1225
18.74,21.76,20.74,19.58,1226
18.77,21.77,20.67,19.61,1227
18.79,21.80,20.66,19.61,1228
18.75,21.81,20.71,19.55,1229
18.72,21.82,20.71,19.56,1230
18.69,21.76,20.75,19.58,1231
18.69,21.78,20.69,19.53,1232
18.74,21.78,20.72,19.54,1233
18.76,21.74,20.77,19.56,1234
18.77,21.84,20.70,19.55,1235
18.83,21.79,20.70,19.62,1236
18.78,21.87,20.70,19.55,1237
18.84,21.78,20.71,19.58,1238
18.72,21.81,20.67,19.56,1239
18.82,21.78,20.71,19.56,1240
18.79,21.76,20.70,19.54,1241
18.70,21.85,20.76,19.59,1242
18.71,21.78,20.69,19.58,1243
18.73,21.79,20.74,19.63,1244
18.80,21.82,20.67,19.56,1245
18.77,21.81,20.68,19.56,1246
18.83,21.82,20.67,19.58,1247
18.76,21.81,20.68,19.60,1248
18.79,21.82,20.67,19.62,1249
18.81,21.82,20.69,19.53,1250
18.76,21.76,20.69,19.59,1251
18.78,21.78,20.71,19.58,1252
18.71,21.79,20.70,19.62,1253
18.74,21.80,20.68,19.57,1254
18.76,21.85,20.74,19.67,1255
18.76,21.83,20.67,19.54,1256
18.76,21.78,20.71,19.55,1257
18.80,21.81,20.61,19.65,1258
18.75,21.84,20.68,19.62,1259
18.73,21.83,20.74,19.60,1260
18.73,21.81,20.68,19.61,1261
18.72,21.82,20.75,19.56,1262
18.76,21.84,20.70,19.58,1263
18.75,21.78,20.75,19.60,1264
18.79,21.79,20.70,19.58,1265
18.77,21.81,20.73,19.57,1266
18.81,21.82,20.76,19.62,1267
18.82,21.82,20.76,19.64,1268
18.75,21.78,20.69,19.58,1269
18.71,21.81,20.73,19.56,1270
18.78,21.83,20.67,19.59,1271
18.80,21.86,20.69,19.57,1272
18.75,21.82,20.71,19.65,1273
18.72,21.81,20.72,19.63,1274
18.74,21.85,20.77,19.56,1275
18.73,21.78,20.65,19.62,1276
18.79,21.79,20.72,19.61,1277
18.76,21.84,20.69,19.61,1278
18.78,21.79,20.72,19.57,1279
18.76,21.80,20.72,19.54,1280
18.73,21.77,20.69,19.59,1281
18.74,21.86,20.72,19.63,1282
18.70,21.86,20.77,19.59,1283
18.71,21.84,20.73,19.53,1284
18.70,21.84,20.82,19.58,1285
18.72,21.79,20.72,19.62,1286
18.74,21.82,20.71,19.56,1287
18.77,21.80,20.70,19.59,1288
18.80,21.79,20.70,19.53,1289
18.77,21.85,20.70,19.61,1290
18.74,21.72,20.72,19.60,1291
18.78,21.85,20.71,19.59,1292
18.78,21.82,20.70,19.65,1293
18.77,21.79,20.73,19.63,1294
18.76,21.85,20.70,19.59,1295
18.75,21.79,20.79,19.61,1296
18.75,21.79,20.66,19.60,1297
18.75,21.79,20.72,19.59,1298
18.80,21.86,20.66,19.57,1299
18.73,21.85,20.73,19.55,1300
18.75,21.81,20.70,19.61,1301
18.75,21.80,20.71,19.57,1302
18.77,21.79,20.69,19.62,1303
18.77,21.78,20.75,19.59,1304
18.79,21.83,20.70,19.63,1305
18.74,21.78,20.68,19.59,1306
18.75,21.79,20.74,19.60,1307
18.76,21.78,20.71,19.60,1308
18.76,21.77,20.71,19.60,1309
18.75,21.79,20.75,19.60,1310
18.78,21.83,20.70,19.61,1311
18.83,21.79,20.75,19.66,1312
18.75,21.85,20.72,19.65,1313
18.73,21.82,20.69,19.57,1314
18.79,21.83,20.71,19.58,1315
18.72,21.75,20.75,19.52,1316
18.77,21.78,20.69,19.61,1317
18.74,21.80,20.76,19.63,1318
18.73,21.80,20.71,19.61,1319
18.73,21.80,20.72,19.58,1320
18.74,21.81,20.75,19.63,1321
18.70,21.81,20.72,19.63,1322
18.76,21.79,20.72,19.56,1323
18.72,21.81,20.79,19.65,1324
18.77,21.79,20.81,19.55,1325
18.75,21.82,20.72,19.57,1326
18.75,21.86,20.75,19.65,1327
18.73,21.81,20.72,19.56,1328
18.75,21.87,20.73,19.62,1329
18.75,21.80,20.70,19.49,1330
18.70,21.76,20.71,19.58,1331
18.72,21.84,20.77,19.59,1332
18.71,21.78,20.68,19.62,1333
18.74,21.81,20.70,19.62,1334
18.78,21.81,20.70,19.62,1335
18.69,21.81,20.70,19.61,1336
18.72,21.76,20.64,19.62,1337
18.64,21.87,20.76,19.58,1338
18.69,21.82,20.69,19.55,1339
18.77,21.80,20.78,19.62,1340
18.76,21.79,20.73,19.59,1341
18.74,21.82,20.71,19.65,1342
18.68,21.86,20.68,19.61,1343
18.73,21.87,20.71,19.62,1344
18.69,21.81,20.70,19.66,1345
18.76,21.79,20.71,19.62,1346
18.75,21.84,20.66,19.59,1347
18.73,21.75,20.70,19.63,1348
18.74,21.82,20.74,19.60,1349
18.70,21.84,20.77,19.59,1350
18.69,21.78,20.75,19.60,1351
18.76,21.76,20.74,19.62,1352
18.68,21.82,20.72,19.57,1353
18.67,21.82,20.75,19.58,1354
18.71,21.83,20.71,19.57,1355
18.68,21.80,20.76,19.56,1356
18.68,21.85,20.73,19.60,1357
18.66,21.83,20.71,19.62,1358
18.65,21.88,20.72,19.63,1359
18.66,21.85,20.72,19.59,1360
18.70,21.79,20.75,19.61,1361
18.70,21.74,20.72,19.66,1362
18.72,21.85,20.73,19.63,1363
18.72,21.85,20.75,19.61,1364
18.61,21.85,20.73,19.62,1365
18.71,21.88,20.69,19.67,1366
18.64,21.81,20.70,19.60,1367
18.72,21.82,20.69,19.65,1368
18.69,21.82,20.73,19.59,1369
18.74,21.89,20.71,19.63,1370
18.67,21.89,20.71,19.65,1371
18.72,21.84,20.69,19.65,1372
18.72,21.77,20.71,19.67,1373
18.66,21.79,20.80,19.63,1374
18.72,21.78,20.74,19.65,1375
18.69,21.83,20.71,19.62,1376
18.66,21.84,20.74,19.61,1377
18.67,21.83,20.72,19.61,1378
18.69,21.82,20.75,19.63,1379
18.71,21.82,20.71,19.66,1380
18.66,21.81,20.75,19.57,1381
18.70,21.85,20.71,19.60,1382
18.75,21.81,20.76,19.63,1383
18.74,21.82,20.68,19.64,1384
18.67,21.84,20.68,19.62,1385
18.69,21.84,20.75,19.65,1386
18.68,21.83,20.73,19.63,1387
18.73,21.80,20.73,19.64,1388
18.70,21.86,20.75,19.62,1389
18.73,21.81,20.68,19.59,1390
18.67,21.86,20.74,19.61,1391
18.72,21.83,20.70,19.62,1392
18.73,21.83,20.75,19.65,1393
18.74,21.80,20.74,19.61,1394
18.72,21.82,20.72,19.66,1395
18.66,21.85,20.71,19.62,1396
18.71,21.86,20.70,19.56,1397
18.72,21.81,20.79,19.61,1398
18.67,21.88,20.74,19.62,1399
18.66,21.82,20.78,19.62,1400
18.72,21.86,20.74,19.70,1401
18.77,21.79,20.73,19.64,1402
18.71,21.84,20.70,19.61,1403
18.70,21.82,20.73,19.62,1404
18.73,21.90,20.70,19.62,1405
18.71,21.85,20.72,19.64,1406
18.68,21.85,20.76,19.62,1407
18.67,21.82,20.70,19.59,1408
18.73,21.87,20.74,19.63,1409
18.69,21.88,20.76,19.59,1410
18.76,21.85,20.76,19.65,1411
18.70,21.85,20.73,19.64,1412
18.75,21.81,20.77,19.65,1413
18.73,21.86,20.75,19.69,1414
18.77,21.85,20.71,19.67,1415
18.67,21.87,20.74,19.74,1416
18.75,21.86,20.72,19.69,1417
18.76,21.86,20.70,19.63,1418
18.74,21.86,20.80,19.66,1419
18.64,21.83,20.73,19.66,1420
18.69,21.91,20.81,19.66,1421
18.73,21.82,20.79,19.62,1422
18.75,21.87,20.73,19.62,1423
18.70,21.81,20.73,19.64,1424
18.72,21.84,20.74,19.60,1425
18.74,21.86,20.79,19.66,1426
18.73,21.86,20.74,19.65,1427
18.70,21.85,20.77,19.64,1428
18.68,21.87,20.74,19.64,1429
18.67,21.84,20.74,19.66,1430
18.72,21.82,20.71,19.62,1431
18.78,21.81,20.73,19.69,1432
18.75,21.87,20.75,19.65,1433
18.74,21.84,20.69,19.64,1434
18.74,21.87,20.74,19.64,1435
18.73,21.84,20.77,19.65,1436
18.77,21.85,20.80,19.63,1437
18.75,21.89,20.71,19.65,1438
18.77,21.82,20.77,19.66,1439
18.77,21.80,20.76,19.64,1440
18.77,21.83,20.72,19.64,1441
18.76,21.84,20.78,19.70,1442
18.75,21.82,20.75,19.64,1443
18.69,21.85,20.76,19.68,1444
18.74,21.84,20.75,19.67,1445
18.68,21.84,20.71,19.71,1446
18.75,21.83,20.74,19.64,1447
18.73,21.91,20.74,19.66,1448
18.69,21.84,20.77,19.62,1449
18.69,21.84,20.81,19.70,1450
18.69,21.82,20.72,19.64,1451
18.73,21.84,20.79,19.65,1452
18.72,21.88,20.78,19.60,1453
18.72,21.87,20.74,19.63,1454
18.76,21.83,20.75,19.59,1455
18.74,21.87,20.74,19.64,1456
18.76,21.84,20.82,19.66,1457
18.79,21.86,20.75,19.67,1458
18.74,21.87,20.74,19.67,1459
18.75,21.83,20.71,19.62,1460
18.77,21.87,20.75,19.66,1461
18.69,21.79,20.78,19.69,1462
18.71,21.86,20.78,19.63,1463
18.74,21.86,20.76,19.60,1464
18.81,21.81,20.71,19.63,1465
18.74,21.85,20.78,19.59,1466
18.69,21.79,20.78,19.66,1467
18.79,21.81,20.74,19.67,1468
18.76,21.84,20.71,19.72,1469
18.72,21.87,20.77,19.63,1470
18.73,21.89,20.73,19.62,1471
18.69,21.86,20.73,19.71,1472
18.73,21.86,20.76,19.70,1473
18.78,21.94,20.71,19.69,1474
18.76,21.85,20.75,19.61,1475
18.70,21.87,20.74,19.69,1476
18.79,21.93,20.79,19.65,1477
18.73,21.80,20.74,19.65,1478
18.73,21.82,20.79,19.61,1479
18.72,21.83,20.74,19.62,1480
18.76,21.85,20.79,19.66,1481
18.72,21.90,20.81,19.60,1482
18.72,21.85,20.80,19.68,1483
18.72,21.91,20.75,19.69,1484
18.74,21.84,20.81,19.64,1485
18.70,21.85,20.70,19.68,1486
18.72,21.89,20.75,19.59,1487
18.69,21.84,20.74,19.63,1488
18.77,21.87,20.81,19.68,1489
18.73,21.82,20.83,19.63,1490
18.76,21.89,20.78,19.73,1491
18.77,21.85,20.76,19.65,1492
18.76,21.86,20.77,19.62,1493
18.71,21.88,20.77,19.67,1494
18.73,21.86,20.80,19.65,1495
18.71,21.92,20.73,19.61,1496
18.80,21.87,20.82,19.67,1497
18.74,21.90,20.77,19.70,1498
18.70,21.83,20.80,19.69,1499
18.75,21.79,20.77,19.68,1500
18.78,21.84,20.80,19.73,1501
18.78,21.84,20.72,19.67,1502
18.71,21.86,20.78,19.59,1503
18.78,21.87,20.71,19.68,1504
18.78,21.89,20.83,19.66,1505
18.71,21.88,20.75,19.69,1506
18.75,21.87,20.81,19.70,1507
18.70,21.85,20.82,19.66,1508
18.73,21.87,20.79,19.67,1509
18.77,21.87,20.79,19.71,1510
18.73,21.88,20.75,19.66,1511
18.70,21.89,20.70,19.69,1512
18.73,21.90,20.76,19.65,1513
18.72,21.88,20.86,19.69,1514
18.73,21.82,20.76,19.59,1515
18.78,21.86,20.73,19.65,1516
18.78,21.89,20.82,19.66,1517
18.79,21.85,20.79,19.61,1518
18.77,21.90,20.81,19.63,1519
18.74,21.84,20.80,19.69,1520
18.73,21.89,20.80,19.69,1521
18.75,21.86,20.78,19.65,1522
18.75,21.83,20.79,19.65,1523
18.80,21.86,20.81,19.72,1524
18.74,21.88,20.76,19.64,1525
18.73,21.87,20.77,19.60,1526
18.68,21.85,20.79,19.63,1527
18.79,21.84,20.76,19.64,1528
18.68,21.89,20.74,19.65,1529
18.71,21.87,20.77,19.65,1530
18.76,21.90,20.76,19.65,1531
