"countB, x","countB, y","mS/m ADC8, x","mS/m ADC8, y"
2017-11-17 08:16:36,1.2281198023,2017-11-17 08:16:36,36.4138244629
2017-11-17 08:26:38,1.2262458602,2017-11-17 08:26:38,45.001394043
2017-11-17 08:36:39,1.2277870236,2017-11-17 08:36:39,62.6983630371
2017-11-17 08:46:41,1.2272425174,2017-11-17 08:46:41,36.159444987
2017-11-17 08:56:43,1.2265780656,2017-11-17 08:56:43,53.5839363607
2017-11-17 09:06:44,1.2281198023,2017-11-17 09:06:44,49.4092976888
2017-11-17 09:16:46,1.227076425,2017-11-17 09:16:46,44.1467594401
2017-11-17 09:26:47,1.227287835,2017-11-17 09:26:47,30.096566569
2017-11-17 09:36:48,1.2277870236,2017-11-17 09:36:48,49.9100130208
2017-11-17 09:46:50,1.2275747638,2017-11-17 09:46:50,42.7562186686
2017-11-17 09:56:51,1.2281198023,2017-11-17 09:56:52,42.2343888346
2017-11-17 10:06:53,1.2255813879,2017-11-17 10:06:53,38.2437479655
2017-11-17 10:16:55,1.2275747433,2017-11-17 10:16:55,31.855102946
2017-11-17 10:26:56,1.2277870236,2017-11-17 10:26:56,58.6282914225
2017-11-17 10:36:58,1.2277408768,2017-11-17 10:36:58,36.9054907227
2017-11-17 10:47:00,1.2277408563,2017-11-17 10:47:00,50.5253499349
2017-11-17 10:57:02,1.2269102915,2017-11-17 10:57:02,29.7094673665
2017-11-17 11:07:04,1.2275747638,2017-11-17 11:07:04,41.4632067871
2017-11-17 11:17:05,1.2292845277,2017-11-17 11:17:05,35.752236735
2017-11-17 11:27:06,1.2286189498,2017-11-17 11:27:06,39.8685591634
2017-11-17 11:37:08,1.2265780861,2017-11-17 11:37:08,44.4514115397
2017-11-17 11:47:10,1.2279069692,2017-11-17 11:47:10,53.9076920573
2017-11-17 11:57:11,1.228951749,2017-11-17 11:57:11,36.5143697103
2017-11-17 12:07:13,1.227076425,2017-11-17 12:07:13,36.8783435059
2017-11-17 12:17:15,1.2282391951,2017-11-17 12:17:15,30.0804793294
2017-11-17 12:27:16,1.2286189703,2017-11-17 12:27:16,41.0479549154
2017-11-17 12:37:18,1.2277408563,2017-11-17 12:37:18,36.0287361654
2017-11-17 12:47:19,1.2266222981,2017-11-17 12:47:19,44.110563151
2017-11-17 12:57:20,1.2279534129,2017-11-17 12:57:21,46.7297668457
2017-11-17 13:07:22,1.2264119526,2017-11-17 13:07:22,33.4316524251
2017-11-17 13:17:23,1.2292845277,2017-11-17 13:17:24,39.0119136556
2017-11-17 13:27:25,1.2257475213,2017-11-17 13:27:25,78.8861478678
2017-11-17 13:37:27,1.2264119526,2017-11-17 13:37:27,42.1690344238
2017-11-17 13:47:28,1.2286189703,2017-11-17 13:47:28,31.3051204427
2017-11-17 13:57:29,1.2271214662,2017-11-17 13:57:29,46.4763928223
2017-11-17 14:07:30,1.2276206342,2017-11-17 14:07:30,27.4009484863
2017-11-17 14:17:32,1.2265780656,2017-11-17 14:17:32,39.2220532227
2017-11-17 14:27:33,1.2279534129,2017-11-17 14:27:33,31.8269502767
2017-11-17 14:37:35,1.2280730822,2017-11-17 14:37:35,37.3458789063
2017-11-17 14:47:37,1.2265780861,2017-11-17 14:47:37,36.2408866374
2017-11-17 14:57:38,1.2292845277,2017-11-17 14:57:38,34.0630765788
2017-11-17 15:07:40,1.2260797267,2017-11-17 15:07:40,61.2273860677
2017-11-17 15:17:42,1.2269102915,2017-11-17 15:17:42,36.795896403
2017-11-17 15:27:43,1.2277870236,2017-11-17 15:27:43,64.9365002441
2017-11-17 15:37:44,1.2281198023,2017-11-17 15:37:44,46.2702750651
2017-11-17 15:47:46,1.2272425174,2017-11-17 15:47:47,32.2090222168
2017-11-17 15:57:48,1.2277408768,2017-11-17 15:57:48,45.6016491699
2017-11-17 16:07:50,1.2267441785,2017-11-17 16:07:50,38.8339485677
2017-11-17 16:17:52,1.2274086509,2017-11-17 16:17:52,36.7154602051
2017-11-17 16:27:53,1.2286189498,2017-11-17 16:27:53,34.3466141764
2017-11-17 16:37:55,1.226744199,2017-11-17 16:37:55,51.333733724
2017-11-17 16:47:56,1.2282861916,2017-11-17 16:47:56,58.4040755208
2017-11-17 16:57:58,1.2264119526,2017-11-17 16:57:58,42.8406766764
2017-11-17 17:07:59,1.2286189703,2017-11-17 17:07:59,83.6208235677
2017-11-17 17:18:01,1.2269102915,2017-11-17 17:18:01,77.6152559408
2017-11-17 17:28:03,1.226910312,2017-11-17 17:28:03,41.5798392741
2017-11-17 17:38:04,1.2282861916,2017-11-17 17:38:04,64.518232015
2017-11-17 17:48:06,1.2274086304,2017-11-17 17:48:06,32.5991377767
2017-11-17 17:58:07,1.2279534129,2017-11-17 17:58:07,47.2837711589
2017-11-17 18:08:09,1.2269102915,2017-11-17 18:08:09,37.0170959473
2017-11-17 18:18:10,1.2282861916,2017-11-17 18:18:10,41.1686092122
2017-11-17 18:28:12,1.2272425379,2017-11-17 18:28:12,51.5348242188
2017-11-17 18:38:14,1.2274086304,2017-11-17 18:38:14,50.6781787109
2017-11-17 18:48:15,1.2287853597,2017-11-17 18:48:15,38.611743571
2017-11-17 18:58:17,1.2264119526,2017-11-17 18:58:17,43.4610408529
2017-11-17 19:08:18,1.2282861916,2017-11-17 19:08:19,54.8859973145
2017-11-17 19:18:20,1.2264119526,2017-11-17 19:18:20,47.4647526042
2017-11-17 19:28:21,1.2279534129,2017-11-17 19:28:22,39.613174235
2017-11-17 19:38:24,1.2253731379,2017-11-17 19:38:24,36.2539575195
2017-11-17 19:48:26,1.226910312,2017-11-17 19:48:26,37.0894885254
2017-11-17 19:58:27,1.2276206137,2017-11-17 19:58:27,49.5128592936
2017-11-17 20:08:29,1.2272425379,2017-11-17 20:08:29,61.7120141602
2017-11-17 20:18:31,1.225083049,2017-11-17 20:18:31,66.2184521484
2017-11-17 20:28:33,1.2257475213,2017-11-17 20:28:33,56.524884847
2017-11-17 20:38:34,1.2266222776,2017-11-17 20:38:34,26.4698994954
2017-11-17 20:48:35,1.2277870236,2017-11-17 20:48:36,37.3519116211
2017-11-17 20:58:37,1.2259136343,2017-11-17 20:58:38,54.4697399902
2017-11-17 21:08:40,1.2248756254,2017-11-17 21:08:40,35.580304362
2017-11-17 21:18:41,1.2276206137,2017-11-17 21:18:41,90.5946419271
2017-11-17 21:28:43,1.2264119731,2017-11-17 21:28:43,45.2044954427
2017-11-17 21:38:45,1.2262458397,2017-11-17 21:38:45,58.2170613607
2017-11-17 21:48:47,1.2262458602,2017-11-17 21:48:47,56.3710506185
2017-11-17 21:58:48,1.2281197817,2017-11-17 21:58:48,53.5246146647
2017-11-17 22:08:50,1.226910312,2017-11-17 22:08:50,36.7355692546
2017-11-17 22:18:52,1.2267441785,2017-11-17 22:18:52,29.9135742188
2017-11-17 22:28:53,1.2269550768,2017-11-17 22:28:54,90.9113594564
2017-11-17 22:38:55,1.2257475008,2017-11-17 22:38:55,41.0127640788
2017-11-17 22:48:57,1.226744199,2017-11-17 22:48:57,49.8677840169
2017-11-17 22:58:59,1.2269102915,2017-11-17 22:59:00,43.1352742513
2017-11-17 23:09:01,1.2259136343,2017-11-17 23:09:01,33.8670133464
2017-11-17 23:19:03,1.2254152749,2017-11-17 23:19:03,57.0245947266
2017-11-17 23:29:04,1.2287853597,2017-11-17 23:29:04,33.6588846842
2017-11-17 23:39:06,1.2267441785,2017-11-17 23:39:07,34.6442281087
2017-11-17 23:49:08,1.226910312,2017-11-17 23:49:08,79.8352950033
2017-11-17 23:59:10,1.2254152749,2017-11-17 23:59:10,30.8918794759
2017-11-18 00:09:11,1.2274542449,2017-11-18 00:09:11,32.9228934733
2017-11-18 00:19:13,1.2254152749,2017-11-18 00:19:13,42.1016691081
2017-11-18 00:29:14,1.2281198023,2017-11-18 00:29:15,45.5071366374
2017-11-18 00:39:16,1.2260797472,2017-11-18 00:39:16,45.4176513672
2017-11-18 00:49:18,1.2267441785,2017-11-18 00:49:18,40.1018241374
2017-11-18 00:59:19,1.2277870236,2017-11-18 00:59:20,42.1026745605
2017-11-18 01:09:21,1.2264119526,2017-11-18 01:09:21,41.5024194336
2017-11-18 01:19:23,1.2260797472,2017-11-18 01:19:23,36.2730611165
2017-11-18 01:29:25,1.2265780656,2017-11-18 01:29:25,44.92296875
2017-11-18 01:39:26,1.2279534129,2017-11-18 01:39:26,45.0365848796
2017-11-18 01:49:28,1.2262458397,2017-11-18 01:49:28,45.2980025228
2017-11-18 01:59:29,1.2281198023,2017-11-18 01:59:29,37.9602103678
2017-11-18 02:09:31,1.224916936,2017-11-18 02:09:31,35.249510498
2017-11-18 02:19:32,1.2281198023,2017-11-18 02:19:32,60.6331636556
2017-11-18 02:29:33,1.2266222981,2017-11-18 02:29:33,31.1563134766
2017-11-18 02:39:35,1.2264119731,2017-11-18 02:39:35,31.9063810221
2017-11-18 02:49:36,1.2264558882,2017-11-18 02:49:36,31.7646122233
2017-11-18 02:59:38,1.2265780861,2017-11-18 02:59:38,31.5162654622
2017-11-18 03:09:40,1.2260797267,2017-11-18 03:09:40,40.985616862
2017-11-18 03:19:42,1.2262458602,2017-11-18 03:19:42,36.2087121582
2017-11-18 03:29:44,1.2267441785,2017-11-18 03:29:44,36.3665681966
2017-11-18 03:39:46,1.2252491619,2017-11-18 03:39:46,39.6182014974
2017-11-18 03:49:48,1.2254152954,2017-11-18 03:49:48,31.3775130208
2017-11-18 03:59:49,1.2277870236,2017-11-18 03:59:49,37.3700097656
2017-11-18 04:09:52,1.2247097675,2017-11-18 04:09:52,51.0763378906
2017-11-18 04:19:54,1.2262458602,2017-11-18 04:19:54,75.3962223307
2017-11-18 04:29:55,1.2266222981,2017-11-18 04:29:55,33.8780733236
2017-11-18 04:39:57,1.2254152749,2017-11-18 04:39:57,30.5470092773
2017-11-18 04:49:58,1.2274542449,2017-11-18 04:49:58,32.141656901
2017-11-18 05:00:00,1.2254152749,2017-11-18 05:00:00,33.9806294759
2017-11-18 05:10:02,1.2259136343,2017-11-18 05:10:02,44.903865153
2017-11-18 05:20:03,1.2277870236,2017-11-18 05:20:04,42.2112634277
2017-11-18 05:30:05,1.2259136138,2017-11-18 05:30:06,50.3765429688
2017-11-18 05:40:07,1.224916936,2017-11-18 05:40:07,37.3026444499
2017-11-18 05:50:09,1.2255814083,2017-11-18 05:50:09,42.9502709961
2017-11-18 06:00:11,1.2264119526,2017-11-18 06:00:11,41.620057373
2017-11-18 06:10:12,1.2281198023,2017-11-18 06:10:13,76.7274414063
2017-11-18 06:20:14,1.2244185972,2017-11-18 06:20:14,64.5876082357
2017-11-18 06:30:15,1.2274542449,2017-11-18 06:30:15,71.5543884277
2017-11-18 06:40:17,1.2272425379,2017-11-18 06:40:18,32.8484899902
2017-11-18 06:50:20,1.2242122551,2017-11-18 06:50:20,42.086587321
2017-11-18 07:00:21,1.2277870236,2017-11-18 07:00:21,61.7039705404
2017-11-18 07:10:23,1.2244186176,2017-11-18 07:10:23,38.4237239583
2017-11-18 07:20:25,1.2262458397,2017-11-18 07:20:25,50.5354044596
2017-11-18 07:30:26,1.2264559088,2017-11-18 07:30:26,82.5138203939
2017-11-18 07:40:28,1.2260797267,2017-11-18 07:40:29,95.9949271647
2017-11-18 07:50:31,1.2242122755,2017-11-18 07:50:31,81.31331014
2017-11-18 08:00:33,1.2259136343,2017-11-18 08:00:33,48.805020752
2017-11-18 08:10:34,1.2259567202,2017-11-18 08:10:34,100.663243001
2017-11-18 08:20:35,1.2254575727,2017-11-18 08:20:35,50.0266455078
2017-11-18 08:30:37,1.2255814083,2017-11-18 08:30:37,52.1682592773
2017-11-18 08:40:38,1.2262895194,2017-11-18 08:40:38,33.4366796875
2017-11-18 08:50:40,1.2254152749,2017-11-18 08:50:40,31.9154300944
2017-11-18 09:00:42,1.2260797267,2017-11-18 09:00:42,80.6647932943
2017-11-18 09:10:43,1.225623962,2017-11-18 09:10:44,66.6166113281
2017-11-18 09:20:45,1.2245847306,2017-11-18 09:20:45,57.5806099447
2017-11-18 09:30:47,1.2254152749,2017-11-18 09:30:47,55.4671488444
2017-11-18 09:40:48,1.2261231301,2017-11-18 09:40:48,42.2826505534
2017-11-18 09:50:49,1.2274542449,2017-11-18 09:50:50,42.742142334
2017-11-18 10:00:51,1.2245847101,2017-11-18 10:00:51,48.0821004232
2017-11-18 10:10:52,1.2272878555,2017-11-18 10:10:52,46.8956665039
2017-11-18 10:20:53,1.2261231301,2017-11-18 10:20:53,44.2070865885
2017-11-18 10:30:55,1.2262458397,2017-11-18 10:30:55,43.5555533854
2017-11-18 10:40:57,1.2249169565,2017-11-18 10:40:57,37.7158854167
2017-11-18 10:50:59,1.2262458397,2017-11-18 10:50:59,59.1310176595
2017-11-18 11:01:01,1.2257475008,2017-11-18 11:01:01,44.2000484212
2017-11-18 11:11:03,1.2262458602,2017-11-18 11:11:03,35.5712552897
2017-11-18 11:21:05,1.2254152749,2017-11-18 11:21:05,32.4825052897
2017-11-18 11:31:06,1.2267886875,2017-11-18 11:31:06,29.3666080729
2017-11-18 11:41:07,1.2264559088,2017-11-18 11:41:07,61.0112137858
2017-11-18 11:51:09,1.2257475008,2017-11-18 11:51:09,45.7323579915
2017-11-18 12:01:10,1.2262895194,2017-11-18 12:01:10,33.1732511393
2017-11-18 12:11:13,1.224378113,2017-11-18 12:11:13,35.058474528
2017-11-18 12:21:14,1.2264559088,2017-11-18 12:21:14,47.0806697591
2017-11-18 12:31:16,1.225083049,2017-11-18 12:31:16,39.7740466309
2017-11-18 12:41:18,1.2264119731,2017-11-18 12:41:18,63.9732767741
2017-11-18 12:51:19,1.2266222981,2017-11-18 12:51:19,41.6160355632
2017-11-18 13:01:20,1.2267886875,2017-11-18 13:01:21,35.5270153809
2017-11-18 13:11:23,1.22454393,2017-11-18 13:11:23,46.2109533691
2017-11-18 13:21:24,1.2272878555,2017-11-18 13:21:24,41.8643823242
2017-11-18 13:31:25,1.2259567407,2017-11-18 13:31:25,57.4991682943
2017-11-18 13:41:27,1.2262458602,2017-11-18 13:41:27,36.7033947754
2017-11-18 13:51:29,1.2257475008,2017-11-18 13:51:29,47.2465694173
2017-11-18 14:01:30,1.2266222981,2017-11-18 14:01:31,44.2010538737
2017-11-18 14:11:33,1.2250414629,2017-11-18 14:11:33,41.0348840332
2017-11-18 14:21:34,1.2264559088,2017-11-18 14:21:34,70.3106437174
2017-11-18 14:31:36,1.2259136138,2017-11-18 14:31:36,44.901854248
2017-11-18 14:41:37,1.2269550768,2017-11-18 14:41:37,33.7966316732
2017-11-18 14:51:39,1.2262458397,2017-11-18 14:51:39,30.2091772461
2017-11-18 15:01:41,1.2255814083,2017-11-18 15:01:41,62.9235843913
2017-11-18 15:11:43,1.2257475008,2017-11-18 15:11:43,36.6340185547
2017-11-18 15:21:45,1.2264119526,2017-11-18 15:21:45,36.0971069336
2017-11-18 15:31:47,1.2255814083,2017-11-18 15:31:47,57.8349894206
2017-11-18 15:41:49,1.2260797267,2017-11-18 15:41:49,79.4773539225
2017-11-18 15:51:50,1.2257903514,2017-11-18 15:51:50,44.8948160807
2017-11-18 16:01:51,1.2261231301,2017-11-18 16:01:51,57.2729414876
2017-11-18 16:11:53,1.225083049,2017-11-18 16:11:53,51.7379256185
2017-11-18 16:21:54,1.2281198023,2017-11-18 16:21:55,51.1467195638
2017-11-18 16:31:56,1.2260797267,2017-11-18 16:31:57,33.5885030111
2017-11-18 16:41:58,1.223089714,2017-11-18 16:41:58,59.8036653646
2017-11-18 16:51:59,1.2244592366,2017-11-18 16:51:59,64.2356998698
2017-11-18 17:02:00,1.225124794,2017-11-18 17:02:00,76.6087980143
2017-11-18 17:12:01,1.2259567407,2017-11-18 17:12:02,50.2679541016
2017-11-18 17:22:03,1.2242524842,2017-11-18 17:22:03,32.1889131673
2017-11-18 17:32:06,1.224709788,2017-11-18 17:32:06,32.8866971842
2017-11-18 17:42:07,1.2267886875,2017-11-18 17:42:07,44.5690494792
2017-11-18 17:52:09,1.2252491619,2017-11-18 17:52:09,70.617306722
2017-11-18 18:02:11,1.2257475008,2017-11-18 18:02:11,34.9348038737
2017-11-18 18:12:13,1.2239202787,2017-11-18 18:12:13,36.9115234375
2017-11-18 18:22:14,1.1772046608,2017-11-18 18:22:14,42.2032198079
2017-11-18 18:32:15,1.225623962,2017-11-18 18:32:15,47.1661332194
2017-11-18 18:42:17,1.2237541453,2017-11-18 18:42:17,51.5287915039
2017-11-18 18:52:18,1.2252911833,2017-11-18 18:52:18,69.4720963542
2017-11-18 19:02:20,1.225083049,2017-11-18 19:02:20,49.0272257487
2017-11-18 19:12:22,1.2250830695,2017-11-18 19:12:22,41.9257149251
2017-11-18 19:22:24,1.224916936,2017-11-18 19:22:24,51.6544730632
2017-11-18 19:32:25,1.2254575727,2017-11-18 19:32:25,38.5403564453
2017-11-18 19:42:26,1.2264559088,2017-11-18 19:42:27,36.6058658854
2017-11-18 19:52:28,1.2245847101,2017-11-18 19:52:28,70.1135750326
2017-11-18 20:02:30,1.2227574676,2017-11-18 20:02:30,72.6764733887
2017-11-18 20:12:31,1.225623962,2017-11-18 20:12:31,28.4204772949
2017-11-18 20:22:32,1.2249584046,2017-11-18 20:22:32,39.5478198242
2017-11-18 20:32:33,1.2257903514,2017-11-18 20:32:33,49.1046455892
2017-11-18 20:42:35,1.2249169565,2017-11-18 20:42:35,62.1242496745
2017-11-18 20:52:36,1.2261231095,2017-11-18 20:52:36,38.84299764
2017-11-18 21:02:38,1.2232558269,2017-11-18 21:02:38,34.3566687012
2017-11-18 21:12:39,1.225124794,2017-11-18 21:12:39,29.2871773275
2017-11-18 21:22:41,1.2247508231,2017-11-18 21:22:41,29.9879777018
2017-11-18 21:32:43,1.2259136138,2017-11-18 21:32:43,45.676052653
2017-11-18 21:42:44,1.2257903514,2017-11-18 21:42:44,40.4627815755
2017-11-18 21:52:46,1.2235880528,2017-11-18 21:52:46,42.8215730794
2017-11-18 22:02:48,1.2254152749,2017-11-18 22:02:48,95.1111344401
2017-11-18 22:12:49,1.2261231301,2017-11-18 22:12:49,48.3183817546
2017-11-18 22:22:51,1.2252491619,2017-11-18 22:22:51,38.5886181641
2017-11-18 22:32:52,1.2257903514,2017-11-18 22:32:52,33.3240690104
2017-11-18 22:42:53,1.2257903514,2017-11-18 22:42:54,34.3124287923
2017-11-18 22:52:55,1.2247508435,2017-11-18 22:52:55,36.9356542969
2017-11-18 23:02:56,1.2269550563,2017-11-18 23:02:56,47.7251647949
2017-11-18 23:12:57,1.2257903514,2017-11-18 23:12:58,29.731587321
2017-11-18 23:22:59,1.2250830695,2017-11-18 23:22:59,36.853207194
2017-11-18 23:33:02,1.2253731379,2017-11-18 23:33:02,72.008852946
2017-11-18 23:43:03,1.2269550563,2017-11-18 23:43:03,38.5785636393
2017-11-18 23:53:04,1.2272878555,2017-11-18 23:53:04,36.2630065918
2017-11-19 00:03:06,1.2254152954,2017-11-19 00:03:06,87.4847774251
2017-11-19 00:13:08,1.2252491619,2017-11-19 00:13:08,96.3005847168
2017-11-19 00:23:10,1.2267441785,2017-11-19 00:23:10,47.4667635091
2017-11-19 00:33:12,1.2255814083,2017-11-19 00:33:12,54.3350093587
2017-11-19 00:43:13,1.2272878555,2017-11-19 00:43:13,42.3862121582
2017-11-19 00:53:14,1.2276206342,2017-11-19 00:53:15,43.8893636068
2017-11-19 01:03:16,1.2252491619,2017-11-19 01:03:16,36.9768778483
2017-11-19 01:13:17,1.2269550768,2017-11-19 01:13:17,49.2454089355
2017-11-19 01:23:19,1.2262458397,2017-11-19 01:23:19,43.7425675456
2017-11-19 01:33:21,1.2252491824,2017-11-19 01:33:21,38.4005985514
2017-11-19 01:43:22,1.2267886875,2017-11-19 01:43:22,90.422709554
2017-11-19 01:53:24,1.2259136138,2017-11-19 01:53:24,56.9190222168
2017-11-19 02:03:25,1.2276206342,2017-11-19 02:03:25,39.4512963867
2017-11-19 02:13:27,1.2259136138,2017-11-19 02:13:27,53.3054260254
2017-11-19 02:23:28,1.2264559088,2017-11-19 02:23:28,46.1455989583
2017-11-19 02:33:30,1.2252491619,2017-11-19 02:33:30,36.7737764486
2017-11-19 02:43:32,1.2247508435,2017-11-19 02:43:32,34.0831856283
2017-11-19 02:53:33,1.2269550768,2017-11-19 02:53:34,36.8793489583
2017-11-19 03:03:35,1.2239202583,2017-11-19 03:03:35,30.2504007975
2017-11-19 03:13:36,1.2269550768,2017-11-19 03:13:36,35.4144047038
2017-11-19 03:23:38,1.2255813879,2017-11-19 03:23:38,45.3905041504
2017-11-19 03:33:40,1.2249169565,2017-11-19 03:33:40,47.2154003906
2017-11-19 03:43:43,1.2255389754,2017-11-19 03:43:43,47.2133894857
2017-11-19 03:53:44,1.2271214456,2017-11-19 03:53:44,35.6305769857
2017-11-19 04:03:45,1.225623962,2017-11-19 04:03:45,39.689588623
2017-11-19 04:13:47,1.2245847306,2017-11-19 04:13:47,79.5447192383
2017-11-19 04:23:49,1.2244185972,2017-11-19 04:23:49,32.6856066895
2017-11-19 04:33:50,1.2269550768,2017-11-19 04:33:51,32.587072347
2017-11-19 04:43:52,1.2239202583,2017-11-19 04:43:52,34.88453125
2017-11-19 04:53:53,1.2261231301,2017-11-19 04:53:53,63.2845418294
2017-11-19 05:03:55,1.2237541658,2017-11-19 05:03:55,29.035814209
2017-11-19 05:13:56,1.2269550768,2017-11-19 05:13:56,30.7068762207
2017-11-19 05:23:58,1.2239202583,2017-11-19 05:23:58,51.7831709798
2017-11-19 05:34:00,1.2255813879,2017-11-19 05:34:00,51.5106933594
2017-11-19 05:44:02,1.2255814083,2017-11-19 05:44:02,35.9080818685
2017-11-19 05:54:05,1.2258706299,2017-11-19 05:54:05,39.882635498
2017-11-19 06:04:07,1.2249169565,2017-11-19 06:04:07,70.4071671549
2017-11-19 06:14:08,1.2267886875,2017-11-19 06:14:09,63.5972375488
2017-11-19 06:24:10,1.2235880324,2017-11-19 06:24:10,41.6592700195
2017-11-19 06:34:11,1.2267886875,2017-11-19 06:34:11,36.4580643717
2017-11-19 06:44:13,1.2247508231,2017-11-19 06:44:13,68.4515620931
2017-11-19 06:54:15,1.2252491824,2017-11-19 06:54:15,43.1101379395
2017-11-19 07:04:17,1.2247508231,2017-11-19 07:04:17,53.5849418132
2017-11-19 07:14:18,1.2264559088,2017-11-19 07:14:18,38.1029846191
2017-11-19 07:24:20,1.2252491619,2017-11-19 07:24:20,30.4595349121
2017-11-19 07:34:22,1.2255814083,2017-11-19 07:34:22,84.8002193197
2017-11-19 07:44:24,1.2245847101,2017-11-19 07:44:24,50.3775484212
2017-11-19 07:54:25,1.2266222981,2017-11-19 07:54:25,32.5036197917
2017-11-19 08:04:28,1.2245439505,2017-11-19 08:04:28,36.9597851563
2017-11-19 08:14:29,1.2257903514,2017-11-19 08:14:29,36.448009847
2017-11-19 08:24:31,1.2252491619,2017-11-19 08:24:31,41.2158654785
2017-11-19 08:34:33,1.2232558065,2017-11-19 08:34:33,33.859975179
2017-11-19 08:44:34,1.2262895194,2017-11-19 08:44:34,90.134144694
2017-11-19 08:54:36,1.2240863917,2017-11-19 08:54:36,37.8767578125
2017-11-19 09:04:38,1.2252491619,2017-11-19 09:04:38,74.3415026855
2017-11-19 09:14:39,1.2259567407,2017-11-19 09:14:39,43.2338085938
2017-11-19 09:24:41,1.225083049,2017-11-19 09:24:41,40.6125939941
2017-11-19 09:34:43,1.2240863917,2017-11-19 09:34:43,90.2186027018
2017-11-19 09:44:44,1.2254575727,2017-11-19 09:44:45,65.6604260254
2017-11-19 09:54:46,1.2239202583,2017-11-19 09:54:46,41.9709602865
2017-11-19 10:04:48,1.2240863713,2017-11-19 10:04:48,29.5797639974
2017-11-19 10:14:49,1.2264559088,2017-11-19 10:14:50,41.3395361328
2017-11-19 10:24:51,1.2247508435,2017-11-19 10:24:51,100.671286621
2017-11-19 10:34:53,1.224916936,2017-11-19 10:34:53,53.5949963379
2017-11-19 10:44:55,1.2255813879,2017-11-19 10:44:55,62.7506465658
2017-11-19 10:54:56,1.2264559088,2017-11-19 10:54:57,34.5034647624
2017-11-19 11:04:59,1.2238806006,2017-11-19 11:04:59,63.145789388
2017-11-19 11:15:00,1.2267886875,2017-11-19 11:15:00,78.3974979655
2017-11-19 11:25:02,1.2237541453,2017-11-19 11:25:02,48.8723860677
2017-11-19 11:35:04,1.2244186176,2017-11-19 11:35:04,33.3391507975
2017-11-19 11:45:05,1.2271214662,2017-11-19 11:45:05,47.5562487793
2017-11-19 11:55:07,1.2245847101,2017-11-19 11:55:07,36.8783435059
2017-11-19 12:05:08,1.2261231301,2017-11-19 12:05:08,48.2691145833
2017-11-19 12:15:10,1.2244185972,2017-11-19 12:15:10,43.4710953776
2017-11-19 12:25:12,1.2247508435,2017-11-19 12:25:12,34.422023112
2017-11-19 12:35:14,1.2254152749,2017-11-19 12:35:14,44.110563151
2017-11-19 12:45:16,1.2247508231,2017-11-19 12:45:16,49.1750272624
2017-11-19 12:55:17,1.2266222981,2017-11-19 12:55:17,86.0520076497
2017-11-19 13:05:19,1.2252491824,2017-11-19 13:05:19,91.0440791829
2017-11-19 13:15:21,1.225083049,2017-11-19 13:15:21,91.2119897461
2017-11-19 13:25:23,1.2239202583,2017-11-19 13:25:23,48.4149051921
2017-11-19 13:35:24,1.2257903514,2017-11-19 13:35:24,52.3321480306
2017-11-19 13:45:25,1.225124794,2017-11-19 13:45:25,57.7987931315
2017-11-19 13:55:27,1.2242525047,2017-11-19 13:55:27,40.830777181
2017-11-19 14:05:29,1.2264119526,2017-11-19 14:05:29,51.7208329264
2017-11-19 14:15:31,1.2237541453,2017-11-19 14:15:31,49.613404541
2017-11-19 14:25:32,1.2259567407,2017-11-19 14:25:32,47.1701550293
2017-11-19 14:35:34,1.2247508435,2017-11-19 14:35:34,52.3864424642
2017-11-19 14:45:36,1.2240863713,2017-11-19 14:45:36,87.8547839355
2017-11-19 14:55:37,1.2264559088,2017-11-19 14:55:37,69.6269360352
2017-11-19 15:05:39,1.2237541453,2017-11-19 15:05:39,56.3308325195
2017-11-19 15:15:40,1.2246256259,2017-11-19 15:15:40,70.0884387207
2017-11-19 15:25:41,1.2261231301,2017-11-19 15:25:41,41.157549235
2017-11-19 15:35:43,1.2240863713,2017-11-19 15:35:43,32.5951159668
2017-11-19 15:45:45,1.2242525047,2017-11-19 15:45:45,85.9564896647
2017-11-19 15:55:47,1.224916936,2017-11-19 15:55:47,63.3669889323
2017-11-19 16:05:48,1.2259567407,2017-11-19 16:05:48,33.5744266764
2017-11-19 16:15:50,1.2245847101,2017-11-19 16:15:50,70.3508618164
2017-11-19 16:25:52,1.2235880528,2017-11-19 16:25:52,38.0667883301
2017-11-19 16:35:54,1.2245847101,2017-11-19 16:35:54,93.2007747396
2017-11-19 16:45:56,1.2232558065,2017-11-19 16:45:56,46.0551082357
2017-11-19 16:55:58,1.2249169565,2017-11-19 16:55:58,49.6807698568
2017-11-19 17:05:59,1.2249584046,2017-11-19 17:05:59,75.5500565592
2017-11-19 17:16:01,1.2247508231,2017-11-19 17:16:01,46.9308573405
2017-11-19 17:26:03,1.2244185972,2017-11-19 17:26:03,30.3036897786
2017-11-19 17:36:04,1.2262895194,2017-11-19 17:36:05,35.0363545736
2017-11-19 17:46:06,1.2242525047,2017-11-19 17:46:06,42.0634619141
2017-11-19 17:56:08,1.225083049,2017-11-19 17:56:09,75.4897294108
2017-11-19 18:06:10,1.2240863713,2017-11-19 18:06:10,67.2450191243
2017-11-19 18:16:12,1.2245847306,2017-11-19 18:16:12,51.3689245605
2017-11-19 18:26:14,1.2247508231,2017-11-19 18:26:14,49.2242944336
2017-11-19 18:36:15,1.2244592366,2017-11-19 18:36:15,46.7327832031
2017-11-19 18:46:16,1.2252911833,2017-11-19 18:46:16,48.2922399902
