"bitcoin, x; Moving Average 8, x; Moving Average 40, x; Volume, x; Bollinger Bands, x; Trace 5, x",close,high,low,open,"Moving Average 8, y","Moving Average 40, y","Volume, y",color,"Bollinger Bands, y","Trace 5, y"
2014-08-08,592.58,598.12,588.79,588.88,588.905,612.74575,18.6843970434,#17BECF,601.3893127351,571.5646872649
2014-08-09,589.37,592.47,587.63,592.47,588.21125,611.485,13.4415901726,#7F7F7F,595.0733313766,582.2966686234
2014-08-10,591.06,594.46,587.94,589.17,588.4275,610.24125,12.78264474,#17BECF,595.4620989755,582.8719010245
2014-08-11,576.37,591.51,574.05,591.28,587.14,608.3785,25.6158370491,#7F7F7F,596.3899234042,578.2340765958
2014-08-12,569.64,576.95,566.6,576.51,584.7475,606.4905,24.5386559933,#7F7F7F,599.5615670477,571.1244329523
2014-08-13,546.66,573.03,532.67,570.38,579.9,604.38975,47.15453847,#7F7F7F,609.5429515994,553.1410484006
2014-08-14,505.97,546.24,498.73,546.18,570.065,601.2525,70.7628910805,#7F7F7F,627.749108356,518.372891644
2014-08-15,497.01,518.18,487.93,511.14,558.5825,597.7825,51.504597493,#7F7F7F,635.9514701362,492.4845298638
2014-08-16,519.71,521.48,487.74,497.83,549.47375,595.173,43.9331550288,#17BECF,632.9114080474,482.5365919526
2014-08-17,491.8,520.19,483.63,519.14,537.2775,591.8475,49.4121594144,#7F7F7F,630.0826138844,465.9513861156
2014-08-18,461.46,499.37,443.85,491.51,521.0775,587.77125,110.0502752135,#7F7F7F,626.6540031432,443.1559968568
2014-08-19,485.25,485.71,455.54,461.48,509.6875,584.4835,79.180628542,#17BECF,612.3193802687,436.6666197313
2014-08-20,511.98,518.28,467.51,485.07,502.48,581.483,90.8777686628,#17BECF,590.9873878052,442.1826121948
2014-08-21,517.24,531.9,510.45,510.45,498.8025,578.57125,95.592374913,#17BECF,572.2508800735,449.0931199265
2014-08-22,514.04,521.48,501.27,517.58,499.81125,575.75975,71.1304567738,#7F7F7F,551.0921356143,459.1318643857
2014-08-23,498.07,514.3,492.11,513.39,499.94375,572.7285,50.5388800771,#7F7F7F,535.8066752906,464.6993247094
2014-08-24,508.29,512.89,497.35,498.29,498.51625,569.896,38.249227803,#17BECF,536.23421693,464.73578307
2014-08-25,502.5,508.22,499.23,508.22,499.85375,567.0385,36.5307462687,#7F7F7F,536.7145906777,465.3534093223
2014-08-26,511.57,512.69,502.54,502.54,506.1175,564.2505,45.4191997185,#17BECF,534.3444363405,466.0955636595
2014-08-27,511.15,520.71,510.92,512.19,509.355,561.30975,44.3089112785,#7F7F7F,536.3518149914,467.9581850086
2014-08-28,507.81,516.16,506.88,510.88,508.83375,558.29225,39.113054095,#7F7F7F,525.5547849856,488.0252150144
2014-08-29,508.52,511.69,503.82,508.43,507.74375,555.40775,34.6590104617,#17BECF,520.2152603241,498.0187396759
2014-08-30,504.25,509.31,501.64,508.59,506.52,552.45875,18.6892811106,#7F7F7F,519.6311852608,497.0568147392
2014-08-31,477.76,504.88,474.81,502.9,503.98125,548.864,93.4199179504,#7F7F7F,525.3406512928,483.4513487072
2014-09-01,474.88,485.31,471.91,477.79,499.805,545.25075,43.025606469,#7F7F7F,527.245345754,473.714654246
2014-09-02,477.43,482.99,472.32,474.48,496.67125,542.14325,48.8823492449,#17BECF,528.9283424207,467.9036575793
2014-09-03,477.59,481.71,476.21,476.87,492.42375,539.05575,27.9365145836,#17BECF,527.5725193763,463.1194806237
2014-09-04,489.66,493.93,477.09,477.68,489.7375,536.402,53.2643058449,#17BECF,526.0439293421,462.0800706579
2014-09-05,483.34,490.64,481.61,489.67,486.67875,533.63925,31.6599081392,#7F7F7F,521.277023977,461.200976023
2014-09-06,484.83,488.6,483.0,483.34,483.7175,531.11775,21.8662211497,#17BECF,515.3193742445,461.8946257555
2014-09-07,482.28,488.07,482.28,485.13,480.97125,528.5565,18.6490213154,#7F7F7F,509.2592411704,462.8487588296
2014-09-08,474.6,489.83,468.79,481.81,480.57625,526.23925,63.7126000843,#7F7F7F,500.5878170122,464.7361829878
2014-09-09,475.26,477.38,467.78,474.88,480.62375,523.46475,45.1285612086,#17BECF,489.8230289374,469.7029710626
2014-09-10,479.36,487.47,475.14,475.48,480.865,520.57575,47.5379672897,#17BECF,489.8919252736,469.9540747264
2014-09-11,479.75,482.35,474.61,479.62,481.135,517.83625,35.1285044294,#17BECF,489.7392896002,471.0807103998
2014-09-12,477.75,479.63,473.01,479.58,479.64625,515.11325,32.3122972266,#7F7F7F,489.7279549859,471.1560450141
2014-09-13,479.0,482.12,475.1,477.79,479.10375,512.36875,32.5427974948,#17BECF,489.7180803682,471.4479196318
2014-09-14,477.89,479.85,476.12,479.12,478.23625,509.68,27.4236749043,#7F7F7F,486.0315009035,472.7804990965
2014-09-15,475.37,478.62,474.02,477.76,477.3725,506.948,32.2805393693,#7F7F7F,485.0460348591,472.1719651409
2014-09-16,466.06,475.64,465.13,474.86,476.305,503.87775,36.0410676737,#7F7F7F,485.5957829897,467.8682170103
2014-09-17,457.33,468.17,452.42,465.86,474.06375,500.4965,46.0429011873,#7F7F7F,488.5382355332,459.9357644668
2014-09-18,424.44,456.86,413.1,456.86,467.19875,496.37325,81.2439920837,#7F7F7F,503.7861648018,434.6558351982
2014-09-19,394.8,427.83,384.53,424.1,456.58,491.46675,96.0478723404,#7F7F7F,519.0746198414,403.2753801586
2014-09-20,408.9,423.3,389.88,394.67,447.97375,487.28,90.1530936659,#17BECF,518.9307273089,389.3272726911
2014-09-21,398.82,412.43,393.18,408.08,437.95125,483.0095,66.6468582318,#7F7F7F,516.5768535373,375.4951464627
2014-09-22,402.15,406.92,397.13,399.1,428.48375,479.39675,59.9965187119,#17BECF,510.1068258907,366.8451741093
2014-09-23,435.79,441.56,396.2,402.09,423.53625,477.64225,103.4890658345,#17BECF,499.8918621433,368.4181378567
2014-09-24,423.2,436.11,421.13,435.75,418.17875,475.797,72.3716918715,#7F7F7F,486.9236969935,370.4483030065
2014-09-25,411.57,423.52,409.47,423.16,412.45875,473.0935,65.1514930631,#7F7F7F,471.012301851,373.599698149
2014-09-26,404.43,414.94,400.01,411.43,409.9575,470.90925,53.0643127364,#7F7F7F,454.803900777,377.482099223
2014-09-27,399.52,406.62,397.37,403.56,410.5475,469.36075,37.6183920705,#7F7F7F,437.1015035273,383.6224964727
2014-09-28,377.18,401.02,374.33,399.47,406.5825,466.659,62.6048570974,#7F7F7F,437.5264837077,373.7455162923
2014-09-29,375.47,385.21,372.24,376.93,403.66375,463.24625,86.552054758,#7F7F7F,440.4813777662,366.9246222338
2014-09-30,386.94,390.98,373.44,376.09,401.7625,459.98875,89.6968522252,#17BECF,439.5083193338,363.5056806662
2014-10-01,383.62,391.38,380.78,387.43,395.24125,456.72825,68.3733903342,#7F7F7F,439.6458026378,360.3281973622
2014-10-02,375.07,385.5,372.95,383.99,389.225,453.65325,58.0630282347,#7F7F7F,439.8710811106,354.6869188894
2014-10-03,359.51,377.69,357.86,375.18,382.7175,449.93375,85.9536591472,#7F7F7F,428.7703529258,350.5316470742
2014-10-04,328.87,364.49,325.89,359.89,373.2725,445.593,143.632742421,#7F7F7F,427.9310690692,332.5049309308
2014-10-05,320.51,341.8,289.3,328.92,363.39625,440.8165,259.9235593273,#7F7F7F,426.3895347577,315.8344652423
2014-10-06,330.08,345.13,302.56,320.39,357.50875,436.28975,239.3716674746,#17BECF,419.0378638741,308.3161361259
2014-10-07,336.19,339.25,320.48,330.58,352.59875,431.99925,146.345518903,#17BECF,408.8355416571,305.8524583429
2014-10-08,352.94,354.36,327.19,336.12,348.34875,428.10975,155.086700289,#17BECF,404.5084081437,305.3315918563
2014-10-09,365.03,382.73,347.69,352.75,346.025,424.62925,229.1348656275,#17BECF,401.9582593294,305.7937406706
2014-10-10,361.56,375.07,352.96,364.69,344.33625,421.72425,120.7702732603,#7F7F7F,394.0420698555,308.6339301445
2014-10-11,362.3,367.19,355.95,361.36,344.685,418.90975,36.8346674027,#17BECF,386.537953784,311.874046216
2014-10-12,378.55,379.43,356.14,362.61,350.895,416.43775,46.3685114252,#17BECF,388.0055917312,311.1024082688
2014-10-13,390.41,397.23,368.9,377.92,359.6325,414.25825,90.2164391281,#17BECF,398.8382316745,306.4497683255
2014-10-14,400.87,411.7,391.32,391.69,368.48125,412.0385,96.0199067029,#17BECF,411.6703546856,308.0176453144
2014-10-15,394.77,402.23,388.77,400.95,375.80375,409.82425,64.0046102794,#7F7F7F,415.1802958084,319.3597041916
2014-10-16,382.56,398.81,373.07,394.52,379.50625,407.2675,70.5510246759,#7F7F7F,413.2878960836,331.7481039164
2014-10-17,383.76,385.48,375.39,382.76,381.8475,404.8045,35.4406399833,#17BECF,409.3878804203,345.1621195797
2014-10-18,391.44,395.16,378.97,383.98,385.5825,402.7255,29.1661557327,#17BECF,409.2557538312,352.9942461688
2014-10-19,389.55,393.94,386.46,391.25,388.98875,400.58275,15.1830830445,#7F7F7F,409.6735899007,357.4804100993
2014-10-20,382.85,390.08,378.25,389.23,389.52625,398.17,42.8862478778,#7F7F7F,406.8170907134,364.5949092866
2014-10-21,386.48,392.65,380.83,382.42,389.035,395.83825,36.7131546264,#17BECF,401.4083573842,374.8396426158
2014-10-22,383.16,388.58,382.25,386.12,386.82125,393.4735,30.3823468003,#7F7F7F,400.6574010315,376.5125989685
2014-10-23,358.42,385.05,356.45,382.96,382.2775,390.459,73.8153562859,#7F7F7F,407.8179419083,362.9540580917
2014-10-24,358.35,364.35,353.31,358.59,379.25125,387.4705,43.4929538161,#7F7F7F,406.4548569277,355.8131430723
2014-10-25,347.27,359.86,342.88,358.61,374.69,384.268,52.2000172776,#7F7F7F,407.4951486984,345.2728513016
2014-10-26,354.7,359.22,343.93,347.49,370.0975,381.484,31.780377784,#17BECF,407.1454321587,340.0505678413
2014-10-27,352.99,358.63,349.81,354.78,365.5275,378.8755,36.9217258279,#7F7F7F,405.5382153852,335.5037846148
2014-10-28,357.62,359.98,352.68,353.21,362.37375,377.205,21.9391532912,#17BECF,399.6174652757,334.6605347243
2014-10-29,335.59,357.83,335.34,357.09,356.0125,375.72475,54.2110909145,#7F7F7F,395.5748220352,327.9111779648
2014-10-30,345.31,350.91,335.07,335.71,351.28125,374.135,87.3936462888,#17BECF,389.6745753371,326.3034246629
2014-10-31,338.32,348.05,337.14,345.01,348.76875,372.6225,37.0814613384,#7F7F7F,379.857487462,326.488512538
2014-11-01,325.75,340.53,321.06,338.65,344.69375,370.7125,51.1963161934,#7F7F7F,369.7961494858,325.0678505142
2014-11-02,325.89,329.05,320.63,326.07,342.02125,367.965,26.4003804965,#7F7F7F,368.7902051265,319.5677948735
2014-11-03,327.55,334.0,325.48,325.57,338.6275,365.57375,39.5313692566,#17BECF,365.5366129949,316.6613870051
2014-11-04,330.49,331.77,325.08,327.16,335.815,363.54675,47.3705709704,#17BECF,364.2761885037,314.5658114963
2014-11-05,339.49,343.37,330.68,330.68,333.54875,361.92325,58.3734425167,#17BECF,360.344285588,315.455714412
2014-11-06,349.29,352.97,338.42,339.46,335.26125,360.6675,53.814881617,#17BECF,358.9681114425,316.0918885575
2014-11-07,342.42,352.73,341.78,349.82,334.9,359.7985,49.1624321009,#7F7F7F,352.7602358192,319.2597641808
2014-11-08,345.49,347.03,342.15,342.15,335.79625,359.049,24.7054039191,#17BECF,354.7785938701,319.2214061299
2014-11-09,363.26,363.63,344.25,345.38,340.485,358.457,66.6343665694,#17BECF,362.8272713589,314.7627286411
2014-11-10,366.92,374.82,357.56,362.26,345.61375,358.0395,82.9883898397,#17BECF,371.5323913036,311.7776086964
2014-11-11,367.69,371.31,363.74,365.86,350.63125,357.855,43.0767766325,#17BECF,377.5239988336,314.1740011664
2014-11-12,423.56,429.72,367.99,367.99,362.265,359.45625,108.09141562,#17BECF,411.1703075238,300.0616924762
2014-11-13,420.74,457.09,401.12,427.27,372.42125,361.753,140.0983980606,#7F7F7F,430.0131746995,299.8568253005
2014-11-14,397.82,419.25,384.79,418.42,378.4875,363.68575,74.3783620733,#7F7F7F,434.810738335,308.525261665
2014-11-15,376.13,405.53,371.01,399.65,382.70125,364.837,41.8140004786,#7F7F7F,434.289607972,316.374392028
2014-11-16,387.88,390.8,374.6,374.73,388.0,366.12925,30.6940290812,#17BECF,435.5680902643,322.8139097357
2014-11-17,387.41,410.2,377.5,388.35,391.01875,366.991,107.1701814615,#7F7F7F,433.8647267058,333.5152732942
2014-11-18,375.2,392.4,371.12,387.79,392.05375,367.24525,85.8808635394,#7F7F7F,429.8090855247,343.5129144753
2014-11-19,380.56,386.48,373.9,373.9,393.6625,367.72025,49.7472146311,#17BECF,428.6603171865,348.1216828135
2014-11-20,357.84,382.02,356.78,380.31,385.4475,367.60875,70.5153141069,#7F7F7F,430.2368453631,344.7291546369
2014-11-21,350.85,357.88,344.11,357.88,376.71125,366.91625,85.0793786518,#7F7F7F,433.1023270617,338.4956729383
2014-11-22,352.92,364.84,350.88,351.6,371.09875,365.979,43.2760965658,#17BECF,421.8923104403,335.5776895597
2014-11-23,367.57,370.85,353.18,353.18,370.02875,365.1465,41.2209919199,#17BECF,405.1689584107,341.6670415893
2014-11-24,376.9,387.21,366.67,366.95,368.65625,364.69975,82.0644733351,#17BECF,398.3336502742,344.3183497258
2014-11-25,375.35,394.7,374.78,376.89,367.14875,364.5195,67.782602904,#7F7F7F,398.1984315364,344.2975684636
2014-11-26,368.37,377.7,365.82,376.02,366.295,364.13475,50.497326058,#7F7F7F,393.5899199562,345.0040800438
2014-11-27,369.67,373.99,368.28,370.5,364.93375,363.5905,23.664430438,#7F7F7F,388.2692554586,346.7767445414
2014-11-28,376.45,382.84,358.45,369.37,367.26,363.263,60.9549741001,#17BECF,388.6137367043,346.6822632957
2014-11-29,375.49,387.6,372.14,376.15,370.34,363.079,40.9480944899,#7F7F7F,386.9312500124,347.3507499876
2014-11-30,378.05,382.53,373.31,375.51,373.48125,362.86825,24.3206983203,#17BECF,388.8583026423,349.4656973577
2014-12-01,379.25,383.66,376.67,378.25,374.94125,362.7705,31.0164798945,#17BECF,387.7592862864,356.2447137136
2014-12-02,381.31,384.04,377.86,379.25,375.4925,363.34275,32.4253232278,#17BECF,384.2826121504,365.3993878496
2014-12-03,375.01,383.03,374.35,381.72,375.45,363.75925,35.572651396,#7F7F7F,383.5348385728,367.6351614272
2014-12-04,369.6,378.65,367.76,375.72,375.60375,364.3175,39.3116883117,#7F7F7F,383.571825365,366.138174635
2014-12-05,376.85,379.19,365.76,369.44,376.50125,364.87125,40.2860554597,#17BECF,383.8108528516,366.1991471484
2014-12-06,374.79,378.45,370.94,376.76,376.29375,365.41625,18.7019931161,#7F7F7F,383.1413893087,368.1526106913
2014-12-07,375.1,376.29,373.27,374.84,376.245,365.85325,17.3064516129,#17BECF,382.4438663596,369.9361336404
2014-12-08,361.91,376.03,361.89,374.96,374.2275,366.51125,52.2193362991,#7F7F7F,385.7048253194,363.7671746806
2014-12-09,352.22,363.07,344.95,361.89,370.84875,366.684,93.4515359718,#7F7F7F,390.3342954725,354.4837045275
2014-12-10,346.37,352.38,346.37,352.2,366.48125,366.88525,47.4281837342,#7F7F7F,392.987886486,345.494113514
2014-12-11,350.51,361.36,338.76,344.34,363.41875,367.50425,92.5260334941,#17BECF,391.6377948255,341.0962051745
2014-12-12,352.54,352.98,349.29,350.83,361.28625,368.1705,48.1925455267,#17BECF,387.7295526178,339.2504473822
2014-12-13,347.38,352.38,346.59,352.38,357.6025,368.66625,33.6113190166,#7F7F7F,385.4250054075,336.0289945925
2014-12-14,351.63,353.32,345.42,346.73,354.7075,369.19475,35.3075676137,#17BECF,383.3723494052,334.4876505948
2014-12-15,345.35,351.81,344.93,351.36,350.98875,369.34125,49.9904444766,#7F7F7F,377.9738830411,333.5861169589
2014-12-16,327.06,345.86,327.06,345.67,346.6325,368.7855,94.3707576591,#7F7F7F,375.4466945789,326.5673054211
2014-12-17,319.78,333.95,315.15,326.86,342.5775,368.2195,117.480455313,#7F7F7F,370.707647723,320.242352277
2014-12-18,311.4,323.71,304.23,319.79,338.20625,367.36725,125.7964033398,#7F7F7F,370.7438874228,310.1041125772
2014-12-19,317.84,318.53,306.77,311.18,334.1225,366.23175,74.9531210672,#17BECF,369.1045861042,304.8674138958
2014-12-20,329.96,330.32,316.04,317.62,331.3,365.30775,63.209783004,#17BECF,367.0062939302,303.6837060698
2014-12-21,320.84,329.63,318.9,329.54,327.9825,364.1365,47.3993267672,#7F7F7F,363.2747553852,301.4812446148
2014-12-22,331.89,334.12,320.43,321.07,325.515,361.84475,67.2364337582,#17BECF,357.7919698173,302.8340301827
2014-12-23,334.57,336.29,329.6,332.02,324.1675,359.6905,49.5388110111,#17BECF,354.0599040717,304.0040959283
2014-12-24,322.53,334.74,321.36,334.38,323.60125,357.80825,46.7934765758,#7F7F7F,345.6305891055,306.6134108945
2014-12-25,319.01,322.67,316.96,322.29,323.505,356.38025,30.9822262625,#7F7F7F,337.9071440646,309.0688559354
2014-12-26,327.92,331.42,316.63,319.15,325.57,354.88125,50.044218102,#17BECF,338.0977099637,309.0502900363
2014-12-27,315.86,328.91,312.63,327.58,325.3225,353.0925,48.0757297537,#7F7F7F,338.3577930051,308.0062069949
2014-12-28,317.24,320.03,311.08,316.16,323.7325,351.6435,36.8068339428,#17BECF,337.2858099921,310.2461900079
2014-12-29,312.67,320.27,312.31,317.7,322.71125,349.94625,39.3465954521,#7F7F7F,338.105314632,308.392685368
2014-12-30,310.74,314.81,309.37,312.72,320.0675,348.76875,40.3176288859,#7F7F7F,337.2587211179,305.3952788821
2014-12-31,320.19,320.19,310.21,310.91,318.27,348.00225,43.5457072363,#17BECF,337.2078494774,305.3161505226
2015-01-01,314.25,320.44,314.0,320.44,317.235,347.0355,25.5737470167,#7F7F7F,334.0613414969,304.9346585031
2015-01-02,315.03,315.84,313.56,314.08,316.7375,345.722,24.952068057,#17BECF,327.6944513309,307.3935486691
2015-01-03,281.08,315.15,281.08,314.85,310.8825,343.3265,117.5978369148,#7F7F7F,338.0275659798,288.7704340202
2015-01-04,264.19,287.23,257.61,281.15,304.42375,340.5475,210.5647450698,#7F7F7F,347.0991569935,268.7348430065
2015-01-05,274.47,278.34,265.08,265.08,299.0775,338.2,160.1734251466,#17BECF,344.136861014,261.007138986
2015-01-06,286.19,287.55,272.7,274.61,295.7675,336.113,81.2247108564,#17BECF,341.1900018369,258.0199981631
2015-01-07,294.34,298.75,283.08,286.08,293.7175,334.06025,84.4832506625,#17BECF,337.0655491227,257.5644508773
2015-01-08,283.35,294.13,282.18,294.13,289.1125,331.75675,70.5223222163,#7F7F7F,333.4186976796,255.3473023204
2015-01-09,290.41,291.11,280.53,282.38,286.1325,329.56575,64.4557694294,#17BECF,329.6798819833,255.0201180167
2015-01-10,274.8,288.13,273.97,287.3,281.10375,326.9545,55.5469432314,#7F7F7F,320.8922594816,254.7297405184
2015-01-11,265.66,279.64,265.04,274.61,279.17625,324.06325,68.5116314086,#7F7F7F,312.8992065846,253.0047934154
2015-01-12,267.8,272.2,265.2,266.15,279.6275,321.383,70.501493652,#17BECF,299.2622740622,257.1957259378
2015-01-13,225.86,268.28,219.91,267.39,273.55125,317.7895,322.517931462,#7F7F7F,311.721846234,233.692153766
2015-01-14,178.1,223.89,171.51,223.89,260.04,312.82075,548.224031443,#7F7F7F,335.7814162132,192.4145837868
2015-01-15,209.84,229.07,176.9,176.9,249.4775,308.697,389.6945291651,#17BECF,336.4605481709,178.8094518291
2015-01-16,208.1,221.59,199.77,209.07,240.07125,304.522,184.6275828928,#7F7F7F,331.499671101,168.152328899
2015-01-17,199.26,211.73,194.88,207.83,228.6775,300.45575,117.7843019171,#7F7F7F,321.0926598328,159.5433401672
2015-01-18,210.34,218.69,194.51,200.05,220.62,296.90875,143.0308072644,#17BECF,309.594075798,156.439924202
2015-01-19,214.86,216.73,207.32,211.47,214.27,293.621,86.8393372429,#17BECF,290.9823078272,159.9416921728
2015-01-20,211.31,215.24,205.15,212.91,207.20875,290.141,113.8190336472,#7F7F7F,274.9778846573,163.2481153427
2015-01-21,226.9,227.79,211.21,211.38,207.33875,287.0,131.8845306302,#17BECF,261.2600493461,169.2139506539
2015-01-22,233.41,237.02,226.43,227.32,214.2525,284.15075,143.7153506705,#17BECF,243.1731080388,180.4228919612
2015-01-23,232.88,234.84,225.2,233.52,217.1325,281.182,105.7269838543,#7F7F7F,245.543251118,179.4567488821
2015-01-24,247.85,248.21,230.02,232.7,222.10125,278.7445,99.989913254,#17BECF,249.559571535,189.390428465
2015-01-25,253.72,255.07,243.89,247.35,228.90875,276.911,132.3612643859,#17BECF,259.9109594738,187.8150405262
2015-01-26,273.47,309.38,254.08,254.08,236.8,275.75325,390.5144988481,#17BECF,276.1472923303,184.6527076697
2015-01-27,263.48,275.48,250.65,273.17,242.8775,274.55525,168.5099438288,#7F7F7F,281.1490630152,192.4949369848
2015-01-28,233.91,266.54,227.05,263.35,245.7025,272.457,189.6122440255,#7F7F7F,279.5804746155,198.7775253845
2015-01-29,233.51,238.71,220.71,233.35,246.52875,270.04575,137.9529784592,#17BECF,278.033906371,204.054093629
2015-01-30,226.43,242.85,225.84,232.77,245.65625,267.6855,117.4985646778,#7F7F7F,275.1147772088,209.9972227912
2015-01-31,217.46,233.5,216.31,226.44,243.72875,264.82475,107.3677917778,#7F7F7F,276.6418536807,206.5821463193
2015-02-01,226.97,231.57,212.01,216.87,241.11875,262.13475,128.3363440102,#17BECF,276.8933668349,205.0426331651
2015-02-02,238.23,242.18,222.66,226.49,239.1825,260.02725,128.498090081,#17BECF,277.0504056562,205.9555943438
2015-02-03,227.27,245.96,224.48,237.45,233.4075,257.73375,179.4504334052,#7F7F7F,275.7344588307,203.1555411693
2015-02-04,226.85,230.06,221.11,227.51,228.82875,255.207,117.2329733304,#7F7F7F,272.3216491066,201.1943508934
2015-02-05,217.11,239.41,214.72,227.66,226.72875,252.73825,103.7096402745,#7F7F7F,257.5069078073,204.7370921927
2015-02-06,222.27,230.51,216.23,216.92,225.32375,250.364,109.935213929,#17BECF,240.7908334532,213.2111665468
2015-02-07,227.75,230.3,222.61,222.63,225.48875,248.241,94.8592755214,#17BECF,239.3274546873,213.4425453127
2015-02-08,223.41,229.44,221.08,227.69,226.2325,246.05775,76.7432075556,#7F7F7F,237.3893442046,213.3606557954
2015-02-09,220.11,223.98,217.02,223.39,225.375,243.55575,126.2609604289,#7F7F7F,237.168565223,212.317434777
2015-02-10,219.84,221.81,215.33,220.28,223.07625,241.1955,96.0475800582,#7F7F7F,236.8659838031,213.0960161969
2015-02-11,219.19,223.41,218.07,219.73,222.06625,238.7995,78.4794014325,#7F7F7F,236.5200272387,211.8859727613
2015-02-12,221.76,222.2,217.61,219.21,221.43,237.3165,68.5705266955,#17BECF,229.9626348634,215.1493651366
2015-02-13,235.43,240.26,221.26,221.97,223.72,236.5975,181.5588497643,#17BECF,234.1276819092,212.6163180908
2015-02-14,257.32,259.81,235.53,235.53,228.10125,236.16875,193.2710244054,#17BECF,250.5281839578,202.3098160422
2015-02-15,234.82,265.61,227.68,257.51,228.985,234.8845,240.8329784516,#7F7F7F,251.8578272016,204.5221727984
2015-02-16,233.84,239.52,229.02,234.82,230.28875,233.372,120.3972801916,#7F7F7F,252.859296641,205.834703359
2015-02-17,243.61,245.78,232.31,233.42,233.22625,232.3785,112.3233857395,#17BECF,256.0513156725,205.8146843275
2015-02-18,236.33,244.25,232.34,243.78,235.2875,231.0265,106.6339440613,#7F7F7F,256.9495397665,207.5004602335
2015-02-19,240.28,242.67,235.59,236.41,237.92375,230.1635,76.0383718995,#17BECF,257.8391595277,210.6448404723
2015-02-20,243.78,247.1,239.3,240.25,240.67625,229.6165,97.9436377061,#17BECF,258.5357903592,214.7362096408
2015-02-21,244.53,255.32,243.18,243.75,241.81375,229.03475,50.2359628675,#17BECF,257.7033645084,220.6366354916
2015-02-22,235.98,246.39,233.85,244.54,239.14625,229.28775,82.7485380117,#7F7F7F,254.8855845749,226.2984154251
2015-02-23,238.89,240.11,232.42,236.0,239.655,230.8075,68.6508434844,#17BECF,254.8383302918,227.0376697082
2015-02-24,238.74,239.9,236.4,239.0,240.2675,231.53,59.4806065176,#7F7F7F,246.8740946306,231.2859053694
2015-02-25,237.47,239.34,235.53,238.89,239.5,232.26425,48.4111677264,#7F7F7F,246.66088986,232.02911014
2015-02-26,236.43,237.71,234.26,237.34,239.5125,233.1935,57.6043649283,#7F7F7F,246.2018595855,233.0061404145
2015-02-27,253.83,256.65,236.44,236.44,241.20625,234.28075,173.3991253989,#17BECF,251.6579261942,229.5940738058
2015-02-28,254.26,254.69,249.48,253.52,242.51625,235.26575,54.8623456305,#17BECF,255.9033858674,228.9346141326
2015-03-01,260.2,261.66,245.93,254.28,244.475,236.488,96.9012298232,#17BECF,261.8086050714,227.0133949286
2015-03-02,275.67,276.3,258.31,260.36,249.43625,237.70725,146.7903652918,#17BECF,273.8978850016,221.3021149984
2015-03-03,281.7,285.8,268.16,275.05,254.7875,238.9145,179.1313454029,#17BECF,285.1221699531,217.5118300469
2015-03-04,273.09,284.23,268.13,281.99,259.08125,239.91975,151.5361236222,#7F7F7F,289.4915147495,220.5644852505
2015-03-05,276.18,281.67,264.77,272.74,263.92,240.628,149.5488449562,#17BECF,293.5281170689,223.9858829311
2015-03-06,272.72,277.61,270.01,275.6,268.45625,241.103,106.0387943678,#7F7F7F,294.8090101332,229.5009898668
2015-03-07,276.26,277.85,270.13,272.29,271.26,241.17275,64.5258090205,#17BECF,294.6174080854,237.4505919146
2015-03-08,274.35,277.86,272.56,276.43,273.77125,241.4445,80.4370329871,#7F7F7F,289.6837344573,249.9682655427
2015-03-09,289.61,292.7,273.89,274.81,277.4475,242.837,204.3375574048,#17BECF,293.3456419696,253.4623580304
2015-03-10,291.76,300.04,289.74,289.86,279.45875,244.29325,232.282698108,#17BECF,295.099354583,259.208645417
2015-03-11,296.38,297.39,290.51,291.52,281.29375,246.042,114.5957891896,#17BECF,298.1038224982,263.4401775018
2015-03-12,294.35,297.09,292.41,296.13,283.95125,247.96425,110.7022252421,#7F7F7F,301.4881605351,263.791839465
2015-03-13,285.34,294.5,285.34,294.12,285.09625,249.4235,110.1195065536,#7F7F7F,301.9119764473,264.0960235527
2015-03-14,281.88,286.34,280.98,284.44,286.24125,250.51475,80.2195969916,#7F7F7F,301.5169396241,266.2490603759
2015-03-15,286.39,286.53,281.0,281.43,287.5075,251.99275,41.7965012745,#17BECF,301.7190070539,268.0889929461
2015-03-16,290.59,294.11,285.69,285.69,289.5375,253.58625,74.0428094566,#17BECF,301.4199901592,271.9620098408
2015-03-17,285.5,292.37,284.37,290.6,289.02375,255.296,75.2966725044,#7F7F7F,300.476606086,274.753393914
2015-03-18,256.3,285.34,249.87,285.07,284.59125,256.14675,222.4268435427,#7F7F7F,308.3615291425,263.2584708575
2015-03-19,260.93,264.24,248.64,255.88,280.16,256.97625,202.092515234,#17BECF,310.1580570252,255.7259429748
2015-03-20,261.75,264.85,259.16,260.96,276.085,257.93475,70.5127029608,#17BECF,309.3642688719,250.5177311281
2015-03-21,260.02,262.2,255.65,261.64,272.92,258.9325,65.8799323129,#7F7F7F,305.6859480975,246.9240519025
2015-03-22,267.96,269.75,259.59,259.92,271.18,260.1355,68.8091506195,#17BECF,300.4711739616,246.8608260384
2015-03-23,266.74,277.3,261.75,267.89,268.72375,261.32425,85.5211066957,#7F7F7F,297.5720865825,246.0399134175
2015-03-24,245.59,267.0,244.16,266.58,263.09875,261.92,163.1731748035,#7F7F7F,297.5999842885,238.7540157115
2015-03-25,246.2,249.19,236.51,247.47,258.18625,262.18925,145.6819658814,#7F7F7F,293.5034790006,234.8125209994
