"quadx_usd, x; gemini, x; cexio, x","quadx_usd, y","gemini, y","cexio, y","quadx_fx, x; gemini_quadx, x; gemini_cexio, x; quadx_fx_reverse, x; bitfinex_cexio, x; bitfinex_quadx, x; quadx_cexio, x; quadx_bitfinex, x; exmo_quadx, x; exmo_cexio, x; quadx_cad_bitfinex, x; quadx_cad_gemini, x; cexio_bitfinex, x; cexio_exmo, x; cexio_gemini, x","quadx_fx, y","gemini_quadx, y","gemini_cexio, y","quadx_fx_reverse, y","bitfinex_cexio, y","bitfinex_quadx, y","quadx_cexio, y","quadx_bitfinex, y","exmo_quadx, y","exmo_cexio, y","quadx_cad_bitfinex, y","quadx_cad_gemini, y","cexio_bitfinex, y","cexio_exmo, y","cexio_gemini, y"
2017-09-27 21:20:02,4305.0,4163.51,4217.6199,2017-10-02 20:10:15.935463,-113.87,-149.68,-66.67,-64.92,,,,,,,,,,,
2017-09-27 21:30:02,4305.0,4165.96,4226.0199,2017-10-02 20:20:18.136653,-113.68,-131.25,-62.66,-79.7,,,,,,,,,,,
2017-09-27 21:40:02,4305.0,4165.95,4227.0,2017-10-02 20:20:20.596379,-113.68,-131.25,-62.66,-79.7,,,,,,,,,,,
2017-09-27 21:50:01,4305.0,4171.81,4227.9955,2017-10-02 20:30:16.775279,-114.03,-117.14,-67.02,-65.71,,,,,,,,,,,
2017-09-27 22:00:02,4305.0,4194.19,4236.1,2017-10-02 20:30:19.662755,-114.03,-117.14,-68.97,-65.71,,,,,,,,,,,
2017-09-27 22:10:02,4305.0,4186.94,4231.865,2017-10-02 20:40:14.190571,-114.03,-117.08,-55.87,-65.65,,,,,,,,,,,
2017-09-27 22:20:02,4305.0,4198.21,4232.5704,2017-10-02 20:40:19.556912,-114.03,-117.08,-54.33,-65.65,,,,,,,,,,,
2017-09-27 22:30:02,4305.0,4190.61,4230.5866,2017-10-02 20:50:21.421370,-113.22,-117.28,-61.61,-65.73,,,,,,,,,,,
2017-09-27 22:40:02,4305.0,4191.82,4227.9797,2017-10-02 20:50:23.280701,-113.22,-117.28,-61.83,-65.73,,,,,,,,,,,
2017-09-27 22:50:02,4305.0,4186.31,4226.0001,2017-10-02 21:00:14.444783,-113.06,-121.47,-61.69,-65.36,,,,,,,,,,,
2017-09-27 23:00:02,4305.0,4199.27,4238.5,2017-10-02 21:00:17.480803,-113.06,-121.47,-61.69,-65.36,,,,,,,,,,,
2017-09-27 23:10:02,4305.0,4207.84,4240.0,2017-10-02 21:10:16.203086,-112.53,-140.11,-57.11,-80.7,,,,,,,,,,,
2017-09-27 23:20:02,4305.0,4208.68,4237.4497,2017-10-02 21:10:17.263632,-112.53,-140.11,-56.96,-80.7,,,,,,,,,,,
2017-09-27 23:30:02,4305.0,4225.0,4250.0,2017-10-02 21:20:15.194306,-111.61,-128.89,-64.19,-65.75,,,,,,,,,,,
2017-09-27 23:40:02,4305.0,4203.44,4250.0002,2017-10-02 21:20:16.327300,-111.61,-128.89,-64.18,-65.75,,,,,,,,,,,
2017-09-27 23:50:02,4305.0,4206.26,4255.9739,2017-10-02 21:30:14.665161,-103.95,-118.24,-60.37,-65.67,,,,,,,,,,,
2017-09-28 00:00:01,4305.0,4204.51,4258.6848,2017-10-02 21:30:15.678696,-103.95,-118.24,-60.37,-65.67,,,,,,,,,,,
2017-09-28 00:10:02,4305.0,4204.87,4265.0,2017-10-02 21:40:17.468848,-104.05,-118.25,-57.78,-65.73,,,,,,,,,,,
2017-09-28 00:20:02,4305.0,4204.2,4265.15,2017-10-02 21:40:17.744961,-104.05,-118.25,-56.74,-65.73,,,,,,,,,,,
2017-09-28 00:30:02,4305.0,4181.68,4250.0,2017-10-02 21:50:16.575865,-111.65,-130.38,-54.49,-79.05,,,,,,,,,,,
2017-09-28 00:40:02,4305.0,4186.0,4253.0,2017-10-02 21:50:17.830847,-111.65,-129.84,-54.5,-79.05,,,,,,,,,,,
2017-09-28 00:50:02,4305.0,4181.27,4250.5001,2017-10-02 22:00:13.893502,-114.03,-121.38,-59.34,-79.05,,,,,,,,,,,
2017-09-28 01:00:02,4305.0,4175.71,4245.7279,2017-10-02 22:00:16.591133,-114.03,-121.38,-59.34,-79.05,,,,,,,,,,,
2017-09-28 01:10:02,4105.01,4182.16,4240.6137,2017-10-02 22:10:17.829422,-98.31,-121.68,-62.1,-79.36,,,,,,,,,,,
2017-09-28 01:20:01,4105.01,4181.96,4244.0001,2017-10-02 22:10:18.303177,-98.31,-121.68,-62.1,-79.36,,,,,,,,,,,
2017-09-28 01:30:01,4105.01,4171.83,4238.0,2017-10-02 22:20:14.878791,-98.08,-119.78,-59.31,-79.35,,,,,,,,,,,
2017-09-28 01:40:02,4105.01,4177.58,4244.9059,2017-10-02 22:20:16.750429,-98.08,-119.78,-59.63,-79.35,,,,,,,,,,,
2017-09-28 01:50:02,4150.02,4171.16,4234.9364,2017-10-02 22:30:17.153478,-98.11,-120.27,-55.04,-79.36,,,,,,,,,,,
2017-09-28 02:00:02,4150.02,4175.89,4235.0002,2017-10-02 22:30:17.755989,-98.11,-120.27,-55.07,-79.36,,,,,,,,,,,
2017-09-28 02:10:03,4150.02,4165.69,4236.0,2017-10-02 22:40:15.484135,-97.76,-120.24,-70.53,-79.81,,,,,,,,,,,
2017-09-28 02:20:02,4150.02,4151.81,4225.4163,2017-10-02 22:40:16.502207,-97.76,-120.24,-70.4,-79.81,,,,,,,,,,,
2017-09-28 02:30:02,4150.02,4151.05,4224.9999,2017-10-02 22:50:19.227981,-98.05,-119.23,-60.14,-79.8,,,,,,,,,,,
2017-09-28 02:40:02,4150.02,4153.16,4224.9999,2017-10-02 22:50:20.408198,-98.05,-119.23,-60.14,-79.8,,,,,,,,,,,
2017-09-28 02:50:02,4150.02,4159.59,4234.0089,2017-10-02 23:00:14.641719,-98.05,-117.23,-61.31,-79.8,,,,,,,,,,,
2017-09-28 03:00:01,4150.02,4155.33,4232.1339,2017-10-02 23:00:16.651313,-98.05,-117.23,-61.31,-79.8,,,,,,,,,,,
2017-09-28 03:10:01,4150.02,4151.17,4230.9998,2017-10-02 23:10:14.703095,-98.28,-117.78,-55.42,-79.8,,,,,,,,,,,
2017-09-28 03:20:02,4150.02,4152.0,4234.1339,2017-10-02 23:10:15.910311,-98.28,-117.78,-55.42,-79.8,,,,,,,,,,,
2017-09-28 03:30:02,4150.02,4165.54,4239.9987,2017-10-02 23:20:14.548834,-114.03,-136.07,-63.32,-79.8,,,,,,,,,,,
2017-09-28 03:40:02,4150.02,4167.56,4238.2821,2017-10-02 23:20:15.688197,-114.03,-136.28,-63.59,-79.8,,,,,,,,,,,
2017-09-28 03:50:01,4150.02,4179.99,4244.9999,2017-10-02 23:30:16.476242,-110.54,-127.26,-54.04,-79.8,,,,,,,,,,,
2017-09-28 04:00:02,4150.02,4183.45,4252.0,2017-10-02 23:30:17.623059,-110.54,-127.26,-53.82,-79.8,,,,,,,,,,,
2017-09-28 04:10:02,4150.02,4186.77,4252.399,2017-10-02 23:40:18.689441,-111.03,-104.66,-54.77,-50.6,,,,,,,,,,,
2017-09-28 04:20:02,4150.02,4185.49,4240.186,2017-10-02 23:40:19.353151,-111.03,-104.66,-54.65,-50.6,,,,,,,,,,,
2017-09-28 04:30:01,4150.02,4185.48,4245.0064,2017-10-02 23:50:14.054418,-113.52,-106.47,-59.37,-50.6,,,,,,,,,,,
2017-09-28 04:40:02,4150.02,4188.99,4250.8697,2017-10-02 23:50:17.430968,-113.52,-106.47,-59.01,-50.6,,,,,,,,,,,
2017-09-28 04:50:02,4305.0,4243.58,4289.9799,2017-10-03 00:00:17.338809,-113.53,-105.75,-61.38,-50.6,,,,,,,,,,,
2017-09-28 05:00:02,4380.28,4243.31,4294.8407,2017-10-03 00:00:17.711744,-113.53,-105.75,-61.38,-50.6,,,,,,,,,,,
2017-09-28 05:10:01,4398.97,4241.34,4290.2222,2017-10-03 00:10:14.402472,-113.73,-105.75,-70.71,-50.2,,,,,,,,,,,
2017-09-28 05:20:01,4398.97,4230.09,4281.8501,2017-10-03 00:10:14.980289,-113.73,-105.75,-70.71,-50.2,,,,,,,,,,,
2017-09-28 05:30:01,4398.97,4235.62,4288.9,2017-10-03 00:20:14.093705,-112.32,-105.75,-70.31,-50.6,,,,,,,,,,,
2017-09-28 05:40:01,4398.97,4245.36,4303.1,2017-10-03 00:20:17.365837,-112.32,-105.75,-70.31,-50.6,,,,,,,,,,,
2017-09-28 05:50:02,4398.97,4235.19,4302.9995,2017-10-03 00:30:14.716746,-109.6,-105.75,-70.81,-50.6,,,,,,,,,,,
2017-09-28 06:00:03,4398.97,4229.42,4302.9999,2017-10-03 00:30:17.716222,-109.6,-105.75,-70.81,-50.6,,,,,,,,,,,
2017-09-28 06:10:02,4398.97,4226.84,4299.8592,2017-10-03 00:40:15.460392,-110.42,-104.76,-70.73,-46.62,,,,,,,,,,,
2017-09-28 06:20:02,4398.97,4225.19,4300.0,2017-10-03 00:40:16.787295,-110.42,-104.76,-70.73,-46.62,,,,,,,,,,,
2017-09-28 06:30:02,4389.99,4225.66,4301.0,2017-10-03 00:50:14.508768,-110.42,-93.03,-67.03,-50.2,,,,,,,,,,,
2017-09-28 06:40:02,4300.0,4239.31,4321.0,2017-10-03 00:50:16.053289,-110.42,-93.03,-67.03,-50.2,,,,,,,,,,,
2017-09-28 06:50:01,4300.0,4240.19,4317.7548,2017-10-03 01:00:14.969311,-108.47,-93.99,-62.33,-48.57,,,,,,,,,,,
2017-09-28 07:00:02,4300.0,4234.72,4328.4442,2017-10-03 01:00:17.066292,-108.47,-93.99,-62.33,-48.57,,,,,,,,,,,
2017-09-28 07:10:02,4300.0,4233.24,4322.7682,2017-10-03 01:10:14.027595,-112.58,-96.74,-75.58,-48.12,,,,,,,,,,,
2017-09-28 07:20:03,4300.0,4220.0,4312.842,2017-10-03 01:10:15.328950,-112.58,-96.74,-74.28,-48.12,,,,,,,,,,,
2017-09-28 07:30:01,4300.0,4221.34,4302.1544,2017-10-03 01:20:14.069603,-111.8,-95.44,-74.59,-48.57,,,,,,,,,,,
2017-09-28 07:40:01,4300.0,4220.78,4312.0872,2017-10-03 01:20:15.841366,-111.8,-95.44,-74.59,-48.57,,,,,,,,,,,
2017-09-28 07:50:02,4300.0,4212.83,4308.0264,2017-10-03 01:30:17.161722,-114.03,-97.17,-75.1,-32.63,,,,,,,,,,,
2017-09-28 08:00:02,4300.0,4224.61,4319.4596,2017-10-03 01:30:19.526224,-114.03,-96.79,-75.1,-32.63,,,,,,,,,,,
2017-09-28 08:10:02,4300.0,4262.96,4318.5001,2017-10-03 01:40:13.808064,-114.03,-115.53,-82.33,-48.56,,,,,,,,,,,
2017-09-28 08:20:02,4300.0,4259.89,4328.6858,2017-10-03 01:40:14.418529,-114.03,-115.53,-82.33,-48.56,,,,,,,,,,,
2017-09-28 08:30:02,4300.0,4250.43,4326.0016,2017-10-03 01:50:14.611866,-114.01,-128.05,-84.3,-48.57,,,,,,,,,,,
2017-09-28 08:40:02,4300.0,4253.49,4338.2604,2017-10-03 01:50:17.623798,-114.01,-128.05,-84.29,-48.57,,,,,,,,,,,
2017-09-28 08:50:02,4300.0,4259.95,4345.6754,2017-10-03 02:00:14.393822,-94.12,-127.79,-90.64,-55.18,,,,,,,,,,,
2017-09-28 09:00:02,4300.0,4251.3,4338.2718,2017-10-03 02:00:17.729642,-94.12,-127.79,-90.56,-55.18,,,,,,,,,,,
2017-09-28 09:10:01,4300.0,4248.36,4331.0001,2017-10-03 02:10:13.629934,-94.12,-129.38,-90.02,-56.54,,,,,,,,,,,
2017-09-28 09:20:02,4300.0,4252.24,4325.2216,2017-10-03 02:10:17.149746,-94.12,-129.38,-90.02,-56.54,,,,,,,,,,,
2017-09-28 09:30:03,4300.0,4254.44,4327.5813,2017-10-03 02:20:12.837766,-88.13,-135.08,-88.93,-83.33,,,,,,,,,,,
2017-09-28 09:40:02,4300.0,4269.79,4329.9999,2017-10-03 02:20:13.314530,-88.13,-135.06,-88.93,-83.33,,,,,,,,,,,
2017-09-28 09:50:02,4300.0,4265.7,4327.9999,2017-10-03 02:30:15.472595,-84.12,-135.08,-89.82,-101.02,,,,,,,,,,,
2017-09-28 10:00:01,4300.0,4265.07,4334.641,2017-10-03 02:30:18.703880,-84.12,-135.08,-89.82,-101.02,,,,,,,,,,,
2017-09-28 10:10:02,4300.0,4233.67,4309.9223,2017-10-03 02:40:19.108597,-39.61,-134.76,-88.77,-105.94,,,,,,,,,,,
2017-09-28 10:20:01,4300.0,4211.0,4270.3014,2017-10-03 02:40:19.514242,-39.61,-134.76,-88.77,-105.94,,,,,,,,,,,
2017-09-28 10:30:02,4300.0,4204.66,4273.303,2017-10-03 03:00:15.362597,-79.82,-124.52,-79.15,-104.35,,,,,,,,,,,
2017-09-28 10:40:02,4300.0,4201.8,4275.4417,2017-10-03 03:00:18.514924,-79.82,-124.52,-79.15,-104.35,,,,,,,,,,,
2017-09-28 10:50:01,4300.0,4184.28,4242.6752,2017-10-03 03:10:19.762993,-74.05,-119.67,-71.53,-104.25,,,,,,,,,,,
2017-09-28 11:00:01,4300.0,4173.53,4255.598,2017-10-03 03:10:20.003943,-74.05,-119.67,-71.53,-104.25,,,,,,,,,,,
2017-09-28 11:10:02,4300.0,4188.04,4260.0003,2017-10-03 03:20:15.451442,-76.49,-119.67,-73.46,-104.11,,,,,,,,,,,
2017-09-28 11:20:02,4300.0,4181.0,4256.4983,2017-10-03 03:20:15.887407,-76.49,-119.67,-73.46,-104.11,,,,,,,,,,,
2017-09-28 11:30:01,4300.0,4177.8,4260.0,2017-10-03 03:30:18.068707,-75.39,-170.85,-72.41,-156.68,,,,,,,,,,,
2017-09-28 11:40:02,4200.0,4182.8,4255.6923,2017-10-03 03:30:21.141598,-75.39,-170.85,-72.41,-156.68,,,,,,,,,,,
2017-09-28 11:50:01,4200.0,4199.94,4272.8364,2017-10-03 03:40:16.735125,-75.81,-180.09,-79.54,-156.73,,,,,,,,,,,
2017-09-28 12:00:02,4200.0,4199.96,4261.082,2017-10-03 03:40:19.721312,-75.81,-180.09,-80.29,-156.73,,,,,,,,,,,
2017-09-28 12:10:01,4200.0,4175.99,4244.0002,2017-10-03 03:50:16.705315,-78.73,-182.41,-79.05,-145.57,,,,,,,,,,,
2017-09-28 12:20:01,4200.0,4176.34,4247.0,2017-10-03 03:50:17.466646,-78.73,-182.41,-79.05,-145.57,,,,,,,,,,,
2017-09-28 12:30:01,4200.0,4182.56,4260.3597,2017-10-03 04:00:16.480293,-64.25,-179.07,-76.33,-152.62,,,,,,,,,,,
2017-09-28 12:40:02,4200.0,4186.22,4269.8999,2017-10-03 04:00:16.902648,-64.25,-179.07,-76.33,-152.62,,,,,,,,,,,
2017-09-28 12:50:02,4200.0,4208.85,4270.0,2017-10-03 04:10:16.588092,-64.25,-179.07,-74.94,-154.88,,,,,,,,,,,
2017-09-28 13:00:01,4200.0,4208.85,4272.24,2017-10-03 04:10:19.701797,-64.25,-179.07,-74.97,-154.88,,,,,,,,,,,
2017-09-28 13:10:01,4200.0,4208.15,4272.6095,2017-10-03 04:20:14.723173,-46.56,-179.11,-74.39,-154.88,,,,,,,,,,,
2017-09-28 13:20:01,4200.0,4193.16,4264.7,2017-10-03 04:20:15.756711,-46.56,-179.11,-74.39,-154.88,,,,,,,,,,,
2017-09-28 13:30:01,4200.0,4186.95,4264.7397,2017-10-03 04:30:18.362471,-74.39,-179.11,-76.02,-149.56,,,,,,,,,,,
2017-09-28 13:40:02,4200.0,4198.2,4262.1275,2017-10-03 04:30:18.474253,-74.39,-179.11,-76.02,-149.56,,,,,,,,,,,
2017-09-28 13:50:02,4200.0,4204.6,4265.4155,2017-10-03 04:40:20.844381,-87.38,-179.11,-80.25,-148.93,,,,,,,,,,,
2017-09-28 14:00:02,4200.0,4186.09,4249.1863,2017-10-03 04:40:23.936203,-87.38,-179.11,-80.25,-148.93,,,,,,,,,,,
2017-09-28 14:10:01,4200.0,4177.44,4220.7366,2017-10-03 04:50:15.856309,-82.44,-179.11,-80.68,-148.96,,,,,,,,,,,
2017-09-28 14:20:02,4200.0,4150.49,4204.5547,2017-10-03 04:50:16.949635,-82.44,-179.11,-80.68,-148.96,,,,,,,,,,,
2017-09-28 14:30:02,4200.0,4134.66,4201.1648,2017-10-03 05:00:16.583203,-77.54,-179.11,-84.21,-147.36,,,,,,,,,,,
2017-09-28 14:40:02,4200.0,4132.01,4217.7383,2017-10-03 05:00:20.058604,-77.54,-179.11,-84.21,-147.36,,,,,,,,,,,
2017-09-28 15:00:01,4200.0,4134.23,4206.3001,2017-10-03 05:10:15.085650,-72.28,-178.23,-90.04,-149.54,,,,,,,,,,,
2017-09-28 15:10:02,4200.0,4139.61,4215.0,2017-10-03 05:10:17.365661,-72.28,-178.23,-89.98,-149.54,,,,,,,,,,,
2017-09-28 15:20:02,4200.0,4127.5,4200.1007,2017-10-03 05:20:19.383686,-86.99,-154.22,-71.38,-135.28,,,,,,,,,,,
2017-09-28 15:30:02,4200.0,4131.54,4201.4751,2017-10-03 05:20:22.555063,-86.99,-154.22,-71.38,-135.28,,,,,,,,,,,
2017-09-28 15:40:02,4200.0,4128.84,4208.9995,2017-10-03 05:30:20.775793,-113.79,-162.92,-73.19,-173.16,,,,,,,,,,,
2017-09-28 15:50:02,4200.0,4131.99,4204.1077,2017-10-03 05:30:21.910359,-113.79,-162.92,-73.19,-173.16,,,,,,,,,,,
2017-09-28 16:00:02,4200.0,4135.0,4202.0,2017-10-03 05:40:19.787270,-113.89,-156.95,-70.36,-157.25,,,,,,,,,,,
2017-09-28 16:10:01,4200.0,4154.86,4229.9883,2017-10-03 05:40:21.899308,-113.89,-156.95,-70.35,-157.25,,,,,,,,,,,
2017-09-28 16:20:02,4200.0,4164.13,4220.9566,2017-10-03 05:50:18.512499,-114.03,-172.73,-56.7,-214.45,,,,,,,,,,,
2017-09-28 16:30:02,4200.0,4150.28,4231.0576,2017-10-03 05:50:18.952650,-114.03,-172.73,-56.7,-214.45,,,,,,,,,,,
2017-09-28 16:40:02,4200.0,4150.28,4235.123,2017-10-03 06:00:15.497618,-114.03,-172.87,-56.59,-192.22,,,,,,,,,,,
2017-09-28 16:50:02,4200.0,4150.01,4233.3944,2017-10-03 06:00:16.691530,-114.03,-172.87,-56.59,-192.22,,,,,,,,,,,
2017-09-28 17:00:02,4200.0,4150.01,4224.9999,2017-10-03 06:10:15.837744,-114.03,-167.73,-69.36,-210.79,,,,,,,,,,,
2017-09-28 17:10:01,4200.0,4185.72,4259.981,2017-10-03 06:10:17.358678,-114.03,-167.73,-69.27,-210.79,,,,,,,,,,,
2017-09-28 17:20:01,4200.0,4185.73,4253.7533,2017-10-03 06:20:14.839551,-114.02,-187.19,-65.83,-236.57,,,,,,,,,,,
2017-09-28 17:30:02,4200.0,4195.89,4264.3167,2017-10-03 06:20:15.812777,-114.02,-187.19,-65.82,-236.57,,,,,,,,,,,
2017-09-28 17:40:02,4200.0,4190.32,4257.0,2017-10-03 06:30:19.635450,-114.03,-175.1,-72.15,-237.67,,,,,,,,,,,
2017-09-28 17:50:02,4200.0,4190.01,4252.8199,2017-10-03 06:40:17.989669,-113.93,-138.6,-73.57,-181.49,,,,,,,,,,,
2017-09-28 18:00:01,4200.0,4183.01,4242.3601,2017-10-03 06:40:19.329635,-113.93,-138.6,-73.57,-181.49,,,,,,,,,,,
2017-09-28 18:10:01,4200.0,4176.82,4240.0002,2017-10-03 06:50:21.135334,-112.59,-158.42,-66.36,-228.43,,,,,,,,,,,
2017-09-28 18:20:01,4200.0,4176.83,4243.8887,2017-10-03 06:50:21.914811,-112.59,-158.42,-66.36,-228.43,,,,,,,,,,,
2017-09-28 18:30:02,4200.0,4170.18,4243.5789,2017-10-03 07:00:19.499787,-114.03,-163.75,-66.28,-187.65,,,,,,,,,,,
2017-09-28 18:40:01,4200.0,4174.24,4243.1411,2017-10-03 07:00:21.567334,-114.03,-163.75,-66.28,-187.65,,,,,,,,,,,
2017-09-28 18:50:01,4200.0,4161.1,4241.9991,2017-10-03 07:10:14.529571,-114.02,-157.66,-74.86,-187.61,,,,,,,,,,,
2017-09-28 19:00:02,4200.0,4148.58,4224.9929,2017-10-03 07:10:15.098467,-114.02,-157.66,-74.86,-187.61,,,,,,,,,,,
2017-09-28 19:10:01,4200.0,4148.57,4224.0597,2017-10-03 07:20:14.332686,-114.03,-153.79,-72.66,-233.52,,,,,,,,,,,
2017-09-28 19:20:02,4364.62,4148.36,4228.7291,2017-10-03 07:20:18.183916,-114.03,-152.88,-77.78,-233.52,,,,,,,,,,,
2017-09-28 19:30:02,4364.62,4148.5,4236.2511,2017-10-03 07:30:14.537773,-145.74,-163.22,-74.38,-204.91,,,,,,,,,,,
2017-09-28 19:40:02,4270.0,4153.97,4242.5816,2017-10-03 07:30:15.778571,-145.74,-162.64,-74.11,-204.91,,,,,,,,,,,
2017-09-28 19:50:02,4270.0,4148.93,4225.3991,2017-10-03 07:40:13.544588,-150.13,-170.34,-81.26,-217.6,,,,,,,,,,,
2017-09-28 20:00:01,4270.0,4146.66,4223.2398,2017-10-03 07:40:14.791052,-150.13,-170.34,-81.26,-217.6,,,,,,,,,,,
2017-09-28 20:10:01,4270.0,4143.49,4229.8301,2017-10-03 07:50:17.757169,-150.13,-180.71,-71.9,-219.05,,,,,,,,,,,
2017-09-28 20:20:01,4250.0,4147.34,4227.4591,2017-10-03 07:50:18.143470,-150.13,-180.71,-71.9,-219.05,,,,,,,,,,,
2017-09-28 20:30:02,4201.0,4149.77,4232.4754,2017-10-03 08:00:17.784782,-143.71,-161.86,-67.42,-229.93,,,,,,,,,,,
2017-09-28 20:40:02,4201.0,4157.0,4239.0,2017-10-03 08:00:18.255892,-143.71,-161.86,-67.42,-229.91,,,,,,,,,,,
2017-09-28 20:50:01,4201.0,4162.38,4245.0999,2017-10-03 08:10:17.589679,-150.25,-154.73,-75.43,-233.92,,,,,,,,,,,
2017-09-28 21:00:01,4201.0,4162.38,4248.5773,2017-10-03 08:10:18.114105,-150.25,-154.73,-75.43,-229.37,,,,,,,,,,,
2017-09-28 21:10:01,4201.0,4170.85,4255.7,2017-10-03 08:20:15.698271,-147.63,-172.8,-74.97,-223.5,,,,,,,,,,,
2017-09-28 21:20:01,4201.0,4179.01,4254.5199,2017-10-03 08:20:18.303700,-147.63,-172.8,-74.96,-223.5,,,,,,,,,,,
2017-09-28 21:30:02,4201.0,4164.75,4244.9,2017-10-03 08:30:17.606506,-143.59,-186.15,-79.9,-229.9,,,,,,,,,,,
2017-09-28 21:40:01,4201.0,4176.2,4258.7285,2017-10-03 08:30:17.714225,-143.59,-186.15,-79.9,-229.9,,,,,,,,,,,
2017-09-28 21:50:02,4201.0,4189.17,4270.0,2017-10-03 08:40:15.698058,-143.33,-194.29,-68.42,-230.87,,,,,,,,,,,
2017-09-28 22:00:02,4201.0,4190.38,4260.415,2017-10-03 08:40:17.100751,-143.33,-194.29,-68.1,-230.87,,,,,,,,,,,
2017-09-28 22:10:02,4201.0,4189.18,4258.0,2017-10-03 08:50:21.385344,-142.82,-202.82,-80.68,-232.37,,,,,,,,,,,
2017-09-28 22:20:01,4201.0,4192.57,4268.932,2017-10-03 08:50:21.500929,-142.82,-202.82,-80.68,-232.37,,,,,,,,,,,
2017-09-28 22:30:01,4201.0,4190.15,4259.5116,2017-10-03 09:00:18.682037,-142.49,-199.69,-76.85,-226.75,,,,,,,,,,,
2017-09-28 22:40:02,4201.0,4184.53,4259.0543,2017-10-03 09:00:19.236449,-142.49,-199.69,-76.85,-226.75,,,,,,,,,,,
2017-09-28 22:50:01,4201.0,4178.98,4249.0005,2017-10-03 09:10:14.431991,-142.15,-195.36,-71.85,-226.73,,,,,,,,,,,
2017-09-28 23:00:02,4201.0,4177.01,4242.6254,2017-10-03 09:10:17.387895,-142.15,-195.36,-71.85,-226.73,,,,,,,,,,,
2017-09-28 23:10:01,4201.0,4170.51,4240.0,2017-10-03 09:20:15.147045,-141.8,-178.92,-56.8,-226.73,,,,,,,,,,,
2017-09-28 23:20:04,4201.0,4171.51,4242.7369,2017-10-03 09:20:18.231300,-141.8,-178.92,-57.0,-226.73,,,,,,,,,,,
2017-09-28 23:30:01,4201.0,4188.55,4241.5967,2017-10-03 09:30:15.702679,-141.49,-164.41,-63.19,-226.66,,,,,,,,,,,
2017-09-28 23:40:01,4201.0,4188.93,4242.8832,2017-10-03 09:30:18.117610,-141.49,-164.41,-63.18,-226.66,,,,,,,,,,,
2017-09-28 23:50:02,4201.0,4193.9,4244.0,2017-10-03 09:40:14.826619,-141.21,-159.67,-80.8,-219.7,,,,,,,,,,,
2017-09-29 00:00:02,4201.0,4187.88,4243.9989,2017-10-03 09:40:17.974348,-141.21,-159.67,-80.8,-219.7,,,,,,,,,,,
2017-09-29 00:10:01,4201.0,4185.18,4249.8643,2017-10-03 09:50:15.616114,-144.42,-170.36,-93.05,-219.62,,,,,,,,,,,
2017-09-29 00:20:02,4201.0,4189.23,4256.0,2017-10-03 09:50:18.241184,-144.42,-170.36,-92.83,-219.62,,,,,,,,,,,
2017-09-29 00:30:02,4201.0,4189.31,4259.57,2017-10-03 10:00:18.290029,-142.87,-161.71,-77.65,-231.69,,,,,,,,,,,
2017-09-29 00:40:01,4201.0,4189.31,4252.9101,2017-10-03 10:00:21.616769,-142.87,-159.75,-76.17,-231.69,,,,,,,,,,,
2017-09-29 00:50:02,4201.0,4189.3,4255.9989,2017-10-03 10:10:14.614284,-153.69,-147.93,-67.21,-222.59,,,,,,,,,,,
2017-09-29 01:00:01,4201.0,4193.12,4260.0071,2017-10-03 10:10:18.914814,-153.69,-147.93,-67.99,-222.59,,,,,,,,,,,
2017-09-29 01:10:01,4201.0,4196.12,4264.0,2017-10-03 10:20:14.751955,-153.69,-155.32,-77.16,-213.7,,,,,,,,,,,
2017-09-29 01:20:01,4201.0,4192.75,4265.5492,2017-10-03 10:20:15.266007,-153.69,-155.32,-77.18,-213.7,,,,,,,,,,,
2017-09-29 01:30:01,4290.0,4170.02,4234.1195,2017-10-03 10:30:16.215135,-153.87,-172.02,-86.43,-202.88,,,,,,,,,,,
2017-09-29 01:40:01,4299.0,4180.0,4245.2235,2017-10-03 10:30:24.168803,-153.87,-172.21,-86.39,-202.88,,,,,,,,,,,
2017-09-29 01:50:02,4299.0,4164.0,4248.51,2017-10-03 10:40:14.240868,-153.88,-186.26,-79.32,-206.99,,,,,,,,,,,
2017-09-29 02:00:01,4299.0,4151.85,4239.7039,2017-10-03 10:40:17.808639,-153.88,-186.26,-78.3,-206.99,,,,,,,,,,,
2017-09-29 02:10:01,4299.99,4151.31,4230.0,2017-10-03 10:50:15.965947,-153.82,-187.12,-85.16,-208.26,,,,,,,,,,,
2017-09-29 02:20:01,4299.99,4131.78,4229.5207,2017-10-03 10:50:17.198761,-153.82,-187.12,-85.16,-208.26,,,,,,,,,,,
2017-09-29 02:30:02,4299.99,4115.75,4216.6915,2017-10-03 11:00:14.137365,-153.93,-197.47,-81.24,-211.14,,,,,,,,,,,
2017-09-29 02:40:02,4200.0,4073.81,4168.3281,2017-10-03 11:00:17.905408,-153.93,-197.51,-81.86,-211.14,,,,,,,,,,,
2017-09-29 02:50:01,4200.0,4083.54,4172.6736,2017-10-03 11:10:13.729892,-153.09,-177.91,-81.61,-166.03,,,,,,,,,,,
2017-09-29 03:00:01,4200.0,4075.9,4156.062,2017-10-03 11:10:14.955304,-153.09,-178.0,-81.38,-166.03,,,,,,,,,,,
2017-09-29 03:10:01,4160.0,4104.91,4184.51,2017-10-03 11:20:17.928553,-153.11,-186.0,-86.64,-166.2,,,,,,,,,,,
