"Br9901, x","Br9901, y","Br9102, x","Br9102, y","Br9901 manuellt, x","Br9901 manuellt, y","Br9102 manuellt, x","Br9102 manuellt, y","ök. brunnsfilter Br9901, x; ök. brunnsfilter Br9102, x","ök. brunnsfilter Br9901, y","ök. brunnsfilter Br9102, y"
2017-11-19 18:40:01,16.4064741602,2017-11-19 18:40:01,17.079641071,,,,,,,
2017-11-19 18:50:03,16.4061725244,2017-11-19 18:50:03,17.078836709,,,,,,,
2017-11-19 19:00:04,16.4059714339,2017-11-19 19:00:04,17.079641071,,,,,,,
2017-11-19 19:10:06,16.4062730697,2017-11-19 19:10:06,17.078032347,,,,,,,
2017-11-19 19:20:07,16.4059714339,2017-11-19 19:20:07,17.0777307113,,,,,,,
2017-11-19 19:30:08,16.4038599837,2017-11-19 19:30:08,17.0787361637,,,,,,,
2017-11-19 19:40:10,16.40436271,2017-11-19 19:40:10,17.0771274398,,,,,,,
2017-11-19 19:50:11,16.4037594385,2017-11-19 19:50:11,17.0774290755,,,,,,,
2017-11-19 20:00:12,16.4016479883,2017-11-19 20:00:12,17.0759208968,,,,,,,
2017-11-19 20:10:13,16.4036588932,2017-11-19 20:10:13,17.0757198063,,,,,,,
2017-11-19 20:20:14,16.402753986,2017-11-19 20:20:14,17.0762225325,,,,,,,
2017-11-19 20:30:16,16.4000392643,2017-11-19 20:30:16,17.0748148991,,,,,,,
2017-11-19 20:40:17,16.3988327214,2017-11-19 20:40:17,17.0736083561,,,,,,,
2017-11-19 20:50:18,16.4090883366,2017-11-19 20:50:18,17.0743121729,,,,,,,
2017-11-19 21:00:20,16.4095910628,2017-11-19 21:00:20,17.0733067204,,,,,,,
2017-11-19 21:10:21,16.4065747054,2017-11-19 21:10:21,17.0721001774,,,,,,,
2017-11-19 21:20:22,16.4054687077,2017-11-19 21:20:22,17.0721001774,,,,,,,
2017-11-19 21:30:25,16.4064741602,2017-11-19 21:30:25,17.0705919987,,,,,,,
2017-11-19 21:40:26,16.4064741602,2017-11-19 21:40:26,17.0712958154,,,,,,,
2017-11-19 21:50:27,16.3963190902,2017-11-19 21:50:27,17.0699887272,,,,,,,
2017-11-19 22:00:29,16.3945092757,2017-11-19 22:00:29,17.069486001,,,,,,,
2017-11-19 22:10:30,16.3945092757,2017-11-19 22:10:30,17.0689832747,,,,,,,
2017-11-19 22:20:32,16.3933027328,2017-11-19 22:20:32,17.067072915,,,,,,,
2017-11-19 22:30:34,16.3898841943,2017-11-19 22:30:34,17.0665701888,,,,,,,
2017-11-19 22:40:36,16.3912918278,2017-11-19 22:40:36,17.0663690983,,,,,,,
2017-11-19 22:50:37,16.3915934635,2017-11-19 22:50:37,17.0658663721,,,,,,,
2017-11-19 23:00:39,16.3906885563,2017-11-19 23:00:39,17.0662685531,,,,,,,
2017-11-19 23:10:40,16.3893814681,2017-11-19 23:10:40,17.0655647363,,,,,,,
2017-11-19 23:20:41,16.3911912826,2017-11-19 23:20:41,17.0648609196,,,,,,,
2017-11-19 23:30:43,16.3895825586,2017-11-19 23:30:43,17.0646598291,,,,,,,
2017-11-19 23:40:44,16.3894820134,2017-11-19 23:40:44,17.0633527409,,,,,,,
2017-11-19 23:50:46,16.3864656559,2017-11-19 23:50:46,17.0637549219,,,,,,,
2017-11-20 00:00:47,16.3888787419,2017-11-20 00:00:47,17.0627494694,,,,,,,
2017-11-20 00:10:49,16.3886776514,2017-11-20 00:10:49,17.0633527409,,,,,,,
2017-11-20 00:20:50,16.3862645654,2017-11-20 00:20:50,17.0620456527,,,,,,,
2017-11-20 00:30:52,16.3869683822,2017-11-20 00:30:52,17.0624478337,,,,,,,
2017-11-20 00:40:53,16.3850580225,2017-11-20 00:40:53,17.0616434717,,,,,,,
2017-11-20 00:50:54,17.4478212874,2017-11-20 00:50:54,17.1441911198,,,,,,,
2017-11-20 01:00:57,17.5020151758,2017-11-20 01:00:57,17.1958713769,,,,,,,
2017-11-20 01:10:58,17.5293634831,2017-11-20 01:10:58,17.2207060531,,,,,,,
2017-11-20 01:20:59,17.5478638086,2017-11-20 01:20:59,17.2382009261,,,,,,,
2017-11-20 01:31:01,17.5615379622,2017-11-20 01:31:01,17.2505679915,,,,,,,
2017-11-20 01:41:03,17.5728995752,2017-11-20 01:41:03,17.2608236068,,,,,,,
2017-11-20 01:51:04,17.5824513737,2017-11-20 01:51:04,17.2690683171,,,,,,,
2017-11-20 02:01:06,17.591500446,2017-11-20 02:01:06,17.2777152083,,,,,,,
2017-11-20 02:11:07,17.5991418848,2017-11-20 02:11:07,17.2836473779,,,,,,,
2017-11-20 02:21:08,17.6058784163,2017-11-20 02:21:08,17.2900822738,,,,,,,
2017-11-20 02:31:09,17.6122127669,2017-11-20 02:31:09,17.2963160791,,,,,,,
2017-11-20 02:41:10,17.6174411198,2017-11-20 02:41:10,17.3018460677,,,,,,,
2017-11-20 02:51:12,17.6222672917,2017-11-20 02:51:12,17.3048624251,,,,,,,
2017-11-20 03:01:14,17.627294554,2017-11-20 03:01:14,17.3102918685,,,,,,,
2017-11-20 03:11:15,17.6314169092,2017-11-20 03:11:15,17.3135093164,,,,,,,
2017-11-20 03:21:16,17.6362430811,2017-11-20 03:21:16,17.3180338525,,,,,,,
2017-11-20 03:31:18,17.6404659814,2017-11-20 03:31:18,17.3221562077,,,,,,,
2017-11-20 03:41:19,17.6445883366,2017-11-20 03:41:19,17.3260774723,,,,,,,
2017-11-20 03:51:20,17.6474036035,2017-11-20 03:51:20,17.328792194,,,,,,,
2017-11-20 04:01:22,17.6501183252,2017-11-20 04:01:22,17.3311047347,,,,,,,
2017-11-20 04:11:23,17.6537379541,2017-11-20 04:11:23,17.3343221826,,,,,,,
2017-11-20 04:21:24,17.657357583,2017-11-20 04:21:24,17.3375396305,,,,,,,
2017-11-20 04:31:26,17.6603739404,2017-11-20 04:31:26,17.3402543522,,,,,,,
2017-11-20 04:41:27,17.6633902979,2017-11-20 04:41:27,17.3428685287,,,,,,,
2017-11-20 04:51:28,17.6664066553,2017-11-20 04:51:28,17.3455832503,,,,,,,
2017-11-20 05:01:30,17.6694230127,2017-11-20 05:01:30,17.3488006982,,,,,,,
2017-11-20 05:11:31,17.6716350081,2017-11-20 05:11:31,17.3511132389,,,,,,,
2017-11-20 05:21:33,17.6737464583,2017-11-20 05:21:33,17.3534257796,,,,,,,
2017-11-20 05:31:34,17.6769639063,2017-11-20 05:31:34,17.3556377751,,,,,,,
2017-11-20 05:41:35,17.6791759017,2017-11-20 05:41:35,17.3579503158,,,,,,,
2017-11-20 05:51:37,17.6812873519,2017-11-20 05:51:37,17.3597601302,,,,,,,
2017-11-20 06:01:39,17.6830971663,2017-11-20 06:01:39,17.3613688542,,,,,,,
2017-11-20 06:11:40,16.6200322656,2017-11-20 06:11:40,17.2754026676,,,,,,,
2017-11-20 06:21:41,16.5723738184,2017-11-20 06:21:41,17.2296545801,,,,,,,
2017-11-20 06:31:43,16.5480418685,2017-11-20 06:31:43,17.2084395329,,,,,,,
2017-11-20 06:41:44,16.5342671696,2017-11-20 06:41:44,17.1958713769,,,,,,,
2017-11-20 06:51:45,16.5251175521,2017-11-20 06:51:45,17.1865206689,,,,,,,
2017-11-20 07:01:47,17.5094555241,2017-11-20 07:01:47,17.2068308089,,,,,,,
2017-11-20 07:11:49,17.6072860498,2017-11-20 07:11:49,17.2912888167,,,,,,,
2017-11-20 07:21:51,17.6347349023,2017-11-20 07:21:51,17.317832762,,,,,,,
2017-11-20 07:31:52,17.648811237,2017-11-20 07:31:52,17.3307025537,,,,,,,
2017-11-20 07:41:53,17.6584635807,2017-11-20 07:41:53,17.3400532617,,,,,,,
2017-11-20 07:51:54,16.6557258284,2017-11-20 07:51:54,17.3047618799,,,,,,,
2017-11-20 08:01:56,16.5745858138,2017-11-20 08:01:56,17.232469847,,,,,,,
2017-11-20 08:11:58,16.5468353255,2017-11-20 08:11:58,17.2064286279,,,,,,,
2017-11-20 08:21:59,16.529943724,2017-11-20 08:21:59,17.1912462956,,,,,,,
2017-11-20 08:32:01,16.5175766585,2017-11-20 08:32:01,17.1814934066,,,,,,,
2017-11-20 08:42:02,16.5097341292,2017-11-20 08:42:02,17.1728465153,,,,,,,
2017-11-20 08:52:03,16.5028970524,2017-11-20 08:52:03,17.1672159814,,,,,,,
2017-11-20 09:02:04,16.4961605208,2017-11-20 09:02:04,17.1625909001,,,,,,,
2017-11-20 09:12:06,16.4930436182,2017-11-20 09:12:06,17.1573625472,,,,,,,
2017-11-20 09:22:07,17.5094555241,2017-11-20 09:22:07,17.2025073633,,,,,,,
2017-11-20 09:32:09,17.5887857243,2017-11-20 09:32:09,17.2757043034,,,,,,,
2017-11-20 09:42:10,17.6159329411,2017-11-20 09:42:10,17.301142251,,,,,,,
2017-11-20 09:52:11,17.6314169092,2017-11-20 09:52:11,17.3160229476,,,,,,,
2017-11-20 10:02:12,16.5577947575,2017-11-20 10:02:12,17.2196000553,,,,,,,
2017-11-20 10:12:13,16.5286366357,2017-11-20 10:12:13,17.1909446598,,,,,,,
2017-11-20 10:22:15,16.5121472152,2017-11-20 10:22:15,17.1761645085,,,,,,,
2017-11-20 10:32:16,16.5023943262,2017-11-20 10:32:16,17.1664116195,,,,,,,
2017-11-20 10:42:17,16.4953561589,2017-11-20 10:42:17,17.1599767236,,,,,,,
2017-11-20 10:52:19,16.4877147201,2017-11-20 10:52:19,17.1551505518,,,,,,,
2017-11-20 11:02:20,16.4848994531,2017-11-20 11:02:20,17.1515309229,,,,,,,
2017-11-20 11:12:21,16.479972736,2017-11-20 11:12:21,17.1465036605,,,,,,,
2017-11-20 11:22:22,16.4782634668,2017-11-20 11:22:22,17.1436883936,,,,,,,
2017-11-20 11:32:24,17.5568123356,2017-11-20 11:32:24,17.2461440006,,,,,,,
2017-11-20 11:42:25,17.5956228011,2017-11-20 11:42:25,17.2833457422,,,,,,,
2017-11-20 11:52:27,17.6164356673,2017-11-20 11:52:27,17.3026504297,,,,,,,
2017-11-20 12:02:28,16.6213393538,2017-11-20 12:02:28,17.2740955794,,,,,,,
2017-11-20 12:12:29,16.5398977035,2017-11-20 12:12:29,17.20321118,,,,,,,
2017-11-20 12:22:30,16.5171744775,2017-11-20 12:22:30,17.1807895898,,,,,,,
2017-11-20 12:32:31,16.5044052311,2017-11-20 12:32:31,17.1690257959,,,,,,,
2017-11-20 12:42:32,16.4958588851,2017-11-20 12:42:32,17.1622892643,,,,,,,
2017-11-20 12:52:34,16.4918370752,2017-11-20 12:52:34,17.1562565495,,,,,,,
2017-11-20 13:02:35,16.4858043603,2017-11-20 13:02:35,17.1517320133,,,,,,,
2017-11-20 13:12:36,16.4808776432,2017-11-20 13:12:36,17.147106932,,,,,,,
2017-11-20 13:22:37,16.4752471094,2017-11-20 13:22:37,17.1435878483,,,,,,,
2017-11-20 13:32:39,17.5059364404,2017-11-20 13:32:39,17.1998931868,,,,,,,
2017-11-20 13:42:40,17.5761170231,2017-11-20 13:42:40,17.2649459619,,,,,,,
2017-11-20 13:52:41,17.6044707829,2017-11-20 13:52:41,17.2918920882,,,,,,,
2017-11-20 14:02:42,17.6205580225,2017-11-20 14:02:42,17.3070744206,,,,,,,
2017-11-20 14:12:44,16.5736809066,2017-11-20 14:12:44,17.2359889307,,,,,,,
2017-11-20 14:22:45,16.528737181,2017-11-20 14:22:45,17.1925533838,,,,,,,
2017-11-20 14:32:46,16.510840127,2017-11-20 14:32:46,17.175561237,,,,,,,
2017-11-20 14:42:47,16.5004839665,2017-11-20 14:42:47,17.1656072575,,,,,,,
2017-11-20 14:52:48,16.4942501611,2017-11-20 14:52:48,17.1586696354,,,,,,,
2017-11-20 15:02:49,16.4869103581,2017-11-20 15:02:49,17.1534412825,,,,,,,
2017-11-20 15:12:51,16.4813803695,2017-11-20 15:12:51,17.1488162012,,,,,,,
2017-11-20 15:22:52,17.5179013249,2017-11-20 15:22:52,17.2106515283,,,,,,,
2017-11-20 15:32:54,17.5830546452,2017-11-20 15:32:54,17.2716824935,,,,,,,
2017-11-20 15:42:55,17.6096991357,2017-11-20 15:42:55,17.2966177148,,,,,,,
2017-11-20 15:52:57,17.6262891016,2017-11-20 15:52:57,17.3124033187,,,,,,,
2017-11-20 16:02:58,17.6379523503,2017-11-20 16:02:58,17.3234632959,,,,,,,
2017-11-20 16:12:59,16.5641291081,2017-11-20 16:12:59,17.2253311344,,,,,,,
2017-11-20 16:23:00,16.5329600814,2017-11-20 16:23:00,17.1949664697,,,,,,,
2017-11-20 16:33:02,16.5149624821,2017-11-20 16:33:02,17.1794825016,,,,,,,
2017-11-20 16:43:03,16.5057123193,2017-11-20 16:43:03,17.1706345199,,,,,,,
2017-11-20 16:53:05,16.5027965072,2017-11-20 16:53:05,17.1638979883,,,,,,,
2017-11-20 17:03:06,16.5012883285,2017-11-20 17:03:06,17.1588707259,,,,,,,
2017-11-20 17:13:07,16.4952556136,2017-11-20 17:13:07,17.1549494613,,,,,,,
2017-11-20 17:23:08,16.4919376204,2017-11-20 17:23:08,17.1503243799,,,,,,,
2017-11-20 17:33:10,16.4878152653,2017-11-20 17:33:10,17.14630257,,,,,,,
2017-11-20 17:43:11,16.4817825505,2017-11-20 17:43:11,17.1432862126,,,,,,,
2017-11-20 17:53:12,16.481179279,2017-11-20 17:53:12,17.1399682194,,,,,,,
2017-11-20 18:03:13,16.4675051253,2017-11-20 18:03:13,17.1380578597,,,,,,,
2017-11-20 18:13:15,16.4657958561,2017-11-20 18:13:15,17.1366502262,,,,,,,
2017-11-20 18:23:16,16.4617740462,2017-11-20 18:23:16,17.1338349593,,,,,,,
2017-11-20 18:33:18,16.4627794987,2017-11-20 18:33:18,17.1313213281,,,,,,,
2017-11-20 18:43:19,16.4586571435,2017-11-20 18:43:19,17.1292098779,,,,,,,
2017-11-20 18:53:20,16.4562440576,2017-11-20 18:53:20,17.1284055159,,,,,,,
2017-11-20 19:03:22,16.4558418766,2017-11-20 19:03:22,17.126394611,,,,,,,
2017-11-20 19:13:24,16.4513173405,2017-11-20 19:13:24,17.1245847965,,,,,,,
2017-11-20 19:23:25,16.4530266097,2017-11-20 19:23:25,17.1239815251,,,,,,,
2017-11-20 19:33:26,16.4487031641,2017-11-20 19:33:26,17.1217695296,,,,,,,
2017-11-20 19:43:27,16.4497086165,2017-11-20 19:43:27,17.1211662581,,,,,,,
2017-11-20 19:53:28,16.4478988021,2017-11-20 19:53:28,17.1194569889,,,,,,,
2017-11-20 20:03:30,16.4461895329,2017-11-20 20:03:30,17.1177477197,,,,,,,
2017-11-20 20:13:31,16.4455862614,2017-11-20 20:13:31,17.117043903,,,,,,,
2017-11-20 20:23:32,16.4430726302,2017-11-20 20:23:32,17.1164406315,,,,,,,
2017-11-20 20:33:34,16.4440780827,2017-11-20 20:33:34,17.1151335433,,,,,,,
2017-11-20 20:43:35,16.4414639063,2017-11-20 20:43:35,17.1136253646,,,,,,,
2017-11-20 20:53:36,16.440156818,2017-11-20 20:53:36,17.1130220931,,,,,,,
2017-11-20 21:03:38,16.4395535466,2017-11-20 21:03:38,17.1103073714,,,,,,,
2017-11-20 21:13:39,16.4400562728,2017-11-20 21:13:39,17.1111117334,,,,,,,
2017-11-20 21:23:40,16.4374420964,2017-11-20 21:23:40,17.1094024642,,,,,,,
2017-11-20 21:33:42,16.4354311914,2017-11-20 21:33:42,17.1091008284,,,,,,,
2017-11-20 21:43:43,16.4335208317,2017-11-20 21:43:43,17.1074921045,,,,,,,
2017-11-20 21:53:44,16.4331186507,2017-11-20 21:53:44,17.1074921045,,,,,,,
2017-11-20 22:03:46,16.4327164697,2017-11-20 22:03:46,17.107291014,,,,,,,
2017-11-20 22:13:47,16.431208291,2017-11-20 22:13:47,17.1049784733,,,,,,,
2017-11-20 22:23:48,16.4305044743,2017-11-20 22:23:48,17.1043752018,,,,,,,
2017-11-20 22:33:50,16.4298006576,2017-11-20 22:33:50,17.1036713851,,,,,,,
2017-11-20 22:43:52,16.4303033838,2017-11-20 22:43:52,17.1045762923,,,,,,,
2017-11-20 22:53:53,16.4297001123,2017-11-20 22:53:53,17.1031686588,,,,,,,
2017-11-20 23:03:55,16.4273875716,2017-11-20 23:03:55,17.1019621159,,,,,,,
2017-11-20 23:13:56,16.4276892074,2017-11-20 23:13:56,17.1024648421,,,,,,,
2017-11-20 23:23:57,16.4253766667,2017-11-20 23:23:57,17.1012582992,,,,,,,
2017-11-20 23:33:59,16.4270859359,2017-11-20 23:33:59,17.1007555729,,,,,,,
2017-11-20 23:44:00,16.4269853906,2017-11-20 23:44:00,17.1006550277,,,,,,,
2017-11-20 23:54:01,16.4244717594,2017-11-20 23:54:01,17.0994484847,,,,,,,
2017-11-21 00:04:02,16.4240695785,2017-11-21 00:04:02,17.1000517562,,,,,,,
2017-11-21 00:14:04,17.5151866032,2017-11-21 00:14:04,17.2089422591,,,,,,,
2017-11-21 00:24:05,17.5539970687,2017-11-21 00:24:05,17.2457418197,,,,,,,
2017-11-21 00:34:07,17.5763181136,2017-11-21 00:34:07,17.2669568669,,,,,,,
2017-11-21 00:44:08,17.5932097152,2017-11-21 00:44:08,17.2825413802,,,,,,,
2017-11-21 00:54:09,17.6057778711,2017-11-21 00:54:09,17.2938024479,,,,,,,
2017-11-21 01:04:11,17.6164356673,2017-11-21 01:04:11,17.3030526107,,,,,,,
2017-11-21 01:14:12,17.6253841943,2017-11-21 01:14:12,17.3120011377,,,,,,,
2017-11-21 01:24:13,17.6335283594,2017-11-21 01:24:13,17.3189387598,,,,,,,
2017-11-21 01:34:14,17.6404659814,2017-11-21 01:34:14,17.3253736556,,,,,,,
2017-11-21 01:44:16,17.6464986963,2017-11-21 01:44:16,17.3301998275,,,,,,,
2017-11-21 01:54:17,17.6530341374,2017-11-21 01:54:17,17.3358303613,,,,,,,
2017-11-21 02:04:18,17.6576592187,2017-11-21 02:04:18,17.3407570785,,,,,,,
2017-11-21 02:14:19,17.6632897526,2017-11-21 02:14:19,17.3455832503,,,,,,,
2017-11-21 02:24:20,17.6681159245,2017-11-21 02:24:20,17.3501077865,,,,,,,
2017-11-21 02:34:21,17.6718360986,2017-11-21 02:34:21,17.3531241439,,,,,,,
2017-11-21 02:44:23,17.6763606348,2017-11-21 02:44:23,17.3574475895,,,,,,,
2017-11-21 02:54:24,17.6797791732,2017-11-21 02:54:24,17.3611677637,,,,,,,
2017-11-21 03:04:25,17.6842031641,2017-11-21 03:04:25,17.3646868473,,,,,,,
2017-11-21 03:14:26,17.687018431,2017-11-21 03:14:26,17.3676026595,,,,,,,
2017-11-21 03:24:28,17.6901353337,2017-11-21 03:24:28,17.3705184717,,,,,,,
2017-11-21 03:34:29,17.6940565983,2017-11-21 03:34:29,17.3737359196,,,,,,,
2017-11-21 03:44:31,17.6972740462,2017-11-21 03:44:31,17.3766517318,,,,,,,
2017-11-21 03:54:32,17.6995865869,2017-11-21 03:54:32,17.3790648177,,,,,,,
2017-11-21 04:04:33,17.7023013086,2017-11-21 04:04:33,17.3813773584,,,,,,,
2017-11-21 04:14:35,17.7042116683,2017-11-21 04:14:35,17.3832877181,,,,,,,
2017-11-21 04:24:37,17.706524209,2017-11-21 04:24:37,17.3853991683,,,,,,,
2017-11-21 04:34:39,17.7085351139,2017-11-21 04:34:39,17.3875106185,,,,,,,
2017-11-21 04:44:40,17.7108476546,2017-11-21 04:44:40,17.3896220687,,,,,,,
2017-11-21 04:54:41,17.7133612858,2017-11-21 04:54:41,17.3918340641,,,,,,,
2017-11-21 05:04:42,17.7149700098,2017-11-21 05:04:42,17.3935433333,,,,,,,
2017-11-21 05:14:43,17.7172825505,2017-11-21 05:14:43,17.3957553288,,,,,,,
2017-11-21 05:24:45,17.7188912744,2017-11-21 05:24:45,17.397062417,,,,,,,
2017-11-21 05:34:46,17.7213043604,2017-11-21 05:34:46,17.3991738672,,,,,,,
2017-11-21 05:44:48,17.7229130843,2017-11-21 05:44:48,17.4012853174,,,,,,,
2017-11-21 05:54:50,17.7238179915,2017-11-21 05:54:50,17.4025924056,,,,,,,
2017-11-21 06:04:51,17.7251250798,2017-11-21 06:04:51,17.4033967676,,,,,,,
2017-11-21 06:14:53,17.726834349,2017-11-21 06:14:53,17.4046033106,,,,,,,
2017-11-21 06:24:55,17.7289457992,2017-11-21 06:24:55,17.4069158512,,,,,,,
2017-11-21 06:34:56,16.7175611556,2017-11-21 06:34:56,17.3647873926,,,,,,,
2017-11-21 06:44:57,16.6315949691,2017-11-21 06:44:57,17.2883730046,,,,,,,
2017-11-21 06:54:58,16.6000237614,2017-11-21 06:54:58,17.2608236068,,,,,,,
2017-11-21 07:05:00,16.5822272526,2017-11-21 07:05:00,17.2439320052,,,,,,,
2017-11-21 07:15:01,16.5700612777,2017-11-21 07:15:01,17.232469847,,,,,,,
2017-11-21 07:25:02,16.5599062077,2017-11-21 07:25:02,17.2225158675,,,,,,,
2017-11-21 07:35:03,16.5522647689,2017-11-21 07:35:03,17.2150755192,,,,,,,
2017-11-21 07:45:04,16.5429140609,2017-11-21 07:45:04,17.2078362614,,,,,,,
2017-11-21 07:55:05,16.5366802555,2017-11-21 07:55:05,17.2041160872,,,,,,,
2017-11-21 08:05:07,16.5325579004,2017-11-21 08:05:07,17.1977817367,,,,,,,
2017-11-21 08:15:08,16.5268268213,2017-11-21 08:15:08,17.1933577458,,,,,,,
2017-11-21 08:25:09,16.5229055566,2017-11-21 08:25:09,17.1887326644,,,,,,,
2017-11-21 08:35:10,16.5178782943,2017-11-21 08:35:10,17.1852135807,,,,,,,
2017-11-21 08:45:12,16.5151635726,2017-11-21 08:45:12,17.1818955876,,,,,,,
2017-11-21 08:55:13,16.5112423079,2017-11-21 08:55:13,17.1786781396,,,,,,,
2017-11-21 09:05:14,16.5083264958,2017-11-21 09:05:14,17.1750585107,,,,,,,
2017-11-21 09:15:15,16.5055112288,2017-11-21 09:15:15,17.1732486963,,,,,,,
2017-11-21 09:25:16,16.5030981429,2017-11-21 09:25:16,17.1695285221,,,,,,,
2017-11-21 09:35:17,16.49786979,2017-11-21 09:35:17,17.1682214339,,,,,,,
2017-11-21 09:45:19,16.4962610661,2017-11-21 09:45:19,17.165003986,,,,,,,
2017-11-21 09:55:20,16.4950545231,2017-11-21 09:55:20,17.1640990788,,,,,,,
2017-11-21 10:05:21,17.5571139713,2017-11-21 10:05:21,17.2484565413,,,,,,,
2017-11-21 10:15:22,17.608995319,2017-11-21 10:15:22,17.2977237126,,,,,,,
2017-11-21 10:25:24,17.6326234521,2017-11-21 10:25:24,17.319843667,,,,,,,
2017-11-21 10:35:25,17.6485096012,2017-11-21 10:35:25,17.3348249088,,,,,,,
2017-11-21 10:45:26,16.5715694564,2017-11-21 10:45:26,17.2361900212,,,,,,,
2017-11-21 10:55:27,16.5429140609,2017-11-21 10:55:27,17.2080373519,,,,,,,
2017-11-21 11:05:29,16.5292399072,2017-11-21 11:05:29,17.1952681055,,,,,,,
2017-11-21 11:15:30,16.5200902897,2017-11-21 11:15:30,17.1877272119,,,,,,,
2017-11-21 11:25:32,16.5128510319,2017-11-21 11:25:32,17.1818955876,,,,,,,
2017-11-21 11:35:33,16.508427041,2017-11-21 11:35:33,17.1772705062,,,,,,,
2017-11-21 11:45:34,16.5058128646,2017-11-21 11:45:34,17.173550332,,,,,,,
2017-11-21 11:55:35,16.5081254053,2017-11-21 11:55:35,17.1702323389,,,,,,,
2017-11-21 12:05:36,16.5073210433,2017-11-21 12:05:36,17.1675176172,,,,,,,
2017-11-21 12:15:38,16.5042041406,2017-11-21 12:15:38,17.164199624,,,,,,,
2017-11-21 12:25:39,16.5011877832,2017-11-21 12:25:39,17.1624903548,,,,,,,
2017-11-21 12:35:40,16.5005845117,2017-11-21 12:35:40,17.1615854476,,,,,,,
2017-11-21 12:45:41,16.4989757878,2017-11-21 12:45:41,17.1590718164,,,,,,,
2017-11-21 12:55:42,16.4832907292,2017-11-21 12:55:42,17.1555527327,,,,,,,
2017-11-21 13:05:44,16.4832907292,2017-11-21 13:05:44,17.1551505518,,,,,,,
2017-11-21 13:15:46,16.4816820052,2017-11-21 13:15:46,17.1535418278,,,,,,,
2017-11-21 13:25:47,16.479570555,2017-11-21 13:25:47,17.1515309229,,,,,,,
2017-11-21 13:35:49,16.4763531071,2017-11-21 13:35:49,17.1503243799,,,,,,,
2017-11-21 13:45:50,16.4766547428,2017-11-21 13:45:50,17.1483134749,,,,,,,
2017-11-21 13:55:51,16.4755487451,2017-11-21 13:55:51,17.1476096582,,,,,,,
2017-11-21 14:05:52,17.5391163721,2017-11-21 14:05:52,17.2326709375,,,,,,,
2017-11-21 14:15:54,17.5923048079,2017-11-21 14:15:54,17.2826419255,,,,,,,
2017-11-21 14:25:55,17.617541665,2017-11-21 14:25:55,17.3065716943,,,,,,,
2017-11-21 14:35:57,17.6346343571,2017-11-21 14:35:57,17.3224578434,,,,,,,
2017-11-21 14:45:58,17.6469008773,2017-11-21 14:45:58,17.3334172754,,,,,,,
2017-11-21 14:55:59,16.6675901676,2017-11-21 14:55:59,17.3156207666,,,,,,,
2017-11-21 15:06:00,16.5684525537,2017-11-21 15:06:00,17.2322687565,,,,,,,
2017-11-21 15:16:02,16.5407020654,2017-11-21 15:16:02,17.2070318994,,,,,,,
2017-11-21 15:26:03,16.5272290023,2017-11-21 15:26:03,17.1936593815,,,,,,,
2017-11-21 15:36:04,16.5203919255,2017-11-21 15:36:04,17.186118488,,,,,,,
2017-11-21 15:46:05,16.5133537581,2017-11-21 15:46:05,17.1812923161,,,,,,,
2017-11-21 15:56:07,16.507622679,2017-11-21 15:56:07,17.1752596012,,,,,,,
2017-11-21 16:06:08,16.5026959619,2017-11-21 16:06:08,17.1719416081,,,,,,,
2017-11-21 16:16:09,17.5804404687,2017-11-21 16:16:09,17.2703754053,,,,,,,
2017-11-21 16:26:10,17.6210607487,2017-11-21 16:26:10,17.3091858708,,,,,,,
2017-11-21 16:36:12,17.6417730697,2017-11-21 16:36:12,17.328792194,,,,,,,
2017-11-21 16:46:13,17.6555477686,2017-11-21 16:46:13,17.3408576237,,,,,,,
2017-11-21 16:56:14,16.7133382552,2017-11-21 16:56:14,17.3362325423,,,,,,,
2017-11-21 17:06:15,16.5815234359,2017-11-21 17:06:15,17.242624917,,,,,,,
2017-11-21 17:16:17,16.5549794906,2017-11-21 17:16:17,17.2181924219,,,,,,,
2017-11-21 17:26:18,16.5398977035,2017-11-21 17:26:18,17.204417723,,,,,,,
2017-11-21 17:36:20,16.5292399072,2017-11-21 17:36:20,17.1947653792,,,,,,,
2017-11-21 17:46:21,16.5199897445,2017-11-21 17:46:21,17.1878277572,,,,,,,
2017-11-21 17:56:22,16.5161690251,2017-11-21 17:56:22,17.1819961328,,,,,,,
2017-11-21 18:06:23,16.5116444889,2017-11-21 18:06:23,17.1778737777,,,,,,,
2017-11-21 18:16:25,16.5087286768,2017-11-21 18:16:25,17.1750585107,,,,,,,
2017-11-21 18:26:26,16.5019921452,2017-11-21 18:26:26,17.1714388818,,,,,,,
2017-11-21 18:36:28,16.499880695,2017-11-21 18:36:28,17.1688247054,,,,,,,
2017-11-21 18:46:29,16.4970654281,2017-11-21 18:46:29,17.1645012598,,,,,,,
2017-11-21 18:56:30,16.4938479801,2017-11-21 18:56:30,17.1626914453,,,,,,,
2017-11-21 19:06:31,16.488519082,2017-11-21 19:06:31,17.1594739974,,,,,,,
2017-11-21 19:16:33,16.4870109033,2017-11-21 19:16:33,17.1580663639,,,,,,,
2017-11-21 19:26:35,16.4877147201,2017-11-21 19:26:35,17.1577647282,,,,,,,
2017-11-21 19:36:36,16.4855027246,2017-11-21 19:36:36,17.155251097,,,,,,,
2017-11-21 19:46:37,16.4844972721,2017-11-21 19:46:37,17.1535418278,,,,,,,
