"Adults, lat","Adults, lon","Adults, Larvae, lat","Adults, Larvae, lon","Larvae, lat","Larvae, lon","Unknown, lat","Unknown, lon"
7.8401,-11.6145,-4.95,39.783,-0.1489,35.2038,,
8.033,-11.433,-5.0955,39.8083,-0.1278,35.2024,,
7.71,-11.6931,-5.2481,39.7707,-0.3788,34.6942,,
8.151,-11.501,-5.415,39.733,-0.4012,34.6682,,
8.001,-11.501,-6.267,39.249,-0.4462,34.5096,,
8.134,-11.618,-17.8552,30.9891,-0.4532,34.6332,,
8.101,-11.534,-19.9657,32.3362,-0.3711,34.7019,,
8.134,-11.651,,,-0.3599,34.7543,,
10.039,-10.743,-21.2482,32.3487,-0.409,34.5639,,
8.099,-11.55,-21.2626,32.4227,-0.4417,34.5603,,
8.2,-11.468,-19.194,32.838,-0.356,34.646,,
8.117,-11.618,-16.3382,30.9601,-0.3588,34.7905,,
8.1603,-11.5968,-15.6274,30.4192,-0.3733,34.7741,,
8.166,-11.484,-16.0439,30.3713,16.074,-16.4615,,
10.226,-2.467,-16.1589,30.5728,-0.519,34.454,,
10.35,-2.6667,-17.5833,31.1833,-0.8098,34.7214,,
10.2,-2.4667,-16.7105,32.7584,-0.8068,34.7261,,
6.47,3.37,-21.248,32.348,-0.8178,34.8684,,
-15.9904,34.7805,,,-0.7268,34.7819,,
6.4496,3.403,-8.5695,29.0857,-0.7896,34.8628,,
-16.2467,34.9111,-14.184,31.866,-0.6694,34.775,,
6.5975,3.287,6.817,0.849,-0.6755,34.7713,,
1.658,44.576,6.984,0.599,-0.87,34.93,,
6.5292,3.3431,7.233,0.8,-0.8468,34.8965,,
6.565,3.281,7.017,0.668,-0.5866,34.7906,,
6.61,3.3,7.1,0.732,-0.73,34.82,,
-16.3,35.0667,6.951,0.667,-0.6205,34.7562,,
-16.1277,34.7886,,,-0.68,34.77,,
6.533,3.232,2.351,32.682,-0.4181,34.4833,,
-16.0069,34.7709,1.9929,32.7119,-0.7589,34.9095,,
-16.5046,34.9157,1.6995,32.3915,-0.6805,34.7725,,
6.55,3.27,2.1081,32.5428,-0.6702,34.7757,,
-16.3925,34.7828,2.199,32.35,-0.6029,34.8172,,
2.8103,45.4808,2.4367,32.5292,-0.6812,34.7734,,
5.7152,0.128,2.4104,32.5896,-0.6739,34.702,,
-15.0511,35.2062,0.8225,30.1602,-0.8711,34.898,,
5.8675,0.2846,0.8,30.097,-0.8202,34.8613,,
5.866,0.272,0.775,30.062,-0.7167,34.75,,
6.531,3.349,6.833,0.683,-0.77,34.8,,
5.8792,-0.1096,6.683,1.483,-0.7926,34.804,,
5.8793,-0.1094,6.266,1.583,-0.8692,34.7086,,
5.7833,0.5667,6.2872,1.5076,-0.6385,34.7955,,
5.771,0.262,6.4333,1.7,-0.4005,34.6092,,
-15.0609,35.1781,6.366,1.765,-0.4142,34.55,,
-14.9948,35.2171,6.283,1.716,0.056,34.2702,,
5.762,0.064,6.367,1.633,0.1568,35.0672,,
5.9234,-0.0511,6.416,1.616,0.5008,34.9332,,
5.9499,-0.0244,6.3,1.583,0.1987,35.0967,,
2.751,45.5,6.25,1.55,0.2475,35.2158,,
6.0667,0.2833,6.379,1.437,-1.1068,36.2404,,
6.4453,3.3459,0.8514,30.1745,1.1973,34.9975,,
6.6367,3.3048,6.267,1.567,0.7359,34.5778,,
6.4862,3.8747,6.25,1.45,0.55,34.5167,,
13.093,7.222,6.367,1.399,0.7562,34.5058,,
5.7658,-0.7653,6.289,1.565,0.199,34.749,,
12.667,7.86,6.416,1.583,0.28,34.662,,
-14.515,35.266,6.384,1.583,0.3263,35.1712,,
5.9833,-1.0667,6.3167,1.5333,0.177,34.7853,,
6.34,-1.0078,6.3,1.433,0.6158,34.224,,
6.217,-0.3668,6.367,1.567,0.7223,34.3806,,
6.35,0.02,6.2373,1.5158,0.5405,34.2372,,
5.918,-0.136,6.35,1.7167,0.6731,34.3472,,
-14.3378,35.1477,0.8663,30.1734,0.6973,34.3821,,
5.9833,-0.15,0.8451,30.1601,0.6311,34.373,,
5.9809,-0.0546,0.3572,32.5442,0.69,34.3997,,
6.9167,0.0167,0.4384,32.5971,6.8674,-10.8197,,
5.8744,-1.6184,-14.6581,28.0723,6.6902,-10.955,,
5.87,-0.27,-14.9833,28.4833,6.678,-10.9745,,
-16.0853,34.7449,-14.6558,28.7943,6.6774,-10.8141,,
6.0402,-0.7905,-14.4167,28.4167,0.702,34.3467,,
6.086,-0.84,-14.1092,28.0985,-0.6717,34.7718,,
6.6152,3.8937,,,14.656,-16.235,,
-16.2469,34.8592,-15.2282,27.3485,14.868,-15.894,,
-14.9427,35.4413,-13.3743,30.9728,0.0508,34.2863,,
5.6047,-0.1717,-12.3062,30.3059,0.0642,34.2871,,
6.418,3.116,,,0.0579,34.2966,,
-15.1973,35.3715,-13.234,28.449,0.0575,34.2788,,
5.9949,-0.8048,-12.9403,28.6585,0.0691,34.2863,,
6.419,3.017,-14.0678,32.4392,0.0592,34.2829,,
-14.701,35.567,-13.6324,32.6455,0.063,34.161,,
10.984,4.782,-14.0584,32.044,-0.4385,34.2332,,
5.867,-0.668,0.398,32.4779,-0.5725,34.2649,,
5.91,-0.4,0.4231,32.375,-0.5267,34.2855,,
6.1212,0.0482,0.199,32.5246,-0.6443,34.2373,,
6.5937,-0.7352,0.2926,31.6158,0.2032,35.0994,,
-14.966,35.516,0.8106,30.1453,14.496,-16.08,,
-15.0499,35.2005,0.8064,30.1247,-1.4952,36.9546,,
-14.9557,35.214,0.8308,30.164,-1.4957,36.9546,,
-15.0381,35.2028,0.8357,30.1614,0.0,35.9682,,
10.4667,-2.6833,0.8351,30.1614,0.1069,35.8811,,
10.8957,-1.1421,0.8348,30.162,-0.1469,35.9379,,
10.8718,-1.1065,0.7909,30.2391,0.1992,35.1467,,
10.8925,-1.1435,1.4172,31.3339,0.2291,35.144,,
10.8792,-1.3021,0.8379,30.1677,0.1919,35.0768,,
10.9264,-0.989,1.4358,31.2355,0.3823,35.0851,,
10.7958,-2.6604,-0.832,29.772,0.2143,35.1483,,
10.6822,-1.0247,-0.8289,29.7112,0.516,34.9736,,
10.9964,-1.0563,-0.749,29.699,-1.4295,36.6897,,
8.4,8.35,1.9201,33.9623,6.8706,-10.8301,,
10.711,-1.303,-0.0326,30.676,-0.7,34.68,,
10.8663,-0.8505,-0.0361,30.8079,-0.6594,34.7382,,
10.8596,-0.8393,3.3244,32.8019,11.2926,50.3946,,
8.85,8.74,2.25,32.9666,11.0279,50.4414,,
10.9156,-1.2032,-1.0833,30.0333,10.6517,49.7539,,
-15.0589,35.1907,8.02,10.42,10.6561,49.4987,,
10.6,-2.65,15.4301,32.5423,10.65,49.75,,
10.768,-2.649,15.5968,32.5287,10.6893,49.471,,
10.333,-2.55,16.151,-15.717,11.0412,49.1934,,
10.6662,-2.8203,16.5381,-16.105,2.0492,45.33,,
10.6579,-2.7937,16.2,-16.4288,2.178,45.5917,,
10.55,-2.818,16.2762,-16.1519,2.046,45.3393,,
10.5432,-2.8646,16.4887,-15.9848,2.0263,45.3015,,
10.6167,-2.8167,16.2756,-16.1362,6.134,0.8009,,
10.75,-2.5667,16.1556,-16.4117,7.0988,0.2851,,
10.666,-2.783,16.532,-14.793,10.4316,42.815,,
10.5153,-2.8604,16.0164,-16.4967,10.6099,43.4294,,
10.7166,-2.9,16.0521,-16.4795,10.2748,43.6978,,
10.611,-2.8925,15.0,-12.621,10.2736,43.4838,,
10.6475,-2.5758,14.8698,-12.4629,4.967,-2.467,,
10.511,-2.8005,14.134,-12.434,4.933,-1.7281,,
10.5667,-2.5167,12.555,-12.174,4.936,-1.7325,,
10.65,-2.9,13.3521,-11.6743,4.9528,-1.7208,,
-15.0788,35.1881,12.516,-11.567,4.9401,-1.7198,,
11.023,-0.468,13.817,-13.583,5.0208,-1.6298,,
10.8532,-0.1362,16.4855,-15.778,10.132,49.6862,,
-15.072,35.1712,13.7025,-13.6604,10.5752,50.4246,,
-15.0019,35.2047,16.0869,-15.7239,10.4258,50.1527,,
-14.9978,35.1888,16.4967,-15.9189,11.1764,50.4329,,
5.6864,0.0297,13.617,-16.083,2.7899,41.0102,,
-14.9741,35.2131,13.7667,-15.9333,2.0139,42.3148,,
5.701,-0.0618,12.9891,-14.8682,2.4053,42.9768,,
-15.0632,35.1917,13.024,-13.9255,5.6867,-0.1178,,
-15.0982,35.1788,13.2035,-13.9832,2.7976,44.0825,,
-15.005,35.1943,13.0909,-14.0084,3.168,43.617,,
6.47,3.3,13.217,-14.084,3.1974,43.586,,
5.5723,-0.3369,13.2588,-13.9062,2.9578,43.5066,,
-15.0425,35.1831,15.2833,-14.8833,5.6594,-0.1171,,
-0.015,42.682,15.8655,-16.1991,5.6908,-0.1415,,
-15.0297,35.1838,15.716,-16.5,3.351,44.122,,
-15.0465,35.1938,15.267,-13.133,5.45,-2.067,,
10.451,0.111,16.0475,-13.653,-8.098,36.715,,
10.512,0.1,15.635,-13.251,9.6206,49.1731,,
10.65,-0.1167,16.2339,-15.9019,9.4861,49.3994,,
6.4702,3.1832,16.1728,-15.9147,9.5,49.4011,,
11.056,-0.238,16.5,-15.618,8.9941,49.2664,,
9.367,-0.6,16.247,-16.353,8.7261,49.3393,,
9.5044,-0.0285,13.3387,-13.6175,10.2717,49.0507,,
9.1531,-1.8526,13.2873,-13.2645,9.5316,49.2287,,
9.4066,-1.0209,13.3881,-13.7494,9.6653,49.1636,,
9.422,-1.06,8.9227,-12.8601,11.266,49.799,,
9.555,-0.945,9.9646,43.429,11.4453,50.0906,,
9.4867,-1.012,10.6758,43.941,11.4738,49.9489,,
9.35,-0.817,10.4283,42.8106,3.1129,43.3971,,
9.451,-0.733,10.5667,42.9667,5.4738,-1.9151,,
9.5859,-0.9019,10.5928,43.0486,9.52,-13.2385,,
9.55,-0.733,11.3538,43.474,9.5464,-13.2838,,
10.398,0.2,4.1213,43.8895,-1.2507,36.9272,,
10.477,-0.017,11.2833,49.1833,-1.2303,36.78,,
6.0,-1.9167,10.6273,49.0494,-1.2899,36.8165,,
8.95,-11.9833,9.4999,49.0833,-1.2114,36.9059,,
0.3864,9.4649,3.1138,43.6498,-0.0467,34.3455,,
,,3.12,43.644,-0.0698,34.3504,,
10.3087,38.3529,2.8215,43.2245,0.0054,34.1001,,
10.296,37.7476,3.052,43.815,-0.0329,34.0357,,
10.1667,38.1333,2.4085,42.9771,-0.2316,34.2686,,
10.692,38.1878,3.0,42.0,-0.3174,34.3432,,
10.3857,37.7337,8.801,-11.966,-0.2138,34.3127,,
11.2215,36.8508,8.746,-12.0483,-1.2721,36.9546,,
14.2233,36.0287,9.0,-11.95,-0.1466,34.3722,,
12.1833,-8.55,8.9867,-11.9828,-0.3257,34.3156,,
15.2453,32.4969,13.3586,-13.3595,-0.307,34.2839,,
11.7,-8.2833,14.3286,-16.9252,-0.1649,34.4199,,
9.0334,40.2013,14.5403,-16.6714,14.7589,-12.243,,
9.0854,39.9994,14.3856,-16.8957,-0.08,34.178,,
10.4667,40.5333,14.3412,-16.9286,-0.75,34.88,,
5.48,7.73,14.3007,-16.9,-0.6861,34.7352,,
10.9675,36.5576,14.401,-16.717,-0.6962,34.7265,,
9.3501,40.3001,14.434,-16.8,-0.6775,34.709,,
10.2393,37.7761,13.6301,-16.0179,-0.656,34.7816,,
10.7295,38.1806,14.3928,-16.9114,-0.6664,34.7645,,
10.3364,39.9605,14.4,-16.818,-0.3706,34.3081,,
11.8003,39.575,14.3712,-16.9386,-0.5725,34.7952,,
9.07,39.57,15.067,-16.917,-1.2617,36.8493,,
10.0059,39.8936,15.1062,-16.784,-1.2693,36.7442,,
10.0,39.9,15.2378,-16.8139,-1.2065,36.7146,,
9.7103,39.0788,12.7167,-16.5524,-0.8703,37.1903,,
11.0746,37.8707,12.834,-16.533,-0.6618,37.2004,,
4.6894,7.7665,12.4355,-16.6055,-0.4833,37.1333,,
12.4232,37.3368,14.383,-16.917,-0.2499,37.0074,,
13.116,36.484,13.8,-16.0833,-1.1685,36.9529,,
11.884,-8.451,14.167,-16.05,-1.1605,36.9585,,
12.5663,37.0795,13.977,-14.819,-1.1526,36.9609,,
13.2495,37.911,14.77,-17.4307,-3.766,39.717,,
12.5556,37.0716,14.6587,-17.4371,-3.198,40.118,,
12.15,-8.5667,14.6945,-17.4455,-3.132,40.149,,
14.9822,35.9068,14.7326,-17.456,-1.2827,36.7523,,
12.2,-8.268,14.7252,-17.4581,-3.198,40.099,,
9.2,40.2,14.7292,-17.4692,-3.1106,39.0178,,
17.3668,38.5836,14.6976,-17.4558,-2.5,40.283,,
16.779,38.4908,14.6956,-17.4544,-1.4403,36.9817,,
15.7166,39.395,14.6875,-17.4633,-1.457,36.9661,,
15.6452,39.1369,14.7043,-17.4526,-1.4461,36.9964,,
15.517,39.149,14.7386,-17.5113,-1.5336,37.2186,,
14.9555,39.8592,14.6869,-17.4433,-1.3877,36.9356,,
8.967,38.898,14.7484,-17.4477,-2.3167,38.0167,,
14.8395,40.0822,14.7336,-17.4494,-1.3291,36.785,,
16.0129,38.5289,14.7382,-17.4335,-1.2101,36.9117,,
16.3103,38.6955,14.7,-17.4456,-1.2087,36.912,,
15.3645,38.9227,14.7041,-17.4662,-3.1099,39.0853,,
15.3002,39.0274,14.7336,-17.4177,3.3181,42.3886,,
15.2619,38.9044,14.7145,-17.4532,6.681,-10.817,,
15.3551,38.8624,14.7028,-17.4212,6.8557,-10.574,,
15.4017,39.5587,14.7133,-17.4828,13.3653,-4.9167,,
9.3363,40.1747,-2.2897,29.9304,15.2862,5.1014,,
8.9333,38.7833,-2.5964,29.0076,13.7,-6.0833,,
11.6927,41.143,-2.3088,30.7862,13.75,-4.2167,,
8.9944,40.1666,-1.7984,30.5028,11.4166,-7.4833,,
9.3288,40.1811,1.6333,7.4167,11.3856,-7.46,,
9.0167,40.0,0.134,6.65,11.6,-6.85,,
9.3501,40.3002,0.332,6.667,13.4726,2.1212,,
12.165,-8.246,0.4026,6.6883,10.7398,-6.1438,,
15.6021,32.5784,14.7466,-17.5228,10.8929,-5.6063,,
11.4827,40.5379,0.3001,6.64,13.45,2.1584,,
11.7361,41.0852,0.033,6.533,13.4692,2.1598,,
12.801,-7.984,0.1975,6.7013,11.1333,-5.4333,,
12.805,-7.9875,0.335,6.746,10.938,-5.9893,,
12.8078,-7.9819,-0.007,6.5223,10.95,-5.8333,,
11.5,41.25,0.268,6.477,13.5045,2.1106,,
11.4221,40.7398,0.3,6.68,13.5269,2.1851,,
12.8031,-7.9861,0.0498,6.5356,11.5328,-8.2886,,
12.1911,-8.1263,14.7443,-17.5167,13.5249,2.1547,,
15.2443,36.5778,0.3573,6.5582,13.5158,2.0944,,
11.2833,39.8833,3.788,42.8762,13.5198,2.0846,,
10.3393,39.9842,14.7391,-17.4323,13.5143,2.1065,,
9.3461,42.2639,14.7524,-17.4603,13.523,2.1054,,
7.9,34.349,13.9763,-16.7625,13.3147,-4.8833,,
7.7833,34.2,14.496,-16.506,14.0621,-6.1822,,
7.851,34.549,14.4757,-16.537,14.267,-5.833,,
7.9401,34.4957,14.05,-16.685,13.4985,2.0421,,
7.9167,34.449,14.483,-16.4,5.7464,6.1274,,
9.233,42.248,14.1499,-16.6379,5.7933,6.1033,,
7.8955,34.5352,13.716,-16.418,5.7886,6.0989,,
8.2,34.266,13.934,-16.752,5.7831,6.0998,,
8.246,34.588,14.067,-16.334,5.7894,6.1023,,
8.2443,34.5901,13.6502,-16.3611,5.7856,6.0913,,
14.9592,35.8996,13.683,-16.383,7.2531,8.0781,,
15.2014,35.8425,13.7377,-16.4773,6.844,8.417,,
11.39,36.445,14.25,-15.95,6.9069,8.4353,,
8.3,33.8333,14.275,-15.96,13.3333,-11.4333,,
10.585,35.797,14.1317,-15.8815,13.4833,-9.15,,
14.969,35.8641,14.617,-14.916,20.3327,-12.8241,,
8.1,39.9333,14.106,-15.553,13.075,-9.6049,,
7.843,38.6771,14.7167,-16.6,12.6303,-6.8167,,
7.8921,38.7425,14.9081,-16.4666,12.5464,-6.7833,,
6.2675,7.0424,14.699,-16.458,6.3333,6.8834,,
14.0,-7.3167,14.7708,-17.3746,12.5547,-6.8099,,
13.55,-7.4333,14.7239,-17.4892,12.3084,-7.8464,,
13.2147,34.6656,14.7459,-17.4721,14.0958,8.9093,,
7.7549,39.1119,14.7569,-17.4347,13.8892,-4.5392,,
13.6233,34.4006,14.7507,-17.4436,13.0119,-6.6125,,
9.068,42.166,14.745,-17.4341,12.9666,-5.55,,
15.187,35.8535,14.725,-17.4971,13.1136,-5.8324,,
15.2329,35.828,14.6972,-17.436,13.4633,2.1003,,
15.0136,35.8123,14.7279,-17.5003,11.314,10.473,,
14.9725,35.8943,14.685,-17.4494,20.511,-13.049,,
7.9062,39.5816,14.7147,-17.4651,20.448,-12.365,,
16.156,36.2036,14.7154,-17.4359,13.5464,7.4461,,
10.7171,39.869,14.7434,-17.4854,18.1267,-15.9367,,
13.5333,-7.15,14.7726,-17.3972,18.0689,-15.9472,,
9.5628,36.2022,14.7708,-17.4137,18.1164,-15.9392,,
12.3937,38.8966,14.7737,-17.3843,18.1167,-15.9222,,
12.4833,38.95,14.7407,-17.4115,21.501,-11.334,,
11.4243,39.2466,14.75,-17.4,21.417,-12.418,,
14.9529,35.8796,14.7635,-17.354,-23.469,32.453,,
14.943,35.8876,14.7499,-17.4905,16.5459,-16.2193,,
11.0359,39.7499,15.5845,32.5464,16.5197,-15.893,,
14.98,35.9057,3.3766,45.5996,16.168,-16.5,,
10.977,39.894,0.4994,42.0788,16.8516,-15.374,,
11.8632,38.0502,4.8891,31.5768,18.1269,-15.9369,,
12.0297,38.0056,14.7436,33.3,16.8061,-15.5235,,
12.1575,37.757,14.7371,33.2961,,,,
11.9643,38.0294,14.566,33.349,-13.1963,38.3058,,
12.1024,37.7818,14.6667,33.0833,-13.9523,38.3886,,
11.52,37.525,14.5003,32.9067,-13.7595,38.4128,,
14.9676,35.9098,14.317,33.532,-13.331,38.2614,,
15.2246,35.8324,13.8627,33.4202,-12.7575,45.0804,,
12.6,-6.684,13.8703,33.4692,-12.7614,45.0866,,
10.698,37.258,14.0848,33.4916,,,,
13.6667,-7.2167,14.103,33.6191,-12.929,45.174,,
13.6833,-7.2167,14.4179,33.5585,-12.7553,45.2297,,
10.041,34.5472,14.3647,33.3141,-12.7313,45.1658,,
10.0968,34.5793,14.35,33.5333,,,,
10.068,34.53,14.3409,33.4313,5.8072,6.112,,
11.668,37.4441,14.8,33.3167,18.1242,-15.9333,,
12.7167,-7.0167,-12.8275,45.1662,18.1394,-15.9247,,
10.879,37.351,4.8116,31.6313,15.9038,-11.2977,,
6.2525,7.1462,14.428,33.532,17.4728,7.9898,,
6.3397,6.9924,4.8279,31.5926,17.5322,-12.7339,,
11.4086,37.1608,4.834,31.5944,15.699,-13.1999,,
12.36,-6.83,-27.85,32.2,16.151,-13.183,,
10.7065,37.2687,-26.9655,32.328,16.1103,-12.6739,,
10.6687,37.3765,-28.0356,32.5302,16.2207,-12.5937,,
11.678,37.462,,,16.1375,-12.7016,,
12.8081,-7.9858,-25.633,31.716,16.0922,-12.7423,,
15.0361,36.4869,-28.457,21.241,16.1565,-12.6693,,
15.1166,36.65,-23.4333,30.9,16.1269,-12.562,,
3.45,8.566,-23.8333,30.3333,18.1347,-15.9328,,
3.4017,8.7632,-23.8445,30.1258,16.1773,-12.8412,,
11.737,-8.0956,-23.1857,31.5192,16.1784,-12.6933,,
3.7451,8.7779,-23.0117,31.25,16.2235,-12.56,,
3.7149,8.7916,-23.4,31.4333,15.9372,-12.0219,,
3.74,8.781,-23.0809,31.2426,16.138,-12.8211,,
3.584,8.632,-23.482,31.066,-15.7884,35.9957,,
3.738,8.765,-23.1089,31.4356,15.508,-12.846,,
3.782,8.7156,-23.2006,31.4092,15.333,-12.867,,
3.7648,8.7217,-23.9752,31.4593,15.583,-11.8,,
3.745,8.777,4.855,31.5788,15.6753,-7.023,,
3.73,8.8,14.4296,33.5283,15.6942,-9.0829,,
3.75,8.783,14.4514,33.6834,15.534,-10.118,,
3.736,8.769,11.8075,34.3909,16.0524,-12.614,,
3.701,8.716,14.4002,35.8662,6.868,-10.8238,,
3.7778,8.7219,14.3557,35.8913,6.716,6.325,,
3.483,8.8,14.75,35.9667,7.081,6.263,,
12.45,-7.8333,14.7411,35.9745,0.3219,6.702,,
1.618,10.516,14.396,35.87,1.668,7.382,,
15.4894,32.61,15.3439,32.6167,1.617,7.383,,
1.45,10.566,15.5176,32.6374,1.669,7.432,,
1.499,10.7,15.567,32.516,1.583,7.431,,
1.717,10.3,15.5735,32.5045,1.5963,7.3533,,
1.5803,10.4654,15.5481,32.5684,1.6002,7.3691,,
14.267,8.534,15.6023,32.5755,1.616,7.416,,
1.047,10.6317,15.4412,32.4898,1.6651,7.4118,,
3.417,8.717,15.6052,32.5041,6.31,-10.8014,,
3.455,8.548,15.54,32.4928,-1.977,30.1118,,
3.317,8.749,15.6175,32.541,-2.2477,30.0703,,
12.269,-7.784,15.5738,32.5783,-2.0539,29.6018,,
15.5149,32.61,15.4885,32.4979,-18.9309,48.1926,,
12.6935,-7.8498,15.301,35.6227,-20.5983,46.3233,,
3.398,8.755,15.3288,35.5986,-20.5133,47.15,,
1.8417,10.2641,15.404,35.572,-2.6864,29.5642,,
12.6833,-7.8333,15.2802,35.627,-2.3264,29.1357,,
12.684,-7.869,11.006,34.4201,-1.4586,30.2573,,
13.45,-7.04,14.2085,35.5422,-24.5453,45.2558,,
13.51,-7.06,14.821,35.355,-19.4282,48.9125,,
15.6402,32.4708,14.5061,35.63,-13.714,48.356,,
15.6664,32.5042,14.1527,36.2778,-13.8081,49.1792,,
15.8328,32.5227,13.919,35.316,0.217,6.732,,
15.6412,32.201,13.861,35.3731,0.0444,6.5298,,
15.6527,32.3753,13.9011,35.2602,0.15,6.6667,,
13.35,-6.9333,-26.9667,32.2667,0.3,6.715,,
13.33,-7.1,13.8638,35.3484,6.8551,-10.5742,,
19.2306,30.4504,13.5294,35.7602,6.9392,-10.2151,,
19.2,30.45,13.5195,35.6376,6.984,-9.234,,
18.5878,32.0095,13.691,34.3785,6.8333,-9.5833,,
14.134,9.483,13.2741,34.6066,7.016,-9.567,,
14.5667,-7.4667,13.6,34.55,6.068,-8.13,,
13.168,-7.251,12.8854,35.1536,6.28,-10.5081,,
12.7591,-8.0563,15.377,36.401,14.6992,-17.4493,,
15.6217,32.472,15.3763,35.5819,0.3197,6.7347,,
13.5667,-8.5,14.0506,35.4831,0.1337,6.6488,,
12.7716,-7.9168,-26.916,32.25,0.367,6.697,,
3.7616,8.7055,-27.25,32.1667,-19.3551,46.4428,,
3.7,8.917,-27.332,32.217,0.3151,6.7085,,
3.551,8.849,1.4391,43.6375,0.3074,6.7474,,
3.586,8.8754,2.6185,44.8938,0.378,6.7154,,
-1.4204,5.6221,2.621,44.896,0.3737,6.7156,,
15.6502,32.4639,8.9544,46.4169,0.383,6.616,,
15.6176,32.5908,8.4973,48.2609,0.234,6.482,,
12.2983,-8.355,8.4729,47.3645,0.4,6.665,,
-19.34,46.034,9.3611,47.3018,0.249,6.474,,
13.3667,-8.3333,9.1112,47.6063,0.1205,6.6381,,
12.801,-8.072,9.3,47.7833,0.382,6.65,,
13.5,-8.0667,8.5512,45.976,0.331,6.519,,
13.2302,-8.1794,9.4436,45.6715,0.3758,6.6652,,
15.6212,32.5576,8.9348,45.5787,0.0944,6.6005,,
2.0451,11.3126,9.272,45.42,-17.5738,44.0462,,
2.0218,10.6313,8.4321,45.7214,-19.4297,46.5461,,
2.018,10.466,8.6927,45.8158,7.7667,3.7333,,
14.6373,38.4612,8.4164,45.7655,6.4579,3.3109,,
14.6492,38.5058,8.396,45.828,-15.0687,35.0687,,
14.783,39.099,1.7878,44.53,6.4455,3.3338,,
12.801,-8.1,1.772,44.5241,6.5338,3.3834,,
15.1539,38.9477,1.7784,44.5365,6.519,3.381,,
15.0991,38.6848,1.7881,44.5395,-16.0345,34.8572,,
14.8731,38.8299,0.0697,42.745,6.461,3.38,,
14.7062,38.847,7.6431,47.8298,6.606,3.509,,
16.929,37.7532,7.75,48.3333,6.6393,3.3787,,
15.8749,38.517,8.403,48.4842,6.5916,3.2917,,
15.5423,32.5754,9.9166,46.2432,6.388,4.231,,
15.8058,38.2672,10.7149,48.3356,6.492,3.2049,,
15.7,38.266,10.6203,47.373,6.6851,3.2917,,
16.2175,38.3885,11.0191,47.5038,11.6961,8.5419,,
14.979,39.3058,8.5144,45.7188,-16.7343,35.2783,,
16.139,38.429,11.2406,48.8949,12.6093,-8.0379,,
15.0718,39.2404,3.7782,46.2463,12.3601,9.9856,,
15.4918,37.0883,2.183,45.15,5.787,7.033,,
15.117,36.482,2.133,45.067,5.45,7.15,,
15.1333,36.65,1.6104,44.3329,6.862,7.39,,
14.9192,37.8356,1.7493,44.7437,6.4336,7.4833,,
14.968,37.75,1.7704,44.7215,7.6746,5.2329,,
14.8326,36.7372,1.7986,44.9078,7.5935,5.2169,,
15.015,38.2173,1.71,44.704,7.617,5.22,,
12.4667,-8.0,11.1607,48.1983,9.05,4.63,,
15.5286,38.5111,1.2531,42.5738,6.84,6.24,,
15.343,38.7347,8.9969,45.3586,6.467,3.198,,
5.351,7.399,8.7155,45.7351,6.574,3.398,,
15.1967,37.4011,8.0876,46.7519,7.78,3.61,,
14.9224,37.4842,8.3308,47.0609,7.46,3.34,,
15.8487,36.968,8.1755,46.511,7.3392,3.8766,,
15.5608,36.692,8.4384,46.3319,7.4352,3.9133,,
15.6678,38.034,9.4105,45.0646,-14.6186,34.5494,,
16.3008,38.3267,9.9294,45.1925,7.4833,3.9197,,
15.8534,38.5836,10.3833,44.4167,7.8335,3.8168,,
15.5938,32.575,10.3834,44.4022,7.3819,4.267,,
2.2231,9.8786,10.2518,45.7383,7.4923,4.5561,,
1.6075,9.626,9.917,43.916,7.2701,5.1638,,
1.884,9.966,10.045,43.7853,6.843,3.645,,
1.0971,9.7291,9.8602,44.5288,6.6141,3.4002,,
1.8698,9.7802,,,6.936,3.632,,
1.85,9.7667,-31.899,26.032,7.13,3.53,,
1.8613,9.7907,-28.1,32.3667,7.034,3.45,,
1.082,9.701,-27.2,32.1833,-10.3667,33.8333,,
1.881,9.7912,-27.0167,32.2833,6.7999,3.9023,,
1.865,9.763,8.4384,46.3319,6.8429,3.9188,,
1.745,9.684,8.4249,46.3675,7.43,3.08,,
2.1111,10.023,8.3959,46.4047,7.239,3.0322,,
1.7,9.75,8.2871,46.4038,7.15,3.35,,
1.898,11.0967,8.66,45.8542,7.1627,3.3605,,
1.8534,9.7754,8.4322,45.7208,9.872,4.578,,
1.8613,9.7907,8.964,45.7216,9.7,4.633,,
2.1509,9.7969,8.5682,45.7128,7.217,3.615,,
1.717,9.75,9.0924,45.5785,5.6931,-0.0332,,
15.6954,38.6493,8.6867,45.6694,5.635,0.007,,
16.2508,37.9697,8.6272,45.8935,5.7093,-0.14,,
16.3722,38.0411,8.75,45.6359,11.8496,43.0858,,
15.6881,38.7811,8.7833,45.4667,11.9869,43.1431,,
15.6429,38.8204,8.3291,46.0391,11.9135,43.1122,,
1.1391,11.2689,8.4156,45.7649,15.8842,32.5351,,
1.131,11.266,8.6555,45.9337,12.1193,43.0021,,
1.6446,11.246,8.4407,45.6932,12.0,43.1335,,
1.6931,11.0342,8.5951,45.9128,12.4917,42.461,,
1.8791,10.7013,8.8004,45.8925,12.2707,42.3418,,
1.4652,11.3119,8.8762,45.5767,12.3568,42.9268,,
1.869,10.7501,8.4662,45.651,12.1956,42.6412,,
1.283,10.9012,8.39,46.4796,15.3035,32.4704,,
2.2105,9.8748,9.0062,45.5847,15.3833,32.8,,
