"BBBIndex, x; VNIndex, x; VN30Index, x","BBBIndex, y","VNIndex, y","VN30Index, y"
4/26/17,156.528,123.6357304545,109.3925613123
4/27/17,158.936,124.7658018457,110.6642845542
4/28/17,159.011,124.9747518718,110.5229819717
5/1/17,159.011,124.9747518718,110.5229819717
5/2/17,159.011,124.9747518718,110.5229819717
5/3/17,157.798,125.2899181612,111.2538573981
5/4/17,157.453,125.7217482152,111.4649991879
5/5/17,157.612,125.3700156713,111.1206756537
5/8/17,157.949,125.1715131464,110.6236803638
5/9/17,158.407,125.7374194672,111.7557251908
5/10/17,159.514,126.6271983284,112.946240052
5/11/17,159.446,126.2388995299,112.2332304694
5/12/17,159.435,126.3294445412,112.4183855774
5/15/17,158.001,126.191885774,112.6376482053
5/16/17,158.486,126.6759533345,113.1135293162
5/17/17,157.404,126.623715828,113.1021601429
5/18/17,157.734,126.8674908584,113.7031021601
5/19/17,157.193,127.7764234721,114.0214390125
5/22/17,157.429,129.5664286958,115.4555790158
5/23/17,157.201,129.6987637123,115.643982459
5/24/17,157.175,129.3296186662,116.6607113854
5/25/17,158.208,129.1850948981,116.355367874
5/26/17,157.654,129.3313599164,116.7435439337
5/29/17,158.281,129.9407974926,117.3071300958
5/30/17,157.633,129.1903186488,116.3180120188
5/31/17,157.871,128.8020198503,115.9395809648
6/1/17,157.043,129.1067386383,116.6282280331
6/2/17,157.66,128.6453073307,116.6688322235
6/5/17,157.137,129.4602124325,117.2226733799
6/6/17,157.844,130.8218701027,119.0011369173
6/7/17,158.356,131.1962388995,119.7303881761
6/8/17,159.306,130.6164025771,119.7839857073
6/9/17,158.992,130.8566951071,120.7601104434
6/12/17,159.5,130.7835625979,119.6784148124
6/13/17,159.9,131.7934877242,120.4141627416
6/14/17,159.204,132.4690928086,121.0865681338
6/15/17,160.364,132.4342678043,121.2587299009
6/16/17,159.669,132.6292878287,121.6940068215
6/19/17,159.887,133.5242904405,123.0306967679
6/20/17,159.889,133.7262754658,123.3831411402
6/21/17,161.085,133.6252829532,123.4107519896
6/22/17,161.541,133.432004179,123.1021601429
6/23/17,161.447,133.4250391781,122.9105083645
6/26/17,161.847,134.5150618144,123.5666720806
6/27/17,161.459,133.6426954553,122.6360240377
6/28/17,162.809,133.9091067386,122.9657300633
6/29/17,165.507,134.3809855476,123.6332629527
6/30/17,166.761,135.2028556504,124.3154133507
7/3/17,167.131,135.6224969528,124.3787558876
7/4/17,164.662,135.0409193801,124.0734123762
7/5/17,164.063,135.3404144176,124.1903524444
7/6/17,165.378,136.2789482849,125.1551080071
7/7/17,165.241,135.0740031343,123.6982296573
7/10/17,166.495,133.4772766847,121.9408802988
7/11/17,167.583,133.9648267456,122.2592171512
7/12/17,167.577,134.8023681003,123.0420659412
7/13/17,167.042,135.5215044402,123.6576254669
7/14/17,167.241,135.6816994602,123.7664446971
7/17/17,165.869,133.8864704858,121.0963131395
7/18/17,165.435,133.7332404667,120.2013967841
7/19/17,164.335,134.3026292878,119.8262140653
7/20/17,161.811,133.0019153752,118.9166802014
7/21/17,162.937,132.6588890824,118.3157381842
7/24/17,162.105,132.2897440362,118.4895241189
7/25/17,162.105,132.2897440362,118.4895241189
7/26/17,163.274,134.751871844,121.1287964918
7/27/17,162.663,134.3374542922,120.7893454605
7/28/17,163.794,135.3108131639,121.7898327107
7/31/17,166.17,136.4356608045,122.8260516485
8/1/17,166.007,136.8100296013,123.0794217963
8/2/17,162.415,136.7490858436,122.7643332792
8/3/17,163.665,137.4264321783,123.1931135293
8/4/17,163.29,137.3289221661,123.6706188079
8/7/17,164.176,138.0776597597,123.9369822966
8/8/17,163.13,137.832143479,123.1801201884
8/9/17,162.967,134.7135643392,120.4092902388
8/10/17,161.037,134.6735155842,120.7438687673
8/11/17,162.763,134.4384468048,120.9988630827
8/14/17,162.716,135.1506181438,122.0383303557
8/15/17,164.776,134.2608392826,121.174273185
8/16/17,162.799,134.6978930872,121.7102484976
8/17/17,162.864,133.6566254571,120.7081370797
8/18/17,163.233,133.8969179871,120.8867955173
8/21/17,163.946,133.8969179871,120.8867955173
8/22/17,163.946,133.8969179871,120.8867955173
8/23/17,163.946,133.8969179871,120.8867955173
8/24/17,163.946,133.8969179871,120.8867955173
8/25/17,163.946,133.8969179871,120.8867955173
8/28/17,160.617,135.3404144176,123.1151534838
8/29/17,160.45,134.7779905972,122.5580639922
8/30/17,161.987,135.5824481978,124.1789832711
8/31/17,162.822,136.2981020373,125.0738996264
9/1/17,162.499,137.3376284172,125.7203183369
9/4/17,162.499,137.3376284172,125.7203183369
9/5/17,162.355,137.9609959951,126.2010719506
9/6/17,161.741,138.1769110221,126.1929511126
9/7/17,162.334,138.7288873411,126.5551404905
9/8/17,163.264,139.5089674386,127.4549293487
9/11/17,162.909,140.0679087585,128.1679389313
9/12/17,162.58,139.2895699112,127.0976124736
9/13/17,164.254,139.784084973,127.7294136755
9/14/17,164.293,140.3256137907,128.5707324996
9/15/17,164.432,140.0783562598,127.9405554653
9/18/17,165.401,140.6703813338,128.9101835309
9/19/17,165.89,140.3325787916,128.7445184343
9/20/17,165.659,140.32039004,128.3872015592
9/21/17,165.338,139.984328748,127.7261653403
9/22/17,166.383,140.5415288177,128.2605164853
9/25/17,164.773,140.271635034,128.29137567
9/26/17,164.665,140.2315862789,128.4797791132
9/27/17,164.848,139.9564687446,128.0347571869
9/28/17,165.026,140.1393000174,128.4310540848
9/29/17,165.026,140.1393000174,128.4310540848
10/2/17,165.739,139.688316211,128.4229332467
10/3/17,168.575,138.951767369,127.8252395647
10/4/17,167.306,140.2855650357,129.2447620594
10/5/17,167.676,140.2106912763,129.5143738834
10/6/17,169.53,140.6581925823,130.0016241676
10/9/17,169.97,140.8601776075,130.1754101023
10/10/17,171.071,141.1544488943,130.7942179633
10/11/17,170.53,141.7290614661,131.0427156083
10/12/17,170.74,142.0633815079,131.4926100374
10/13/17,171.879,142.9479366185,132.4459964268
10/16/17,170.867,142.6832665854,131.8580477505
10/17/17,171.756,144.2260142783,132.9348708787
10/18/17,172.764,144.1267630158,132.66850739
10/19/17,171.55,144.3374542922,132.7578366087
10/20/17,171.265,143.9735329967,132.2056196199
10/23/17,170.822,142.7894828487,131.4536300146
10/24/17,171.601,143.6949329619,132.4086405717
10/25/17,171.582,144.6439143305,133.4172486601
10/26/17,170.691,144.8580881073,133.7437063505
10/27/17,170.218,144.8250043531,133.9239889557
10/30/17,169.811,147.1704683963,136.0272860159
10/31/17,171.676,145.7913982239,135.0690271236
11/1/17,170.851,146.7368970921,135.6797141465
11/2/17,169.329,145.0618143827,134.4258567484
11/3/17,167.505,146.9145046143,136.4365762547
11/6/17,168.498,147.847814731,137.1983108657
11/7/17,169.428,148.063729758,137.4094526555
11/8/17,170.376,149.6952812119,138.6340750365
11/9/17,170.982,149.8171687271,138.5496183206
11/10/17,169.733,151.1770851471,139.4429105084
11/13/17,169.135,153.1150966394,140.9956147474
11/14/17,170.441,153.3728016716,141.2181257106
11/15/17,171.051,153.6810029601,142.533701478
11/16/17,171.593,155.4588194324,144.5525418223
11/17/17,172.207,155.0914156364,144.1302582427
11/20/17,172.622,157.3306634163,146.0630177034
11/21/17,175.359,159.8990074874,147.8869579341
11/22/17,173.428,162.3994427999,149.7774890369
11/23/17,173.562,162.5805328226,149.8976774403
11/24/17,174.926,162.9061466133,150.4320285853
11/27/17,177.575,163.4354866794,151.1937631964
11/28/17,178.731,163.888211736,151.9798603216
11/29/17,180.298,165.7913982239,153.7355855124
11/30/17,183.296,165.4065819258,153.1671268475
12/1/17,183.517,167.2174821522,154.6954685724
12/4/17,182.658,168.9047536131,156.9660548969
12/5/17,180.497,165.9933832492,153.3327919441
12/6/17,181.849,165.007835626,152.5190839695
12/7/17,179.001,163.4424516803,150.8429429917
12/8/17,178.918,163.7053804632,151.0881923014
12/11/17,179.12,159.7510012189,147.5215202209
12/12/17,179.201,161.4574264322,148.5821016729
12/13/17,176.998,160.9611701201,148.3401006984
12/14/17,180.322,162.9549016194,150.7568621082
12/15/17,179.674,162.8347553543,150.5116127984
12/18/17,180.674,166.8222183528,154.427480916
12/19/17,181.246,165.6660282083,153.9093714471
12/20/17,181.572,166.1570607696,154.284554166
12/21/17,180.92,164.7327180916,152.1081695631
12/22/17,177.104,165.4274769284,153.1330193276
12/25/17,176.459,166.8657496082,154.1789832711
12/26/17,177.001,168.1925822741,155.2265713822
12/27/17,178.649,168.6331185791,155.5985057658
12/28/17,178.356,170.0713912589,157.0423907747
12/29/17,178.382,171.3808114226,158.4407990905
1/1/18,178.382,171.3808114226,158.4407990905
1/2/18,178.653,173.3884729236,161.2343673867
1/3/18,177.438,175.112310639,163.1736235179
1/4/18,178.416,177.5639909455,164.7149585837
1/5/18,178.076,176.327703291,163.6722429755
1/8/18,177.889,178.1124847641,166.2335553029
1/9/18,179.558,179.9686574961,168.8549618321
1/10/18,178.846,180.7609263451,168.8647068377
1/11/18,179.243,182.5126240641,170.0828325483
1/12/18,179.947,182.8504266063,170.5148611337
