"distplot; distplot (2), x","distplot (1), x","distplot (1), y","distplot (2), y"
0.0544960038,,,distplot
-0.6367519027,,,distplot
0.5228701647,,,distplot
0.4581294996,,,distplot
1.2389834992,,,distplot
-2.1647526418,,,distplot
0.8028058423,,,distplot
1.2511175036,,,distplot
-0.2725795744,,,distplot
-1.986929256,,,distplot
-0.7880544666,,,distplot
-0.0380290352,,,distplot
-0.6512574337,,,distplot
-1.7133898441,,,distplot
1.6169683425,,,distplot
-1.690219361,,,distplot
-0.4624523446,,,distplot
1.1474611427,,,distplot
-0.3760497517,,,distplot
0.9406369757,,,distplot
0.5650961628,,,distplot
1.0249257494,,,distplot
-0.2130193411,,,distplot
-0.3581577165,,,distplot
-0.8281891362,,,distplot
0.3259474791,,,distplot
-0.1254031658,,,distplot
0.4145760441,,,distplot
0.8526852979,,,distplot
-2.2166464137,,,distplot
0.626905382,,,distplot
0.0564135486,,,distplot
1.4225651703,,,distplot
-0.7107607684,,,distplot
-1.033561872,,,distplot
-0.7545104147,,,distplot
-0.4951026357,,,distplot
0.0491761534,,,distplot
-1.0330806976,,,distplot
-0.6377749409,,,distplot
0.5627487352,,,distplot
-1.0489531776,,,distplot
-0.9968655659,,,distplot
0.6753770842,,,distplot
-0.8581536273,,,distplot
0.1945830596,,,distplot
0.3031412748,,,distplot
1.5227851877,,,distplot
0.4323975908,,,distplot
0.5355525215,,,distplot
0.3888632748,,,distplot
-0.2132814268,,,distplot
0.7944434329,,,distplot
-2.3783401943,,,distplot
-0.26702419,,,distplot
0.3277446709,,,distplot
0.2842440108,,,distplot
-0.2206869985,,,distplot
1.0645419494,,,distplot
0.7887259207,,,distplot
-0.0752501795,,,distplot
-0.4313611587,,,distplot
-1.3393657245,,,distplot
-0.8952983336,,,distplot
-0.0631477155,,,distplot
1.2618919973,,,distplot
2.1963419142,,,distplot
0.3048162091,,,distplot
-0.4902445741,,,distplot
-0.2276391265,,,distplot
-0.3506871569,,,distplot
-0.3939710055,,,distplot
-0.4508582941,,,distplot
-0.1515193329,,,distplot
-0.8330634663,,,distplot
-0.4699572916,,,distplot
1.1394321133,,,distplot
-1.4176928751,,,distplot
0.1864026219,,,distplot
1.2428908423,,,distplot
-0.3414354736,,,distplot
0.1922965247,,,distplot
-0.2420269659,,,distplot
-0.7060571788,,,distplot
-1.522807763,,,distplot
1.7594278019,,,distplot
-0.0758621748,,,distplot
0.4021791784,,,distplot
-1.0613067951,,,distplot
-3.4638790909,,,distplot
-0.4449510325,,,distplot
-1.5534135426,,,distplot
0.0754990346,,,distplot
1.4190479246,,,distplot
-0.015455906,,,distplot
0.1791308354,,,distplot
0.8623847701,,,distplot
-0.3068474726,,,distplot
0.7686302243,,,distplot
0.8837763395,,,distplot
-0.4267233889,,,distplot
1.633447626,,,distplot
-0.2770350549,,,distplot
-0.1619048059,,,distplot
-1.9153096782,,,distplot
-0.089936611,,,distplot
-0.29913393,,,distplot
0.3672037226,,,distplot
0.9192696017,,,distplot
0.3294822018,,,distplot
-0.5540055466,,,distplot
0.0953286411,,,distplot
-0.0832229888,,,distplot
0.9018948671,,,distplot
-0.4921691941,,,distplot
-0.7423697506,,,distplot
0.4804662599,,,distplot
1.7494331302,,,distplot
-0.7030578286,,,distplot
-2.3516104731,,,distplot
0.006444943,,,distplot
1.6877373525,,,distplot
0.3671883509,,,distplot
-0.4912870756,,,distplot
-0.8159303135,,,distplot
-0.5618717556,,,distplot
-0.5246729953,,,distplot
-0.3882960295,,,distplot
1.2893493688,,,distplot
-1.4216354345,,,distplot
1.6651405763,,,distplot
-0.551238013,,,distplot
0.3884638441,,,distplot
0.9836336551,,,distplot
1.3892867021,,,distplot
2.2025198774,,,distplot
0.8907241682,,,distplot
-0.6449072642,,,distplot
-0.3370465349,,,distplot
-1.2158187784,,,distplot
-0.1864252489,,,distplot
0.4485056611,,,distplot
-0.3199828369,,,distplot
-0.1949759795,,,distplot
1.2839273809,,,distplot
1.4383886847,,,distplot
-0.1616015311,,,distplot
-1.3110041229,,,distplot
-0.5438477599,,,distplot
-1.4706632284,,,distplot
-0.5969144,,,distplot
-0.2462849953,,,distplot
0.6151442232,,,distplot
-0.2634903711,,,distplot
-2.418400528,,,distplot
-0.2156051315,,,distplot
0.6683315949,,,distplot
-1.4771491267,,,distplot
-0.0449943463,,,distplot
1.6665519706,,,distplot
0.8244786082,,,distplot
0.6871338097,,,distplot
0.5571300135,,,distplot
0.0730495517,,,distplot
0.7131304128,,,distplot
-0.5323143115,,,distplot
-0.1567392966,,,distplot
-0.1568321028,,,distplot
-0.3732236255,,,distplot
-1.4263742047,,,distplot
-0.8657061482,,,distplot
-0.9217178779,,,distplot
1.964364427,,,distplot
-0.527245266,,,distplot
-1.7860537311,,,distplot
-0.4836511183,,,distplot
-0.2785608065,,,distplot
-0.9214477611,,,distplot
-0.5326850643,,,distplot
-1.2951705854,,,distplot
-0.5105229073,,,distplot
-0.6696258603,,,distplot
1.9250657015,,,distplot
-0.3858626995,,,distplot
-1.4704058848,,,distplot
-1.3306205081,,,distplot
1.8175063493,,,distplot
1.2449846823,,,distplot
-0.2251491371,,,distplot
-0.2363122371,,,distplot
0.4662475206,,,distplot
0.4821559704,,,distplot
-1.0001444455,,,distplot
0.1271808019,,,distplot
-0.0619552984,,,distplot
0.5057833408,,,distplot
0.0706572392,,,distplot
0.6493952732,,,distplot
-1.2868581356,,,distplot
0.5878326004,,,distplot
-0.5071565946,,,distplot
-1.5711252522,,,distplot
0.7667154328,,,distplot
-0.8157517761,,,distplot
-1.4887437353,,,distplot
-1.6491345933,,,distplot
0.2976659209,,,distplot
1.3799224341,,,distplot
0.3619980472,,,distplot
-1.2098141067,,,distplot
-1.4305767373,,,distplot
0.3799707937,,,distplot
0.681912663,,,distplot
0.2759704789,,,distplot
-0.3399713868,,,distplot
-0.15522336,,,distplot
-1.298646739,,,distplot
-0.6228452719,,,distplot
-0.4589081317,,,distplot
0.6807888687,,,distplot
-2.0434639039,,,distplot
-1.5040779521,,,distplot
-0.7720021639,,,distplot
0.3602363914,,,distplot
0.7211537793,,,distplot
-1.5597796515,,,distplot
-2.3276732101,,,distplot
-0.5375357503,,,distplot
-0.8037277516,,,distplot
1.2076260135,,,distplot
-0.3554700089,,,distplot
1.0595827848,,,distplot
-1.0904033297,,,distplot
0.7937500242,,,distplot
1.2056381147,,,distplot
-1.5207360904,,,distplot
-0.2251317802,,,distplot
1.7039148388,,,distplot
-0.4430237016,,,distplot
-0.5756003633,,,distplot
-1.5999081878,,,distplot
0.6278660498,,,distplot
0.1599495347,,,distplot
0.1171133469,,,distplot
1.6429337467,,,distplot
-0.5103567678,,,distplot
-1.2694970519,,,distplot
-1.6521172455,,,distplot
-0.4787783971,,,distplot
1.6533632267,,,distplot
-1.2872972535,,,distplot
0.2169430783,,,distplot
1.3797433092,,,distplot
-0.013252818,,,distplot
-0.2748684915,,,distplot
0.633868689,,,distplot
-0.6769030817,,,distplot
1.5312937609,,,distplot
1.1202315155,,,distplot
-0.7606898756,,,distplot
0.3280621647,,,distplot
-0.100548281,,,distplot
1.0938513694,,,distplot
-0.2348256004,,,distplot
0.5298100489,,,distplot
0.6834189238,,,distplot
-0.4272173376,,,distplot
1.8629894309,,,distplot
-0.0808603283,,,distplot
0.6275718274,,,distplot
-0.0887133273,,,distplot
-1.1832499187,,,distplot
0.6783201877,,,distplot
0.8812157513,,,distplot
-1.8135643461,,,distplot
-0.423479191,,,distplot
-0.0778504303,,,distplot
-0.4300096105,,,distplot
-2.7690279672,,,distplot
1.3751518752,,,distplot
-2.0111491981,,,distplot
-0.1327775224,,,distplot
0.5609497979,,,distplot
1.3411564862,,,distplot
2.0076801785,,,distplot
-0.7057524254,,,distplot
-0.1604497285,,,distplot
-2.4617112341,,,distplot
-0.4715449594,,,distplot
-0.633717658,,,distplot
0.9196256849,,,distplot
-0.5290486415,,,distplot
-0.1125380996,,,distplot
-0.5552655488,,,distplot
-0.9409282145,,,distplot
-0.7615069584,,,distplot
1.6314568999,,,distplot
-0.5711272197,,,distplot
0.399771764,,,distplot
-1.3436026489,,,distplot
0.4341802051,,,distplot
2.4187726458,,,distplot
-0.1274836852,,,distplot
-0.3327654058,,,distplot
0.2886835735,,,distplot
1.639500263,,,distplot
0.6868773286,,,distplot
-0.1370495526,,,distplot
-1.4065174804,,,distplot
0.4445416787,,,distplot
-0.1734492935,,,distplot
-0.3850191393,,,distplot
-0.9931861526,,,distplot
0.2073330711,,,distplot
0.9333185857,,,distplot
-0.9509084776,,,distplot
-1.388340801,,,distplot
0.7536045986,,,distplot
-1.4753499366,,,distplot
-1.0087015222,,,distplot
0.3353049855,,,distplot
-3.1589951125,,,distplot
1.8522967933,,,distplot
-1.6855891469,,,distplot
-0.5501531747,,,distplot
1.1165406099,,,distplot
-0.1363529484,,,distplot
1.5534368519,,,distplot
1.7483091007,,,distplot
0.1163816086,,,distplot
-0.6910989295,,,distplot
-0.0601857095,,,distplot
0.4424299134,,,distplot
-0.2443570151,,,distplot
1.6220514203,,,distplot
-1.6339618811,,,distplot
0.4453503058,,,distplot
0.3598914197,,,distplot
-0.2515418089,,,distplot
0.2067491201,,,distplot
-0.5108198924,,,distplot
-0.0808405522,,,distplot
0.9693513279,,,distplot
-0.6259331456,,,distplot
0.4190838344,,,distplot
-0.6116513464,,,distplot
0.91995935,,,distplot
1.5458289832,,,distplot
-0.8318193639,,,distplot
-1.0857521923,,,distplot
0.1762315231,,,distplot
0.756734611,,,distplot
-0.6687709366,,,distplot
1.0382340704,,,distplot
0.7905554041,,,distplot
1.6015093667,,,distplot
-0.4686655489,,,distplot
-0.5921194545,,,distplot
-0.3447169448,,,distplot
-1.8788255221,,,distplot
0.9685452739,,,distplot
0.0883195437,,,distplot
0.3441030167,,,distplot
-0.2373670575,,,distplot
0.8005956115,,,distplot
0.6774438115,,,distplot
0.8575898801,,,distplot
-0.4607840585,,,distplot
1.4022426598,,,distplot
-0.5509998686,,,distplot
0.4191891772,,,distplot
0.170866899,,,distplot
-1.321727023,,,distplot
0.7735315337,,,distplot
1.3356209424,,,distplot
0.65742204,,,distplot
0.005189495,,,distplot
-0.307033016,,,distplot
1.4931693425,,,distplot
-0.3868327214,,,distplot
-1.2654862649,,,distplot
0.4151597229,,,distplot
-0.1597379796,,,distplot
-1.030676362,,,distplot
-0.1722608506,,,distplot
-0.544635774,,,distplot
0.9114782445,,,distplot
0.2335178848,,,distplot
0.6287848347,,,distplot
-0.2187532645,,,distplot
-1.1072587806,,,distplot
-1.7420083387,,,distplot
-0.2001795042,,,distplot
-1.0092887969,,,distplot
-1.4142954027,,,distplot
-0.1021510284,,,distplot
0.8477847543,,,distplot
-0.1744887711,,,distplot
0.1564394446,,,distplot
-0.7396794215,,,distplot
1.0496557057,,,distplot
-2.1188555013,,,distplot
1.7480924348,,,distplot
0.8885428187,,,distplot
-1.5811575092,,,distplot
-1.3228570405,,,distplot
-1.0718491365,,,distplot
-0.1358223405,,,distplot
0.1603706636,,,distplot
-0.3369651701,,,distplot
-1.1077856616,,,distplot
1.0377593933,,,distplot
2.0738896828,,,distplot
0.4428355027,,,distplot
-0.2524011988,,,distplot
1.6082186578,,,distplot
1.2512886853,,,distplot
0.4872185616,,,distplot
0.0827607242,,,distplot
0.5911623654,,,distplot
0.1128796825,,,distplot
-1.0719531211,,,distplot
-0.2463522418,,,distplot
-0.9430603509,,,distplot
