"Daily Avg., x; 7 Day Avg., x; 30 Day Avg., x","Daily Avg., y","Daily Avg., text","7 Day Avg., y","7 Day Avg., text","30 Day Avg., y","30 Day Avg., text"
2017-03-12,3.37037,total number = 54<br>5☆ = 25<br>4☆ = 3<br>3☆ = 6<br>2☆ = 7<br>1☆ = 13,3.25966,total number = 54<br>5☆ = 184<br>4☆ = 70<br>3☆ = 32<br>2☆ = 43<br>1☆ = 137,3.81368,total number = 10632<br>5☆ = 5687<br>4☆ = 1894<br>3☆ = 452<br>2☆ = 581<br>1☆ = 2018
2017-03-13,2.96429,total number = 56<br>5☆ = 18<br>4☆ = 9<br>3☆ = 3<br>2☆ = 5<br>1☆ = 21,3.1875,total number = 56<br>5☆ = 160<br>4☆ = 68<br>3☆ = 29<br>2☆ = 43<br>1☆ = 132,3.75217,total number = 9333<br>5☆ = 4882<br>4☆ = 1598<br>3☆ = 407<br>2☆ = 550<br>1☆ = 1896
2017-03-14,2.93023,total number = 43<br>5☆ = 15<br>4☆ = 3<br>3☆ = 5<br>2☆ = 4<br>1☆ = 16,3.14937,total number = 43<br>5☆ = 146<br>4☆ = 57<br>3☆ = 28<br>2☆ = 38<br>1☆ = 126,3.68011,total number = 8206<br>5☆ = 4158<br>4☆ = 1359<br>3☆ = 378<br>2☆ = 528<br>1☆ = 1783
2017-03-15,3.24138,total number = 58<br>5☆ = 21<br>4☆ = 10<br>3☆ = 5<br>2☆ = 6<br>1☆ = 16,3.19577,total number = 58<br>5☆ = 141<br>4☆ = 57<br>3☆ = 30<br>2☆ = 35<br>1☆ = 115,3.61017,total number = 7375<br>5☆ = 3632<br>4☆ = 1179<br>3☆ = 343<br>2☆ = 499<br>1☆ = 1722
2017-03-16,3.36066,total number = 61<br>5☆ = 29<br>4☆ = 6<br>3☆ = 2<br>2☆ = 6<br>1☆ = 18,3.24672,total number = 61<br>5☆ = 150<br>4☆ = 55<br>3☆ = 29<br>2☆ = 33<br>1☆ = 114,3.53906,total number = 6682<br>5☆ = 3202<br>4☆ = 1018<br>3☆ = 312<br>2☆ = 480<br>1☆ = 1670
2017-03-17,3.06,total number = 50<br>5☆ = 19<br>4☆ = 5<br>3☆ = 3<br>2☆ = 6<br>1☆ = 17,3.20548,total number = 50<br>5☆ = 146<br>4☆ = 44<br>3☆ = 25<br>2☆ = 39<br>1☆ = 111,3.46887,total number = 6119<br>5☆ = 2844<br>4☆ = 891<br>3☆ = 290<br>2☆ = 478<br>1☆ = 1616
2017-03-18,3.65385,total number = 52<br>5☆ = 29<br>4☆ = 4<br>3☆ = 3<br>2☆ = 4<br>1☆ = 12,3.23529,total number = 52<br>5☆ = 156<br>4☆ = 40<br>3☆ = 27<br>2☆ = 38<br>1☆ = 113,3.40932,total number = 5668<br>5☆ = 2547<br>4☆ = 818<br>3☆ = 273<br>2☆ = 468<br>1☆ = 1562
2017-03-19,3.62222,total number = 45<br>5☆ = 19<br>4☆ = 10<br>3☆ = 4<br>2☆ = 4<br>1☆ = 8,3.26301,total number = 45<br>5☆ = 150<br>4☆ = 47<br>3☆ = 25<br>2☆ = 35<br>1☆ = 108,3.3461,total number = 5195<br>5☆ = 2252<br>4☆ = 736<br>3☆ = 263<br>2☆ = 446<br>1☆ = 1498
2017-03-20,3.34848,total number = 66<br>5☆ = 31<br>4☆ = 6<br>3☆ = 4<br>2☆ = 5<br>1☆ = 20,3.32267,total number = 66<br>5☆ = 163<br>4☆ = 44<br>3☆ = 26<br>2☆ = 35<br>1☆ = 107,3.26337,total number = 4826<br>5☆ = 2002<br>4☆ = 659<br>3☆ = 252<br>2☆ = 434<br>1☆ = 1479
2017-03-21,3.16667,total number = 54<br>5☆ = 23<br>4☆ = 3<br>3☆ = 3<br>2☆ = 10<br>1☆ = 15,3.34456,total number = 54<br>5☆ = 171<br>4☆ = 44<br>3☆ = 24<br>2☆ = 41<br>1☆ = 106,3.18168,total number = 4453<br>5☆ = 1763<br>4☆ = 583<br>3☆ = 242<br>2☆ = 430<br>1☆ = 1435
2017-03-22,3.39655,total number = 58<br>5☆ = 24<br>4☆ = 8<br>3☆ = 7<br>2☆ = 5<br>1☆ = 14,3.36788,total number = 58<br>5☆ = 174<br>4☆ = 42<br>3☆ = 26<br>2☆ = 40<br>1☆ = 104,3.08569,total number = 4108<br>5☆ = 1550<br>4☆ = 494<br>3☆ = 233<br>2☆ = 420<br>1☆ = 1411
2017-03-23,3.48052,total number = 77<br>5☆ = 37<br>4☆ = 8<br>3☆ = 8<br>2☆ = 3<br>1☆ = 21,3.39055,total number = 77<br>5☆ = 182<br>4☆ = 44<br>3☆ = 32<br>2☆ = 37<br>1☆ = 107,3.01953,total number = 3841<br>5☆ = 1392<br>4☆ = 441<br>3☆ = 227<br>2☆ = 412<br>1☆ = 1369
2017-03-24,3.37838,total number = 74<br>5☆ = 31<br>4☆ = 10<br>3☆ = 8<br>2☆ = 6<br>1☆ = 19,3.42723,total number = 74<br>5☆ = 194<br>4☆ = 49<br>3☆ = 37<br>2☆ = 37<br>1☆ = 109,2.97434,total number = 3508<br>5☆ = 1233<br>4☆ = 387<br>3☆ = 221<br>2☆ = 391<br>1☆ = 1276
2017-03-25,3.48889,total number = 45<br>5☆ = 18<br>4☆ = 9<br>3☆ = 4<br>2☆ = 5<br>1☆ = 9,3.40573,total number = 45<br>5☆ = 183<br>4☆ = 54<br>3☆ = 38<br>2☆ = 38<br>1☆ = 106,3.04886,total number = 2947<br>5☆ = 1091<br>4☆ = 322<br>3☆ = 192<br>2☆ = 324<br>1☆ = 1018
2017-03-26,3.32558,total number = 43<br>5☆ = 19<br>4☆ = 4<br>3☆ = 4<br>2☆ = 4<br>1☆ = 12,3.3741,total number = 43<br>5☆ = 183<br>4☆ = 48<br>3☆ = 38<br>2☆ = 38<br>1☆ = 110,3.0936,total number = 2671<br>5☆ = 1016<br>4☆ = 295<br>3☆ = 180<br>2☆ = 283<br>1☆ = 897
2017-03-27,3.20455,total number = 44<br>5☆ = 17<br>4☆ = 5<br>3☆ = 5<br>2☆ = 4<br>1☆ = 13,3.35949,total number = 44<br>5☆ = 169<br>4☆ = 47<br>3☆ = 39<br>2☆ = 37<br>1☆ = 103,3.12853,total number = 2443<br>5☆ = 944<br>4☆ = 280<br>3☆ = 167<br>2☆ = 250<br>1☆ = 802
2017-03-28,3.02174,total number = 46<br>5☆ = 16<br>4☆ = 7<br>3☆ = 3<br>2☆ = 2<br>1☆ = 18,3.34625,total number = 46<br>5☆ = 162<br>4☆ = 51<br>3☆ = 39<br>2☆ = 29<br>1☆ = 106,3.14557,total number = 2267<br>5☆ = 879<br>4☆ = 267<br>3☆ = 160<br>2☆ = 227<br>1☆ = 734
2017-03-29,3.4902,total number = 51<br>5☆ = 21<br>4☆ = 12<br>3☆ = 2<br>2☆ = 3<br>1☆ = 13,3.35789,total number = 51<br>5☆ = 159<br>4☆ = 55<br>3☆ = 34<br>2☆ = 27<br>1☆ = 105,3.18554,total number = 2102<br>5☆ = 823<br>4☆ = 265<br>3☆ = 151<br>2☆ = 205<br>1☆ = 658
2017-03-30,3.64706,total number = 51<br>5☆ = 24<br>4☆ = 10<br>3☆ = 2<br>2☆ = 5<br>1☆ = 10,3.37288,total number = 51<br>5☆ = 146<br>4☆ = 57<br>3☆ = 28<br>2☆ = 29<br>1☆ = 94,3.22416,total number = 2003<br>5☆ = 798<br>4☆ = 260<br>3☆ = 143<br>2☆ = 197<br>1☆ = 605
2017-03-31,3.48333,total number = 60<br>5☆ = 31<br>4☆ = 6<br>3☆ = 3<br>2☆ = 1<br>1☆ = 19,3.39118,total number = 60<br>5☆ = 146<br>4☆ = 53<br>3☆ = 23<br>2☆ = 24<br>1☆ = 94,3.24804,total number = 1911<br>5☆ = 776<br>4☆ = 247<br>3☆ = 133<br>2☆ = 185<br>1☆ = 570
2017-04-01,3.625,total number = 40<br>5☆ = 20<br>4☆ = 6<br>3☆ = 2<br>2☆ = 3<br>1☆ = 9,3.40597,total number = 40<br>5☆ = 148<br>4☆ = 50<br>3☆ = 21<br>2☆ = 22<br>1☆ = 94,3.30301,total number = 1792<br>5☆ = 746<br>4☆ = 241<br>3☆ = 127<br>2☆ = 166<br>1☆ = 512
2017-04-02,3.39474,total number = 38<br>5☆ = 17<br>4☆ = 5<br>3☆ = 3<br>2☆ = 2<br>1☆ = 11,3.41515,total number = 38<br>5☆ = 146<br>4☆ = 51<br>3☆ = 20<br>2☆ = 20<br>1☆ = 93,3.3115,total number = 1756<br>5☆ = 735<br>4☆ = 237<br>3☆ = 125<br>2☆ = 158<br>1☆ = 501
2017-04-03,3.67391,total number = 46<br>5☆ = 26<br>4☆ = 4<br>3☆ = 2<br>2☆ = 3<br>1☆ = 11,3.47892,total number = 46<br>5☆ = 155<br>4☆ = 50<br>3☆ = 17<br>2☆ = 19<br>1☆ = 91,3.33314,total number = 1705<br>5☆ = 722<br>4☆ = 233<br>3☆ = 123<br>2☆ = 145<br>1☆ = 482
2017-04-04,3.18421,total number = 38<br>5☆ = 17<br>4☆ = 2<br>3☆ = 3<br>2☆ = 3<br>1☆ = 13,3.50926,total number = 38<br>5☆ = 156<br>4☆ = 45<br>3☆ = 17<br>2☆ = 20<br>1☆ = 86,3.32972,total number = 1662<br>5☆ = 706<br>4☆ = 222<br>3☆ = 120<br>2☆ = 142<br>1☆ = 472
2017-04-05,3.15,total number = 40<br>5☆ = 16<br>4☆ = 4<br>3☆ = 3<br>2☆ = 4<br>1☆ = 13,3.46645,total number = 40<br>5☆ = 151<br>4☆ = 37<br>3☆ = 18<br>2☆ = 21<br>1☆ = 86,3.3201,total number = 1612<br>5☆ = 680<br>4☆ = 215<br>3☆ = 117<br>2☆ = 141<br>1☆ = 459
2017-04-06,3.14894,total number = 47<br>5☆ = 16<br>4☆ = 6<br>3☆ = 7<br>2☆ = 5<br>1☆ = 13,3.38835,total number = 47<br>5☆ = 143<br>4☆ = 33<br>3☆ = 23<br>2☆ = 21<br>1☆ = 89,3.31919,total number = 1579<br>5☆ = 667<br>4☆ = 207<br>3☆ = 118<br>2☆ = 137<br>1☆ = 450
2017-04-07,3.81188,total number = 101<br>5☆ = 59<br>4☆ = 11<br>3☆ = 3<br>2☆ = 9<br>1☆ = 19,3.49429,total number = 101<br>5☆ = 171<br>4☆ = 38<br>3☆ = 23<br>2☆ = 29<br>1☆ = 89,3.36573,total number = 1605<br>5☆ = 700<br>4☆ = 208<br>3☆ = 118<br>2☆ = 137<br>1☆ = 442
2017-04-08,3.94203,total number = 69<br>5☆ = 38<br>4☆ = 10<br>3☆ = 8<br>2☆ = 5<br>1☆ = 8,3.56201,total number = 69<br>5☆ = 189<br>4☆ = 42<br>3☆ = 29<br>2☆ = 31<br>1☆ = 88,3.40223,total number = 1616<br>5☆ = 718<br>4☆ = 210<br>3☆ = 123<br>2☆ = 134<br>1☆ = 431
2017-04-09,3.93023,total number = 43<br>5☆ = 25<br>4☆ = 6<br>3☆ = 3<br>2☆ = 2<br>1☆ = 7,3.61979,total number = 43<br>5☆ = 197<br>4☆ = 43<br>3☆ = 29<br>2☆ = 31<br>1☆ = 84,3.41933,total number = 1593<br>5☆ = 720<br>4☆ = 200<br>3☆ = 119<br>2☆ = 136<br>1☆ = 418
2017-04-10,3.91176,total number = 34<br>5☆ = 17<br>4☆ = 9<br>3☆ = 1<br>2☆ = 2<br>1☆ = 5,3.63978,total number = 34<br>5☆ = 188<br>4☆ = 48<br>3☆ = 28<br>2☆ = 30<br>1☆ = 78,3.42803,total number = 1584<br>5☆ = 718<br>4☆ = 201<br>3☆ = 119<br>2☆ = 133<br>1☆ = 413
2017-04-11,2.69841,total number = 63<br>5☆ = 22<br>4☆ = 3<br>3☆ = 3<br>2☆ = 4<br>1☆ = 31,3.53401,total number = 63<br>5☆ = 193<br>4☆ = 49<br>3☆ = 28<br>2☆ = 31<br>1☆ = 96,3.40113,total number = 1593<br>5☆ = 715<br>4☆ = 201<br>3☆ = 116<br>2☆ = 130<br>1☆ = 431
2017-04-12,2.78182,total number = 55<br>5☆ = 20<br>4☆ = 3<br>3☆ = 2<br>2☆ = 5<br>1☆ = 25,3.47087,total number = 55<br>5☆ = 197<br>4☆ = 48<br>3☆ = 27<br>2☆ = 32<br>1☆ = 108,3.3951,total number = 1592<br>5☆ = 717<br>4☆ = 195<br>3☆ = 115<br>2☆ = 130<br>1☆ = 435
2017-04-13,3.7377,total number = 61<br>5☆ = 36<br>4☆ = 3<br>3☆ = 6<br>2☆ = 2<br>1☆ = 14,3.5446,total number = 61<br>5☆ = 217<br>4☆ = 45<br>3☆ = 26<br>2☆ = 29<br>1☆ = 109,3.4205,total number = 1610<br>5☆ = 738<br>4☆ = 195<br>3☆ = 116<br>2☆ = 128<br>1☆ = 433
2017-04-14,3.85417,total number = 48<br>5☆ = 26<br>4☆ = 7<br>3☆ = 6<br>2☆ = 0<br>1☆ = 9,3.51206,total number = 48<br>5☆ = 184<br>4☆ = 41<br>3☆ = 29<br>2☆ = 20<br>1☆ = 99,3.44,total number = 1600<br>5☆ = 743<br>4☆ = 192<br>3☆ = 117<br>2☆ = 122<br>1☆ = 426
2017-04-15,4.06818,total number = 44<br>5☆ = 28<br>4☆ = 6<br>3☆ = 2<br>2☆ = 1<br>1☆ = 7,3.49713,total number = 44<br>5☆ = 174<br>4☆ = 37<br>3☆ = 23<br>2☆ = 16<br>1☆ = 98,3.46052,total number = 1583<br>5☆ = 742<br>4☆ = 192<br>3☆ = 117<br>2☆ = 117<br>1☆ = 415
2017-04-16,4.05556,total number = 54<br>5☆ = 36<br>4☆ = 5<br>3☆ = 2<br>2☆ = 2<br>1☆ = 9,3.52925,total number = 54<br>5☆ = 185<br>4☆ = 36<br>3☆ = 22<br>2☆ = 16<br>1☆ = 100,3.49338,total number = 1587<br>5☆ = 759<br>4☆ = 192<br>3☆ = 116<br>2☆ = 113<br>1☆ = 407
2017-04-17,3.54167,total number = 48<br>5☆ = 22<br>4☆ = 8<br>3☆ = 3<br>2☆ = 4<br>1☆ = 11,3.49598,total number = 48<br>5☆ = 190<br>4☆ = 35<br>3☆ = 24<br>2☆ = 18<br>1☆ = 106,3.48958,total number = 1583<br>5☆ = 752<br>4☆ = 196<br>3☆ = 116<br>2☆ = 113<br>1☆ = 406
2017-04-18,4.13208,total number = 53<br>5☆ = 33<br>4☆ = 10<br>3☆ = 2<br>2☆ = 0<br>1☆ = 8,3.72727,total number = 53<br>5☆ = 201<br>4☆ = 42<br>3☆ = 23<br>2☆ = 14<br>1☆ = 83,3.50723,total number = 1591<br>5☆ = 766<br>4☆ = 196<br>3☆ = 114<br>2☆ = 109<br>1☆ = 406
2017-04-19,3.56757,total number = 37<br>5☆ = 17<br>4☆ = 5<br>3☆ = 4<br>2☆ = 4<br>1☆ = 7,3.86087,total number = 37<br>5☆ = 198<br>4☆ = 44<br>3☆ = 25<br>2☆ = 13<br>1☆ = 65,3.51536,total number = 1562<br>5☆ = 752<br>4☆ = 195<br>3☆ = 114<br>2☆ = 108<br>1☆ = 393
2017-04-20,3.93333,total number = 30<br>5☆ = 18<br>4☆ = 4<br>3☆ = 1<br>2☆ = 2<br>1☆ = 5,3.89172,total number = 30<br>5☆ = 180<br>4☆ = 45<br>3☆ = 20<br>2☆ = 13<br>1☆ = 56,3.53576,total number = 1538<br>5☆ = 747<br>4☆ = 196<br>3☆ = 112<br>2☆ = 100<br>1☆ = 383
2017-04-21,3.69048,total number = 42<br>5☆ = 23<br>4☆ = 2<br>3☆ = 6<br>2☆ = 3<br>1☆ = 8,3.87013,total number = 42<br>5☆ = 177<br>4☆ = 40<br>3☆ = 20<br>2☆ = 16<br>1☆ = 55,3.54534,total number = 1522<br>5☆ = 746<br>4☆ = 190<br>3☆ = 111<br>2☆ = 98<br>1☆ = 377
2017-04-22,3.85714,total number = 35<br>5☆ = 20<br>4☆ = 5<br>3☆ = 2<br>2☆ = 1<br>1☆ = 7,3.83946,total number = 35<br>5☆ = 169<br>4☆ = 39<br>3☆ = 20<br>2☆ = 16<br>1☆ = 55,3.55608,total number = 1480<br>5☆ = 729<br>4☆ = 187<br>3☆ = 105<br>2☆ = 96<br>1☆ = 363
2017-04-23,3.85366,total number = 41<br>5☆ = 26<br>4☆ = 2<br>3☆ = 2<br>2☆ = 3<br>1☆ = 8,3.8007,total number = 41<br>5☆ = 159<br>4☆ = 36<br>3☆ = 20<br>2☆ = 17<br>1☆ = 54,3.5736,total number = 1447<br>5☆ = 724<br>4☆ = 179<br>3☆ = 99<br>2☆ = 93<br>1☆ = 352
2017-04-24,2.67647,total number = 34<br>5☆ = 9<br>4☆ = 4<br>3☆ = 2<br>2☆ = 5<br>1☆ = 14,3.70588,total number = 34<br>5☆ = 146<br>4☆ = 32<br>3☆ = 19<br>2☆ = 18<br>1☆ = 57,3.55501,total number = 1436<br>5☆ = 715<br>4☆ = 174<br>3☆ = 97<br>2☆ = 93<br>1☆ = 357
2017-04-25,3.69444,total number = 36<br>5☆ = 18<br>4☆ = 5<br>3☆ = 4<br>2☆ = 2<br>1☆ = 7,3.61569,total number = 36<br>5☆ = 131<br>4☆ = 27<br>3☆ = 21<br>2☆ = 20<br>1☆ = 56,3.56543,total number = 1429<br>5☆ = 714<br>4☆ = 175<br>3☆ = 97<br>2☆ = 91<br>1☆ = 352
2017-04-26,3.44898,total number = 49<br>5☆ = 21<br>4☆ = 8<br>3☆ = 4<br>2☆ = 4<br>1☆ = 12,3.59176,total number = 49<br>5☆ = 135<br>4☆ = 30<br>3☆ = 21<br>2☆ = 20<br>1☆ = 61,3.57252,total number = 1434<br>5☆ = 718<br>4☆ = 178<br>3☆ = 96<br>2☆ = 91<br>1☆ = 351
2017-04-27,3.73077,total number = 26<br>5☆ = 13<br>4☆ = 4<br>3☆ = 2<br>2☆ = 3<br>1☆ = 4,3.56654,total number = 26<br>5☆ = 130<br>4☆ = 30<br>3☆ = 22<br>2☆ = 21<br>1☆ = 60,3.59335,total number = 1414<br>5☆ = 715<br>4☆ = 175<br>3☆ = 95<br>2☆ = 92<br>1☆ = 337
2017-04-28,3.57447,total number = 47<br>5☆ = 24<br>4☆ = 6<br>3☆ = 3<br>2☆ = 1<br>1☆ = 13,3.54851,total number = 47<br>5☆ = 131<br>4☆ = 34<br>3☆ = 19<br>2☆ = 19<br>1☆ = 65,3.59645,total number = 1410<br>5☆ = 718<br>4☆ = 169<br>3☆ = 96<br>2☆ = 90<br>1☆ = 337
2017-04-29,3.54545,total number = 44<br>5☆ = 20<br>4☆ = 6<br>3☆ = 5<br>2☆ = 4<br>1☆ = 9,3.50903,total number = 44<br>5☆ = 131<br>4☆ = 35<br>3☆ = 22<br>2☆ = 22<br>1☆ = 67,3.59301,total number = 1403<br>5☆ = 714<br>4☆ = 165<br>3☆ = 99<br>2☆ = 89<br>1☆ = 336
2017-04-30,3.87805,total number = 41<br>5☆ = 22<br>4☆ = 7<br>3☆ = 3<br>2☆ = 3<br>1☆ = 6,3.51264,total number = 41<br>5☆ = 127<br>4☆ = 40<br>3☆ = 23<br>2☆ = 22<br>1☆ = 65,3.60621,total number = 1384<br>5☆ = 705<br>4☆ = 166<br>3☆ = 99<br>2☆ = 91<br>1☆ = 323
2017-05-01,3.80952,total number = 42<br>5☆ = 22<br>4☆ = 8<br>3☆ = 1<br>2☆ = 4<br>1☆ = 7,3.65614,total number = 42<br>5☆ = 140<br>4☆ = 44<br>3☆ = 22<br>2☆ = 21<br>1☆ = 58,3.61183,total number = 1386<br>5☆ = 707<br>4☆ = 168<br>3☆ = 98<br>2☆ = 92<br>1☆ = 321
2017-05-02,3.57143,total number = 28<br>5☆ = 14<br>4☆ = 3<br>3☆ = 2<br>2☆ = 3<br>1☆ = 6,3.6426,total number = 28<br>5☆ = 136<br>4☆ = 42<br>3☆ = 20<br>2☆ = 22<br>1☆ = 57,3.61701,total number = 1376<br>5☆ = 704<br>4☆ = 166<br>3☆ = 97<br>2☆ = 93<br>1☆ = 316
2017-05-03,3.47727,total number = 44<br>5☆ = 18<br>4☆ = 10<br>3☆ = 2<br>2☆ = 3<br>1☆ = 11,3.65074,total number = 44<br>5☆ = 133<br>4☆ = 44<br>3☆ = 18<br>2☆ = 21<br>1☆ = 56,3.61063,total number = 1374<br>5☆ = 696<br>4☆ = 172<br>3☆ = 97<br>2☆ = 93<br>1☆ = 316
2017-05-04,3.83871,total number = 31<br>5☆ = 18<br>4☆ = 3<br>3☆ = 2<br>2☆ = 3<br>1☆ = 5,3.66426,total number = 31<br>5☆ = 138<br>4☆ = 43<br>3☆ = 18<br>2☆ = 21<br>1☆ = 57,3.62765,total number = 1367<br>5☆ = 697<br>4☆ = 173<br>3☆ = 96<br>2☆ = 93<br>1☆ = 308
2017-05-05,3.84615,total number = 26<br>5☆ = 15<br>4☆ = 3<br>3☆ = 2<br>2☆ = 1<br>1☆ = 5,3.69922,total number = 26<br>5☆ = 129<br>4☆ = 40<br>3☆ = 17<br>2☆ = 21<br>1☆ = 49,3.64597,total number = 1353<br>5☆ = 696<br>4☆ = 172<br>3☆ = 95<br>2☆ = 90<br>1☆ = 300
2017-05-06,3.92857,total number = 28<br>5☆ = 18<br>4☆ = 0<br>3☆ = 5<br>2☆ = 0<br>1☆ = 5,3.75417,total number = 28<br>5☆ = 127<br>4☆ = 34<br>3☆ = 17<br>2☆ = 17<br>1☆ = 45,3.66942,total number = 1334<br>5☆ = 698<br>4☆ = 166<br>3☆ = 93<br>2☆ = 85<br>1☆ = 292
2017-05-07,3.2,total number = 30<br>5☆ = 11<br>4☆ = 6<br>3☆ = 2<br>2☆ = 0<br>1☆ = 11,3.65939,total number = 30<br>5☆ = 116<br>4☆ = 33<br>3☆ = 16<br>2☆ = 14<br>1☆ = 50,3.64687,total number = 1263<br>5☆ = 650<br>4☆ = 161<br>3☆ = 92<br>2☆ = 76<br>1☆ = 284
2017-05-08,3.83333,total number = 24<br>5☆ = 14<br>4☆ = 1<br>3☆ = 2<br>2☆ = 5<br>1☆ = 2,3.64929,total number = 24<br>5☆ = 108<br>4☆ = 26<br>3☆ = 17<br>2☆ = 15<br>1☆ = 45,3.63383,total number = 1218<br>5☆ = 626<br>4☆ = 152<br>3☆ = 86<br>2☆ = 76<br>1☆ = 278
2017-05-09,4.67506,total number = 397<br>5☆ = 300<br>4☆ = 78<br>3☆ = 10<br>2☆ = 5<br>1☆ = 4,4.35517,total number = 397<br>5☆ = 394<br>4☆ = 101<br>3☆ = 25<br>2☆ = 17<br>1☆ = 43,3.88868,total number = 1572<br>5☆ = 901<br>4☆ = 224<br>3☆ = 93<br>2☆ = 79<br>1☆ = 275
2017-05-10,4.73153,total number = 1475<br>5☆ = 1138<br>4☆ = 302<br>3☆ = 20<br>2☆ = 6<br>1☆ = 9,4.65042,total number = 1475<br>5☆ = 1514<br>4☆ = 393<br>3☆ = 43<br>2☆ = 20<br>1☆ = 41,4.30103,total number = 3013<br>5☆ = 2022<br>4☆ = 517<br>3☆ = 112<br>2☆ = 83<br>1☆ = 279
2017-05-11,4.625,total number = 472<br>5☆ = 351<br>4☆ = 91<br>3☆ = 14<br>2☆ = 6<br>1☆ = 10,4.65579,total number = 472<br>5☆ = 1847<br>4☆ = 481<br>3☆ = 55<br>2☆ = 23<br>1☆ = 46,4.37522,total number = 3422<br>5☆ = 2351<br>4☆ = 605<br>3☆ = 123<br>2☆ = 85<br>1☆ = 258
2017-05-12,4.66667,total number = 240<br>5☆ = 184<br>4☆ = 45<br>3☆ = 3<br>2☆ = 3<br>1☆ = 5,4.66467,total number = 240<br>5☆ = 2016<br>4☆ = 523<br>3☆ = 56<br>2☆ = 25<br>1☆ = 46,4.41891,total number = 3607<br>5☆ = 2515<br>4☆ = 647<br>3☆ = 124<br>2☆ = 83<br>1☆ = 238
2017-05-13,4.6069,total number = 145<br>5☆ = 113<br>4☆ = 21<br>3☆ = 3<br>2☆ = 2<br>1☆ = 6,4.66906,total number = 145<br>5☆ = 2111<br>4☆ = 544<br>3☆ = 54<br>2☆ = 27<br>1☆ = 47,4.43755,total number = 3691<br>5☆ = 2592<br>4☆ = 665<br>3☆ = 121<br>2☆ = 83<br>1☆ = 230
2017-05-14,4.36364,total number = 143<br>5☆ = 94<br>4☆ = 31<br>3☆ = 5<br>2☆ = 2<br>1☆ = 11,4.6692,total number = 143<br>5☆ = 2194<br>4☆ = 569<br>3☆ = 57<br>2☆ = 29<br>1☆ = 47,4.44216,total number = 3786<br>5☆ = 2660<br>4☆ = 689<br>3☆ = 120<br>2☆ = 85<br>1☆ = 232
2017-05-15,4.34286,total number = 175<br>5☆ = 112<br>4☆ = 39<br>3☆ = 7<br>2☆ = 6<br>1☆ = 11,4.65704,total number = 175<br>5☆ = 2292<br>4☆ = 607<br>3☆ = 62<br>2☆ = 30<br>1☆ = 56,4.44192,total number = 3917<br>5☆ = 2744<br>4☆ = 722<br>3☆ = 125<br>2☆ = 90<br>1☆ = 236
2017-05-16,4.27928,total number = 111<br>5☆ = 70<br>4☆ = 24<br>3☆ = 5<br>2☆ = 2<br>1☆ = 10,4.63926,total number = 111<br>5☆ = 2062<br>4☆ = 553<br>3☆ = 57<br>2☆ = 27<br>1☆ = 62,4.44263,total number = 3974<br>5☆ = 2778<br>4☆ = 741<br>3☆ = 128<br>2☆ = 90<br>1☆ = 237
2017-05-17,4.26111,total number = 180<br>5☆ = 110<br>4☆ = 42<br>3☆ = 8<br>2☆ = 5<br>1☆ = 15,4.5,total number = 180<br>5☆ = 1034<br>4☆ = 293<br>3☆ = 45<br>2☆ = 26<br>1☆ = 68,4.4452,total number = 4106<br>5☆ = 2866<br>4☆ = 775<br>3☆ = 133<br>2☆ = 91<br>1☆ = 241
2017-05-18,4.35,total number = 160<br>5☆ = 102<br>4☆ = 34<br>3☆ = 10<br>2☆ = 6<br>1☆ = 8,4.42808,total number = 160<br>5☆ = 785<br>4☆ = 236<br>3☆ = 41<br>2☆ = 26<br>1☆ = 66,4.44553,total number = 4213<br>5☆ = 2935<br>4☆ = 799<br>3☆ = 141<br>2☆ = 97<br>1☆ = 241
2017-05-19,4.49296,total number = 142<br>5☆ = 102<br>4☆ = 25<br>3☆ = 5<br>2☆ = 3<br>1☆ = 7,4.38258,total number = 142<br>5☆ = 703<br>4☆ = 216<br>3☆ = 43<br>2☆ = 26<br>1☆ = 68,4.45381,total number = 4319<br>5☆ = 3020<br>4☆ = 819<br>3☆ = 142<br>2☆ = 96<br>1☆ = 242
2017-05-20,4.33945,total number = 109<br>5☆ = 77<br>4☆ = 15<br>3☆ = 4<br>2☆ = 3<br>1☆ = 10,4.34608,total number = 109<br>5☆ = 667<br>4☆ = 210<br>3☆ = 44<br>2☆ = 27<br>1☆ = 72,4.45452,total number = 4398<br>5☆ = 3079<br>4☆ = 830<br>3☆ = 145<br>2☆ = 97<br>1☆ = 247
2017-05-21,4.29268,total number = 82<br>5☆ = 54<br>4☆ = 15<br>3☆ = 4<br>2☆ = 1<br>1☆ = 8,4.33889,total number = 82<br>5☆ = 627<br>4☆ = 194<br>3☆ = 43<br>2☆ = 26<br>1☆ = 69,4.45877,total number = 4438<br>5☆ = 3110<br>4☆ = 843<br>3☆ = 143<br>2☆ = 95<br>1☆ = 247
2017-05-22,4.4486,total number = 107<br>5☆ = 76<br>4☆ = 19<br>3☆ = 3<br>2☆ = 2<br>1☆ = 7,4.35129,total number = 107<br>5☆ = 591<br>4☆ = 174<br>3☆ = 39<br>2☆ = 22<br>1☆ = 65,4.46319,total number = 4510<br>5☆ = 3166<br>4☆ = 857<br>3☆ = 144<br>2☆ = 96<br>1☆ = 247
