"Daily Avg., x; 7 Day Avg., x; 30 Day Avg., x","Daily Avg., y","Daily Avg., text","7 Day Avg., y","7 Day Avg., text","30 Day Avg., y","30 Day Avg., text"
2017-03-14,1.13333,total number = 15<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 2<br>1☆ = 13,1.55238,total number = 15<br>5☆ = 7<br>4☆ = 4<br>3☆ = 3<br>2☆ = 12<br>1☆ = 79,2.3,total number = 1220<br>5☆ = 299<br>4☆ = 72<br>3☆ = 45<br>2☆ = 84<br>1☆ = 720
2017-03-15,1,total number = 8<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 8,1.40206,total number = 8<br>5☆ = 4<br>4☆ = 3<br>3☆ = 2<br>2☆ = 10<br>1☆ = 78,2.28584,total number = 1165<br>5☆ = 284<br>4☆ = 65<br>3☆ = 43<br>2☆ = 81<br>1☆ = 692
2017-03-16,1.23529,total number = 17<br>5☆ = 0<br>4☆ = 1<br>3☆ = 0<br>2☆ = 1<br>1☆ = 15,1.36264,total number = 17<br>5☆ = 3<br>4☆ = 3<br>3☆ = 2<br>2☆ = 8<br>1☆ = 75,2.24092,total number = 1129<br>5☆ = 262<br>4☆ = 63<br>3☆ = 43<br>2☆ = 78<br>1☆ = 683
2017-03-17,1.27273,total number = 22<br>5☆ = 0<br>4☆ = 1<br>3☆ = 1<br>2☆ = 1<br>1☆ = 19,1.28283,total number = 22<br>5☆ = 2<br>4☆ = 2<br>3☆ = 3<br>2☆ = 8<br>1☆ = 84,2.18992,total number = 1111<br>5☆ = 246<br>4☆ = 61<br>3☆ = 39<br>2☆ = 77<br>1☆ = 688
2017-03-18,1,total number = 8<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 8,1.22581,total number = 8<br>5☆ = 1<br>4☆ = 2<br>3☆ = 2<br>2☆ = 7<br>1☆ = 81,2.12791,total number = 1032<br>5☆ = 219<br>4☆ = 48<br>3☆ = 35<br>2☆ = 74<br>1☆ = 656
2017-03-19,1.80952,total number = 21<br>5☆ = 3<br>4☆ = 1<br>3☆ = 0<br>2☆ = 2<br>1☆ = 15,1.32,total number = 21<br>5☆ = 3<br>4☆ = 3<br>3☆ = 2<br>2☆ = 7<br>1☆ = 85,2.09457,total number = 994<br>5☆ = 204<br>4☆ = 44<br>3☆ = 34<br>2☆ = 72<br>1☆ = 640
2017-03-20,1.83333,total number = 12<br>5☆ = 1<br>4☆ = 1<br>3☆ = 1<br>2☆ = 1<br>1☆ = 8,1.37864,total number = 12<br>5☆ = 4<br>4☆ = 4<br>3☆ = 2<br>2☆ = 7<br>1☆ = 86,2.03891,total number = 951<br>5☆ = 184<br>4☆ = 39<br>3☆ = 33<br>2☆ = 69<br>1☆ = 626
2017-03-21,1,total number = 11<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 11,1.37374,total number = 11<br>5☆ = 4<br>4☆ = 4<br>3☆ = 2<br>2☆ = 5<br>1☆ = 84,1.99014,total number = 913<br>5☆ = 167<br>4☆ = 36<br>3☆ = 31<br>2☆ = 66<br>1☆ = 613
2017-03-22,1.26923,total number = 26<br>5☆ = 1<br>4☆ = 0<br>3☆ = 1<br>2☆ = 1<br>1☆ = 23,1.37607,total number = 26<br>5☆ = 5<br>4☆ = 4<br>3☆ = 3<br>2☆ = 6<br>1☆ = 99,1.88647,total number = 872<br>5☆ = 138<br>4☆ = 33<br>3☆ = 29<br>2☆ = 64<br>1☆ = 608
2017-03-23,1.27273,total number = 22<br>5☆ = 0<br>4☆ = 0<br>3☆ = 2<br>2☆ = 2<br>1☆ = 18,1.37705,total number = 22<br>5☆ = 5<br>4☆ = 3<br>3☆ = 5<br>2☆ = 7<br>1☆ = 102,1.78759,total number = 838<br>5☆ = 116<br>4☆ = 27<br>3☆ = 28<br>2☆ = 59<br>1☆ = 608
2017-03-24,1.73913,total number = 23<br>5☆ = 2<br>4☆ = 1<br>3☆ = 2<br>2☆ = 2<br>1☆ = 16,1.46341,total number = 23<br>5☆ = 7<br>4☆ = 3<br>3☆ = 6<br>2☆ = 8<br>1☆ = 99,1.74595,total number = 803<br>5☆ = 102<br>4☆ = 25<br>3☆ = 28<br>2☆ = 60<br>1☆ = 588
2017-03-25,1.11765,total number = 34<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 4<br>1☆ = 30,1.45136,total number = 34<br>5☆ = 14<br>4☆ = 6<br>3☆ = 12<br>2☆ = 18<br>1☆ = 207,1.54007,total number = 1148<br>5☆ = 92<br>4☆ = 31<br>3☆ = 37<br>2☆ = 85<br>1☆ = 903
2017-03-26,1.48276,total number = 29<br>5☆ = 2<br>4☆ = 0<br>3☆ = 2<br>2☆ = 2<br>1☆ = 23,1.39592,total number = 29<br>5☆ = 10<br>4☆ = 4<br>3☆ = 14<br>2☆ = 17<br>1☆ = 200,1.47345,total number = 1111<br>5☆ = 72<br>4☆ = 28<br>3☆ = 34<br>2☆ = 86<br>1☆ = 891
2017-03-27,1.59574,total number = 47<br>5☆ = 4<br>4☆ = 2<br>3☆ = 2<br>2☆ = 2<br>1☆ = 37,1.39033,total number = 47<br>5☆ = 12<br>4☆ = 4<br>3☆ = 14<br>2☆ = 17<br>1☆ = 222,1.44293,total number = 1104<br>5☆ = 64<br>4☆ = 27<br>3☆ = 35<br>2☆ = 82<br>1☆ = 896
2017-03-28,1.47458,total number = 59<br>5☆ = 0<br>4☆ = 6<br>3☆ = 0<br>2☆ = 10<br>1☆ = 43,1.43464,total number = 59<br>5☆ = 12<br>4☆ = 10<br>3☆ = 14<br>2☆ = 27<br>1☆ = 243,1.4361,total number = 1119<br>5☆ = 60<br>4☆ = 31<br>3☆ = 35<br>2☆ = 85<br>1☆ = 908
2017-03-29,1.42857,total number = 28<br>5☆ = 3<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 25,1.46127,total number = 28<br>5☆ = 13<br>4☆ = 10<br>3☆ = 12<br>2☆ = 25<br>1☆ = 224,1.42793,total number = 1117<br>5☆ = 60<br>4☆ = 29<br>3☆ = 34<br>2☆ = 83<br>1☆ = 911
2017-03-30,1.75,total number = 20<br>5☆ = 3<br>4☆ = 0<br>3☆ = 0<br>2☆ = 3<br>1☆ = 14,1.51527,total number = 20<br>5☆ = 16<br>4☆ = 10<br>3☆ = 8<br>2☆ = 25<br>1☆ = 203,1.42507,total number = 1101<br>5☆ = 59<br>4☆ = 28<br>3☆ = 33<br>2☆ = 82<br>1☆ = 899
2017-03-31,1.47059,total number = 17<br>5☆ = 1<br>4☆ = 0<br>3☆ = 1<br>2☆ = 2<br>1☆ = 13,1.46581,total number = 17<br>5☆ = 13<br>4☆ = 8<br>3☆ = 5<br>2☆ = 23<br>1☆ = 185,1.4213,total number = 1080<br>5☆ = 58<br>4☆ = 26<br>3☆ = 33<br>2☆ = 79<br>1☆ = 884
2017-04-01,1.85714,total number = 7<br>5☆ = 1<br>4☆ = 0<br>3☆ = 1<br>2☆ = 0<br>1☆ = 5,1.53623,total number = 7<br>5☆ = 14<br>4☆ = 8<br>3☆ = 6<br>2☆ = 19<br>1☆ = 160,1.42121,total number = 1028<br>5☆ = 54<br>4☆ = 26<br>3☆ = 30<br>2☆ = 79<br>1☆ = 839
2017-04-02,1.38462,total number = 13<br>5☆ = 1<br>4☆ = 0<br>3☆ = 0<br>2☆ = 1<br>1☆ = 11,1.53403,total number = 13<br>5☆ = 13<br>4☆ = 8<br>3☆ = 4<br>2☆ = 18<br>1☆ = 148,1.402,total number = 1000<br>5☆ = 47<br>4☆ = 26<br>3☆ = 30<br>2☆ = 76<br>1☆ = 821
2017-04-03,1.4,total number = 15<br>5☆ = 0<br>4☆ = 1<br>3☆ = 0<br>2☆ = 3<br>1☆ = 11,1.50314,total number = 15<br>5☆ = 9<br>4☆ = 7<br>3☆ = 2<br>2☆ = 19<br>1☆ = 122,1.4135,total number = 948<br>5☆ = 45<br>4☆ = 27<br>3☆ = 28<br>2☆ = 75<br>1☆ = 773
2017-04-04,1.30769,total number = 13<br>5☆ = 0<br>4☆ = 1<br>3☆ = 0<br>2☆ = 1<br>1☆ = 11,1.49558,total number = 13<br>5☆ = 9<br>4☆ = 2<br>3☆ = 2<br>2☆ = 10<br>1☆ = 90,1.4306,total number = 915<br>5☆ = 45<br>4☆ = 28<br>3☆ = 28<br>2☆ = 74<br>1☆ = 740
2017-04-05,1.53333,total number = 15<br>5☆ = 2<br>4☆ = 0<br>3☆ = 0<br>2☆ = 0<br>1☆ = 13,1.52,total number = 15<br>5☆ = 8<br>4☆ = 2<br>3☆ = 2<br>2☆ = 10<br>1☆ = 78,1.45074,total number = 883<br>5☆ = 47<br>4☆ = 28<br>3☆ = 26<br>2☆ = 74<br>1☆ = 708
2017-04-06,1.29412,total number = 17<br>5☆ = 1<br>4☆ = 0<br>3☆ = 0<br>2☆ = 1<br>1☆ = 15,1.43299,total number = 17<br>5☆ = 6<br>4☆ = 2<br>3☆ = 2<br>2☆ = 8<br>1☆ = 79,1.46327,total number = 844<br>5☆ = 46<br>4☆ = 28<br>3☆ = 26<br>2☆ = 71<br>1☆ = 673
2017-04-07,1.45,total number = 20<br>5☆ = 2<br>4☆ = 0<br>3☆ = 0<br>2☆ = 1<br>1☆ = 17,1.43,total number = 20<br>5☆ = 7<br>4☆ = 2<br>3☆ = 1<br>2☆ = 7<br>1☆ = 83,1.43353,total number = 835<br>5☆ = 42<br>4☆ = 26<br>3☆ = 24<br>2☆ = 68<br>1☆ = 675
2017-04-08,1.36364,total number = 11<br>5☆ = 0<br>4☆ = 0<br>3☆ = 1<br>2☆ = 2<br>1☆ = 8,1.39423,total number = 11<br>5☆ = 6<br>4☆ = 2<br>3☆ = 1<br>2☆ = 9<br>1☆ = 86,1.4325,total number = 800<br>5☆ = 40<br>4☆ = 24<br>3☆ = 25<br>2☆ = 64<br>1☆ = 647
2017-04-09,1.16667,total number = 18<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 3<br>1☆ = 15,1.3578,total number = 18<br>5☆ = 5<br>4☆ = 2<br>3☆ = 1<br>2☆ = 11<br>1☆ = 90,1.4134,total number = 791<br>5☆ = 38<br>4☆ = 20<br>3☆ = 25<br>2☆ = 65<br>1☆ = 643
2017-04-10,1.63636,total number = 11<br>5☆ = 1<br>4☆ = 0<br>3☆ = 1<br>2☆ = 1<br>1☆ = 8,1.38095,total number = 11<br>5☆ = 6<br>4☆ = 1<br>3☆ = 2<br>2☆ = 9<br>1☆ = 87,1.4129,total number = 775<br>5☆ = 37<br>4☆ = 20<br>3☆ = 24<br>2☆ = 64<br>1☆ = 630
2017-04-11,1.19512,total number = 41<br>5☆ = 1<br>4☆ = 0<br>3☆ = 1<br>2☆ = 2<br>1☆ = 37,1.33083,total number = 41<br>5☆ = 7<br>4☆ = 0<br>3☆ = 3<br>2☆ = 10<br>1☆ = 113,1.40051,total number = 789<br>5☆ = 36<br>4☆ = 20<br>3☆ = 25<br>2☆ = 62<br>1☆ = 646
2017-04-12,1.55556,total number = 18<br>5☆ = 2<br>4☆ = 0<br>3☆ = 0<br>2☆ = 2<br>1☆ = 14,1.33824,total number = 18<br>5☆ = 7<br>4☆ = 0<br>3☆ = 3<br>2☆ = 12<br>1☆ = 114,1.40558,total number = 789<br>5☆ = 38<br>4☆ = 20<br>3☆ = 23<br>2☆ = 62<br>1☆ = 646
2017-04-13,1.27778,total number = 18<br>5☆ = 1<br>4☆ = 0<br>3☆ = 0<br>2☆ = 1<br>1☆ = 16,1.33577,total number = 18<br>5☆ = 7<br>4☆ = 0<br>3☆ = 3<br>2☆ = 12<br>1☆ = 115,1.4126,total number = 778<br>5☆ = 39<br>4☆ = 20<br>3☆ = 23<br>2☆ = 59<br>1☆ = 637
2017-04-14,1.8125,total number = 16<br>5☆ = 1<br>4☆ = 2<br>3☆ = 1<br>2☆ = 1<br>1☆ = 11,1.37594,total number = 16<br>5☆ = 6<br>4☆ = 2<br>3☆ = 4<br>2☆ = 12<br>1☆ = 109,1.42875,total number = 779<br>5☆ = 40<br>4☆ = 22<br>3☆ = 24<br>2☆ = 60<br>1☆ = 633
2017-04-15,1.125,total number = 8<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 1<br>1☆ = 7,1.36154,total number = 8<br>5☆ = 6<br>4☆ = 2<br>3☆ = 3<br>2☆ = 11<br>1☆ = 108,1.43311,total number = 755<br>5☆ = 40<br>4☆ = 20<br>3☆ = 24<br>2☆ = 59<br>1☆ = 612
2017-04-16,1.71429,total number = 7<br>5☆ = 1<br>4☆ = 0<br>3☆ = 0<br>2☆ = 1<br>1☆ = 5,1.41176,total number = 7<br>5☆ = 7<br>4☆ = 2<br>3☆ = 3<br>2☆ = 9<br>1☆ = 98,1.44444,total number = 720<br>5☆ = 41<br>4☆ = 18<br>3☆ = 22<br>2☆ = 58<br>1☆ = 581
2017-04-17,1.88889,total number = 9<br>5☆ = 0<br>4☆ = 1<br>3☆ = 1<br>2☆ = 3<br>1☆ = 4,1.42735,total number = 9<br>5☆ = 6<br>4☆ = 3<br>3☆ = 3<br>2☆ = 11<br>1☆ = 94,1.45938,total number = 714<br>5☆ = 41<br>4☆ = 19<br>3☆ = 23<br>2☆ = 61<br>1☆ = 570
2017-04-18,1.0625,total number = 16<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 1<br>1☆ = 15,1.46739,total number = 16<br>5☆ = 5<br>4☆ = 3<br>3☆ = 2<br>2☆ = 10<br>1☆ = 72,1.42961,total number = 689<br>5☆ = 35<br>4☆ = 17<br>3☆ = 23<br>2☆ = 59<br>1☆ = 555
2017-04-19,1.61111,total number = 18<br>5☆ = 2<br>4☆ = 0<br>3☆ = 1<br>2☆ = 1<br>1☆ = 14,1.47826,total number = 18<br>5☆ = 5<br>4☆ = 3<br>3☆ = 3<br>2☆ = 9<br>1☆ = 72,1.41959,total number = 684<br>5☆ = 35<br>4☆ = 15<br>3☆ = 22<br>2☆ = 58<br>1☆ = 554
2017-04-20,1.61905,total number = 21<br>5☆ = 1<br>4☆ = 0<br>3☆ = 3<br>2☆ = 3<br>1☆ = 14,1.54737,total number = 21<br>5☆ = 5<br>4☆ = 3<br>3☆ = 6<br>2☆ = 11<br>1☆ = 70,1.43924,total number = 683<br>5☆ = 36<br>4☆ = 15<br>3☆ = 25<br>2☆ = 61<br>1☆ = 546
2017-04-21,1.2,total number = 15<br>5☆ = 0<br>4☆ = 0<br>3☆ = 1<br>2☆ = 1<br>1☆ = 13,1.44681,total number = 15<br>5☆ = 4<br>4☆ = 1<br>3☆ = 6<br>2☆ = 11<br>1☆ = 72,1.44599,total number = 648<br>5☆ = 34<br>4☆ = 15<br>3☆ = 24<br>2☆ = 60<br>1☆ = 515
2017-04-22,1.06667,total number = 15<br>5☆ = 0<br>4☆ = 0<br>3☆ = 0<br>2☆ = 1<br>1☆ = 14,1.41584,total number = 15<br>5☆ = 4<br>4☆ = 1<br>3☆ = 6<br>2☆ = 11<br>1☆ = 79,1.44928,total number = 621<br>5☆ = 34<br>4☆ = 15<br>3☆ = 20<br>2☆ = 58<br>1☆ = 494
2017-04-23,1.61538,total number = 13<br>5☆ = 1<br>4☆ = 0<br>3☆ = 1<br>2☆ = 2<br>1☆ = 9,1.42056,total number = 13<br>5☆ = 4<br>4☆ = 1<br>3☆ = 7<br>2☆ = 12<br>1☆ = 83,1.42954,total number = 589<br>5☆ = 31<br>4☆ = 13<br>3☆ = 17<br>2☆ = 56<br>1☆ = 472
2017-04-24,1.6875,total number = 16<br>5☆ = 1<br>4☆ = 1<br>3☆ = 0<br>2☆ = 4<br>1☆ = 10,1.42105,total number = 16<br>5☆ = 5<br>4☆ = 1<br>3☆ = 6<br>2☆ = 13<br>1☆ = 89,1.45534,total number = 571<br>5☆ = 32<br>4☆ = 14<br>3☆ = 17<br>2☆ = 56<br>1☆ = 452
2017-04-25,1.26667,total number = 15<br>5☆ = 0<br>4☆ = 0<br>3☆ = 1<br>2☆ = 2<br>1☆ = 12,1.45133,total number = 15<br>5☆ = 5<br>4☆ = 1<br>3☆ = 7<br>2☆ = 14<br>1☆ = 86,1.44883,total number = 557<br>5☆ = 30<br>4☆ = 14<br>3☆ = 16<br>2☆ = 56<br>1☆ = 441
2017-04-26,3.27907,total number = 43<br>5☆ = 20<br>4☆ = 5<br>3☆ = 1<br>2☆ = 1<br>1☆ = 16,2,total number = 43<br>5☆ = 23<br>4☆ = 6<br>3☆ = 7<br>2☆ = 14<br>1☆ = 88,1.57866,total number = 553<br>5☆ = 46<br>4☆ = 17<br>3☆ = 15<br>2☆ = 55<br>1☆ = 420
2017-04-27,3.81967,total number = 61<br>5☆ = 33<br>4☆ = 12<br>3☆ = 1<br>2☆ = 2<br>1☆ = 13,2.66854,total number = 61<br>5☆ = 55<br>4☆ = 18<br>3☆ = 5<br>2☆ = 13<br>1☆ = 87,1.83604,total number = 555<br>5☆ = 79<br>4☆ = 23<br>3☆ = 16<br>2☆ = 47<br>1☆ = 390
2017-04-28,3.71053,total number = 38<br>5☆ = 21<br>4☆ = 4<br>3☆ = 2<br>2☆ = 3<br>1☆ = 8,2.97512,total number = 38<br>5☆ = 76<br>4☆ = 22<br>3☆ = 6<br>2☆ = 15<br>1☆ = 82,1.9823,total number = 565<br>5☆ = 97<br>4☆ = 27<br>3☆ = 18<br>2☆ = 50<br>1☆ = 373
2017-04-29,2.88889,total number = 27<br>5☆ = 10<br>4☆ = 2<br>3☆ = 2<br>2☆ = 1<br>1☆ = 12,3.09859,total number = 27<br>5☆ = 86<br>4☆ = 24<br>3☆ = 8<br>2☆ = 15<br>1☆ = 80,2.03322,total number = 572<br>5☆ = 104<br>4☆ = 29<br>3☆ = 20<br>2☆ = 48<br>1☆ = 371
2017-04-30,3.18519,total number = 27<br>5☆ = 12<br>4☆ = 2<br>3☆ = 2<br>2☆ = 1<br>1☆ = 10,3.19383,total number = 27<br>5☆ = 97<br>4☆ = 26<br>3☆ = 9<br>2☆ = 14<br>1☆ = 81,2.10309,total number = 582<br>5☆ = 115<br>4☆ = 31<br>3☆ = 21<br>2☆ = 47<br>1☆ = 368
2017-05-01,3.10345,total number = 29<br>5☆ = 10<br>4☆ = 4<br>3☆ = 3<br>2☆ = 3<br>1☆ = 9,3.28333,total number = 29<br>5☆ = 106<br>4☆ = 29<br>3☆ = 12<br>2☆ = 13<br>1☆ = 80,2.15397,total number = 604<br>5☆ = 124<br>4☆ = 35<br>3☆ = 23<br>2☆ = 50<br>1☆ = 372
2017-05-02,1.95652,total number = 23<br>5☆ = 1<br>4☆ = 4<br>3☆ = 2<br>2☆ = 2<br>1☆ = 14,3.28226,total number = 23<br>5☆ = 107<br>4☆ = 33<br>3☆ = 13<br>2☆ = 13<br>1☆ = 82,2.16287,total number = 614<br>5☆ = 124<br>4☆ = 39<br>3☆ = 25<br>2☆ = 51<br>1☆ = 375
2017-05-03,1.93103,total number = 29<br>5☆ = 2<br>4☆ = 4<br>3☆ = 1<br>2☆ = 5<br>1☆ = 17,3.11538,total number = 29<br>5☆ = 89<br>4☆ = 32<br>3☆ = 13<br>2☆ = 17<br>1☆ = 83,2.17038,total number = 628<br>5☆ = 126<br>4☆ = 42<br>3☆ = 26<br>2☆ = 53<br>1☆ = 381
2017-05-04,2.5,total number = 26<br>5☆ = 6<br>4☆ = 2<br>3☆ = 3<br>2☆ = 3<br>1☆ = 12,2.8191,total number = 26<br>5☆ = 62<br>4☆ = 22<br>3☆ = 15<br>2☆ = 18<br>1☆ = 82,2.20125,total number = 641<br>5☆ = 132<br>4☆ = 43<br>3☆ = 29<br>2☆ = 55<br>1☆ = 382
2017-05-05,2.375,total number = 24<br>5☆ = 5<br>4☆ = 2<br>3☆ = 1<br>2☆ = 5<br>1☆ = 11,2.57838,total number = 24<br>5☆ = 46<br>4☆ = 20<br>3☆ = 14<br>2☆ = 20<br>1☆ = 85,2.22308,total number = 650<br>5☆ = 135<br>4☆ = 45<br>3☆ = 30<br>2☆ = 60<br>1☆ = 380
2017-05-06,2.625,total number = 16<br>5☆ = 4<br>4☆ = 1<br>3☆ = 2<br>2☆ = 3<br>1☆ = 6,2.53448,total number = 16<br>5☆ = 40<br>4☆ = 19<br>3☆ = 14<br>2☆ = 22<br>1☆ = 79,2.25732,total number = 649<br>5☆ = 138<br>4☆ = 46<br>3☆ = 32<br>2☆ = 62<br>1☆ = 371
2017-05-07,3.46154,total number = 13<br>5☆ = 6<br>4☆ = 2<br>3☆ = 1<br>2☆ = 0<br>1☆ = 4,2.5,total number = 13<br>5☆ = 34<br>4☆ = 19<br>3☆ = 13<br>2☆ = 21<br>1☆ = 73,2.30685,total number = 642<br>5☆ = 142<br>4☆ = 48<br>3☆ = 33<br>2☆ = 61<br>1☆ = 358
2017-05-08,3.23529,total number = 17<br>5☆ = 7<br>4☆ = 2<br>3☆ = 1<br>2☆ = 2<br>1☆ = 5,2.46622,total number = 17<br>5☆ = 31<br>4☆ = 17<br>3☆ = 11<br>2☆ = 20<br>1☆ = 69,2.34722,total number = 648<br>5☆ = 149<br>4☆ = 50<br>3☆ = 33<br>2☆ = 61<br>1☆ = 355
2017-05-09,3.09524,total number = 21<br>5☆ = 7<br>4☆ = 3<br>3☆ = 3<br>2☆ = 1<br>1☆ = 7,2.63699,total number = 21<br>5☆ = 37<br>4☆ = 16<br>3☆ = 12<br>2☆ = 19<br>1☆ = 62,2.40399,total number = 651<br>5☆ = 156<br>4☆ = 53<br>3☆ = 36<br>2☆ = 59<br>1☆ = 347
2017-05-10,2.65,total number = 20<br>5☆ = 6<br>4☆ = 2<br>3☆ = 1<br>2☆ = 1<br>1☆ = 10,2.78832,total number = 20<br>5☆ = 41<br>4☆ = 14<br>3☆ = 12<br>2☆ = 15<br>1☆ = 55,2.42424,total number = 660<br>5☆ = 161<br>4☆ = 55<br>3☆ = 36<br>2☆ = 59<br>1☆ = 349
2017-05-11,1.96774,total number = 31<br>5☆ = 5<br>4☆ = 2<br>3☆ = 0<br>2☆ = 4<br>1☆ = 20,2.66197,total number = 31<br>5☆ = 40<br>4☆ = 14<br>3☆ = 9<br>2☆ = 16<br>1☆ = 63,2.48,total number = 650<br>5☆ = 165<br>4☆ = 57<br>3☆ = 35<br>2☆ = 61<br>1☆ = 332
2017-05-12,2.13333,total number = 30<br>5☆ = 5<br>4☆ = 3<br>3☆ = 2<br>2☆ = 1<br>1☆ = 19,2.60135,total number = 30<br>5☆ = 40<br>4☆ = 15<br>3☆ = 10<br>2☆ = 12<br>1☆ = 71,2.48943,total number = 662<br>5☆ = 168<br>4☆ = 60<br>3☆ = 37<br>2☆ = 60<br>1☆ = 337
2017-05-13,2.72222,total number = 18<br>5☆ = 6<br>4☆ = 1<br>3☆ = 1<br>2☆ = 2<br>1☆ = 8,2.61333,total number = 18<br>5☆ = 42<br>4☆ = 15<br>3☆ = 9<br>2☆ = 11<br>1☆ = 73,2.5287,total number = 662<br>5☆ = 173<br>4☆ = 61<br>3☆ = 38<br>2☆ = 61<br>1☆ = 329
2017-05-14,2.46667,total number = 15<br>5☆ = 3<br>4☆ = 1<br>3☆ = 2<br>2☆ = 3<br>1☆ = 6,2.52632,total number = 15<br>5☆ = 39<br>4☆ = 14<br>3☆ = 10<br>2☆ = 14<br>1☆ = 75,2.54463,total number = 661<br>5☆ = 175<br>4☆ = 60<br>3☆ = 39<br>2☆ = 63<br>1☆ = 324
2017-05-15,2.80769,total number = 26<br>5☆ = 10<br>4☆ = 1<br>3☆ = 1<br>2☆ = 2<br>1☆ = 12,2.49689,total number = 26<br>5☆ = 42<br>4☆ = 13<br>3☆ = 10<br>2☆ = 14<br>1☆ = 82,2.57143,total number = 679<br>5☆ = 185<br>4☆ = 61<br>3☆ = 40<br>2☆ = 64<br>1☆ = 329
2017-05-16,2.52778,total number = 36<br>5☆ = 9<br>4☆ = 3<br>3☆ = 3<br>2☆ = 4<br>1☆ = 17,2.43182,total number = 36<br>5☆ = 44<br>4☆ = 13<br>3☆ = 10<br>2☆ = 17<br>1☆ = 92,2.57768,total number = 708<br>5☆ = 193<br>4☆ = 64<br>3☆ = 43<br>2☆ = 67<br>1☆ = 341
2017-05-17,2.78378,total number = 37<br>5☆ = 12<br>4☆ = 4<br>3☆ = 1<br>2☆ = 4<br>1☆ = 16,2.47668,total number = 37<br>5☆ = 50<br>4☆ = 15<br>3☆ = 10<br>2☆ = 20<br>1☆ = 98,2.59647,total number = 736<br>5☆ = 205<br>4☆ = 67<br>3☆ = 43<br>2☆ = 68<br>1☆ = 353
2017-05-18,2.64706,total number = 34<br>5☆ = 12<br>4☆ = 1<br>3☆ = 0<br>2☆ = 5<br>1☆ = 16,2.58673,total number = 34<br>5☆ = 57<br>4☆ = 14<br>3☆ = 10<br>2☆ = 21<br>1☆ = 94,2.6313,total number = 754<br>5☆ = 217<br>4☆ = 68<br>3☆ = 43<br>2☆ = 72<br>1☆ = 354
2017-05-19,2.96875,total number = 32<br>5☆ = 9<br>4☆ = 7<br>3☆ = 1<br>2☆ = 4<br>1☆ = 11,2.71717,total number = 32<br>5☆ = 61<br>4☆ = 18<br>3☆ = 9<br>2☆ = 24<br>1☆ = 86,2.66927,total number = 768<br>5☆ = 224<br>4☆ = 75<br>3☆ = 43<br>2☆ = 75<br>1☆ = 351
2017-05-20,2.8,total number = 20<br>5☆ = 6<br>4☆ = 1<br>3☆ = 3<br>2☆ = 3<br>1☆ = 7,2.725,total number = 20<br>5☆ = 61<br>4☆ = 18<br>3☆ = 11<br>2☆ = 25<br>1☆ = 85,2.70143,total number = 767<br>5☆ = 229<br>4☆ = 76<br>3☆ = 43<br>2☆ = 75<br>1☆ = 344
2017-05-21,2.08696,total number = 23<br>5☆ = 5<br>4☆ = 0<br>3☆ = 2<br>2☆ = 1<br>1☆ = 15,2.67308,total number = 23<br>5☆ = 63<br>4☆ = 17<br>3☆ = 11<br>2☆ = 23<br>1☆ = 94,2.71226,total number = 775<br>5☆ = 234<br>4☆ = 76<br>3☆ = 44<br>2☆ = 75<br>1☆ = 346
2017-05-22,3.10345,total number = 29<br>5☆ = 14<br>4☆ = 1<br>3☆ = 0<br>2☆ = 2<br>1☆ = 12,2.71564,total number = 29<br>5☆ = 67<br>4☆ = 17<br>3☆ = 10<br>2☆ = 23<br>1☆ = 94,2.75792,total number = 789<br>5☆ = 248<br>4☆ = 77<br>3☆ = 44<br>2☆ = 76<br>1☆ = 344
2017-05-23,2.38462,total number = 26<br>5☆ = 7<br>4☆ = 0<br>3☆ = 1<br>2☆ = 6<br>1☆ = 12,2.70647,total number = 26<br>5☆ = 65<br>4☆ = 14<br>3☆ = 8<br>2☆ = 25<br>1☆ = 89,2.76434,total number = 802<br>5☆ = 254<br>4☆ = 77<br>3☆ = 44<br>2☆ = 80<br>1☆ = 347
2017-05-24,2.28125,total number = 32<br>5☆ = 7<br>4☆ = 3<br>3☆ = 0<br>2☆ = 4<br>1☆ = 18,2.62245,total number = 32<br>5☆ = 60<br>4☆ = 13<br>3☆ = 7<br>2☆ = 25<br>1☆ = 91,2.7665,total number = 818<br>5☆ = 260<br>4☆ = 79<br>3☆ = 44<br>2☆ = 80<br>1☆ = 355
2017-05-25,2.34483,total number = 29<br>5☆ = 7<br>4☆ = 2<br>3☆ = 2<br>2☆ = 1<br>1☆ = 17,2.57592,total number = 29<br>5☆ = 55<br>4☆ = 14<br>3☆ = 9<br>2☆ = 21<br>1☆ = 92,2.77885,total number = 832<br>5☆ = 267<br>4☆ = 81<br>3☆ = 45<br>2☆ = 79<br>1☆ = 360
