0day<br>WetterCom<br>Temperature<br>Mean:0.36<br>STD:2.42,0day<br>WetterCom<br>Rain<br>Mean:0.24<br>STD:3.53,0day<br>WetterCom<br>Wind<br>Mean:7.45<br>STD:5.02,1day<br>WetterCom<br>Temperature<br>Mean:0.44<br>STD:2.48,1day<br>WetterCom<br>Rain<br>Mean:0.18<br>STD:2.43,1day<br>WetterCom<br>Wind<br>Mean:7.36<br>STD:4.92,2day<br>WetterCom<br>Temperature<br>Mean:0.51<br>STD:2.54,2day<br>WetterCom<br>Rain<br>Mean:0.14<br>STD:1.70,2day<br>WetterCom<br>Wind<br>Mean:7.58<br>STD:4.83
-2.0,0.0,1,3.0,0.0,2,1.5,0.0,7
3.0,0.0,2,0.0,0.0,8,3.5,0.0,7
0.0,0.0,8,-2.5,0.0,3,-1.0,0.0,7
-1.5,0.0,8,-2.0,0.0,4,0.5,0.0,7
-1.0,0.0,6,1.5,0.0,10,5.5,0.0,9
1.5,0.0,9,1.5,0.0,14,-0.5,0.0,15
1.5,0.0,13,-3.5,0.0,11,-2.5,0.0,6
-4.5,0.0,9,-1.0,0.0,7,-2.5,0.0,5
-3.0,0.0,5,4.5,0.0,7,4.5,0.0,4
4.5,0.0,6,-0.5,0.0,13,-1.0,0.0,9
0.5,0.0,10,-3.5,0.0,5,-5.0,0.0,8
-2.0,0.0,3,-3.0,0.0,2,-0.5,0.0,6
-4.0,0.0,1,3.0,0.0,2,2.5,0.0,5
4.5,0.0,3,-1.5,0.0,6,-3.5,0.0,13
-0.5,0.0,6,-5.5,0.0,5,-5.0,0.0,11
-5.0,0.0,4,-2.0,0.0,4,-2.0,0.0,8
-2.5,0.0,2,2.5,0.0,3,1.0,0.0,2
4.0,0.0,3,-1.0,0.0,9,3.0,0.0,8
0.0,0.0,6,-2.0,0.0,8,2.0,0.0,6
-1.5,0.0,10,0.0,0.0,3,-0.5,0.0,6
0.0,0.0,7,1.5,0.0,5,0.5,0.0,3
2.0,0.0,7,3.0,0.0,8,3.5,0.0,4
2.5,0.0,10,2.0,0.0,6,1.0,0.0,6
1.0,0.0,7,-0.5,0.0,5,0.0,0.0,3
-1.0,0.0,7,0.0,0.0,6,2.0,0.0,2
-0.5,0.0,10,2.0,0.0,7,3.0,0.0,8
1.0,0.0,8,-1.0,0.0,6,0.5,0.0,4
-1.5,0.0,6,-2.5,0.0,4,0.5,0.0,4
-2.5,0.0,1,1.5,0.0,1,5.5,0.0,5
2.5,0.0,2,2.5,0.0,5,0.5,0.0,8
3.0,0.0,4,0.0,0.0,3,-5.0,0.0,6
-0.5,0.0,3,-0.5,0.0,1,-2.0,0.0,1
-1.5,0.0,2,5.0,0.0,4,1.5,0.0,3
5.0,0.0,5,-0.5,0.0,6,1.0,0.0,6
-1.5,0.0,6,-7.0,0.0,5,-4.5,0.0,4
-8.0,0.0,5,-3.5,0.0,2,-1.0,0.0,1
-4.0,0.0,0,1.5,0.0,1,1.0,0.0,3
2.0,0.0,2,0.5,0.0,4,-2.0,0.0,8
1.0,0.0,6,-6.5,0.0,3,-1.5,0.0,5
-4.5,0.0,4,-2.5,0.0,0,1.5,0.0,3
0.0,0.0,2,2.5,0.0,5,4.0,0.0,3
1.5,0.0,4,-2.0,0.0,7,0.5,0.0,8
-3.0,0.0,9,-2.0,0.0,5,0.0,0.0,8
-2.5,0.0,4,1.0,0.0,3,1.0,0.0,7
1.0,0.0,3,3.0,0.0,3,0.5,0.0,5
2.0,0.0,2,-1.0,0.0,5,1.5,0.0,10
-2.5,0.0,7,-1.0,0.0,5,-1.5,0.0,8
-2.0,0.0,7,0.0,0.0,3,-0.5,0.0,6
0.0,0.0,4,1.0,0.0,4,0.5,0.0,5
1.5,0.0,9,3.0,0.0,9,-1.0,0.0,9
3.0,0.0,10,-1.0,0.0,6,-4.0,0.0,8
0.0,0.0,5,-1.0,0.0,3,-1.5,0.0,6
-1.0,0.0,1,1.5,0.0,2,4.0,0.0,7
1.5,0.0,4,1.5,0.0,2,0.5,0.0,8
1.5,0.0,3,-2.0,0.0,4,-0.5,0.0,9
-2.0,0.0,4,-0.5,0.0,6,-1.0,0.0,6
0.0,0.0,3,5.0,0.0,5,3.0,0.0,6
4.0,0.0,7,1.0,0.0,9,0.5,0.0,5
0.5,0.0,12,-1.0,0.0,10,-2.0,0.0,4
-1.0,0.0,11,-0.5,0.0,7,-1.5,0.0,4
-1.0,0.0,7,2.5,0.0,8,1.0,0.0,5
3.0,0.0,4,0.0,0.0,7,0.5,0.0,8
1.0,0.0,5,-3.0,0.0,5,0.5,0.0,6
-2.5,0.0,4,-2.5,0.0,3,-1.0,0.0,3
-2.0,0.0,2,1.0,0.0,5,0.0,0.0,6
0.5,0.0,5,0.5,0.0,6,2.0,0.0,9
0.5,0.0,7,0.5,0.0,5,-1.0,0.0,7
-0.5,0.0,5,-1.5,0.0,3,0.0,0.0,6
-2.0,0.0,2,1.0,0.0,5,3.0,0.0,4
-0.5,0.0,5,3.0,0.0,7,1.5,0.0,7
0.5,0.0,8,-0.5,0.0,5,-2.5,0.0,6
-2.0,0.0,6,-0.5,0.0,4,-0.5,0.0,4
-1.0,0.0,3,2.5,0.0,4,5.0,0.0,3
2.0,0.0,3,1.0,0.0,5,0.0,0.0,8
0.5,0.0,4,-3.5,0.0,4,-4.0,0.0,3
-3.5,0.0,5,-1.0,0.0,2,-2.0,0.0,2
-1.0,0.0,3,5.0,0.0,3,3.0,0.0,3
5.5,0.0,4,0.5,0.0,8,-2.5,0.0,8
1.0,0.0,8,-4.0,0.0,3,-1.5,0.0,3
-4.0,0.0,2,-3.0,0.0,0,1.5,0.0,6
-3.0,0.0,0,3.5,0.0,3,3.0,0.0,3
4.5,0.0,4,-1.0,0.0,7,3.5,0.0,7
-0.5,0.0,6,-0.5,0.0,1,1.5,0.0,6
-1.0,0.0,1,1.0,0.0,4,2.5,0.0,5
1.0,0.0,4,3.5,0.0,6,4.0,0.0,3
2.5,0.0,5,3.0,0.0,7,2.0,0.0,8
1.0,0.0,6,0.5,0.0,4,-3.0,0.0,7
-2.0,0.0,4,1.5,0.0,4,1.0,0.0,3
0.0,0.0,4,3.5,0.0,5,5.0,0.0,4
2.5,0.0,4,1.0,0.0,8,-1.5,0.0,7
0.0,0.0,8,-4.0,0.0,5,-4.5,0.0,5
-5.0,0.0,6,0.0,0.0,1,-1.0,0.0,3
-1.0,0.0,1,4.0,0.0,2,1.0,0.0,5
3.5,0.0,3,-1.5,0.0,6,0.0,0.0,10
-2.0,0.0,5,-4.5,0.0,5,-1.0,0.0,8
-6.0,0.0,3,-2.0,0.0,2,-1.0,0.0,5
-2.5,0.0,1,1.5,0.0,4,1.5,0.0,4
1.5,0.0,2,1.0,0.0,7,1.0,0.0,9
0.0,0.0,4,-0.5,0.0,5,0.0,0.0,7
-1.0,0.0,5,0.0,0.0,2,1.0,0.0,6
0.5,0.0,4,2.0,0.0,7,2.0,0.0,5
1.0,0.0,5,1.0,0.0,12,1.5,0.0,12
0.0,0.0,10,0.0,0.0,8,-1.5,0.0,11
-1.0,0.0,8,1.0,0.0,5,0.5,0.0,8
0.5,0.0,6,2.0,0.0,6,2.5,0.0,4
2.0,0.0,7,2.0,0.0,10,0.0,0.0,13
2.0,0.0,10,-1.0,0.0,11,2.5,0.0,9
-1.5,0.0,9,0.0,0.0,3,3.0,0.0,6
0.5,0.0,6,3.0,0.0,6,3.5,0.0,5
3.0,0.0,7,0.0,0.0,13,1.5,0.0,9
0.0,0.0,13,2.0,0.0,8,0.0,0.0,5
1.5,0.0,8,2.0,0.0,3,2.0,0.0,6
2.0,0.0,3,4.0,0.0,5,4.5,0.0,6
3.0,0.0,5,2.0,0.0,8,4.0,0.0,8
0.0,0.0,11,0.5,0.0,3,-2.0,0.0,9
-1.5,0.0,5,1.5,0.0,4,0.0,0.0,8
0.5,0.0,4,4.0,0.0,4,3.0,0.0,10
3.5,0.0,4,5.0,0.0,5,2.5,0.0,16
4.0,0.0,5,-1.0,0.0,5,1.5,0.0,8
-2.0,0.0,4,0.0,0.0,3,2.5,0.0,6
0.0,0.0,4,3.0,0.0,10,4.0,0.0,6
3.0,0.0,11,3.5,0.0,15,0.0,0.0,10
3.0,0.0,16,2.0,0.0,6,0.0,0.0,6
0.5,0.0,7,2.5,0.0,3,1.5,0.0,4
1.5,0.0,3,4.0,0.0,7,2.0,0.0,5
4.0,0.0,8,0.0,0.0,9,1.5,0.0,8
0.0,0.0,11,-1.0,0.0,5,0.0,0.0,8
-1.5,0.0,7,0.0,0.0,5,1.5,0.0,7
0.0,0.0,5,2.5,0.0,5,5.5,0.0,5
2.5,0.0,3,1.0,0.0,8,0.5,0.0,9
1.0,0.0,7,-1.5,0.0,6,-2.0,0.0,9
-2.0,0.0,5,-0.5,0.0,2,1.0,0.0,1
-1.5,0.0,3,4.5,0.0,3,3.0,0.0,4
5.0,0.0,3,-0.5,0.0,8,3.0,0.0,7
0.0,0.0,7,-3.0,0.0,8,-1.5,0.0,7
-3.0,0.0,8,1.0,0.0,3,-0.5,0.0,3
1.0,0.0,4,2.5,0.0,4,1.0,0.0,3
3.0,0.0,7,1.5,0.0,6,-0.5,0.0,7
2.5,0.0,10,-3.5,0.0,5,-3.0,0.0,5
-2.5,0.0,9,-3.0,0.0,1,-1.0,0.0,2
-2.0,0.0,1,1.5,0.0,2,5.0,0.0,1
2.5,0.0,3,0.5,0.0,4,-1.0,0.0,7
0.5,0.0,3,-2.0,0.0,4,-6.0,0.0,8
-3.0,0.0,4,-1.0,0.0,1,-1.0,0.0,4
-2.0,0.0,1,4.5,0.0,1,2.5,0.0,5
4.5,0.0,1,-0.5,0.0,5,-1.5,0.0,9
-1.0,0.0,4,-6.0,0.0,6,-3.5,0.0,7
-6.0,0.0,7,-2.0,0.0,4,-2.0,0.0,5
-1.5,0.0,4,2.5,0.0,4,3.0,0.0,5
4.5,0.0,7,-0.5,0.0,6,0.0,-1.0,11
-0.5,0.0,10,-2.5,0.0,6,1.5,0.0,7
-1.5,0.0,10,-2.0,0.0,6,1.5,0.0,6
-2.0,0.0,4,2.0,0.0,4,-1.5,0.0,7
2.5,0.0,3,-1.5,0.0,4,1.5,0.0,6
2.5,0.0,7,3.0,0.0,7,-1.0,0.0,11
1.0,0.0,10,2.0,0.0,11,-4.0,0.0,10
-2.5,0.0,10,-2.5,0.0,6,-1.5,0.0,5
-1.5,0.0,3,-0.5,0.0,3,0.0,0.0,6
3.5,0.0,8,0.0,0.0,7,2.5,0.0,13
3.0,0.0,9,3.0,0.0,10,0.0,0.0,10
-2.0,0.0,6,0.0,0.0,10,1.0,0.0,5
0.0,0.0,4,0.0,0.0,3,4.0,0.0,4
1.0,0.0,7,4.0,0.0,5,1.5,0.0,7
3.5,0.0,14,1.0,0.0,10,1.0,0.0,8
-1.0,0.0,12,0.5,0.0,7,-1.5,0.0,4
0.0,0.0,3,-1.0,0.0,4,2.5,0.0,5
3.5,0.0,3,1.5,0.0,5,-2.0,0.0,9
1.0,0.0,7,-2.5,0.0,7,-1.5,0.0,6
0.5,0.0,6,-2.0,0.0,4,-1.0,0.0,4
-1.5,0.0,3,-1.5,0.0,3,1.5,0.0,5
2.0,0.0,3,1.5,0.0,8,0.5,0.0,8
-3.0,0.0,4,1.0,0.0,10,-2.5,0.0,8
-3.5,0.0,3,-2.0,0.0,8,-0.5,0.0,5
-2.5,0.0,2,-1.0,0.0,4,3.0,0.0,5
2.0,0.0,7,3.5,0.0,7,0.5,0.0,10
2.0,0.0,12,0.5,0.0,13,-3.5,0.0,8
-1.0,0.0,10,-4.0,0.0,9,0.0,0.0,3
0.0,0.0,5,-1.5,0.0,2,4.0,0.0,5
3.0,0.0,5,4.0,0.0,4,-1.0,0.0,8
0.5,0.0,9,0.0,0.0,7,-4.0,0.0,6
-4.0,0.0,7,-3.0,0.0,4,-0.5,0.0,3
-1.5,0.0,2,-1.5,0.0,2,4.5,0.0,4
4.0,0.0,3,5.0,0.0,3,-2.5,0.0,8
-0.5,0.0,5,-1.5,0.0,6,-4.0,0.0,5
-4.0,0.0,4,-3.5,0.0,5,-2.0,0.0,3
-2.0,0.0,1,-2.0,0.0,4,2.0,0.0,4
4.5,0.0,4,1.5,0.0,5,1.5,0.0,7
-2.0,0.0,10,0.5,0.0,9,-1.0,0.0,6
-4.0,0.0,10,-2.5,0.0,4,2.0,0.0,4
-2.0,0.0,5,0.0,0.0,2,5.0,0.0,6
1.0,0.0,6,4.0,0.0,5,-0.5,0.0,10
-1.0,0.0,10,0.0,0.0,6,-5.5,0.0,9
-4.0,0.0,8,-4.5,0.0,6,-1.5,0.0,6
-1.0,0.0,3,-2.0,0.0,5,3.5,0.0,6
4.0,0.0,5,3.0,0.0,7,1.5,0.0,11
-1.0,0.0,7,0.0,0.0,11,3.5,0.0,11
-5.5,0.0,9,1.5,0.0,9,2.0,0.0,8
-2.0,0.0,6,0.5,0.0,5,2.0,0.0,8
3.5,0.0,9,2.5,0.0,8,0.0,0.0,12
0.0,0.0,14,0.0,0.0,10,-1.5,0.0,10
1.5,0.0,10,-1.5,0.0,9,-0.5,0.0,4
0.5,0.0,5,-0.5,0.0,5,2.0,0.0,7
1.5,0.0,5,1.5,0.0,12,1.5,0.0,12
-0.5,0.0,8,0.5,0.0,13,-2.0,0.0,11
-2.5,0.0,6,-3.0,0.0,10,-1.5,0.0,6
-1.0,0.0,4,-2.0,0.0,6,3.5,0.0,6
1.0,0.0,12,4.0,0.0,7,-1.0,0.0,10
1.0,0.0,14,0.0,0.0,9,1.5,0.0,8
-2.5,0.0,9,1.5,0.0,6,0.5,0.0,6
-2.0,0.0,4,0.0,0.0,4,3.0,0.0,5
4.0,0.0,10,3.0,0.0,6,-0.5,0.0,10
-1.0,0.0,11,-1.0,0.0,7,-3.0,0.0,10
1.0,0.0,9,-4.5,0.0,6,0.5,0.0,3
0.0,0.0,6,-2.0,0.0,1,5.0,0.0,4
2.5,0.0,4,4.5,0.0,5,0.5,0.0,7
-0.5,0.0,8,-1.0,0.0,6,-1.0,0.0,5
-3.5,0.0,6,-2.5,0.0,4,-3.0,0.0,4
-1.0,0.0,1,-3.5,0.0,3,6.0,0.0,4
4.5,0.0,5,6.0,0.0,3,1.5,0.0,6
-1.0,0.0,7,1.5,0.0,6,-4.0,0.0,7
-3.0,0.0,4,-4.5,0.0,6,0.0,0.0,3
-4.0,0.0,3,-1.0,0.0,1,2.5,0.0,4
6.5,0.0,5,3.5,0.0,3,-2.0,0.0,9
1.0,0.0,8,-1.0,0.0,7,-1.0,0.0,6
-4.5,0.0,9,-1.0,0.0,5,0.0,0.0,2
0.0,0.0,1,-1.0,0.0,2,4.0,0.0,2
3.5,0.0,3,5.0,0.0,0,0.5,0.0,6
-1.0,0.0,7,1.5,0.0,4,-3.5,0.0,5
-0.5,0.0,5,-3.5,0.0,4,-1.5,0.0,0
0.0,0.0,2,-2.5,0.0,-1,5.5,0.0,2
3.5,0.0,0,5.0,0.0,1,0.0,0.0,8
0.5,0.0,5,-0.5,0.0,6,3.0,0.0,3
-4.0,0.0,4,4.0,0.0,4,0.0,0.0,6
-2.5,0.0,-1,-2.0,0.0,6,-2.0,0.0,6
5.0,0.0,2,-2.5,0.0,3,0.0,0.0,4
0.0,0.0,7,-1.5,0.0,1,2.5,0.0,5
2.0,0.0,7,2.5,0.0,5,-0.5,0.0,8
-1.0,0.0,7,-1.0,0.0,8,-2.5,0.0,5
-5.0,0.0,4,-3.5,0.0,7,-0.5,0.0,5
-0.5,0.0,2,-1.5,0.0,4,2.5,0.0,7
3.0,0.0,4,3.0,0.0,6,2.0,0.0,11
-3.5,0.0,6,-0.5,0.0,12,0.0,0.0,11
-4.0,0.0,5,-3.0,0.0,6,0.5,0.0,5
-2.5,0.0,1,-1.0,0.0,5,3.5,0.0,6
2.5,0.0,9,2.0,0.0,6,-1.0,0.0,10
-1.5,0.0,13,1.5,0.0,8,-2.5,0.0,8
-4.0,0.0,10,-0.5,0.0,9,0.0,0.0,4
-1.0,0.0,5,-0.5,0.0,4,1.5,0.0,7
2.0,0.0,5,4.5,0.0,5,1.5,0.0,12
-0.5,0.0,9,0.5,0.0,10,-0.5,0.0,5
-3.0,0.0,6,-2.0,0.0,7,2.5,0.0,4
-1.0,0.0,5,-0.5,0.0,8,6.5,0.0,3
3.0,0.0,9,1.5,0.0,6,1.5,0.0,8
2.5,0.0,11,1.0,0.0,11,-4.0,0.0,6
0.0,0.0,11,-2.0,0.0,4,-0.5,0.0,3
0.5,0.0,6,0.5,0.0,2,2.0,0.0,5
4.5,0.0,7,6.0,0.0,1,2.5,0.0,6
0.5,0.0,11,2.5,0.0,6,0.5,0.0,5
-2.5,0.0,8,-3.0,0.0,5,3.5,0.0,7
-0.5,0.0,5,-0.5,0.0,5,2.0,0.0,10
1.0,0.0,6,2.0,0.0,5,-2.0,0.0,7
0.5,0.0,14,2.5,0.0,7,-0.5,0.0,5
-2.5,0.0,7,0.5,0.0,5,4.5,0.0,7
0.0,0.0,2,4.0,0.0,9,0.5,0.0,13
5.5,0.0,3,1.5,0.0,11,5.0,0.0,9
1.0,0.0,6,-3.0,0.0,4,4.5,0.0,6
-4.0,0.0,5,-1.0,0.0,5,3.0,0.0,6
-0.5,0.0,5,4.0,0.0,6,0.5,0.0,11
1.5,0.0,5,-0.5,0.0,11,-2.5,0.0,7
1.5,0.0,9,2.5,0.0,7,0.0,0.0,4
0.5,0.0,6,2.0,0.0,6,3.5,0.0,6
3.0,0.0,7,3.5,0.0,8,0.0,0.0,9
1.0,0.0,10,1.5,0.0,12,-2.0,0.0,5
-2.5,0.0,6,-2.0,0.0,7,0.0,0.0,2
-0.5,0.0,4,-0.5,0.0,6,4.5,0.0,3
4.0,0.0,8,4.0,0.0,3,-0.5,0.0,8
-1.0,0.0,13,1.0,0.0,7,-5.5,0.0,5
2.0,0.0,8,-2.0,0.0,5,0.5,0.0,3
2.0,0.0,7,-1.0,0.0,3,3.0,0.0,4
3.0,0.0,7,4.5,0.0,2,0.0,0.0,9
1.0,0.0,11,0.0,0.0,7,0.5,0.0,10
-2.0,0.0,6,-5.5,0.0,4,1.5,0.0,5
-0.5,0.0,3,-0.5,0.0,1,3.0,0.0,4
4.0,0.0,3,4.0,0.0,5,2.0,0.0,10
1.0,0.0,8,0.5,0.0,9,2.5,0.0,8
-2.0,0.0,5,1.0,0.0,8,3.5,-1.0,4
-0.5,0.0,2,1.5,0.0,3,2.0,0.0,5
5.0,0.0,3,2.5,0.0,6,-1.0,0.0,9
0.0,0.0,5,2.0,0.0,9,-0.5,0.0,6
-5.5,0.0,4,1.0,0.0,6,0.5,0.0,3
0.5,0.0,3,2.0,-1.0,3,4.0,0.0,4
4.5,0.0,7,1.5,0.0,6,-1.0,0.0,9
1.0,0.0,11,-1.5,0.0,8,-3.0,0.0,5
0.5,0.0,10,-2.0,0.0,5,-0.5,0.0,4
1.5,0.0,4,0.0,0.0,1,1.5,0.0,4
1.0,0.0,4,4.5,0.0,2,3.5,0.0,8
-0.5,0.0,7,0.0,0.0,6,-1.5,0.0,7
-0.5,0.0,5,-3.0,0.0,2,0.5,0.0,6
1.0,-1.0,3,-1.0,0.0,3,2.5,0.0,7
1.5,0.0,5,1.5,0.0,6,-2.5,0.0,10
-1.0,0.0,9,3.5,0.0,10,-5.5,0.0,7
-0.5,0.0,4,-3.0,0.0,5,-1.5,0.0,4
0.5,0.0,1,-1.5,0.0,4,3.5,0.0,4
3.0,0.0,2,4.5,0.0,4,-1.5,0.0,7
-1.0,0.0,6,-1.5,0.0,9,-4.5,0.0,6
-3.5,0.0,3,-5.0,0.0,5,-1.0,0.0,2
-1.0,0.0,5,-2.0,0.0,4,4.5,0.0,2
1.5,0.0,8,4.0,0.0,2,-0.5,0.0,6
2.5,0.0,10,-1.0,0.0,5,-5.5,0.0,5
-2.0,0.0,6,-4.5,0.0,4,-1.0,0.0,1
0.5,0.0,4,-0.5,0.0,1,3.0,0.0,3
4.0,0.0,5,4.0,0.0,3,0.0,0.0,9
-1.0,0.0,8,-1.0,0.0,6,-5.5,0.0,5
-4.0,0.0,4,-7.0,0.0,6,-0.5,0.0,2
-1.0,0.0,3,-3.0,0.0,0,4.0,0.0,4
3.5,0.0,2,3.0,0.0,4,0.0,0.0,11
-0.5,0.0,5,0.0,0.0,8,-3.5,0.0,8
-4.0,0.0,4,-6.0,0.0,4,-2.0,0.0,2
-1.0,0.0,0,-2.0,0.0,1,4.0,0.0,3
4.0,0.0,4,3.5,0.0,6,-0.5,0.0,8
-0.5,0.0,7,-0.5,0.0,11,-2.5,0.0,8
-6.5,0.0,6,-4.0,0.0,8,-1.0,0.0,6
-3.0,0.0,0,-3.0,0.0,0,3.5,0.0,4
3.0,0.0,4,3.5,0.0,2,0.5,0.0,8
0.5,0.0,8,0.5,0.0,5,-1.0,0.0,5
-5.5,0.0,4,-2.0,0.0,4,0.5,0.0,6
-1.5,0.0,1,-2.5,0.0,4,2.5,0.0,6
4.5,0.0,6,4.5,0.0,3,1.0,0.0,11
0.0,0.0,11,0.0,0.0,10,5.5,0.0,11
-4.5,0.0,7,-2.5,0.0,6,2.5,0.0,7
-4.0,0.0,0,-1.0,0.0,7,3.5,0.0,6
3.5,0.0,2,2.5,0.0,7,1.0,0.0,8
-0.5,0.0,7,1.0,0.0,9,-0.5,0.0,8
-3.5,0.0,6,5.0,0.0,8,0.0,0.0,6
-1.5,0.0,5,1.5,0.0,4,5.0,0.0,7
5.5,0.0,7,3.5,0.0,9,3.0,0.0,10
0.5,0.0,12,1.5,0.0,10,-2.0,0.0,8
-3.0,0.0,9,0.0,0.0,8,0.0,0.0,4
-1.0,0.0,8,0.0,0.0,4,6.0,0.0,4
2.5,0.0,7,5.0,0.0,8,-1.0,0.0,6
0.5,0.0,10,2.5,0.0,12,-4.0,0.0,3
4.5,0.0,10,-2.5,0.0,8,-2.5,0.0,0
1.5,0.0,5,0.0,0.0,4,5.5,0.0,2
3.0,0.0,10,5.5,0.0,3,1.5,0.0,7
1.0,0.0,10,-0.5,0.0,6,-4.5,0.0,6
-0.5,0.0,7,-3.5,0.0,2,-1.0,0.0,2
0.0,0.0,4,-3.0,0.0,-2,4.0,0.0,5
5.0,0.0,7,5.5,0.0,3,0.5,0.0,7
4.0,0.0,9,0.5,0.0,8,-4.0,0.0,6
-1.5,0.0,4,-6.0,0.0,7,1.0,0.0,4
-0.5,0.0,2,-3.0,0.0,1,5.0,0.0,4
6.0,0.0,3,4.5,0.0,6,1.0,0.0,4
0.0,0.0,6,0.5,0.0,8,-6.5,0.0,5
-3.5,0.0,2,-5.0,0.0,6,-2.0,0.0,2
-3.0,0.0,-2,-1.0,0.0,4,3.0,0.0,5
6.5,0.0,3,4.5,0.0,3,0.0,0.0,7
2.0,0.0,7,0.5,0.0,4,-5.5,0.0,3
-5.5,0.0,5,-7.0,0.0,4,-1.0,0.0,5
-3.0,0.0,0,-3.5,0.0,3,3.0,0.0,6
4.0,0.0,4,4.5,0.0,3,2.0,0.0,10
0.5,0.0,4,1.5,0.0,6,-4.5,0.0,8
-4.5,0.0,4,-4.5,0.0,3,0.0,0.0,7
-0.5,0.0,4,-1.0,0.0,6,1.5,0.0,5
6.0,0.0,6,2.5,0.0,5,0.5,0.0,7
2.0,0.0,8,2.0,0.0,12,-2.0,0.0,4
-6.0,0.0,8,-5.0,0.0,6,-0.5,0.0,3
-2.0,0.0,5,-1.0,0.0,7,4.0,0.0,1
4.0,0.0,5,2.0,0.0,6,1.0,0.0,7
1.5,0.0,5,1.5,0.0,9,-3.5,0.0,6
-4.5,0.0,3,-2.5,0.0,4,-1.5,0.0,1
-1.0,0.0,7,-2.0,0.0,2,3.0,0.0,2
4.5,0.0,6,4.5,0.0,3,1.0,0.0,7
3.0,0.0,15,1.5,0.0,6,-5.0,0.0,6
-4.5,0.0,13,-3.0,0.0,5,-2.0,0.0,2
0.0,0.0,9,-2.0,0.0,0,2.5,0.0,5
2.0,0.0,7,2.5,0.0,3,0.5,0.0,6
1.0,0.0,11,1.5,0.0,6,-3.0,0.0,5
-1.5,0.0,4,-5.0,0.0,4,-1.5,0.0,3
-1.0,0.0,1,-3.0,0.0,3,4.0,0.0,3
4.0,0.0,2,3.0,0.0,3,2.5,0.0,6
1.5,0.0,6,1.0,0.0,4,-3.0,0.0,4
-3.0,0.0,4,-3.0,0.0,3,-0.5,0.0,3
-2.0,0.0,-1,-2.5,0.0,2,2.0,0.0,5
3.0,0.0,3,3.5,0.0,2,1.5,0.0,8
1.5,0.0,5,1.0,0.0,5,-4.0,0.0,6
-5.5,0.0,4,-4.5,0.0,3,-0.5,0.0,7
-2.5,0.0,3,-3.0,0.0,3,3.0,0.0,9
3.0,0.0,5,2.5,0.0,5,1.0,0.0,13
0.5,0.0,8,1.0,0.0,10,-1.5,0.0,6
-3.0,0.0,7,-5.5,0.0,5,-2.0,0.0,4
-1.0,0.0,3,-1.0,0.0,6,0.5,0.0,8
4.0,0.0,4,4.0,0.0,10,0.5,0.0,11
1.5,0.0,6,2.5,0.0,17,-2.5,0.0,10
-4.0,0.0,4,0.0,0.0,7,-1.0,0.0,6
-2.0,0.0,3,-1.5,0.0,4,4.0,0.0,4
2.0,0.0,4,2.0,0.0,8,0.0,0.0,11
0.5,0.0,9,2.0,0.0,9,-6.0,0.0,5
-4.5,0.0,6,-1.0,0.0,5,-1.5,0.0,5
0.0,0.0,7,-0.5,0.0,2,1.5,0.0,6
4.0,0.0,9,4.5,0.0,3,2.0,0.0,9
2.5,0.0,15,0.5,0.0,9,-3.5,0.0,4
1.0,0.0,6,-6.5,0.0,4,-1.0,0.0,2
0.5,0.0,3,-3.0,0.0,3,5.0,0.0,4
2.0,0.0,11,2.0,0.0,6,1.0,0.0,8
1.5,0.0,10,2.0,0.0,9,-4.5,0.0,4
-1.5,0.0,8,-4.0,0.0,4,-2.0,0.0,4
-1.0,0.0,3,-2.0,0.0,3,3.0,0.0,3
4.0,0.0,3,5.0,0.0,3,0.0,0.0,6
1.5,0.0,9,1.0,0.0,8,-4.5,0.0,6
-5.0,0.0,3,-4.5,0.0,4,-2.5,0.0,2
-2.0,0.0,3,-2.0,0.0,4,3.0,0.0,3
2.5,0.0,6,3.5,0.0,1,2.0,0.0,5
3.0,0.0,9,1.0,0.0,6,-4.0,0.0,6
-3.5,0.0,3,-3.5,0.0,5,-1.5,0.0,6
-1.5,0.0,3,-2.5,0.0,2,0.0,0.0,2
4.5,0.0,4,3.0,0.0,3,-0.5,0.0,7
0.5,0.0,10,1.5,0.0,6,-3.5,0.0,3
-4.5,0.0,7,-6.0,0.0,5,-2.0,0.0,0
-1.5,0.0,4,-4.5,0.0,2,3.5,0.0,2
3.5,0.0,2,0.5,0.0,2,3.0,0.0,6
1.0,0.0,4,1.0,0.0,4,-5.5,0.0,4
-3.5,0.0,3,-3.0,0.0,2,-1.5,0.0,3
-2.5,0.0,2,-2.5,0.0,0,2.5,0.0,5
1.5,0.0,2,3.5,0.0,2,0.0,0.0,6
1.5,0.0,3,3.0,0.0,5,-5.5,0.0,3
-5.0,0.0,5,-6.0,0.0,3,-2.5,0.0,1
-4.0,0.0,4,-3.0,0.0,5,5.0,0.0,2
1.0,0.0,3,2.5,0.0,3,0.0,0.0,6
0.5,0.0,5,0.0,0.0,5,-4.5,0.0,1
-3.5,0.0,2,-6.0,0.0,2,-1.0,0.0,-1
-2.5,0.0,0,-3.5,0.0,1,2.0,0.0,3
3.5,0.0,2,4.0,0.0,1,-1.0,0.0,6
3.0,0.0,4,-1.0,0.0,7,-1.5,0.0,8
-6.0,0.0,2,-5.5,0.0,2,-1.0,0.0,6
-3.0,0.0,3,-1.5,0.0,1,2.5,0.0,6
2.5,0.0,4,1.5,0.0,3,2.0,0.0,8
