Power Five,Others,Power Five (1),Others (1),Power Five (2),Others (2),Power Five (3),Others (3)
220000.0,82835.0,241500.0,90000.0,254800.0,93285.0,265008.0,95000.0
222646.0,85000.0,240000.0,90000.0,251500.0,90000.0,265000.0,95000.0
215000.0,84165.0,240000.0,90000.0,250000.0,93285.0,260000.0,95000.0
221450.0,85185.0,240720.0,86700.0,250008.0,93285.0,265000.0,95000.0
215000.0,85008.0,240000.0,88008.0,250000.0,92000.0,263750.0,94958.0
215000.0,85000.0,240000.0,87848.0,250000.0,92879.0,263345.0,94958.0
221600.0,85000.0,240000.0,88889.0,250000.0,92500.0,261500.0,94927.0
220000.0,85000.0,237466.0,87996.0,250000.0,92500.0,261000.0,94275.0
220000.0,85000.0,236500.0,88002.0,250000.0,90000.0,257500.0,94275.0
220000.0,85000.0,236500.0,88002.0,250000.0,92250.0,260000.0,94095.0
220000.0,85000.0,233686.0,87500.0,250000.0,92214.0,260000.0,93460.0
220000.0,85000.0,225740.0,85008.0,250000.0,92000.0,260000.0,93115.0
218950.0,85000.0,232066.0,82002.0,250000.0,91800.0,260000.0,93000.0
215450.0,85000.0,230000.0,87000.0,250000.0,90000.0,257226.0,93000.0
215000.0,84700.0,225000.0,86700.0,250000.0,90000.0,251500.0,92879.0
216500.0,83533.0,222200.0,86700.0,250000.0,90000.0,250000.0,92769.0
215000.0,82110.0,226500.0,86700.0,246500.0,91452.0,250008.0,90000.0
210125.0,83000.0,226500.0,86000.0,244800.0,90000.0,250000.0,92500.0
213950.0,78000.0,225000.0,85000.0,245000.0,90000.0,250000.0,92500.0
210000.0,81448.0,225000.0,85752.0,240000.0,90667.0,250000.0,91000.0
210000.0,80000.0,220000.0,84000.0,240000.0,90000.0,250000.0,91350.0
210000.0,80000.0,220000.0,85000.0,242381.0,90000.0,250000.0,91800.0
210000.0,82500.0,222000.0,85000.0,240000.0,90000.0,250000.0,91800.0
210000.0,82110.0,219000.0,85000.0,240000.0,90000.0,250000.0,90000.0
206166.0,81600.0,221000.0,85000.0,237466.0,90000.0,250000.0,91105.0
205000.0,82035.0,220000.0,85000.0,236500.0,90000.0,250000.0,90000.0
205000.0,82000.0,220000.0,85000.0,235000.0,90000.0,245000.0,90000.0
200000.0,82000.0,215000.0,85000.0,233686.0,90000.0,247000.0,90000.0
200000.0,81804.0,215000.0,85000.0,230000.0,90000.0,245000.0,90000.0
200000.0,81600.0,215000.0,84660.0,232066.0,90000.0,245000.0,90000.0
201000.0,81600.0,212266.0,80000.0,231100.0,90000.0,242000.0,90000.0
200000.0,80518.0,216000.0,83000.0,230004.0,90000.0,240000.0,90000.0
201000.0,80153.0,215000.0,83742.0,225000.0,90000.0,240000.0,90000.0
200000.0,80000.0,215000.0,83742.0,225000.0,85500.0,240000.0,90000.0
200000.0,80000.0,210000.0,83742.0,225000.0,85500.0,240000.0,90000.0
200000.0,80000.0,211500.0,83425.0,225000.0,89605.0,238500.0,90000.0
200000.0,80000.0,207050.0,83000.0,225000.0,89500.0,235000.0,90000.0
200000.0,80000.0,207226.0,80000.0,225000.0,89175.0,235000.0,89943.0
200000.0,80000.0,208000.0,80000.0,226500.0,88896.0,231750.0,89500.0
200000.0,80000.0,206000.0,82154.0,226000.0,88833.0,231500.0,88851.0
200000.0,80000.0,206000.0,82000.0,225000.0,88833.0,230004.0,88000.0
200000.0,75000.0,206000.0,80153.0,225000.0,85500.0,230000.0,88000.0
200000.0,78540.0,202000.0,80000.0,225000.0,88750.0,230000.0,88000.0
200000.0,76240.0,203345.0,80930.0,225000.0,88000.0,225000.0,88000.0
200000.0,78000.0,203345.0,80000.0,225000.0,88000.0,225000.0,86275.0
200000.0,77602.0,200000.0,79530.0,225000.0,85000.0,225000.0,85782.0
200000.0,77500.0,200000.0,80621.0,225000.0,87920.0,225000.0,85476.0
200000.0,72000.0,200000.0,79101.0,225000.0,87500.0,225000.0,85000.0
200000.0,76500.0,200000.0,78000.0,225000.0,87467.0,225000.0,85000.0
194800.0,76704.0,200000.0,80000.0,220000.0,85392.0,225000.0,85000.0
193800.0,76502.0,199000.0,80004.0,220000.0,85765.0,225000.0,85000.0
190950.0,76000.0,201500.0,80000.0,220000.0,85500.0,225000.0,85000.0
190000.0,76000.0,200000.0,80000.0,220000.0,85042.0,225000.0,85000.0
190000.0,75000.0,200000.0,80000.0,220000.0,85002.0,225000.0,85000.0
190000.0,75756.0,200000.0,80000.0,220000.0,85000.0,225000.0,84000.0
183000.0,75000.0,200000.0,80000.0,215000.0,85000.0,222000.0,84362.0
185400.0,75000.0,200000.0,80000.0,215000.0,85000.0,221500.0,84140.0
183950.0,75000.0,200000.0,80000.0,215004.0,85000.0,220008.0,84000.0
184600.0,75000.0,200000.0,80000.0,215200.0,85000.0,220000.0,84000.0
183950.0,75000.0,200000.0,80000.0,215000.0,85000.0,220000.0,83000.0
180000.0,75000.0,200000.0,80000.0,215000.0,85000.0,220000.0,83779.0
180000.0,75000.0,200000.0,80000.0,215000.0,85000.0,220000.0,83616.0
181667.0,75000.0,200000.0,75000.0,210000.0,85000.0,220000.0,83000.0
181500.0,75000.0,200000.0,75000.0,207226.0,82600.0,220000.0,83000.0
180000.0,75000.0,195000.0,79000.0,204625.0,84140.0,220000.0,82000.0
181000.0,75000.0,198676.0,78540.0,205000.0,84034.0,215000.0,81600.0
180264.0,75000.0,198676.0,78042.0,205000.0,83391.0,215000.0,80800.0
180264.0,70008.0,191900.0,78000.0,200000.0,80000.0,215000.0,80682.0
180000.0,71675.0,191900.0,78000.0,203345.0,82338.0,205000.0,80000.0
180000.0,70968.0,189000.0,78000.0,203345.0,82002.0,202500.0,80000.0
178500.0,72408.0,189000.0,77675.0,203000.0,82000.0,202500.0,80000.0
178500.0,73000.0,190000.0,77520.0,201500.0,80800.0,200004.0,80000.0
178500.0,73000.0,191500.0,77520.0,200004.0,80500.0,200004.0,80000.0
175000.0,73000.0,185000.0,77500.0,200004.0,80500.0,200000.0,80000.0
175000.0,73000.0,188350.0,75000.0,200000.0,80004.0,200000.0,80000.0
175500.0,73000.0,185000.0,76000.0,200000.0,80000.0,200000.0,80000.0
175008.0,73000.0,185500.0,76500.0,200000.0,80000.0,200000.0,80000.0
175000.0,71750.0,185400.0,72000.0,200000.0,80000.0,200000.0,79000.0
175000.0,70000.0,185004.0,75000.0,200000.0,80000.0,200000.0,78725.0
175000.0,70000.0,180000.0,76000.0,200000.0,80000.0,200000.0,78725.0
175000.0,72500.0,183070.0,75000.0,200000.0,80000.0,200000.0,78000.0
173600.0,72100.0,180285.0,74976.0,200000.0,80000.0,200000.0,77879.0
170000.0,72000.0,180264.0,74580.0,200000.0,80000.0,195000.0,77000.0
170035.0,72000.0,180000.0,75000.0,200000.0,80000.0,190550.0,77036.0
170000.0,72000.0,180000.0,75000.0,200000.0,80000.0,190000.0,77000.0
169300.0,70968.0,175000.0,75000.0,190000.0,79332.0,190000.0,77000.0
165000.0,70000.0,175000.0,75000.0,184519.0,79622.0,187000.0,77000.0
160000.0,70000.0,177440.0,75000.0,185000.0,79000.0,185345.0,76502.0
165000.0,71500.0,169890.0,72000.0,185000.0,78382.0,185000.0,75460.0
160000.0,71406.0,175000.0,70008.0,185000.0,77000.0,183400.0,75026.0
160000.0,71400.0,175000.0,72407.0,184171.0,76875.0,180000.0,75000.0
157500.0,70298.0,175000.0,73000.0,180000.0,76875.0,176000.0,75000.0
150000.0,70000.0,175000.0,72842.0,180000.0,76539.0,175000.0,75000.0
154500.0,70000.0,172666.0,71910.0,175000.0,76500.0,175000.0,75000.0
150000.0,70000.0,170004.0,71070.0,176099.0,76000.0,175000.0,75000.0
150000.0,70000.0,169890.0,71400.0,175625.0,75000.0,175000.0,75000.0
150000.0,70000.0,164000.0,71070.0,175000.0,75000.0,175000.0,75000.0
150000.0,70000.0,166000.0,71000.0,175000.0,75000.0,175000.0,75000.0
150000.0,70000.0,166000.0,70968.0,175000.0,70008.0,167475.0,75000.0
150000.0,70000.0,166000.0,70800.0,175000.0,75000.0,165000.0,75000.0
150000.0,70000.0,160000.0,70034.0,175000.0,75000.0,160000.0,75000.0
150000.0,70000.0,151500.0,70000.0,175000.0,75000.0,150000.0,74000.0
140000.0,70000.0,155000.0,70000.0,170000.0,75000.0,150000.0,74000.0
125000.0,69000.0,150000.0,70000.0,170000.0,75000.0,151000.0,73435.0
130000.0,69000.0,150000.0,70000.0,170000.0,75000.0,150000.0,73435.0
130000.0,69000.0,150000.0,69010.0,168750.0,75000.0,150000.0,73000.0
125000.0,68332.0,150000.0,69728.0,167475.0,73564.0,150000.0,72750.0
115000.0,68360.0,150000.0,68332.0,165000.0,72842.0,150000.0,72500.0
125000.0,66562.0,150000.0,62500.0,160000.0,70008.0,150000.0,72500.0
125000.0,68000.0,144035.0,60000.0,155000.0,72500.0,150000.0,71631.0
125000.0,68000.0,125000.0,66000.0,150000.0,72000.0,150000.0,71400.0
100000.0,67000.0,125000.0,65936.0,150000.0,71448.0,107500.0,71400.0
110000.0,67500.0,85000.0,65728.0,150000.0,71400.0,100000.0,71050.0
100000.0,67500.0,83333.0,65650.0,139800.0,71400.0,90000.0,70637.0
100000.0,67000.0,80650.0,65000.0,140000.0,70000.0,75000.0,70000.0
85000.0,66500.0,60000.0,65000.0,110000.0,70638.0,50000.0,70000.0
65000.0,66500.0,,64101.0,75000.0,70000.0,,70000.0
50000.0,66300.0,,64000.0,45000.0,70000.0,,70000.0
35000.0,65650.0,,62600.0,,70000.0,,70000.0
,65000.0,,60801.0,,70000.0,,70000.0
,65000.0,,60000.0,,70000.0,,69891.0
,64626.0,,61277.0,,70000.0,,69014.0
,64500.0,,57804.0,,69891.0,,68912.0
,64272.0,,60426.0,,68912.0,,65312.0
,62613.0,,60000.0,,68000.0,,65645.0
,63000.0,,60000.0,,67267.0,,65004.0
,60750.0,,60000.0,,67000.0,,65000.0
,60600.0,,60000.0,,67000.0,,65000.0
,58480.0,,60000.0,,67000.0,,65000.0
,60500.0,,59500.0,,65650.0,,64000.0
,60000.0,,59282.0,,65728.0,,61050.0
,60000.0,,58346.0,,64189.0,,60250.0
,59705.0,,58000.0,,65000.0,,60250.0
,59242.0,,55008.0,,65000.0,,60000.0
,59000.0,,54800.0,,65000.0,,60000.0
,58500.0,,55600.0,,64000.0,,60000.0
,58120.0,,55600.0,,59800.0,,60000.0
,58011.0,,55000.0,,60801.0,,56950.0
,57804.0,,54101.0,,60000.0,,57970.0
,57500.0,,50000.0,,60000.0,,56950.0
,57202.0,,50000.0,,60000.0,,55000.0
,57202.0,,50000.0,,55203.0,,55000.0
,56100.0,,50000.0,,55000.0,,54354.0
,55849.0,,50000.0,,55000.0,,54246.0
,56100.0,,50000.0,,53419.0,,51000.0
,54331.0,,47000.0,,50000.0,,51000.0
,53544.0,,47500.0,,50000.0,,50004.0
,53040.0,,46512.0,,50000.0,,50000.0
,46010.0,,45000.0,,50004.0,,50000.0
,43000.0,,40000.0,,50000.0,,50000.0
,45000.0,,39725.0,,50000.0,,50000.0
,45000.0,,35725.0,,50000.0,,0.0
,40000.0,,35725.0,,50000.0,,
,35801.0,,,,42840.0,,
,35000.0,,,,30000.0,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
