"BITSTAMP, x; COINBASE, x; ITBIT, x; KRAKEN, x; avg_btc_price_usd, x","BITSTAMP, y","COINBASE, y","ITBIT, y","KRAKEN, y","avg_btc_price_usd, y"
2013-04-24,147.509022663,,,,147.509022663
2013-04-25,143.136291573,,,,143.136291573
2013-04-26,134.160308687,,,,134.160308687
2013-04-27,131.63980572,,,,131.63980572
2013-04-28,133.759469674,,,,133.759469674
2013-04-29,141.282188442,,,,141.282188442
2013-04-30,139.101509117,,,,139.101509117
2013-05-01,121.861258078,,,,121.861258078
2013-05-02,107.584140967,,,,107.584140967
2013-05-03,91.3809139925,,,,91.3809139925
2013-05-04,105.624541762,,,,105.624541762
2013-05-05,113.694399502,,,,113.694399502
2013-05-06,117.044791734,,,,117.044791734
2013-05-07,107.012504006,,,,107.012504006
2013-05-08,113.010112841,,,,113.010112841
2013-05-09,111.147005268,,,,111.147005268
2013-05-10,115.480803305,,,,115.480803305
2013-05-11,115.367246503,,,,115.367246503
2013-05-12,114.938153638,,,,114.938153638
2013-05-13,116.097675517,,,,116.097675517
2013-05-14,112.979335308,,,,112.979335308
2013-05-15,108.835763815,,,,108.835763815
2013-05-16,110.981002549,,,,110.981002549
2013-05-17,115.500762859,,,,115.500762859
2013-05-18,117.491005874,,,,117.491005874
2013-05-19,117.194578865,,,,117.194578865
2013-05-20,117.41386142,,,,117.41386142
2013-05-21,117.70802427,,,,117.70802427
2013-05-22,118.437254369,,,,118.437254369
2013-05-23,120.934741117,,,,120.934741117
2013-05-24,126.362304195,,,,126.362304195
2013-05-25,128.165318216,,,,128.165318216
2013-05-26,129.554560149,,,,129.554560149
2013-05-27,127.339014772,,,,127.339014772
2013-05-28,125.584749879,,,,125.584749879
2013-05-29,128.290660133,,,,128.290660133
2013-05-30,128.873457533,,,,128.873457533
2013-05-31,127.891616035,,,,127.891616035
2013-06-01,128.140876613,,,,128.140876613
2013-06-02,121.879108144,,,,121.879108144
2013-06-03,120.283555819,,,,120.283555819
2013-06-04,120.730716644,,,,120.730716644
2013-06-05,120.816090455,,,,120.816090455
2013-06-06,120.07393256,,,,120.07393256
2013-06-07,112.970337728,,,,112.970337728
2013-06-08,109.629214881,,,,109.629214881
2013-06-09,97.5617937905,,,,97.5617937905
2013-06-10,101.961273405,,,,101.961273405
2013-06-11,106.25948166,,,,106.25948166
2013-06-12,108.206692193,,,,108.206692193
2013-06-13,103.456672811,,,,103.456672811
2013-06-14,99.6325437789,,,,99.6325437789
2013-06-15,100.114946833,,,,100.114946833
2013-06-16,99.6825717478,,,,99.6825717478
2013-06-17,100.047257076,,,,100.047257076
2013-06-18,104.871633094,,,,104.871633094
2013-06-19,105.276540991,,,,105.276540991
2013-06-20,105.851516231,,,,105.851516231
2013-06-21,99.7953135861,,,,99.7953135861
2013-06-22,100.653129461,,,,100.653129461
2013-06-23,100.012463005,,,,100.012463005
2013-06-24,98.470772328,,,,98.470772328
2013-06-25,99.4286580657,,,,99.4286580657
2013-06-26,98.3480316434,,,,98.3480316434
2013-06-27,97.6563540234,,,,97.6563540234
2013-06-28,91.8044201379,,,,91.8044201379
2013-06-29,89.4285464141,,,,89.4285464141
2013-06-30,89.2046464355,,,,89.2046464355
2013-07-01,85.5466610067,,,,85.5466610067
2013-07-02,86.1698599861,,,,86.1698599861
2013-07-03,82.4544915075,,,,82.4544915075
2013-07-04,77.040928381,,,,77.040928381
2013-07-05,70.5082443333,,,,70.5082443333
2013-07-06,67.2106568093,,,,67.2106568093
2013-07-07,68.5256167015,,,,68.5256167015
2013-07-08,74.1494711254,,,,74.1494711254
2013-07-09,73.5020555479,,,,73.5020555479
2013-07-10,79.9004658715,,,,79.9004658715
2013-07-11,86.2388991974,,,,86.2388991974
2013-07-12,93.2495158245,,,,93.2495158245
2013-07-13,89.6057298578,,,,89.6057298578
2013-07-14,91.8258670232,,,,91.8258670232
2013-07-15,93.1864749265,,,,93.1864749265
2013-07-16,92.1836099427,,,,92.1836099427
2013-07-17,90.8865094758,,,,90.8865094758
2013-07-18,82.4785150674,,,,82.4785150674
2013-07-19,85.0124394317,,,,85.0124394317
2013-07-20,86.1017604147,,,,86.1017604147
2013-07-21,85.4170885157,,,,85.4170885157
2013-07-22,86.0998635953,,,,86.0998635953
2013-07-23,85.6865102459,,,,85.6865102459
2013-07-24,87.4321803318,,,,87.4321803318
2013-07-25,89.3725017614,,,,89.3725017614
2013-07-26,90.3313221063,,,,90.3313221063
2013-07-27,88.7599515131,,,,88.7599515131
2013-07-28,91.4400155416,,,,91.4400155416
2013-07-29,92.6986759208,,,,92.6986759208
2013-07-30,94.4532119627,,,,94.4532119627
2013-07-31,98.5798852761,,,,98.5798852761
2013-08-01,97.1292743499,,,,97.1292743499
2013-08-02,96.5538031528,,,,96.5538031528
2013-08-03,95.6825308566,,,,95.6825308566
2013-08-04,96.2228835131,,,,96.2228835131
2013-08-05,97.5850898776,,,,97.5850898776
2013-08-06,98.2403206938,,,,98.2403206938
2013-08-07,97.2546686656,,,,97.2546686656
2013-08-08,94.548262971,,,,94.548262971
2013-08-09,92.8872331161,,,,92.8872331161
2013-08-10,93.2105456285,,,,93.2105456285
2013-08-11,93.8140222406,,,,93.8140222406
2013-08-12,94.3226146228,,,,94.3226146228
2013-08-13,96.4964147992,,,,96.4964147992
2013-08-14,99.1170527335,,,,99.1170527335
2013-08-15,98.6050310035,,,,98.6050310035
2013-08-16,97.9332618944,,,,97.9332618944
2013-08-17,98.8175828445,,,,98.8175828445
2013-08-18,99.1115231858,,,,99.1115231858
2013-08-19,102.129275177,,,,102.129275177
2013-08-20,103.658461691,,,,103.658461691
2013-08-21,108.130986992,,,,108.130986992
2013-08-22,111.317999218,,,,111.317999218
2013-08-23,107.814825875,,,,107.814825875
2013-08-24,108.524293413,,,,108.524293413
2013-08-25,111.548353424,,110.31,,110.929176712
2013-08-26,112.107654828,,105.83,,108.968827414
2013-08-27,116.827848911,,0.0,,58.4139244555
2013-08-28,118.491727732,,0.0,,59.245863866
2013-08-29,118.654390873,,0.0,,59.3271954365
2013-08-30,122.798379383,,0.0,,61.3991896915
2013-08-31,129.216287475,,0.0,,64.6081437375
2013-09-01,130.084655413,,0.0,,65.0423277065
2013-09-02,130.570895781,,0.0,,65.2854478905
2013-09-03,129.43537495,,0.0,,64.717687475
2013-09-04,124.344991869,,0.0,,62.1724959345
2013-09-05,121.964313795,,0.0,,60.9821568975
2013-09-06,120.425598374,,0.0,,60.212799187
2013-09-07,118.79870063,,0.0,,59.399350315
2013-09-08,118.425813119,,0.0,,59.2129065595
2013-09-09,119.449318282,,0.0,,59.724659141
2013-09-10,122.802264355,,0.0,,61.4011321775
2013-09-11,122.878295664,,0.0,,61.439147832
2013-09-12,126.908949689,,0.0,,63.4544748445
2013-09-13,127.623009597,,0.0,,63.8115047985
2013-09-14,125.302859459,,0.0,,62.6514297295
2013-09-15,124.617007149,,0.0,,62.3085035745
2013-09-16,125.832624391,,0.0,,62.9163121955
2013-09-17,126.799660832,,0.0,,63.399830416
2013-09-18,127.263876927,,0.0,,63.6319384635
2013-09-19,125.47405294,,0.0,,62.73702647
2013-09-20,123.819321783,,0.0,,61.9096608915
2013-09-21,123.159971015,,0.0,,61.5799855075
2013-09-22,122.977465684,,0.0,,61.488732842
2013-09-23,123.061429057,,0.0,,61.5307145285
2013-09-24,122.905015293,,0.0,,61.4525076465
2013-09-25,124.301161586,,0.0,,62.150580793
2013-09-26,124.172700106,,0.0,,62.086350053
2013-09-27,125.85487007,,0.0,,62.927435035
2013-09-28,126.245117268,,0.0,,63.122558634
2013-09-29,127.422647208,,0.0,,63.711323604
2013-09-30,125.973673322,,0.0,,62.986836661
2013-10-01,127.186255564,,0.0,,63.593127782
2013-10-02,109.647971485,,0.0,,54.8239857425
2013-10-03,110.300503113,,0.0,,55.1502515565
2013-10-04,120.657675118,,0.0,,60.328837559
2013-10-05,121.485440634,,0.0,,60.742720317
2013-10-06,121.924703714,,0.0,,60.962351857
2013-10-07,122.929143782,,0.0,,61.464571891
2013-10-08,123.89518221,,0.0,,61.947591105
2013-10-09,125.273291416,,0.0,,62.636645708
2013-10-10,125.886439881,,0.0,,62.9432199405
2013-10-11,126.729195698,,0.0,,63.364597849
2013-10-12,127.399822238,,0.0,,63.699911119
2013-10-13,130.050268329,,0.0,,65.0251341645
2013-10-14,135.271216257,,0.0,,67.6356081285
2013-10-15,138.900312087,,0.0,,69.4501560435
2013-10-16,142.611558658,,0.0,,71.305779329
2013-10-17,141.809864691,,0.0,,70.9049323455
2013-10-18,148.307399702,,0.0,,74.153699851
2013-10-19,163.264179571,,0.0,,81.6320897855
2013-10-20,165.183478089,,0.0,,82.5917390445
2013-10-21,175.723585271,,0.0,,87.8617926355
2013-10-22,189.143235332,,0.0,,94.571617666
2013-10-23,196.247683392,,0.0,,98.123841696
2013-10-24,185.910923633,,0.0,,92.9554618165
2013-10-25,179.401289812,,0.0,,89.700644906
2013-10-26,182.176700555,,0.0,,91.0883502775
2013-10-27,188.760372031,,0.0,,94.3801860155
2013-10-28,194.846663497,,0.0,,97.4233317485
2013-10-29,200.17159987,,0.0,,100.085799935
2013-10-30,201.048765885,,0.0,,100.5243829425
2013-10-31,200.401438861,,0.0,,100.2007194305
2013-11-01,202.607413129,,0.0,,101.3037065645
2013-11-02,204.21696086,,0.0,,102.10848043
2013-11-03,206.494978892,,0.0,,103.247489446
2013-11-04,220.47819393,,207.412378783,,213.9452863565
2013-11-05,238.371071484,,0.0,,119.185535742
2013-11-06,255.409146288,,0.0,,127.704573144
2013-11-07,283.318673354,,277.957142857,,280.6379081055
2013-11-08,317.942483992,,0.0,,158.971241996
2013-11-09,338.713990871,,0.0,,169.3569954355
2013-11-10,299.680435524,,0.0,,149.840217762
2013-11-11,334.609682183,,337.962909657,,336.28629592
2013-11-12,350.493506446,,349.489697673,,349.9916020595
2013-11-13,378.908155498,,362.325713741,,370.6169346195
2013-11-14,409.772194777,,408.680435161,,409.226314969
2013-11-15,417.634102655,,419.642693492,,418.6383980735
2013-11-16,433.34433925,,410.015074904,,421.679707077
2013-11-17,462.579262326,,455.071598817,,458.8254305715
2013-11-18,549.696359124,,534.850706725,,542.2735329245
2013-11-19,597.828604404,,610.904030598,,604.366317501
2013-11-20,542.030752431,,491.346544301,,516.688648366
2013-11-21,666.170216481,,626.976335287,,646.573275884
2013-11-22,743.6457906,,716.447689521,,730.0467400605
2013-11-23,832.852116545,,802.770286629,,817.811201587
2013-11-24,795.075077317,,809.806863441,,802.440970379
2013-11-25,807.795343923,,786.641758122,,797.2185510225
2013-11-26,849.317288262,,795.628620875,,822.4729545685
2013-11-27,937.090064998,,907.964755755,,922.5274103765
2013-11-28,998.564900132,,1010.20971201,,1004.387306071
2013-11-29,1065.35903463,,1104.17278633,,1084.76591048
2013-11-30,1132.28510612,,1112.32780342,,1122.30645477
2013-12-01,945.671472862,,913.31477098,,929.493121921
2013-12-02,1000.49403933,,997.805790927,,999.1499151285
2013-12-03,1050.56970624,,1047.9751,,1049.27240312
2013-12-04,1111.56251759,,1141.49959512,,1126.531056355
2013-12-05,975.059493303,,1057.71757033,,1016.3885318165
2013-12-06,894.358746108,,878.028439625,,886.1935928665
2013-12-07,706.826974297,,738.270473143,,722.54872372
2013-12-08,732.688374278,,707.239528131,,719.9639512045
2013-12-09,867.489066792,,898.262796742,,882.875931767
2013-12-10,941.557343865,,983.569310421,,962.563327143
2013-12-11,890.424791187,,937.53779028,,913.9812907335
2013-12-12,862.850915564,,889.115074942,,875.982995253
2013-12-13,882.99137152,,919.028375683,,901.0098736015
2013-12-14,860.406731033,,897.7415438,,879.0741374165
2013-12-15,838.374832825,,868.44207998,,853.4084564025
2013-12-16,730.622774541,,790.231089295,,760.426931918
2013-12-17,679.919052248,,695.514748871,,687.7169005595
2013-12-18,527.764550984,,581.6108555,,554.687703242
2013-12-19,622.341428268,,613.981975397,,618.1617018325
2013-12-20,652.350412821,,658.60648368,,655.4784482505
2013-12-21,600.111467729,,625.927276953,,613.019372341
2013-12-22,635.354313024,,646.399438795,,640.8768759095
2013-12-23,636.728526771,,649.531025956,,643.1297763635
2013-12-24,648.443881837,,660.679599944,,654.5617408905
2013-12-25,660.897688019,,0.0,,330.4488440095
2013-12-26,723.632081574,,721.551616479,,722.5918490265
2013-12-27,727.25113399,,724.272948068,,725.762041029
2013-12-28,717.508717794,,725.225431803,,721.3670747985
2013-12-29,717.443945304,,711.701391329,,714.5726683165
2013-12-30,734.130860851,,735.189705444,,734.6602831475
2013-12-31,727.793610314,,721.417680992,,724.605645653
2014-01-01,745.454163345,,743.338226576,,744.3961949605
2014-01-02,768.668879744,,748.101975097,,758.3854274205
2014-01-03,798.565467918,,809.142326316,,803.853897117
2014-01-04,814.06728345,,803.989021516,,809.028152483
2014-01-05,881.824647335,,842.477271558,,862.1509594465
2014-01-06,936.624922198,,930.212983383,,933.4189527905
2014-01-07,857.96379609,,859.52756504,841.835522304,853.1089611447
2014-01-08,809.643825889,,823.443663512,839.156269366,824.0812529223
2014-01-09,815.285611901,,806.161323599,831.57291257,817.67328269
2014-01-10,829.435701034,,833.858059155,844.938793639,836.0775179427
2014-01-11,882.995854099,,898.297326276,890.671709182,890.6549631857
2014-01-12,858.240756689,,890.05,860.454845983,869.5818675573
2014-01-13,814.714086294,,847.600143866,832.260007114,831.524745758
2014-01-14,820.997321181,,826.406891126,845.036122437,830.8134449147
2014-01-15,837.659212251,,837.393759338,849.509430057,841.5208005487
2014-01-16,828.176925933,,830.612014124,847.12491239,835.3046174823
2014-01-17,795.306899469,,804.155304988,806.189723729,801.883976062
2014-01-18,808.118621844,,804.699163285,825.238110884,812.685298671
2014-01-19,821.406103953,,823.617878346,822.151977547,822.3919866153
2014-01-20,831.00018546,,815.756344745,842.63757746,829.7980358883
2014-01-21,821.574658089,,813.799324133,836.978733518,824.1175719133
2014-01-22,814.23793668,,807.0,830.100187214,817.1127079647
2014-01-23,811.397831201,,814.260230083,824.873063658,816.843708314
2014-01-24,786.699507883,,793.176918975,818.389060769,799.421829209
2014-01-25,796.791785175,,800.817326941,817.913892148,805.1743347547
2014-01-26,819.287251915,,811.257182956,831.154369709,820.5662681933
2014-01-27,776.441091075,,791.152263609,802.461749592,790.018368092
2014-01-28,781.555084416,,791.65066564,805.122978774,792.7762429433
2014-01-29,794.646920329,,798.193727097,804.717235814,799.18596108
2014-01-30,794.777214746,,801.530446833,802.297475323,799.535045634
2014-01-31,801.74396946,,796.113836829,806.31513088,801.3909790563
2014-02-01,815.290769879,,808.297965719,827.001948611,816.863561403
2014-02-02,818.215505165,,0.0,827.575828491,548.5971112187
2014-02-03,808.552277302,,809.587453238,810.892780331,809.6775036237
2014-02-04,803.252147054,,812.485561341,807.162793602,807.6335006657
2014-02-05,796.175254276,,801.893848298,803.719720326,800.5962743
2014-02-06,774.918679211,,781.046712511,777.860501485,777.9419644023
2014-02-07,702.592247544,,726.845294369,715.799678283,715.0790733987
2014-02-08,693.135619963,,697.802085345,707.630658939,699.5227880823
2014-02-09,700.463081033,,716.565237347,720.3166215,712.4483132933
2014-02-10,638.644861865,,686.716319086,656.382333377,660.5811714427
2014-02-11,673.348668052,,706.800903259,692.74289689,690.964156067
2014-02-12,659.150766743,,670.253833093,677.84749942,669.0840330853
2014-02-13,631.767695843,,638.98422452,624.979094344,631.9103382357
2014-02-14,623.491902874,,610.131782161,648.719236636,627.447640557
2014-02-15,650.326170739,,653.095400482,663.121307911,655.514293044
2014-02-16,625.447283793,,642.241525645,630.18844393,632.6257511227
2014-02-17,637.167060044,,647.557803977,629.73938304,638.1547490203
2014-02-18,627.285147799,,649.495284762,637.249203647,638.009878736
2014-02-19,626.89940945,,631.338585981,627.246963275,628.4949862353
2014-02-20,591.365299086,,596.408687699,602.850137362,596.874708049
2014-02-21,562.786781463,,572.426660783,569.699422458,568.3042882347
2014-02-22,593.486161397,,585.92549996,598.192466686,592.5347093477
2014-02-23,619.689487982,,621.222292876,621.107028795,620.672936551
2014-02-24,565.20902099,,591.013910778,583.79747133,580.0068010327
2014-02-25,480.658868034,,510.928726376,516.141923329,502.576505913
2014-02-26,576.372390209,,569.164109158,591.586255614,579.040918327
2014-02-27,586.717605587,,572.921270187,592.6283129,584.0890628913
2014-02-28,564.39723325,,561.981517947,581.964181812,569.4476443363
2014-03-01,556.791950597,,565.865665506,574.489252249,565.715622784
2014-03-02,562.398510277,,567.188142836,581.740926469,570.4425265273
2014-03-03,632.091350793,,645.784103081,629.013935104,635.629796326
2014-03-04,680.791983843,,665.291103658,687.437994293,677.840360598
2014-03-05,665.167491611,,669.067247518,673.389323614,669.2080209143
2014-03-06,663.121391846,,666.438330814,670.809341308,666.7896879893
2014-03-07,635.636611318,,632.252941949,654.452513518,640.7806889283
2014-03-08,617.99500137,,614.046651224,645.812858458,625.951503684
2014-03-09,637.38197393,,620.602344262,643.968931276,633.9844164893
2014-03-10,627.638237785,,616.618218046,649.855309872,631.3705885677
2014-03-11,627.702055779,,614.903082579,613.570504494,618.725214284
2014-03-12,640.989615801,,638.463701309,639.342323843,639.5985469843
2014-03-13,643.839373882,,642.482016368,646.439263723,644.2535513243
2014-03-14,634.098203175,,635.121450323,636.723140841,635.3142647797
2014-03-15,633.238478431,,637.281771772,637.98383516,636.1680284543
2014-03-16,633.436182296,,640.000371373,642.921983759,638.7861791427
2014-03-17,624.556115948,,631.789369578,626.913793997,627.7530931743
2014-03-18,610.493960855,,618.100210739,617.210132198,615.268101264
2014-03-19,613.124321828,,614.798896736,619.697504711,615.873574425
2014-03-20,593.299244132,,604.802747972,602.338515705,600.1468359363
2014-03-21,579.214321016,,578.169180569,594.166909542,583.8501370423
2014-03-22,557.161762023,,558.316925329,567.340596256,560.9397612027
2014-03-23,563.417011951,,567.987027457,579.63095183,570.3449970793
2014-03-24,570.128319152,,566.520372904,572.01159959,569.5534305487
2014-03-25,577.397061137,,582.789418784,583.778652835,581.3217109187
2014-03-26,580.605366053,,588.09710129,585.348547021,584.6836714547
2014-03-27,524.947566623,,545.258770855,549.664277678,539.9568717187
2014-03-28,502.239578605,,517.893750963,520.90496725,513.6794322727
2014-03-29,498.308428689,,500.227242413,511.380898761,503.3055232877
2014-03-30,459.754901771,,468.983612692,475.87756581,468.205360091
2014-03-31,455.011629917,,453.2109024,468.086528413,458.76968691
2014-04-01,479.964261959,,473.635354163,489.574542485,481.058052869
2014-04-02,456.886949055,,452.366253347,482.215372713,463.8228583717
2014-04-03,437.951610195,,445.651176331,448.322823873,443.9752034663
2014-04-04,444.525013128,,448.157418427,460.362974004,451.0151351863
2014-04-05,452.715178734,,452.948530113,456.62665862,454.0967891557
2014-04-06,456.626291465,,460.145716989,461.338022229,459.3700102277
2014-04-07,453.190650561,,455.09330642,462.40337589,456.8957776237
2014-04-08,452.847318905,,453.200106287,456.293356601,454.113593931
2014-04-09,446.461701916,,441.895000432,456.244825245,448.2005091977
2014-04-10,398.926199687,,399.178886767,417.408496681,405.1711943783
2014-04-11,392.229105204,,367.32753867,410.689404913,390.0820162623
2014-04-12,427.603381193,,418.637881402,447.195865913,431.1457095027
2014-04-13,410.358227107,,414.633049361,424.077409735,416.3562287343
2014-04-14,449.656705029,,434.823241352,444.134473748,442.8714733763
2014-04-15,495.802338,,476.777343629,500.70977973,491.0964871197
2014-04-16,520.260215929,,515.149112019,523.483418405,519.630915451
2014-04-17,502.07684678,,495.745605099,513.929235295,503.917229058
2014-04-18,484.066712759,,496.353420237,496.932701853,492.4509449497
2014-04-19,492.906992304,,501.445269676,502.559137105,498.9704663617
2014-04-20,504.526173228,,511.426667437,507.445984808,507.799608491
2014-04-21,501.502605921,,500.836803955,497.702215826,500.013875234
2014-04-22,494.077761218,,497.226433837,498.714480717,496.672891924
2014-04-23,489.533275768,,487.849808085,493.902112913,490.428398922
2014-04-24,490.328083145,,489.191975812,492.311001599,490.6103535187
2014-04-25,462.64136781,,464.087304144,470.940139957,465.8896039703
2014-04-26,459.450450251,,460.057149416,464.324721385,461.2774403507
2014-04-27,446.143333976,,456.009894205,450.408217097,450.8538150927
2014-04-28,438.356780186,,440.337352863,439.407436477,439.367189842
2014-04-29,443.77237693,,446.247724246,448.149389332,446.056496836
2014-04-30,444.508850367,,445.119071847,449.55674388,446.394888698
2014-05-01,458.554960424,,454.891027849,457.023684322,456.8232241983
2014-05-02,451.16201826,,450.699989457,451.94560629,451.269204669
2014-05-03,440.157544015,,443.523924783,441.819595136,441.833687978
2014-05-04,435.606482876,,436.71470972,435.433674833,435.918289143
2014-05-05,433.294967618,,428.589270839,432.886001725,431.5900800607
2014-05-06,427.713734425,,429.41126143,431.037371311,429.387455722
2014-05-07,441.014382989,,437.857048758,449.393756758,442.755062835
2014-05-08,443.807472141,,442.629341929,445.198654566,443.8784895453
2014-05-09,449.340912403,,447.960934138,451.342048058,449.5479648663
2014-05-10,453.936972821,,451.278913208,448.509571498,451.2418191757
2014-05-11,440.816782227,,437.530040933,439.386718152,439.2445137707
2014-05-12,439.617525265,,436.955518048,437.170076524,437.914373279
2014-05-13,437.195938501,,434.952629834,438.390557125,436.8463751533
2014-05-14,444.304664467,,438.263923993,441.87097647,441.4798549767
2014-05-15,449.105065086,,438.639359022,441.809082161,443.1845020897
2014-05-16,448.782627889,,442.56244121,450.346364526,447.230477875
2014-05-17,448.390841601,,441.243177546,450.772261417,446.8020935213
2014-05-18,447.430649349,,437.885387931,446.365668643,443.8939019743
2014-05-19,446.312408294,,432.595483906,0.0,292.9692974
2014-05-20,475.488933632,,462.075128551,471.853099437,469.80572054
2014-05-21,495.166617642,,477.488199117,493.586660568,488.747159109
2014-05-22,514.227897164,,498.811243479,513.716876653,508.918672432
2014-05-23,531.752431241,,511.619452515,536.540926228,526.637603328
2014-05-24,521.928155328,,501.057101679,521.133706182,514.706321063
2014-05-25,565.296629831,,536.378973408,561.800014462,554.491872567
2014-05-26,581.992539106,,571.525851252,581.783474003,578.433954787
2014-05-27,574.021362693,,568.999973897,571.970534468,571.6639570193
2014-05-28,573.821191052,,570.533734676,573.734650081,572.6965252697
2014-05-29,568.980530326,,573.461821965,569.671511039,570.70462111
2014-05-30,602.235217148,,614.081937661,598.75783992,605.024998243
2014-05-31,621.209709293,,632.306792562,622.818319815,625.4449405567
2014-06-01,646.47650962,,671.09928416,644.067779375,653.8811910517
2014-06-02,646.104686219,,641.448620822,652.155071636,646.569459559
2014-06-03,667.690345374,,684.836383189,666.330773499,672.9525006873
2014-06-04,641.273936009,,656.953503642,629.820682376,642.6827073423
2014-06-05,657.067927225,,663.232929609,655.535866539,658.6122411243
2014-06-06,654.94528013,,660.446230599,658.429378464,657.9402963977
2014-06-07,648.584035671,,661.785168797,649.779890696,653.3830317213
2014-06-08,656.239371695,,660.43038928,655.404207882,657.357989619
2014-06-09,647.646075095,,657.545366024,644.862639229,650.0180267827
2014-06-10,650.061259405,,657.133104233,656.179418447,654.4579273617
2014-06-11,633.979762949,,650.127653649,636.624750431,640.2440556763
2014-06-12,590.473986586,,623.095054105,609.94789486,607.838978517
2014-06-13,587.208784813,,579.093836832,591.091217384,585.797946343
2014-06-14,559.668425887,,551.656986622,570.501187383,560.6088666307
2014-06-15,571.330379881,,554.773549445,568.165914816,564.756614714
2014-06-16,598.863654977,,585.13741943,598.822099502,594.274391303
2014-06-17,598.155883666,,601.541974884,598.79082561,599.4962280533
2014-06-18,608.357658956,,609.6947913,610.022813412,609.3584212227
2014-06-19,602.046737196,,608.207744759,607.604765175,605.9530823767
2014-06-20,590.197494915,,600.150922954,590.935468551,593.7612954733
2014-06-21,588.07735476,,598.586450335,584.75040542,590.471403505
2014-06-22,599.139070637,,609.780982957,596.072076086,601.6640432267
2014-06-23,587.7984919,,598.131544762,589.704669497,591.8782353863
2014-06-24,582.666033031,,594.120489032,583.256395542,586.680972535
2014-06-25,564.546068415,,576.118053708,571.088829696,570.584317273
2014-06-26,569.324089497,,573.623610931,575.715958907,572.887886445
2014-06-27,585.438131815,,594.054270617,584.101406385,587.864602939
2014-06-28,597.016043319,,603.213085195,596.939981273,599.056369929
2014-06-29,596.218940875,,604.548970707,595.414626539,598.727512707
2014-06-30,625.262086905,,621.472813224,624.102734053,623.6125447273
2014-07-01,648.667945005,,651.585114862,643.148497381,647.8005190827
2014-07-02,649.579976131,,645.043822401,648.717939276,647.7805792693
2014-07-03,645.796366479,,644.779132265,648.940245191,646.5052479783
2014-07-04,632.629631647,,639.073731314,638.294230527,636.665864496
2014-07-05,629.462423235,,633.427147227,622.804913705,628.5648280557
2014-07-06,631.998052584,,634.338906257,639.329845491,635.2222681107
2014-07-07,623.334356811,,625.072419072,623.908492764,624.105089549
2014-07-08,621.798475491,,619.719869565,619.948063917,620.488802991
2014-07-09,622.754094492,,620.026899027,627.47669673,623.419230083
2014-07-10,615.548444826,,611.892474139,622.113161447,616.518026804
2014-07-11,626.326794986,,618.321318778,625.366222386,623.33811205
2014-07-12,635.824676292,,626.525057423,633.088544508,631.8127594077
2014-07-13,633.41030878,,623.474841859,633.632554,630.172568213
2014-07-14,622.780132729,,622.536864951,622.108848079,622.4752819197
2014-07-15,621.928837661,,623.004762237,620.02698,621.6535266327
2014-07-16,616.984916705,,621.820832512,617.712969705,618.839572974
2014-07-17,619.276858057,,628.53776534,616.610286169,621.4749698553
2014-07-18,625.859654006,,619.326371079,618.561896446,621.249307177
2014-07-19,628.728624288,,621.81455396,629.218379195,626.5871858143
2014-07-20,624.092853862,,619.8523097,628.041308026,623.9954905293
2014-07-21,619.686241759,,616.07453124,629.76875,621.843174333
2014-07-22,622.486725938,,617.608516074,618.68818,619.594474004
2014-07-23,620.323069906,,613.067158037,611.955304642,615.1151775283
2014-07-24,605.224279668,,601.160262435,609.48857003,605.2910373777
2014-07-25,600.196019834,,598.798601486,608.366395324,602.4536722147
2014-07-26,594.472151015,,594.349171936,597.216908883,595.346077278
2014-07-27,595.50813747,,591.957413862,600.0,595.821850444
2014-07-28,582.094194608,,582.866748419,588.395591494,584.4521781737
2014-07-29,582.902534144,,578.345408164,586.137674996,582.4618724347
2014-07-30,570.980697301,,567.429887849,576.789242872,571.7332760073
2014-07-31,576.623742011,,569.83627506,574.884489485,573.7815021853
2014-08-01,595.678645144,,429.806315825,593.502185734,539.6623822343
2014-08-02,591.627706709,,587.297466869,593.261978993,590.729050857
2014-08-03,583.837201795,,580.433763415,592.829347252,585.700104154
2014-08-04,588.185156001,,585.289072595,590.616406173,588.0302115897
2014-08-05,582.021642588,,581.216567018,595.019141262,586.0857836227
2014-08-06,581.740524069,,578.717874052,0.0,386.8194660403
2014-08-07,585.584776817,,582.032479912,586.434789077,584.6840152687
2014-08-08,590.2373607,,585.859364245,589.632735785,588.57648691
2014-08-09,587.594965001,,582.985276753,583.327123015,584.6357882563
2014-08-10,591.455473553,,583.3156851,588.587697572,587.7862854083
2014-08-11,579.813355491,,580.202576612,586.377662197,582.1311981
2014-08-12,568.085072065,,566.782940729,570.760558878,568.542857224
2014-08-13,544.694070533,,550.056603529,561.806115369,552.185596477
2014-08-14,515.949387682,,517.090988604,514.094033863,515.7114700497
2014-08-15,500.794618392,,506.657911746,520.744726251,509.399085463
2014-08-16,506.359990138,,511.7399031,503.524563509,507.208152249
2014-08-17,501.656162686,,508.337192056,508.967447055,506.3202672657
2014-08-18,470.085143014,,484.108502258,480.536019625,478.2432216323
2014-08-19,479.832545825,,486.324951115,477.094721233,481.0840727243
2014-08-20,498.992536589,,499.714830434,499.605746076,499.4377043663
2014-08-21,521.322640752,,522.442152916,508.298393756,517.354395808
2014-08-22,514.4063799,,514.578361716,529.945437937,519.6433931843
2014-08-23,500.774485269,,507.317623738,516.571300969,508.2211366587
2014-08-24,504.912821204,,505.145781263,524.87999,511.646197489
