"Interval: 13600s, x; Interval: 3600s, x","Interval: 13600s, y","Interval: 3600s, y"
944555,0,8
944579,0,8
945230,0,8
946360,7,11
947106,7,12
947161,7,12
948985,8,14
949036,8,14
949096,8,14
949156,8,14
950228,8,15
950287,8,15
950346,8,15
950405,8,15
952278,8,15
952731,8,15
953435,8,15
953652,11,15
954688,11,15
954956,11,15
955018,11,15
955575,11,14
955607,11,14
955799,11,13
955837,11,12
955910,11,11
956163,10,10
956262,10,10
956653,10,10
956940,10,10
956960,10,10
956966,10,10
957097,9,9
957100,8,8
957212,8,8
957313,7,7
957342,7,7
957423,6,6
957430,6,6
957446,6,6
957677,6,6
957866,5,5
957913,5,5
958012,4,4
958160,3,3
958217,2,2
958268,1,1
958275,1,1
958612,1,1
958619,1,1
958641,1,1
958678,1,1
958799,1,1
958808,1,1
958876,1,1
958878,1,1
958880,1,1
958882,1,1
958884,1,1
958886,1,1
958888,1,1
958890,1,1
958892,1,1
958894,1,1
958895,1,1
958897,1,1
958900,1,1
958901,1,1
958903,1,1
958905,1,1
958907,1,1
958909,1,1
958911,1,1
958912,1,1
958914,1,1
958916,1,1
958918,1,1
958920,1,1
958966,1,1
959193,1,1
959827,1,1
960144,1,1
960607,1,1
960699,1,1
960853,0,0
960866,0,0
961182,0,0
961480,0,0
961775,0,0
962019,0,0
962025,0,0
962643,0,0
962791,0,0
962921,0,0
963082,0,0
963204,0,0
963363,0,0
964596,0,0
964684,0,0
964740,0,0
965311,0,0
965324,0,0
967076,0,0
967082,0,0
967279,0,0
967629,0,0
967843,0,0
967874,0,0
968262,0,0
968313,0,0
968686,0,0
968903,0,0
968911,0,0
969621,0,0
969676,0,0
969756,0,0
969816,0,0
969858,0,0
970027,0,0
970612,0,0
971140,0,0
971537,0,0
971553,0,0
971570,0,0
971586,0,0
971781,0,0
971798,0,0
971970,0,0
972390,0,0
972500,0,0
972515,0,0
972697,0,0
973394,0,0
973404,0,0
973412,0,0
973424,0,0
973681,0,0
973697,0,0
973735,0,0
973737,0,0
973739,0,0
973740,0,0
973742,0,0
973744,0,0
973745,0,0
973747,0,0
973749,0,0
973751,0,0
973753,0,0
973754,0,0
973756,0,0
973757,0,0
973759,0,0
973761,0,0
973763,0,0
973764,0,0
973766,0,0
973768,0,0
973770,0,0
973771,0,0
973773,0,0
973775,0,0
973941,0,0
974043,0,0
974455,0,0
974470,0,0
974517,0,0
974547,0,0
974730,0,0
974935,0,0
974950,0,0
975040,0,0
975075,0,0
975280,0,0
975316,0,0
975732,0,0
977404,0,0
977515,0,0
977732,0,13
977737,0,13
978314,0,13
978380,0,13
978565,0,13
978887,0,13
979052,0,13
979084,0,13
981585,0,22
981656,0,22
981774,0,22
981940,0,8
982566,0,8
982622,0,8
982666,0,8
983203,0,8
983812,0,8
984086,0,8
984308,0,8
984314,0,8
984337,0,8
985259,0,8
985302,0,8
985397,0,8
986704,0,8
986800,0,8
986973,2,8
986979,2,8
987396,2,8
987402,2,8
987727,2,9
987734,2,9
987899,2,9
987905,2,9
988367,2,9
988374,2,9
988624,2,9
990585,2,9
991116,2,10
991186,2,8
991187,2,4
991188,0,0
991189,0,0
991190,0,0
991191,0,0
991192,0,0
991193,0,0
991193,0,0
991194,0,0
991255,0,0
991256,0,0
991256,0,0
991324,0,0
991324,0,0
991325,0,0
991392,0,0
991393,0,0
991393,0,0
991421,0,0
991460,0,0
992507,0,0
996369,0,6
997385,0,6
997870,0,6
998915,0,6
1000146,0,6
1000453,0,6
1000529,0,6
1003192,0,6
1003262,0,6
1004028,0,6
1004030,0,6
1004032,0,6
1004034,0,6
1004036,0,6
1004038,0,6
1004040,0,6
1004042,0,6
1004044,0,6
1004046,0,6
1004048,0,6
1004050,0,6
1004052,0,6
1004054,0,6
1004056,0,6
1004058,0,6
1004060,0,6
1004061,0,6
1004063,0,6
1004065,0,6
1004067,0,6
1004069,0,6
1004071,0,6
1004073,0,6
1004114,0,10
1004218,0,11
1004825,0,11
1005252,0,11
1005381,0,11
1005802,0,11
1006385,0,11
1006587,0,11
1008940,0,11
1009527,6,12
1009561,6,12
1011032,9,12
1012420,9,12
1016557,9,12
1029366,14,15
1031723,15,15
1032677,15,15
1036086,15,15
1036261,14,14
1037948,14,14
1039129,14,14
1040816,14,14
1041099,14,14
1044186,14,14
1046621,14,14
1046628,14,14
1046656,14,14
1046663,14,14
1047003,14,14
1047018,14,14
1047022,14,14
1047053,14,14
1047194,14,14
1047745,14,14
1048046,13,13
1048091,13,13
1048177,2,2
1048188,2,2
1048188,2,2
1048188,2,2
1048194,2,2
1048200,2,2
1048200,2,2
1048201,2,2
1048211,2,2
1048211,2,2
1048211,2,2
1048213,2,2
1048223,2,2
1048224,2,2
1048224,2,2
1048237,2,2
1048237,2,2
1048238,2,2
1048249,2,2
1048253,2,2
1048262,2,2
1048266,2,2
1048331,2,2
1048334,2,2
1048340,2,2
1048345,2,2
1048400,2,2
1048403,2,2
1048437,2,2
1048471,2,2
1048476,2,2
1048486,2,2
1048838,2,2
1048853,2,2
1049005,2,2
1049020,2,2
1049219,2,2
1049240,2,2
1049356,2,2
1049377,2,2
1049440,2,2
1049474,2,2
1049520,2,2
1049540,2,2
1049674,2,2
1049686,2,2
1049694,2,2
1049938,2,2
1049958,2,2
1050105,2,2
1050170,2,2
1050482,2,2
1051389,2,2
1051399,2,2
1051587,2,2
1051706,2,2
1052297,2,4
1053251,2,4
1053382,2,4
1053409,2,4
1053453,2,4
1053512,2,4
1053564,2,4
1053733,2,4
1053973,2,4
1054397,2,4
1054535,2,4
1054621,2,4
1054628,2,4
1054636,2,4
1054842,2,2
1054902,2,2
1055099,2,2
1055114,2,2
1055541,2,2
1055557,2,2
1055854,2,2
1055869,2,2
1056044,2,2
1056059,2,2
1056340,2,2
1056355,2,2
1057125,2,2
1057140,2,2
1057140,2,2
1057142,1,1
1057143,0,0
1057146,0,0
1057155,0,0
1057158,0,0
1057159,0,0
1057247,0,0
1057282,0,0
1057414,0,0
1057544,0,0
1057547,0,0
1057553,0,0
1057790,0,0
1057855,0,0
1058199,0,0
1058200,0,0
1058200,0,0
1058201,0,0
1058202,0,0
1058214,0,0
1058216,0,0
1058229,0,0
1058231,0,0
1058245,0,0
1058759,0,0
1059148,0,0
1059151,0,0
1059190,0,0
1059212,0,0
1059530,0,0
1059691,0,0
1059906,0,0
1059999,0,0
1060145,0,0
1060152,0,0
1060241,0,0
1060263,0,0
1060333,0,0
1060339,0,0
1060386,0,0
1060541,0,0
1060575,0,0
1060617,0,0
1060625,0,0
1060981,0,0
1061017,0,0
1061146,0,0
1061152,0,0
1061183,0,0
1061221,0,0
1061255,0,0
1061308,0,0
1061345,0,0
1061353,0,0
1061495,0,0
1061531,0,0
1061707,0,0
1061911,0,2
1061917,0,2
1062041,0,2
1062053,0,2
1062091,0,2
1062248,0,2
1062400,0,2
1062442,0,2
1062938,0,3
1063173,0,3
1063207,0,3
1063601,0,3
1063635,0,3
1063794,0,3
1063979,0,6
1064014,0,6
1064453,0,6
1064757,0,6
1064865,0,6
1064899,0,6
1064964,0,6
1066038,0,6
1066066,0,6
1066119,0,6
1066700,0,6
1066728,0,6
1066830,0,6
1066857,0,6
1067017,0,6
1067044,0,6
1067284,0,6
1067286,0,6
1067312,0,6
1067314,0,6
1067864,0,6
1067872,0,6
1068451,0,6
1068468,0,6
1068470,0,6
1068474,0,6
1068477,0,6
1068993,0,6
1068999,0,6
1069188,0,6
1069195,0,6
1069227,0,6
1069396,0,6
1069402,0,6
1069415,0,6
1069428,0,6
1069434,0,6
1069455,0,6
1069526,0,6
1069535,0,6
1069594,0,6
1069595,0,6
1069611,0,6
1069891,0,6
1069905,0,6
1070246,0,6
1070346,0,6
1070352,0,6
1071308,0,6
1071552,0,6
1071874,0,6
1072582,2,9
1072595,2,9
1073353,2,9
1073541,2,9
1073568,2,9
1073595,2,9
1073783,2,9
1073900,6,9
1074798,6,9
1074805,6,9
1075254,6,9
1075262,6,9
1075262,6,9
1075309,6,9
1075320,6,9
1075470,6,9
1075631,6,9
1075708,6,9
1075972,6,9
1076045,6,9
1076168,6,9
1076715,6,9
1076996,6,9
1077156,6,9
1077387,6,9
1077446,6,9
1078105,6,9
1078568,6,9
1078600,6,9
1079082,6,10
1079553,6,10
1079667,6,10
1079913,6,10
1079914,6,10
1081699,6,10
1082024,6,10
1084195,9,203
1084502,9,203
1085483,3,3
1088144,3,3
1088238,3,3
1089578,3,3
1089616,3,3
1089622,3,3
1089672,3,3
1090429,3,3
1090435,3,3
1090533,3,3
1090544,3,3
1091247,3,3
1091399,3,3
1091557,3,3
1091603,3,3
1091677,3,3
1092104,3,3
1093431,3,3
1093792,2,2
1095047,1,1
1095054,1,1
1095530,1,1
1095538,1,1
1096165,1,1
1096991,1,1
1097004,1,1
1097760,1,1
1097773,1,1
1098786,1,1
1101113,1,1
1102636,1,1
1103634,1,1
1104836,1,1
1104940,1,1
1105037,1,1
1105200,1,1
1106087,1,1
1106602,1,2
1107609,1,2
1107801,1,2
1108386,1,2
1109007,1,2
1109346,1,2
1110266,1,2
1110275,1,2
1110389,1,2
1111707,1,2
1113359,1,2
1118258,2,10
1118300,2,10
1118319,2,10
1118331,2,10
1118938,2,10
1120633,2,10
1121300,2,10
1124456,2,10
1124830,2,10
1124833,2,10
1124858,2,10
1125206,2,10
1126482,2,10
1133145,10,13
1133923,10,12
1134201,10,11
1135845,10,11
1137610,10,11
1137917,10,11
1139650,11,11
1143398,11,11
1143627,11,11
1143804,11,11
1145044,11,11
1145161,3,3
1145360,3,3
1146446,3,3
1147003,3,3
1147365,0,0
1147435,0,0
1149152,0,0
1149913,0,0
1150368,0,0
1150373,0,0
1150689,0,0
1153378,0,0
1153628,0,4
1153638,0,3
1154209,0,2
1155106,0,1
1155332,0,1
1155922,0,1
1158662,0,1
1160603,0,2
1160643,0,2
1160681,0,2
1160898,0,2
1160947,0,2
1161375,1,2
1162336,1,2
1162651,1,2
1163548,1,2
1163779,1,2
1164002,1,2
1164060,1,2
1164315,1,3
1164323,1,3
1164678,1,3
1164762,1,3
1165658,1,3
1165851,1,3
1166091,1,3
1166120,1,3
1167817,1,3
1168550,1,82
1168579,1,82
1169117,1,82
1169754,2,131
1171351,2,131
1172417,2,132
1172479,2,132
1172970,2,159
1173038,2,159
1173646,2,159
1173919,2,159
1174382,3,159
1174820,3,159
1174871,3,159
1174973,3,159
1175145,3,159
1175207,3,159
1175907,3,159
1176561,3,159
1176629,3,159
1176676,3,159
1176979,3,159
1177828,3,160
1177892,3,160
1178684,3,160
1180181,2,2
1182059,2,2
1182927,1,1
1182934,1,1
1183272,1,1
1183398,1,1
1183466,1,1
1184220,1,1
1184373,1,1
1185138,1,1
1185377,1,1
1185686,1,1
1185895,1,1
1187157,1,2
1187281,1,2
1187434,1,2
1188627,1,6
1189800,1,6
1190401,1,6
1190472,1,6
1190914,1,6
1192165,1,6
1192381,1,9
1193112,1,9
1193682,1,8
1194391,1,8
1196162,1,8
1196221,1,8
1198207,1,8
1199528,1,8
1199980,1,8
1200250,2,9
1202892,7,9
1204234,7,11
1204349,7,11
1204852,7,11
1205457,7,11
1205753,7,11
1205798,7,11
1206834,7,11
1207004,7,11
1207179,7,11
1207994,7,11
1208148,7,11
1209181,7,11
1210169,7,11
1211010,7,11
1211720,7,11
1212253,7,11
1213423,7,11
1214849,7,11
1215891,7,11
1216680,7,11
1217357,7,11
1217385,11,428
1217387,11,428
1217389,11,428
1218296,11,428
1218367,11,428
1218539,11,428
1219714,11,428
1219808,11,428
1219841,11,428
1220001,120,428
1220065,120,428
1220415,120,459
1220421,120,459
1221078,216,491
1222288,216,491
1222468,216,491
1222833,312,587
1222839,312,587
1223112,312,587
1224962,360,673
1224967,360,673
1224972,360,673
1224973,360,673
1225982,393,912
1226047,393,912
1226693,393,912
1226703,393,912
1226749,393,872
1227016,393,864
1227634,393,832
1227999,393,816
1228108,393,816
1228900,393,816
1228974,393,816
1230292,393,816
1230378,393,816
1232161,521,831
1232167,521,831
1232415,521,816
1232525,521,816
1232918,521,816
1232996,521,816
1234023,562,816
1234080,562,816
1234584,562,816
1234651,562,816
1235502,562,816
1235510,562,816
1235738,562,816
1235922,816,816
1235930,816,816
1235955,816,816
1236688,816,826
1236904,816,826
1237400,816,826
1237690,816,826
1237806,816,826
1237830,816,826
1237938,816,826
1238002,816,826
1238995,816,826
1239097,816,826
1239514,816,826
1239616,816,826
1240364,816,828
1240554,816,828
1240930,816,831
1241120,816,831
1242937,816,840
1243341,816,840
1243847,816,840
1244010,816,840
1244125,816,840
1244321,816,840
1244406,816,840
1246337,826,839
1246527,826,839
1247198,826,839
1247388,826,839
1247764,826,839
1247866,826,839
1247993,826,839
1248002,826,839
1248670,826,839
1249574,828,839
1249583,828,839
1249650,828,839
1250099,828,839
1250108,828,839
1250634,831,839
1250645,831,839
1250874,831,839
1250910,831,839
1251459,831,839
1251583,839,841
1251595,839,841
1251641,839,841
1252241,839,841
1252250,839,841
1253211,839,841
1253219,839,841
1253485,839,841
1254482,839,848
1254494,839,848
1254507,839,848
1254513,839,848
1254824,839,848
1254836,839,848
1255337,839,853
1255349,839,853
1255591,839,853
1255604,839,853
1255612,839,853
1255618,839,853
1255762,839,853
1256055,839,853
1256066,839,853
1256233,839,853
1256245,839,853
1256694,839,853
1256709,839,853
1257590,839,854
1257613,839,854
1258363,839,854
1259621,839,854
1259975,839,855
1259984,839,855
1261302,839,855
1261406,839,855
1262140,841,848
1262556,841,848
1266473,841,848
1266735,848,850
1266741,848,850
1266800,848,850
1268357,848,850
1268400,848,850
1268988,848,850
1269631,848,850
1270192,843,843
1278719,843,843
1285140,843,843
1285413,829,829
1285425,829,829
1285503,829,829
1285514,829,829
1288498,829,829
1288500,829,829
1288501,829,829
1288502,829,829
1288505,829,829
1288506,829,829
1288507,829,829
1288508,829,829
1288509,829,829
1288510,829,829
1288538,829,829
1288540,829,829
1288541,829,829
1288542,829,829
1288544,829,829
1288546,829,829
1288547,829,829
1288547,829,829
1288549,829,829
1288550,829,829
1288556,829,829
1288557,829,829
1288558,829,829
1288559,829,829
1288559,829,829
1288560,829,829
1288561,829,829
1288562,829,829
1288563,829,829
1288564,829,829
1288578,829,829
1288579,829,829
1288580,829,829
1288580,829,829
1288581,829,829
1288582,829,829
1288583,829,829
1288584,829,829
1288584,829,829
1288585,829,829
1288597,829,829
1288599,829,829
1288600,829,829
1288601,829,829
1288602,829,829
1288603,829,829
1288603,829,829
1288604,829,829
1288605,829,829
1288605,829,829
1288606,829,829
1288606,829,829
1288607,829,829
1288607,829,829
1288608,829,829
1288609,829,829
1288610,829,829
1288611,829,829
1288612,829,829
1288613,829,829
1288684,829,829
1288685,829,829
1288686,829,829
1288687,829,829
1288688,829,829
1288689,829,829
1288690,829,829
1288691,829,829
1288691,829,829
1288692,829,829
1288733,829,829
1288734,829,829
1288735,829,829
1288736,829,829
1288737,829,829
1288738,829,829
1288739,828,828
1288740,827,827
1288741,826,826
1288741,825,825
1288761,824,824
1288762,823,823
1288763,822,822
1288764,821,821
1288765,820,820
1288766,819,819
1288767,818,818
1288768,817,817
1288768,816,816
1288769,815,815
1288772,815,815
1288773,815,815
1288774,815,815
1288774,815,815
1288775,815,815
1288777,815,815
1288778,815,815
1288779,815,815
1288779,815,815
1288780,815,815
1288791,815,815
1288792,815,815
1288793,815,815
1288794,815,815
1288795,815,815
1288795,815,815
1288796,815,815
1288798,815,815
1288799,815,815
1288799,815,815
1288819,815,815
1288820,815,815
1288820,815,815
1288821,815,815
1288822,815,815
1288823,815,815
1288825,815,815
1288826,815,815
1288826,815,815
1288827,815,815
1288925,815,815
1288926,815,815
1288927,815,815
1288928,815,815
1288929,815,815
1288930,815,815
1288931,815,815
1288931,815,815
1288932,815,815
1288933,815,815
1288972,815,815
1288973,815,815
1288974,815,815
1288975,815,815
1288976,815,815
1288977,815,815
1288977,815,815
1288978,815,815
1288979,815,815
1288980,815,815
1288982,815,815
1288984,815,815
1288984,815,815
1288986,815,815
1288987,815,815
1288988,815,815
1288989,815,815
1288989,815,815
1288989,815,815
1288991,815,815
1289016,815,815
1289017,815,815
1289018,815,815
1289018,815,815
1289019,815,815
1289020,815,815
1289021,815,815
1289022,815,815
1289022,815,815
1289023,815,815
1289060,815,815
1289061,815,815
1289062,815,815
1289063,815,815
1289064,815,815
1289065,815,815
1289065,815,815
1289066,815,815
1289067,815,815
1289067,815,815
1289074,815,815
1289075,815,815
1289075,815,815
1289076,815,815
1289076,815,815
1289077,815,815
1289079,815,815
1289080,815,815
1289080,815,815
1289081,815,815
1294062,815,841
1294070,815,841
1294197,815,841
1294205,815,841
1294361,815,841
1294369,815,841
1298365,815,841
1298878,815,830
1298890,815,830
1300965,815,830
1300974,815,830
1303528,830,830
1303863,830,830
1303875,830,830
1303884,830,830
1306401,830,837
1306558,830,837
1306749,830,837
1307138,830,836
1307199,830,834
1307204,830,832
1307212,830,830
1307218,828,828
1307223,826,826
1307228,824,824
1307236,822,822
1307904,822,822
1308381,822,822
1308446,822,822
1308459,822,822
1308555,822,822
1308664,822,822
1308718,822,822
1308740,822,822
1308753,822,822
1309040,822,822
1309126,822,822
1309251,822,822
1310700,822,822
1311584,822,822
1311898,822,822
1312457,822,830
1314840,822,830
1314846,822,830
1315549,822,830
1320865,822,830
1322599,785,785
1323090,785,785
1324818,785,785
1325336,785,785
1325348,776,776
1325358,776,776
1326432,776,776
1326565,760,760
1326573,504,504
1326577,504,504
1326923,504,504
1327401,504,504
1327412,504,504
1327693,504,504
1327720,504,504
1327732,504,504
1329220,504,504
1329231,504,504
1329623,504,504
1329632,504,504
1329979,504,504
1329990,504,504
1330523,504,576
1330797,504,572
1331207,504,572
1331428,504,541
1331718,504,533
1331719,504,533
1331751,504,533
1331757,504,533
1332322,504,533
1332862,504,533
1333292,484,484
1333296,483,483
1333305,483,483
1333697,483,483
1333877,483,483
1333908,483,483
1333933,483,483
1333989,483,483
1334100,483,483
1334346,483,483
1334499,483,483
1334507,483,483
1334732,483,483
1334743,483,483
1335101,483,483
1335164,483,483
1335444,483,483
1335573,483,483
1335629,483,483
1335635,483,483
1335833,483,483
1335840,483,483
1336074,483,483
1336081,483,483
1336204,483,483
1336211,483,483
1336443,483,483
1336460,483,483
1336900,406,406
1337224,406,406
1337687,406,406
1337798,406,406
1337805,406,406
1338039,406,406
1338046,406,406
1338248,406,406
1338255,406,406
1338884,406,406
1338892,406,406
1339050,406,406
1339077,406,406
1339379,406,406
1339391,406,406
1339517,406,406
1339619,406,406
1339628,406,406
1339821,406,406
1339833,406,406
1339952,406,406
1340027,406,406
1340039,406,406
1340323,406,406
1340497,406,406
1341596,406,406
1342367,406,500
1342465,406,439
1342858,406,439
1342901,406,439
1342917,406,439
1343314,406,439
1343749,406,439
1345047,406,439
1346327,406,439
1347190,406,504
1347362,406,559
1347581,406,558
1347650,406,557
1350398,406,541
1352060,439,540
1354673,439,539
1355771,439,475
1356205,439,475
1357151,475,475
1357322,474,474
1357757,474,474
1358110,474,474
1358981,474,474
1359323,474,474
1359433,474,474
1364176,474,474
1364659,474,474
1364670,474,474
1367895,474,474
1369047,474,474
1370092,474,474
1373059,474,474
1377396,540,805
1377409,540,805
1377513,540,805
1377652,540,805
1377665,540,805
1377888,541,805
1377899,541,805
1378098,541,805
1378112,541,805
1378663,541,805
1378677,541,805
1379540,541,805
1379603,541,805
1379616,541,805
1379973,541,805
1379986,541,805
1380262,541,805
1380275,541,805
1383635,549,1058
1383646,549,1058
1383725,549,1058
1383990,550,1058
1384000,550,1058
1384634,550,1058
1384643,550,1058
1385744,550,1058
1385754,550,1058
1387085,802,1058
1387096,802,1058
1387307,802,1058
1387463,802,1059
1387465,802,1059
1387467,802,1059
1391220,932,932
1391667,932,932
1393117,932,932
1393793,932,932
1393865,932,932
1394829,932,932
1395293,932,932
1395325,803,803
1396316,739,739
1396747,738,738
1396769,738,738
1396849,738,738
1396956,738,738
1397058,738,738
1397231,738,738
1397415,738,738
1397418,738,738
1397513,738,738
1397697,738,738
1397778,738,738
1397988,738,738
1398022,738,738
1398100,738,738
1398322,738,738
1400084,738,738
1401187,738,738
1402489,738,788
1402490,738,756
1402490,724,724
1402491,692,692
1402491,660,660
1402491,628,628
1402492,596,596
1405037,595,595
1405136,594,594
1405578,530,530
1405632,274,274
1405777,274,274
1406122,274,274
1406220,274,274
1406726,274,274
1406865,274,274
1407055,274,274
1407300,274,274
1407947,274,274
1407966,274,274
1408060,274,274
1408185,274,274
1408211,274,274
1408508,274,274
1408575,274,274
1408587,274,274
1408593,274,274
1409270,274,274
1409276,274,274
1409728,274,561
1409817,274,561
1409965,274,561
1409971,274,561
1410261,274,561
1410265,274,561
1410273,274,561
1410467,274,561
1410639,274,561
1411096,274,561
1411787,274,579
1412093,274,579
1412173,274,579
1412627,274,579
1412633,274,579
1412672,274,579
1413095,274,579
1413871,274,579
1413886,274,579
1414467,274,579
1415279,274,638
1415305,274,638
1415333,274,638
1415387,274,638
1415839,274,638
1416584,274,638
1416595,274,638
1417022,274,638
1418383,274,638
1418570,274,638
1420198,511,671
1420212,511,671
1420343,512,671
1420356,512,671
1420358,512,671
1420532,512,671
1420645,513,701
1420657,513,701
1421033,513,701
1421034,513,701
1421035,513,701
1421035,513,701
1421037,513,701
1421045,513,701
1421045,513,701
1421063,577,701
1421075,577,701
1421297,577,701
1421310,577,701
1421418,577,701
1421431,577,701
1421532,577,701
1421545,577,701
1421651,577,701
1421665,577,701
1422347,577,701
1422358,577,701
1422482,577,701
1422671,577,701
1422749,577,701
1422890,577,701
1422903,577,701
1423078,577,701
1423091,577,701
1423221,577,701
1423234,577,701
1423330,577,701
1423788,577,701
1425415,577,701
1427786,577,701
1428994,663,952
1429007,663,952
1429519,663,960
1429531,663,960
1429688,663,960
1429703,663,960
1429817,663,960
1429828,663,960
1429994,663,960
1430001,663,960
1430038,663,960
1433996,663,960
1434201,663,960
1436935,929,970
1437002,929,970
1437118,929,970
1437169,929,970
1439831,929,970
1450078,983,983
1450253,982,982
1451143,981,981
1451599,981,981
1451643,981,981
1451774,981,981
1452032,981,981
1452139,980,980
1452667,980,980
1453164,980,980
1453556,980,980
1453660,980,980
1461112,980,983
1461119,980,983
1461300,980,983
1461306,980,983
1461477,980,983
1461486,980,983
1461705,980,983
1461760,980,983
1462063,980,983
1462072,980,983
1462116,976,976
1462139,976,976
1462220,976,976
1462227,976,976
1462624,976,976
1462630,976,976
1463135,976,976
1463142,976,976
1463333,976,976
1463339,976,976
1463529,976,976
1463536,976,976
1464094,976,976
1464101,976,976
1464718,976,976
1464725,976,976
1465709,976,976
1465717,976,976
1465946,976,983
1465954,976,983
1467378,952,952
1467379,920,920
1467379,888,888
1467379,856,856
1467380,824,824
1467380,792,792
1467381,760,760
1467431,760,760
1467431,760,760
1467431,760,760
1467432,760,760
1467433,760,760
1467433,760,760
1467435,760,760
1468436,760,760
1468581,760,760
1468593,760,760
1468699,760,760
1468724,760,760
1468829,760,760
1468840,760,760
1469428,760,760
1469429,760,760
1469430,760,760
1469431,760,760
1469431,760,760
1469432,760,760
1469433,760,760
1469434,760,760
1469435,760,760
1469435,760,760
1469501,760,760
1469501,760,760
1469502,760,760
1469503,760,760
1469504,760,760
1469505,760,760
1469505,760,760
1469506,760,760
1469507,760,760
1469508,760,760
1469590,760,760
1469643,760,760
1469779,760,760
1469791,760,760
1470000,760,760
1470033,760,760
1470061,760,760
1470255,760,760
1470266,760,760
1470266,760,760
1470488,760,760
1470500,760,760
1470525,760,760
1470548,760,760
1470559,760,760
1470580,760,760
1470819,760,760
1470831,760,760
1470965,760,760
1471120,760,760
1471191,760,760
1471201,760,760
1471245,760,972
1471255,760,972
1471257,760,972
1471752,760,972
1471978,760,972
1471990,760,972
1472325,760,972
1472355,760,972
1472635,760,972
1472650,760,972
1472850,760,972
1472864,760,972
1472874,760,972
1472885,760,972
1472885,760,963
1472896,760,961
1472900,760,961
1472906,760,961
1472916,760,961
1472930,760,961
1473109,760,961
1473121,760,961
1473377,760,961
1473389,760,961
1473534,760,955
1473547,760,955
1473737,760,955
1473751,760,955
1473852,760,955
1473865,760,955
1474238,760,955
1474438,760,955
1474477,760,955
1474755,760,955
1474787,760,955
1475325,760,955
1475376,760,955
1475400,760,955
1475422,760,955
1475429,760,955
1475608,760,955
1475625,760,955
1476029,760,955
1476320,760,955
1476394,760,955
1476595,760,955
1476721,760,955
1476780,760,955
1476798,760,955
1476968,760,955
1477013,760,955
1477019,760,955
1477121,760,955
1477170,760,955
1477182,760,955
1477183,760,955
1477207,760,955
1477230,760,955
1477289,760,955
1477359,760,955
1477537,760,955
1477584,760,955
1477605,760,956
1477615,760,956
1477617,760,956
1477663,760,956
1477673,760,956
1477684,760,956
1477899,760,956
1477932,760,956
1477933,760,956
1478030,760,956
1478114,760,956
1478229,760,956
1478230,760,956
1478241,760,956
1478331,760,956
1478388,760,956
1478457,760,956
1478533,760,956
1478552,760,956
1478562,760,956
1478583,760,956
1478717,760,956
1478805,760,956
1478815,760,956
1478855,760,956
1478882,760,956
1479058,760,984
1479169,760,984
1479249,760,984
1479260,760,984
1479385,760,984
1479637,760,984
1479644,760,984
1479941,760,984
1480084,760,984
1480107,760,984
1480129,760,984
1480349,760,984
1480354,760,984
1480357,760,984
1480742,760,984
1480759,760,984
1480793,760,984
1480971,760,984
1481044,760,984
1481242,948,984
1481276,948,984
1481440,948,984
1481466,948,984
1481505,948,984
1481676,948,984
1481714,948,984
1481719,948,984
1481732,948,984
1481966,948,1013
1482002,948,1013
1482062,949,1013
1482079,949,1013
1482191,949,1013
1482227,949,1013
1482439,949,1013
1482508,949,1013
1482648,949,1013
1482652,949,1013
1482677,949,1013
1482801,949,1013
1483143,949,1013
1483218,949,1013
1483235,949,1013
1483377,949,1013
1483465,949,1013
1483567,949,1013
1483801,949,1013
1483980,949,1018
1484134,949,1018
1484146,949,1018
1484151,949,1018
1484301,949,1018
1484423,949,1018
1484645,949,1018
1484665,949,1018
1484864,949,1018
1484914,949,1018
1484980,949,1018
1485014,949,1018
1485100,949,1019
1485144,949,1004
1485254,949,1004
1485456,949,1004
1485652,949,1004
1485675,949,1004
1485926,949,1004
1485988,949,1004
1486250,949,1004
1486273,949,1004
1486476,949,1004
1486607,949,1004
1486638,949,1004
1486752,949,1004
1486930,949,1004
1487239,949,1004
1487428,949,1004
1487474,949,1004
1487628,949,1004
1487722,949,988
1487829,949,987
1487835,949,987
1488072,949,987
1488078,949,987
1488084,949,987
1488130,949,987
1488412,949,987
1488442,949,987
1488449,949,987
1488455,949,987
1488488,949,987
1488680,949,987
1488747,949,987
1488857,949,987
1488929,949,987
1489149,955,987
1489155,955,987
1489158,955,987
1489220,955,987
1489349,955,987
1489356,955,987
1489466,955,987
1489541,955,987
1489752,955,987
1489758,955,987
1489969,955,987
1490046,955,987
1490404,955,987
1490410,955,987
1490494,955,987
1490612,955,987
1490640,955,987
1490648,955,987
1490655,955,987
1490660,955,987
1490789,955,987
1490931,955,987
1491159,955,986
1491170,955,986
1491205,955,986
1491318,955,986
1491327,955,976
1491716,955,976
1491769,955,976
1491775,955,976
1491857,955,976
1491880,955,976
1492290,955,976
1492517,976,976
1492593,976,976
1492605,976,976
1492959,976,976
1492961,976,976
1492993,976,976
1493005,976,976
1493028,976,976
1493040,976,976
1493130,976,976
1493205,976,976
1493216,976,976
1493377,976,976
1493390,976,976
1493451,976,976
1493562,976,976
1494119,976,976
1494140,976,976
1494276,976,976
1494287,976,976
1494462,976,976
1494475,976,976
1495105,976,976
1495116,976,976
1495150,976,976
1495183,976,976
1495477,976,984
1495489,976,984
1495491,976,984
1495598,976,984
1495609,976,984
1495879,976,984
1495948,976,984
1495955,976,984
1496011,976,983
1496047,976,983
