"Balance in $, x; Funds in $, x; Funds in Ƀ, x; Ƀ value in $, x; Trace 7, x; Trace 8, x","Balance in $, y","Funds in $, y","Funds in Ƀ, y","Ƀ value in $, y","RSI-14 below 30, x","RSI-14 below 30, y","RSI-14 above 70, x","RSI-14 above 70, y","RSI-14 value, x","RSI-14 value, y","Trace 7, y","Trace 8, y"
2017-12-05T04:00:00+00:00,10547.4748899563,10363.1459665606,0.016028602,11500,,,,,2017-12-05T19:00:00+00:00,62.9119460037,70,30
2017-12-05T05:00:00+00:00,10547.4707225198,10363.1459665606,0.016028602,11499.74,,,,,2017-12-05T20:00:00+00:00,62.6184443442,70,30
2017-12-05T06:00:00+00:00,10548.4358046483,10363.1459665606,0.016028602,11559.95,,,,,2017-12-05T21:00:00+00:00,53.1184143077,70,30
2017-12-05T07:00:00+00:00,10551.1316552244,10363.1459665606,0.016028602,11728.14,,,,,2017-12-05T22:00:00+00:00,48.2738030616,70,30
2017-12-05T08:00:00+00:00,10551.4092706117,10363.1459665606,0.016028602,11745.46,,,,,2017-12-05T23:00:00+00:00,52.0332338658,70,30
2017-12-05T09:00:00+00:00,10546.8747545196,10453.51455911,0.008014301,11649.2,,,,,2017-12-06T00:00:00+00:00,64.4453387326,70,30
2017-12-05T10:00:00+00:00,10546.5125081137,10453.51455911,0.008014301,11604,,,,,2017-12-06T01:00:00+00:00,67.2277089999,70,30
2017-12-05T11:00:00+00:00,10546.9024038582,10453.51455911,0.008014301,11652.65,,,,,2017-12-06T02:00:00+00:00,72.0615846789,70,30
2017-12-05T12:00:00+00:00,10547.3218723734,10453.51455911,0.008014301,11704.99,,,,,2017-12-06T03:00:00+00:00,76.2323959857,70,30
2017-12-05T13:00:00+00:00,10547.1268042866,10453.51455911,0.008014301,11680.65,,,,,2017-12-06T04:00:00+00:00,71.0343987024,70,30
2017-12-05T14:00:00+00:00,10547.6963806599,10453.51455911,0.008014301,11751.72,,,,,2017-12-06T05:00:00+00:00,70.4862437906,70,30
2017-12-05T15:00:00+00:00,10548.0921268442,10453.51455911,0.008014301,11801.1,,,,,2017-12-06T06:00:00+00:00,84.8203526429,70,30
2017-12-05T16:00:00+00:00,10546.8780403831,10453.51455911,0.008014301,11649.61,,,,,2017-12-06T07:00:00+00:00,85.4095710905,70,30
2017-12-05T17:00:00+00:00,10546.8314772942,10453.51455911,0.008014301,11643.8,,,,,2017-12-06T08:00:00+00:00,85.0192630643,70,30
2017-12-05T18:00:00+00:00,10547.2017380011,10453.51455911,0.008014301,11690,,,,,2017-12-06T09:00:00+00:00,85.5377220839,70,30
2017-12-05T19:00:00+00:00,10547.4799143895,10453.51455911,0.008014301,11724.71,,,,,2017-12-06T10:00:00+00:00,88.3812690581,70,30
2017-12-05T20:00:00+00:00,10547.9076376347,10453.51455911,0.008014301,11778.08,,,,,2017-12-06T11:00:00+00:00,76.9518638098,70,30
2017-12-05T21:00:00+00:00,10547.8584298265,10453.51455911,0.008014301,11771.94,,,,,2017-12-06T12:00:00+00:00,81.2656337741,70,30
2017-12-05T22:00:00+00:00,10547.4423273177,10453.51455911,0.008014301,11720.02,,,,,2017-12-06T13:00:00+00:00,79.667325593,70,30
2017-12-05T23:00:00+00:00,10547.0975520879,10453.51455911,0.008014301,11677,,,,,2017-12-06T14:00:00+00:00,79.5749467427,70,30
2017-12-06T00:00:00+00:00,10548.3536334863,10453.51455911,0.008014301,11833.73,,,,,2017-12-06T15:00:00+00:00,67.4047072062,70,30
2017-12-06T01:00:00+00:00,10549.2845746925,10453.51455911,0.008014301,11949.89,,,,,2017-12-06T16:00:00+00:00,65.4720296,70,30
2017-12-06T02:00:00+00:00,10550.9002577776,10453.51455911,0.008014301,12151.49,,,,,2017-12-06T17:00:00+00:00,63.5377878009,70,30
2017-12-06T03:00:00+00:00,10551.6977608718,10453.51455911,0.008014301,12251,,,,,2017-12-06T18:00:00+00:00,69.1484882692,70,30
2017-12-06T04:00:00+00:00,10549.3007545946,10500.411795315,0.0040071505,12200.43,,,,,2017-12-06T19:00:00+00:00,73.4060235007,70,30
2017-12-06T05:00:00+00:00,10549.4192460352,10500.411795315,0.0040071505,12230,,,,,2017-12-06T20:00:00+00:00,72.3592569511,70,30
2017-12-06T06:00:00+00:00,10549.9882614074,10500.411795315,0.0040071505,12372,,,,,2017-12-06T21:00:00+00:00,72.3610701127,70,30
2017-12-06T07:00:00+00:00,10550.0198377534,10500.411795315,0.0040071505,12379.88,,,,,2017-12-06T22:00:00+00:00,78.0924898069,70,30
2017-12-06T08:00:00+00:00,10550.0964544711,10500.411795315,0.0040071505,12399,,,,,2017-12-06T23:00:00+00:00,74.9768312012,70,30
2017-12-06T09:00:00+00:00,10550.3809621572,10500.411795315,0.0040071505,12470,,,,,2017-12-07T00:00:00+00:00,74.5861262117,70,30
2017-12-06T10:00:00+00:00,10551.6231788149,10500.411795315,0.0040071505,12780,,,,,2017-12-07T01:00:00+00:00,82.5538870726,70,30
2017-12-06T11:00:00+00:00,10550.8217487132,10500.411795315,0.0040071505,12580,,,,,2017-12-07T02:00:00+00:00,68.4761545031,70,30
2017-12-06T12:00:00+00:00,10551.3024464882,10500.411795315,0.0040071505,12699.96,,,,,2017-12-07T03:00:00+00:00,71.2444322791,70,30
2017-12-06T13:00:00+00:00,10551.0040740613,10500.411795315,0.0040071505,12625.5,,,,,2017-12-07T04:00:00+00:00,73.4418091561,70,30
2017-12-06T14:00:00+00:00,10551.6031430624,10500.411795315,0.0040071505,12775,,,,,2017-12-07T05:00:00+00:00,80.745502035,70,30
2017-12-06T15:00:00+00:00,10548.6851871833,10523.5526397297,0.0020035753,12543.85,,,,,2017-12-07T06:00:00+00:00,78.8259335743,70,30
2017-12-06T16:00:00+00:00,10548.8977464821,10523.5526397297,0.0020035753,12649.94,,,,,2017-12-07T07:00:00+00:00,80.345825929,70,30
2017-12-06T17:00:00+00:00,10548.9259167501,10523.5526397297,0.0020035753,12664,,,,,2017-12-07T08:00:00+00:00,81.2150288929,70,30
2017-12-06T18:00:00+00:00,10549.2546233064,10523.5526397297,0.0020035753,12828.06,,,,,2017-12-07T09:00:00+00:00,80.1733028247,70,30
2017-12-06T19:00:00+00:00,10549.8395470661,10523.5526397297,0.0020035753,13120,,,,,2017-12-07T10:00:00+00:00,81.3835702452,70,30
2017-12-06T20:00:00+00:00,10549.9797973339,10523.5526397297,0.0020035753,13190,,,,,2017-12-07T11:00:00+00:00,64.295205387,70,30
2017-12-06T21:00:00+00:00,10549.9958259359,10523.5526397297,0.0020035753,13198,,,,,2017-12-07T12:00:00+00:00,64.3816351689,70,30
2017-12-06T22:00:00+00:00,10550.9930253758,10523.5526397297,0.0020035753,13695.71,,,,,2017-12-07T13:00:00+00:00,68.5371728279,70,30
2017-12-06T23:00:00+00:00,10550.8483472066,10523.5526397297,0.0020035753,13623.5,,,,,2017-12-07T14:00:00+00:00,69.4684272897,70,30
2017-12-07T00:00:00+00:00,10551.3983286139,10523.5526397297,0.0020035753,13898,,,,,2017-12-07T15:00:00+00:00,71.6296995438,70,30
2017-12-07T01:00:00+00:00,10551.5826575373,10523.5526397297,0.0020035753,13990,,,,,2017-12-07T16:00:00+00:00,64.9551116572,70,30
2017-12-07T02:00:00+00:00,10550.8012631882,10523.5526397297,0.0020035753,13600,,,,,2017-12-07T17:00:00+00:00,68.2430770129,70,30
2017-12-07T03:00:00+00:00,10549.4114419509,10535.7370408403,0.0010017876,13650,,,,,2017-12-07T18:00:00+00:00,68.0176964393,70,30
2017-12-07T04:00:00+00:00,10549.7610658328,10535.7370408403,0.0010017876,13999,,,,,2017-12-07T19:00:00+00:00,61.8120254976,70,30
2017-12-07T05:00:00+00:00,10549.7820633014,10535.7370408403,0.0010017876,14019.96,,,,,2017-12-07T20:00:00+00:00,64.4803639022,70,30
2017-12-07T06:00:00+00:00,10549.7520497441,10535.7370408403,0.0010017876,13990,,,,,2017-12-07T21:00:00+00:00,63.6256247667,70,30
2017-12-07T07:00:00+00:00,10549.9462062041,10535.7370408403,0.0010017876,14183.81,,,,,2017-12-07T22:00:00+00:00,66.8239862038,70,30
2017-12-07T08:00:00+00:00,10550.2266366146,10535.7370408403,0.0010017876,14463.74,,,,,2017-12-07T23:00:00+00:00,66.7998582755,70,30
2017-12-07T09:00:00+00:00,10550.3811924097,10535.7370408403,0.0010017876,14618.02,,,,,2017-12-08T00:00:00+00:00,65.5599324705,70,30
2017-12-07T10:00:00+00:00,10550.6129860309,10535.7370408403,0.0010017876,14849.4,,,,,2017-12-08T01:00:00+00:00,74.7725871416,70,30
2017-12-07T11:00:00+00:00,10548.9234327219,10541.8351891962,0.0005008938,14151.19,,,,,2017-12-08T02:00:00+00:00,69.2141174655,70,30
2017-12-07T12:00:00+00:00,10549.1767848128,10541.8351891962,0.0005008938,14656.99,,,,,2017-12-08T03:00:00+00:00,62.603782729,70,30
2017-12-07T13:00:00+00:00,10549.3190937542,10541.8351891962,0.0005008938,14941.1,,,,,2017-12-08T04:00:00+00:00,51.4662638793,70,30
2017-12-07T14:00:00+00:00,10549.5108859954,10541.8351891962,0.0005008938,15324,,,,,2017-12-08T05:00:00+00:00,45.1343017975,70,30
2017-12-07T15:00:00+00:00,10549.6967176002,10541.8351891962,0.0005008938,15695,,,,,2017-12-08T06:00:00+00:00,57.8871817522,70,30
2017-12-07T16:00:00+00:00,10548.3085070185,10544.5768481073,0.0002504469,14900,,,,,2017-12-08T07:00:00+00:00,56.1583450437,70,30
2017-12-07T17:00:00+00:00,10548.4337304718,10544.5768481073,0.0002504469,15400,,,,,2017-12-08T08:00:00+00:00,47.5173738113,70,30
2017-12-07T18:00:00+00:00,10548.5126713369,10544.5768481073,0.0002504469,15715.2,,,,,2017-12-08T09:00:00+00:00,47.6164295696,70,30
2017-12-07T19:00:00+00:00,10548.3961659403,10544.5768481073,0.0002504469,15250.01,,,,,2017-12-08T10:00:00+00:00,40.2846550396,70,30
2017-12-07T20:00:00+00:00,10548.4805064406,10544.5768481073,0.0002504469,15586.77,,,,,2017-12-08T11:00:00+00:00,38.5822280588,70,30
2017-12-07T21:00:00+00:00,10548.4965976544,10544.5768481073,0.0002504469,15651.02,,,,,2017-12-08T12:00:00+00:00,25.7369299221,70,30
2017-12-07T22:00:00+00:00,10548.696699724,10544.5768481073,0.0002504469,16450,,,,,2017-12-08T13:00:00+00:00,30.9491549966,70,30
2017-12-07T23:00:00+00:00,10548.7342642555,10544.5768481073,0.0002504469,16599.99,,,,,2017-12-08T14:00:00+00:00,40.944403042,70,30
2017-12-08T00:00:00+00:00,10548.7390252512,10544.5768481073,0.0002504469,16619,,,,,2017-12-08T15:00:00+00:00,36.7634131902,70,30
2017-12-08T01:00:00+00:00,10548.7408109377,10544.5768481073,0.0002504469,16626.13,,,,,2017-12-08T16:00:00+00:00,36.0321956747,70,30
2017-12-08T02:00:00+00:00,10547.7065669871,10545.6466486922,0.0001252235,16449.94,,,,,2017-12-08T17:00:00+00:00,36.8451543822,70,30
2017-12-08T03:00:00+00:00,10547.6661273251,10545.6466486922,0.0001252235,16127,,,,,2017-12-08T18:00:00+00:00,45.1844491041,70,30
2017-12-08T04:00:00+00:00,10547.5838555162,10545.6466486922,0.0001252235,15470,,,,,2017-12-08T19:00:00+00:00,48.6048518772,70,30
2017-12-08T05:00:00+00:00,10547.5528664682,10545.6466486922,0.0001252235,15222.53,,,,,2017-12-08T20:00:00+00:00,42.8220102271,70,30
2017-12-08T06:00:00+00:00,10547.6001345651,10545.6466486922,0.0001252235,15600,,,,,2017-12-08T21:00:00+00:00,46.6451813929,70,30
2017-12-08T07:00:00+00:00,10547.6408334397,10545.6466486922,0.0001252235,15925.01,,,,,2017-12-08T22:00:00+00:00,52.178019683,70,30
2017-12-08T08:00:00+00:00,10547.5873617729,10545.6466486922,0.0001252235,15498,,,,,2017-12-08T23:00:00+00:00,60.2897622234,70,30
2017-12-08T09:00:00+00:00,10547.530248608,10545.6466486922,0.0001252235,15041.91,,,,,2017-12-09T00:00:00+00:00,58.6233838909,70,30
2017-12-08T10:00:00+00:00,10547.4932713745,10545.6466486922,0.0001252235,14746.62,,,,,2017-12-09T01:00:00+00:00,58.3476954118,70,30
2017-12-08T11:00:00+00:00,10547.4821878466,10545.6466486922,0.0001252235,14658.11,,,,,2017-12-09T02:00:00+00:00,59.3575841472,70,30
2017-12-08T12:00:00+00:00,10547.4880595743,10545.6466486922,0.0001252235,14705,,,,,2017-12-09T03:00:00+00:00,54.8232303804,70,30
2017-12-08T13:00:00+00:00,10469.1234266732,5272.8233243461,0.3435245529,15126.43,,,,,2017-12-09T04:00:00+00:00,39.6576495999,70,30
2017-12-08T14:00:00+00:00,10700.514694998,5272.8233243461,0.3435245529,15800.01,,,,,2017-12-09T05:00:00+00:00,45.0863237755,70,30
2017-12-08T15:00:00+00:00,10528.0619342098,5272.8233243461,0.3435245529,15298,,,,,2017-12-09T06:00:00+00:00,53.2961426203,70,30
2017-12-08T16:00:00+00:00,10432.5621085108,5272.8233243461,0.3435245529,15020,,,,,2017-12-09T07:00:00+00:00,61.0909760811,70,30
2017-12-08T17:00:00+00:00,10360.4219524073,5272.8233243461,0.3435245529,14810,,,,,2017-12-09T08:00:00+00:00,54.2477527569,70,30
2017-12-08T18:00:00+00:00,10435.9904835485,5272.8233243461,0.3435245529,15029.98,,,,,2017-12-09T09:00:00+00:00,50.8519707896,70,30
2017-12-08T19:00:00+00:00,10460.0440727408,5272.8233243461,0.3435245529,15100,,,,,2017-12-09T10:00:00+00:00,44.8284315372,70,30
2017-12-08T20:00:00+00:00,10429.470387535,5272.8233243461,0.3435245529,15011,,,,,2017-12-09T11:00:00+00:00,34.1732744079,70,30
2017-12-08T21:00:00+00:00,10642.1120857639,5272.8233243461,0.3435245529,15630,,,,,2017-12-09T12:00:00+00:00,31.7932073813,70,30
2017-12-08T22:00:00+00:00,10656.8115013813,5272.8233243461,0.3435245529,15672.79,,,,,2017-12-09T13:00:00+00:00,34.7099241516,70,30
2017-12-08T23:00:00+00:00,10700.5112597524,5272.8233243461,0.3435245529,15800,,,,,2017-12-09T14:00:00+00:00,37.6215450266,70,30
2017-12-09T00:00:00+00:00,10563.1014386029,5272.8233243461,0.3435245529,15400,,,,,2017-12-09T15:00:00+00:00,35.623568603,70,30
2017-12-09T01:00:00+00:00,10526.5469909316,5272.8233243461,0.3435245529,15293.59,,,,,2017-12-09T16:00:00+00:00,26.3445494152,70,30
2017-12-09T02:00:00+00:00,10575.1454094267,5272.8233243461,0.3435245529,15435.06,,,,,2017-12-09T17:00:00+00:00,20.0506748656,70,30
2017-12-09T03:00:00+00:00,10585.4167935576,5272.8233243461,0.3435245529,15464.96,,,,,2017-12-09T18:00:00+00:00,37.5002911134,70,30
2017-12-09T04:00:00+00:00,10476.4782873502,5272.8233243461,0.3435245529,15147.84,,,,,2017-12-09T19:00:00+00:00,38.4220384886,70,30
2017-12-09T05:00:00+00:00,10434.4377525695,5272.8233243461,0.3435245529,15025.46,,,,,2017-12-09T20:00:00+00:00,39.172575049,70,30
2017-12-09T06:00:00+00:00,10492.9262429418,5272.8233243461,0.3435245529,15195.72,,,,,2017-12-09T21:00:00+00:00,36.4560633706,70,30
2017-12-09T07:00:00+00:00,10563.1014386029,5272.8233243461,0.3435245529,15400,,,,,2017-12-09T22:00:00+00:00,40.8499785851,70,30
2017-12-09T08:00:00+00:00,10511.5727556718,5272.8233243461,0.3435245529,15250,,,,,2017-12-09T23:00:00+00:00,43.4697945788,70,30
2017-12-09T09:00:00+00:00,10475.4099259908,5272.8233243461,0.3435245529,15144.73,,,,,2017-12-10T00:00:00+00:00,43.4597576833,70,30
2017-12-09T10:00:00+00:00,10323.6648252498,5272.8233243461,0.3435245529,14703,,,,,2017-12-10T01:00:00+00:00,37.6727471851,70,30
2017-12-09T11:00:00+00:00,10370.724253748,5272.8233243461,0.3435245529,14839.99,,,,,2017-12-10T02:00:00+00:00,36.0335469848,70,30
2017-12-09T12:00:00+00:00,10338.0756802429,5272.8233243461,0.3435245529,14744.95,,,,,2017-12-10T03:00:00+00:00,30.0294096977,70,30
2017-12-09T13:00:00+00:00,10381.7678868058,2636.411662173,0.51683981,14985.99,,,,,2017-12-10T04:00:00+00:00,38.2705351242,70,30
2017-12-09T14:00:00+00:00,10281.5061320591,2636.411662173,0.51683981,14792,,,,,2017-12-10T05:00:00+00:00,38.2080549221,70,30
2017-12-09T15:00:00+00:00,10155.3196924416,2636.411662173,0.51683981,14547.85,,,,,2017-12-10T06:00:00+00:00,47.1607909591,70,30
2017-12-09T16:00:00+00:00,9887.6018392468,2636.411662173,0.51683981,14029.86,,,,,2017-12-10T07:00:00+00:00,52.8987353686,70,30
2017-12-09T17:00:00+00:00,9467.3593897157,2636.411662173,0.51683981,13216.76,,,,,2017-12-10T08:00:00+00:00,38.6153624411,70,30
2017-12-09T18:00:00+00:00,9891.0175242682,1318.2058310865,0.6091067252,14074.4,,,,,2017-12-10T09:00:00+00:00,42.644255195,70,30
2017-12-09T19:00:00+00:00,9879.2191270011,1318.2058310865,0.6091067252,14055.03,,,,,2017-12-10T10:00:00+00:00,41.0566447394,70,30
2017-12-09T20:00:00+00:00,10014.4225467941,1318.2058310865,0.6091067252,14277,,,,,2017-12-10T11:00:00+00:00,41.1700818562,70,30
2017-12-09T21:00:00+00:00,10028.3771818685,1318.2058310865,0.6091067252,14299.91,,,,,2017-12-10T12:00:00+00:00,38.8929381059,70,30
2017-12-09T22:00:00+00:00,10149.0351330638,1318.2058310865,0.6091067252,14498,,,,,2017-12-10T13:00:00+00:00,51.468544565,70,30
2017-12-09T23:00:00+00:00,10215.7262284061,1318.2058310865,0.6091067252,14607.49,,,,,2017-12-10T14:00:00+00:00,57.4138486387,70,30
2017-12-10T00:00:00+00:00,9946.0868632937,1318.2058310865,0.6091067252,14164.81,,,,,2017-12-10T15:00:00+00:00,65.2341493488,70,30
2017-12-10T01:00:00+00:00,9699.1610879641,1318.2058310865,0.6091067252,13759.42,,,,,2017-12-10T16:00:00+00:00,65.9496677562,70,30
2017-12-10T02:00:00+00:00,9519.8278859302,1318.2058310865,0.6091067252,13465,,,,,2017-12-10T17:00:00+00:00,73.2766336091,70,30
2017-12-10T03:00:00+00:00,9303.8751875771,1318.2058310865,0.6091067252,13110.46,,,,,2017-12-10T18:00:00+00:00,69.4316063556,70,30
2017-12-10T04:00:00+00:00,9612.4669277661,1318.2058310865,0.6091067252,13617.09,,,,,2017-12-10T19:00:00+00:00,76.9123634977,70,30
2017-12-10T05:00:00+00:00,9458.7649367287,1318.2058310865,0.6091067252,13364.75,,,,,2017-12-10T20:00:00+00:00,70.1733583585,70,30
2017-12-10T06:00:00+00:00,9694.8851587532,1318.2058310865,0.6091067252,13752.4,,,,,2017-12-10T21:00:00+00:00,58.615968454,70,30
2017-12-10T07:00:00+00:00,9522.4531359158,1318.2058310865,0.6091067252,13469.31,,,,,2017-12-10T22:00:00+00:00,64.1541020258,70,30
2017-12-10T08:00:00+00:00,9371.4129412675,1318.2058310865,0.6091067252,13221.34,,,,,2017-12-10T23:00:00+00:00,65.854355341,70,30
2017-12-10T09:00:00+00:00,9522.940421296,1318.2058310865,0.6091067252,13470.11,,,,,2017-12-11T00:00:00+00:00,66.7534043925,70,30
2017-12-10T10:00:00+00:00,9592.9146018872,1318.2058310865,0.6091067252,13584.99,,,,,2017-12-11T01:00:00+00:00,70.5092775365,70,30
2017-12-10T11:00:00+00:00,9611.4131731315,1318.2058310865,0.6091067252,13615.36,,,,,2017-12-11T02:00:00+00:00,72.0875131365,70,30
2017-12-10T12:00:00+00:00,9644.0856578714,1318.2058310865,0.6091067252,13669,,,,,2017-12-11T03:00:00+00:00,64.2461260654,70,30
2017-12-10T13:00:00+00:00,10299.7890475512,1318.2058310865,0.6091067252,14745.5,,,,,2017-12-11T04:00:00+00:00,63.8207880768,70,30
2017-12-10T14:00:00+00:00,10335.8359835487,1318.2058310865,0.6091067252,14804.68,,,,,2017-12-11T05:00:00+00:00,62.0536384313,70,30
2017-12-10T15:00:00+00:00,10463.7727601101,1318.2058310865,0.6091067252,15014.72,,,,,2017-12-11T06:00:00+00:00,71.4294145579,70,30
2017-12-10T16:00:00+00:00,10311.6666286927,1318.2058310865,0.6091067252,14765,,,,,2017-12-11T07:00:00+00:00,70.5784849992,70,30
2017-12-10T17:00:00+00:00,10332.3887440374,5791.4371969847,0.3045533626,14910.2,,,,,2017-12-11T08:00:00+00:00,68.9935374279,70,30
2017-12-10T18:00:00+00:00,10338.5864049663,5791.4371969847,0.3045533626,14930.55,,,,,2017-12-11T09:00:00+00:00,67.3918271295,70,30
2017-12-10T19:00:00+00:00,10416.0800080801,5791.4371969847,0.3045533626,15185,,,,,2017-12-11T10:00:00+00:00,71.7237913416,70,30
2017-12-10T20:00:00+00:00,10367.351470064,5791.4371969847,0.3045533626,15025,,,,,2017-12-11T11:00:00+00:00,89.2557408985,70,30
2017-12-10T21:00:00+00:00,10059.6934904847,7909.546750522,0.1522766813,14120,,,,,2017-12-11T12:00:00+00:00,88.962285748,70,30
2017-12-10T22:00:00+00:00,10080.9513151942,7909.546750522,0.1522766813,14259.6,,,,,2017-12-11T13:00:00+00:00,80.5064187622,70,30
2017-12-10T23:00:00+00:00,10146.6434755073,7909.546750522,0.1522766813,14691,,,,,2017-12-11T14:00:00+00:00,76.5461057414,70,30
2017-12-11T00:00:00+00:00,10179.9920687121,7909.546750522,0.1522766813,14910,,,,,2017-12-11T15:00:00+00:00,72.0849044876,70,30
2017-12-11T01:00:00+00:00,10261.3078165265,7909.546750522,0.1522766813,15444,,,,,2017-12-11T16:00:00+00:00,62.7794317426,70,30
2017-12-11T02:00:00+00:00,10289.9396319142,9090.7828467917,0.0761383407,15749.71,,,,,2017-12-11T17:00:00+00:00,62.0363327614,70,30
2017-12-11T03:00:00+00:00,10293.2508883491,9090.7828467917,0.0761383407,15793.2,,,,,2017-12-11T18:00:00+00:00,66.4056100221,70,30
2017-12-11T04:00:00+00:00,10294.4652948824,9090.7828467917,0.0761383407,15809.15,,,,,2017-12-11T19:00:00+00:00,72.2328120822,70,30
2017-12-11T05:00:00+00:00,10297.5725005644,9090.7828467917,0.0761383407,15849.96,,,,,2017-12-11T20:00:00+00:00,67.0287127648,70,30
2017-12-11T06:00:00+00:00,10336.6048208987,9090.7828467917,0.0761383407,16362.61,,,,,2017-12-11T21:00:00+00:00,63.8297658729,70,30
2017-12-11T07:00:00+00:00,10339.4516334556,9090.7828467917,0.0761383407,16400,,,,,2017-12-11T22:00:00+00:00,60.4608478993,70,30
2017-12-11T08:00:00+00:00,10324.5189062227,9703.0020121865,0.0380691703,16325.99,,,,,2017-12-11T23:00:00+00:00,51.5053374967,70,30
2017-12-11T09:00:00+00:00,10327.3364055185,9703.0020121865,0.0380691703,16400,,,,,2017-12-12T00:00:00+00:00,47.67374918,70,30
2017-12-11T10:00:00+00:00,10332.2583685498,9703.0020121865,0.0380691703,16529.29,,,,,2017-12-12T01:00:00+00:00,56.7584217876,70,30
2017-12-11T11:00:00+00:00,10323.6958507603,9703.0020121865,0.0380691703,16304.37,,,,,2017-12-12T02:00:00+00:00,48.3238378842,70,30
2017-12-11T12:00:00+00:00,10326.1943304087,9703.0020121865,0.0380691703,16370,,,,,2017-12-12T03:00:00+00:00,48.8194392647,70,30
2017-12-11T13:00:00+00:00,10319.3418797502,9703.0020121865,0.0380691703,16190,,,,,2017-12-12T04:00:00+00:00,48.7586238293,70,30
2017-12-11T14:00:00+00:00,10312.4640731208,10005.4364047945,0.0190345852,16129.99,,,,,2017-12-12T05:00:00+00:00,49.8271690987,70,30
2017-12-11T15:00:00+00:00,10315.6384708883,10005.4364047945,0.0190345852,16296.76,,,,,2017-12-12T06:00:00+00:00,54.7544897747,70,30
2017-12-11T16:00:00+00:00,10313.6413622131,10005.4364047945,0.0190345852,16191.84,,,,,2017-12-12T07:00:00+00:00,58.0755314505,70,30
2017-12-11T17:00:00+00:00,10313.8246652682,10005.4364047945,0.0190345852,16201.47,,,,,2017-12-12T08:00:00+00:00,54.0916861798,70,30
2017-12-11T18:00:00+00:00,10318.3269156967,10005.4364047945,0.0190345852,16438,,,,,2017-12-12T09:00:00+00:00,43.196750282,70,30
2017-12-11T19:00:00+00:00,10326.7596176154,10005.4364047945,0.0190345852,16881.02,,,,,2017-12-12T10:00:00+00:00,37.3192305189,70,30
2017-12-11T20:00:00+00:00,10329.5512298753,10005.4364047945,0.0190345852,17027.68,,,,,2017-12-12T11:00:00+00:00,41.6335650447,70,30
2017-12-11T21:00:00+00:00,10328.0916578851,10005.4364047945,0.0190345852,16951,,,,,2017-12-12T12:00:00+00:00,46.8911861535,70,30
2017-12-11T22:00:00+00:00,10324.5700692841,10005.4364047945,0.0190345852,16765.99,,,,,2017-12-12T13:00:00+00:00,66.9548501906,70,30
2017-12-11T23:00:00+00:00,10318.9360224219,10005.4364047945,0.0190345852,16470,,,,,2017-12-12T14:00:00+00:00,60.5299494569,70,30
2017-12-12T00:00:00+00:00,10318.080227473,10005.4364047945,0.0190345852,16425.04,,,,,2017-12-12T15:00:00+00:00,59.9238291572,70,30
2017-12-12T01:00:00+00:00,10321.4213682066,10005.4364047945,0.0190345852,16600.57,,,,,2017-12-12T16:00:00+00:00,70.2310575135,70,30
2017-12-12T02:00:00+00:00,10315.4768672603,10005.4364047945,0.0190345852,16288.27,,,,,2017-12-12T17:00:00+00:00,76.7622106443,70,30
2017-12-12T03:00:00+00:00,10312.5217479138,10005.4364047945,0.0190345852,16133.02,,,,,2017-12-12T18:00:00+00:00,80.239166288,70,30
2017-12-12T04:00:00+00:00,10311.3221883569,10005.4364047945,0.0190345852,16070,,,,,2017-12-12T19:00:00+00:00,77.8191071705,70,30
2017-12-12T05:00:00+00:00,10315.4761058769,10005.4364047945,0.0190345852,16288.23,,,,,2017-12-12T20:00:00+00:00,66.3753670811,70,30
2017-12-12T06:00:00+00:00,10318.1746390154,10005.4364047945,0.0190345852,16430,,,,,2017-12-12T21:00:00+00:00,62.4141213223,70,30
2017-12-12T07:00:00+00:00,10322.1344037667,10005.4364047945,0.0190345852,16638.03,,,,,2017-12-12T22:00:00+00:00,62.4150386216,70,30
2017-12-12T08:00:00+00:00,10322.1719018995,10005.4364047945,0.0190345852,16640,,,,,2017-12-12T23:00:00+00:00,51.2530562347,70,30
2017-12-12T09:00:00+00:00,10321.4103281472,10005.4364047945,0.0190345852,16599.99,,,,,2017-12-13T00:00:00+00:00,60.2037909207,70,30
2017-12-12T10:00:00+00:00,10319.9073573027,10005.4364047945,0.0190345852,16521.03,,,,,2017-12-13T01:00:00+00:00,58.3645362201,70,30
2017-12-12T11:00:00+00:00,10321.6770026853,10005.4364047945,0.0190345852,16614,,,,,2017-12-13T02:00:00+00:00,46.3011811545,70,30
2017-12-12T12:00:00+00:00,10322.3628187887,10005.4364047945,0.0190345852,16650.03,,,,,2017-12-13T03:00:00+00:00,33.7909344582,70,30
2017-12-12T13:00:00+00:00,10332.5014002297,10005.4364047945,0.0190345852,17182.67,,,,,2017-12-13T04:00:00+00:00,37.4637861104,70,30
2017-12-12T14:00:00+00:00,10327.3993700227,10005.4364047945,0.0190345852,16914.63,,,,,2017-12-13T05:00:00+00:00,39.5754082709,70,30
2017-12-12T15:00:00+00:00,10330.071254742,10005.4364047945,0.0190345852,17055,,,,,2017-12-13T06:00:00+00:00,35.8465653578,70,30
2017-12-12T16:00:00+00:00,10331.1366204735,10005.4364047945,0.0190345852,17110.97,,,,,2017-12-13T07:00:00+00:00,33.237614188,70,30
2017-12-12T17:00:00+00:00,10332.2524278558,10005.4364047945,0.0190345852,17169.59,,,,,2017-12-13T08:00:00+00:00,32.8592655487,70,30
