"Helleroed Kaer flow (m3/s), x","Helleroed Kaer flow (m3/s), y","Helleroed Kaer vanddybde / 10 (m), x","Helleroed Kaer vanddybde / 10 (m), y"
2017-08-10 01:16:35,0.0209267664,2017-08-09 19:26:35,0.02252061
2017-08-10 01:26:35,0.0202494743,2017-08-09 19:36:35,0.02245867
2017-08-10 01:36:35,0.0194644311,2017-08-09 19:46:35,0.02213872
2017-08-10 01:46:35,0.0184864178,2017-08-09 19:56:35,0.02179524
2017-08-10 01:56:35,0.0178154457,2017-08-09 20:06:35,0.02165267
2017-08-10 02:06:35,0.0173511748,2017-08-09 20:16:35,0.02147257
2017-08-10 02:16:35,0.0175947947,2017-08-09 20:26:35,0.02132816
2017-08-10 02:26:35,0.0176996382,2017-08-09 20:36:35,0.02127428
2017-08-10 02:36:35,0.0176945538,2017-08-09 20:46:35,0.02129577
2017-08-10 02:46:35,0.0180656225,2017-08-09 20:56:35,0.02141062
2017-08-10 02:56:35,0.0185857614,2017-08-09 21:06:35,0.02156554
2017-08-10 03:06:35,0.0186907991,2017-08-09 21:16:35,0.02194792
2017-08-10 03:16:35,0.0189378563,2017-08-09 21:26:35,0.02237095
2017-08-10 03:26:35,0.0191444226,2017-08-09 21:36:35,0.02276412
2017-08-10 03:36:35,0.0187394253,2017-08-09 21:46:35,0.02283891
2017-08-10 03:46:35,0.0187240822,2017-08-09 21:56:35,0.02281002
2017-08-10 03:56:35,0.018912257,2017-08-09 22:06:35,0.02280613
2017-08-10 04:06:35,0.0187618282,2017-08-09 22:16:35,0.02273193
2017-08-10 04:16:35,0.0187826793,2017-08-09 22:26:35,0.02268768
2017-08-10 04:26:35,0.0192543387,2017-08-09 22:36:35,0.02246499
2017-08-10 04:36:35,0.0196437236,2017-08-09 22:46:35,0.0223656
2017-08-10 04:46:35,0.0203706052,2017-08-09 22:56:35,0.02242764
2017-08-10 04:56:35,0.0204349972,2017-08-09 23:06:35,0.02255708
2017-08-10 05:06:35,0.0202038644,2017-08-09 23:16:35,0.02270052
2017-08-10 05:16:35,0.0192180556,2017-08-09 23:26:35,0.0227224
2017-08-10 05:26:35,0.0184932097,2017-08-09 23:36:35,0.02273427
2017-08-10 05:36:35,0.0177140549,2017-08-09 23:46:35,0.02300462
2017-08-10 05:46:35,0.0176589862,2017-08-09 23:56:35,0.02334284
2017-08-10 05:56:35,0.0176311452,2017-08-10 00:06:35,0.02354707
2017-08-10 06:06:35,0.0183757657,2017-08-10 00:16:35,0.02369362
2017-08-10 06:16:35,0.0196130065,2017-08-10 00:26:35,0.02390737
2017-08-10 06:26:35,0.0210495436,2017-08-10 00:36:35,0.02413017
2017-08-10 06:36:35,0.0217151177,2017-08-10 00:46:35,0.02413435
2017-08-10 06:46:35,0.0223304374,2017-08-10 00:56:35,0.02403146
2017-08-10 06:56:35,0.0227896586,2017-08-10 01:06:35,0.02396008
2017-08-10 07:06:35,0.0233455719,2017-08-10 01:16:35,0.02412521
2017-08-10 07:16:35,0.0235578243,2017-08-10 01:26:35,0.02423656
2017-08-10 07:26:35,0.0237861822,2017-08-10 01:36:35,0.02446091
2017-08-10 07:36:35,0.0231976435,2017-08-10 01:46:35,0.02457255
2017-08-10 07:46:35,0.0228797509,2017-08-10 01:56:35,0.02478328
2017-08-10 07:56:35,0.0231823877,2017-08-10 02:06:35,0.02501308
2017-08-10 08:06:35,0.023327233,2017-08-10 02:16:35,0.02534052
2017-08-10 08:16:35,0.0227676606,2017-08-10 02:26:35,0.02548989
2017-08-10 08:26:35,0.0224867318,2017-08-10 02:36:35,0.02569742
2017-08-10 08:36:35,0.0223874147,2017-08-10 02:46:35,0.02602485
2017-08-10 08:46:35,0.0223891409,2017-08-10 02:56:35,0.0261749
2017-08-10 08:56:35,0.0226113979,2017-08-10 03:06:35,0.02653404
2017-08-10 09:06:35,0.0226705631,2017-08-10 03:16:35,0.026889
2017-08-10 09:16:35,0.0229991062,2017-08-10 03:26:35,0.02693237
2017-08-10 09:26:35,0.0234132092,2017-08-10 03:36:35,0.02719222
2017-08-10 09:36:35,0.0244877006,2017-08-10 03:46:35,0.02728635
2017-08-10 09:46:35,0.0251687702,2017-08-10 03:56:35,0.02771891
2017-08-10 09:56:35,0.0252578062,2017-08-10 04:06:35,0.02808962
2017-08-10 10:06:35,0.0253604486,2017-08-10 04:16:35,0.02863392
2017-08-10 10:16:35,0.0254460719,2017-08-10 04:26:35,0.02875188
2017-08-10 10:26:35,0.0248407121,2017-08-10 04:36:35,0.02902534
2017-08-10 10:36:35,0.0243915591,2017-08-10 04:46:35,0.02905841
2017-08-10 10:46:35,0.0237236084,2017-08-10 04:56:35,0.02923997
2017-08-10 10:56:35,0.0229710107,2017-08-10 05:06:35,0.02920418
2017-08-10 11:06:35,0.0224212935,2017-08-10 05:16:35,0.0293518
2017-08-10 11:16:35,0.022137905,2017-08-10 05:26:35,0.02968235
2017-08-10 11:26:35,0.0209737803,2017-08-10 05:36:35,0.03053735
2017-08-10 11:36:35,0.0203657523,2017-08-10 05:46:35,0.0314122
2017-08-10 11:46:35,0.0203895147,2017-08-10 05:56:35,0.03178485
2017-08-10 11:56:35,0.0196703695,2017-08-10 06:06:35,0.03183338
2017-08-10 12:06:35,0.0189236779,2017-08-10 06:16:35,0.03161856
2017-08-10 12:16:35,0.0188843875,2017-08-10 06:26:35,0.03151635
2017-08-10 12:26:35,0.019166658,2017-08-10 06:36:35,0.03150235
2017-08-10 12:36:35,0.0196052381,2017-08-10 06:46:35,0.03179263
2017-08-10 12:46:35,0.0191575055,2017-08-10 06:56:35,0.03149982
2017-08-10 12:56:35,0.018444898,2017-08-10 07:06:35,0.03157392
2017-08-10 13:06:35,0.0174054051,2017-08-10 07:16:35,0.03171921
2017-08-10 13:16:35,0.016737182,2017-08-10 07:26:35,0.03122014
2017-08-10 13:26:35,0.0158667817,2017-08-10 07:36:35,0.03077279
2017-08-10 13:36:35,0.0146848708,2017-08-10 07:46:35,0.03076258
2017-08-10 13:46:35,0.0143693656,2017-08-10 07:56:35,0.03106045
2017-08-10 13:56:35,0.014656848,2017-08-10 08:06:35,0.03129871
2017-08-10 14:06:35,0.0152086112,2017-08-10 08:16:35,0.03141706
2017-08-10 14:16:35,0.0155855894,2017-08-10 08:26:35,0.03125349
2017-08-10 14:26:35,0.0153813469,2017-08-10 08:36:35,0.03063276
2017-08-10 14:36:35,0.0159131109,2017-08-10 08:46:35,0.03088045
2017-08-10 14:46:35,0.0166272989,2017-08-10 08:56:35,0.0312815
2017-08-10 14:56:35,0.0167158929,2017-08-10 09:06:35,0.03112999
2017-08-10 15:06:35,0.0167636408,2017-08-10 09:16:35,0.0308964
2017-08-10 15:16:35,0.017196381,2017-08-10 09:26:35,0.03019922
2017-08-10 15:26:35,0.0175517225,2017-08-10 09:36:35,0.0297054
2017-08-10 15:36:35,0.0175894052,2017-08-10 09:46:35,0.02959823
2017-08-10 15:46:35,0.0175641458,2017-08-10 09:56:35,0.02920467
2017-08-10 15:56:35,0.0173574287,2017-08-10 10:06:35,0.02868915
2017-08-10 16:06:35,0.0174628308,2017-08-10 10:16:35,0.02833702
2017-08-10 16:16:35,0.0172996928,2017-08-10 10:26:35,0.02791837
2017-08-10 16:26:35,0.0170535029,2017-08-10 10:36:35,0.02750059
2017-08-10 16:36:35,0.0169636097,2017-08-10 10:46:35,0.02709118
2017-08-10 16:46:35,0.0166371325,2017-08-10 10:56:35,0.02650817
2017-08-10 16:56:35,0.0164665393,2017-08-10 11:06:35,0.02616217
2017-08-10 17:06:35,0.0161632808,2017-08-10 11:16:35,0.02580118
2017-08-10 17:16:35,0.0155929402,2017-08-10 11:26:35,0.02557051
2017-08-10 17:26:35,0.0150992013,2017-08-10 11:36:35,0.02515195
2017-08-10 17:36:35,0.0141329072,2017-08-10 11:46:35,0.0250088
2017-08-10 17:46:35,0.0134493082,2017-08-10 11:56:35,0.02460162
2017-08-10 17:56:35,0.0127177036,2017-08-10 12:06:35,0.02449436
2017-08-10 18:06:35,0.0123037633,2017-08-10 12:16:35,0.02435024
2017-08-10 18:16:35,0.0123041464,2017-08-10 12:26:35,0.02437757
2017-08-10 18:26:35,0.0125946206,2017-08-10 12:36:35,0.0245638
2017-08-10 18:36:35,0.0134393549,2017-08-10 12:46:35,0.02498741
2017-08-10 18:46:35,0.0145515339,2017-08-10 12:56:35,0.02502037
2017-08-10 18:56:35,0.0158668842,2017-08-10 13:06:35,0.02519785
2017-08-10 19:06:35,0.0167988194,2017-08-10 13:16:35,0.02524832
2017-08-10 19:16:35,0.017455827,2017-08-10 13:26:35,0.02560921
2017-08-10 19:26:35,0.0184684142,2017-08-10 13:36:35,0.02583317
2017-08-10 19:36:35,0.0192505559,2017-08-10 13:46:35,0.02619717
2017-08-10 19:46:35,0.0200948673,2017-08-10 13:56:35,0.02634528
2017-08-10 19:56:35,0.0208803997,2017-08-10 14:06:35,0.02685535
2017-08-10 20:06:35,0.0217508005,2017-08-10 14:16:35,0.02683104
2017-08-10 20:16:35,0.022649337,2017-08-10 14:26:35,0.026995
2017-08-10 20:26:35,0.02356238,2017-08-10 14:36:35,0.02702855
2017-08-10 20:36:35,0.0239398402,2017-08-10 14:46:35,0.0271574
2017-08-10 20:46:35,0.0239868887,2017-08-10 14:56:35,0.02754279
2017-08-10 20:56:35,0.0240488052,2017-08-10 15:06:35,0.02738768
2017-08-10 21:06:35,0.0239394574,2017-08-10 15:16:35,0.02758344
2017-08-10 21:16:35,0.0239398886,2017-08-10 15:26:35,0.02769071
2017-08-10 21:26:35,0.0237485654,2017-08-10 15:36:35,0.02766523
2017-08-10 21:36:35,0.0240686766,2017-08-10 15:46:35,0.02767914
2017-08-10 21:46:35,0.024087136,2017-08-10 15:56:35,0.02745887
2017-08-10 21:56:35,0.0242386742,2017-08-10 16:06:35,0.02749018
2017-08-10 22:06:35,0.0238909794,2017-08-10 16:16:35,0.02747482
2017-08-10 22:16:35,0.0229694935,2017-08-10 16:26:35,0.02759035
2017-08-10 22:26:35,0.0220642775,2017-08-10 16:36:35,0.02767515
2017-08-10 22:36:35,0.0211030954,2017-08-10 16:46:35,0.02790368
2017-08-10 22:46:35,0.0205247498,2017-08-10 16:56:35,0.02798177
2017-08-10 22:56:35,0.0201911248,2017-08-10 17:06:35,0.02818133
2017-08-10 23:06:35,0.0198997243,2017-08-10 17:16:35,0.02831796
2017-08-10 23:16:35,0.0200723981,2017-08-10 17:26:35,0.02885438
2017-08-10 23:26:35,0.0200659379,2017-08-10 17:36:35,0.02915468
2017-08-10 23:36:35,0.0203444854,2017-08-10 17:46:35,0.02970763
2017-08-10 23:46:35,0.019831415,2017-08-10 17:56:35,0.03034101
2017-08-10 23:56:35,0.0190430976,2017-08-10 18:06:35,0.0308292
2017-08-11 00:06:35,0.0189806114,2017-08-10 18:16:35,0.03146743
2017-08-11 00:16:35,0.0188021092,2017-08-10 18:26:35,0.03191176
2017-08-11 00:26:35,0.0189625733,2017-08-10 18:36:35,0.03232147
2017-08-11 00:36:35,0.0190822958,2017-08-10 18:46:35,0.03238876
2017-08-11 00:46:35,0.0188795569,2017-08-10 18:56:35,0.03243535
2017-08-11 00:56:35,0.0190532551,2017-08-10 19:06:35,0.03243661
2017-08-11 01:06:35,0.0195227499,2017-08-10 19:16:35,0.03241327
2017-08-11 01:16:35,0.020601741,2017-08-10 19:26:35,0.03235687
2017-08-11 01:26:35,0.0203754695,2017-08-10 19:36:35,0.03235978
2017-08-11 01:36:35,0.0198692658,2017-08-10 19:46:35,0.03227401
2017-08-11 01:46:35,0.0203937286,2017-08-10 19:56:35,0.03209109
2017-08-11 01:56:35,0.019828912,2017-08-10 20:06:35,0.03171785
2017-08-11 02:06:35,0.0199145778,2017-08-10 20:16:35,0.0313662
2017-08-11 02:16:35,0.020283491,2017-08-10 20:26:35,0.0309388
2017-08-11 02:26:35,0.0196343924,2017-08-10 20:36:35,0.03045129
2017-08-11 02:36:35,0.0196600484,2017-08-10 20:46:35,0.02983688
2017-08-11 02:46:35,0.0198163973,2017-08-10 20:56:35,0.02921254
2017-08-11 02:56:35,0.0197219344,2017-08-10 21:06:35,0.02862779
2017-08-11 03:06:35,0.0186357386,2017-08-10 21:16:35,0.02820573
2017-08-11 03:16:35,0.0175530191,2017-08-10 21:26:35,0.02775343
2017-08-11 03:26:35,0.0172315749,2017-08-10 21:36:35,0.02710518
2017-08-11 03:36:35,0.0162198522,2017-08-10 21:46:35,0.02656438
2017-08-11 03:46:35,0.016848219,2017-08-10 21:56:35,0.02608184
2017-08-11 03:56:35,0.0176059613,2017-08-10 22:06:35,0.02568263
2017-08-11 04:06:35,0.0173547971,2017-08-10 22:16:35,0.02521828
2017-08-11 04:16:35,0.0174051539,2017-08-10 22:26:35,0.02495357
2017-08-11 04:26:35,0.0178612539,2017-08-10 22:36:35,0.02460551
2017-08-11 04:36:35,0.0173719636,2017-08-10 22:46:35,0.02439283
2017-08-11 04:46:35,0.0173362606,2017-08-10 22:56:35,0.02417237
2017-08-11 04:56:35,0.0171007204,2017-08-10 23:06:35,0.02396679
2017-08-11 05:06:35,0.0171332373,2017-08-10 23:16:35,0.02377356
2017-08-11 05:16:35,0.0167557438,2017-08-10 23:26:35,0.02368117
2017-08-11 05:26:35,0.0170369905,2017-08-10 23:36:35,0.02357789
2017-08-11 05:36:35,0.0176385819,2017-08-10 23:46:35,0.02358003
2017-08-11 05:46:35,0.016810181,2017-08-10 23:56:35,0.02356642
2017-08-11 05:56:35,0.0163995353,2017-08-11 00:06:35,0.02350856
2017-08-11 06:06:35,0.016356985,2017-08-11 00:16:35,0.0235142
2017-08-11 06:16:35,0.0159334029,2017-08-11 00:26:35,0.02345954
2017-08-11 06:26:35,0.0163835479,2017-08-11 00:36:35,0.02338067
2017-08-11 06:36:35,0.0173059172,2017-08-11 00:46:35,0.02320592
2017-08-11 06:46:35,0.0177259901,2017-08-11 00:56:35,0.02316722
2017-08-11 06:56:35,0.0179606338,2017-08-11 01:06:35,0.02305733
2017-08-11 07:06:35,0.0179894427,2017-08-11 01:16:35,0.02296611
2017-08-11 07:16:35,0.0180666936,2017-08-11 01:26:35,0.02292604
2017-08-11 07:26:35,0.0173039531,2017-08-11 01:36:35,0.02288345
2017-08-11 07:36:35,0.0177149643,2017-08-11 01:46:35,0.02289113
2017-08-11 07:46:35,0.0174363217,2017-08-11 01:56:35,0.02285485
2017-08-11 07:56:35,0.0176286776,2017-08-11 02:06:35,0.02285661
2017-08-11 08:06:35,0.0184764929,2017-08-11 02:16:35,0.02282558
2017-08-11 08:16:35,0.0192388667,2017-08-11 02:26:35,0.02284766
2017-08-11 08:26:35,0.0186356293,2017-08-11 02:36:35,0.02284581
2017-08-11 08:36:35,0.0191392752,2017-08-11 02:46:35,0.02286118
2017-08-11 08:46:35,0.0192433523,2017-08-11 02:56:35,0.02289259
2017-08-11 08:56:35,0.0193837246,2017-08-11 03:06:35,0.02297486
2017-08-11 09:06:35,0.0192956052,2017-08-11 03:16:35,0.02299003
2017-08-11 09:16:35,0.0194603285,2017-08-11 03:26:35,0.02293654
2017-08-11 09:26:35,0.0191684431,2017-08-11 03:36:35,0.02291116
2017-08-11 09:36:35,0.0196019727,2017-08-11 03:46:35,0.02281255
2017-08-11 09:46:35,0.0198062367,2017-08-11 03:56:35,0.02272921
2017-08-11 09:56:35,0.0194827258,2017-08-11 04:06:35,0.02288247
2017-08-11 10:06:35,0.0189660459,2017-08-11 04:16:35,0.02290066
2017-08-11 10:16:35,0.0192880038,2017-08-11 04:26:35,0.02300637
2017-08-11 10:26:35,0.0192587199,2017-08-11 04:36:35,0.02313483
2017-08-11 10:36:35,0.0192734121,2017-08-11 04:46:35,0.02308883
2017-08-11 10:46:35,0.0189243919,2017-08-11 04:56:35,0.02291845
2017-08-11 10:56:35,0.0186874104,2017-08-11 05:06:35,0.02281955
2017-08-11 11:06:35,0.018674194,2017-08-11 05:16:35,0.02287732
2017-08-11 11:16:35,0.0184212922,2017-08-11 05:26:35,0.02282121
2017-08-11 11:26:35,0.0184881476,2017-08-11 05:36:35,0.02282169
2017-08-11 11:36:35,0.0185444448,2017-08-11 05:46:35,0.02294053
2017-08-11 11:46:35,0.0180988234,2017-08-11 05:56:35,0.02304429
2017-08-11 11:56:35,0.017081418,2017-08-11 06:06:35,0.02303885
2017-08-11 12:06:35,0.0160289377,2017-08-11 06:16:35,0.023341
2017-08-11 12:16:35,0.0155061774,2017-08-11 06:26:35,0.02319153
2017-08-11 12:26:35,0.0152847409,2017-08-11 06:36:35,0.0232315
2017-08-11 12:36:35,0.0143110571,2017-08-11 06:46:35,0.02335413
2017-08-11 12:46:35,0.0119212264,2017-08-11 06:56:35,0.02314845
2017-08-11 12:56:35,0.0100959115,2017-08-11 07:06:35,0.02320329
2017-08-11 13:06:35,0.0086570389,2017-08-11 07:16:35,0.02320184
2017-08-11 13:16:35,0.007829985,2017-08-11 07:26:35,0.02301327
2017-08-11 13:36:35,0.0074590128,2017-08-11 07:36:35,0.02306578
2017-08-11 13:46:35,0.0081421585,2017-08-11 07:46:35,0.02314592
2017-08-11 13:56:35,0.0092912675,2017-08-11 07:56:35,0.02313678
2017-08-11 14:06:35,0.0118248279,2017-08-11 08:06:35,0.02330735
2017-08-11 14:16:35,0.0145227121,2017-08-11 08:16:35,0.02337873
2017-08-11 14:26:35,0.0156607141,2017-08-11 08:26:35,0.02309399
2017-08-11 14:36:35,0.0154165446,2017-08-11 08:36:35,0.0229241
2017-08-11 14:46:35,0.015818082,2017-08-11 08:46:35,0.02277394
2017-08-11 14:56:35,0.0151335326,2017-08-11 08:56:35,0.02267631
2017-08-11 15:06:35,0.0150452341,2017-08-11 09:06:35,0.02253734
2017-08-11 15:16:35,0.0148511641,2017-08-11 09:16:35,0.02240216
2017-08-11 15:26:35,0.0151653081,2017-08-11 09:26:35,0.02221944
2017-08-11 15:36:35,0.0154552357,2017-08-11 09:36:35,0.02211023
2017-08-11 15:46:35,0.0156785303,2017-08-11 09:46:35,0.02190776
2017-08-11 15:56:35,0.0157404888,2017-08-11 09:56:35,0.02158547
2017-08-11 16:06:35,0.0153833801,2017-08-11 10:06:35,0.02145069
2017-08-11 16:16:35,0.0150397901,2017-08-11 10:16:35,0.02118598
2017-08-11 16:26:35,0.0149952093,2017-08-11 10:26:35,0.02092487
2017-08-11 16:36:35,0.0147087039,2017-08-11 10:36:35,0.02078162
2017-08-11 16:46:35,0.0147051633,2017-08-11 10:46:35,0.02070489
2017-08-11 16:56:35,0.0144699042,2017-08-11 10:56:35,0.02042579
2017-08-11 17:06:35,0.0146269998,2017-08-11 11:06:35,0.0201252
2017-08-11 17:16:35,0.0151663225,2017-08-11 11:16:35,0.01991106
2017-08-11 17:26:35,0.0144287624,2017-08-11 11:26:35,0.01971676
2017-08-11 17:36:35,0.0142976325,2017-08-11 11:36:35,0.01946488
2017-08-11 17:46:35,0.0141942926,2017-08-11 11:46:35,0.01923402
2017-08-11 17:56:35,0.0138032204,2017-08-11 11:56:35,0.0191497
2017-08-11 18:06:35,0.0136266939,2017-08-11 12:06:35,0.01900218
2017-08-11 18:16:35,0.0133044059,2017-08-11 12:16:35,0.01894772
2017-08-11 18:26:35,0.0133248671,2017-08-11 12:26:35,0.01882334
2017-08-11 18:36:35,0.0135737212,2017-08-11 12:36:35,0.01866803
2017-08-11 18:46:35,0.0139254879,2017-08-11 12:46:35,0.01852031
2017-08-11 18:56:35,0.0143373333,2017-08-11 12:56:35,0.01830724
2017-08-11 19:06:35,0.0139293089,2017-08-11 13:06:35,0.01803339
2017-08-11 19:16:35,0.0145340942,2017-08-11 13:16:35,0.01787128
2017-08-11 19:26:35,0.014989099,2017-08-11 13:26:35,0.01779844
2017-08-11 19:36:35,0.0153349475,2017-08-11 13:36:35,0.01774213
2017-08-11 19:46:35,0.0160467759,2017-08-11 13:46:35,0.01782178
2017-08-11 19:56:35,0.0163360635,2017-08-11 13:56:35,0.01781196
2017-08-11 20:06:35,0.0168176043,2017-08-11 14:06:35,0.01776217
2017-08-11 20:16:35,0.0167910851,2017-08-11 14:16:35,0.01771773
2017-08-11 20:26:35,0.0173495476,2017-08-11 14:26:35,0.01768729
2017-08-11 20:36:35,0.0174553431,2017-08-11 14:36:35,0.01755425
2017-08-11 20:46:35,0.0171443052,2017-08-11 14:46:35,0.0174218
2017-08-11 20:56:35,0.0174104053,2017-08-11 14:56:35,0.01739778
2017-08-11 21:06:35,0.0174806486,2017-08-11 15:06:35,0.01731677
2017-08-11 21:16:35,0.0174651624,2017-08-11 15:16:35,0.01733243
2017-08-11 21:26:35,0.0175820282,2017-08-11 15:26:35,0.01728312
2017-08-11 21:36:35,0.0171936518,2017-08-11 15:36:35,0.01730889
2017-08-11 21:46:35,0.0168406624,2017-08-11 15:46:35,0.01736715
2017-08-11 21:56:35,0.0163441214,2017-08-11 15:56:35,0.0173546
2017-08-11 22:06:35,0.0168340186,2017-08-11 16:06:35,0.01739389
2017-08-11 22:16:35,0.0168430907,2017-08-11 16:16:35,0.01744358
2017-08-11 22:26:35,0.0164135583,2017-08-11 16:26:35,0.01753976
2017-08-11 22:36:35,0.0162662148,2017-08-11 16:36:35,0.01757749
2017-08-11 22:46:35,0.0161502428,2017-08-11 16:46:35,0.01759432
2017-08-11 22:56:35,0.0159712591,2017-08-11 16:56:35,0.01753023
2017-08-11 23:06:35,0.0159407327,2017-08-11 17:06:35,0.01756787
2017-08-11 23:16:35,0.0158376917,2017-08-11 17:16:35,0.01756475
2017-08-11 23:26:35,0.016086074,2017-08-11 17:26:35,0.01762155
2017-08-11 23:36:35,0.0162480384,2017-08-11 17:36:35,0.01778959
2017-08-11 23:46:35,0.0165817138,2017-08-11 17:46:35,0.01805449
2017-08-11 23:56:35,0.0167175055,2017-08-11 17:56:35,0.01830073
2017-08-12 00:06:35,0.0164368204,2017-08-11 18:06:35,0.01877617
2017-08-12 00:16:35,0.0165661945,2017-08-11 18:16:35,0.01920474
2017-08-12 00:26:35,0.0164860434,2017-08-11 18:26:35,0.01953461
2017-08-12 00:36:35,0.0159688245,2017-08-11 18:36:35,0.01996873
2017-08-12 00:46:35,0.0157726144,2017-08-11 18:46:35,0.02031814
2017-08-12 00:56:35,0.0153557899,2017-08-11 18:56:35,0.02065646
2017-08-12 01:06:35,0.0156901129,2017-08-11 19:06:35,0.02102348
2017-08-12 01:16:35,0.015956203,2017-08-11 19:16:35,0.02118326
2017-08-12 01:26:35,0.0165641983,2017-08-11 19:26:35,0.02113794
2017-08-12 01:36:35,0.0171530435,2017-08-11 19:36:35,0.02106014
2017-08-12 01:46:35,0.0174306657,2017-08-11 19:46:35,0.02103009
2017-08-12 01:56:35,0.0177235902,2017-08-11 19:56:35,0.02108747
2017-08-12 02:06:35,0.0172636582,2017-08-11 20:06:35,0.02128877
2017-08-12 02:16:35,0.0166038912,2017-08-11 20:16:35,0.02134197
2017-08-12 02:26:35,0.0163229548,2017-08-11 20:26:35,0.02119502
2017-08-12 02:36:35,0.0160178468,2017-08-11 20:36:35,0.02096912
2017-08-12 02:46:35,0.0157804693,2017-08-11 20:46:35,0.02077744
2017-08-12 02:56:35,0.0155854797,2017-08-11 20:56:35,0.02051993
2017-08-12 03:06:35,0.0155924627,2017-08-11 21:06:35,0.02006646
2017-08-12 03:16:35,0.0156041878,2017-08-11 21:16:35,0.01999683
2017-08-12 03:26:35,0.0154153747,2017-08-11 21:26:35,0.02000986
2017-08-12 03:36:35,0.0150884353,2017-08-11 21:36:35,0.01982052
2017-08-12 03:46:35,0.0152597281,2017-08-11 21:46:35,0.01963973
2017-08-12 03:56:35,0.0155783245,2017-08-11 21:56:35,0.01964577
2017-08-12 04:06:35,0.015894174,2017-08-11 22:06:35,0.01938485
2017-08-12 04:16:35,0.0163624393,2017-08-11 22:16:35,0.01909135
2017-08-12 04:26:35,0.0163011525,2017-08-11 22:26:35,0.0189058
2017-08-12 04:36:35,0.0164305597,2017-08-11 22:36:35,0.01884668
2017-08-12 04:46:35,0.0165290961,2017-08-11 22:46:35,0.01880311
2017-08-12 04:56:35,0.0166175839,2017-08-11 22:56:35,0.01862767
2017-08-12 05:06:35,0.0159890576,2017-08-11 23:06:35,0.01858469
2017-08-12 05:16:35,0.0168193553,2017-08-11 23:16:35,0.01856437
2017-08-12 05:26:35,0.0160859326,2017-08-11 23:26:35,0.01848569
2017-08-12 05:36:35,0.0146303423,2017-08-11 23:36:35,0.01850621
2017-08-12 05:46:35,0.013551739,2017-08-11 23:46:35,0.01854774
2017-08-12 05:56:35,0.0127237931,2017-08-11 23:56:35,0.01846255
2017-08-12 06:06:35,0.0119539365,2017-08-12 00:06:35,0.01859792
2017-08-12 06:16:35,0.0114657411,2017-08-12 00:16:35,0.01859782
2017-08-12 06:26:35,0.0115523192,2017-08-12 00:26:35,0.01854268
2017-08-12 06:36:35,0.0122114199,2017-08-12 00:36:35,0.01844329
2017-08-12 06:46:35,0.013247867,2017-08-12 00:46:35,0.01833331
2017-08-12 06:56:35,0.0151740928,2017-08-12 00:56:35,0.01827962
2017-08-12 07:06:35,0.0151347097,2017-08-12 01:06:35,0.01831094
2017-08-12 07:16:35,0.015996242,2017-08-12 01:16:35,0.01832173
2017-08-12 07:26:35,0.0172857252,2017-08-12 01:26:35,0.01835606
2017-08-12 07:36:35,0.0184073791,2017-08-12 01:36:35,0.01824977
2017-08-12 07:46:35,0.019349431,2017-08-12 01:46:35,0.01812811
2017-08-12 07:56:35,0.0203474813,2017-08-12 01:56:35,0.01800509
2017-08-12 08:06:35,0.021219651,2017-08-12 02:06:35,0.01800003
2017-08-12 08:16:35,0.0220558999,2017-08-12 02:16:35,0.01806714
2017-08-12 08:26:35,0.0227624981,2017-08-12 02:26:35,0.01813482
2017-08-12 08:36:35,0.022574175,2017-08-12 02:36:35,0.01829178
2017-08-12 08:46:35,0.0225394683,2017-08-12 02:46:35,0.01839292
2017-08-12 08:56:35,0.0227505463,2017-08-12 02:56:35,0.01855493
2017-08-12 09:06:35,0.0222428352,2017-08-12 03:06:35,0.01872337
2017-08-12 09:16:35,0.0221151226,2017-08-12 03:16:35,0.01893537
2017-08-12 09:26:35,0.0220608082,2017-08-12 03:26:35,0.01907686
2017-08-12 09:36:35,0.0223676571,2017-08-12 03:36:35,0.01907638
2017-08-12 09:46:35,0.0227427633,2017-08-12 03:46:35,0.01931454
2017-08-12 09:56:35,0.0232086241,2017-08-12 03:56:35,0.01960113
2017-08-12 10:06:35,0.0234282835,2017-08-12 04:06:35,0.0198955
2017-08-12 10:16:35,0.0233616783,2017-08-12 04:16:35,0.0200156
2017-08-12 10:26:35,0.0232048135,2017-08-12 04:26:35,0.02018967
2017-08-12 10:36:35,0.0232211584,2017-08-12 04:36:35,0.02039846
2017-08-12 10:46:35,0.0223145005,2017-08-12 04:46:35,0.02059753
2017-08-12 10:56:35,0.0217660177,2017-08-12 04:56:35,0.02092662
2017-08-12 11:06:35,0.0213366558,2017-08-12 05:06:35,0.02133788
2017-08-12 11:16:35,0.0215658003,2017-08-12 05:16:35,0.02156923
2017-08-12 11:26:35,0.0219984234,2017-08-12 05:26:35,0.02170519
2017-08-12 11:36:35,0.02246187,2017-08-12 05:36:35,0.02196231
2017-08-12 11:46:35,0.022852113,2017-08-12 05:46:35,0.022408
2017-08-12 11:56:35,0.023360659,2017-08-12 05:56:35,0.02299236
2017-08-12 12:06:35,0.0238626505,2017-08-12 06:06:35,0.02361738
2017-08-12 12:16:35,0.0245392469,2017-08-12 06:16:35,0.02447335
2017-08-12 12:26:35,0.0248429264,2017-08-12 06:26:35,0.02510673
2017-08-12 12:36:35,0.0251727739,2017-08-12 06:36:35,0.02563547
2017-08-12 12:46:35,0.0256974612,2017-08-12 06:46:35,0.0261996
