"Intl Download, x; Intl Upload, x","Intl Download, y","Intl Upload, y","local Download, x; local Upload, x","local Download, y","local Upload, y"
,,,2017-05-30T16:00:06.193507,17223218.26296146,8803691.368353458
,,,2017-05-30T16:20:06.419323,17841850.429906987,9969458.629576333
,,,2017-05-30T16:40:06.043932,15836412.694664676,4493396.647191833
,,,2017-05-30T17:00:06.707325,16307553.546487175,7621139.32974608
,,,2017-05-30T17:20:06.947907,17091152.19902346,8505753.238342412
,,,2017-05-30T17:40:06.495660,17223540.448245313,8533047.080405518
2017-05-31T12:00:07.025434,19003053.99447673,6011352.2296902975,2017-05-30T18:00:06.998260,17567705.610739704,8220476.086450815
2017-05-31T12:20:05.927982,18187481.24309735,4529983.1898309495,2017-05-30T18:20:06.212860,22993191.52635779,14520471.30388874
2017-05-31T12:40:06.682738,21874160.72058332,5978106.947614791,2017-05-30T18:40:06.763141,18236143.181171466,8812373.588667277
2017-05-31T13:00:06.141343,18127783.04018824,4917518.562880752,2017-05-30T19:00:06.748089,17069896.21082508,8011956.503574838
2017-05-31T13:20:06.924045,6388533.187108668,6909580.596355855,2017-05-30T19:20:06.299843,16985907.83176539,8155414.389895057
2017-05-31T13:40:06.466583,9600300.674476394,5965225.079792596,2017-05-30T19:40:05.986473,16323455.649973193,8524658.428790784
2017-05-31T14:00:06.542391,9233686.466160595,4527761.022115317,2017-05-30T20:00:06.167100,16647394.64966727,8388602.358666408
2017-05-31T14:20:06.986630,18684091.18771188,5426203.441141329,2017-05-30T20:20:06.746805,18009560.645001266,9114948.86264312
2017-05-31T14:40:06.511124,12640214.552683458,5516096.596340212,2017-05-30T20:40:06.091426,16965061.337161455,8545421.562557213
2017-05-31T15:00:06.252581,19082821.463405587,4610538.381022704,2017-05-30T21:00:06.767588,16728353.83352991,8465268.342068838
2017-05-31T15:20:06.266288,20013050.590243977,4527598.051077247,2017-05-30T21:20:06.587012,17356318.932751086,9813900.82513952
2017-05-31T15:40:06.601665,22596392.74032687,4411059.283848087,2017-05-30T21:40:06.277843,17682303.510918584,9112599.528374763
2017-05-31T16:00:06.253661,17038492.248325996,5085078.992691485,2017-05-30T22:00:06.977294,15007297.662929432,14841246.115352467
2017-05-31T16:20:06.392944,22151870.64005408,4391926.210163998,2017-05-30T22:20:06.738131,16840315.418172542,9087413.109699422
2017-05-31T16:40:06.235310,19735533.25540019,4249425.852682887,2017-05-30T22:40:06.396371,15236287.724056505,8441072.040584201
2017-05-31T17:00:06.501283,22942521.56804404,7655159.488257417,2017-05-30T23:00:06.878056,16571924.865582418,8271020.241208066
2017-05-31T17:20:07.063822,20613807.03865564,4149771.936229668,2017-05-30T23:20:06.856208,16623449.863714773,8196158.793386799
2017-05-31T17:40:06.189307,18902228.854654986,4759754.391269572,2017-05-30T23:40:06.232972,16714244.1903891,8396461.863045545
2017-05-31T18:00:06.575971,13598118.58574637,4825363.404909844,2017-05-31T00:00:06.352228,16025802.17300182,7942935.8058644775
2017-05-31T18:20:06.259162,15463213.221222105,5024505.398225867,2017-05-31T00:20:06.903437,16660039.777885385,8420681.019851953
2017-05-31T18:40:06.049243,21736416.896811448,4135397.244178761,2017-05-31T00:40:06.877087,17033809.001482394,8478459.08629945
2017-05-31T19:00:06.161642,16300234.8369447,5005383.334629185,2017-05-31T01:00:06.830133,16693805.05897039,8298023.266198744
2017-05-31T19:20:06.417702,18916467.1363292,4804842.607364139,2017-05-31T01:20:06.485480,16957497.866468612,8457547.503745805
2017-05-31T19:40:06.601857,19776050.72350343,4487826.240655282,2017-05-31T01:40:06.518122,16093688.80711842,8241666.825355807
2017-05-31T20:00:06.895489,21620626.341658644,4341595.465827457,2017-05-31T02:00:06.394334,8878622.41082816,8497801.915243307
2017-05-31T20:20:06.567924,20990182.765656244,4274801.112038529,2017-05-31T02:20:06.651584,17781733.604531214,8967503.728686314
2017-05-31T20:40:06.697043,19225532.72752307,5005151.121876334,2017-05-31T02:40:06.959461,17596279.86910374,10387306.549059223
2017-05-31T21:00:06.156519,21581018.926424745,4112324.6914364262,2017-05-31T03:00:06.875546,16285772.418146642,8501923.898355313
2017-05-31T21:20:06.337273,19748845.503479667,4462999.31644966,2017-05-31T03:20:06.484698,16517089.647655984,8347608.793629628
2017-05-31T21:40:06.724202,20060511.040455952,4672531.219904258,2017-05-31T03:40:06.345816,17116429.952655014,8729080.937372347
2017-05-31T22:00:05.968154,18305041.561295245,4882165.030561957,2017-05-31T04:00:06.586150,13920556.426572552,6962213.952687821
2017-05-31T22:20:06.344512,20501268.66488978,4483585.685019461,2017-05-31T04:20:06.765804,16226710.702466952,8423263.46971779
2017-05-31T22:40:06.965598,19746456.28749859,4792710.585842283,2017-05-31T04:40:06.185562,16631543.05582124,8653253.277888328
2017-05-31T23:00:06.803975,18384165.68962,7251174.262972972,2017-05-31T05:00:06.567323,16128062.317621747,8249364.955116994
2017-05-31T23:20:05.917557,19190622.31870201,4619614.392677409,2017-05-31T05:20:06.228417,16670161.481635535,8565016.424448004
2017-05-31T23:40:06.128072,18892662.11353723,4525876.260376354,2017-05-31T05:40:06.824416,17161614.0353875,8466245.54011732
2017-06-01T00:00:06.128616,17250644.022424895,5008437.699441287,2017-05-31T06:00:06.614245,17912586.777010567,11057622.41280498
2017-06-01T00:20:06.223783,18267225.856405307,5334097.144917936,2017-05-31T06:20:06.445461,17216833.896182228,8725771.297260685
2017-06-01T00:40:06.700143,19245106.724936243,4833048.477239655,2017-05-31T06:40:06.546105,17662119.256931398,8482565.016236432
2017-06-01T01:00:06.166446,17363234.686836045,4983508.096609218,2017-05-31T07:00:06.607311,17032691.717674747,8182045.496443205
2017-06-01T01:20:06.895119,19508101.631987453,5010331.233448747,2017-05-31T07:20:06.176292,16658430.857641345,8702982.105576608
2017-06-01T01:40:06.643289,20253600.162009474,5443400.9362997385,2017-05-31T07:40:06.776059,17200926.169871118,8808162.458026357
2017-06-01T02:00:06.474701,14024641.679627493,7167631.336775833,2017-05-31T08:00:06.667424,17035394.488348827,8690947.298112713
2017-06-01T02:20:06.442959,18659358.251601294,6762021.5453010565,2017-05-31T08:20:06.468538,17851865.271263912,8568622.808696525
2017-06-01T02:40:06.812207,21080099.88981027,4857296.987832806,2017-05-31T08:40:06.343399,17497777.4185122,8370683.0343748005
2017-06-01T03:00:06.367585,23006984.62834968,4461679.151234689,2017-05-31T09:00:06.173782,6389687.218004914,8657717.78742858
2017-06-01T03:20:06.524424,21761236.222347368,4764513.991606236,2017-05-31T09:20:06.116734,16882620.714581084,8501746.002885032
2017-06-01T03:40:06.538174,18652396.130695675,4526802.896270987,2017-05-31T09:40:06.392142,19938342.125877824,8320569.419167607
2017-06-01T04:00:06.847118,13883007.910633326,5480911.275442389,2017-05-31T10:00:06.842570,16313177.02752258,8110049.354321755
2017-06-01T04:20:06.687010,19398776.23826542,5203345.297123305,2017-05-31T10:20:06.922272,19701779.13878766,8980459.495063733
2017-06-01T04:40:06.128058,18348626.075700693,5826248.149574698,2017-05-31T10:40:06.687298,16517742.10676263,8307244.07865602
2017-06-01T05:00:06.360783,20298015.65461533,4355376.43758876,,,
2017-06-01T05:20:07.016612,18929941.191896506,4732512.082352499,,,
2017-06-01T05:40:06.428706,19068202.371865246,4681834.744360746,,,
2017-06-01T06:00:06.784971,17909744.318229686,4629466.354793818,,,
2017-06-01T06:20:06.366729,19204409.35939968,4686779.099479553,,,
2017-06-01T06:40:06.757208,18782377.328131814,4474881.749109887,,,
2017-06-01T07:00:06.878557,19023976.648291625,4658769.222385702,2017-05-31T12:00:07.007823,8596661.222599896,9017549.225297222
2017-06-01T07:20:06.406422,18364981.005322836,3274891.1791401613,2017-05-31T12:20:05.941883,14233165.975971142,9600194.553358687
2017-06-01T07:40:06.297053,18602877.85703231,4799768.739129932,2017-05-31T12:40:06.692780,20427922.858013865,12028306.85091143
2017-06-01T08:00:06.198831,18345020.209323566,4822620.103961245,2017-05-31T13:00:06.127644,16171716.962517727,7778723.389385891
2017-06-01T08:20:06.171276,17809932.13683783,4459828.214031092,2017-05-31T13:20:06.907827,21008159.775378194,13791262.105055975
2017-06-01T08:40:06.797372,18400368.371585693,4618387.813498425,2017-05-31T13:40:06.482750,9427783.868883884,3011792.9913632357
2017-06-01T09:00:06.101817,20456530.055145912,3440368.4343635845,2017-05-31T14:00:06.533753,17351722.432583846,9038222.102269003
2017-06-01T09:20:06.221429,21525438.265522152,7556137.444539362,2017-05-31T14:20:06.979466,18340626.62458615,11483482.752905905
2017-06-01T09:40:06.693056,22245003.04907879,4492801.385624735,2017-05-31T14:40:06.497580,15377894.59653554,5454768.181951249
2017-06-01T10:00:06.393191,18336768.98427616,4836675.429828835,2017-05-31T15:00:06.237402,17073205.55651062,8379637.639423802
2017-06-01T10:20:06.008082,19773050.67387083,4533951.777751016,2017-05-31T15:20:06.391617,17675787.634941567,8679391.3202863
2017-06-01T10:40:06.587486,20320450.6029112,4581743.758038802,2017-05-31T15:40:06.582441,17690441.704546735,9380725.117049022
2017-06-01T11:00:06.822425,20998929.219315574,4647139.934585659,2017-05-31T16:00:06.223669,16136789.298866315,7520416.108807635
2017-06-01T11:20:06.358203,20214984.85827425,4507964.732693113,2017-05-31T16:20:06.428033,17884860.82020215,9259800.394591812
2017-06-01T11:40:06.261304,19340030.39874676,4518996.570572635,2017-05-31T16:40:06.219420,17519184.31995229,9044181.609417912
2017-06-01T12:00:06.507449,19410598.24560343,4573564.064550605,2017-05-31T17:00:06.575256,22950046.206446376,15184031.739351392
2017-06-01T12:20:06.388535,20749542.34960325,4619288.72213317,2017-05-31T17:20:07.083646,17958479.802462034,9174217.57372672
2017-06-01T12:40:06.208270,21708527.20015756,4236081.224422876,2017-05-31T17:40:06.168781,16755779.213377953,8347554.9329677075
2017-06-01T13:00:06.684526,18895396.765186947,4951843.79327566,2017-05-31T18:00:06.066472,15978830.39342886,7793855.134696713
2017-06-01T13:20:06.837651,19031432.641386487,4664746.789033483,2017-05-31T18:20:06.269137,18753726.11332864,7861386.11920045
2017-06-01T13:40:06.488093,21203845.60727728,4517128.223718955,2017-05-31T18:40:06.040346,17966405.413640082,9346392.595865237
2017-06-01T14:00:06.714518,12725337.338444175,4863854.835674222,2017-05-31T19:00:06.231858,15976959.788548587,7633631.029599338
2017-06-01T14:20:06.357759,21908791.94309652,4315767.7717347145,2017-05-31T19:20:06.408177,17104671.499770142,8306364.304847818
2017-06-01T14:40:06.074783,6333417.1167405285,5029251.566807135,2017-05-31T19:40:06.586502,17026664.49661949,8683691.726351859
2017-06-01T15:00:06.282669,16107801.233747693,4490446.699162611,2017-05-31T20:00:06.618089,17030455.88006748,9118314.866747547
2017-06-01T15:20:06.087496,21291593.08887084,8542764.833836645,2017-05-31T20:20:06.582058,13623333.909801574,8481652.834043644
2017-06-01T15:40:06.394183,16313385.011437586,4568197.642048705,2017-05-31T20:40:06.689500,16686800.330750097,8414822.563775513
2017-06-01T16:00:06.065557,2000081.076410349,6013416.060578233,2017-05-31T21:00:06.158572,18472460.19602189,9074102.730516275
2017-06-01T16:20:06.230220,21155803.54219238,4733609.023794202,2017-05-31T21:20:06.328242,17463079.03732771,8672913.33554909
2017-06-01T16:40:07.017702,19644809.332473207,4919163.291705188,2017-05-31T21:40:06.773530,17155408.494748145,8939518.814665407
2017-06-01T17:00:06.237546,7638679.10830766,6278624.1764181815,2017-05-31T22:00:05.958114,16689611.511669725,8159512.9693498425
2017-06-01T17:20:06.031128,20525070.695450284,7970994.100460151,2017-05-31T22:20:06.354405,17716587.945750114,9181509.73053625
2017-06-01T17:40:07.025807,10627445.202239113,4572962.579664846,2017-05-31T22:40:06.948402,16507852.18493197,8639646.8839047
2017-06-01T18:00:06.779228,13683643.92767339,4656351.4115432855,2017-05-31T23:00:06.795779,4515926.989831018,18504247.83223155
2017-06-01T18:20:07.052686,10212810.765920173,4633675.281151883,2017-05-31T23:20:05.907578,17033897.26622914,8436690.321755491
2017-06-01T18:40:06.200060,12886468.79629594,7577729.834089836,2017-05-31T23:40:06.118324,16916039.53615346,8483559.843355492
2017-06-01T19:00:06.741686,19481722.380625553,4664576.420088882,2017-06-01T00:00:06.148746,15691945.45016286,7434110.597997891
2017-06-01T19:20:06.757893,20485951.389470708,4330997.450996068,2017-06-01T00:20:06.232769,5660021.26028122,18743827.06229882
2017-06-01T19:40:06.970769,20041495.710079126,4786763.867852458,2017-06-01T00:40:06.661325,16692838.366059102,8559957.213916343
2017-06-01T20:00:06.349217,18274577.041054893,4666570.076283319,2017-06-01T01:00:06.147801,15830281.65614234,8306948.86389302
2017-06-01T20:20:06.489094,20735437.410889734,4907063.384689416,2017-06-01T01:20:06.878039,5939937.050539417,15026393.710449874
2017-06-01T20:40:05.957063,19025639.50608095,4956541.294088039,2017-06-01T01:40:06.634919,5562028.937876473,18943766.497657944
2017-06-01T21:00:06.331751,23088539.61853956,7684556.259261672,2017-06-01T02:00:06.438384,5532269.169742172,19246756.53052223
2017-06-01T21:20:06.326819,4612312.9110304415,4668724.376306633,2017-06-01T02:20:06.426221,5758237.582644963,19263694.62835564
2017-06-01T21:40:06.794207,16256096.649100246,4813978.323606104,2017-06-01T02:40:06.820421,5803759.3346284665,18388984.057688992
2017-06-01T22:00:06.756957,12038991.128470834,7732520.723211197,2017-06-01T03:00:06.383132,6151164.730827147,18397922.92244834
2017-06-01T22:20:06.606984,18919646.72219426,5147625.5490385005,2017-06-01T03:20:06.507754,5998523.550147089,18439842.45472577
2017-06-01T22:40:06.248655,18831372.238899127,3554891.4161843704,2017-06-01T03:40:06.546636,16664482.981176348,7971785.170380183
2017-06-01T23:00:06.264636,18623134.29569136,5613744.379070475,2017-06-01T04:00:06.838538,14358783.66660212,6357478.9866117835
2017-06-01T23:20:06.117767,21045078.385106046,4438724.46998757,2017-06-01T04:20:06.678709,5783806.928325717,18999150.80942696
2017-06-01T23:40:06.603002,20225390.07725045,4786949.1205939585,2017-06-01T04:40:06.145175,5845354.623496451,8676669.290859316
2017-06-02T00:00:06.614310,20527379.437909886,5164808.878793597,2017-06-01T05:00:06.355884,17108615.509601105,8841829.77310774
2017-06-02T00:20:06.441743,19411298.65259311,5209440.062475582,2017-06-01T05:20:07.007948,16612041.20146649,8360221.600919305
2017-06-02T00:40:06.112127,20045526.57719235,5599298.211746168,2017-06-01T05:40:06.435847,17083473.613094013,8253170.3646677425
2017-06-02T01:00:06.894671,20646555.47147611,4689537.42425578,2017-06-01T06:00:06.792808,16438312.894266628,8176861.731871399
2017-06-02T01:20:06.120645,18573769.720740084,4829694.813242062,2017-06-01T06:20:06.357856,17175336.605307434,8484901.44045875
2017-06-02T01:40:06.147312,18493225.886149663,4805156.971745283,2017-06-01T06:40:06.749219,16294910.574740335,8351188.2252240125
2017-06-02T02:00:06.751118,18989655.86182297,5043482.3405519985,2017-06-01T07:00:06.886539,17145930.743988458,8523433.327681044
2017-06-02T02:20:06.418891,14746497.13091143,5352741.897467914,2017-06-01T07:20:06.398816,17623191.51013523,8226137.032194891
2017-06-02T02:40:06.536095,18958185.90267788,5211001.8506170465,2017-06-01T07:40:06.289248,15258837.373169227,8461642.459142638
2017-06-02T03:00:06.775490,17822067.42608789,4699951.473433225,2017-06-01T08:00:06.206268,16313409.732723098,8364887.728016472
2017-06-02T03:20:06.807036,19466850.009801727,4596901.715482172,2017-06-01T08:20:06.157557,18060354.543573696,8501898.337796912
2017-06-02T03:40:06.327040,17378210.309064753,5556294.443360114,2017-06-01T08:40:06.805962,17157083.454804916,8228835.006124892
2017-06-02T04:00:06.830137,18828065.31637756,4834777.09538902,2017-06-01T09:00:06.087670,17444055.293465275,8907258.891765699
2017-06-02T04:20:06.576381,18613621.404973228,9324077.738728814,2017-06-01T09:20:06.215512,22331277.76590504,13107765.929055475
2017-06-02T04:40:06.407641,18064892.715529524,4766936.610117603,2017-06-01T09:40:06.678074,17043122.22643414,9394670.412090937
2017-06-02T05:00:06.337809,19519539.824509453,4387156.004719237,2017-06-01T10:00:06.377768,16905332.77034172,8149842.316578693
2017-06-02T05:20:06.648096,20155064.88562994,4762151.582751879,2017-06-01T10:20:06.018000,17056495.541704275,8702256.450746134
2017-06-02T05:40:07.037353,19514275.47550482,4902540.135811142,2017-06-01T10:40:06.597863,17264442.2400675,8295098.85003737
2017-06-02T06:00:06.186293,17679905.69717264,4993353.719776989,2017-06-01T11:00:06.815787,17259468.524111964,9071304.7224156
2017-06-02T06:20:07.014843,19371711.06038491,4770318.851970745,2017-06-01T11:20:06.349053,16309766.884845613,8581504.159402272
2017-06-02T06:40:06.766432,18898358.038492832,4763979.439227158,2017-06-01T11:40:06.246416,16043260.816167807,8512998.835528636
2017-06-02T07:00:06.757482,17738828.9747846,4800978.719081641,2017-06-01T12:00:06.526866,17323280.428007502,8857788.23477581
2017-06-02T07:20:06.412358,18761806.84307954,4808286.2920144815,2017-06-01T12:20:06.396578,17448239.610324338,9022847.841959435
2017-06-02T07:40:06.903090,20952680.894942705,4667138.815347554,2017-06-01T12:40:06.214448,17718477.575930975,8940229.793553475
2017-06-02T08:00:06.763292,18857934.12601234,4830303.701212708,2017-06-01T13:00:06.667581,17274896.390281305,8496180.253968384
2017-06-02T08:20:07.017679,19704609.40493274,4804788.193975734,2017-06-01T13:20:06.826628,16906819.93309809,8250758.048517895
2017-06-02T08:40:06.644303,20609042.892346896,4707393.411587857,2017-06-01T13:40:06.506120,18871713.88196373,9405342.010054508
2017-06-02T09:00:06.895575,18659847.97391692,4700242.433607413,2017-06-01T14:00:06.700279,19078948.447792016,8375499.291116308
2017-06-02T09:20:06.592240,21473988.41271857,4637151.880659591,2017-06-01T14:20:06.366774,17843790.704267275,9350879.544802278
2017-06-02T09:40:06.128111,22936885.79827515,8231081.434360688,2017-06-01T14:40:06.062632,16733588.359677685,8461532.172473418
2017-06-02T10:00:06.342385,18955196.39485874,4566202.888385612,2017-06-01T15:00:06.268448,17651933.06615659,12106174.25670569
2017-06-02T10:20:06.107869,17914843.083150472,5086323.838371864,2017-06-01T15:20:06.104977,26255895.09465096,14250249.093950804
2017-06-02T10:40:06.607863,21213808.807880957,4160651.9414815092,2017-06-01T15:40:06.402389,16707442.117800435,8392428.972395053
2017-06-02T11:00:06.975612,21942736.12985776,4423303.986316164,2017-06-01T16:00:06.105183,24728102.13738317,5995330.167680073
2017-06-02T11:20:06.844599,22120691.384458333,5106314.305492645,2017-06-01T16:20:06.225081,17554173.7011287,4187459.097901032
2017-06-02T11:40:06.472870,20157917.77197904,4633322.071135512,2017-06-01T16:40:07.033744,17093803.784731198,8347091.394962981
2017-06-02T12:00:06.417131,18931823.75330939,4555094.4639010085,2017-06-01T17:00:06.255644,9154583.037015678,13392035.54078674
2017-06-02T12:20:06.880594,18915791.80349646,4822884.622786619,2017-06-01T17:20:05.966713,2019154.4214165532,10033807.449722033
2017-06-02T12:40:06.425742,21206485.45831671,4469680.795644017,2017-06-01T17:40:07.007494,16004096.296289658,8614368.584252601
2017-06-02T13:00:06.261600,20943581.58990188,4549057.446424602,2017-06-01T18:00:06.771136,16527288.073641455,8526758.01741568
2017-06-02T13:20:06.729206,19318425.475531533,4829076.29203917,2017-06-01T18:20:07.032470,17575716.317698054,8275591.4240038525
2017-06-02T13:40:05.974029,18396083.68272284,4813935.756785263,2017-06-01T18:40:06.185026,4704697.640086521,18956603.800331347
2017-06-02T14:00:06.377137,16740784.40826444,5771580.161043167,2017-06-01T19:00:06.755187,17313511.289125033,8418289.482884446
2017-06-02T14:20:06.136073,21805123.840253264,4386316.648188082,2017-06-01T19:20:06.770917,17569792.851355206,8776676.00864243
2017-06-02T14:40:06.390225,16795602.676541522,4895374.4555695485,2017-06-01T19:40:06.957918,6570802.045654735,7914919.612861822
2017-06-02T15:00:06.418106,19691853.903162424,4592905.427523494,2017-06-01T20:00:06.363112,17019191.453312002,8578461.537971351
2017-06-02T15:20:06.414218,20104291.65842221,4562782.56861611,2017-06-01T20:20:06.497213,13567152.51293721,8637285.968661606
2017-06-02T15:40:06.199418,21155747.335623696,4521814.291771716,2017-06-01T20:40:05.973064,17506864.81878212,8557204.283424238
2017-06-02T16:00:06.533007,16754426.724281825,4899623.395474868,2017-06-01T21:00:06.339239,7160663.77139316,19347877.92442635
2017-06-02T16:20:06.282168,19363593.14312902,4614556.570014458,2017-06-01T21:20:06.308053,19085257.262854308,8495252.971157992
2017-06-02T16:40:06.847829,21415878.70227107,4454433.000737537,2017-06-01T21:40:06.806407,16019564.005836524,8194744.274465523
2017-06-02T17:00:06.276147,18536961.94995596,4822826.077511772,2017-06-01T22:00:06.749667,5469654.398781919,18870170.825461887
2017-06-02T17:20:06.101477,20453068.07311493,4903773.129254651,2017-06-01T22:20:06.624279,16780771.62300304,8298585.751347908
2017-06-02T17:40:06.122335,19792607.37818348,4665202.363723126,2017-06-01T22:40:06.264778,16257020.45239063,8048627.660741156
2017-06-02T18:00:06.555754,15982389.756037213,4916310.289514322,2017-06-01T23:00:06.199355,5719213.439423435,19039127.23168535
2017-06-02T18:20:06.245822,19082312.162760306,4867606.850398765,2017-06-01T23:20:06.127012,16910992.189578447,9058800.862937907
2017-06-02T18:40:06.692239,19948527.681044847,4496488.452210931,2017-06-01T23:40:06.586756,17105913.885903753,8901423.256658409
2017-06-02T19:00:06.757903,14271639.191970099,5000111.476286613,2017-06-02T00:00:06.596017,5783973.788856386,19027140.51505757
2017-06-02T19:20:06.900873,18649844.618968967,4505286.292473316,2017-06-02T00:20:06.398293,5564313.803791796,19072857.604502413
2017-06-02T19:40:06.084011,13734876.431385934,4528068.350643264,2017-06-02T00:40:06.102654,5828866.82215338,19052255.02200443
2017-06-02T20:00:06.098221,15328099.500474235,4853825.615076734,2017-06-02T01:00:06.879566,17605984.0223507,9100522.379232284
2017-06-02T20:20:06.776000,18438609.534475517,4648764.4216848295,2017-06-02T01:20:06.108807,16464317.390792828,8403642.534719046
2017-06-02T20:40:06.194254,17259328.566656634,4834387.14105681,2017-06-02T01:40:06.172320,16598053.025842162,8295121.526840356
2017-06-02T21:00:06.597875,11494851.66570343,5505604.195081193,2017-06-02T02:00:06.776014,15923509.495473685,8399746.625984937
2017-06-02T21:20:06.757829,18584569.4254025,4883730.808071297,2017-06-02T02:20:06.444182,6017001.402226285,19087824.18748955
2017-06-02T21:40:06.156353,18769549.48164409,4856268.320426106,2017-06-02T02:40:06.555053,5838733.936299358,18949077.726628475
2017-06-02T22:00:06.593342,18690042.299317744,4854438.4090473065,2017-06-02T03:00:06.757900,16728248.084961222,8314383.886441704
2017-06-02T22:20:06.545849,19965543.33637308,4635522.188460309,2017-06-02T03:20:06.797128,16529382.538422115,8768806.998377733
2017-06-02T22:40:06.276726,19432853.561168823,4590774.547185676,2017-06-02T03:40:06.344841,6023229.7646983825,10426888.672255035
2017-06-02T23:00:06.359171,13205239.23397926,5412407.131902737,2017-06-02T04:00:06.817895,16782523.01066297,8322621.67137084
2017-06-02T23:20:06.673136,21517550.26738194,4483581.520219661,2017-06-02T04:20:06.568035,42531940.26735316,19172859.97451303
2017-06-02T23:40:06.408124,19751470.030245546,4608901.972879874,2017-06-02T04:40:06.424430,16409060.503384585,8416809.720268998
2017-06-03T00:00:06.187968,9260072.880220126,5226574.116970611,2017-06-02T05:00:06.355713,16623530.074438173,8795620.941862632
2017-06-03T00:20:06.171363,19060019.607837044,4636213.048348323,2017-06-02T05:20:06.664852,17663179.400700197,7887153.818053815
2017-06-03T00:40:06.114189,17970261.223095234,4611789.036068128,2017-06-02T05:40:07.041361,16703464.024138225,8736335.825337762
2017-06-03T01:00:06.896536,18546557.01265788,4724655.808915858,2017-06-02T06:00:06.205656,16675269.343111426,8273178.117557647
2017-06-03T01:20:06.656468,18866065.55175624,4691308.818915111,2017-06-02T06:20:07.023620,17321649.77083454,8375808.048753619
2017-06-03T01:40:06.242571,18582949.756476887,4894661.348832771,2017-06-02T06:40:06.784150,17196315.9716929,8485012.429640556
2017-06-03T02:00:06.087936,19138684.07520801,5015934.937340331,2017-06-02T07:00:06.721636,16758799.845099766,7495222.769677763
2017-06-03T02:20:06.070672,20304493.43673629,4937340.378109459,2017-06-02T07:20:06.420247,16808327.948386297,8313221.451962292
2017-06-03T02:40:06.235917,18342474.628515773,4769513.502826335,2017-06-02T07:40:06.875804,18287470.45998395,8852509.953171903
2017-06-03T03:00:06.443105,19027672.55013486,5081409.182049506,2017-06-02T08:00:06.588499,15934024.038670868,8049011.68768184
2017-06-03T03:20:06.132394,19585954.95807367,4649219.949433612,2017-06-02T08:20:07.030975,16683000.00851784,8609109.028058195
2017-06-03T03:40:06.227258,19391345.934784528,4926456.508503412,2017-06-02T08:40:06.631733,18070724.268174868,8897208.334578868
2017-06-03T04:00:07.059348,19496740.299601715,4905970.26760724,2017-06-02T09:00:06.717414,17569357.838403165,8450786.564956937
2017-06-03T04:20:06.685581,18436670.753511272,4699339.342081617,2017-06-02T09:20:06.583694,17574457.33314936,9924937.638081433
2017-06-03T04:40:06.344391,19921860.01551352,4652385.547184875,2017-06-02T09:40:06.144135,22750567.65872827,13696398.796128126
2017-06-03T05:00:05.931596,18477898.590784885,4663409.200382952,2017-06-02T10:00:06.348023,17473313.307790566,9250571.421799913
2017-06-03T05:20:06.858155,19170281.10896573,4583101.1979779415,2017-06-02T10:20:06.098125,16800883.1650236,7769824.403290393
2017-06-03T05:40:06.443783,19407164.984264664,4472911.519773084,2017-06-02T10:40:06.623404,18095672.69670007,7949096.996566085
2017-06-03T06:00:06.887748,21841442.652844705,4641454.115111543,2017-06-02T11:00:06.984232,17538667.211682692,9668054.977457078
2017-06-03T06:20:06.648744,19598163.306879684,4720040.98175497,2017-06-02T11:20:06.826655,17959846.08093648,11367962.678881362
2017-06-03T06:40:06.823191,19426500.74205555,4518384.504213084,2017-06-02T11:40:06.457458,17135476.282622874,8650462.454813505
2017-06-03T07:00:06.360539,16010846.142421892,4911473.1626275545,2017-06-02T12:00:06.407631,16513003.044791665,8380575.75273625
2017-06-03T07:20:06.163578,18849614.798094247,4634447.810182374,2017-06-02T12:20:06.887868,17312505.085589454,8739665.401272584
2017-06-03T07:40:06.167261,19198503.790127307,4580073.768124491,2017-06-02T12:40:06.258825,17839772.947458927,9267764.659495128
2017-06-03T08:00:06.306534,22166419.423002224,8396416.272545667,2017-06-02T13:00:06.246287,17784595.540789492,8638741.503762396
2017-06-03T08:20:06.831092,20424986.306524284,4784418.108576478,2017-06-02T13:20:06.743788,17430702.936090246,8463269.15073091
2017-06-03T08:40:06.741643,21428860.517762493,4125815.9311935324,2017-06-02T13:40:05.957122,17593849.764544386,8550658.797583327
2017-06-03T09:00:06.681687,18034408.67112388,4767770.530588263,2017-06-02T14:00:06.393218,12795192.156159325,8035547.802205573
2017-06-03T10:20:06.498197,21381799.63965892,4386696.123233582,2017-06-02T14:20:06.117127,17187543.38020699,9106854.984051313
2017-06-03T10:40:06.498823,20547388.906207666,4511666.933347912,2017-06-02T14:40:06.384498,18451916.16775244,5947869.910567158
2017-06-03T11:00:06.855330,15732716.89659848,5044695.116412703,2017-06-02T15:00:06.431322,17095626.044496976,8804706.365281997
2017-06-03T11:20:06.457081,21887634.379932206,4336290.184536848,2017-06-02T15:20:06.404742,17227917.63385145,8690935.794839831
2017-06-03T11:40:06.867954,20180776.94815773,4468235.82147089,2017-06-02T15:40:06.203725,17392088.728550702,8882271.555815345
2017-06-03T12:00:06.241598,21632746.713523645,4550049.049696987,2017-06-02T16:00:06.517231,16378898.27030648,7984848.106652991
2017-06-03T12:20:06.252558,21651673.51305582,4813960.675507757,2017-06-02T16:20:06.293969,17263831.697250627,8359709.186810015
2017-06-03T12:40:06.404422,21029048.09555768,8489545.175301906,2017-06-02T16:40:06.866366,18092690.33611001,9770371.679961098
