"Download (Mbit/s), x; Upload (Mbit/s), x; Ping (ms), x (1)","Download (Mbit/s), y (1)","Upload (Mbit/s), y (1)","Ping (ms), y (1)"
2017-11-28 11:00:00,19.6,1.96,53.123
2017-11-28 12:00:00,17.64,1.93,53.239
2017-11-28 13:00:00,16.59,1.96,43.254
2017-11-28 14:00:00,15.18,1.97,53.274
2017-11-28 15:00:00,14.8,1.92,50.647
2017-11-28 16:00:00,16.38,1.71,56.5
2017-11-28 17:00:00,11.3,1.91,79.989
2017-11-28 18:00:00,12.85,1.94,60.774
2017-11-28 19:00:00,12.55,1.91,44.101
2017-11-28 20:00:00,16.76,1.91,55.771
2017-11-28 21:00:00,16.19,1.93,59.122
2017-11-28 22:00:00,14.3,1.78,79.869
2017-11-28 23:00:00,10.81,1.95,71.888
2017-11-29 00:00:00,17.06,1.96,48.953
2017-11-29 01:00:00,19.21,1.97,55.618
2017-11-29 02:00:00,19.5,1.93,59.82
2017-11-29 03:00:00,19.52,1.98,41.545
2017-11-29 04:00:00,19.04,1.8,57.318
2017-11-29 05:00:00,19.24,1.8,48.208
2017-11-29 06:00:00,18.97,1.72,52.855
2017-11-29 07:00:00,19.25,1.75,60.604
2017-11-29 08:00:00,19.21,1.8,58.129
2017-11-29 09:00:00,19.17,1.73,50.69
2017-11-29 10:00:00,19.16,1.8,63.213
2017-11-29 11:00:00,19.35,1.85,53.126
2017-11-29 12:00:00,17.17,1.78,54.914
2017-11-29 13:00:00,18.82,1.84,49.9
2017-11-29 14:00:00,15.84,1.76,58.157
2017-11-29 15:00:00,15.21,1.83,83.218
2017-11-29 16:00:00,14.08,1.75,61.886
2017-11-29 18:00:00,17.21,1.79,51.603
2017-11-29 19:00:00,11.48,1.69,79.857
2017-11-29 20:00:00,16.84,1.57,48.102
2017-11-29 21:00:00,15.35,1.81,70.748
2017-11-29 22:00:00,13.19,1.78,47.345
2017-11-29 23:00:00,9.45,1.79,62.409
2017-11-30 00:00:00,14.99,1.79,58.268
2017-11-30 01:00:00,17.93,1.8,64.817
2017-11-30 02:00:00,18.04,1.79,60.63
2017-11-30 03:00:00,18.05,1.76,56.567
2017-11-30 04:00:00,18.05,1.8,55.659
2017-11-30 05:00:00,17.98,1.77,51.577
2017-11-30 06:00:00,18.17,1.81,53.962
2017-11-30 07:00:00,17.86,1.79,51.573
2017-11-30 08:00:00,17.74,1.78,51.027
2017-11-30 09:00:00,16.78,1.76,53.115
2017-11-30 10:00:00,17.48,1.82,48.191
2017-11-30 11:00:00,17.46,1.49,54.919
2017-11-30 12:00:00,17.1,1.75,54.534
2017-11-30 13:00:00,16.73,1.8,54.131
2017-11-30 14:00:00,17.21,1.8,50.798
2017-11-30 15:00:00,12.77,1.75,54.391
2017-11-30 16:00:00,13.75,1.44,57.388
2017-11-30 18:00:00,14.77,1.78,53.96
2017-11-30 19:00:00,14.5,1.69,48.258
2017-11-30 20:00:00,16.57,1.77,65.796
2017-11-30 21:00:00,12.64,1.82,45.764
2017-11-30 22:00:00,14.21,1.83,54.878
2017-11-30 23:00:00,12.85,1.81,57.031
2017-12-01 00:00:00,18.37,1.84,53.47
2017-12-01 01:00:00,19.07,1.57,54.022
2017-12-01 02:00:00,19.43,1.81,48.161
2017-12-01 03:00:00,19.03,1.79,56.379
2017-12-01 04:00:00,19.24,1.82,46.418
2017-12-01 05:00:00,18.79,1.77,60.771
2017-12-01 06:00:00,19.28,1.85,48.213
2017-12-01 07:00:00,19.1,1.81,58.993
2017-12-01 08:00:00,18.97,1.81,51.277
2017-12-01 09:00:00,18.97,1.84,52.095
2017-12-01 10:00:00,17.68,1.41,57.964
2017-12-01 11:00:00,18.83,1.74,59.948
2017-12-01 12:00:00,18.56,1.78,44.743
2017-12-01 13:00:00,17.23,1.78,91.532
2017-12-01 14:00:00,12.35,1.77,47.329
2017-12-01 15:00:00,11.78,1.32,68.853
2017-12-01 16:00:00,12.12,1.29,44.714
2017-12-01 17:00:00,9.24,1.3,64.135
2017-12-01 18:00:00,13.44,1.04,52.944
2017-12-01 19:00:00,8.05,1.38,87.403
2017-12-01 20:00:00,15.62,1.43,64.136
2017-12-01 21:00:00,13.01,1.34,93.975
2017-12-01 22:00:00,10.42,1.18,70.753
2017-12-01 23:00:00,10.47,1.33,54.056
2017-12-02 00:00:00,16.87,1.29,57.428
2017-12-02 01:00:00,17.52,1.32,54.92
2017-12-02 02:00:00,18.77,1.39,47.452
2017-12-02 03:00:00,18.99,1.29,77.861
2017-12-02 04:00:00,19.07,1.27,50.543
2017-12-02 05:00:00,19.21,1.54,46.298
2017-12-02 06:00:00,19.07,1.25,44.831
2017-12-02 07:00:00,18.59,1.26,58.839
2017-12-02 08:00:00,18.63,1.33,52.408
2017-12-02 09:00:00,16.91,0.94,48.11
2017-12-02 10:00:00,18.56,1.33,47.68
2017-12-02 11:00:00,12.86,1.26,59.165
2017-12-02 12:00:00,16.31,1.24,51.321
2017-12-02 13:00:00,15.49,1.04,52.839
2017-12-02 14:00:00,12.65,1.46,49.802
2017-12-02 15:00:00,8.91,1.42,59.892
2017-12-02 16:00:00,9.13,1.42,51.42
2017-12-02 17:00:00,6.48,1.12,88.119
2017-12-02 18:00:00,8.3,1.17,60.869
2017-12-02 19:00:00,9.18,1.17,74.78
2017-12-02 20:00:00,11.32,0.92,44.049
2017-12-02 21:00:00,15.69,1.18,49.973
2017-12-02 22:00:00,10.45,1.37,89.751
2017-12-02 23:00:00,10.98,1.34,61.665
2017-12-03 00:00:00,17.37,1.45,49.027
2017-12-03 01:00:00,14.17,1.35,50.614
2017-12-03 02:00:00,17.94,1.34,49.853
2017-12-03 03:00:00,18.16,1.42,59.717
2017-12-03 04:00:00,15.88,0.68,70.746
2017-12-03 05:00:00,18.72,1.02,61.45
2017-12-03 06:00:00,18.5,1.45,43.307
2017-12-03 07:00:00,18.56,1.35,51.523
2017-12-03 08:00:00,17.4,1.36,55.782
2017-12-03 09:00:00,13.57,1.23,54.92
2017-12-03 10:00:00,15.76,1.39,54.04
2017-12-03 11:00:00,13.25,1.37,55.686
2017-12-03 12:00:00,10.84,1.22,54.193
2017-12-03 13:00:00,12.7,1.39,57.247
2017-12-03 14:00:00,10.06,1.1,71.674
2017-12-03 15:00:00,6.54,1.09,105.85
2017-12-03 16:00:00,9.78,1.29,47.171
2017-12-03 17:00:00,9.57,1.32,57.968
2017-12-03 18:00:00,2.56,1.65,50.341
2017-12-03 19:00:00,5.22,1.75,59.772
2017-12-03 20:00:00,12.94,1.81,75.672
2017-12-03 21:00:00,6.85,1.7,94.643
2017-12-03 22:00:00,8.18,1.74,54.024
2017-12-03 23:00:00,9.71,1.87,49.448
2017-12-04 00:00:00,7.05,1.68,50.643
2017-12-04 01:00:00,17.54,1.78,54.25
2017-12-04 02:00:00,18.77,1.79,43.103
2017-12-04 03:00:00,19.2,1.8,43.146
2017-12-04 04:00:00,19.26,1.77,41.479
2017-12-04 05:00:00,19.04,1.83,48.896
2017-12-04 06:00:00,19.25,1.79,45.663
2017-12-04 07:00:00,19.04,1.83,38.996
2017-12-04 08:00:00,19.11,1.8,49.81
2017-12-04 09:00:00,19.13,1.78,42.361
2017-12-04 10:00:00,17.67,1.79,51.472
2017-12-04 11:00:00,19.25,1.8,54.074
2017-12-04 12:00:00,18.26,1.2,59.242
2017-12-04 13:00:00,17.5,1.83,51.084
2017-12-04 14:00:00,17.21,1.59,41.678
2017-12-04 15:00:00,18.26,1.66,39.704
2017-12-04 16:00:00,16.92,1.84,53.206
2017-12-04 17:00:00,17.04,1.8,45.83
2017-12-04 18:00:00,15.32,1.78,38.653
2017-12-04 19:00:00,13.95,1.79,45.671
2017-12-04 20:00:00,11.47,1.8,58.144
2017-12-04 21:00:00,16.14,1.78,48.991
2017-12-04 22:00:00,4.48,1.79,57.492
2017-12-04 23:00:00,11.21,1.57,50.648
2017-12-05 00:00:00,17.72,1.73,50.832
2017-12-05 01:00:00,17.74,1.8,44.808
2017-12-05 02:00:00,19.11,1.8,58.117
2017-12-05 03:00:00,19.22,1.79,48.918
2017-12-05 04:00:00,19.33,1.79,42.244
2017-12-05 05:00:00,19.21,1.82,53.816
2017-12-05 06:00:00,19.32,1.78,51.697
2017-12-05 07:00:00,19.25,1.79,55.459
2017-12-05 08:00:00,19.14,1.78,43.11
2017-12-05 09:00:00,18.93,1.81,41.668
2017-12-05 10:00:00,18.77,1.83,48.329
2017-12-05 11:00:00,18.32,1.8,44.817
2017-12-05 12:00:00,19.25,1.69,46.22
2017-12-05 13:00:00,19.06,1.78,43.283
2017-12-05 14:00:00,18.9,1.83,45.679
2017-12-05 15:00:00,16.44,1.82,58.938
2017-12-05 16:00:00,16.95,1.8,55.463
2017-12-05 17:00:00,10.87,1.78,54.091
2017-12-05 18:00:00,15.87,1.84,54.101
2017-12-05 19:00:00,15.22,1.79,49.837
2017-12-05 20:00:00,15.18,1.75,44.772
2017-12-05 21:00:00,14.28,1.48,47.174
2017-12-05 22:00:00,16.84,1.67,64.204
2017-12-05 23:00:00,15.65,1.78,62.788
2017-12-06 00:00:00,2.14,1.83,51.523
2017-12-06 01:00:00,18.59,1.8,43.234
2017-12-06 02:00:00,19.0,1.82,47.998
2017-12-06 03:00:00,18.92,1.8,49.108
2017-12-06 04:00:00,19.14,1.83,43.254
2017-12-06 05:00:00,19.47,1.77,43.945
2017-12-06 06:00:00,18.9,1.84,38.812
2017-12-06 07:00:00,19.06,1.77,44.106
2017-12-06 08:00:00,18.52,1.8,67.285
2017-12-06 09:00:00,18.96,1.83,47.279
2017-12-06 10:00:00,17.43,1.82,47.422
2017-12-06 11:00:00,19.28,1.28,47.232
2017-12-06 12:00:00,18.72,1.81,54.087
2017-12-06 13:00:00,18.96,1.81,49.795
2017-12-06 14:00:00,13.58,1.78,73.614
2017-12-06 15:00:00,16.35,1.82,44.773
2017-12-06 16:00:00,17.15,1.8,48.148
2017-12-06 17:00:00,14.59,1.76,48.289
2017-12-06 18:00:00,14.01,1.82,50.66
2017-12-06 19:00:00,14.36,1.82,50.695
2017-12-06 20:00:00,8.49,1.76,78.264
2017-12-06 21:00:00,2.78,1.13,912.168
2017-12-06 22:00:00,11.13,1.77,44.881
2017-12-06 23:00:00,14.78,1.8,47.714
2017-12-07 00:00:00,16.8,1.82,58.235
2017-12-07 01:00:00,18.9,1.78,56.891
2017-12-07 02:00:00,18.93,1.79,50.15
2017-12-07 03:00:00,19.2,1.83,49.911
2017-12-07 04:00:00,18.88,1.71,52.209
2017-12-07 05:00:00,19.47,1.8,48.971
2017-12-07 06:00:00,19.4,1.81,51.45
2017-12-07 07:00:00,18.95,1.84,54.076
2017-12-07 08:00:00,18.81,1.78,58.932
2017-12-07 09:00:00,18.83,1.82,54.39
2017-12-07 10:00:00,19.11,1.82,44.786
2017-12-07 11:00:00,17.72,1.8,54.096
2017-12-07 12:00:00,19.28,1.79,53.163
2017-12-07 13:00:00,18.72,1.78,51.449
2017-12-07 14:00:00,17.86,1.75,41.53
2017-12-07 15:00:00,14.82,1.8,57.364
2017-12-07 16:00:00,17.04,1.69,49.366
2017-12-07 17:00:00,17.21,1.82,45.738
2017-12-07 18:00:00,16.3,1.69,43.877
2017-12-07 19:00:00,18.17,1.49,55.519
2017-12-07 20:00:00,13.66,1.8,44.77
2017-12-07 21:00:00,9.32,1.75,55.569
2017-12-07 22:00:00,9.86,0.75,59.797
2017-12-07 23:00:00,8.49,1.41,46.621
2017-12-08 00:00:00,2.14,1.27,63.118
2017-12-08 01:00:00,17.76,1.36,54.015
2017-12-08 02:00:00,18.89,1.81,41.482
2017-12-08 03:00:00,18.3,1.78,43.144
2017-12-08 04:00:00,18.93,1.79,53.993
2017-12-08 05:00:00,19.46,1.81,44.807
2017-12-08 06:00:00,18.91,1.85,42.306
2017-12-08 07:00:00,19.35,1.77,43.169
2017-12-08 08:00:00,18.43,1.77,49.879
2017-12-08 09:00:00,19.14,1.77,45.703
2017-12-08 10:00:00,15.57,1.82,49.066
2017-12-08 11:00:00,10.32,1.67,47.361
2017-12-08 12:00:00,18.05,1.83,50.003
2017-12-08 13:00:00,13.87,1.79,48.288
2017-12-08 14:00:00,14.86,1.76,52.299
2017-12-08 15:00:00,12.64,1.85,54.786
2017-12-08 16:00:00,6.87,1.79,101.538
2017-12-08 17:00:00,9.21,1.35,78.258
2017-12-08 18:00:00,10.29,1.55,58.299
2017-12-08 19:00:00,10.73,1.67,89.021
2017-12-08 20:00:00,12.65,1.62,61.438
2017-12-08 21:00:00,17.92,1.79,54.818
2017-12-08 22:00:00,7.93,1.74,99.131
2017-12-08 23:00:00,13.94,1.78,51.592
2017-12-09 00:00:00,18.77,1.73,46.026
2017-12-09 01:00:00,18.59,1.76,44.974
2017-12-09 02:00:00,18.86,1.69,47.298
2017-12-09 03:00:00,19.06,1.78,48.103
2017-12-09 04:00:00,19.28,1.81,47.127
2017-12-09 05:00:00,19.21,1.82,48.213
2017-12-09 06:00:00,19.33,1.81,46.599
2017-12-09 07:00:00,19.28,1.75,54.102
2017-12-09 08:00:00,18.7,1.76,43.098
2017-12-09 09:00:00,17.32,1.79,52.39
2017-12-09 10:00:00,17.62,1.58,55.768
2017-12-09 11:00:00,16.95,1.81,51.47
2017-12-09 12:00:00,13.64,1.85,55.162
2017-12-09 13:00:00,12.59,1.81,50.601
2017-12-09 14:00:00,9.6,1.76,50.764
2017-12-09 15:00:00,16.93,1.66,67.274
2017-12-09 16:00:00,12.41,1.83,48.987
2017-12-09 17:00:00,17.79,1.84,65.957
2017-12-09 18:00:00,12.63,1.77,66.296
2017-12-09 19:00:00,14.34,1.8,55.516
2017-12-09 20:00:00,14.55,1.85,52.412
2017-12-09 21:00:00,11.64,1.79,37.889
2017-12-09 22:00:00,14.82,1.78,45.664
2017-12-09 23:00:00,14.41,1.7,56.69
2017-12-10 00:00:00,17.32,1.68,39.651
2017-12-10 01:00:00,16.13,1.82,46.594
2017-12-10 02:00:00,18.93,1.82,40.612
2017-12-10 03:00:00,19.2,1.8,43.958
2017-12-10 04:00:00,19.04,1.65,46.129
2017-12-10 05:00:00,19.25,1.68,45.633
2017-12-10 06:00:00,19.39,1.77,49.944
2017-12-10 07:00:00,19.33,1.4,58.984
2017-12-10 08:00:00,18.77,1.82,47.281
2017-12-10 09:00:00,18.79,1.82,41.463
2017-12-10 10:00:00,18.68,1.6,41.431
2017-12-10 11:00:00,18.18,1.56,51.765
2017-12-10 12:00:00,13.28,1.81,51.59
2017-12-10 13:00:00,13.04,1.81,46.542
2017-12-10 14:00:00,11.01,1.78,66.423
2017-12-10 15:00:00,15.16,1.72,39.799
2017-12-10 16:00:00,15.2,1.66,50.755
2017-12-10 17:00:00,15.05,1.32,62.165
2017-12-10 18:00:00,8.53,1.78,44.775
2017-12-10 19:00:00,12.2,1.66,58.215
2017-12-10 20:00:00,12.41,1.87,48.957
2017-12-10 21:00:00,11.07,1.8,53.121
2017-12-10 22:00:00,5.42,1.8,50.53
2017-12-10 23:00:00,12.3,1.88,67.489
2017-12-11 00:00:00,18.01,1.82,42.308
2017-12-11 01:00:00,19.28,1.81,43.924
2017-12-11 02:00:00,18.63,1.74,52.441
2017-12-11 03:00:00,19.13,1.81,40.558
2017-12-11 04:00:00,19.21,1.78,45.648
2017-12-11 05:00:00,19.11,1.78,35.763
2017-12-11 06:00:00,19.24,1.81,36.418
2017-12-11 07:00:00,19.43,1.68,43.107
2017-12-11 08:00:00,19.06,1.8,39.007
2017-12-11 09:00:00,19.4,1.81,47.298
2017-12-11 10:00:00,18.86,1.75,41.478
2017-12-11 11:00:00,18.96,1.8,39.786
2017-12-11 12:00:00,18.56,1.75,48.352
2017-12-11 13:00:00,19.1,1.78,47.353
2017-12-11 14:00:00,12.96,1.8,45.741
2017-12-11 15:00:00,13.06,1.78,48.702
2017-12-11 16:00:00,18.24,1.77,49.789
2017-12-11 17:00:00,15.44,1.72,49.469
2017-12-11 18:00:00,17.86,1.84,45.613
2017-12-11 19:00:00,9.42,1.21,65.826
2017-12-11 20:00:00,11.13,1.74,52.932
2017-12-11 21:00:00,9.21,1.81,50.128
2017-12-11 22:00:00,2.63,1.85,51.814
2017-12-11 23:00:00,12.31,1.73,43.972
2017-12-12 00:00:00,16.39,1.83,61.651
2017-12-12 01:00:00,19.12,1.8,62.492
2017-12-12 02:00:00,19.3,1.82,55.823
2017-12-12 03:00:00,18.79,1.8,63.294
2017-12-12 04:00:00,19.25,1.81,69.387
2017-12-12 05:00:00,19.28,1.77,63.34
2017-12-12 06:00:00,18.83,1.82,74.368
2017-12-12 07:00:00,18.95,1.79,53.133
2017-12-12 08:00:00,18.84,1.8,50.901
2017-12-12 09:00:00,17.11,1.39,44.735
2017-12-12 10:00:00,14.83,1.34,76.257
2017-12-12 11:00:00,11.13,1.39,69.79
2017-12-12 12:00:00,19.18,1.79,47.305
2017-12-12 13:00:00,18.93,1.77,45.862
2017-12-12 14:00:00,11.66,1.82,42.511
2017-12-12 15:00:00,17.34,1.81,59.936
2017-12-12 16:00:00,18.83,1.77,50.631
2017-12-12 17:00:00,17.46,1.28,55.48
2017-12-12 18:00:00,15.57,1.67,50.657
2017-12-12 19:00:00,11.82,1.47,79.004
2017-12-12 20:00:00,8.59,1.35,68.946
2017-12-12 21:00:00,5.97,1.35,50.874
2017-12-12 22:00:00,8.24,1.7,67.109
2017-12-12 23:00:00,16.04,1.47,49.614
2017-12-13 00:00:00,14.11,1.81,50.708
2017-12-13 01:00:00,18.86,1.54,50.75
2017-12-13 02:00:00,18.84,1.75,54.911
2017-12-13 03:00:00,19.18,1.77,51.489
2017-12-13 04:00:00,19.21,1.82,50.68
2017-12-13 05:00:00,19.07,1.79,44.978
2017-12-13 06:00:00,18.97,1.45,40.827
2017-12-13 07:00:00,18.3,1.83,49.979
2017-12-13 08:00:00,18.93,1.67,44.077
2017-12-13 09:00:00,16.67,1.47,51.05
2017-12-13 10:00:00,18.01,1.63,52.415
2017-12-13 11:00:00,18.79,1.54,49.318
2017-12-13 12:00:00,19.18,1.64,46.447
2017-12-13 13:00:00,18.97,1.67,42.268
2017-12-13 14:00:00,17.7,1.64,46.566
2017-12-13 15:00:00,18.2,1.67,38.249
2017-12-13 16:00:00,16.6,1.65,44.806
2017-12-13 17:00:00,16.82,1.69,57.235
2017-12-13 18:00:00,17.17,1.69,44.819
2017-12-13 19:00:00,15.15,1.34,41.521
2017-12-13 20:00:00,17.26,1.72,58.225
2017-12-13 21:00:00,16.69,1.63,76.613
2017-12-13 22:00:00,14.81,1.61,64.846
2017-12-13 23:00:00,17.58,1.81,45.959
2017-12-14 00:00:00,18.76,1.73,42.281
2017-12-14 01:00:00,19.25,1.82,47.345
2017-12-14 02:00:00,19.25,1.81,37.335
2017-12-14 03:00:00,19.43,1.79,46.396
2017-12-14 04:00:00,19.33,1.81,38.924
2017-12-14 05:00:00,19.25,1.77,38.236
2017-12-14 06:00:00,19.12,1.81,49.004
2017-12-14 07:00:00,19.35,1.83,46.501
2017-12-14 08:00:00,19.23,1.8,45.795
2017-12-14 09:00:00,19.25,1.81,38.983
2017-12-14 10:00:00,18.69,1.77,44.894
2017-12-14 11:00:00,19.24,1.81,44.769
2017-12-14 12:00:00,18.61,1.83,53.098
2017-12-14 13:00:00,18.93,1.82,48.136
2017-12-14 14:00:00,17.62,1.8,42.255
2017-12-14 15:00:00,17.58,1.8,47.339
2017-12-14 16:00:00,18.46,1.8,51.666
2017-12-14 17:00:00,12.99,1.86,48.09
2017-12-14 18:00:00,19.12,1.83,48.173
2017-12-14 19:00:00,17.44,1.81,50.791
2017-12-14 20:00:00,18.95,1.49,44.711
2017-12-14 21:00:00,18.43,1.83,56.583
2017-12-14 22:00:00,17.88,1.78,50.023
2017-12-14 23:00:00,18.76,1.75,49.136
2017-12-15 00:00:00,18.63,1.5,46.253
2017-12-15 01:00:00,19.28,1.82,47.456
2017-12-15 02:00:00,19.28,1.77,48.318
2017-12-15 03:00:00,19.09,1.82,52.303
2017-12-15 04:00:00,19.47,1.71,50.629
2017-12-15 05:00:00,19.33,1.8,53.162
2017-12-15 06:00:00,19.3,1.81,41.707
2017-12-15 07:00:00,18.86,1.83,54.192
2017-12-15 08:00:00,19.4,1.84,51.687
2017-12-15 09:00:00,19.23,1.8,56.466
2017-12-15 10:00:00,18.97,1.78,43.168
2017-12-15 11:00:00,19.46,1.77,49.853
2017-12-15 12:00:00,18.52,1.46,42.339
2017-12-15 13:00:00,18.66,1.78,48.927
2017-12-15 14:00:00,19.0,1.78,49.139
2017-12-15 15:00:00,18.33,1.66,49.911
2017-12-15 16:00:00,19.14,1.77,46.695
2017-12-15 17:00:00,19.11,1.81,40.801
2017-12-15 18:00:00,18.04,1.57,49.808
2017-12-15 19:00:00,17.99,1.73,61.538
2017-12-15 20:00:00,18.88,1.69,59.785
2017-12-15 21:00:00,18.93,1.75,42.316
2017-12-15 22:00:00,15.79,1.4,64.852
2017-12-15 23:00:00,17.19,1.3,59.51
2017-12-16 00:00:00,9.65,1.08,63.473
2017-12-16 01:00:00,16.48,1.7,61.591
2017-12-16 02:00:00,18.24,1.81,48.278
2017-12-16 03:00:00,16.7,1.59,51.492
2017-12-16 04:00:00,17.52,1.75,53.509
2017-12-16 05:00:00,16.39,1.79,44.587
2017-12-16 06:00:00,16.28,1.77,56.769
2017-12-16 07:00:00,16.36,1.68,64.1
2017-12-16 08:00:00,16.28,1.76,58.428
2017-12-16 09:00:00,15.85,1.74,59.074
2017-12-16 10:00:00,19.25,1.73,56.562
2017-12-16 11:00:00,18.52,1.8,50.231
2017-12-16 12:00:00,18.46,1.76,53.243
2017-12-16 13:00:00,18.56,1.8,55.434
2017-12-16 14:00:00,18.7,1.82,54.839
2017-12-16 15:00:00,18.48,1.75,60.901
2017-12-16 16:00:00,18.68,1.85,58.745
2017-12-16 17:00:00,15.96,1.48,91.662
2017-12-16 18:00:00,18.29,1.8,66.479
2017-12-16 19:00:00,18.97,1.78,63.984
2017-12-16 20:00:00,18.13,1.77,58.304
2017-12-16 21:00:00,10.5,1.33,70.802
2017-12-16 22:00:00,14.34,1.52,60.924
2017-12-16 23:00:00,18.68,1.68,68.998
2017-12-17 00:00:00,17.98,1.82,62.376
2017-12-17 01:00:00,18.36,1.81,36.558
2017-12-17 02:00:00,18.83,1.82,54.912
2017-12-17 03:00:00,19.04,1.75,45.753
2017-12-17 04:00:00,19.04,1.8,60.746
2017-12-17 05:00:00,19.25,1.7,45.648
2017-12-17 06:00:00,19.1,1.76,52.269
2017-12-17 07:00:00,17.92,1.81,63.118
2017-12-17 08:00:00,18.83,1.81,73.929
2017-12-17 09:00:00,19.07,1.8,56.34
2017-12-17 10:00:00,19.23,1.78,41.54
2017-12-17 11:00:00,18.97,1.79,60.338
2017-12-17 12:00:00,19.0,1.81,51.471
2017-12-17 13:00:00,18.92,1.65,63.891
2017-12-17 14:00:00,19.01,1.77,56.797
2017-12-17 15:00:00,18.91,1.78,53.854
2017-12-17 16:00:00,19.03,1.74,54.152
2017-12-17 17:00:00,16.21,1.73,70.436
2017-12-17 18:00:00,18.7,1.8,48.146
2017-12-17 19:00:00,18.56,1.73,56.111
2017-12-17 20:00:00,17.33,1.21,59.274
2017-12-17 21:00:00,18.69,1.79,59.989
2017-12-17 22:00:00,17.32,1.55,79.143
2017-12-17 23:00:00,13.0,1.64,79.628
2017-12-18 00:00:00,18.48,1.77,54.783
2017-12-18 01:00:00,18.17,1.51,52.156
2017-12-18 02:00:00,17.98,1.79,47.319
2017-12-18 03:00:00,19.1,1.81,60.03
2017-12-18 04:00:00,18.96,1.79,49.18
2017-12-18 05:00:00,19.07,1.8,51.522
2017-12-18 06:00:00,17.8,1.77,52.506
2017-12-18 07:00:00,18.97,1.63,59.835
2017-12-18 08:00:00,18.77,1.78,45.624
2017-12-18 09:00:00,19.04,1.67,54.131
2017-12-18 10:00:00,19.16,1.8,52.273
2017-12-18 11:00:00,14.91,1.78,69.009
2017-12-18 12:00:00,12.0,1.73,59.184
2017-12-18 13:00:00,17.32,1.77,50.844
2017-12-18 14:00:00,18.7,1.78,55.831
2017-12-18 15:00:00,16.86,1.75,60.845
2017-12-18 16:00:00,18.5,1.79,58.989
2017-12-18 17:00:00,18.55,1.64,69.983
2017-12-18 18:00:00,18.54,1.78,49.183
2017-12-18 19:00:00,18.17,1.78,63.285
2017-12-18 20:00:00,18.05,1.76,66.446
2017-12-18 21:00:00,10.14,1.53,51.108
2017-12-18 22:00:00,12.57,1.73,47.757
2017-12-18 23:00:00,17.98,1.74,57.526
2017-12-19 00:00:00,17.82,1.69,63.119
2017-12-19 01:00:00,19.04,1.76,39.838
2017-12-19 02:00:00,18.47,1.81,42.484
2017-12-19 03:00:00,19.06,1.8,49.974
2017-12-19 04:00:00,18.86,1.77,51.098
2017-12-19 05:00:00,19.11,1.81,56.273
2017-12-19 06:00:00,19.35,1.8,55.6
2017-12-19 07:00:00,18.66,1.67,75.835
2017-12-19 08:00:00,19.04,1.78,68.384
2017-12-19 09:00:00,19.05,1.78,58.386
2017-12-19 10:00:00,18.92,1.81,47.925
2017-12-19 11:00:00,19.25,1.81,52.302
2017-12-19 12:00:00,18.72,1.81,47.286
2017-12-19 13:00:00,19.18,1.79,52.786
2017-12-19 14:00:00,19.18,1.78,58.97
2017-12-19 15:00:00,19.0,1.7,64.996
2017-12-19 16:00:00,18.54,1.8,57.44
2017-12-19 17:00:00,18.7,1.82,45.842
2017-12-19 18:00:00,15.52,1.76,54.203
2017-12-19 19:00:00,18.29,1.73,56.642
2017-12-19 20:00:00,17.62,1.81,55.651
2017-12-19 21:00:00,15.44,1.74,61.678
2017-12-19 22:00:00,16.6,1.78,56.7
2017-12-19 23:00:00,6.98,1.51,45.853
2017-12-20 00:00:00,18.41,1.81,53.349
2017-12-20 01:00:00,12.45,1.8,62.321
2017-12-20 02:00:00,10.5,1.6,63.103
2017-12-20 03:00:00,11.77,1.82,61.668
2017-12-20 04:00:00,19.25,1.81,58.124
2017-12-20 05:00:00,18.95,1.8,57.525
2017-12-20 06:00:00,18.26,1.77,46.662
2017-12-20 07:00:00,17.82,1.8,63.921
2017-12-20 08:00:00,18.56,1.77,48.352
2017-12-20 09:00:00,17.27,1.45,57.976
2017-12-20 10:00:00,18.79,1.69,58.995
2017-12-20 11:00:00,19.21,1.74,46.691
2017-12-20 12:00:00,18.72,1.66,47.27
2017-12-20 13:00:00,18.63,1.53,60.951
2017-12-20 14:00:00,19.3,1.77,48.128
2017-12-20 15:00:00,18.93,1.38,45.607
2017-12-20 16:00:00,18.69,1.79,38.958
2017-12-20 17:00:00,18.45,1.65,56.169
2017-12-20 18:00:00,18.65,1.78,61.463
2017-12-20 19:00:00,16.19,1.76,49.292
2017-12-20 20:00:00,18.13,1.56,64.944
2017-12-20 21:00:00,17.11,1.83,64.84
2017-12-20 22:00:00,17.86,1.85,51.415
2017-12-20 23:00:00,16.87,1.8,59.833
2017-12-21 00:00:00,5.56,1.76,76.147
2017-12-21 01:00:00,17.92,1.78,51.558
2017-12-21 02:00:00,19.26,1.81,49.021
2017-12-21 03:00:00,19.18,1.8,59.99
2017-12-21 04:00:00,18.97,1.7,65.891
2017-12-21 05:00:00,19.21,1.76,56.486
2017-12-21 06:00:00,19.25,1.81,53.143
2017-12-21 07:00:00,17.36,1.73,58.281
2017-12-21 08:00:00,19.04,1.73,56.502
2017-12-21 09:00:00,18.81,1.82,68.947
2017-12-21 10:00:00,19.45,1.79,50.653
2017-12-21 11:00:00,18.97,1.74,56.717
2017-12-21 12:00:00,18.59,1.83,54.794
2017-12-21 13:00:00,18.74,1.83,44.813
2017-12-21 14:00:00,18.34,1.73,53.782
2017-12-21 15:00:00,17.99,1.77,48.983
2017-12-21 16:00:00,19.16,1.72,58.946
