"Group1; Group1 (2), x","Group2; Group2 (2), x","Group3; Group3 (2), x","Group1 (1), x","Group1 (1), y","Group2 (1), x","Group2 (1), y","Group3 (1), x","Group3 (1), y","Group1 (2), y","Group2 (2), y","Group3 (2), y"
7995.0,7589.0729978615,9452.7702883307,19297.264,2.38893e-05,15899.4590661703,4.1272e-05,18142.506828,2.95931e-05,Group1,Group2,Group3
8195.0,9236.6321372018,8624.0355978954,19377.828,2.35169e-05,15987.7394243941,4.10948e-05,18216.6886473535,2.93695e-05,Group1,Group2,Group3
8495.0,9505.8973204579,8646.442747593,19458.392,2.31443e-05,16076.0197826178,4.09142e-05,18290.8704667071,2.91465e-05,Group1,Group2,Group3
9495.0,8129.170876837,7533.5282642961,19538.956,2.27718e-05,16164.3001408415,4.07294e-05,18365.0522860606,2.8924e-05,Group1,Group2,Group3
9995.0,9936.0266148421,9547.8754819374,19619.52,2.23996e-05,16252.5804990652,4.05398e-05,18439.2341054141,2.87021e-05,Group1,Group2,Group3
11595.0,9431.4976031231,9337.4957850558,19700.084,2.20281e-05,16340.8608572889,4.03451e-05,18513.4159247677,2.84806e-05,Group1,Group2,Group3
9980.0,9290.4539357033,9347.6197318871,19780.648,2.16575e-05,16429.1412155126,4.01445e-05,18587.5977441212,2.82597e-05,Group1,Group2,Group3
13295.0,14523.8036637106,14833.0227984063,19861.212,2.12881e-05,16517.4215737364,3.99377e-05,18661.7795634747,2.80391e-05,Group1,Group2,Group3
13845.0,9155.1280141041,9283.8376517261,19941.776,2.09201e-05,16605.7019319601,3.97242e-05,18735.9613828283,2.7819e-05,Group1,Group2,Group3
12290.0,10746.037078736,9667.9349524797,20022.34,2.05539e-05,16693.9822901838,3.95036e-05,18810.1432021818,2.75993e-05,Group1,Group2,Group3
12940.0,16329.7418287261,14735.9580277354,20102.904,2.01896e-05,16782.2626484075,3.92757e-05,18884.3250215353,2.73799e-05,Group1,Group2,Group3
13415.0,16851.1759931268,15203.8165729291,20183.468,1.98276e-05,16870.5430066312,3.904e-05,18958.5068408889,2.71608e-05,Group1,Group2,Group3
15985.0,16428.0449908673,14810.5953202917,20264.032,1.94681e-05,16958.8233648549,3.87964e-05,19032.6886602424,2.69419e-05,Group1,Group2,Group3
16515.0,16885.3683973498,15240.6917681483,20344.596,1.91113e-05,17047.1037230787,3.85446e-05,19106.8704795959,2.67232e-05,Group1,Group2,Group3
18420.0,16730.6043921029,18893.5453490299,20425.16,1.87574e-05,17135.3840813024,3.82845e-05,19181.0522989495,2.65047e-05,Group1,Group2,Group3
18950.0,17209.2980512248,18399.6564935255,20505.724,1.84067e-05,17223.6644395261,3.80159e-05,19255.234118303,2.62864e-05,Group1,Group2,Group3
16845.0,16500.7038498411,14869.8132104828,20586.288,1.80593e-05,17311.9447977498,3.77389e-05,19329.4159376565,2.60681e-05,Group1,Group2,Group3
19045.0,17973.4879133374,16757.1388890495,20666.852,1.77155e-05,17400.2251559735,3.74534e-05,19403.5977570101,2.58498e-05,Group1,Group2,Group3
21485.0,20660.1895848146,21048.14280434,20747.416,1.73754e-05,17488.5055141972,3.71595e-05,19477.7795763636,2.56316e-05,Group1,Group2,Group3
22470.0,17857.062855818,17518.7939502541,20827.98,1.70393e-05,17576.785872421,3.68572e-05,19551.9613957171,2.54133e-05,Group1,Group2,Group3
22625.0,16906.8774079221,16555.0177283974,20908.544,1.67073e-05,17665.0662306447,3.65467e-05,19626.1432150707,2.51949e-05,Group1,Group2,Group3
