"Ping (ms), x; Download (Mbit/s), x; Upload (Mbit/s), x","Ping (ms), y","Download (Mbit/s), y","Upload (Mbit/s), y"
2017-12-03 13:00:03,47.287,252.49,294.43
2017-12-03 15:00:02,5.733,390.98,39.47
2017-12-03 16:00:02,13.686,97.97,80.50
2017-12-03 17:00:02,6.571,353.03,17.81
2017-12-03 18:00:01,29.92,87.20,7.82
2017-12-03 19:00:04,30.955,355.28,68.30
2017-12-03 20:00:01,6.16,15.55,1.26
2017-12-03 21:00:02,8.891,35.64,6.50
2017-12-03 23:00:02,5.242,125.60,169.35
2017-12-04 00:00:03,10.78,25.08,8.81
2017-12-04 01:00:06,5.753,273.44,14.77
2017-12-04 03:00:02,53.539,506.86,123.74
2017-12-04 05:00:01,9.513,458.74,142.39
2017-12-04 07:00:06,6.19,46.94,5.05
2017-12-04 08:00:05,13.152,119.69,171.55
2017-12-04 09:00:06,4.409,355.62,24.83
2017-12-04 10:00:06,8.365,738.88,68.07
2017-12-04 11:00:02,9.191,281.91,97.83
2017-12-04 12:00:05,4.521,568.06,22.90
2017-12-04 13:00:05,6.077,277.96,39.77
2017-12-04 14:00:05,6.635,11.21,10.88
2017-12-04 15:00:06,10.168,380.47,133.94
2017-12-04 17:00:05,12.302,611.75,175.48
2017-12-04 19:00:05,5.026,108.96,16.77
2017-12-04 21:00:08,5.237,515.10,15.03
2017-12-04 22:00:05,9.778,353.68,146.87
2017-12-04 23:00:05,7.67,389.37,74.14
2017-12-05 01:00:02,6.25,233.90,49.28
2017-12-05 04:00:02,9.124,404.53,119.07
2017-12-05 05:00:02,5.379,89.04,85.87
2017-12-05 06:00:02,15.966,11.38,1.65
2017-12-05 08:00:02,7.162,492.71,29.36
2017-12-05 09:00:02,10.278,602.40,180.70
2017-12-05 10:00:01,5.566,24.52,1.95
2017-12-05 12:00:07,6.878,3.15,3.09
2017-12-05 13:00:06,9.487,70.72,2.99
2017-12-05 14:00:02,9.082,694.21,198.51
2017-12-05 15:00:09,5.338,388.51,15.20
2017-12-05 18:00:01,36.242,166.33,31.91
2017-12-05 20:00:06,10.094,794.54,81.00
2017-12-05 21:00:06,10.388,503.37,160.10
2017-12-05 23:00:03,4.659,18.11,4.71
2017-12-06 01:00:02,10.598,307.73,154.01
2017-12-06 02:00:03,9.283,687.77,150.08
2017-12-06 03:00:03,9.101,547.05,88.78
2017-12-06 04:00:04,9.414,280.77,150.18
2017-12-06 05:00:02,4.807,467.71,10.20
2017-12-06 07:00:03,23.931,731.31,173.45
2017-12-06 08:00:08,4.451,267.03,8.81
2017-12-06 09:00:02,5.425,398.78,32.39
2017-12-06 10:00:01,18.305,136.90,125.63
2017-12-06 11:00:03,5.574,257.11,8.47
2017-12-06 12:00:07,6.905,165.80,40.10
2017-12-06 13:00:03,10.041,103.75,180.16
2017-12-06 14:00:02,5.331,226.39,106.18
2017-12-06 15:00:04,4.575,26.60,12.66
2017-12-06 16:00:02,26.319,96.09,134.00
2017-12-06 17:00:08,10.423,266.80,140.01
2017-12-06 18:00:04,10.384,218.26,3.05
2017-12-06 19:00:03,14.36,427.68,63.45
2017-12-06 20:00:02,5.684,250.99,5.59
2017-12-06 21:00:03,4.59,36.60,2.21
2017-12-06 22:00:09,18.664,45.94,28.77
2017-12-06 23:00:04,10.006,465.50,132.51
2017-12-07 00:00:10,12.379,16.73,0.69
2017-12-07 01:00:03,183.701,72.36,37.30
2017-12-07 02:00:03,9.24,152.76,161.13
2017-12-07 03:00:07,7.968,312.26,36.60
2017-12-07 04:00:02,6.895,389.82,51.94
2017-12-07 05:00:03,7.253,238.58,16.59
2017-12-07 06:00:09,12.558,30.53,7.79
2017-12-07 07:00:07,4.357,28.99,7.08
2017-12-07 08:00:03,9.191,173.14,166.93
2017-12-07 09:00:02,8.969,420.27,115.20
2017-12-07 10:00:07,31.046,504.51,143.52
2017-12-07 11:00:02,10.403,250.29,164.58
2017-12-07 12:00:09,67.52,360.03,25.92
2017-12-07 13:00:11,5.893,222.15,5.20
2017-12-07 14:00:07,9.603,406.57,128.52
2017-12-07 15:00:04,4.421,569.74,16.69
2017-12-07 16:00:10,9.682,264.59,127.28
2017-12-07 17:00:05,11.027,503.89,134.84
2017-12-07 18:00:06,4.661,522.07,22.00
2017-12-07 19:00:03,7.678,335.37,33.55
2017-12-07 20:00:07,4.514,222.67,12.45
2017-12-07 21:00:06,10.846,553.31,140.24
2017-12-07 22:00:05,4.708,597.44,12.29
2017-12-07 23:00:05,10.352,620.52,143.10
2017-12-08 00:00:02,15.485,59.52,2.81
2017-12-08 01:00:06,5.074,361.17,25.98
2017-12-08 02:00:02,5.768,404.94,17.27
2017-12-08 03:00:04,9.409,619.98,149.53
2017-12-08 04:00:06,6.245,45.21,7.81
2017-12-08 05:00:02,7.65,38.62,38.45
2017-12-08 07:00:02,16.439,52.08,40.86
2017-12-08 08:00:05,5.874,299.85,46.82
2017-12-08 09:00:03,7.79,33.93,16.69
2017-12-08 10:00:02,97.271,519.40,16.17
2017-12-08 11:00:02,165.416,322.30,145.65
2017-12-08 12:00:05,8.661,431.23,126.98
2017-12-08 13:00:04,26.566,274.00,24.53
2017-12-08 15:00:04,4.449,24.94,17.25
2017-12-08 16:00:07,13.321,231.61,141.29
2017-12-08 17:00:04,10.653,470.29,161.64
2017-12-08 18:00:04,5.624,547.80,15.59
2017-12-08 19:00:05,50.151,118.79,122.96
2017-12-08 20:00:03,15.064,598.57,177.99
2017-12-08 21:00:05,6.03,296.57,26.33
2017-12-08 22:00:02,7.437,311.41,27.78
2017-12-08 23:00:03,5.741,614.65,48.65
2017-12-09 00:00:02,5.827,426.72,23.97
2017-12-09 01:00:11,4.369,491.15,18.94
2017-12-09 02:00:09,9.73,404.61,18.08
2017-12-09 03:00:10,10.705,204.58,184.14
2017-12-09 04:00:04,18.163,69.52,101.39
2017-12-09 05:00:03,10.722,403.68,141.50
2017-12-09 06:00:10,10.548,238.81,64.15
2017-12-09 07:00:03,9.016,701.74,145.99
2017-12-09 08:00:06,5.603,214.07,17.67
2017-12-09 09:00:06,5.328,223.15,12.29
2017-12-09 10:00:09,5.992,254.77,15.91
2017-12-09 11:00:02,18.959,452.06,14.66
2017-12-09 12:00:09,6.535,1.30,1.35
2017-12-09 13:00:06,6.365,293.13,40.50
2017-12-09 14:00:03,187.235,81.76,79.06
2017-12-09 15:00:11,7.882,746.16,88.86
2017-12-09 16:00:10,10.144,40.74,70.95
2017-12-09 17:00:07,49.597,106.21,32.25
2017-12-09 18:00:06,6.289,198.84,2.41
2017-12-09 19:00:10,12.45,139.90,94.97
2017-12-09 20:00:05,10.291,498.94,143.94
2017-12-09 22:00:04,10.18,524.48,53.14
2017-12-09 23:00:03,5.614,593.15,215.91
2017-12-10 01:00:04,10.504,421.63,106.48
2017-12-10 03:00:05,8.775,175.35,204.41
2017-12-10 04:00:03,13.685,175.93,136.16
2017-12-10 05:00:02,4.412,118.52,21.57
2017-12-10 06:00:02,22.232,57.82,120.00
2017-12-10 07:00:02,5.062,27.28,34.06
2017-12-10 08:00:02,5.131,273.92,34.40
2017-12-10 09:00:02,7.718,342.41,24.42
2017-12-10 10:00:02,21.827,83.03,79.53
2017-12-10 11:00:02,8.897,609.03,134.32
2017-12-10 13:00:02,5.3,652.05,14.86
2017-12-10 15:00:01,12.129,200.57,138.97
2017-12-10 16:00:02,203.004,554.71,33.32
2017-12-10 17:00:02,6.067,662.82,29.84
2017-12-10 19:00:02,5.508,72.94,209.92
2017-12-10 20:00:03,5.571,548.59,9.01
2017-12-10 21:00:01,9.093,152.03,110.46
2017-12-10 22:00:01,14.207,171.25,145.17
2017-12-10 23:00:01,6.369,651.05,114.33
2017-12-11 01:00:01,52.163,350.70,6.50
2017-12-11 02:00:02,117.754,144.22,143.22
2017-12-11 03:00:02,6.145,334.74,67.07
2017-12-11 04:00:02,6.336,79.90,191.92
2017-12-11 05:00:01,10.227,276.17,221.56
2017-12-11 06:00:02,4.477,626.94,7.01
2017-12-11 07:00:02,10.407,657.17,198.02
2017-12-11 08:00:01,6.427,285.57,15.67
2017-12-11 09:00:02,5.681,443.09,29.80
2017-12-11 10:00:06,6.245,283.71,23.14
2017-12-11 13:00:02,10.526,358.79,161.14
2017-12-11 15:00:02,7.103,511.56,68.10
2017-12-11 16:00:05,8.482,46.15,45.19
2017-12-11 17:00:03,5.249,558.06,123.09
2017-12-11 18:00:02,10.001,545.78,21.09
2017-12-11 19:00:03,6.474,303.90,28.07
2017-12-11 20:00:02,9.938,344.47,54.85
2017-12-11 21:00:02,4.83,317.66,30.37
2017-12-11 22:00:02,4.924,30.25,22.14
2017-12-11 23:00:05,6.273,37.66,127.79
2017-12-12 00:00:02,28.807,549.94,33.14
2017-12-12 01:00:02,9.107,476.83,114.20
2017-12-12 02:00:05,4.557,32.66,16.85
2017-12-12 03:00:05,6.54,148.03,46.57
2017-12-12 04:00:01,4.556,555.84,9.18
2017-12-12 05:00:03,5.571,115.80,178.78
2017-12-12 06:00:02,12.287,215.40,170.27
2017-12-12 07:00:01,5.228,185.00,141.69
2017-12-12 08:00:01,5.564,463.93,166.41
2017-12-12 09:00:02,7.529,426.22,171.93
2017-12-12 10:00:06,8.228,114.62,114.97
2017-12-12 13:00:02,6.669,267.20,183.74
2017-12-12 15:00:01,6.028,115.18,140.21
2017-12-12 17:00:03,6.263,236.32,169.06
2017-12-12 19:00:02,11.725,46.92,143.80
2017-12-12 20:00:02,7.944,236.61,7.33
2017-12-12 21:00:05,6.97,88.65,192.92
2017-12-12 22:00:03,6.208,456.11,81.38
2017-12-12 23:00:02,6.277,308.43,18.26
2017-12-13 00:00:02,8.459,242.15,18.46
2017-12-13 01:00:01,9.86,548.38,143.15
2017-12-13 02:00:06,6.836,382.70,17.81
2017-12-13 03:00:06,4.497,425.42,10.84
2017-12-13 04:00:02,64.165,108.04,97.74
2017-12-13 05:00:02,72.564,41.78,72.97
2017-12-13 06:00:02,80.814,6.09,12.11
2017-12-13 07:00:05,9.126,323.67,163.33
2017-12-13 08:00:03,8.635,515.10,44.73
2017-12-13 09:00:06,14.421,335.94,211.47
2017-12-13 10:00:06,5.091,364.87,27.53
2017-12-13 11:00:01,5.082,743.96,167.56
2017-12-13 12:00:06,12.076,95.52,35.59
2017-12-13 13:00:05,4.687,12.76,17.75
2017-12-13 14:00:07,5.653,281.57,227.70
2017-12-13 15:00:05,76.96,379.45,196.20
2017-12-13 17:00:09,5.245,340.81,86.78
2017-12-13 18:00:10,13.659,16.77,2.20
2017-12-13 19:00:07,33.944,438.88,151.71
2017-12-13 20:00:04,5.714,168.30,3.49
2017-12-13 21:00:02,9.228,323.66,70.37
2017-12-13 23:00:06,6.121,290.29,148.77
2017-12-14 00:00:06,6.317,490.28,27.67
2017-12-14 01:00:09,9.994,377.58,120.32
2017-12-14 02:00:07,19.129,81.95,94.34
2017-12-14 03:00:02,11.6,485.57,143.56
2017-12-14 04:00:05,77.493,500.40,18.34
2017-12-14 05:00:03,20.518,560.21,177.41
2017-12-14 06:00:09,29.909,374.22,10.65
2017-12-14 08:00:02,310.735,424.74,41.64
2017-12-14 09:00:10,74.76,323.12,129.85
2017-12-14 10:00:03,8.094,342.39,48.18
2017-12-14 11:00:02,5.921,343.08,31.29
2017-12-14 12:00:03,38.748,2.62,11.73
2017-12-14 13:00:07,48.834,83.18,58.84
2017-12-14 14:00:10,67.65,303.31,113.17
2017-12-14 15:00:03,6.23,587.81,39.96
2017-12-14 16:00:04,9.105,460.68,58.28
2017-12-14 17:00:10,10.573,425.82,145.68
2017-12-14 19:00:03,5.844,35.48,57.68
2017-12-14 20:00:03,33.402,26.21,27.83
2017-12-14 21:00:02,39.168,33.79,83.72
2017-12-14 22:00:04,9.065,469.07,84.43
2017-12-14 23:00:04,6.261,508.87,41.40
2017-12-15 00:00:04,10.886,603.56,149.71
2017-12-15 01:00:04,53.771,28.78,115.55
2017-12-15 02:00:07,70.576,19.76,27.12
2017-12-15 03:00:04,9.788,542.94,178.96
2017-12-15 06:00:07,16.303,23.83,19.24
2017-12-15 07:00:08,10.46,378.81,149.58
2017-12-15 08:00:07,25.357,418.10,130.64
2017-12-15 09:00:08,6.395,341.35,86.10
2017-12-15 10:00:01,5.507,31.32,26.41
2017-12-15 11:00:08,5.734,298.41,14.60
2017-12-15 13:00:07,5.576,688.12,18.84
2017-12-15 14:00:07,166.065,374.29,17.73
2017-12-15 15:00:11,25.443,125.70,147.71
2017-12-15 16:00:06,62.462,46.11,132.81
2017-12-15 17:00:07,23.232,186.48,252.67
2017-12-15 18:00:04,9.55,144.04,15.43
2017-12-15 19:00:11,6.173,324.59,36.43
2017-12-15 20:00:07,90.408,89.53,148.66
2017-12-15 21:00:08,10.561,386.79,99.53
2017-12-15 22:00:08,24.336,131.57,177.18
2017-12-15 23:00:03,6.941,164.78,241.14
2017-12-16 00:00:06,6.097,205.82,77.66
2017-12-16 01:00:05,10.7,421.26,170.05
2017-12-16 02:00:05,205.764,112.96,232.73
2017-12-16 03:00:05,6.436,216.02,20.64
2017-12-16 04:00:06,42.129,37.99,249.50
2017-12-16 05:00:02,10.353,331.38,202.59
2017-12-16 06:00:06,10.488,358.35,39.36
2017-12-16 07:00:02,6.884,137.65,288.71
2017-12-16 08:00:06,8.854,237.78,148.68
2017-12-16 09:00:02,6.906,381.82,52.99
2017-12-16 10:00:05,18.981,92.52,180.72
2017-12-16 12:00:06,5.964,55.56,99.47
2017-12-16 13:00:02,10.716,597.10,197.91
2017-12-16 14:00:01,8.774,44.86,80.35
2017-12-16 15:00:05,24.362,74.16,161.94
2017-12-16 16:00:02,38.861,21.53,37.42
2017-12-16 18:00:03,13.709,411.08,8.83
2017-12-16 19:00:02,46.28,42.82,27.88
2017-12-16 20:00:01,9.076,467.61,177.96
2017-12-16 22:00:02,22.378,61.71,62.55
2017-12-16 23:00:02,6.108,574.01,156.61
2017-12-17 00:00:08,9.415,403.92,170.40
2017-12-17 01:00:08,10.502,463.51,166.01
2017-12-17 02:00:07,28.384,84.57,122.54
2017-12-17 03:00:09,6.23,189.09,26.21
2017-12-17 04:00:10,10.725,193.07,108.84
2017-12-17 05:00:06,41.549,89.10,157.62
2017-12-17 06:00:09,46.259,398.43,46.18
2017-12-17 07:00:05,6.786,128.80,99.42
2017-12-17 08:00:03,9.942,518.18,202.28
2017-12-17 10:00:08,80.961,44.79,211.48
2017-12-17 11:00:01,75.124,130.48,294.17
2017-12-17 12:00:10,9.027,368.66,15.15
2017-12-17 13:00:06,7.28,77.34,50.09
2017-12-17 14:00:06,6.06,328.20,25.19
2017-12-17 15:00:02,9.305,456.63,174.17
2017-12-17 16:00:06,12.321,193.09,128.38
2017-12-17 17:00:05,9.822,518.85,189.45
2017-12-17 18:00:04,18.155,21.20,32.83
2017-12-17 19:00:04,10.207,246.36,149.40
2017-12-17 20:00:03,71.01,47.50,35.62
2017-12-17 21:00:07,11.301,142.19,178.11
2017-12-17 22:00:08,5.776,321.42,34.08
2017-12-17 23:00:04,9.29,294.08,154.45
2017-12-18 00:00:07,9.013,130.47,5.61
2017-12-18 01:00:05,5.937,381.29,18.77
2017-12-18 02:00:07,10.482,136.45,181.07
2017-12-18 03:00:04,8.93,246.45,182.08
2017-12-18 04:00:07,37.242,30.30,78.43
2017-12-18 05:00:07,34.192,221.99,176.51
2017-12-18 06:00:08,8.681,31.46,23.98
2017-12-18 07:00:07,5.34,49.22,201.96
2017-12-18 08:00:03,91.254,19.49,19.60
2017-12-18 10:00:07,8.624,233.57,54.31
2017-12-18 12:00:04,55.413,30.62,61.46
2017-12-18 13:00:04,10.949,242.72,96.31
2017-12-18 14:00:04,42.241,78.20,28.33
2017-12-18 15:00:07,7.432,110.39,121.20
2017-12-18 17:00:07,28.187,45.03,98.19
2017-12-18 18:00:11,10.933,368.50,174.81
2017-12-18 19:00:06,7.035,552.38,105.25
2017-12-18 20:00:07,6.072,41.60,23.82
2017-12-18 21:00:03,8.483,187.14,251.82
2017-12-18 22:00:03,52.732,61.84,174.21
2017-12-18 23:00:07,5.546,202.62,132.02
2017-12-19 00:00:06,6.834,28.53,16.27
2017-12-19 01:00:07,9.451,591.27,158.97
2017-12-19 02:00:06,9.901,203.64,57.80
2017-12-19 03:00:07,8.857,786.15,72.88
2017-12-19 05:00:05,18.074,508.16,193.40
2017-12-19 06:00:02,8.624,164.65,253.60
2017-12-19 07:00:06,10.423,747.79,96.63
2017-12-19 08:00:08,48.84,13.40,16.62
2017-12-19 09:00:08,6.14,310.52,16.33
2017-12-19 10:00:05,11.313,243.54,57.48
2017-12-19 11:00:05,190.746,76.51,207.51
2017-12-19 12:00:08,5.328,42.07,202.27
2017-12-19 13:00:07,9.161,262.44,75.74
2017-12-19 14:00:11,6.535,339.19,57.27
2017-12-19 15:00:06,9.95,244.93,177.19
2017-12-19 16:00:05,8.619,105.79,35.55
2017-12-19 17:00:05,8.757,359.97,116.32
2017-12-19 18:00:05,200.517,181.96,1.96
2017-12-19 19:00:10,14.54,49.73,184.88
2017-12-19 20:00:02,6.449,452.71,34.68
2017-12-19 21:00:02,7.104,110.66,202.53
2017-12-19 22:00:07,15.709,39.87,179.36
2017-12-19 23:00:07,9.221,445.41,64.14
2017-12-20 00:00:07,14.153,127.00,20.43
2017-12-20 01:00:01,28.616,70.12,278.94
2017-12-20 02:00:02,7.045,600.73,19.51
2017-12-20 03:00:03,85.295,348.78,20.60
2017-12-20 04:00:06,4.706,388.87,120.61
2017-12-20 05:00:11,9.533,393.31,95.15
2017-12-20 06:00:01,170.55,816.03,16.76
2017-12-20 07:00:05,14.288,291.09,15.74
2017-12-20 08:00:04,10.031,101.27,90.78
2017-12-20 09:00:06,6.236,567.08,340.54
2017-12-20 10:00:04,41.76,49.04,117.99
2017-12-20 12:00:10,11.583,154.98,187.54
2017-12-20 13:00:03,6.17,245.19,23.85
2017-12-20 14:00:07,9.242,245.95,167.16
2017-12-20 15:00:07,10.514,359.82,52.17
2017-12-20 18:00:02,16.607,338.70,0.56
2017-12-20 20:00:04,4.837,542.87,14.23
2017-12-20 21:00:04,7.42,461.06,28.07
2017-12-20 23:00:06,4.564,604.02,335.00
2017-12-21 00:00:08,4.921,438.47,22.11
2017-12-21 01:00:03,5.815,229.12,61.39
2017-12-21 03:00:02,6.798,2.65,6.29
2017-12-21 04:00:08,49.054,302.25,27.45
2017-12-21 05:00:04,4.75,249.81,12.61
2017-12-21 07:00:02,5.268,14.77,3.40
2017-12-21 08:00:07,5.792,49.28,16.32
2017-12-21 09:00:07,5.546,489.07,265.28
2017-12-21 10:00:07,9.788,202.12,82.04
2017-12-21 11:00:04,6.133,310.53,91.69
2017-12-21 12:00:03,5.363,334.08,19.09
2017-12-21 14:00:04,7.521,70.32,188.11
2017-12-21 15:00:03,4.849,320.99,45.92
2017-12-21 16:00:03,11.696,645.01,168.04
2017-12-21 17:00:07,5.357,175.76,17.27
2017-12-21 18:00:05,5.509,249.67,1.97
2017-12-21 19:00:07,4.559,378.17,18.82
2017-12-21 20:00:12,9.497,648.56,124.37
2017-12-21 21:00:11,22.256,43.67,147.61
2017-12-21 22:00:09,9.461,365.49,83.34
2017-12-21 23:00:06,29.557,95.96,214.90
2017-12-22 00:00:08,6.329,186.17,3.28
2017-12-22 01:00:04,19.329,45.19,64.45
2017-12-22 02:00:08,9.227,242.33,162.98
2017-12-22 03:00:08,10.147,508.05,142.11
2017-12-22 04:00:02,9.434,795.35,83.39
2017-12-22 05:00:10,8.584,361.01,24.65
2017-12-22 06:00:09,178.576,353.67,86.27
2017-12-22 07:00:07,5.139,207.95,2.32
2017-12-22 08:00:05,21.323,34.21,40.63
2017-12-22 10:00:07,4.855,337.03,22.95
2017-12-22 11:00:05,4.59,304.22,61.01
2017-12-22 13:00:10,6.929,37.74,132.16
2017-12-22 14:00:11,5.541,99.19,88.21
2017-12-22 15:00:06,4.38,450.79,12.90
2017-12-22 16:00:11,7.7,313.30,165.11
2017-12-22 17:00:08,15.942,534.21,76.98
2017-12-22 18:00:08,11.329,56.07,11.12
2017-12-22 19:00:02,5.007,277.72,18.67
2017-12-22 20:00:08,7.206,56.90,25.82
2017-12-22 21:00:07,7.744,263.15,153.48
2017-12-22 22:00:07,9.759,117.37,128.17
2017-12-22 23:00:11,7.185,353.96,76.83
2017-12-23 01:00:09,9.751,637.42,174.25
2017-12-23 02:00:08,9.259,672.59,137.85
2017-12-23 03:00:10,10.472,652.14,162.47
2017-12-23 04:00:12,59.27,250.61,185.62
2017-12-23 05:00:04,12.323,100.02,169.24
2017-12-23 06:00:08,4.619,394.18,26.68
2017-12-23 07:00:07,9.735,105.24,48.76
2017-12-23 08:00:04,4.758,293.71,31.79
2017-12-23 09:00:07,4.594,371.06,11.22
2017-12-23 11:00:06,4.521,712.59,14.06
2017-12-23 12:00:10,19.59,340.33,6.15
2017-12-23 13:00:08,12.653,83.50,80.22
2017-12-23 14:00:07,4.324,300.34,13.95
2017-12-23 15:00:07,8.196,69.00,261.02
2017-12-23 16:00:08,14.709,49.22,104.54
2017-12-23 17:00:09,5.276,264.70,13.05
2017-12-23 18:00:05,17.461,1.06,0.19
2017-12-23 19:00:07,10.527,257.21,181.76
2017-12-23 20:00:02,5.029,478.48,11.77
2017-12-23 21:00:10,10.551,281.49,161.59
2017-12-23 22:00:06,7.958,352.20,152.74
2017-12-23 23:00:07,4.801,762.68,14.89
2017-12-24 00:00:07,9.866,65.20,2.69
2017-12-24 01:00:07,8.254,133.34,242.90
2017-12-24 04:00:07,38.133,118.32,17.48
2017-12-24 06:00:02,8.879,78.10,2.76
2017-12-24 07:00:02,6.608,251.03,180.90
2017-12-24 08:00:05,6.943,115.55,156.44
2017-12-24 09:00:07,10.728,247.21,130.04
2017-12-24 10:00:05,6.814,431.33,14.93
2017-12-24 12:00:06,80.263,2.79,19.68
2017-12-24 13:00:04,5.784,29.85,65.65
2017-12-24 15:00:04,6.51,44.82,59.08
2017-12-24 16:00:06,5.498,732.21,33.68
2017-12-24 18:00:10,84.674,5.85,43.57
2017-12-24 19:00:09,7.767,485.18,171.85
2017-12-24 20:00:09,40.688,236.79,216.33
2017-12-24 21:00:02,4.954,132.76,217.05
2017-12-25 03:00:02,10.631,622.85,174.45
2017-12-25 04:00:07,9.483,483.00,38.71
2017-12-25 07:00:03,5.824,313.11,17.27
2017-12-25 08:00:10,28.125,20.94,38.82
2017-12-25 09:00:07,5.371,438.66,14.12
2017-12-25 10:00:08,9.096,367.76,51.18
2017-12-25 11:00:09,9.179,328.54,176.29
2017-12-25 12:00:11,38.599,11.30,13.56
2017-12-25 13:00:08,6.001,613.17,174.37
2017-12-25 14:00:12,10.784,283.75,158.43
2017-12-25 15:00:11,7.042,357.37,30.49
2017-12-25 16:00:07,12.929,166.36,138.48
2017-12-25 17:00:07,7.157,381.16,49.22
2017-12-25 18:00:08,43.097,18.37,82.66
2017-12-25 19:00:12,4.692,271.77,13.19
2017-12-25 20:00:11,9.542,547.86,167.34
2017-12-25 21:00:11,9.093,587.96,176.20
2017-12-25 22:00:02,8.066,381.61,116.49
2017-12-25 23:00:03,5.474,192.18,25.82
2017-12-26 00:00:11,10.798,428.32,34.64
2017-12-26 02:00:11,7.44,297.80,262.80
2017-12-26 04:00:02,6.19,630.47,13.82
2017-12-26 06:00:09,52.215,16.57,79.79
2017-12-26 07:00:11,10.69,403.89,156.44
2017-12-26 09:00:09,53.354,293.04,15.92
2017-12-26 10:00:08,54.684,40.19,78.17
2017-12-26 11:00:06,10.749,516.31,184.54
2017-12-26 12:00:10,4.956,1.99,2.76
2017-12-26 13:00:02,6.696,170.69,207.34
2017-12-26 14:00:06,8.805,185.87,270.14
2017-12-26 15:00:10,6.355,304.60,60.14
2017-12-26 16:00:04,7.705,178.68,193.01
2017-12-26 17:00:07,4.597,371.38,20.36
2017-12-26 18:00:02,6.112,415.20,27.73
2017-12-26 19:00:06,31.13,250.61,143.83
2017-12-26 20:00:05,4.514,261.27,12.45
2017-12-26 21:00:08,5.474,262.90,14.86
2017-12-26 22:00:03,11.018,517.28,174.57
2017-12-26 23:00:05,5.934,335.79,19.47
2017-12-27 01:00:04,9.352,457.01,185.92
2017-12-27 04:00:02,6.766,438.75,221.45
2017-12-27 05:00:01,6.113,65.96,267.36
2017-12-27 06:00:03,4.524,509.94,66.75
2017-12-27 07:00:04,23.738,107.93,137.31
2017-12-27 10:00:02,5.218,742.48,131.12
2017-12-27 11:00:08,5.043,430.25,11.89
2017-12-27 12:00:07,8.562,229.78,13.29
2017-12-27 13:00:08,6.928,319.32,18.43
2017-12-27 15:00:08,11.456,620.90,158.07
2017-12-27 16:00:08,8.274,284.75,160.39
2017-12-27 17:00:08,9.642,342.85,195.78
2017-12-27 18:00:07,7.729,174.05,1.38
2017-12-27 20:00:04,9.735,224.79,194.90
2017-12-27 21:00:07,17.93,416.50,26.63
2017-12-27 22:00:06,10.795,147.49,230.89
2017-12-27 23:00:09,4.85,500.43,23.93
2017-12-28 00:00:06,4.723,85.66,2.21
2017-12-28 02:00:07,6.417,408.47,19.83
2017-12-28 03:00:08,4.74,358.72,21.89
2017-12-28 05:00:08,15.954,273.31,21.41
2017-12-28 06:00:10,50.9,527.84,18.85
2017-12-28 07:00:11,9.885,421.23,126.43
2017-12-28 08:00:08,12.218,128.98,17.89
2017-12-28 09:00:07,52.077,187.91,18.13
2017-12-28 10:00:11,4.573,201.95,27.58
2017-12-28 11:00:07,4.727,304.14,16.56
2017-12-28 12:00:11,5.451,113.36,38.84
2017-12-28 13:00:07,9.36,523.75,173.38
2017-12-28 14:00:07,7.051,180.93,16.02
2017-12-28 15:00:07,9.116,429.19,169.98
2017-12-28 17:00:07,4.364,330.70,44.93
2017-12-28 18:00:08,9.224,784.48,82.37
2017-12-28 19:00:07,8.152,90.25,23.15
2017-12-28 20:00:07,4.83,38.04,15.15
2017-12-28 21:00:03,5.843,21.92,40.48
2017-12-28 23:00:07,6.839,326.75,36.33
2017-12-29 00:00:12,15.281,330.78,156.50
2017-12-29 01:00:10,11.047,477.61,227.79
2017-12-29 02:00:06,9.239,469.72,76.20
2017-12-29 03:00:07,14.416,709.83,162.87
2017-12-29 04:00:04,7.723,19.33,15.70
2017-12-29 05:00:07,5.455,434.40,276.16
2017-12-29 06:00:07,5.491,554.70,19.30
2017-12-29 07:00:06,9.534,114.51,26.40
2017-12-29 08:00:07,110.683,260.51,229.16
2017-12-29 09:00:08,40.786,377.88,202.14
2017-12-29 10:00:07,10.027,82.71,185.22
2017-12-29 11:00:07,6.619,304.12,37.51
2017-12-29 12:00:07,4.5,12.54,1.91
2017-12-29 13:00:06,13.053,175.80,149.27
2017-12-29 14:00:11,7.097,350.60,25.10
2017-12-29 15:00:09,49.597,690.99,130.43
2017-12-29 16:00:04,10.303,175.95,166.32
2017-12-29 19:00:06,5.837,202.18,18.84
2017-12-29 20:00:07,18.655,267.44,29.72
2017-12-29 22:00:06,9.371,182.47,80.83
2017-12-29 23:00:11,4.22,278.22,13.56
2017-12-30 00:00:11,63.174,121.05,55.97
2017-12-30 01:00:11,10.813,619.55,164.82
2017-12-30 02:00:08,28.749,112.45,113.33
2017-12-30 03:00:08,4.73,204.80,14.00
2017-12-30 04:00:11,7.539,651.22,202.34
2017-12-30 05:00:06,10.467,220.97,176.97
2017-12-30 06:00:08,380.213,706.54,1.13
2017-12-30 07:00:08,13.048,297.03,14.37
2017-12-30 08:00:06,31.271,665.56,234.91
2017-12-30 09:00:07,8.818,18.35,14.82
2017-12-30 10:00:07,5.485,256.53,51.25
2017-12-30 11:00:03,5.709,208.75,165.02
2017-12-30 12:00:06,16.202,205.84,5.92
2017-12-30 13:00:05,7.185,665.08,50.54
2017-12-30 14:00:07,11.647,478.63,112.20
2017-12-30 15:00:06,6.207,128.26,149.88
