"F-bland dygnsmedel fr drift-db, x","F-bland dygnsmedel fr drift-db, y","F-bland dygnsmedel fr månadsrapport, x","F-bland dygnsmedel fr månadsrapport, y","Br9901 momentant, x","Br9901 momentant, y","17098+17099(Br1701+Br1702), x","17098+17099(Br1701+Br1702), y","17097(Br1703), x","17097(Br1703), y"
2016-08-15 00:00:00,,2014-05-15 00:00:00,,,,2017-06-14 21:30:02,0.3549788281,,
2016-08-16 00:00:00,,2014-05-16 00:00:00,,,,2017-06-14 21:32:04,0.3545927344,,
2016-08-17 00:00:00,,2014-05-17 00:00:00,,,,2017-06-14 21:34:05,0.3554614453,,
2016-08-18 00:00:00,,2014-05-18 00:00:00,,,,2017-06-14 21:36:06,0.3554614453,,
2016-08-19 00:00:00,,2014-05-19 00:00:00,,,,2017-06-14 21:38:08,0.3549788281,,
2016-08-20 00:00:00,,2014-05-20 00:00:00,,,,2017-06-14 21:40:09,0.3555579688,,
2016-08-21 00:00:00,,2014-05-21 00:00:00,,,,2017-06-14 21:42:10,0.3554614453,,
2016-08-22 00:00:00,,2014-05-22 00:00:00,,,,2017-06-14 21:44:12,0.3550753516,,
2016-08-23 00:00:00,,2014-05-23 00:00:00,,,,2017-06-14 21:46:13,0.3549788281,,
2016-08-24 00:00:00,3.5799872094,2014-05-24 00:00:00,,,,2017-06-14 21:48:15,0.3553649219,,
2016-08-25 00:00:00,3.1019650818,2014-05-25 00:00:00,,,,2017-06-14 21:50:16,0.3549788281,,
2016-08-26 00:00:00,3.2653075926,2014-05-26 00:00:00,,,,2017-06-14 21:52:17,0.3554614453,,
2016-08-27 00:00:00,3.3587142312,2014-05-27 00:00:00,,,,2017-06-14 21:54:18,0.355171875,,
2016-08-28 00:00:00,3.3451750926,2014-05-28 00:00:00,,,,2017-06-14 21:56:20,0.3554614453,,
2016-08-29 00:00:00,3.3262691358,2014-05-29 00:00:00,,,,2017-06-14 21:58:21,0.3554614453,,
2016-08-30 00:00:00,3.2964634182,2014-05-30 00:00:00,,,,2017-06-14 22:00:22,0.355171875,,
2016-08-31 00:00:00,3.3385192824,2014-05-31 00:00:00,3.8201911589,,,2017-06-14 22:02:24,0.3553649219,,
2016-09-01 00:00:00,3.3520234182,2014-06-01 00:00:00,,,,2017-06-14 22:04:25,0.355171875,,
2016-09-02 00:00:00,3.3367830324,2014-06-02 00:00:00,,,,2017-06-14 22:06:26,0.3554614453,,
2016-09-03 00:00:00,3.2883611034,2014-06-03 00:00:00,,,,2017-06-14 22:08:28,0.3554614453,,
2016-09-04 00:00:00,3.2909654784,2014-06-04 00:00:00,,,,2017-06-14 22:10:29,0.3550753516,,
2016-09-05 00:00:00,3.3202886574,2014-06-05 00:00:00,,,,2017-06-14 22:12:30,0.355171875,,
2016-09-06 00:00:00,3.3536632716,2014-06-06 00:00:00,,,,2017-06-14 22:14:32,0.3554614453,,
2016-09-07 00:00:00,3.26415,2014-06-07 00:00:00,,,,2017-06-14 22:16:33,0.3554614453,,
2016-09-08 00:00:00,,2014-06-08 00:00:00,,,,2017-06-14 22:18:34,0.3550753516,,
2016-09-09 00:00:00,4.3045726716,2014-06-09 00:00:00,,,,2017-06-14 22:20:36,0.3550753516,,
2016-09-10 00:00:00,3.8454078858,2014-06-10 00:00:00,,,,2017-06-14 22:22:37,0.3552683984,,
2016-09-11 00:00:00,4.1568719676,2014-06-11 00:00:00,,,,2017-06-14 22:24:39,0.3555579688,,
2016-09-12 00:00:00,3.8047024074,2014-06-12 00:00:00,,,,2017-06-14 22:26:40,0.3555579688,,
2016-09-13 00:00:00,3.8539927392,2014-06-13 00:00:00,,,,2017-06-14 22:28:41,0.3553649219,,
2016-09-14 00:00:00,3.8192677392,2014-06-14 00:00:00,,,,2017-06-14 22:30:42,0.355171875,,
2016-09-15 00:00:00,3.72772875,2014-06-15 00:00:00,,,,2017-06-14 22:32:44,0.355171875,,
2016-09-16 00:00:00,3.6187308642,2014-06-16 00:00:00,,,,2017-06-14 22:34:45,0.3550753516,,
2016-09-17 00:00:00,3.6705288966,2014-06-17 00:00:00,,,,2017-06-14 22:36:47,0.3552683984,,
2016-09-18 00:00:00,3.6976338426,2014-06-18 00:00:00,,,,2017-06-14 22:38:48,0.3553649219,,
2016-09-19 00:00:00,3.3944651466,2014-06-19 00:00:00,,,,2017-06-14 22:40:49,0.3554614453,,
2016-09-20 00:00:00,1.7165725926,2014-06-20 00:00:00,,,,2017-06-14 22:42:51,0.3553649219,,
2016-09-21 00:00:00,5.6291680752,2014-06-21 00:00:00,,,,2017-06-14 22:44:52,0.3555579688,,
2016-09-22 00:00:00,3.6665741358,2014-06-22 00:00:00,,,,2017-06-14 22:46:53,0.355171875,,
2016-09-23 00:00:00,4.9480230324,2014-06-23 00:00:00,,,,2017-06-14 22:48:55,0.3550753516,,
2016-09-24 00:00:00,3.6144866358,2014-06-24 00:00:00,,,,2017-06-14 22:50:56,0.355171875,,
2016-09-25 00:00:00,3.9772664892,2014-06-25 00:00:00,,,,2017-06-14 22:52:57,0.355171875,,
2016-09-26 00:00:00,3.6250005324,2014-06-26 00:00:00,,,,2017-06-14 22:54:59,0.3550753516,,
2016-09-27 00:00:00,3.7425832716,2014-06-27 00:00:00,,,,2017-06-14 22:57:00,0.3549788281,,
2016-09-28 00:00:00,3.5074177932,2014-06-28 00:00:00,,,,2017-06-14 22:59:02,0.3553649219,,
2016-09-29 00:00:00,3.7475028318,2014-06-29 00:00:00,,,,2017-06-14 23:01:03,0.3555579688,,
2016-09-30 00:00:00,3.627894375,2014-06-30 00:00:00,4.2638888889,,,2017-06-14 23:03:04,0.3553649219,,
2016-10-01 00:00:00,3.3747877392,2014-07-01 00:00:00,,,,2017-06-14 23:05:06,0.3554614453,,
2016-10-02 00:00:00,3.5588302392,2014-07-02 00:00:00,,,,2017-06-14 23:07:07,0.3553649219,,
2016-10-03 00:00:00,3.3010935108,2014-07-03 00:00:00,,,,2017-06-14 23:09:09,0.3554614453,,
2016-10-04 00:00:00,3.3267513966,2014-07-04 00:00:00,,,,2017-06-14 23:11:10,0.355171875,,
2016-10-05 00:00:00,3.68605875,2014-07-05 00:00:00,,,,2017-06-14 23:13:11,0.3550753516,,
2016-10-06 00:00:00,3.8069209182,2014-07-06 00:00:00,,,,2017-06-14 23:15:13,0.3554614453,,
2016-10-07 00:00:00,3.7539652932,2014-07-07 00:00:00,,,,2017-06-14 23:17:14,0.3555579688,,
2016-10-08 00:00:00,3.5495703318,2014-07-08 00:00:00,,,,2017-06-14 23:19:15,0.3554614453,,
2016-10-09 00:00:00,3.3215426466,2014-07-09 00:00:00,,,,2017-06-14 23:21:17,0.3553649219,,
2016-10-10 00:00:00,3.40305,2014-07-10 00:00:00,,,,2017-06-14 23:23:18,0.3553649219,,
2016-10-11 00:00:00,3.9568173534,2014-07-11 00:00:00,,,,2017-06-14 23:25:19,0.3549788281,,
2016-10-12 00:00:00,3.6036832716,2014-07-12 00:00:00,,,,2017-06-14 23:27:21,0.3550753516,,
2016-10-13 00:00:00,3.388291875,2014-07-13 00:00:00,,,,2017-06-14 23:29:22,0.355171875,,
2016-10-14 00:00:00,3.3147907176,2014-07-14 00:00:00,,,,2017-06-14 23:31:23,0.355171875,,
2016-10-15 00:00:00,3.1935424074,2014-07-15 00:00:00,,,,2017-06-14 23:33:25,0.355171875,,
2016-10-16 00:00:00,2.9659008642,2014-07-16 00:00:00,,,,2017-06-14 23:35:26,0.355171875,,
2016-10-17 00:00:00,2.9986001466,2014-07-17 00:00:00,,,,2017-06-14 23:37:27,0.3553649219,,
2016-10-18 00:00:00,3.0628413966,2014-07-18 00:00:00,,,,2017-06-14 23:39:29,0.3552683984,,
2016-10-19 00:00:00,3.0156734568,2014-07-19 00:00:00,,,,2017-06-14 23:41:30,0.3553649219,,
2016-10-20 00:00:00,2.8343317284,2014-07-20 00:00:00,,,,2017-06-14 23:43:31,0.3554614453,,
2016-10-21 00:00:00,2.735461875,2014-07-21 00:00:00,,,,2017-06-14 23:45:33,0.3552683984,,
2016-10-22 00:00:00,2.8026933642,2014-07-22 00:00:00,,,,2017-06-14 23:47:34,0.3550753516,,
2016-10-23 00:00:00,2.7133728858,2014-07-23 00:00:00,,,,2017-06-14 23:49:35,0.3550753516,,
2016-10-24 00:00:00,2.9005984182,2014-07-24 00:00:00,,,,2017-06-14 23:51:37,0.3550753516,,
2016-10-25 00:00:00,2.1634638966,2014-07-25 00:00:00,,,,2017-06-14 23:53:38,0.3554614453,,
2016-10-26 00:00:00,1.533503226,2014-07-26 00:00:00,,,,2017-06-14 23:55:40,0.3553649219,,
2016-10-27 00:00:00,0.2342973534,2014-07-27 00:00:00,,,,2017-06-14 23:57:41,0.3554614453,,
2016-10-28 00:00:00,0.8231752932,2014-07-28 00:00:00,,,,2017-06-14 23:59:43,0.355171875,,
2016-10-29 00:00:00,0.5432534568,2014-07-29 00:00:00,,,,2017-06-15 00:01:44,0.3550753516,,
2016-10-30 00:00:00,0.4713540942,2014-07-30 00:00:00,,,,2017-06-15 00:03:46,0.3552683984,,
2016-10-31 00:00:00,0.3730042824,2014-07-31 00:00:00,3.0850507766,,,2017-06-15 00:05:47,0.3553649219,,
2016-11-01 00:00:00,0.0,2014-08-01 00:00:00,,,,2017-06-15 00:07:48,0.3550753516,,
2016-11-02 00:00:00,2.7533066358,2014-08-02 00:00:00,,,,2017-06-15 00:09:50,0.3554614453,,
2016-11-03 00:00:00,1.3703835108,2014-08-03 00:00:00,,,,2017-06-15 00:11:51,0.355171875,,
2016-11-04 00:00:00,1.3000653858,2014-08-04 00:00:00,,,,2017-06-15 00:13:52,0.3553649219,,
2016-11-05 00:00:00,1.421120625,2014-08-05 00:00:00,,,,2017-06-15 00:15:54,0.355171875,,
2016-11-06 00:00:00,0.638071875,2014-08-06 00:00:00,,,,2017-06-15 00:17:55,0.3554614453,,
2016-11-07 00:00:00,1.5284786574,2014-08-07 00:00:00,,,,2017-06-15 00:19:56,0.355171875,,
2016-11-08 00:00:00,1.5297326466,2014-08-08 00:00:00,,,,2017-06-15 00:21:58,0.3555579688,,
2016-11-09 00:00:00,1.5682196142,2014-08-09 00:00:00,,,,2017-06-15 00:23:59,0.3553649219,,
2016-11-10 00:00:00,1.66853625,2014-08-10 00:00:00,,,,2017-06-15 00:26:01,0.3554614453,,
2016-11-11 00:00:00,1.6988242284,2014-08-11 00:00:00,,,,2017-06-15 00:28:02,0.3548823047,,
2016-11-12 00:00:00,1.6072852392,2014-08-12 00:00:00,,,,2017-06-15 00:30:04,0.3549788281,,
2016-11-13 00:00:00,2.0919884568,2014-08-13 00:00:00,,,,2017-06-15 00:32:05,0.3548823047,,
2016-11-14 00:00:00,1.7630654784,2014-08-14 00:00:00,,,,2017-06-15 00:34:06,0.3550753516,,
2016-11-15 00:00:00,2.0729861034,2014-08-15 00:00:00,,,,2017-06-15 00:36:08,0.3552683984,,
2016-11-16 00:00:00,2.1907616358,2014-08-16 00:00:00,,,,2017-06-15 00:38:09,0.3550753516,,
2016-11-17 00:00:00,2.1063607176,2014-08-17 00:00:00,,,,2017-06-15 00:40:10,0.3554614453,,
2016-11-18 00:00:00,2.3489534568,2014-08-18 00:00:00,,,,2017-06-15 00:42:14,0.3549788281,,
2016-11-19 00:00:00,1.9875239892,2014-08-19 00:00:00,,,,2017-06-15 00:44:15,0.3532414062,,
2016-11-20 00:00:00,2.2575108642,2014-08-20 00:00:00,,,,2017-06-15 00:46:17,0.355171875,,
2016-11-21 00:00:00,0.8382228858,2014-08-21 00:00:00,,,,2017-06-15 00:48:18,0.3550753516,,
2016-11-22 00:00:00,3.0215572608,2014-08-22 00:00:00,,,,2017-06-15 00:50:19,0.3552683984,,
2016-11-23 00:00:00,2.5986839892,2014-08-23 00:00:00,,,,2017-06-15 00:52:21,0.3554614453,,
2016-11-24 00:00:00,2.1424694394,2014-08-24 00:00:00,,,,2017-06-15 00:54:22,0.3552683984,,
2016-11-25 00:00:00,2.1189511692,2014-08-25 00:00:00,,,,2017-06-15 00:56:23,0.3549788281,,
2016-11-26 00:00:00,2.1272921142,2014-08-26 00:00:00,,,,2017-06-15 00:58:25,0.3553649219,,
2016-11-27 00:00:00,2.1310540818,2014-08-27 00:00:00,,,,2017-06-15 01:00:26,0.3554614453,,
2016-11-28 00:00:00,2.1226620216,2014-08-28 00:00:00,,,,2017-06-15 01:02:27,0.3555579688,,
2016-11-29 00:00:00,2.132983125,2014-08-29 00:00:00,,,,2017-06-15 01:04:29,0.355171875,,
2016-11-30 00:00:00,2.1423397068,2014-08-30 00:00:00,,,,2017-06-15 01:06:30,0.3553649219,,
2016-12-01 00:00:00,2.1582551466,2014-08-31 00:00:00,3.8799283154,,,2017-06-15 01:08:31,0.3554614453,,
2016-12-02 00:00:00,2.1637533642,2014-09-01 00:00:00,,,,2017-06-15 01:10:33,0.3554614453,,
2016-12-03 00:00:00,2.2022403318,2014-09-02 00:00:00,,,,2017-06-15 01:12:34,0.355171875,,
2016-12-04 00:00:00,2.1919192284,2014-09-03 00:00:00,,,,2017-06-15 01:14:35,0.3554614453,,
2016-12-05 00:00:00,2.1817909182,2014-09-04 00:00:00,,,,2017-06-15 01:16:37,0.355171875,,
2016-12-06 00:00:00,2.1871927392,2014-09-05 00:00:00,,,,2017-06-15 01:18:38,0.3552683984,,
2016-12-07 00:00:00,2.1861315432,2014-09-06 00:00:00,,,,2017-06-15 01:20:40,0.3550753516,,
2016-12-08 00:00:00,2.1852634182,2014-09-07 00:00:00,,,,2017-06-15 01:22:41,0.3554614453,,
2016-12-09 00:00:00,2.1500561574,2014-09-08 00:00:00,,,,2017-06-15 01:24:42,0.355171875,,
2016-12-10 00:00:00,2.1522746682,2014-09-09 00:00:00,,,,2017-06-15 01:26:43,0.3554614453,,
2016-12-11 00:00:00,1.5605992824,2014-09-10 00:00:00,,,,2017-06-15 01:28:45,0.3550753516,,
2016-12-12 00:00:00,2.1573870216,2014-09-11 00:00:00,,,,2017-06-15 01:30:46,0.3552683984,,
2016-12-13 00:00:00,2.1870963426,2014-09-12 00:00:00,,,,2017-06-15 01:32:48,0.3554614453,,
2016-12-14 00:00:00,2.2009863426,2014-09-13 00:00:00,,,,2017-06-15 01:34:49,0.355171875,,
2016-12-15 00:00:00,2.2110179784,2014-09-14 00:00:00,,,,2017-06-15 01:36:50,0.3555579688,,
2016-12-16 00:00:00,1.7642227932,2014-09-15 00:00:00,,,,2017-06-15 01:38:52,0.3552683984,,
2016-12-17 00:00:00,1.882963125,2014-09-16 00:00:00,,,,2017-06-15 01:40:53,0.3555579688,,
2016-12-18 00:00:00,0.8658100926,2014-09-17 00:00:00,,,,2017-06-15 01:42:54,0.355171875,,
2016-12-19 00:00:00,2.2157444676,2014-09-18 00:00:00,,,,2017-06-15 01:44:56,0.3553649219,,
2016-12-20 00:00:00,2.2162267284,2014-09-19 00:00:00,,,,2017-06-15 01:46:57,0.3554614453,,
2016-12-21 00:00:00,1.6213680324,2014-09-20 00:00:00,,,,2017-06-15 01:48:58,0.3553649219,,
2016-12-22 00:00:00,2.2152622068,2014-09-21 00:00:00,,,,2017-06-15 01:51:00,0.355171875,,
2016-12-23 00:00:00,1.5952278858,2014-09-22 00:00:00,,,,2017-06-15 01:53:02,0.3552683984,,
2016-12-24 00:00:00,2.2170948534,2014-09-23 00:00:00,,,,2017-06-15 01:55:03,0.3555579688,,
2016-12-25 00:00:00,2.2212424074,2014-09-24 00:00:00,,,,2017-06-15 01:57:05,0.355171875,,
2016-12-26 00:00:00,1.8718702932,2014-09-25 00:00:00,,,,2017-06-15 01:59:06,0.3546892578,,
2016-12-27 00:00:00,2.7738521682,2014-09-26 00:00:00,,,,2017-06-15 02:01:07,0.3553649219,,
2016-12-28 00:00:00,2.9784404784,2014-09-27 00:00:00,,,,2017-06-15 02:03:09,0.355171875,,
2016-12-29 00:00:00,3.2516103858,2014-09-28 00:00:00,,,,2017-06-15 02:05:10,0.3550753516,,
2016-12-30 00:00:00,3.1302659568,2014-09-29 00:00:00,,,,2017-06-15 02:07:11,0.3553649219,,
2016-12-31 00:00:00,3.2609669676,2014-09-30 00:00:00,4.337962963,,,2017-06-15 02:09:13,0.3553649219,,
2017-01-01 00:00:00,3.7760023338,2014-10-01 00:00:00,,,,2017-06-15 02:11:14,0.3550753516,,
2017-01-02 00:00:00,3.2648253318,2014-10-02 00:00:00,,,,2017-06-15 02:13:16,0.3553649219,,
2017-01-03 00:00:00,3.1409726466,2014-10-03 00:00:00,,,,2017-06-15 02:15:17,0.3554614453,,
2017-01-04 00:00:00,3.6888559182,2014-10-04 00:00:00,,,,2017-06-15 02:17:18,0.3554614453,,
2017-01-05 00:00:00,3.2497777392,2014-10-05 00:00:00,,,,2017-06-15 02:19:20,0.3553649219,,
2017-01-06 00:00:00,3.3660100926,2014-10-06 00:00:00,,,,2017-06-15 02:21:21,0.355171875,,
2017-01-07 00:00:00,3.5760963426,2014-10-07 00:00:00,,,,2017-06-15 02:23:22,0.3553649219,,
2017-01-08 00:00:00,3.7808771682,2014-10-08 00:00:00,,,,2017-06-15 02:25:24,0.3554614453,,
2017-01-09 00:00:00,4.2441667284,2014-10-09 00:00:00,,,,2017-06-15 02:27:25,0.355171875,,
2017-01-10 00:00:00,4.1077747068,2014-10-10 00:00:00,,,,2017-06-15 02:29:26,0.355171875,,
2017-01-11 00:00:00,3.5769644676,2014-10-11 00:00:00,,,,2017-06-15 02:31:28,0.3554614453,,
2017-01-12 00:00:00,3.9066397284,2014-10-12 00:00:00,,,,2017-06-15 02:33:29,0.355171875,,
2017-01-13 00:00:00,3.6794168298,2014-10-13 00:00:00,,,,2017-06-15 02:35:30,0.3552683984,,
2017-01-14 00:00:00,2.7289991358,2014-10-14 00:00:00,,,,2017-06-15 02:37:32,0.3553649219,,
2017-01-15 00:00:00,3.2603880324,2014-10-15 00:00:00,,,,2017-06-15 02:39:33,0.3554614453,,
2017-01-16 00:00:00,3.4164577392,2014-10-16 00:00:00,,,,2017-06-15 02:41:35,0.3554614453,,
2017-01-17 00:00:00,3.5459047608,2014-10-17 00:00:00,,,,2017-06-15 02:43:36,0.3553649219,,
2017-01-18 00:00:00,3.9978120216,2014-10-18 00:00:00,,,,2017-06-15 02:45:37,0.355171875,,
2017-01-19 00:00:00,3.8773935,2014-10-19 00:00:00,,,,2017-06-15 02:47:38,0.3554614453,,
2017-01-20 00:00:00,4.0745473266,2014-10-20 00:00:00,,,,2017-06-15 02:49:40,0.3554614453,,
2017-01-21 00:00:00,3.8592978858,2014-10-21 00:00:00,,,,2017-06-15 02:51:41,0.3554614453,,
2017-01-22 00:00:00,4.028968125,2014-10-22 00:00:00,,,,2017-06-15 02:53:43,0.355171875,,
2017-01-23 00:00:00,4.0970677392,2014-10-23 00:00:00,,,,2017-06-15 02:55:45,0.355171875,,
2017-01-24 00:00:00,3.1906924572,2014-10-24 00:00:00,,,,2017-06-15 02:57:46,0.3554614453,,
2017-01-25 00:00:00,3.8074998534,2014-10-25 00:00:00,,,,2017-06-15 02:59:47,0.3550753516,,
2017-01-26 00:00:00,3.8003881734,2014-10-26 00:00:00,,,,2017-06-15 03:01:49,0.3555579688,,
2017-01-27 00:00:00,3.805986399,2014-10-27 00:00:00,,,,2017-06-15 03:03:50,0.3552683984,,
2017-01-28 00:00:00,3.3022511034,2014-10-28 00:00:00,,,,2017-06-15 03:05:51,0.355171875,,
2017-01-29 00:00:00,3.3996738966,2014-10-29 00:00:00,,,,2017-06-15 03:07:53,0.3554614453,,
2017-01-30 00:00:00,3.8155057716,2014-10-30 00:00:00,,,,2017-06-15 03:09:54,0.3554614453,,
2017-01-31 00:00:00,3.6576034182,2014-10-31 00:00:00,4.4705794504,,,2017-06-15 03:11:55,0.3550753516,,
2017-02-01 00:00:00,3.8174350926,2014-11-01 00:00:00,,,,2017-06-15 03:13:57,0.355171875,,
2017-02-02 00:00:00,3.6926067738,2014-11-02 00:00:00,,,,2017-06-15 03:15:58,0.3552683984,,
2017-02-03 00:00:00,3.4050757176,2014-11-03 00:00:00,,,,2017-06-15 03:18:00,0.3554614453,,
2017-02-04 00:00:00,3.1390436034,2014-11-04 00:00:00,,,,2017-06-15 03:20:01,0.3550753516,,
2017-02-05 00:00:00,3.8247659568,2014-11-05 00:00:00,,,,2017-06-15 03:22:03,0.3547857812,,
2017-02-06 00:00:00,3.8296852392,2014-11-06 00:00:00,,,,2017-06-15 03:24:05,0.3547857812,,
2017-02-07 00:00:00,3.3971659182,2014-11-07 00:00:00,,,,2017-06-15 03:26:06,0.3553649219,,
2017-02-08 00:00:00,3.4224382176,2014-11-08 00:00:00,,,,2017-06-15 03:28:07,0.355171875,,
2017-02-09 00:00:00,3.5941338966,2014-11-09 00:00:00,,,,2017-06-15 03:30:09,0.3552683984,,
2017-02-10 00:00:00,3.6872163426,2014-11-10 00:00:00,,,,2017-06-15 03:32:10,0.355171875,,
2017-02-11 00:00:00,3.2889397608,2014-11-11 00:00:00,,,,2017-06-15 03:34:11,0.355171875,,
2017-02-12 00:00:00,3.671300625,2014-11-12 00:00:00,,,,2017-06-15 03:36:13,0.3550753516,,
2017-02-13 00:00:00,3.8304569676,2014-11-13 00:00:00,,,,2017-06-15 03:38:14,0.3555579688,,
2017-02-14 00:00:00,4.0928235108,2014-11-14 00:00:00,,,,2017-06-15 03:40:16,0.3552683984,,
2017-02-15 00:00:00,4.034176875,2014-11-15 00:00:00,,,,2017-06-15 03:42:17,0.3554614453,,
2017-02-16 00:00:00,3.7801057176,2014-11-16 00:00:00,,,,2017-06-15 03:44:18,0.3554614453,,
2017-02-17 00:00:00,3.7241598534,2014-11-17 00:00:00,,,,2017-06-15 03:46:20,0.3555579688,,
2017-02-18 00:00:00,4.2788917284,2014-11-18 00:00:00,,,,2017-06-15 03:48:21,0.3552683984,,
2017-02-19 00:00:00,4.2810138426,2014-11-19 00:00:00,,,,2017-06-15 03:50:22,0.3552683984,,
2017-02-20 00:00:00,4.2786986574,2014-11-20 00:00:00,,,,2017-06-15 03:52:24,0.355171875,,
2017-02-21 00:00:00,4.0580021142,2014-11-21 00:00:00,,,,2017-06-15 03:54:25,0.3554614453,,
2017-02-22 00:00:00,3.4616002392,2014-11-22 00:00:00,,,,2017-06-15 03:56:26,0.3554614453,,
2017-02-23 00:00:00,3.527191875,2014-11-23 00:00:00,,,,2017-06-15 03:58:27,0.3554614453,,
2017-02-24 00:00:00,3.4896697068,2014-11-24 00:00:00,,,,2017-06-15 04:00:29,0.3552683984,,
2017-02-25 00:00:00,3.2157277932,2014-11-25 00:00:00,,,,2017-06-15 04:02:30,0.3555579688,,
2017-02-26 00:00:00,3.5021126466,2014-11-26 00:00:00,,,,2017-06-15 04:04:31,0.3555579688,,
2017-02-27 00:00:00,3.8815796682,2014-11-27 00:00:00,,,,2017-06-15 04:06:33,0.3550753516,,
2017-02-28 00:00:00,3.8871742824,2014-11-28 00:00:00,,,,2017-06-15 04:08:34,0.3552683984,,
2017-03-01 00:00:00,3.68953125,2014-11-29 00:00:00,,,,2017-06-15 04:10:35,0.3555579688,,
2017-03-02 00:00:00,3.7176971142,2014-11-30 00:00:00,4.4529320988,,,2017-06-15 04:12:37,0.3555579688,,
2017-03-03 00:00:00,3.6052267284,2014-12-01 00:00:00,,,,2017-06-15 04:14:38,0.355171875,,
2017-03-04 00:00:00,3.6769916358,2014-12-02 00:00:00,,,,2017-06-15 04:16:40,0.3554614453,,
2017-03-05 00:00:00,3.6158370216,2014-12-03 00:00:00,,,,2017-06-15 04:18:41,0.3554614453,,
2017-03-06 00:00:00,3.9817035108,2014-12-04 00:00:00,,,,2017-06-15 04:20:42,0.3554614453,,
2017-03-07 00:00:00,3.8338327932,2014-12-05 00:00:00,,,,2017-06-15 04:22:43,0.3552683984,,
2017-03-08 00:00:00,4.1368084182,2014-12-06 00:00:00,,,,2017-06-15 04:24:45,0.3552683984,,
2017-03-09 00:00:00,3.9963652392,2014-12-07 00:00:00,,,,2017-06-15 04:26:46,0.355171875,,
2017-03-10 00:00:00,3.3597401466,2014-12-08 00:00:00,,,,2017-06-15 04:28:48,0.3552683984,,
2017-03-11 00:00:00,3.6867340818,2014-12-09 00:00:00,,,,2017-06-15 04:30:49,0.3554614453,,
2017-03-12 00:00:00,2.8554559182,2014-12-10 00:00:00,,,,2017-06-15 04:32:50,0.3550753516,,
2017-03-13 00:00:00,2.7830159568,2014-12-11 00:00:00,,,,2017-06-15 04:34:52,0.3554614453,,
2017-03-14 00:00:00,2.6054359182,2014-12-12 00:00:00,,,,2017-06-15 04:36:53,0.355171875,,
2017-03-15 00:00:00,2.6957209182,2014-12-13 00:00:00,,,,2017-06-15 04:38:54,0.3555579688,,
2017-03-16 00:00:00,2.8353926466,2014-12-14 00:00:00,,,,2017-06-15 04:40:56,0.355171875,,
2017-03-17 00:00:00,2.7855236574,2014-12-15 00:00:00,,,,2017-06-15 04:42:57,0.3539170703,,
2017-03-18 00:00:00,3.0397878858,2014-12-16 00:00:00,,,,2017-06-15 04:44:59,0.355171875,,
2017-03-19 00:00:00,3.1508114892,2014-12-17 00:00:00,,,,2017-06-15 04:47:00,0.3554614453,,
2017-03-20 00:00:00,2.7129870216,2014-12-18 00:00:00,,,,2017-06-15 04:49:02,0.355171875,,
2017-03-21 00:00:00,2.7314107176,2014-12-19 00:00:00,,,,2017-06-15 04:51:04,0.3553649219,,
2017-03-22 00:00:00,2.8511152932,2014-12-20 00:00:00,,,,2017-06-15 04:53:05,0.3554614453,,
2017-03-23 00:00:00,2.7163017312,2014-12-21 00:00:00,,,,2017-06-15 04:55:06,0.3553649219,,
2017-03-24 00:00:00,2.6034104784,2014-12-22 00:00:00,,,,2017-06-15 04:57:08,0.3550753516,,
2017-03-25 00:00:00,2.452453125,2014-12-23 00:00:00,,,,2017-06-15 04:59:09,0.3552683984,,
2017-03-26 00:00:00,2.9953976682,2014-12-24 00:00:00,,,,2017-06-15 05:01:10,0.3554614453,,
2017-03-27 00:00:00,2.9171894676,2014-12-25 00:00:00,,,,2017-06-15 05:03:12,0.355171875,,
2017-03-28 00:00:00,2.6375565432,2014-12-26 00:00:00,,,,2017-06-15 05:05:13,0.3554614453,,
2017-03-29 00:00:00,2.8758086574,2014-12-27 00:00:00,,,,2017-06-15 05:07:14,0.3554614453,,
2017-03-30 00:00:00,3.0943833642,2014-12-28 00:00:00,,,,2017-06-15 05:09:16,0.3550753516,,
2017-03-31 00:00:00,3.0523275,2014-12-29 00:00:00,,,,2017-06-15 05:11:17,0.355171875,,
2017-04-01 00:00:00,3.070558125,2014-12-30 00:00:00,,,,2017-06-15 05:13:18,0.3550753516,,
2017-04-02 00:00:00,3.1048008642,2014-12-31 00:00:00,-369.3992682198,,,2017-06-15 05:15:20,0.355171875,,
2017-04-03 00:00:00,2.9810448534,2015-01-01 00:00:00,,,,2017-06-15 05:17:21,0.3555579688,,
2017-04-04 00:00:00,3.2708055324,2015-01-02 00:00:00,,,,2017-06-15 05:19:22,0.3550753516,,
2017-04-05 00:00:00,2.9871217284,2015-01-03 00:00:00,,,,2017-06-15 05:21:24,0.3554614453,,
2017-04-06 00:00:00,3.2178499074,2015-01-04 00:00:00,,,,2017-06-15 05:23:25,0.3552683984,,
2017-04-07 00:00:00,3.3737265432,2015-01-05 00:00:00,,,,2017-06-15 05:25:27,0.3552683984,,
2017-04-08 00:00:00,2.8187054784,2015-01-06 00:00:00,,,,2017-06-15 05:27:28,0.355171875,,
2017-04-09 00:00:00,3.3187454784,2015-01-07 00:00:00,,,,2017-06-15 05:29:29,0.355171875,,
2017-04-10 00:00:00,3.2350196142,2015-01-08 00:00:00,,,,2017-06-15 05:31:31,0.3554614453,,
2017-04-11 00:00:00,3.1030646142,2015-01-09 00:00:00,,,,2017-06-15 05:33:32,0.3554614453,,
