"Temperature, x; Humidity, x; Total VOC), x; Barometric pressure, x","Temperature, y","Humidity, y","Total VOC), y","Barometric pressure, y"
2018-01-10 09:16:27,18.1,56.3,46,1008.2
2018-01-10 09:17:27,18.1,56.3,45,1008.2
2018-01-10 09:18:27,18,56.3,44,1008.2
2018-01-10 09:19:27,18,56.3,45,1008.2
2018-01-10 09:20:27,18,56.3,44,1008.2
2018-01-10 09:21:28,18,56.3,43,1008.2
2018-01-10 09:22:28,18,56.4,42,1008.2
2018-01-10 09:23:28,18,56.4,41,1008.2
2018-01-10 09:24:28,18,56.4,39,1008.2
2018-01-10 09:25:28,18,56.4,39,1008.3
2018-01-10 09:26:29,18,56.5,39,1008.2
2018-01-10 09:27:29,17.9,56.4,38,1008.3
2018-01-10 09:28:29,17.9,56.5,37,1008.3
2018-01-10 09:29:29,17.9,56.5,37,1008.3
2018-01-10 09:30:29,17.9,56.5,35,1008.3
2018-01-10 09:31:30,17.9,56.5,34,1008.3
2018-01-10 09:32:30,17.9,56.5,34,1008.3
2018-01-10 09:33:30,17.9,56.5,33,1008.3
2018-01-10 09:34:30,17.9,56.6,33,1008.3
2018-01-10 09:35:30,17.9,56.5,32,1008.4
2018-01-10 09:36:31,17.9,56.6,32,1008.4
2018-01-10 09:37:31,17.8,56.6,31,1008.3
2018-01-10 09:38:32,17.8,56.6,30,1008.3
2018-01-10 09:39:33,17.8,56.6,25,1008.3
2018-01-10 09:40:34,17.8,56.6,29,1008.3
2018-01-10 09:41:35,17.8,56.5,28,1008.4
2018-01-10 09:42:36,17.8,56.6,28,1008.4
2018-01-10 09:43:37,17.8,56.5,27,1008.4
2018-01-10 09:44:38,17.8,56.6,26,1008.4
2018-01-10 09:45:39,17.7,56.6,25,1008.4
2018-01-10 09:46:40,17.7,56.6,25,1008.4
2018-01-10 09:47:41,17.7,56.6,24,1008.4
2018-01-10 09:48:42,17.7,56.6,23,1008.4
2018-01-10 09:49:43,17.7,56.6,23,1008.4
2018-01-10 09:50:44,17.7,56.6,23,1008.4
2018-01-10 09:51:45,17.7,56.6,22,1008.4
2018-01-10 09:52:46,17.7,56.6,21,1008.4
2018-01-10 09:53:47,17.7,56.6,21,1008.4
2018-01-10 09:54:48,17.6,56.7,20,1008.4
2018-01-10 09:55:49,17.6,56.7,19,1008.4
2018-01-10 09:56:50,17.6,56.6,19,1008.4
2018-01-10 09:57:51,17.6,56.7,17,1008.4
2018-01-10 09:58:53,17.6,56.7,17,1008.5
2018-01-10 09:59:54,17.6,56.7,15,1008.5
2018-01-10 10:00:55,17.6,56.7,15,1008.4
2018-01-10 10:01:56,17.6,56.7,14,1008.4
2018-01-10 10:02:57,17.6,56.7,14,1008.4
2018-01-10 10:03:58,17.5,56.7,14,1008.4
2018-01-10 10:04:59,17.5,56.7,13,1008.5
2018-01-10 10:06:00,17.5,56.7,13,1008.4
2018-01-10 10:07:01,17.5,56.7,12,1008.5
2018-01-10 10:08:02,17.5,56.7,12,1008.5
2018-01-10 10:09:03,17.5,56.7,11,1008.4
2018-01-10 10:10:04,17.5,56.7,11,1008.5
2018-01-10 10:11:05,17.5,56.8,10,1008.5
2018-01-10 10:12:06,17.5,56.8,10,1008.5
2018-01-10 10:13:07,17.5,56.8,9,1008.5
2018-01-10 10:15:16,17.4,56.8,8,1008.5
2018-01-10 10:16:17,17.4,56.8,8,1008.5
2018-01-10 10:17:18,17.4,56.7,7,1008.5
2018-01-10 10:18:19,17.4,56.8,6,1008.5
2018-01-10 10:19:20,17.4,56.8,6,1008.5
2018-01-10 10:20:22,17.4,56.8,6,1008.5
2018-01-10 10:21:23,17.4,56.8,5,1008.5
2018-01-10 10:22:24,17.4,56.8,5,1008.5
2018-01-10 10:23:25,17.4,56.8,4,1008.5
2018-01-10 10:24:25,17.4,56.8,7,1008.5
2018-01-10 10:25:25,17.3,56.8,7,1008.5
2018-01-10 10:26:25,17.3,56.8,6,1008.5
2018-01-10 10:27:26,17.3,56.8,6,1008.5
2018-01-10 10:28:26,17.3,56.9,6,1008.5
2018-01-10 10:29:26,17.3,56.8,5,1008.5
2018-01-10 10:30:26,17.3,56.8,5,1008.5
2018-01-10 10:31:26,17.3,56.8,4,1008.5
2018-01-10 10:32:27,17.3,56.8,3,1008.5
2018-01-10 10:33:27,17.3,56.8,3,1008.5
2018-01-10 10:34:27,17.3,56.8,2,1008.5
2018-01-10 10:35:27,17.3,56.8,2,1008.6
2018-01-10 10:36:27,17.3,56.8,2,1008.6
2018-01-10 10:37:28,17.2,56.9,1,1008.6
2018-01-10 10:38:28,17.2,56.9,1,1008.5
2018-01-10 10:39:28,17.2,56.9,1,1008.6
2018-01-10 10:40:28,17.2,56.9,0,1008.6
2018-01-10 10:41:28,17.2,57,0,1008.6
2018-01-10 10:42:29,17.2,57,0,1008.6
2018-01-10 10:43:29,17.2,57,0,1008.6
2018-01-10 10:44:29,17.2,57,8,1008.5
2018-01-10 10:45:29,17.2,57,7,1008.6
2018-01-10 10:46:29,17.2,57.1,7,1008.6
2018-01-10 10:47:30,17.2,57.1,7,1008.6
2018-01-10 10:48:30,17.2,57,1,1008.6
2018-01-10 10:49:30,17.2,57,6,1008.6
2018-01-10 10:50:30,17.2,57.1,6,1008.6
2018-01-10 10:51:30,17.2,57,6,1008.6
2018-01-10 10:52:30,17.2,57.1,5,1008.6
2018-01-10 10:53:31,17.2,57.1,5,1008.6
2018-01-10 10:54:31,17.2,57.2,7,1008.6
2018-01-10 10:55:31,17.2,57.1,7,1008.6
2018-01-10 10:56:31,17.2,57.3,6,1008.6
2018-01-10 10:57:32,17.2,57.1,5,1008.6
2018-01-10 10:58:32,17.2,57.2,5,1008.6
2018-01-10 10:59:32,17.2,57.2,7,1008.6
2018-01-10 11:00:32,17.2,57.2,7,1008.7
2018-01-10 11:01:32,17.3,57.3,7,1008.6
2018-01-10 11:02:33,17.3,57.2,7,1008.6
2018-01-10 11:03:33,17.3,57.3,6,1008.6
2018-01-10 11:04:33,17.3,57.3,6,1008.6
2018-01-10 11:05:33,17.3,57.2,6,1008.6
2018-01-10 11:06:34,17.3,57.2,6,1008.6
2018-01-10 11:07:34,17.3,57.1,6,1008.6
2018-01-10 11:08:34,17.4,57.1,5,1008.6
2018-01-10 11:09:34,17.4,57.1,5,1008.6
2018-01-10 11:10:34,17.4,57,5,1008.6
2018-01-10 11:11:35,17.4,57,5,1008.6
2018-01-10 11:12:35,17.4,57,5,1008.6
2018-01-10 11:13:35,17.5,57,3,1008.6
2018-01-10 11:14:35,17.5,57,3,1008.6
2018-01-10 11:15:35,17.5,56.9,3,1008.6
2018-01-10 11:16:36,17.5,56.4,3,1008.6
2018-01-10 11:17:36,17.6,56.5,2,1008.6
2018-01-10 11:18:36,17.6,56.4,4,1008.6
2018-01-10 11:19:36,17.6,56.4,3,1008.5
2018-01-10 11:20:36,17.6,56.3,3,1008.5
2018-01-10 11:21:37,17.6,56,2,1008.6
2018-01-10 11:22:37,17.6,55.9,0,1008.5
2018-01-10 11:23:37,17.6,56,3,1008.5
2018-01-10 11:24:37,17.7,55.8,2,1008.5
2018-01-10 11:25:37,17.7,55.9,2,1008.5
2018-01-10 11:26:38,17.7,55.8,1,1008.5
2018-01-10 11:27:38,17.7,55.9,1,1008.5
2018-01-10 11:28:38,17.7,55.7,1,1008.5
2018-01-10 11:29:38,17.7,55.5,0,1008.5
2018-01-10 11:30:38,17.8,55.7,1,1008.5
2018-01-10 11:31:39,17.8,55.8,0,1008.5
2018-01-10 11:32:39,17.8,55.6,0,1008.6
2018-01-10 11:33:39,17.8,55.7,0,1008.5
2018-01-10 11:34:39,17.8,55.6,0,1008.5
2018-01-10 11:35:39,17.8,55.6,6,1008.5
2018-01-10 11:36:40,17.8,55.5,6,1008.5
2018-01-10 11:37:40,17.8,55.5,6,1008.5
2018-01-10 11:38:40,17.9,55.4,5,1008.5
2018-01-10 11:39:40,17.9,55.4,5,1008.5
2018-01-10 11:40:40,17.9,55.4,11,1008.5
2018-01-10 11:41:41,17.9,55.3,10,1008.5
2018-01-10 11:42:41,17.9,55.3,9,1008.5
2018-01-10 11:43:41,17.9,55.3,10,1008.5
2018-01-10 11:44:43,17.9,55.4,10,1008.5
2018-01-10 11:45:44,17.9,55.3,9,1008.5
2018-01-10 11:46:45,17.9,55.4,9,1008.5
2018-01-10 11:47:46,17.9,55.5,9,1008.4
2018-01-10 11:48:47,17.9,55.5,9,1008.4
2018-01-10 11:49:48,17.9,55.6,9,1008.4
2018-01-10 11:50:49,17.9,55.4,9,1008.4
2018-01-10 11:51:50,17.9,55.5,9,1008.4
2018-01-10 11:52:51,17.9,55.5,9,1008.4
2018-01-10 11:53:52,17.9,55.6,9,1008.4
2018-01-10 11:54:53,17.9,55.6,9,1008.4
2018-01-10 11:55:54,17.9,55.7,7,1008.4
2018-01-10 11:56:55,17.9,55.7,8,1008.4
2018-01-10 11:57:56,17.9,55.6,8,1008.4
2018-01-10 11:58:58,17.9,55.8,8,1008.4
2018-01-10 11:59:59,18,55.7,8,1008.4
2018-01-10 12:01:00,18,55.7,8,1008.3
2018-01-10 12:02:01,18,55.7,8,1008.3
2018-01-10 12:03:02,18,55.7,8,1008.3
2018-01-10 12:04:03,18,55.7,7,1008.3
2018-01-10 12:05:04,18,55.7,7,1008.3
2018-01-10 12:06:05,18,55.6,7,1008.3
2018-01-10 12:07:06,18,55.6,9,1008.3
2018-01-10 12:08:07,18,55.7,9,1008.3
2018-01-10 12:09:08,18,55.7,9,1008.3
2018-01-10 12:10:09,18.1,55.7,9,1008.3
2018-01-10 12:11:10,18.1,55.6,9,1008.3
2018-01-10 12:12:11,18.1,55.6,9,1008.3
2018-01-10 12:13:12,18.1,55.7,8,1008.3
2018-01-10 12:14:13,18.1,55.7,8,1008.3
2018-01-10 12:24:52,18.3,55.5,0,1008.3
2018-01-10 12:25:53,18.3,55.6,1,1008.3
2018-01-10 12:26:54,18.3,55.8,2,1008.3
2018-01-10 12:27:55,18.3,55.8,2,1008.2
2018-01-10 12:28:56,18.3,55.7,2,1008.2
2018-01-10 12:29:57,18.3,55.9,2,1008.2
2018-01-10 12:30:58,18.3,55.8,3,1008.3
2018-01-10 12:32:00,18.4,55.8,4,1008.3
2018-01-10 12:33:01,18.4,55.9,5,1008.2
2018-01-10 12:34:02,18.4,55.9,5,1008.2
2018-01-10 12:35:03,18.4,56,5,1008.2
2018-01-10 12:36:03,18.4,56.1,6,1008.2
2018-01-10 12:37:03,18.4,56,6,1008.2
2018-01-10 12:38:03,18.5,55.8,7,1008.2
2018-01-10 12:39:03,18.5,55.9,7,1008.2
2018-01-10 12:40:04,18.5,56,7,1008.2
2018-01-10 12:41:04,18.5,56,8,1008.2
2018-01-10 12:42:04,18.5,56,9,1008.2
2018-01-10 12:43:04,18.5,56.1,10,1008.1
2018-01-10 12:44:05,18.5,56.1,10,1008.1
2018-01-10 12:45:05,18.6,56,11,1008.1
2018-01-10 12:46:05,18.6,56.1,11,1008.1
2018-01-10 12:47:05,18.6,56.1,11,1008.1
2018-01-10 12:48:05,18.6,56,12,1008.1
2018-01-10 12:49:05,18.6,56.2,13,1008.1
2018-01-10 12:50:06,18.6,56.1,13,1008
2018-01-10 12:51:06,18.6,56.2,14,1008.1
2018-01-10 12:52:06,18.6,56.2,14,1008
2018-01-10 12:53:06,18.6,56.3,15,1008
2018-01-10 12:54:07,18.7,56.3,17,1008.1
2018-01-10 12:55:07,18.7,56.2,19,1008
2018-01-10 12:56:07,18.7,56.1,20,1008
2018-01-10 12:57:07,18.7,56.3,22,1008
2018-01-10 12:58:07,18.7,56.2,22,1008
2018-01-10 12:59:08,18.7,56,22,1008
2018-01-10 13:00:08,18.7,56.2,22,1008
2018-01-10 13:01:08,18.7,56.1,22,1008
2018-01-10 13:02:08,18.7,56.1,22,1008
2018-01-10 13:03:08,18.7,55.9,22,1008
2018-01-10 13:04:09,18.7,55.9,21,1008
2018-01-10 13:05:09,18.7,56.1,22,1008
2018-01-10 13:06:09,18.7,56,22,1008
2018-01-10 13:07:09,18.7,56.1,23,1008
2018-01-10 13:08:09,18.7,55.9,23,1008
2018-01-10 13:09:10,18.7,56.2,23,1007.9
2018-01-10 13:10:10,18.7,56.1,23,1007.9
2018-01-10 13:11:10,18.7,56.1,23,1008
2018-01-10 13:12:10,18.8,56.1,23,1008
2018-01-10 13:13:10,18.8,56.1,23,1008
2018-01-10 13:14:11,18.8,55.9,23,1007.9
2018-01-10 13:15:11,18.8,55.8,23,1008
2018-01-10 13:16:11,18.7,55.8,22,1008
2018-01-10 13:17:11,18.7,55.8,22,1007.9
2018-01-10 13:18:12,18.8,55.9,22,1008
2018-01-10 13:19:12,18.8,55.9,22,1007.9
2018-01-10 13:20:12,18.8,55.8,22,1007.9
2018-01-10 13:21:12,18.7,56,22,1007.9
2018-01-10 13:22:12,18.7,55.9,22,1007.9
2018-01-10 13:23:13,18.7,55.9,22,1007.9
2018-01-10 13:24:13,18.7,56,22,1007.9
2018-01-10 13:25:13,18.7,56.1,21,1007.9
2018-01-10 13:26:13,18.7,56.1,21,1007.9
2018-01-10 13:27:13,18.6,56.1,21,1007.9
2018-01-10 13:28:14,18.6,56.1,20,1007.9
2018-01-10 13:29:14,18.6,56.2,20,1007.9
2018-01-10 13:30:14,18.6,56.1,20,1007.8
2018-01-10 13:31:14,18.6,56.2,19,1007.8
2018-01-10 13:32:14,18.6,56.1,19,1007.9
2018-01-10 13:33:14,18.6,56.2,19,1007.9
2018-01-10 13:34:15,18.5,56.2,18,1007.8
2018-01-10 13:35:15,18.5,56.2,18,1007.8
2018-01-10 13:36:15,18.5,56.2,18,1007.9
2018-01-10 13:37:15,18.5,56.2,18,1007.9
2018-01-10 13:38:16,18.5,56.3,17,1007.9
2018-01-10 13:39:16,18.5,56.3,17,1007.8
2018-01-10 13:40:16,18.5,56.3,17,1007.8
2018-01-10 13:41:16,18.4,56.3,17,1007.8
2018-01-10 13:42:16,18.5,56.4,15,1007.9
2018-01-10 13:43:17,18.4,56.4,15,1007.9
2018-01-10 13:44:17,18.4,56.4,14,1007.9
2018-01-10 13:45:17,18.4,56.4,15,1007.8
2018-01-10 13:46:17,18.4,56.4,14,1007.8
2018-01-10 13:47:17,18.4,56.4,14,1007.9
2018-01-10 13:48:18,18.4,56.4,14,1007.9
2018-01-10 13:49:18,18.3,56.4,13,1007.9
2018-01-10 13:50:18,18.3,56.4,13,1007.9
2018-01-10 13:51:18,18.3,56.4,12,1007.9
2018-01-10 13:52:19,18.3,56.5,13,1007.9
2018-01-10 13:53:19,18.3,56.5,12,1007.9
2018-01-10 13:54:19,18.3,56.5,11,1007.8
2018-01-10 13:55:19,18.3,56.5,11,1007.8
2018-01-10 13:56:19,18.3,56.5,11,1007.8
2018-01-10 13:57:20,18.3,56.5,11,1007.8
2018-01-10 13:58:21,18.2,56.4,10,1007.8
2018-01-10 13:59:22,18.2,56.6,10,1007.8
2018-01-10 14:00:23,18.2,56.6,10,1007.7
2018-01-10 14:01:24,18.2,56.6,9,1007.7
2018-01-10 14:02:25,18.2,56.7,9,1007.7
2018-01-10 14:03:26,18.2,56.7,5,1007.8
2018-01-10 14:04:27,18.2,56.8,10,1007.7
2018-01-10 14:05:29,18.2,56.8,9,1007.8
2018-01-10 14:06:30,18.2,56.8,9,1007.7
2018-01-10 14:07:31,18.2,57.1,10,1007.7
2018-01-10 14:08:32,18.2,57.2,10,1007.7
2018-01-10 14:09:33,18.2,57,9,1007.7
2018-01-10 14:10:34,18.2,56.8,9,1007.7
2018-01-10 14:11:35,18.1,56.5,9,1007.7
2018-01-10 14:12:36,18.1,56.4,8,1007.7
2018-01-10 14:13:37,18.1,56.5,8,1007.8
2018-01-10 14:14:38,18.1,56.7,7,1007.8
2018-01-10 14:15:39,18.1,56.8,8,1007.7
2018-01-10 14:16:40,18.1,56.8,12,1007.7
2018-01-10 14:17:41,18.1,56.4,13,1007.7
2018-01-10 14:18:42,18.1,56.6,20,1007.7
2018-01-10 14:19:43,18.1,56.6,24,1007.8
2018-01-10 14:20:44,18.1,56.2,22,1007.7
2018-01-10 14:21:45,18.1,56,20,1007.7
2018-01-10 14:22:46,18,56.3,19,1007.7
2018-01-10 14:23:47,18,56.7,19,1007.7
2018-01-10 14:24:49,18,57,19,1007.7
2018-01-10 14:25:50,18,57,19,1007.7
2018-01-10 14:36:34,17.9,57.4,1,1007.8
2018-01-10 14:37:35,17.9,57.6,1,1007.8
2018-01-10 14:38:36,17.9,57.5,3,1007.8
2018-01-10 14:39:37,17.9,57.5,2,1007.8
2018-01-10 14:40:38,17.9,57.5,2,1007.9
2018-01-10 14:41:39,17.9,57.6,2,1007.9
2018-01-10 14:42:40,17.9,57.5,6,1007.9
2018-01-10 14:43:41,17.9,57.5,6,1007.9
2018-01-10 14:44:42,17.9,57.7,6,1007.9
2018-01-10 14:45:43,17.9,57.2,5,1007.9
2018-01-10 14:46:44,17.9,56.7,8,1007.9
2018-01-10 14:47:45,17.9,56.5,7,1007.9
2018-01-10 14:48:46,17.9,56.3,5,1007.9
2018-01-10 14:49:47,17.9,56.4,5,1007.9
2018-01-10 14:50:48,17.9,56.4,4,1007.9
2018-01-10 14:51:50,17.8,56.4,3,1007.9
2018-01-10 14:52:51,17.8,56.6,3,1007.9
2018-01-10 14:53:52,17.8,56.4,3,1007.9
2018-01-10 14:54:53,17.8,56.5,3,1007.9
2018-01-10 14:55:54,17.8,56.9,3,1007.9
2018-01-10 14:56:55,17.8,56.9,3,1007.9
2018-01-10 14:57:56,17.8,57.1,3,1007.9
2018-01-10 14:58:57,17.8,57,3,1007.9
2018-01-10 14:59:58,17.8,57.1,3,1007.9
2018-01-10 15:00:59,17.8,57.1,3,1007.9
2018-01-10 15:02:00,17.8,57.2,3,1007.9
2018-01-10 15:03:01,17.8,56.4,3,1008
2018-01-10 15:04:02,17.8,56.4,2,1007.9
2018-01-10 15:05:03,17.8,56.6,2,1008
2018-01-10 15:06:04,17.8,56.5,3,1007.9
2018-01-10 15:07:05,17.8,56.6,3,1007.9
2018-01-10 15:08:06,17.8,56.8,3,1007.9
2018-01-10 15:09:07,17.8,56.7,3,1007.9
2018-01-10 15:10:08,17.8,56.6,3,1007.9
2018-01-10 15:11:09,17.8,56.8,3,1007.9
2018-01-10 15:12:10,17.8,56.9,5,1007.9
2018-01-10 15:13:11,17.8,56.7,5,1007.9
2018-01-10 15:14:12,17.8,56.8,5,1007.9
2018-01-10 15:15:13,17.7,56.9,12,1007.9
2018-01-10 15:16:14,17.7,56.8,21,1007.9
2018-01-10 15:17:15,17.7,56.9,23,1007.9
2018-01-10 15:18:16,17.7,57,22,1007.9
2018-01-10 15:19:17,17.7,57.1,21,1007.9
2018-01-10 15:20:18,17.7,57.1,21,1007.9
2018-01-10 15:21:19,17.7,57,21,1007.9
2018-01-10 15:22:21,17.7,57,20,1008
2018-01-10 15:23:22,17.7,56.7,19,1007.9
2018-01-10 15:24:23,17.7,56.8,17,1007.9
2018-01-10 15:25:24,17.7,56.6,16,1007.9
2018-01-10 15:26:26,17.7,56.9,15,1007.9
2018-01-10 15:27:27,17.7,57.1,15,1007.9
2018-01-10 15:28:28,17.7,57.4,15,1008
2018-01-10 15:29:29,17.7,57,10,1008
2018-01-10 15:30:30,17.7,57.3,14,1008
2018-01-10 15:31:31,17.7,57.3,14,1008
2018-01-10 15:33:40,17.6,57.3,15,1008
2018-01-10 15:34:41,17.6,57.3,14,1008
2018-01-10 15:35:42,17.6,57.2,14,1008
2018-01-10 15:36:43,17.6,57.1,14,1008
2018-01-10 15:37:44,17.6,57.1,13,1008
2018-01-10 15:38:45,17.6,57.1,13,1008
2018-01-10 15:39:46,17.6,57.1,13,1008
2018-01-10 15:40:47,17.6,57.2,12,1008
2018-01-10 15:41:48,17.5,57.1,12,1008.1
2018-01-10 15:42:49,17.5,57.2,12,1008.1
2018-01-10 15:43:50,17.5,57.3,11,1008
2018-01-10 15:44:51,17.5,57.2,10,1008.1
2018-01-10 15:45:52,17.5,57.2,10,1008.1
2018-01-10 15:46:53,17.5,57.2,9,1008
2018-01-10 15:47:54,17.5,57.3,9,1008.1
2018-01-10 15:48:55,17.5,57.2,9,1008.1
2018-01-10 15:49:56,17.5,57.3,9,1008
2018-01-10 15:50:57,17.5,57.3,8,1008
2018-01-10 15:51:58,17.5,57.3,8,1008
2018-01-10 15:52:59,17.5,57.3,8,1008.1
2018-01-10 15:54:00,17.4,57.3,8,1008.1
2018-01-10 15:55:01,17.4,57.3,7,1008.1
2018-01-10 15:56:02,17.4,57.3,7,1008.1
2018-01-10 15:57:03,17.4,57.3,7,1008.1
2018-01-10 15:58:05,17.4,57.4,6,1008.1
2018-01-10 15:59:06,17.4,57.4,6,1008.1
2018-01-10 16:00:07,17.4,57.3,6,1008.2
2018-01-10 16:01:08,17.4,57.3,5,1008.1
2018-01-10 16:02:09,17.4,57.4,5,1008.2
2018-01-10 16:03:10,17.4,57.3,5,1008.2
2018-01-10 16:04:11,17.4,57.4,5,1008.2
2018-01-10 16:05:12,17.3,57.3,5,1008.1
2018-01-10 16:06:13,17.3,57.4,5,1008.1
2018-01-10 16:07:14,17.3,57.4,5,1008.2
2018-01-10 16:08:15,17.3,57.4,5,1008.2
2018-01-10 16:09:16,17.3,57.4,5,1008.2
2018-01-10 16:10:17,17.3,57.4,5,1008.2
2018-01-10 16:11:18,17.3,57.4,4,1008.2
2018-01-10 16:12:19,17.3,57.4,3,1008.2
2018-01-10 16:13:20,17.3,57.4,3,1008.2
2018-01-10 16:14:21,17.3,57.5,3,1008.2
2018-01-10 16:15:22,17.3,57.4,3,1008.2
2018-01-10 16:16:23,17.3,57.5,9,1008.2
2018-01-10 16:17:24,17.3,57.4,9,1008.2
2018-01-10 16:18:25,17.3,57.4,8,1008.3
2018-01-10 16:19:26,17.3,57.5,8,1008.3
2018-01-10 16:20:27,17.2,57.5,8,1008.3
2018-01-10 16:21:28,17.2,57.5,8,1008.3
2018-01-10 16:22:29,17.2,57.5,7,1008.3
2018-01-10 16:23:30,17.2,57.5,7,1008.4
2018-01-10 16:24:31,17.2,57.5,7,1008.3
2018-01-10 16:25:32,17.2,57.5,7,1008.4
2018-01-10 16:26:33,17.2,57.5,6,1008.4
2018-01-10 16:27:34,17.2,57.5,6,1008.4
2018-01-10 16:28:35,17.2,57.5,8,1008.4
2018-01-10 16:29:37,17.2,57.5,8,1008.4
2018-01-10 16:31:45,17.2,57.5,7,1008.4
2018-01-10 16:32:46,17.2,57.5,7,1008.4
2018-01-10 16:33:47,17.2,57.5,6,1008.4
2018-01-10 16:34:48,17.1,57.5,6,1008.4
2018-01-10 16:35:49,17.1,57.5,6,1008.5
2018-01-10 16:36:50,17.1,57.5,5,1008.5
2018-01-10 16:37:51,17.1,57.5,5,1008.4
2018-01-10 16:38:52,17.1,57.5,5,1008.5
2018-01-10 16:39:53,17.1,57.5,5,1008.4
2018-01-10 16:40:54,17.1,57.5,5,1008.5
2018-01-10 16:41:56,17.1,57.6,5,1008.5
2018-01-10 16:42:57,17.1,57.6,4,1008.5
2018-01-10 16:43:58,17.1,57.6,4,1008.5
2018-01-10 16:44:59,17.1,57.6,4,1008.5
2018-01-10 16:46:00,17.1,57.6,3,1008.5
2018-01-10 16:47:01,17.1,57.6,3,1008.5
2018-01-10 16:48:02,17.1,57.6,3,1008.5
2018-01-10 16:49:03,17,57.5,3,1008.5
2018-01-10 16:50:04,17.1,57.6,3,1008.5
2018-01-10 16:51:05,17.1,57.5,3,1008.6
2018-01-10 16:52:06,17,57.5,2,1008.5
2018-01-10 16:53:08,17,57.6,2,1008.6
2018-01-10 16:54:08,17,57.6,2,1008.6
2018-01-10 16:55:08,17,57.6,2,1008.6
2018-01-10 16:56:09,17,57.6,2,1008.6
2018-01-10 16:57:09,17,57.6,1,1008.6
2018-01-10 16:58:09,17,57.6,1,1008.6
2018-01-10 16:59:09,17,57.7,1,1008.6
2018-01-10 17:00:10,17,57.6,1,1008.6
2018-01-10 17:01:10,17,57.6,1,1008.6
2018-01-10 17:02:10,17,57.6,1,1008.7
2018-01-10 17:03:10,17,57.6,1,1008.6
2018-01-10 17:04:10,17,57.7,7,1008.7
2018-01-10 17:05:11,17,57.7,7,1008.7
2018-01-10 17:06:11,17,57.6,7,1008.7
2018-01-10 17:07:11,17,57.6,7,1008.7
2018-01-10 17:08:11,17,57.6,7,1008.8
2018-01-10 17:09:11,16.9,57.7,7,1008.8
2018-01-10 17:10:12,16.9,57.7,6,1008.8
2018-01-10 17:11:12,16.9,57.7,6,1008.8
2018-01-10 17:12:12,16.9,57.8,6,1008.8
2018-01-10 17:13:12,16.9,57.8,6,1008.8
2018-01-10 17:14:12,16.9,57.7,6,1008.8
2018-01-10 17:15:13,16.9,58,6,1008.8
2018-01-10 17:16:13,16.9,57.8,6,1008.8
2018-01-10 17:17:13,16.9,57,5,1008.8
2018-01-10 17:18:13,16.9,56.5,3,1008.8
2018-01-10 17:19:13,16.9,56.5,3,1008.8
2018-01-10 17:20:14,16.9,56.9,2,1008.9
2018-01-10 17:21:14,16.9,57.3,2,1008.8
2018-01-10 17:22:14,16.9,57.5,2,1008.9
2018-01-10 17:23:14,16.9,57.6,2,1008.9
2018-01-10 17:24:14,16.9,57.6,2,1008.9
2018-01-10 17:25:15,16.9,57.6,2,1008.9
2018-01-10 17:26:15,16.9,57.7,2,1008.9
2018-01-10 17:27:15,17,57.5,2,1009
2018-01-10 17:28:15,17,57.4,2,1008.9
2018-01-10 17:29:15,17,57.4,11,1008.9
2018-01-10 17:30:16,17,57.5,11,1008.9
2018-01-10 17:31:16,17,57.6,11,1008.9
2018-01-10 17:32:16,17,57.5,11,1008.9
2018-01-10 17:33:16,17,57.6,7,1008.9
2018-01-10 17:34:16,17,57.5,10,1008.9
2018-01-10 17:35:17,17,57.5,10,1009
2018-01-10 17:36:17,17.1,57.5,10,1009
2018-01-10 17:37:17,17.1,57.5,10,1009
2018-01-10 17:38:17,17.1,57.7,10,1009
2018-01-10 17:39:18,17.1,57.6,10,1009
2018-01-10 17:40:18,17.1,57.5,10,1009.1
2018-01-10 17:41:18,17.1,57.7,10,1009
2018-01-10 17:42:18,17.1,57.5,10,1009
2018-01-10 17:43:19,17.1,57.6,10,1009
2018-01-10 17:44:19,17.2,57.6,10,1009
2018-01-10 17:45:19,17.2,57.6,9,1009
2018-01-10 17:46:19,17.2,57.8,10,1009.1
2018-01-10 17:47:19,17.2,57.6,9,1009.1
2018-01-10 17:48:20,17.2,57.8,9,1009.1
2018-01-10 17:49:20,17.2,57.8,9,1009.1
2018-01-10 17:50:20,17.2,57.8,9,1009.2
2018-01-10 17:51:20,17.2,57.8,9,1009.1
2018-01-10 17:52:20,17.3,57.8,9,1009.1
2018-01-10 17:53:20,17.3,57.9,9,1009.1
2018-01-10 17:54:21,17.3,57.9,9,1009.1
2018-01-10 17:55:21,17.3,57.9,10,1009.2
2018-01-10 17:56:21,17.3,58,10,1009.2
2018-01-10 17:57:21,17.3,57.9,10,1009.2
2018-01-10 17:58:21,17.3,58,10,1009.2
2018-01-10 17:59:22,17.3,58,10,1009.2
2018-01-10 18:00:22,17.4,58,10,1009.3
2018-01-10 18:01:22,17.4,58.1,13,1009.2
2018-01-10 18:02:22,17.4,58.1,13,1009.2
2018-01-10 18:03:23,17.4,58.1,14,1009.2
2018-01-10 18:04:23,17.4,58.2,16,1009.2
2018-01-10 18:05:23,17.4,58.5,17,1009.2
2018-01-10 18:06:23,17.4,58.3,19,1009.2
2018-01-10 18:07:23,17.4,58.4,20,1009.2
2018-01-10 18:08:24,17.5,58.3,22,1009.2
2018-01-10 18:09:24,17.5,58.4,23,1009.3
2018-01-10 18:10:24,17.5,58.5,26,1009.2
2018-01-10 18:11:24,17.5,58.7,28,1009.2
