"Kilde Trindbak flow (m3/s), x","Kilde Trindbak flow (m3/s), y","Kilde Trindbak vandstand /50 (m), x","Kilde Trindbak vandstand /50 (m), y"
2017-07-21 00:26:35,0.0057308191,2017-07-21 00:16:35,0.003626556
2017-07-21 00:36:35,0.0057215581,2017-07-21 00:26:35,0.003589912
2017-07-21 00:46:35,0.005726405,2017-07-21 00:36:35,0.003613524
2017-07-21 00:56:35,0.0057340244,2017-07-21 00:46:35,0.003628656
2017-07-21 01:06:35,0.0057289824,2017-07-21 00:56:35,0.003637604
2017-07-21 01:16:35,0.0057177057,2017-07-21 01:06:35,0.003662304
2017-07-21 01:26:35,0.0057194148,2017-07-21 01:16:35,0.00373981
2017-07-21 01:36:35,0.0057282718,2017-07-21 01:26:35,0.003765816
2017-07-21 01:46:35,0.005730061,2017-07-21 01:36:35,0.003802458
2017-07-21 01:56:35,0.0057382202,2017-07-21 01:46:35,0.003774354
2017-07-21 02:06:35,0.0057432293,2017-07-21 01:56:35,0.003775384
2017-07-21 02:16:35,0.0057220101,2017-07-21 02:06:35,0.0037621
2017-07-21 02:26:35,0.0057310185,2017-07-21 02:16:35,0.00380028
2017-07-21 02:36:35,0.0057389216,2017-07-21 02:26:35,0.003850226
2017-07-21 02:46:35,0.0057432263,2017-07-21 02:36:35,0.003892004
2017-07-21 02:56:35,0.0057565396,2017-07-21 02:46:35,0.00392322
2017-07-21 03:06:35,0.0057658118,2017-07-21 02:56:35,0.003933548
2017-07-21 03:16:35,0.0057731635,2017-07-21 03:06:35,0.00398264
2017-07-21 03:26:35,0.0057931492,2017-07-21 03:16:35,0.004028074
2017-07-21 03:36:35,0.0058027985,2017-07-21 03:26:35,0.004060476
2017-07-21 03:46:35,0.0058077739,2017-07-21 03:36:35,0.004074364
2017-07-21 03:56:35,0.005822207,2017-07-21 03:46:35,0.004094338
2017-07-21 04:06:35,0.0058378176,2017-07-21 03:56:35,0.004107894
2017-07-21 04:16:35,0.0058234145,2017-07-21 04:06:35,0.004109762
2017-07-21 04:26:35,0.0058194924,2017-07-21 04:16:35,0.00410521
2017-07-21 04:36:35,0.0058010909,2017-07-21 04:26:35,0.004128882
2017-07-21 04:46:35,0.0058096834,2017-07-21 04:36:35,0.004139656
2017-07-21 04:56:35,0.0058107037,2017-07-21 04:46:35,0.004129658
2017-07-21 05:06:35,0.0058347429,2017-07-21 04:56:35,0.004122288
2017-07-21 05:16:35,0.005839737,2017-07-21 05:06:35,0.004118768
2017-07-21 05:26:35,0.0058429427,2017-07-21 05:16:35,0.00411865
2017-07-21 05:36:35,0.0058512477,2017-07-21 05:26:35,0.004113418
2017-07-21 05:46:35,0.0058580614,2017-07-21 05:36:35,0.004108984
2017-07-21 05:56:35,0.0058679545,2017-07-21 05:46:35,0.004103792
2017-07-21 06:06:35,0.0058640389,2017-07-21 05:56:35,0.003974004
2017-07-21 06:16:35,0.0058448533,2017-07-21 06:06:35,0.003942418
2017-07-21 06:26:35,0.0058388393,2017-07-21 06:16:35,0.003974802
2017-07-21 06:36:35,0.0058423602,2017-07-21 06:26:35,0.003994446
2017-07-21 06:46:35,0.005864508,2017-07-21 06:36:35,0.004018972
2017-07-21 06:56:35,0.0058608553,2017-07-21 06:46:35,0.004037118
2017-07-21 07:06:35,0.0058646745,2017-07-21 06:56:35,0.004052696
2017-07-21 07:16:35,0.0058628678,2017-07-21 07:06:35,0.0040717
2017-07-21 07:26:35,0.0058620262,2017-07-21 07:16:35,0.004077398
2017-07-21 07:36:35,0.0058579091,2017-07-21 07:26:35,0.004083408
2017-07-21 07:46:35,0.0058391409,2017-07-21 07:36:35,0.004075648
2017-07-21 07:56:35,0.0058428172,2017-07-21 07:46:35,0.00405647
2017-07-21 08:06:35,0.0058327575,2017-07-21 07:56:35,0.00406357
2017-07-21 08:16:35,0.0058313472,2017-07-21 08:06:35,0.004071272
2017-07-21 08:26:35,0.0058280063,2017-07-21 08:16:35,0.004086404
2017-07-21 08:36:35,0.0058346825,2017-07-21 08:26:35,0.004091266
2017-07-21 08:46:35,0.0058368185,2017-07-21 08:36:35,0.00409994
2017-07-21 08:56:35,0.0058302969,2017-07-21 08:46:35,0.004099978
2017-07-21 09:06:35,0.0058226402,2017-07-21 08:56:35,0.004097022
2017-07-21 09:16:35,0.0058290576,2017-07-21 09:06:35,0.004102372
2017-07-21 09:26:35,0.0058342192,2017-07-21 09:16:35,0.004093658
2017-07-21 09:36:35,0.0058385135,2017-07-21 09:26:35,0.004098422
2017-07-21 09:46:35,0.0058409862,2017-07-21 09:36:35,0.004102838
2017-07-21 09:56:35,0.0058317359,2017-07-21 09:46:35,0.00409885
2017-07-21 10:06:35,0.0058283466,2017-07-21 09:56:35,0.004098774
2017-07-21 10:16:35,0.0058222166,2017-07-21 10:06:35,0.004099862
2017-07-21 10:26:35,0.0058110982,2017-07-21 10:16:35,0.004091208
2017-07-21 10:36:35,0.0058168977,2017-07-21 10:26:35,0.004079906
2017-07-21 10:46:35,0.0058157277,2017-07-21 10:36:35,0.004082046
2017-07-21 10:56:35,0.0058023458,2017-07-21 10:46:35,0.00409185
2017-07-21 11:06:35,0.0058118057,2017-07-21 10:56:35,0.004092568
2017-07-21 11:16:35,0.0058082913,2017-07-21 11:06:35,0.004105386
2017-07-21 11:26:35,0.0058002982,2017-07-21 11:16:35,0.004100718
2017-07-21 11:36:35,0.0057945103,2017-07-21 11:26:35,0.00410492
2017-07-21 11:46:35,0.0057944673,2017-07-21 11:36:35,0.004092704
2017-07-21 11:56:35,0.0057832557,2017-07-21 11:46:35,0.004083272
2017-07-21 12:06:35,0.0057955028,2017-07-21 11:56:35,0.00407907
2017-07-21 12:16:35,0.0057910118,2017-07-21 12:06:35,0.004064736
2017-07-21 12:26:35,0.0057959691,2017-07-21 12:16:35,0.00406635
2017-07-21 12:36:35,0.0057965806,2017-07-21 12:26:35,0.004064308
2017-07-21 12:46:35,0.0058104127,2017-07-21 12:36:35,0.00406676
2017-07-21 12:56:35,0.0058024805,2017-07-21 12:46:35,0.00406285
2017-07-21 13:06:35,0.0057886369,2017-07-21 12:56:35,0.004060282
2017-07-21 13:16:35,0.0057797162,2017-07-21 13:06:35,0.004057812
2017-07-21 13:26:35,0.0057639228,2017-07-21 13:16:35,0.00404554
2017-07-21 13:36:35,0.0057716148,2017-07-21 13:26:35,0.00404873
2017-07-21 13:46:35,0.0057647402,2017-07-21 13:36:35,0.004029902
2017-07-21 13:56:35,0.0057660499,2017-07-21 13:46:35,0.004026674
2017-07-21 14:06:35,0.0057573059,2017-07-21 13:56:35,0.004014226
2017-07-21 14:16:35,0.0057479084,2017-07-21 14:06:35,0.004012494
2017-07-21 14:26:35,0.0057542229,2017-07-21 14:16:35,0.004035094
2017-07-21 14:36:35,0.0057615642,2017-07-21 14:26:35,0.004044412
2017-07-21 14:46:35,0.0057801757,2017-07-21 14:36:35,0.004046026
2017-07-21 14:56:35,0.0057705994,2017-07-21 14:46:35,0.004051024
2017-07-21 15:06:35,0.0057687177,2017-07-21 14:56:35,0.00404165
2017-07-21 15:16:35,0.0057686595,2017-07-21 15:06:35,0.004039958
2017-07-21 15:26:35,0.0057743154,2017-07-21 15:16:35,0.004044372
2017-07-21 15:36:35,0.0057794315,2017-07-21 15:26:35,0.004045364
2017-07-21 15:46:35,0.0057839454,2017-07-21 15:36:35,0.004048282
2017-07-21 15:56:35,0.0057805189,2017-07-21 15:46:35,0.004055148
2017-07-21 16:06:35,0.0057830672,2017-07-21 15:56:35,0.004039062
2017-07-21 16:16:35,0.0057865098,2017-07-21 16:06:35,0.004031906
2017-07-21 16:26:35,0.0057791752,2017-07-21 16:16:35,0.004052464
2017-07-21 16:36:35,0.0057736821,2017-07-21 16:26:35,0.004053534
2017-07-21 16:46:35,0.0057706337,2017-07-21 16:36:35,0.00405894
2017-07-21 16:56:35,0.0057648936,2017-07-21 16:46:35,0.004058804
2017-07-21 17:06:35,0.0057568088,2017-07-21 16:56:35,0.004074402
2017-07-21 17:16:35,0.0057515781,2017-07-21 17:06:35,0.004088406
2017-07-21 17:26:35,0.0057444169,2017-07-21 17:16:35,0.004103558
2017-07-21 17:36:35,0.0057478152,2017-07-21 17:26:35,0.004120674
2017-07-21 17:46:35,0.0057322237,2017-07-21 17:36:35,0.004117366
2017-07-21 17:56:35,0.0057350967,2017-07-21 17:46:35,0.004102546
2017-07-21 18:06:35,0.0057328487,2017-07-21 17:56:35,0.004099474
2017-07-21 18:16:35,0.0057256757,2017-07-21 18:06:35,0.004090098
2017-07-21 18:26:35,0.0057314175,2017-07-21 18:16:35,0.004089028
2017-07-21 18:36:35,0.0057238751,2017-07-21 18:26:35,0.004083136
2017-07-21 18:46:35,0.00571919,2017-07-21 18:36:35,0.004090798
2017-07-21 18:56:35,0.0057016666,2017-07-21 18:46:35,0.004087706
2017-07-21 19:06:35,0.0057035867,2017-07-21 18:56:35,0.004086268
2017-07-21 19:16:35,0.005695282,2017-07-21 19:06:35,0.00408792
2017-07-21 19:26:35,0.0056967129,2017-07-21 19:16:35,0.004082454
2017-07-21 19:36:35,0.0056867705,2017-07-21 19:26:35,0.0040731
2017-07-21 19:46:35,0.0056794366,2017-07-21 19:36:35,0.00408545
2017-07-21 19:56:35,0.0056679591,2017-07-21 19:46:35,0.00408932
2017-07-21 20:06:35,0.0056611143,2017-07-21 19:56:35,0.004086208
2017-07-21 20:16:35,0.0056583861,2017-07-21 20:06:35,0.004084206
2017-07-21 20:26:35,0.0056476761,2017-07-21 20:16:35,0.004067518
2017-07-21 20:36:35,0.0056391142,2017-07-21 20:26:35,0.004064794
2017-07-21 20:46:35,0.0056342211,2017-07-21 20:36:35,0.00407341
2017-07-21 20:56:35,0.0056245025,2017-07-21 20:46:35,0.00407131
2017-07-21 21:06:35,0.005622422,2017-07-21 20:56:35,0.004081502
2017-07-21 21:16:35,0.0056149486,2017-07-21 21:06:35,0.004085314
2017-07-21 21:26:35,0.0056206571,2017-07-21 21:16:35,0.004075452
2017-07-21 21:36:35,0.005623205,2017-07-21 21:26:35,0.004080548
2017-07-21 21:46:35,0.0056169099,2017-07-21 21:36:35,0.00407592
2017-07-21 21:56:35,0.0056072685,2017-07-21 21:46:35,0.004059776
2017-07-21 22:06:35,0.0056175639,2017-07-21 21:56:35,0.004053826
2017-07-21 22:16:35,0.0056068516,2017-07-21 22:06:35,0.00405013
2017-07-21 22:26:35,0.0056006724,2017-07-21 22:16:35,0.004047134
2017-07-21 22:36:35,0.0056007149,2017-07-21 22:26:35,0.00406357
2017-07-21 22:46:35,0.0055953482,2017-07-21 22:36:35,0.004071272
2017-07-21 22:56:35,0.0055869146,2017-07-21 22:46:35,0.004052328
2017-07-21 23:06:35,0.0055672185,2017-07-21 22:56:35,0.004065204
2017-07-21 23:16:35,0.0055593427,2017-07-21 23:06:35,0.004066272
2017-07-21 23:26:35,0.0055619608,2017-07-21 23:16:35,0.004061274
2017-07-21 23:36:35,0.0055537345,2017-07-21 23:26:35,0.004047504
2017-07-21 23:46:35,0.0055463439,2017-07-21 23:36:35,0.004034084
2017-07-21 23:56:35,0.0055360495,2017-07-21 23:46:35,0.004021986
2017-07-22 00:06:35,0.0055283341,2017-07-21 23:56:35,0.004037138
2017-07-22 00:16:35,0.0055143418,2017-07-22 00:06:35,0.004020314
2017-07-22 00:26:35,0.0055057819,2017-07-22 00:16:35,0.004035308
2017-07-22 00:36:35,0.0054823963,2017-07-22 00:26:35,0.004040036
2017-07-22 00:46:35,0.0054700346,2017-07-22 00:36:35,0.004038752
2017-07-22 00:56:35,0.0054719728,2017-07-22 00:46:35,0.004047154
2017-07-22 01:06:35,0.0054633419,2017-07-22 00:56:35,0.004052132
2017-07-22 01:16:35,0.0054595198,2017-07-22 01:06:35,0.004042116
2017-07-22 01:26:35,0.0054530789,2017-07-22 01:16:35,0.004043536
2017-07-22 01:36:35,0.0054454299,2017-07-22 01:26:35,0.004074034
2017-07-22 01:46:35,0.0054388676,2017-07-22 01:36:35,0.004085352
2017-07-22 01:56:35,0.005438029,2017-07-22 01:46:35,0.004059466
2017-07-22 02:06:35,0.0054404954,2017-07-22 01:56:35,0.004055594
2017-07-22 02:16:35,0.0054360516,2017-07-22 02:06:35,0.00408475
2017-07-22 02:26:35,0.0054464929,2017-07-22 02:16:35,0.004088796
2017-07-22 02:36:35,0.0054689873,2017-07-22 02:26:35,0.004069988
2017-07-22 02:46:35,0.0054897327,2017-07-22 02:36:35,0.004077922
2017-07-22 02:56:35,0.0054970198,2017-07-22 02:46:35,0.004072108
2017-07-22 03:06:35,0.0055004481,2017-07-22 02:56:35,0.004101302
2017-07-22 03:16:35,0.0054987421,2017-07-22 03:06:35,0.004073546
2017-07-22 03:26:35,0.0054891175,2017-07-22 03:16:35,0.004088504
2017-07-22 03:36:35,0.0054827548,2017-07-22 03:26:35,0.004090138
2017-07-22 03:46:35,0.0054531899,2017-07-22 03:36:35,0.004070104
2017-07-22 03:56:35,0.0054221428,2017-07-22 03:46:35,0.004076134
2017-07-22 04:06:35,0.0054047697,2017-07-22 03:56:35,0.004081754
2017-07-22 04:16:35,0.0054040318,2017-07-22 04:06:35,0.0041056
2017-07-22 04:26:35,0.005405905,2017-07-22 04:16:35,0.004103674
2017-07-22 04:36:35,0.0053999397,2017-07-22 04:26:35,0.004092258
2017-07-22 04:46:35,0.0053930311,2017-07-22 04:36:35,0.004082318
2017-07-22 04:56:35,0.0053918743,2017-07-22 04:46:35,0.004098928
2017-07-22 05:06:35,0.0053813167,2017-07-22 04:56:35,0.004112058
2017-07-22 05:16:35,0.00537347,2017-07-22 05:06:35,0.00413104
2017-07-22 05:26:35,0.0053785054,2017-07-22 05:16:35,0.004124564
2017-07-22 05:36:35,0.0053758868,2017-07-22 05:26:35,0.004102022
2017-07-22 05:46:35,0.0053786776,2017-07-22 05:36:35,0.004107526
2017-07-22 05:56:35,0.0054005109,2017-07-22 05:46:35,0.004098112
2017-07-22 06:06:35,0.0053970336,2017-07-22 05:56:35,0.004091674
2017-07-22 06:16:35,0.0053945885,2017-07-22 06:06:35,0.004090156
2017-07-22 06:26:35,0.0053625137,2017-07-22 06:16:35,0.004105464
2017-07-22 06:36:35,0.0053639064,2017-07-22 06:26:35,0.004110852
2017-07-22 06:46:35,0.0053746043,2017-07-22 06:36:35,0.004114682
2017-07-22 06:56:35,0.0053717062,2017-07-22 06:46:35,0.004102118
2017-07-22 07:06:35,0.0053648454,2017-07-22 06:56:35,0.004084128
2017-07-22 07:16:35,0.0053614882,2017-07-22 07:06:35,0.004088172
2017-07-22 07:26:35,0.0053584804,2017-07-22 07:16:35,0.0040766
2017-07-22 07:36:35,0.0053507581,2017-07-22 07:26:35,0.004090098
2017-07-22 07:46:35,0.0053524974,2017-07-22 07:36:35,0.004075472
2017-07-22 07:56:35,0.005364415,2017-07-22 07:46:35,0.004080198
2017-07-22 08:06:35,0.0053765483,2017-07-22 07:56:35,0.004088328
2017-07-22 08:16:35,0.0053798044,2017-07-22 08:06:35,0.004093288
2017-07-22 08:26:35,0.0053763751,2017-07-22 08:16:35,0.004099902
2017-07-22 08:36:35,0.0053848697,2017-07-22 08:26:35,0.004092822
2017-07-22 08:46:35,0.0053884176,2017-07-22 08:36:35,0.004089592
2017-07-22 08:56:35,0.0053915498,2017-07-22 08:46:35,0.004100854
2017-07-22 09:06:35,0.0053859994,2017-07-22 08:56:35,0.004091908
2017-07-22 09:16:35,0.0053847619,2017-07-22 09:06:35,0.004078564
2017-07-22 09:26:35,0.005371845,2017-07-22 09:16:35,0.004065184
2017-07-22 09:36:35,0.0053624603,2017-07-22 09:26:35,0.004072944
2017-07-22 09:46:35,0.005357819,2017-07-22 09:36:35,0.00407164
2017-07-22 09:56:35,0.0053599538,2017-07-22 09:46:35,0.004082358
2017-07-22 10:06:35,0.0053721366,2017-07-22 09:56:35,0.00407942
2017-07-22 10:16:35,0.0053876634,2017-07-22 10:06:35,0.004103012
2017-07-22 10:26:35,0.0053936072,2017-07-22 10:16:35,0.004053766
2017-07-22 10:36:35,0.0053901359,2017-07-22 10:26:35,0.004053826
2017-07-22 10:46:35,0.0053837907,2017-07-22 10:36:35,0.004038382
2017-07-22 10:56:35,0.0053897625,2017-07-22 10:46:35,0.004043574
2017-07-22 11:06:35,0.0053909144,2017-07-22 10:56:35,0.004053708
2017-07-22 11:16:35,0.0053852658,2017-07-22 11:06:35,0.004066546
2017-07-22 11:26:35,0.0053864924,2017-07-22 11:16:35,0.0040844
2017-07-22 11:36:35,0.0053921177,2017-07-22 11:26:35,0.00410346
2017-07-22 11:46:35,0.0053862107,2017-07-22 11:36:35,0.004090196
2017-07-22 11:56:35,0.0053863641,2017-07-22 11:46:35,0.004075336
2017-07-22 12:06:35,0.0053987448,2017-07-22 11:56:35,0.004055634
2017-07-22 12:16:35,0.005403714,2017-07-22 12:06:35,0.004033034
2017-07-22 12:26:35,0.0054056801,2017-07-22 12:16:35,0.004028968
2017-07-22 12:36:35,0.0054054995,2017-07-22 12:26:35,0.004039958
2017-07-22 12:46:35,0.0054046053,2017-07-22 12:36:35,0.004054642
2017-07-22 12:56:35,0.00540436,2017-07-22 12:46:35,0.004055906
2017-07-22 13:06:35,0.00540352,2017-07-22 12:56:35,0.004059174
2017-07-22 13:16:35,0.0054158909,2017-07-22 13:06:35,0.004050538
2017-07-22 13:26:35,0.0054276318,2017-07-22 13:16:35,0.004052366
2017-07-22 13:36:35,0.0054337107,2017-07-22 13:26:35,0.004051782
2017-07-22 13:46:35,0.0054396009,2017-07-22 13:36:35,0.004040172
2017-07-22 13:56:35,0.005438545,2017-07-22 13:46:35,0.004039822
2017-07-22 14:06:35,0.0054400509,2017-07-22 13:56:35,0.004020236
2017-07-22 14:16:35,0.0054473416,2017-07-22 14:06:35,0.004026848
2017-07-22 14:26:35,0.005450732,2017-07-22 14:16:35,0.004031672
2017-07-22 14:36:35,0.0054682481,2017-07-22 14:26:35,0.00402961
2017-07-22 14:46:35,0.0054756491,2017-07-22 14:36:35,0.0040307
2017-07-22 14:56:35,0.0054862379,2017-07-22 14:46:35,0.00404513
2017-07-22 15:06:35,0.0054807667,2017-07-22 14:56:35,0.004038304
2017-07-22 15:16:35,0.0054913997,2017-07-22 15:06:35,0.004039044
2017-07-22 15:26:35,0.0054953488,2017-07-22 15:16:35,0.00403986
2017-07-22 15:36:35,0.0055002236,2017-07-22 15:26:35,0.004032936
2017-07-22 15:46:35,0.005512241,2017-07-22 15:36:35,0.004032334
2017-07-22 15:56:35,0.0055202568,2017-07-22 15:46:35,0.004030738
2017-07-22 16:06:35,0.0055222151,2017-07-22 15:56:35,0.00403772
2017-07-22 16:16:35,0.0055355296,2017-07-22 16:06:35,0.00404091
2017-07-22 16:26:35,0.0055415526,2017-07-22 16:16:35,0.003845228
2017-07-22 16:36:35,0.0055484622,2017-07-22 16:26:35,0.003634336
2017-07-22 16:46:35,0.0055514532,2017-07-22 16:36:35,0.003474752
2017-07-22 16:56:35,0.0055606523,2017-07-22 16:46:35,0.003358132
2017-07-22 17:06:35,0.0055634298,2017-07-22 16:56:35,0.003334908
2017-07-22 17:16:35,0.0055677801,2017-07-22 17:06:35,0.003264152
2017-07-22 17:26:35,0.0055719639,2017-07-22 17:16:35,0.003471504
2017-07-22 17:36:35,0.0055895095,2017-07-22 17:26:35,0.003621694
2017-07-22 17:46:35,0.005589031,2017-07-22 17:36:35,0.00375148
2017-07-22 17:56:35,0.0055878122,2017-07-22 17:46:35,0.003844022
2017-07-22 18:06:35,0.0055801176,2017-07-22 17:56:35,0.003895214
2017-07-22 18:16:35,0.005584867,2017-07-22 18:06:35,0.00393773
2017-07-22 18:26:35,0.0055922397,2017-07-22 18:16:35,0.00396951
2017-07-22 18:36:35,0.005614557,2017-07-22 18:26:35,0.00399781
2017-07-22 18:46:35,0.0056235963,2017-07-22 18:36:35,0.004014556
2017-07-22 18:56:35,0.0056347128,2017-07-22 18:46:35,0.004040424
2017-07-22 19:06:35,0.0056471043,2017-07-22 18:56:35,0.004055244
2017-07-22 19:16:35,0.0056582387,2017-07-22 19:06:35,0.004072244
2017-07-22 19:26:35,0.0056709633,2017-07-22 19:16:35,0.004077982
2017-07-22 19:36:35,0.0056839322,2017-07-22 19:26:35,0.004086364
2017-07-22 19:46:35,0.0056976556,2017-07-22 19:36:35,0.004109724
2017-07-22 19:56:35,0.00571084,2017-07-22 19:46:35,0.00410772
2017-07-22 20:06:35,0.0057150137,2017-07-22 19:56:35,0.004111338
2017-07-22 20:16:35,0.0057270538,2017-07-22 20:06:35,0.004108322
2017-07-22 20:26:35,0.0057427314,2017-07-22 20:16:35,0.004100116
2017-07-22 20:36:35,0.0057554884,2017-07-22 20:26:35,0.0040837
2017-07-22 20:46:35,0.0057650116,2017-07-22 20:36:35,0.004074578
2017-07-22 20:56:35,0.0057772119,2017-07-22 20:46:35,0.004077204
2017-07-22 21:06:35,0.0057870017,2017-07-22 20:56:35,0.00406145
2017-07-22 21:16:35,0.005797006,2017-07-22 21:06:35,0.004052172
2017-07-22 21:26:35,0.0058115462,2017-07-22 21:16:35,0.004046084
2017-07-22 21:36:35,0.005822082,2017-07-22 21:26:35,0.004067518
2017-07-22 21:46:35,0.0058413319,2017-07-22 21:36:35,0.004061954
2017-07-22 21:56:35,0.0058559087,2017-07-22 21:46:35,0.00404799
2017-07-22 22:06:35,0.0058678414,2017-07-22 21:56:35,0.004052774
2017-07-22 22:16:35,0.0058745981,2017-07-22 22:06:35,0.004021208
2017-07-22 22:26:35,0.0058850839,2017-07-22 22:16:35,0.004048088
2017-07-22 22:36:35,0.0058997034,2017-07-22 22:26:35,0.004080452
2017-07-22 22:46:35,0.0059091326,2017-07-22 22:36:35,0.004067168
2017-07-22 22:56:35,0.0059176903,2017-07-22 22:46:35,0.004059134
2017-07-22 23:06:35,0.0059285818,2017-07-22 22:56:35,0.004050032
2017-07-22 23:16:35,0.0059354769,2017-07-22 23:06:35,0.004047718
2017-07-22 23:26:35,0.0059431811,2017-07-22 23:16:35,0.00403737
2017-07-22 23:36:35,0.0059486852,2017-07-22 23:26:35,0.004042116
2017-07-22 23:46:35,0.0059554329,2017-07-22 23:36:35,0.004035348
2017-07-22 23:56:35,0.0059612081,2017-07-22 23:46:35,0.00404412
2017-07-23 00:06:35,0.0059693441,2017-07-22 23:56:35,0.00404408
2017-07-23 00:16:35,0.0059757099,2017-07-23 00:06:35,0.004030504
2017-07-23 00:26:35,0.005995325,2017-07-23 00:16:35,0.00403068
2017-07-23 00:36:35,0.0060125484,2017-07-23 00:26:35,0.00403418
2017-07-23 00:46:35,0.0060271921,2017-07-23 00:36:35,0.004014906
2017-07-23 00:56:35,0.0060403361,2017-07-23 00:46:35,0.004012748
2017-07-23 01:06:35,0.0060533266,2017-07-23 00:56:35,0.00401757
2017-07-23 01:16:35,0.0060767055,2017-07-23 01:06:35,0.004014828
2017-07-23 01:26:35,0.0060866704,2017-07-23 01:16:35,0.0040243
2017-07-23 01:36:35,0.0061051344,2017-07-23 01:26:35,0.004016812
2017-07-23 01:46:35,0.0061202594,2017-07-23 01:36:35,0.004018388
2017-07-23 01:56:35,0.0061376056,2017-07-23 01:46:35,0.004021752
2017-07-23 02:06:35,0.0061493379,2017-07-23 01:56:35,0.00399783
2017-07-23 02:16:35,0.0061685539,2017-07-23 02:06:35,0.003987968
2017-07-23 02:26:35,0.0061852238,2017-07-23 02:16:35,0.003998686
2017-07-23 02:36:35,0.0061976732,2017-07-23 02:26:35,0.003994018
2017-07-23 02:46:35,0.0062104932,2017-07-23 02:36:35,0.004003878
2017-07-23 02:56:35,0.0062224999,2017-07-23 02:46:35,0.00401156
2017-07-23 03:06:35,0.0062332857,2017-07-23 02:56:35,0.004025682
2017-07-23 03:16:35,0.0062560933,2017-07-23 03:06:35,0.00404513
2017-07-23 03:26:35,0.0062650448,2017-07-23 03:16:35,0.004042584
2017-07-23 03:36:35,0.0062798668,2017-07-23 03:26:35,0.004035446
2017-07-23 03:46:35,0.0062929328,2017-07-23 03:36:35,0.004014732
2017-07-23 03:56:35,0.0063132657,2017-07-23 03:46:35,0.004019886
2017-07-23 04:06:35,0.0063339326,2017-07-23 03:56:35,0.004048826
2017-07-23 04:16:35,0.0063453388,2017-07-23 04:06:35,0.00406812
2017-07-23 04:26:35,0.006356563,2017-07-23 04:16:35,0.004039334
2017-07-23 04:36:35,0.0063634129,2017-07-23 04:26:35,0.004053786
2017-07-23 04:46:35,0.0063696803,2017-07-23 04:36:35,0.00405186
2017-07-23 04:56:35,0.0063830349,2017-07-23 04:46:35,0.004011638
2017-07-23 05:06:35,0.0063991151,2017-07-23 04:56:35,0.004018758
2017-07-23 05:16:35,0.0064118223,2017-07-23 05:06:35,0.004029532
2017-07-23 05:26:35,0.0064230114,2017-07-23 05:16:35,0.004038926
2017-07-23 05:36:35,0.0064369122,2017-07-23 05:26:35,0.004045442
2017-07-23 05:46:35,0.0064514817,2017-07-23 05:36:35,0.004050266
2017-07-23 05:56:35,0.0064620548,2017-07-23 05:46:35,0.004052794
2017-07-23 06:06:35,0.0064737855,2017-07-23 05:56:35,0.004040016
2017-07-23 06:16:35,0.0064742489,2017-07-23 06:06:35,0.004049098
2017-07-23 06:26:35,0.0064819757,2017-07-23 06:16:35,0.004042018
2017-07-23 06:36:35,0.0064912103,2017-07-23 06:26:35,0.004051258
2017-07-23 06:46:35,0.006504463,2017-07-23 06:36:35,0.004051628
2017-07-23 06:56:35,0.0065110722,2017-07-23 06:46:35,0.004054914
2017-07-23 07:06:35,0.0065180305,2017-07-23 06:56:35,0.00404661
2017-07-23 07:16:35,0.006525713,2017-07-23 07:06:35,0.004043614
2017-07-23 07:26:35,0.00653196,2017-07-23 07:16:35,0.004053552
2017-07-23 07:36:35,0.006539651,2017-07-23 07:26:35,0.004045482
2017-07-23 07:46:35,0.0065433733,2017-07-23 07:36:35,0.004041922
2017-07-23 07:56:35,0.0065507653,2017-07-23 07:46:35,0.004056568
2017-07-23 08:06:35,0.0065552256,2017-07-23 07:56:35,0.00406075
2017-07-23 08:16:35,0.0065647636,2017-07-23 08:06:35,0.004051024
2017-07-23 08:26:35,0.00657545,2017-07-23 08:16:35,0.004039198
2017-07-23 08:36:35,0.0065829365,2017-07-23 08:26:35,0.00404198
2017-07-23 08:46:35,0.0065849893,2017-07-23 08:36:35,0.004032606
2017-07-23 08:56:35,0.0065867657,2017-07-23 08:46:35,0.004031634
2017-07-23 09:06:35,0.0065945472,2017-07-23 08:56:35,0.004055808
2017-07-23 09:16:35,0.0065973624,2017-07-23 09:06:35,0.00406248
2017-07-23 09:26:35,0.0066066725,2017-07-23 09:16:35,0.004040114
2017-07-23 09:36:35,0.0066217508,2017-07-23 09:26:35,0.004053474
2017-07-23 09:46:35,0.0066339682,2017-07-23 09:36:35,0.00404661
2017-07-23 09:56:35,0.0066378388,2017-07-23 09:46:35,0.004099492
2017-07-23 10:06:35,0.0066408177,2017-07-23 09:56:35,0.004147514
2017-07-23 10:16:35,0.0066533986,2017-07-23 10:06:35,0.00421831
2017-07-23 10:26:35,0.0066574123,2017-07-23 10:16:35,0.004228678
2017-07-23 10:36:35,0.00667826,2017-07-23 10:26:35,0.004239218
2017-07-23 10:46:35,0.0066753898,2017-07-23 10:36:35,0.00422325
2017-07-23 10:56:35,0.0066787592,2017-07-23 10:46:35,0.00420843
2017-07-23 11:06:35,0.0066801729,2017-07-23 10:56:35,0.004195184
2017-07-23 11:16:35,0.0066893444,2017-07-23 11:06:35,0.004182192
2017-07-23 11:26:35,0.0066890925,2017-07-23 11:16:35,0.00416002
2017-07-23 11:36:35,0.0066919624,2017-07-23 11:26:35,0.004161536
2017-07-23 11:46:35,0.0066952166,2017-07-23 11:36:35,0.004164804
