"Trace 0, x","Trace 0, y","Trace 1, x","Trace 1, y",text
0.4950146574,0.1418025336,0.028344097,0.0422450929,ドナルドの入隊
0.0221200432,-0.1275326786,0.1147949529,0.0489008222,リスの怪獣退治
,,0.0428062468,0.0294351817,ミッキーのオーケストラ
0.0221200432,-0.1275326786,0.0485485358,0.0242026562,グーフィーの闘牛士
-0.0295633732,-0.3000549189,0.0551629872,0.0491451298,ドナルドの罪つぐない
,,0.0342848502,0.0470983152,グーフィーの虎退治
-0.5852024173,0.1681215848,0.0419007824,0.0222074374,ドナルドの昆虫採集
-0.1514797685,0.14573513,0.0401446573,0.0441753665,ドナルドとライオン
,,0.0344977023,0.0295898334,プルートの動物園
-0.4787647553,0.2083977143,0.0456225714,0.0441505044,プルートは歌がお好き
-0.1514797685,0.14573513,0.0361093073,0.0460998897,ドナルドのプラスチック時代
,,0.0405103979,0.0496893667,レス・クラーク
0.0422008322,0.1497800274,0.0461652609,0.0514161975,グーフィーのライオン狩り
0.0985936331,0.1617787887,0.0620086717,0.0481161362,クライド・ジェロニミ
,,0.0426395992,0.033022728,ドナルドのベルボーイ
-0.1615219722,0.2052048135,0.048851152,0.0247056368,トリはタフなり
0.0985936331,0.1617787887,0.0331771177,0.0440185099,グーフィーのボクシング教室
,,0.1888914572,-0.5705138338,プロパガンダ
-0.1612183379,0.2838415799,0.0355468213,0.0423263713,クマとみつばち
-0.1612282519,0.3034225779,0.0614410612,0.0530910588,チャールズ・オーガスト・ニコルズ
,,0.0472937815,0.0447249412,ドナルドのパイロット
0.0083403349,-0.0190808823,0.0500862161,0.0465115485,プルートの仲直り
0.0028490282,-0.1038497903,0.0568853029,0.0697128282,ロブ・ミンコフ
,,0.0499582542,0.0676857068,ミッキーのクリスマスキャロル
-0.0827286743,-0.924366816,0.0426755257,0.0364253545,あこがれのお隣
0.0083403349,-0.0190808823,0.0476982303,0.0573090338,ジョン・ヘンリー
,,0.0468132497,0.0405988498,リスの大逆襲
-0.1476475542,-0.3043854448,0.034546674,0.0363806926,ミッキーの移動住宅
0.0083403349,-0.0190808823,0.0431697627,0.0281596716,グーフィーのダービー教室
,,0.0376492578,0.05935601,グーフィーの素人大工
0.5393342291,0.2475571365,0.052652211,0.0547275028,ドナルドの少年団長
0.0083403349,-0.0190808823,0.0388733487,0.0470278422,グーフィーのトランク騒動
,,-0.0211555466,-0.0666007757,月経
0.0083403349,-0.0190808823,0.0640552646,0.0368463283,ドナルドの大当たり
-0.0223563658,-0.0550150228,0.1741420255,0.0246885642,チキン・リトル
,,0.0810533892,-0.026767559,ドナルドダック
0.1341102505,-0.7859045201,0.0486477017,0.058852379,ドナルドの軍隊行進
0.0083403349,-0.0190808823,0.0542964277,0.0214552563,ミッキーのゴルフ
,,0.0440840464,0.0362210502,ミッキーのフォーリーズ
-0.1116555735,-0.1863656595,0.0479446432,0.0314706275,ドナルドのポリスマン
-0.1514797685,0.14573513,0.0541075203,0.0347092589,ドナルドの襲撃部隊
,,0.029626964,0.0398456303,プカドン交響楽
0.5023143259,0.625125346,0.0440521547,0.0696709058,プルートの二等兵
0.0985936331,0.1617787887,0.0508891039,0.0498768509,ドナルドのモダン・タイムズ
,,-0.0265879605,0.0780888886,自由民主党
-0.1915917596,0.5226074899,0.0540860291,0.056138677,プルートのサーカス大好き
0.0221200432,-0.1275326786,0.0412207959,0.0346142048,グーフィーのマイホームパパ
,,0.1187656098,0.0039874277,ウェスティングハウス・エレクトリック
0.0985936331,0.1617787887,0.0301982997,0.0489667608,ドナルドのモーターボート
0.1816176311,0.7528778577,0.0222496385,0.019511331,ドナルドのペンギン
,,0.0567063166,0.044764785,みつばちの総攻撃
0.0952964561,-0.0020389286,0.0328622216,0.0406478365,プルートのサボテン騒動
-0.1612282519,0.3034225779,0.0339647116,0.0390448314,ミッキーのアイス・スケート
,,0.0329972269,0.0490649036,リスとヒヨコ
-0.5197155875,0.2239653675,0.042768512,0.0502050481,ドナルドのいたずらばち
-0.1514797685,0.14573513,0.0476366994,0.0550246857,ドナルドの雪合戦
,,0.0311887654,0.0268219414,リスの住宅難
-0.0695756734,0.3343818996,0.0404881714,0.0502407376,ドナルドの野菜畑
-0.1514797685,0.14573513,0.0537242589,0.0567033064,プルートの悩み
,,0.0622000894,0.0232740722,気みじかドナルド
-0.4115826851,0.3691170768,0.0493275596,0.0456361238,ドナルドの腕白時代
-0.1612282519,0.3034225779,0.0433673535,0.05929501,ミッキーの夢物語
,,0.051351554,0.0442971785,ドナルドの洗濯機
-0.0744627641,-0.8945781362,0.0409130032,0.0118172228,ドナルドのペンキ塗り
0.0083403349,-0.0190808823,0.0760387411,0.0677527627,リスのピーナッツ
,,0.1605456396,0.0478597398,日本テレビ
0.4036426057,0.1306726774,0.0351711566,0.0270392404,グーフィーの昼寝騒動
0.0985936331,0.1617787887,0.0452621668,0.0642373393,ドナルドの危機一髪
,,0.0331076444,0.0646897716,ドナルドのさんすうマジック
0.0083403349,-0.0190808823,0.0421141922,0.0449327433,グーフィーの野球教室
-0.3638150932,0.028121992,0.0271104961,0.04535455,ドナルドの透明人間
,,0.046966788,0.0636491897,ドナルドとコンドル親子
0.0083403349,-0.0190808823,0.0281153567,0.0354721936,リスの山小屋合戦
-0.0056625293,-0.0462649611,0.0545347901,0.0467193738,ドナルドのグランドキャニオン旅行
,,0.1704814096,-0.2277476672,サルバドール・ダリ
-0.1418414295,0.4445119405,0.0468098729,0.0660171506,グーフィーの幌馬車隊西へ
0.0083403349,-0.0190808823,0.1872910075,0.0151376026,ウォルト・ディズニー
,,0.0524442047,0.0307599972,ギャロッピン・ガウチョ
-0.1234856788,-0.0261106834,0.0461203892,0.0375389497,ドナルドの猟はつらいよ
-0.1612282519,0.3034225779,-0.008848399,0.0123222156,特別支援教育
,,0.004853867,-0.0920219643,情緒障害
-0.0420376583,-0.1166005588,-0.009308197,-0.0046465894,重複障害
0.0221200432,-0.1275326786,0.080553903,0.1480498279,教職課程
,,0.0524143503,-0.0774049098,児童
-0.2672912624,0.3340224729,0.0630662939,0.0366177416,学校教育
0.0083403349,-0.0190808823,-0.0081006117,-0.2397101873,国際連合教育科学文化機関
,,-0.021058787,-0.1115134486,難聴
0.5329454939,-0.3912330183,0.01942436,0.1499093847,養護教諭
0.0221200432,-0.1275326786,-0.0397421913,0.5817444454,小児専門病院
,,0.0989640776,0.0622528277,聾学校
-0.0733667903,0.700247315,0.0424176341,0.0971501144,学校教育法施行規則
0.0221200432,-0.1275326786,0.0066163555,0.0079549325,愛知県立名古屋特別支援学校
,,0.0431456976,-0.0318269257,聴覚障害
0.277598895,0.8552505418,-0.1106545466,-0.1335907616,小児科学
0.0985936331,0.1617787887,0.1011668931,-0.1662265166,知的障害
,,0.0070983891,-0.0597028461,視覚障害
-0.8037614164,0.050009323,0.0353502894,-0.0221393669,多文化教育
-0.1514797685,0.14573513,0.0286207293,-0.1082158124,発達障害者支援法
,,-0.0056625293,-0.0462649611,公布
-0.3651450261,-0.1009572789,0.0224566114,0.1464440946,中央教育審議会
-0.1514797685,0.14573513,-0.0455808161,0.0419367094,病弱
,,-0.025550185,-0.2027765711,労働
0.5021687178,0.4818086557,0.0841445689,0.0951194439,文部科学省
0.0083403349,-0.0190808823,-0.0212178911,0.0706906761,身体虚弱者
,,-0.0013326611,0.0599586197,学校教育法
-0.3944494876,-0.0630360476,0.0776021598,-0.0772466424,発達障害
0.0985936331,0.1617787887,0.0418605356,0.0250707014,モデル事業
,,0.0338011556,-0.0613977935,自閉症
-0.0543247266,0.2948188899,0.0127688368,0.003725798,知的障害者
0.0221200432,-0.1275326786,-0.0220158806,-0.0447412316,特別支援学級
,,-0.0154380257,0.044409022,病弱者
-0.6437698851,0.0917648834,0.0840592594,-0.0218682985,弱視
-0.1514797685,0.14573513,0.055040439,0.082006051,筑波技術短期大学
,,0.0612319394,-0.0199242892,ギフテッド
-0.3351086982,0.5965617348,0.0457180082,-0.0534075066,スクールカウンセラー
-0.1612282519,0.3034225779,-0.1002801883,-0.0949508826,リハビリテーション
,,-0.5250505265,-0.6997894045,臨床心理士
-0.1714473963,-0.1371817844,0.0210364239,-0.0568800192,個性
-0.1514797685,0.14573513,-0.0002668109,0.0243543221,附帯決議
,,0.0421608541,-0.0314239243,サラマンカ声明
-0.1971764912,-0.044837885,0.0119957643,0.0395601341,大阪府立堺支援学校
0.0083403349,-0.0190808823,0.0865121415,-0.057841538,聴覚障害者
,,-0.0701812356,0.0802855908,施行
-0.4050639713,-0.4299744712,0.0397452365,-0.0502342583,障害者
0.0083403349,-0.0190808823,-0.0507561858,0.0957387121,養護学校
,,-0.0219525511,0.0252104145,特別支援学校
0.0314618156,-0.3832068999,-0.070963662,-0.1713552775,子供
-0.1514797685,0.14573513,0.0778736428,0.071547333,盲学校
,,0.002327363,-0.0689781436,通達
-0.3616119854,-0.359437332,0.0350097518,-0.0841151588,発達
-0.1514797685,0.14573513,-0.0081162211,0.102872121,肢体不自由者
,,0.0114621693,0.0245221721,特殊学級
0.0221200432,-0.1275326786,0.0022306335,-0.1467266175,言語障害
0.0502384851,-0.4186313287,0.0744815782,-0.0534617655,学習障害
,,0.0627348551,-0.0927107292,吃音症
-0.1812810259,-0.1291497272,-0.0365831515,0.0545536672,大阪府立思斉支援学校
0.0083403349,-0.0190808823,-0.0089063053,-0.0019962161,インクルージョン教育
,,0.0545209026,0.077496749,教育実習
0.1806804475,-0.072716083,0.0289851522,0.0734635412,教育職員免許状
0.0083403349,-0.0190808823,0.0233676104,-0.1250560865,精神科医
,,0.0360129365,-0.0932557153,統合教育
-0.2176387104,0.2845729526,0.011021459,-0.0256292536,視覚障害者
-0.1612282519,0.3034225779,-0.0285079115,0.057173091,教育基本法
,,-0.6108322564,0.1134915849,讃岐国
0.2421337931,-0.5277135016,-0.277983688,-0.012782611,吉田定房
0.0221200432,-0.1275326786,-0.2584599221,-0.0066639205,藤原恒佐
,,-0.2402556158,0.0623156146,正和
-0.1282464938,-0.3076828448,-0.2463853462,0.0114163337,正躬王
0.0083403349,-0.0190808823,-0.1903180958,0.0109563595,源生
,,-0.133770103,-0.0232469998,細川元勝
0.1303786971,0.4193078679,-0.4979655431,0.0933071531,上野国
0.0985936331,0.1617787887,-0.1165022771,0.0736904449,十河城
,,-0.2029189011,0.3818123325,坂出市
0.7433231139,0.29617336,-0.2932421414,0.0139213001,相馬恕胤
-0.1612282519,0.3034225779,-0.4142029567,0.0846266812,九州征伐
,,-0.3125349132,0.0876258986,律令制
0.1671914751,0.0475657373,-0.2390167163,0.0988136147,松平頼重
0.0083403349,-0.0190808823,-0.141747191,-0.0202518143,海軍総裁
,,-0.2971883751,0.039884137,十河一存
0.0083403349,-0.0190808823,-0.2803129871,0.0395518708,応徳
-0.2595862349,-0.07090144,-0.7121405591,-0.3422727714,幕府海軍
,,-0.4033662118,0.0478649454,足利尊氏
0.2256447028,0.7946820054,-0.2470065684,0.0836667427,久世重之
0.0221200432,-0.1275326786,-0.3577480241,0.0106678442,天禄
,,-0.2138259682,0.0191171797,板鼻藩
0.0689779933,-0.4649478764,-0.1961406625,0.0065595574,相馬尊胤
0.0083403349,-0.0190808823,-0.3961977862,0.0782817565,仙石秀久
,,-0.3320068756,0.0261475677,源直
0.5582680626,0.4786559154,-0.2772260672,0.0277050761,水戸徳川家
0.0985936331,0.1617787887,-0.2804987042,0.1077699449,令制国
,,-0.1037922271,-0.0011871913,松平頼真
0.0083403349,-0.0190808823,-0.370117687,0.0155728177,寛平
-0.0022474499,-0.2791205281,-0.2815948309,0.0181583312,橘俊綱
,,-0.6745421497,0.1184213428,総社
0.1082159443,0.1634708692,-0.2023699295,-0.033803043,源高明
0.0083403349,-0.0190808823,-0.2692444509,-0.0053433333,北条有時
,,-0.1181905685,-0.0123062687,細川詮春
-0.0806586836,0.2210746859,-0.2910736672,-0.0036737063,藤原成親
0.0083403349,-0.0190808823,-0.5093207434,0.0584136798,上国
,,-0.687515801,0.0875405593,備中国
0.2224684732,0.3110131014,-0.0908274431,-0.059372094,藤原常行
0.0985936331,0.1617787887,-0.2362585377,-0.019569908,一条能保
,,-0.1811783641,0.0301537865,三浦光村
0.2666711068,-0.6039644897,-0.1379104799,0.0141137236,十河存之
0.0221200432,-0.1275326786,-0.1832452702,0.0322849157,板倉昌信
,,-0.1765182084,0.0085694145,松平頼胤
0.016541761,-0.2735367028,-0.7368829982,0.0764450601,京極氏
0.0221200432,-0.1275326786,-0.4501745158,0.0719238706,土佐藩
,,-0.816452057,0.3468844788,名神大社
0.0221200432,-0.1275326786,-0.1255568128,-0.026458707,平正範
0.0596865552,-0.280005825,-0.388795664,0.0471111974,元慶
,,-0.6615741928,0.0466509836,小田氏
0.1672969599,-0.5023030705,-0.2814418591,0.0111798918,空海
0.0221200432,-0.1275326786,-0.2974241003,0.0042381502,足利貞氏
,,-0.7598601794,-0.013197113,香川氏
0.0985936331,0.1617787887,-0.2721788149,0.0062372892,十河存保
0.0204857104,0.0439593504,-0.5444103302,0.0913721292,丸亀藩
,,-0.1066770449,-0.0088207824,藤原保忠
-0.463988932,0.6630442926,-0.2091718149,2.88789e-05,引田の戦い
-0.1612282519,0.3034225779,-0.1872193231,0.034880763,源清蔭
,,-0.2809347425,0.0609906777,小野好古
-0.0883449418,-0.4798194855,-0.5653282289,0.1662451973,下総国
0.0221200432,-0.1275326786,-0.2185124439,-0.0092364999,牧野英成
,,-0.1966402608,0.0305303405,紀夏井
0.0221200432,-0.1275326786,-0.2127128335,-0.0124616474,細川繁氏
-0.0669889045,-0.4693924249,-0.3663976951,0.0139626773,北条泰時
,,-0.1158672786,-0.0259647105,藤原良縄
-0.0564111909,0.0887565498,-0.2412309518,0.0146658263,細川真之
0.0083403349,-0.0190808823,-0.2533821632,0.0254841032,春原五百枝
,,-0.2294860332,-0.0304754239,山名義幸
-0.2478374847,0.4958640777,-0.6131666609,0.0820425839,出石藩
-0.1514797685,0.14573513,-0.10416339,-0.0070610694,藤原元方
,,-0.5024693065,0.313338811,香川郡
-0.4329073599,0.0881955982,-0.7556883479,0.0392240929,生駒氏
0.0083403349,-0.0190808823,-0.1661878602,-0.007607531,宗晴康
,,-0.1430392256,0.0073159565,源舒
0.4049794728,-0.1730179111,-0.3919396942,0.0159058787,細川澄之
0.0083403349,-0.0190808823,-0.3597000975,0.0703506724,久安
,,-0.2215864464,-0.006352212,藤原朝忠
0.6281560066,0.0556339489,-0.3696718547,0.0627744447,生駒親正
0.0083403349,-0.0190808823,-0.4040357604,0.034333063,細川頼元
,,-0.3484424137,0.0426389297,宝亀
-0.5209747679,-0.6239599967,-0.1711991793,-0.009081182,藤原有貞
0.0221200432,-0.1275326786,-0.1927623093,-0.0381129244,藤原正光
,,-0.0523486268,0.0272655204,讃王
-0.6319443002,0.2601086732,-0.3194457867,0.0080333567,藤原長良
0.0985936331,0.1617787887,-0.629398886,0.1043258013,小浜藩
,,-0.3504546602,-0.0013229368,源是茂
0.7561793611,-0.2803036216,-0.4966294496,0.0342086258,細川政元
0.0083403349,-0.0190808823,-0.3772500928,0.0006853927,北条重時
,,-0.2362485253,0.073201933,鎌倉景政
0.0782247643,-0.1458062296,-0.1965159425,0.0228382864,多入鹿
0.0083403349,-0.0190808823,-0.4178347723,0.0344426061,治暦
,,-0.3049908302,-0.0104803142,源昇
-0.475046433,-0.2138657133,-0.3751297561,0.0372249964,細川頼春
0.0221200432,-0.1275326786,-0.1950842504,-0.0369535754,藤原良世
,,-0.4090734106,0.1701306758,倉敷県
-0.6305159421,0.1653323668,-0.1250458429,0.1042188588,大水上神社
-0.1514797685,0.14573513,-0.3406097049,0.0684064688,長宗我部元親
,,-0.2362255233,0.1976769407,東讃
0.2504648084,0.3882802891,-0.4107998557,0.0496853856,安和
0.0083403349,-0.0190808823,-0.5016886145,0.0010710929,紀長谷雄
,,-0.6519192231,0.1704548437,若狭国
0.0040767042,-0.2183171267,-0.6579509123,0.0866143563,伊予国
0.0221200432,-0.1275326786,-0.2060752601,0.0139587431,北条守時
,,-0.3174689221,0.0581039721,生駒正俊
0.5606535215,0.0012400334,-0.0550187919,-0.0078811491,近藤国平
0.0221200432,-0.1275326786,-0.5466535826,0.0020602024,細川勝元
,,-0.1821835493,0.0086776517,久世暉之
0.4240416594,0.6646954936,-0.4325830601,0.0648742745,康平
0.0985936331,0.1617787887,-0.4411588924,-0.0049915422,細川澄元
,,-0.7294091234,-0.0233406889,十河氏
0.3998616279,0.1788138913,-0.3388237376,0.0483888863,弘仁
0.0083403349,-0.0190808823,-0.2100903231,0.014174922,源寛
,,-0.1710502367,0.2059816342,讃岐国分寺
0.0340654814,-0.1258620625,-0.6551880662,0.0950214128,但馬国
0.0221200432,-0.1275326786,-0.1463089351,0.0159851402,松平頼恕
,,-0.1845450148,0.0138171008,松平頼聰
0.0534312118,-0.4105046966,-0.3553992654,0.0047773612,昌泰
0.0221200432,-0.1275326786,-0.3608257478,-0.0723718868,参議
,,-0.2683012578,0.1971986896,名東県
-0.3549785385,0.3185981807,-0.2856144782,0.096181697,建保
0.0985936331,0.1617787887,-0.6808340461,0.0666430006,津山藩
,,-0.3239258675,0.1085224929,延暦
-0.5572401171,0.2400610488,-0.2385804682,-0.0066362691,徳治
-0.1514797685,0.14573513,-0.3737131336,0.0199556801,細川満元
,,-0.4421931565,0.0402954146,細川頼之
0.0310453874,-0.0042842728,-0.5056597824,0.2225106841,三木郡
0.0985936331,0.1617787887,-0.0996239668,0.1082205345,男木島
,,-0.7347444969,0.1074790256,相馬氏
0.2287296555,-0.4739344364,-0.2040716173,-0.0113238496,藤原家宗
-0.1612282519,0.3034225779,-0.6777472462,0.274941342,一宮
,,-0.1761968093,-0.0013863428,藤原継彦
0.0985936331,0.1617787887,-0.8527561324,0.0516414188,三好氏
0.0360732772,0.3523690233,-0.2627746318,0.0245937362,細川持之
,,-0.4213330269,0.1285232644,関宿藩
0.4218313041,-0.8116635635,-0.0925569274,-0.054850176,矢田堀鴻
0.0221200432,-0.1275326786,-0.3406862356,0.0455801217,老中
,,-0.6913481071,0.1561520428,備後国
-0.5749218705,-0.0071925907,-0.202865612,0.0694318917,屋島の戦い
0.0083403349,-0.0190808823,-0.2520432079,0.002521812,相馬祥胤
,,-0.1380114484,-0.0365135137,真言密教
-0.1898960499,-0.1885368266,-0.179831769,0.0800589919,四国
0.0083403349,-0.0190808823,-0.231343605,-0.0096223358,藤原楓麻呂
,,-0.4859094139,0.1304979792,阿波国
-0.2502913637,0.1567051334,-0.6437698851,0.0917648834,出雲国
-0.1612282519,0.3034225779,-0.1554734917,-0.0156029349,河野通堯
,,-0.1800589584,-0.0202773036,源時中
0.0195408044,-0.4843447059,-0.3725179159,0.0786679412,斉衡
-0.1514797685,0.14573513,-0.0614312044,0.0045800947,田村神社
,,-0.1836269807,0.0057225759,藤原友人
0.4247542445,0.0436268734,-0.3915141742,0.0404025375,天暦
0.0083403349,-0.0190808823,-0.2191975352,0.0218853505,讃岐国造
,,-0.7163397707,-0.0566785296,対馬国
-0.8883819009,-0.1265298424,-0.1817459459,0.0025148648,仙石久利
0.0083403349,-0.0190808823,-0.109661281,0.0182748363,松平頼起
,,-0.2682802581,0.0278595591,藤原佐理
-0.0562180315,0.0190683783,-0.6331733461,0.2031463599,相馬中村藩
0.0221200432,-0.1275326786,-0.6490682682,0.0447676067,細川氏
,,-0.0812452655,-0.0084038351,藤原懐忠
0.2615443303,0.1585528864,-0.1182289969,0.085897248,多和神社
0.0083403349,-0.0190808823,-0.2339441249,-0.001730568,伴善男
,,-0.7374891083,-0.0538209025,宗氏
0.8879718939,0.0194246016,-0.3743430753,0.0167039692,庭瀬藩
0.0985936331,0.1617787887,-0.3213976996,0.1080155772,天慶
,,-0.2031742804,-0.0060877525,後藤基清
0.0349989577,-0.2851227384,-0.7415007898,0.1332505359,日向国
0.0221200432,-0.1275326786,-0.3861665653,0.0237406007,宝永
,,-0.3263187417,0.0130141353,源等
0.0757049584,-0.4276391509,-0.7292714794,0.0744510177,備前国
0.0083403349,-0.0190808823,-0.5595416404,0.1044864037,常陸国
,,-0.3596230712,-0.0201601125,細川成之
0.4607993399,0.0068187969,-0.2941692005,-0.0355074309,藤原時平
0.0083403349,-0.0190808823,-0.4399980519,0.035059382,仁寿
,,-0.4926218064,0.0870259793,源義経
0.0221200432,-0.1275326786,-0.5318248973,0.3275030665,屋島
0.0570912297,-0.1204169332,-0.3973362935,-0.0428344664,天延
,,-0.5182112966,0.2524352759,南海道
0.3840668318,0.8451962279,-0.376487086,0.1413625656,北条県
-0.1612282519,0.3034225779,-0.7222305137,0.0691552961,丹後田辺藩
,,-0.0291190932,0.3046591577,香川県
-0.2741076488,-0.0241907791,-0.4352000945,0.233395009,三野郡
0.0221200432,-0.1275326786,-0.6436918055,0.0906675765,出羽国
,,-0.2451399756,-0.0042972164,源悦
-0.3837074741,0.204464767,-0.2590421595,0.0471944215,細川顕氏
-0.1612282519,0.3034225779,-0.6805198462,0.1701246476,丹後国
,,-0.2890119194,-0.03410028,北条基時
0.4725482098,0.4191513095,-0.3431858686,-0.0072874554,戸次川の戦い
-0.1514797685,0.14573513,-0.3030197322,0.3250585932,小豆郡
,,-0.1078856446,-0.0109622079,松平頼恭
-0.0326962534,0.7000834534,-0.1792922791,-0.0309032281,細川義春
-0.1612282519,0.3034225779,-0.6548119091,-0.030888666,菅原道真
,,-0.2006076465,-0.0187309517,藤原仲平
-0.2793639439,0.4225371476,-0.2596226968,-0.0257832332,藤原元名
0.0985936331,0.1617787887,-0.1134835844,0.1206589418,女木島
,,-0.2535391449,0.1736412678,直島
0.6211056332,0.4751923945,-0.1711117464,-0.0249938309,藤原済時
0.0083403349,-0.0190808823,-0.3997060343,0.0262132173,平宗盛
,,-0.0700748317,0.375358248,高松市
0.0519056281,-0.4002413737,-0.5576197956,0.0871681561,越前国
0.0221200432,-0.1275326786,-0.5742942563,0.2366916841,塩飽諸島
,,-0.5311934662,0.2292731308,大内郡
0.0448331742,0.0300299131,-0.2266794552,0.2329690743,西讃
0.0221200432,-0.1275326786,-0.4568159984,0.2439859054,阿野郡
,,-0.2222399646,-0.026384955,藤原玄上
0.1084649811,-0.227859578,-0.1772554245,-0.0375059514,藤原邦基
0.0083403349,-0.0190808823,-0.0656918492,0.1489929626,讃岐うどん
,,-0.1358820847,0.0005454537,藤原扶幹
0.4005566207,-0.2204078646,-0.2327328515,-0.0122094627,藤原有相
0.0221200432,-0.1275326786,-0.6167752343,0.1491814237,高松藩
,,-0.456065582,-0.000887373,源頼家
0.0365965049,0.0536142743,-0.7124805808,0.1062861212,隠岐国
0.0083403349,-0.0190808823,-0.3740903606,0.1768914406,多度郡
,,-0.3731776898,0.5350216025,小豆島
0.0985936331,0.1617787887,-0.2542895993,0.033759782,相馬樹胤
0.0769427254,-0.2087364523,-0.2637818535,0.024432013,細川持元
,,-0.2395532786,0.0207298518,平親宗
0.434652932,0.6588033972,-0.2266981996,-0.0090269729,藤原家成
-0.1612282519,0.3034225779,-0.167524274,0.0312969517,大伴犬養
,,-0.0819808521,-0.0413548495,小田持家
-0.1209420265,-0.1858608566,-0.6899424914,0.11654055,酒井氏
-0.1612282519,0.3034225779,-0.106634559,0.0026553346,松平頼儀
,,-0.1042885893,0.0168700674,松平頼豊
-0.7959427342,-0.0069574293,-0.3020516097,0.0122868807,滋野貞主
-0.1514797685,0.14573513,-0.2959196353,0.0219214238,矢島藩
,,-0.2671066693,0.0072285516,細川持常
0.0221200432,-0.1275326786,-0.1529453265,-0.0086470546,藤原枝良
0.1447097721,-0.5375155111,-0.2084004912,0.2078793449,中讃
,,-0.3992270083,0.0567877072,仁和
0.0915355872,-0.255264069,-0.1682094182,0.0846437696,粟井神社
0.0221200432,-0.1275326786,-0.1911535332,0.0201654679,酒井忠音
,,-0.0563730038,0.0015811497,高向公輔
-0.1102736901,-0.6246335999,-0.2281277256,0.0191302712,源冷
0.0083403349,-0.0190808823,-0.2489058424,0.0187707145,藤原兼通
,,-0.3658970726,0.0488578392,細川高国
-0.1094676101,-0.2265454839,-0.3959117106,0.0229301749,平正盛
0.0083403349,-0.0190808823,-0.4224333257,0.0695404162,弘安
,,-0.1148402713,0.0556053601,生駒親敬
0.1068607518,0.178418707,-0.3491261716,-0.0013785219,生駒一正
0.0083403349,-0.0190808823,-0.4954635558,0.2665647574,鵜足郡
,,-0.4172094042,0.016586206,延喜
0.1322374765,0.1673410326,-0.3087789792,0.0256822975,大老
-0.1514797685,0.14573513,-0.2663547527,0.045555441,細川持隆
,,0.3894090189,0.1716079266,愛知県災害拠点病院
0.0083403349,-0.0190808823,0.0340006049,0.0491901206,藤田保健衛生大学病院
-0.0158271487,-0.1646175536,-0.4546907151,0.2285614394,弥富市
,,-0.458828393,0.5084186776,豊明市
-0.7386554925,0.0217154703,0.0030146176,0.0163322855,豊橋市民病院
0.0083403349,-0.0190808823,0.0439896718,0.0615344575,豊川市民病院
,,-0.1083232786,0.0976106911,救命救急センター
0.1704021269,0.0703355488,-0.1934912247,0.2547845234,豊田市
0.0985936331,0.1617787887,-0.0562641323,0.0187580908,災害派遣医療チーム
,,0.0554333083,-0.0109813652,新城市民病院
0.1596169124,0.2497267808,0.0636518403,-0.0294589512,名古屋記念病院
0.0083403349,-0.0190808823,-0.145919465,0.5264807287,瀬戸市
,,0.070397286,0.04464504,名古屋市立東部医療センター
-0.2449673823,0.2145744781,-0.0469243444,0.1485849321,愛知県知事
-0.1612282519,0.3034225779,0.0766892556,0.0316728482,名古屋大学医学部附属病院
,,-0.266205102,0.440635286,江南市
0.0083403349,-0.0190808823,0.0410440993,0.0345197032,愛知医科大学病院
-0.0445378144,0.3624436602,0.0465510314,-0.0771743703,ヘリポート
,,0.0337182896,0.0199937362,岡崎市民病院
0.1975420397,0.0657213667,-0.3779050829,0.259362929,知多郡
0.0221200432,-0.1275326786,-0.1461016596,0.6986171486,安城市
,,-0.021596045,-0.0053307176,西尾市民病院
0.0913753715,0.6295902998,-0.1416940892,0.1539547772,病院
-0.1612282519,0.3034225779,-0.0050470985,-0.0103159163,津島市民病院
,,0.0688531572,0.0552705173,公立陶生病院
-0.0065695093,-0.6004638158,-0.0173629724,0.0176360116,一宮市立市民病院
0.0083403349,-0.0190808823,0.0565570653,0.0360758544,名古屋市立大学病院
,,-0.30081259,0.2598094002,豊川市
0.0309393886,-0.2034212078,0.0694297621,0.0761694347,春日井市民病院
0.0221200432,-0.1275326786,-0.4190692951,0.3740981102,豊橋市
,,-0.1364856278,-0.0361359083,災害
0.0985936331,0.1617787887,-0.3917321882,0.3329316081,津島市
-0.131121576,0.1265355564,-0.0427397417,-0.048651863,災害医療
,,-0.3603073543,0.1375770265,刈谷市
-0.8031128201,-0.1783341917,-0.6068151333,0.1645716015,西尾市
-0.1514797685,0.14573513,-0.355498089,0.2193045502,半田市
,,0.0925118472,0.1386176121,小牧市民病院
-0.4308161902,0.2231231591,-0.1562922444,0.1690106644,愛知県
-0.1612282519,0.3034225779,0.0849325672,0.2353181921,名古屋市
,,0.0192485649,0.0591322046,総合大雄会病院
0.7124634894,-0.4400035987,-0.1843007237,-0.0782148594,救急医療
0.0083403349,-0.0190808823,0.0430656776,-0.0147314551,名古屋第二赤十字病院
,,-0.0520019788,0.5520226874,春日井市
0.0221200432,-0.1275326786,0.0260462452,0.0293536496,海南病院
0.0641839889,-0.2611281643,0.0107163277,0.0272516396,名古屋掖済会病院
,,-0.1369924876,0.2924258851,災害拠点病院
-0.5759358183,0.3441987073,-0.093570276,0.6199698822,小牧市
-0.1514797685,0.14573513,-0.4934818116,0.1629906587,岡崎市
,,-0.2289241402,0.5821206368,長久手市
0.0450704447,0.4788597664,-0.5735143144,0.3483383822,新城市
