"Predicted Probability, x; Observed Probability, x","Predicted Probability, y","Observed Probability, y",text,size
148,2.9,2.9,Cluster : 148 (Size : 244)<br>eg Vector : 0.5|0.19999999999999998|0.125|0.111...<br>Obs Prob : 2.9%<br>Pred Prob : 2.9%,24.4
149,2.9,2.9,Cluster : 149 (Size : 238)<br>eg Vector : 0.0|0.39999999999999997|0.375|0.333...<br>Obs Prob : 2.9%<br>Pred Prob : 2.9%,23.8
150,2.9,5.0,Cluster : 150 (Size : 222)<br>eg Vector : 0.0|0.6000000000000001|0.5|0.222222...<br>Obs Prob : 5.0%<br>Pred Prob : 2.9%,22.2
151,3.0,4.7,Cluster : 151 (Size : 215)<br>eg Vector : 0.5|0.39999999999999997|0.625|0.333...<br>Obs Prob : 4.7%<br>Pred Prob : 3.0%,21.5
152,3.0,3.6,Cluster : 152 (Size : 280)<br>eg Vector : 0.5|0.39999999999999997|0.125|0.0|0...<br>Obs Prob : 3.6%<br>Pred Prob : 3.0%,28.0
153,3.0,2.2,Cluster : 153 (Size : 268)<br>eg Vector : 0.0|0.7999999999999999|0.625|0.1111...<br>Obs Prob : 2.2%<br>Pred Prob : 3.0%,26.8
154,3.1,1.0,Cluster : 154 (Size : 204)<br>eg Vector : 0.5|0.7999999999999999|0.625|0.0|0|1|0|0<br>Obs Prob : 1.0%<br>Pred Prob : 3.1%,20.4
155,3.1,2.7,Cluster : 155 (Size : 330)<br>eg Vector : 0.0|1.0|0.375|0.0|0|0|0|0<br>Obs Prob : 2.7%<br>Pred Prob : 3.1%,33.0
156,3.1,3.0,Cluster : 156 (Size : 230)<br>eg Vector : 0.5|0.19999999999999998|0.5|0.55555...<br>Obs Prob : 3.0%<br>Pred Prob : 3.1%,23.0
157,3.1,2.7,Cluster : 157 (Size : 826)<br>eg Vector : 0.5|1.0|0.375|0.0|0|0|0|0<br>Obs Prob : 2.7%<br>Pred Prob : 3.1%,82.6
158,3.2,3.0,Cluster : 158 (Size : 366)<br>eg Vector : 0.5|0.7999999999999999|0.25|0.0|0|0|0|0<br>Obs Prob : 3.0%<br>Pred Prob : 3.2%,36.6
159,3.2,3.2,Cluster : 159 (Size : 342)<br>eg Vector : 0.5|0.39999999999999997|0.375|0.222...<br>Obs Prob : 3.2%<br>Pred Prob : 3.2%,34.2
160,3.2,3.3,Cluster : 160 (Size : 212)<br>eg Vector : 0.5|0.6000000000000001|0.25|0.11111...<br>Obs Prob : 3.3%<br>Pred Prob : 3.2%,21.2
161,3.3,3.2,Cluster : 161 (Size : 252)<br>eg Vector : 0.0|0.6000000000000001|0.125|0.0|0|0|0|0<br>Obs Prob : 3.2%<br>Pred Prob : 3.3%,25.2
162,3.3,4.5,Cluster : 162 (Size : 222)<br>eg Vector : 0.0|0.19999999999999998|0.25|0.2222...<br>Obs Prob : 4.5%<br>Pred Prob : 3.3%,22.2
163,3.3,2.3,Cluster : 163 (Size : 258)<br>eg Vector : 0.0|0.6000000000000001|0.25|0.0|0|0|0|0<br>Obs Prob : 2.3%<br>Pred Prob : 3.3%,25.8
164,3.3,4.2,Cluster : 164 (Size : 260)<br>eg Vector : 0.5|0.6000000000000001|0.5|0.444444...<br>Obs Prob : 4.2%<br>Pred Prob : 3.3%,26.0
165,3.3,1.6,Cluster : 165 (Size : 248)<br>eg Vector : 0.0|0.7999999999999999|0.375|0.1111...<br>Obs Prob : 1.6%<br>Pred Prob : 3.3%,24.8
166,3.4,6.5,Cluster : 166 (Size : 200)<br>eg Vector : 0.0|0.0|0.625|0.0|0|0|0|1<br>Obs Prob : 6.5%<br>Pred Prob : 3.4%,20.0
167,3.4,4.0,Cluster : 167 (Size : 250)<br>eg Vector : 0.5|0.7999999999999999|0.625|0.3333...<br>Obs Prob : 4.0%<br>Pred Prob : 3.4%,25.0
168,3.4,2.7,Cluster : 168 (Size : 405)<br>eg Vector : 0.5|0.39999999999999997|0.375|0.333...<br>Obs Prob : 2.7%<br>Pred Prob : 3.4%,40.5
169,3.4,3.4,Cluster : 169 (Size : 465)<br>eg Vector : 0.5|0.7999999999999999|0.375|0.1111...<br>Obs Prob : 3.4%<br>Pred Prob : 3.4%,46.5
170,3.4,3.7,Cluster : 170 (Size : 355)<br>eg Vector : 0.5|0.6000000000000001|0.375|0.2222...<br>Obs Prob : 3.7%<br>Pred Prob : 3.4%,35.5
171,3.5,7.1,Cluster : 171 (Size : 212)<br>eg Vector : 0.5|0.39999999999999997|0.375|0.0|0...<br>Obs Prob : 7.1%<br>Pred Prob : 3.5%,21.2
172,3.5,4.0,Cluster : 172 (Size : 224)<br>eg Vector : 0.5|0.0|0.125|0.2222222222222222|0|0|0|0<br>Obs Prob : 4.0%<br>Pred Prob : 3.5%,22.4
173,3.5,2.9,Cluster : 173 (Size : 315)<br>eg Vector : 0.5|0.6000000000000001|0.125|0.0|0|0|0|0<br>Obs Prob : 2.9%<br>Pred Prob : 3.5%,31.5
174,3.5,4.1,Cluster : 174 (Size : 246)<br>eg Vector : 0.5|0.19999999999999998|0.375|0.444...<br>Obs Prob : 4.1%<br>Pred Prob : 3.5%,24.6
175,3.6,5.0,Cluster : 175 (Size : 239)<br>eg Vector : 0.5|0.7999999999999999|0.75|0.0|0|1|0|0<br>Obs Prob : 5.0%<br>Pred Prob : 3.6%,23.9
176,3.6,5.5,Cluster : 176 (Size : 256)<br>eg Vector : 0.5|0.0|0.375|0.4444444444444444|0|0|0|0<br>Obs Prob : 5.5%<br>Pred Prob : 3.6%,25.6
177,3.6,3.0,Cluster : 177 (Size : 270)<br>eg Vector : 0.5|0.39999999999999997|0.25|0.2222...<br>Obs Prob : 3.0%<br>Pred Prob : 3.6%,27.0
178,3.7,6.2,Cluster : 178 (Size : 210)<br>eg Vector : 0.5|0.7999999999999999|0.75|0.33333...<br>Obs Prob : 6.2%<br>Pred Prob : 3.7%,21.0
179,3.7,2.7,Cluster : 179 (Size : 221)<br>eg Vector : 0.5|0.39999999999999997|0.625|0.111...<br>Obs Prob : 2.7%<br>Pred Prob : 3.7%,22.1
180,3.7,4.6,Cluster : 180 (Size : 238)<br>eg Vector : 0.0|0.7999999999999999|0.625|0.3333...<br>Obs Prob : 4.6%<br>Pred Prob : 3.7%,23.8
181,3.7,2.7,Cluster : 181 (Size : 337)<br>eg Vector : 0.5|1.0|0.25|0.0|0|0|0|0<br>Obs Prob : 2.7%<br>Pred Prob : 3.7%,33.7
182,3.8,3.4,Cluster : 182 (Size : 207)<br>eg Vector : 0.5|0.39999999999999997|0.0|0.11111...<br>Obs Prob : 3.4%<br>Pred Prob : 3.8%,20.7
183,3.8,6.1,Cluster : 183 (Size : 264)<br>eg Vector : 0.5|0.39999999999999997|0.125|0.333...<br>Obs Prob : 6.1%<br>Pred Prob : 3.8%,26.4
184,3.9,3.8,Cluster : 184 (Size : 235)<br>eg Vector : 0.0|0.7999999999999999|0.625|0.0|0|1|0|0<br>Obs Prob : 3.8%<br>Pred Prob : 3.9%,23.5
185,3.9,3.8,Cluster : 185 (Size : 397)<br>eg Vector : 0.5|1.0|0.375|0.1111111111111111|0|0|0|0<br>Obs Prob : 3.8%<br>Pred Prob : 3.9%,39.7
186,3.9,5.1,Cluster : 186 (Size : 336)<br>eg Vector : 0.5|0.7999999999999999|0.375|0.2222...<br>Obs Prob : 5.1%<br>Pred Prob : 3.9%,33.6
187,3.9,3.5,Cluster : 187 (Size : 347)<br>eg Vector : 0.5|0.6000000000000001|0.375|0.3333...<br>Obs Prob : 3.5%<br>Pred Prob : 3.9%,34.7
188,4.0,5.5,Cluster : 188 (Size : 200)<br>eg Vector : 0.5|0.6000000000000001|0.125|0.0|0|0|1|0<br>Obs Prob : 5.5%<br>Pred Prob : 4.0%,20.0
189,4.0,3.5,Cluster : 189 (Size : 229)<br>eg Vector : 0.0|0.39999999999999997|0.25|0.2222...<br>Obs Prob : 3.5%<br>Pred Prob : 4.0%,22.9
190,4.0,4.4,Cluster : 190 (Size : 249)<br>eg Vector : 0.5|0.39999999999999997|0.125|0.111...<br>Obs Prob : 4.4%<br>Pred Prob : 4.0%,24.9
191,4.0,4.8,Cluster : 191 (Size : 248)<br>eg Vector : 0.0|0.6000000000000001|0.375|0.3333...<br>Obs Prob : 4.8%<br>Pred Prob : 4.0%,24.8
192,4.1,4.0,Cluster : 192 (Size : 247)<br>eg Vector : 0.5|0.7999999999999999|0.125|0.0|0|0|0|0<br>Obs Prob : 4.0%<br>Pred Prob : 4.1%,24.7
193,4.2,3.5,Cluster : 193 (Size : 318)<br>eg Vector : 0.0|1.0|0.25|0.0|0|0|0|0<br>Obs Prob : 3.5%<br>Pred Prob : 4.2%,31.8
194,4.2,3.4,Cluster : 194 (Size : 235)<br>eg Vector : 0.5|0.39999999999999997|0.25|0.4444...<br>Obs Prob : 3.4%<br>Pred Prob : 4.2%,23.5
195,4.3,5.4,Cluster : 195 (Size : 203)<br>eg Vector : 0.5|0.19999999999999998|0.25|0.4444...<br>Obs Prob : 5.4%<br>Pred Prob : 4.3%,20.3
196,4.3,6.5,Cluster : 196 (Size : 200)<br>eg Vector : 0.5|0.19999999999999998|0.375|0.666...<br>Obs Prob : 6.5%<br>Pred Prob : 4.3%,20.0
197,4.3,5.0,Cluster : 197 (Size : 240)<br>eg Vector : 0.5|0.7999999999999999|0.375|0.3333...<br>Obs Prob : 5.0%<br>Pred Prob : 4.3%,24.0
198,4.4,3.1,Cluster : 198 (Size : 227)<br>eg Vector : 0.0|0.39999999999999997|0.375|0.0|0...<br>Obs Prob : 3.1%<br>Pred Prob : 4.4%,22.7
199,4.4,3.4,Cluster : 199 (Size : 204)<br>eg Vector : 0.0|0.19999999999999998|0.25|0.5555...<br>Obs Prob : 3.4%<br>Pred Prob : 4.4%,20.4
200,4.5,5.6,Cluster : 200 (Size : 213)<br>eg Vector : 0.0|0.39999999999999997|0.125|0.333...<br>Obs Prob : 5.6%<br>Pred Prob : 4.5%,21.3
201,4.5,6.5,Cluster : 201 (Size : 215)<br>eg Vector : 0.0|0.39999999999999997|0.5|0.0|0|1|0|0<br>Obs Prob : 6.5%<br>Pred Prob : 4.5%,21.5
202,4.6,8.8,Cluster : 202 (Size : 204)<br>eg Vector : 0.5|0.39999999999999997|0.125|0.111...<br>Obs Prob : 8.8%<br>Pred Prob : 4.6%,20.4
203,4.6,5.4,Cluster : 203 (Size : 240)<br>eg Vector : 0.0|0.7999999999999999|0.25|0.11111...<br>Obs Prob : 5.4%<br>Pred Prob : 4.6%,24.0
204,4.7,3.9,Cluster : 204 (Size : 229)<br>eg Vector : 0.0|0.39999999999999997|0.375|0.555...<br>Obs Prob : 3.9%<br>Pred Prob : 4.7%,22.9
205,4.7,4.7,Cluster : 205 (Size : 235)<br>eg Vector : 0.5|1.0|0.125|0.0|0|0|0|0<br>Obs Prob : 4.7%<br>Pred Prob : 4.7%,23.5
206,4.7,5.0,Cluster : 206 (Size : 261)<br>eg Vector : 0.5|0.39999999999999997|0.375|0.555...<br>Obs Prob : 5.0%<br>Pred Prob : 4.7%,26.1
207,4.8,4.5,Cluster : 207 (Size : 223)<br>eg Vector : 0.0|1.0|0.625|0.3333333333333333|0|0|0|0<br>Obs Prob : 4.5%<br>Pred Prob : 4.8%,22.3
208,4.8,3.8,Cluster : 208 (Size : 292)<br>eg Vector : 0.5|1.0|0.375|0.2222222222222222|0|0|0|0<br>Obs Prob : 3.8%<br>Pred Prob : 4.8%,29.2
209,5.0,4.0,Cluster : 209 (Size : 201)<br>eg Vector : 0.0|0.6000000000000001|0.375|0.4444...<br>Obs Prob : 4.0%<br>Pred Prob : 5.0%,20.1
210,5.0,5.5,Cluster : 210 (Size : 218)<br>eg Vector : 0.5|0.19999999999999998|0.125|0.444...<br>Obs Prob : 5.5%<br>Pred Prob : 5.0%,21.8
211,5.0,4.7,Cluster : 211 (Size : 253)<br>eg Vector : 0.0|1.0|0.5|0.0|0|1|0|0<br>Obs Prob : 4.7%<br>Pred Prob : 5.0%,25.3
212,5.1,2.9,Cluster : 212 (Size : 210)<br>eg Vector : 0.5|0.39999999999999997|0.375|0.444...<br>Obs Prob : 2.9%<br>Pred Prob : 5.1%,21.0
213,5.2,7.6,Cluster : 213 (Size : 290)<br>eg Vector : 0.5|0.6000000000000001|0.375|0.0|0|1|0|0<br>Obs Prob : 7.6%<br>Pred Prob : 5.2%,29.0
214,5.2,2.3,Cluster : 214 (Size : 222)<br>eg Vector : 0.5|0.6000000000000001|0.125|0.2222...<br>Obs Prob : 2.3%<br>Pred Prob : 5.2%,22.2
215,5.3,2.4,Cluster : 215 (Size : 211)<br>eg Vector : 0.0|0.7999999999999999|0.375|0.2222...<br>Obs Prob : 2.4%<br>Pred Prob : 5.3%,21.1
216,5.3,5.9,Cluster : 216 (Size : 202)<br>eg Vector : 0.0|0.39999999999999997|0.25|0.3333...<br>Obs Prob : 5.9%<br>Pred Prob : 5.3%,20.2
217,5.3,5.7,Cluster : 217 (Size : 211)<br>eg Vector : 0.5|0.7999999999999999|0.0|0.222222...<br>Obs Prob : 5.7%<br>Pred Prob : 5.3%,21.1
218,5.3,6.7,Cluster : 218 (Size : 210)<br>eg Vector : 0.5|0.6000000000000001|0.5|0.555555...<br>Obs Prob : 6.7%<br>Pred Prob : 5.3%,21.0
219,5.4,7.9,Cluster : 219 (Size : 203)<br>eg Vector : 0.5|1.0|0.375|0.3333333333333333|0|0|0|0<br>Obs Prob : 7.9%<br>Pred Prob : 5.4%,20.3
220,5.5,6.3,Cluster : 220 (Size : 206)<br>eg Vector : 0.5|0.0|0.25|0.6666666666666666|0|0|0|0<br>Obs Prob : 6.3%<br>Pred Prob : 5.5%,20.6
221,5.5,5.8,Cluster : 221 (Size : 223)<br>eg Vector : 0.5|0.6000000000000001|0.625|0.3333...<br>Obs Prob : 5.8%<br>Pred Prob : 5.5%,22.3
222,5.6,6.4,Cluster : 222 (Size : 218)<br>eg Vector : 0.5|0.0|0.125|0.5555555555555555|0|0|0|0<br>Obs Prob : 6.4%<br>Pred Prob : 5.6%,21.8
223,5.6,4.5,Cluster : 223 (Size : 201)<br>eg Vector : 0.5|0.6000000000000001|0.375|0.5555...<br>Obs Prob : 4.5%<br>Pred Prob : 5.6%,20.1
224,5.7,7.9,Cluster : 224 (Size : 202)<br>eg Vector : 0.5|0.7999999999999999|0.5|0.0|0|1|0|0<br>Obs Prob : 7.9%<br>Pred Prob : 5.7%,20.2
225,5.7,7.3,Cluster : 225 (Size : 205)<br>eg Vector : 0.5|1.0|0.5|0.1111111111111111|0|1|0|0<br>Obs Prob : 7.3%<br>Pred Prob : 5.7%,20.5
226,5.9,5.0,Cluster : 226 (Size : 241)<br>eg Vector : 0.5|0.39999999999999997|0.375|0.666...<br>Obs Prob : 5.0%<br>Pred Prob : 5.9%,24.1
227,5.9,6.6,Cluster : 227 (Size : 229)<br>eg Vector : 0.5|0.6000000000000001|0.25|0.44444...<br>Obs Prob : 6.6%<br>Pred Prob : 5.9%,22.9
228,6.0,4.7,Cluster : 228 (Size : 233)<br>eg Vector : 0.5|1.0|0.25|0.2222222222222222|0|0|0|0<br>Obs Prob : 4.7%<br>Pred Prob : 6.0%,23.3
229,6.1,6.4,Cluster : 229 (Size : 204)<br>eg Vector : 0.0|0.0|0.375|0.6666666666666666|0|0|0|0<br>Obs Prob : 6.4%<br>Pred Prob : 6.1%,20.4
230,6.4,5.2,Cluster : 230 (Size : 212)<br>eg Vector : 0.5|0.39999999999999997|0.375|0.333...<br>Obs Prob : 5.2%<br>Pred Prob : 6.4%,21.2
231,7.0,6.7,Cluster : 231 (Size : 254)<br>eg Vector : 0.0|1.0|0.375|0.0|0|1|0|0<br>Obs Prob : 6.7%<br>Pred Prob : 7.0%,25.4
232,7.1,5.4,Cluster : 232 (Size : 202)<br>eg Vector : 0.0|1.0|0.375|0.4444444444444444|0|0|0|0<br>Obs Prob : 5.4%<br>Pred Prob : 7.1%,20.2
233,7.1,6.5,Cluster : 233 (Size : 248)<br>eg Vector : 0.5|0.39999999999999997|0.25|0.5555...<br>Obs Prob : 6.5%<br>Pred Prob : 7.1%,24.8
234,7.1,10.5,Cluster : 234 (Size : 258)<br>eg Vector : 0.5|1.0|0.375|0.0|0|1|0|0<br>Obs Prob : 10.5%<br>Pred Prob : 7.1%,25.8
235,7.2,6.5,Cluster : 235 (Size : 200)<br>eg Vector : 0.5|1.0|0.25|0.5555555555555555|0|0|0|0<br>Obs Prob : 6.5%<br>Pred Prob : 7.2%,20.0
236,7.3,8.0,Cluster : 236 (Size : 261)<br>eg Vector : 0.5|0.7999999999999999|0.25|0.0|0|1|0|0<br>Obs Prob : 8.0%<br>Pred Prob : 7.3%,26.1
237,7.4,9.7,Cluster : 237 (Size : 206)<br>eg Vector : 0.5|0.7999999999999999|0.25|0.44444...<br>Obs Prob : 9.7%<br>Pred Prob : 7.4%,20.6
238,7.4,8.2,Cluster : 238 (Size : 208)<br>eg Vector : 0.0|1.0|0.75|0.2222222222222222|0|1|0|0<br>Obs Prob : 8.2%<br>Pred Prob : 7.4%,20.8
239,7.6,9.9,Cluster : 239 (Size : 202)<br>eg Vector : 0.0|0.7999999999999999|0.25|0.11111...<br>Obs Prob : 9.9%<br>Pred Prob : 7.6%,20.2
240,7.8,7.5,Cluster : 240 (Size : 200)<br>eg Vector : 0.0|0.0|0.625|0.2222222222222222|0|1|0|1<br>Obs Prob : 7.5%<br>Pred Prob : 7.8%,20.0
241,8.8,7.7,Cluster : 241 (Size : 207)<br>eg Vector : 0.5|0.19999999999999998|0.375|0.333...<br>Obs Prob : 7.7%<br>Pred Prob : 8.8%,20.7
242,9.2,11.4,Cluster : 242 (Size : 201)<br>eg Vector : 0.0|0.39999999999999997|0.25|0.7777...<br>Obs Prob : 11.4%<br>Pred Prob : 9.2%,20.1
243,9.2,7.6,Cluster : 243 (Size : 211)<br>eg Vector : 0.5|0.39999999999999997|0.125|0.777...<br>Obs Prob : 7.6%<br>Pred Prob : 9.2%,21.1
244,9.5,8.0,Cluster : 244 (Size : 213)<br>eg Vector : 0.5|0.6000000000000001|0.25|0.22222...<br>Obs Prob : 8.0%<br>Pred Prob : 9.5%,21.3
245,11.1,9.4,Cluster : 245 (Size : 202)<br>eg Vector : 0.5|0.7999999999999999|0.25|0.66666...<br>Obs Prob : 9.4%<br>Pred Prob : 11.1%,20.2
246,11.7,4.9,Cluster : 246 (Size : 206)<br>eg Vector : 0.5|0.19999999999999998|0.375|0.555...<br>Obs Prob : 4.9%<br>Pred Prob : 11.7%,20.6
247,12.0,9.0,Cluster : 247 (Size : 201)<br>eg Vector : 0.5|0.7999999999999999|0.375|0.4444...<br>Obs Prob : 9.0%<br>Pred Prob : 12.0%,20.1
248,15.3,10.9,Cluster : 248 (Size : 201)<br>eg Vector : 0.0|0.0|0.125|0.8888888888888888|0|1|0|0<br>Obs Prob : 10.9%<br>Pred Prob : 15.3%,20.1
