"Exchange Deposit Amount(Token), x; Exchange Daily Remain Amount(Token), x","Exchange Deposit Amount(Token), y","Exchange Daily Remain Amount(Token), y","Price(USD), x","Price(USD), y"
2018-01-04 18:00:00,0,0,2017-12-25 18:49:17,1.11734
2018-01-04 19:00:00,0,0,2017-12-25 19:04:18,1.11338
2018-01-04 20:00:00,0,0,2017-12-25 19:19:18,1.11398
2018-01-04 21:00:00,0,0,2017-12-25 19:34:18,1.10755
2018-01-04 22:00:00,0,0,2017-12-25 19:49:18,1.10459
2018-01-04 23:00:00,0,0,2017-12-25 20:04:18,1.09996
2018-01-05,0,0,2017-12-25 20:19:17,1.10209
2018-01-05 01:00:00,0,0,2017-12-25 20:34:18,1.10709
2018-01-05 02:00:00,0,0,2017-12-25 20:49:17,1.10135
2018-01-05 03:00:00,0,0,2017-12-25 21:04:18,1.08268
2018-01-05 04:00:00,0,0,2017-12-25 21:19:18,1.08131
2018-01-05 05:00:00,0,0,2017-12-25 21:34:17,1.0869
2018-01-05 06:00:00,0,0,2017-12-25 21:49:17,1.08533
2018-01-05 07:00:00,0,0,2017-12-25 22:04:17,1.08372
2018-01-05 08:00:00,0,0,2017-12-25 22:19:18,1.08636
2018-01-05 09:00:00,0,0,2017-12-25 22:34:18,1.07538
2018-01-05 10:00:00,0,0,2017-12-25 22:49:18,1.07095
2018-01-05 11:00:00,0,0,2017-12-25 23:04:18,1.05811
2018-01-05 12:00:00,0,0,2017-12-25 23:19:18,1.08021
2018-01-05 13:00:00,0,0,2017-12-25 23:34:18,1.07176
2018-01-05 14:00:00,0,0,2017-12-25 23:49:18,1.07042
2018-01-05 15:00:00,0,0,2017-12-26 00:04:19,1.07322
2018-01-05 16:00:00,0,0,2017-12-26 00:19:19,1.07066
2018-01-05 17:00:00,0,0,2017-12-26 00:34:18,1.07506
2018-01-05 18:00:00,0,0,2017-12-26 00:49:18,1.07784
2018-01-05 19:00:00,0,0,2017-12-26 01:04:18,1.06098
2018-01-05 20:00:00,0,0,2017-12-26 01:19:18,1.07231
2018-01-05 21:00:00,0,0,2017-12-26 01:34:18,1.05968
2018-01-05 22:00:00,0,0,2017-12-26 01:49:18,1.08545
2018-01-05 23:00:00,0,0,2017-12-26 02:04:20,1.07479
2018-01-06,0,0,2017-12-26 02:19:18,1.1037
2018-01-06 01:00:00,0,0,2017-12-26 02:34:18,1.10114
2018-01-06 02:00:00,0,0,2017-12-26 02:49:18,1.09434
2018-01-06 03:00:00,0,0,2017-12-26 03:04:17,1.10469
2018-01-06 04:00:00,0,0,2017-12-26 03:19:18,1.126
2018-01-06 05:00:00,0,0,2017-12-26 03:34:18,1.10853
2018-01-06 06:00:00,0,0,2017-12-26 03:49:18,1.12532
2018-01-06 07:00:00,0,0,2017-12-26 04:04:18,1.13295
2018-01-06 08:00:00,0,0,2017-12-26 04:19:18,1.13282
2018-01-06 09:00:00,0,0,2017-12-26 04:34:18,1.12976
2018-01-06 10:00:00,0,0,2017-12-26 04:49:18,1.15084
2018-01-06 11:00:00,0,0,2017-12-26 05:04:18,1.12817
2018-01-06 12:00:00,0,0,2017-12-26 05:19:18,1.13622
2018-01-06 13:00:00,0,0,2017-12-26 05:34:18,1.10918
2018-01-06 14:00:00,0,0,2017-12-26 05:49:18,1.08957
2018-01-06 15:00:00,0,0,2017-12-26 06:04:18,1.10522
2018-01-06 16:00:00,0,0,2017-12-26 06:19:18,1.11108
2018-01-06 17:00:00,0,0,2017-12-26 06:34:18,1.13274
2018-01-06 18:00:00,0,0,2017-12-26 06:49:18,1.12926
2018-01-06 19:00:00,0,0,2017-12-26 07:04:18,1.11861
2018-01-06 20:00:00,0,0,2017-12-26 07:19:18,1.11416
2018-01-06 21:00:00,0,0,2017-12-26 07:34:18,1.11899
2018-01-06 22:00:00,0,0,2017-12-26 07:49:18,1.10914
2018-01-06 23:00:00,0,0,2017-12-26 08:04:18,1.11513
2018-01-07,0,0,2017-12-26 08:19:18,1.11672
2018-01-07 01:00:00,0,0,2017-12-26 08:34:17,1.10457
2018-01-07 02:00:00,0,0,2017-12-26 08:49:18,1.10952
2018-01-07 03:00:00,0,0,2017-12-26 09:04:18,1.1222
2018-01-07 04:00:00,0,0,2017-12-26 09:19:18,1.11508
2018-01-07 05:00:00,0,0,2017-12-26 09:34:18,1.11013
2018-01-07 06:00:00,0,0,2017-12-26 09:49:18,1.11567
2018-01-07 07:00:00,0,0,2017-12-26 10:04:18,1.13699
2018-01-07 08:00:00,0,0,2017-12-26 10:19:18,1.15028
2018-01-07 09:00:00,0,0,2017-12-26 10:34:18,1.14715
2018-01-07 10:00:00,0,0,2017-12-26 10:49:19,1.14282
2018-01-07 11:00:00,0,0,2017-12-26 11:04:19,1.13157
2018-01-07 12:00:00,0,0,2017-12-26 11:19:19,1.12636
2018-01-07 13:00:00,0,0,2017-12-26 11:34:19,1.1197
2018-01-07 14:00:00,0,0,2017-12-26 11:49:18,1.12173
2018-01-07 15:00:00,0,0,2017-12-26 12:04:19,1.11906
2018-01-07 16:00:00,0,0,2017-12-26 12:19:18,1.10981
2018-01-07 17:00:00,0,0,2017-12-26 12:34:18,1.12011
2018-01-07 18:00:00,0,0,2017-12-26 12:49:19,1.13064
2018-01-07 19:00:00,0,0,2017-12-26 13:04:18,1.13057
2018-01-07 20:00:00,0,0,2017-12-26 13:19:19,1.1202
2018-01-07 21:00:00,0,0,2017-12-26 13:34:19,1.12287
2018-01-07 22:00:00,0,0,2017-12-26 13:49:19,1.13117
2018-01-07 23:00:00,0,0,2017-12-26 14:04:18,1.12834
2018-01-08,0,0,2017-12-26 14:19:18,1.1222
2018-01-08 01:00:00,0,0,2017-12-26 14:34:18,1.11113
2018-01-08 02:00:00,0,0,2017-12-26 14:49:18,1.10276
2018-01-08 03:00:00,0,0,2017-12-26 15:04:18,1.08451
2018-01-08 04:00:00,0,0,2017-12-26 15:19:18,1.09269
2018-01-08 05:00:00,0,0,2017-12-26 15:34:18,1.10163
2018-01-08 06:00:00,0,0,2017-12-26 15:49:18,1.08061
2018-01-08 07:00:00,0,0,2017-12-26 16:04:18,1.07833
2018-01-08 08:00:00,0,0,2017-12-26 16:19:17,1.08921
2018-01-08 09:00:00,0,0,2017-12-26 16:34:18,1.09162
2018-01-08 10:00:00,0,0,2017-12-26 16:49:19,1.08848
2018-01-08 11:00:00,0,0,2017-12-26 17:04:18,1.08534
2018-01-08 12:00:00,0,0,2017-12-26 17:19:18,1.07853
2018-01-08 13:00:00,0,0,2017-12-26 17:34:18,1.08632
2018-01-08 14:00:00,0,0,2017-12-26 17:49:18,1.07499
2018-01-08 15:00:00,0,0,2017-12-26 18:04:18,1.0961
2018-01-08 16:00:00,0,0,2017-12-26 18:19:32,1.12712
2018-01-08 17:00:00,0,0,2017-12-26 18:34:20,1.12863
2018-01-08 18:00:00,0,0,2017-12-26 18:49:18,1.14056
2018-01-08 19:00:00,0,0,2017-12-26 19:04:18,1.14269
2018-01-08 20:00:00,0,0,2017-12-26 19:19:17,1.16314
2018-01-08 21:00:00,0,0,2017-12-26 19:34:17,1.15083
2018-01-08 22:00:00,0,0,2017-12-26 19:49:17,1.13718
2018-01-08 23:00:00,0,0,2017-12-26 20:04:17,1.13924
2018-01-09,0,0,2017-12-26 20:19:17,1.14727
2018-01-09 01:00:00,0,0,2017-12-26 20:34:17,1.14076
2018-01-09 02:00:00,0,0,2017-12-26 20:49:18,1.14833
2018-01-09 03:00:00,0,0,2017-12-26 21:04:18,1.1379
2018-01-09 04:00:00,0,0,2017-12-26 21:19:18,1.15236
2018-01-09 05:00:00,0,0,2017-12-26 21:34:18,1.16417
2018-01-09 06:00:00,0,0,2017-12-26 21:49:17,1.17989
2018-01-09 07:00:00,0,0,2017-12-26 22:04:17,1.17456
2018-01-09 08:00:00,0,0,2017-12-26 22:19:17,1.17578
2018-01-09 09:00:00,0,0,2017-12-26 22:34:17,1.16211
2018-01-09 10:00:00,0,0,2017-12-26 22:49:17,1.16365
2018-01-09 11:00:00,0,0,2017-12-26 23:04:17,1.15606
2018-01-09 12:00:00,0,0,2017-12-26 23:19:18,1.1675
2018-01-09 13:00:00,0,0,2017-12-26 23:34:17,1.16001
2018-01-09 14:00:00,0,0,2017-12-26 23:49:17,1.16138
2018-01-09 15:00:00,0,0,2017-12-27 00:04:17,1.16483
2018-01-09 16:00:00,0,0,2017-12-27 00:19:17,1.14541
2018-01-09 17:00:00,0,0,2017-12-27 00:34:17,1.13608
2018-01-09 18:00:00,0,0,2017-12-27 00:49:17,1.14614
2018-01-09 19:00:00,0,0,2017-12-27 01:04:17,1.14519
2018-01-09 20:00:00,0,0,2017-12-27 01:19:17,1.15193
2018-01-09 21:00:00,0,0,2017-12-27 01:34:17,1.14924
2018-01-09 22:00:00,0,0,2017-12-27 01:49:17,1.14753
2018-01-09 23:00:00,0,0,2017-12-27 02:04:18,1.13514
2018-01-10,0,0,2017-12-27 02:19:17,1.13182
2018-01-10 01:00:00,0,0,2017-12-27 02:34:17,1.12493
2018-01-10 02:00:00,0,0,2017-12-27 02:49:17,1.12847
2018-01-10 03:00:00,0,0,2017-12-27 03:04:17,1.12247
2018-01-10 04:00:00,0,0,2017-12-27 03:19:17,1.12121
2018-01-10 05:00:00,0,0,2017-12-27 03:34:17,1.12614
2018-01-10 06:00:00,0,0,2017-12-27 03:49:17,1.1317
2018-01-10 07:00:00,0,0,2017-12-27 04:04:17,1.13152
2018-01-10 08:00:00,0,0,2017-12-27 04:19:18,1.13119
2018-01-10 09:00:00,0,0,2017-12-27 04:34:17,1.12627
2018-01-10 10:00:00,0,0,2017-12-27 04:49:17,1.09671
2018-01-10 11:00:00,0,0,2017-12-27 05:04:17,1.09297
2018-01-10 12:00:00,0,0,2017-12-27 05:19:17,1.09252
2018-01-10 13:00:00,0,0,2017-12-27 05:34:17,1.0921
2018-01-10 14:00:00,0,0,2017-12-27 05:49:17,1.06758
2018-01-10 15:00:00,0,0,2017-12-27 06:04:18,1.04937
2018-01-10 16:00:00,0,0,2017-12-27 06:19:17,1.01636
2018-01-10 17:00:00,0,0,2017-12-27 06:34:17,1.04748
2018-01-10 18:00:00,0,0,2017-12-27 06:49:18,1.0541
2018-01-10 19:00:00,0,0,2017-12-27 07:04:17,1.02385
2018-01-10 20:00:00,0,0,2017-12-27 07:19:17,1.01782
2018-01-10 21:00:00,0,0,2017-12-27 07:34:18,1.03073
2018-01-10 22:00:00,0,0,2017-12-27 07:49:18,1.0419
2018-01-10 23:00:00,0,0,2017-12-27 08:04:17,1.04244
2018-01-11,0,0,2017-12-27 08:19:17,1.03613
2018-01-11 01:00:00,0,0,2017-12-27 08:34:17,1.04408
2018-01-11 02:00:00,0,0,2017-12-27 08:49:17,1.04413
2018-01-11 03:00:00,0,0,2017-12-27 09:04:18,1.03447
2018-01-11 04:00:00,0,0,2017-12-27 09:19:17,1.04449
2018-01-11 05:00:00,0,0,2017-12-27 09:34:17,1.0452
2018-01-11 06:00:00,0,0,2017-12-27 09:49:18,1.03324
2018-01-11 07:00:00,0,0,2017-12-27 10:04:17,1.04136
2018-01-11 08:00:00,0,0,2017-12-27 10:19:17,1.03527
2018-01-11 09:00:00,0,0,2017-12-27 10:34:17,1.01873
2018-01-11 10:00:00,0,0,2017-12-27 10:49:17,1.01842
2018-01-11 11:00:00,0,0,2017-12-27 11:04:17,1.0166
2018-01-11 12:00:00,0,0,2017-12-27 11:19:18,1.0256
2018-01-11 13:00:00,0,0,2017-12-27 11:34:18,1.0234
2018-01-11 14:00:00,0,0,2017-12-27 11:49:18,1.02814
2018-01-11 15:00:00,0,0,2017-12-27 12:04:17,1.03069
2018-01-11 16:00:00,0,0,2017-12-27 12:19:17,1.03344
2018-01-11 17:00:00,0,0,2017-12-27 12:34:18,1.03643
2018-01-11 18:00:00,0,0,2017-12-27 12:49:18,1.03244
2018-01-11 19:00:00,0,0,2017-12-27 13:04:17,1.03149
2018-01-11 20:00:00,0,0,2017-12-27 13:19:18,1.0119
2018-01-11 21:00:00,0,0,2017-12-27 13:34:18,1.02491
2018-01-11 22:00:00,0,0,2017-12-27 13:49:18,1.02726
2018-01-11 23:00:00,0,0,2017-12-27 14:04:17,1.02907
2018-01-12,0,0,2017-12-27 14:19:17,0.99341
2018-01-12 01:00:00,0,0,2017-12-27 14:34:19,1.0134
2018-01-12 02:00:00,0,0,2017-12-27 14:49:18,1.00328
2018-01-12 03:00:00,0,0,2017-12-27 15:04:19,1.00416
2018-01-12 04:00:00,0,0,2017-12-27 15:19:18,0.99472
2018-01-12 05:00:00,0,0,2017-12-27 15:34:19,1.00447
2018-01-12 06:00:00,0,0,2017-12-27 15:49:18,1.00465
2018-01-12 07:00:00,0,0,2017-12-27 16:04:18,0.999006
2018-01-12 08:00:00,0,0,2017-12-27 16:19:19,1.00053
2018-01-12 09:00:00,0,0,2017-12-27 16:34:18,0.996619
2018-01-12 10:00:00,0,0,2017-12-27 16:49:19,0.974264
2018-01-12 11:00:00,0,0,2017-12-27 17:04:18,0.969063
2018-01-12 12:00:00,0,0,2017-12-27 17:19:18,0.969213
2018-01-12 13:00:00,0,0,2017-12-27 17:34:18,0.972328
2018-01-12 14:00:00,0,0,2017-12-27 17:49:18,0.976826
2018-01-12 15:00:00,0,0,2017-12-27 18:04:17,0.984384
2018-01-12 16:00:00,0,0,2017-12-27 18:19:18,0.994651
2018-01-12 17:00:00,0,0,2017-12-27 18:34:18,0.984104
2018-01-12 18:00:00,0,0,2017-12-27 18:49:19,1.0
