"Br0701, x","Br0701, y","Br9101Ka, x","Br9101Ka, y","R94, x","R94, y","pumpens ung nivå, x","pumpens ung nivå, y","17095, x","17095, y"
2017-11-13 16:42:04,16.0176116755,2017-11-13 16:42:04,20.1765170898,,,,,2017-06-03 02:00:00,18.46935125
2017-11-13 16:52:05,16.0108751439,2017-11-13 16:52:05,20.1774219971,,,,,2017-06-03 02:30:00,18.46998125
2017-11-13 17:02:07,16.0207285781,2017-11-13 17:02:07,20.1745061849,,,,,2017-06-03 03:00:00,18.46944125
2017-11-13 17:12:10,16.0359109105,2017-11-13 17:12:10,20.1827508952,,,,,2017-06-03 03:30:00,18.46819125
2017-11-13 17:22:12,16.0333972793,2017-11-13 17:22:12,20.1797345378,,,,,2017-06-03 04:00:00,18.46694125
2017-11-13 17:32:14,16.0317885553,2017-11-13 17:32:14,20.1717914632,,,,,2017-06-03 04:30:00,18.46844125
2017-11-13 17:42:16,16.0406365371,2017-11-13 17:42:16,20.180639445,,,,,2017-06-03 05:00:00,18.46877125
2017-11-13 17:52:18,16.0172094945,2017-11-13 17:52:18,20.1737018229,,,,,2017-06-03 05:30:00,18.46906125
2017-11-13 18:02:20,16.033296734,2017-11-13 18:02:20,20.1846612549,,,,,2017-06-03 06:00:00,18.46702125
2017-11-13 18:12:22,16.046669252,2017-11-13 18:12:22,20.1745061849,,,,,2017-06-03 06:30:00,18.46815125
2017-11-13 18:22:23,16.033698915,2017-11-13 18:22:23,20.1687751058,,,,,2017-06-03 07:00:00,18.46752125
2017-11-13 18:32:25,16.0286716527,2017-11-13 18:32:25,20.1709871012,,,,,2017-06-03 07:30:00,18.46640125
2017-11-13 18:42:26,16.043853985,2017-11-13 18:42:26,20.1669652913,,,,,2017-06-03 08:00:00,18.46702125
2017-11-13 18:52:28,16.0335983698,2017-11-13 18:52:28,20.1892863363,,,,,2017-06-03 08:30:00,18.46677125
2017-11-13 19:02:30,16.0520986953,2017-11-13 19:02:30,20.1830525309,,,,,2017-06-03 09:00:00,18.46535125
2017-11-13 19:12:32,16.0384245417,2017-11-13 19:12:32,20.1974305013,,,,,2017-06-03 09:30:00,18.46623125
2017-11-13 19:22:34,16.0310847386,2017-11-13 19:22:34,20.208289388,,,,,2017-06-03 10:00:00,18.46419125
2017-11-13 19:32:36,16.0305820124,2017-11-13 19:32:36,20.1873759766,,,,,2017-06-03 10:30:00,18.46681125
2017-11-13 19:42:37,16.0348049128,2017-11-13 19:42:37,20.1727969157,,,,,2017-06-03 11:00:00,18.46594125
2017-11-13 19:52:38,16.0190193089,2017-11-13 19:52:38,20.1846612549,,,,,2017-06-03 11:30:00,18.46452125
2017-11-13 20:02:40,16.0366147272,2017-11-13 20:02:40,20.1752100016,,,,,2017-06-03 12:00:00,18.46427125
2017-11-13 20:12:42,16.0284705622,2017-11-13 20:12:42,20.1746067301,,,,,2017-06-03 12:30:00,18.46452125
2017-11-13 20:22:44,16.0284705622,2017-11-13 20:22:44,20.1892863363,,,,,2017-06-03 13:00:00,18.46477125
2017-11-13 20:32:45,16.0463676162,2017-11-13 20:32:45,20.1940119629,,,,,2017-06-03 13:30:00,18.46335125
2017-11-13 20:42:47,16.033698915,2017-11-13 20:42:47,20.1946152344,,,,,2017-06-03 14:00:00,18.46310125
2017-11-13 20:52:48,16.0491828831,2017-11-13 20:52:48,20.2110041097,,,,,2017-06-03 14:30:00,18.46256125
2017-11-13 21:02:50,16.033698915,2017-11-13 21:02:50,20.1969277751,,,,,2017-06-03 15:00:00,18.46319125
2017-11-13 21:12:51,16.0311852839,2017-11-13 21:12:51,20.1894874268,,,,,2017-06-03 15:30:00,18.46144125
2017-11-13 21:22:53,16.0439545303,2017-11-13 21:22:53,20.18878361,,,,,2017-06-03 16:00:00,18.46319125
2017-11-13 21:32:54,16.0354081842,2017-11-13 21:32:54,20.1923026937,,,,,2017-06-03 16:30:00,18.46256125
2017-11-13 21:42:56,16.0490823379,2017-11-13 21:42:56,20.2008490397,,,,,2017-06-03 17:00:00,18.46252125
2017-11-13 21:52:57,16.0476747044,2017-11-13 21:52:57,20.2114062907,,,,,2017-06-03 17:30:00,18.46264125
2017-11-13 22:02:59,16.0527019668,2017-11-13 22:02:59,20.2118084717,,,,,2017-06-03 18:00:00,18.46160125
2017-11-13 22:13:00,16.0428485325,2017-11-13 22:13:00,20.2073844808,,,,,2017-06-03 18:30:00,18.46273125
2017-11-13 22:23:02,16.0424463516,2017-11-13 22:23:02,20.2112052002,,,,,2017-06-03 19:00:00,18.46210125
2017-11-13 22:33:04,16.0695935684,2017-11-13 22:33:04,20.2260858968,,,,,2017-06-03 19:30:00,18.46210125
2017-11-13 22:43:06,16.0643652155,2017-11-13 22:43:06,20.21924882,,,,,2017-06-03 20:00:00,18.46035125
2017-11-13 22:53:07,16.0681859349,2017-11-13 22:53:07,20.1930065104,,,,,2017-06-03 20:30:00,18.45948125
2017-11-13 23:03:09,16.0609466771,2017-11-13 23:03:09,20.2040664876,,,,,2017-06-03 21:00:00,18.46035125
2017-11-13 23:13:10,16.0561205052,2017-11-13 23:13:10,20.2057757568,,,,,2017-06-03 21:30:00,18.46060125
2017-11-13 23:23:12,16.0444572565,2017-11-13 23:23:12,20.2114062907,,,,,2017-06-03 22:00:00,18.46144125
2017-11-13 23:33:14,16.0728110163,2017-11-13 23:33:14,20.2131155599,,,,,2017-06-03 22:30:00,18.46119125
2017-11-13 23:43:15,16.0638624893,2017-11-13 23:43:15,20.2058763021,,,,,2017-06-03 23:00:00,18.46094125
2017-11-13 23:53:17,16.0541096003,2017-11-13 23:53:17,20.2182433675,,,,,2017-06-03 23:30:00,18.45840125
2017-11-14 00:03:19,16.0496856094,2017-11-14 00:03:19,20.2164335531,,,,,2017-06-04 00:00:00,18.46052125
2017-11-14 00:13:20,16.0590363174,2017-11-14 00:13:20,20.2016534017,,,,,2017-06-04 00:30:00,18.45965125
2017-11-14 00:23:21,16.084072084,2017-11-14 00:23:21,20.2232706299,,,,,2017-06-04 01:00:00,18.45877125
2017-11-14 00:33:23,16.0631586725,2017-11-14 00:33:23,20.2080882975,,,,,2017-06-04 01:30:00,18.45790125
2017-11-14 00:43:25,16.0690908421,2017-11-14 00:43:25,20.2186455485,,,,,2017-06-04 02:00:00,18.45760125
2017-11-14 00:53:27,16.0661750299,2017-11-14 00:53:27,20.220857544,,,,,2017-06-04 02:30:00,18.45723125
2017-11-14 01:03:29,16.0878928034,2017-11-14 01:03:29,20.2127133789,,,,,2017-06-04 03:00:00,18.45860125
2017-11-14 01:13:30,16.0802513646,2017-11-14 01:13:30,20.2353360596,,,,,2017-06-04 03:30:00,18.45631125
2017-11-14 01:23:31,16.0631586725,2017-11-14 01:23:31,20.2324202474,,,,,2017-06-04 04:00:00,18.45694125
2017-11-14 01:33:33,16.0689902969,2017-11-14 01:33:33,20.201351766,,,,,2017-06-04 04:30:00,18.45440125
2017-11-14 01:43:35,16.0732131973,2017-11-14 01:43:35,20.2072839355,,,,,2017-06-04 05:00:00,18.45477125
2017-11-14 01:53:37,16.0826644505,2017-11-14 01:53:37,20.2255831706,,,,,2017-06-04 05:30:00,18.45477125
2017-11-14 02:03:38,16.0954336969,2017-11-14 02:03:38,20.2214608154,,,,,2017-06-04 06:00:00,18.45652125
2017-11-14 02:13:39,16.1002598688,2017-11-14 02:13:39,20.2249798991,,,,,2017-06-04 06:30:00,18.45439125
2017-11-14 02:23:41,16.0412398086,2017-11-14 02:23:41,20.2157297363,,,,,2017-06-04 07:00:00,18.45460125
2017-11-14 02:33:43,16.073917014,2017-11-14 02:33:43,20.2431785889,,,,,2017-06-04 07:30:00,18.45323125
2017-11-14 02:43:45,16.0896020726,2017-11-14 02:43:45,20.2364420573,,,,,2017-06-04 08:00:00,18.45419125
2017-11-14 02:53:47,16.0876917129,2017-11-14 02:53:47,20.2287000732,,,,,2017-06-04 08:30:00,18.45506125
2017-11-14 03:03:48,16.0872895319,2017-11-14 03:03:48,20.2224662679,,,,,2017-06-04 09:00:00,18.45244125
2017-11-14 03:13:49,16.1066947646,2017-11-14 03:13:49,20.2274935303,,,,,2017-06-04 09:30:00,18.45456125
2017-11-14 03:23:51,16.0416419896,2017-11-14 03:23:51,20.2386540527,,,,,2017-06-04 10:00:00,18.45494125
2017-11-14 03:33:53,16.1057898574,2017-11-14 03:33:53,20.2150259196,,,,,2017-06-04 10:30:00,18.45427125
2017-11-14 03:43:56,16.0695935684,2017-11-14 03:43:56,20.2199526367,,,,,2017-06-04 11:00:00,18.45477125
2017-11-14 03:53:58,16.1094094863,2017-11-14 03:53:58,20.246094401,,,,,2017-06-04 11:30:00,18.45423125
2017-11-14 04:04:00,16.1078007624,2017-11-14 04:04:00,20.2161319173,,,,,2017-06-04 12:00:00,18.45019125
2017-11-14 04:14:01,16.0980478734,2017-11-14 04:14:01,20.2092948405,,,,,2017-06-04 12:30:00,18.45319125
2017-11-14 04:24:03,16.1118225723,2017-11-14 04:24:03,20.2420725911,,,,,2017-06-04 13:00:00,18.45444125
2017-11-14 04:34:04,16.0961375137,2017-11-14 04:34:04,20.2607740072,,,,,2017-06-04 13:30:00,18.45327125
2017-11-14 04:44:06,16.0877922581,2017-11-14 04:44:06,20.2482058512,,,,,2017-06-04 14:00:00,18.45327125
2017-11-14 04:54:08,16.074319195,2017-11-14 04:54:08,20.2344311523,,,,,2017-06-04 14:30:00,18.45298125
2017-11-14 05:04:09,16.0779388239,2017-11-14 05:04:09,20.2440834961,,,,,2017-06-04 15:00:00,18.45269125
2017-11-14 05:14:11,16.082865541,2017-11-14 05:14:11,20.2425753174,,,,,2017-06-04 15:30:00,18.45306125
2017-11-14 05:24:12,16.0915124323,2017-11-14 05:24:12,20.2341295166,,,,,2017-06-04 16:00:00,18.45402125
2017-11-14 05:34:14,16.1033767715,2017-11-14 05:34:14,20.2513227539,,,,,2017-06-04 16:30:00,18.45260125
2017-11-14 05:44:15,16.1027735,2017-11-14 05:44:15,20.237548055,,,,,2017-06-04 17:00:00,18.45235125
2017-11-14 05:54:16,16.0965396947,2017-11-14 05:54:16,20.2417709554,,,,,2017-06-04 17:30:00,18.45181125
2017-11-14 06:04:18,16.1208716445,2017-11-14 06:04:18,20.2552440186,,,,,2017-06-04 18:00:00,18.45244125
2017-11-14 06:14:19,16.1111187555,2017-11-14 06:14:19,20.2671083578,,,,,2017-06-04 18:30:00,18.45069125
2017-11-14 06:24:20,16.0940260635,2017-11-14 06:24:20,20.2499151204,,,,,2017-06-04 19:00:00,18.45127125
2017-11-14 06:34:22,16.104382224,2017-11-14 06:34:22,20.2517249349,,,,,2017-06-04 19:30:00,18.45064125
2017-11-14 06:44:23,16.1120236628,2017-11-14 06:44:23,20.2862119548,,,,,2017-06-04 20:00:00,18.44885125
2017-11-14 06:54:25,16.102371319,2017-11-14 06:54:25,20.2731410726,,,,,2017-06-04 20:30:00,18.45035125
2017-11-14 07:04:27,16.1056893122,2017-11-14 07:04:27,20.2625838216,,,,,2017-06-04 21:00:00,18.45185125
2017-11-14 07:14:29,16.1372605199,2017-11-14 07:14:29,20.2645947266,,,,,2017-06-04 21:30:00,18.45181125
2017-11-14 07:24:30,16.1047844049,2017-11-14 07:24:30,20.2724372559,,,,,2017-06-04 22:00:00,18.44944125
2017-11-14 07:34:31,16.1069964004,2017-11-14 07:34:31,20.2727388916,,,,,2017-06-04 22:30:00,18.45065125
2017-11-14 07:44:33,16.1046838597,2017-11-14 07:44:33,20.2645947266,,,,,2017-06-04 23:00:00,18.44952125
2017-11-14 07:54:36,16.1071974909,2017-11-14 07:54:36,20.2778666992,,,,,2017-06-04 23:30:00,18.44952125
2017-11-14 08:04:38,16.1293174453,2017-11-14 08:04:38,20.2799781494,,,,,2017-06-05 00:00:00,18.45010125
2017-11-14 08:14:40,16.1285130833,2017-11-14 08:14:40,20.2671083578,,,,,2017-06-05 00:30:00,18.44756125
2017-11-14 08:24:42,16.1224803685,2017-11-14 08:24:42,20.277363973,,,,,2017-06-05 01:00:00,18.44969125
2017-11-14 08:34:43,16.131227805,2017-11-14 08:34:43,20.2815868734,,,,,2017-06-05 01:30:00,18.44919125
2017-11-14 08:44:45,16.114537294,2017-11-14 08:44:45,20.2723367106,,,,,2017-06-05 02:00:00,18.44927125
2017-11-14 08:54:46,16.1171514704,2017-11-14 08:54:46,20.2853070475,,,,,2017-06-05 02:30:00,18.44952125
2017-11-14 09:04:47,16.101969138,2017-11-14 09:04:47,20.2589641927,,,,,2017-06-05 03:00:00,18.44860125
2017-11-14 09:14:48,16.1359534316,2017-11-14 09:14:48,20.2734427083,,,,,2017-06-05 03:30:00,18.44860125
2017-11-14 09:24:50,16.123888002,2017-11-14 09:24:50,20.2780677897,,,,,2017-06-05 04:00:00,18.44919125
2017-11-14 09:34:51,16.1024718643,2017-11-14 09:34:51,20.2723367106,,,,,2017-06-05 04:30:00,18.44694125
2017-11-14 09:44:53,16.1139340225,2017-11-14 09:44:53,20.2758557943,,,,,2017-06-05 05:00:00,18.44819125
2017-11-14 09:54:54,16.1223798232,2017-11-14 09:54:54,20.2648963623,,,,,2017-06-05 05:30:00,18.44844125
2017-11-14 10:04:55,16.121877097,2017-11-14 10:04:55,20.276961792,,,,,2017-06-05 06:00:00,18.44927125
2017-11-14 10:14:57,16.1294179906,2017-11-14 10:14:57,20.2702252604,,,,,2017-06-05 06:30:00,18.44664125
2017-11-14 10:24:59,16.1087056696,2017-11-14 10:24:59,20.2866141357,,,,,2017-06-05 07:00:00,18.44577125
2017-11-14 10:35:01,16.121072735,2017-11-14 10:35:01,20.2758557943,,,,,2017-06-05 07:30:00,18.44552125
2017-11-14 10:45:02,16.1193634658,2017-11-14 10:45:02,20.3031035563,,,,,2017-06-05 08:00:00,18.44527125
2017-11-14 10:55:04,16.1290158096,2017-11-14 10:55:04,20.2752525228,,,,,2017-06-05 08:30:00,18.44348125
2017-11-14 11:05:05,16.1267032689,2017-11-14 11:05:05,20.2559478353,,,,,2017-06-05 09:00:00,18.44460125
2017-11-14 11:15:06,16.101566957,2017-11-14 11:15:06,20.2911386719,,,,,2017-06-05 09:30:00,18.44460125
2017-11-14 11:25:08,16.1532472142,2017-11-14 11:25:08,20.2692198079,,,,,2017-06-05 10:00:00,18.44460125
2017-11-14 11:35:09,16.1257983616,2017-11-14 11:35:09,20.2791737874,,,,,2017-06-05 10:30:00,18.44610125
2017-11-14 11:45:11,16.151940126,2017-11-14 11:45:11,20.2629860026,,,,,2017-06-05 11:00:00,18.44410125
2017-11-14 11:55:13,16.1326354385,2017-11-14 11:55:13,20.2782688802,,,,,2017-06-05 11:30:00,18.44523125
2017-11-14 12:05:14,16.1138334772,2017-11-14 12:05:14,20.285910319,,,,,2017-06-05 12:00:00,18.44519125
2017-11-14 12:15:17,16.1122247533,2017-11-14 12:15:17,20.2906359456,,,,,2017-06-05 12:30:00,18.44523125
2017-11-14 12:25:19,16.1480188613,2017-11-14 12:25:19,20.2696219889,,,,,2017-06-05 13:00:00,18.44294125
2017-11-14 12:35:20,16.180394431,2017-11-14 12:35:20,20.287519043,,,,,2017-06-05 13:30:00,18.44260125
2017-11-14 12:45:22,16.1428910537,2017-11-14 12:45:22,20.2674099935,,,,,2017-06-05 14:00:00,18.44285125
2017-11-14 12:55:23,16.1399752415,2017-11-14 12:55:23,20.2733421631,,,,,2017-06-05 14:30:00,18.44110125
2017-11-14 13:05:25,16.1379643366,2017-11-14 13:05:25,20.2984784749,,,,,2017-06-05 15:00:00,18.44110125
2017-11-14 13:15:27,16.1509346735,2017-11-14 13:15:27,20.2913397624,,,,,2017-06-05 15:30:00,18.44490125
2017-11-14 13:25:29,16.1371599746,2017-11-14 13:25:29,20.2822906901,,,,,2017-06-05 16:00:00,18.44227125
2017-11-14 13:35:30,16.1270049046,2017-11-14 13:35:30,20.295261027,,,,,2017-06-05 16:30:00,18.44369125
2017-11-14 13:45:31,16.1439970514,2017-11-14 13:45:31,20.2990817464,,,,,2017-06-05 17:00:00,18.44219125
2017-11-14 13:55:33,16.1215754613,2017-11-14 13:55:33,20.2735432536,,,,,2017-06-05 17:30:00,18.44156125
2017-11-14 14:05:34,16.130423443,2017-11-14 14:05:34,20.2737443441,,,,,2017-06-05 18:00:00,18.44210125
2017-11-14 14:15:36,16.130021262,2017-11-14 14:15:36,20.2877201335,,,,,2017-06-05 18:30:00,18.44127125
2017-11-14 14:25:37,16.1189612848,2017-11-14 14:25:37,20.2688176269,,,,,2017-06-05 19:00:00,18.44102125
2017-11-14 14:35:38,16.1447008682,2017-11-14 14:35:38,20.2924457601,,,,,2017-06-05 19:30:00,18.44219125
2017-11-14 14:45:40,16.1539510309,2017-11-14 14:45:40,20.2905354004,,,,,2017-06-05 20:00:00,18.44160125
2017-11-14 14:55:41,16.141785056,2017-11-14 14:55:41,20.3019975586,,,,,2017-06-05 20:30:00,18.44002125
2017-11-14 15:05:42,16.1723508112,2017-11-14 15:05:42,20.2974730225,,,,,2017-06-05 21:00:00,18.43727125
2017-11-14 15:15:44,16.1851200576,2017-11-14 15:15:44,20.2962664795,,,,,2017-06-05 21:30:00,18.43902125
2017-11-14 15:25:46,16.1580733861,2017-11-14 15:25:46,20.2975735677,,,,,2017-06-05 22:00:00,18.43727125
2017-11-14 15:35:47,16.1589782933,2017-11-14 15:35:47,20.3056171875,,,,,2017-06-05 22:30:00,18.43956125
2017-11-14 15:45:49,16.1431926895,2017-11-14 15:45:49,20.3207995199,,,,,2017-06-05 23:00:00,18.43835125
2017-11-14 15:55:51,16.1644077366,2017-11-14 15:55:51,20.3306529541,,,,,2017-06-05 23:30:00,18.43898125
2017-11-14 16:05:52,16.1301218073,2017-11-14 16:05:52,20.3075275472,,,,,2017-06-06 00:00:00,18.43902125
2017-11-14 16:15:54,16.1758698949,2017-11-14 16:15:54,20.2967692057,,,,,2017-06-06 00:30:00,18.43689125
2017-11-14 16:25:56,16.1766742568,2017-11-14 16:25:56,20.3110466309,,,,,2017-06-06 01:00:00,18.43652125
2017-11-14 16:35:59,16.1440975967,2017-11-14 16:35:59,20.297674113,,,,,2017-06-06 01:30:00,18.43856125
2017-11-14 16:46:01,16.1322332575,2017-11-14 16:46:01,20.3047122803,,,,,2017-06-06 02:00:00,18.43594125
2017-11-14 16:56:03,16.1635028294,2017-11-14 16:56:03,20.3150684408,,,,,2017-06-06 02:30:00,18.43644125
2017-11-14 17:06:05,16.1477172256,2017-11-14 17:06:05,20.3231120605,,,,,2017-06-06 03:00:00,18.43635125
2017-11-14 17:16:06,16.1535488499,2017-11-14 17:16:06,20.3019975586,,,,,2017-06-06 03:30:00,18.43398125
2017-11-14 17:26:08,16.1599837458,2017-11-14 17:26:08,20.3117504476,,,,,2017-06-06 04:00:00,18.43510125
2017-11-14 17:36:10,16.1595815648,2017-11-14 17:36:10,20.3114488118,,,,,2017-06-06 04:30:00,18.43273125
2017-11-14 17:46:11,16.1668208226,2017-11-14 17:46:11,20.3102422689,,,,,2017-06-06 05:00:00,18.43502125
2017-11-14 17:56:12,16.1549564834,2017-11-14 17:56:12,20.3095384522,,,,,2017-06-06 05:30:00,18.43277125
2017-11-14 18:06:14,16.1652120986,2017-11-14 18:06:14,20.2935517578,,,,,2017-06-06 06:00:00,18.43344125
2017-11-14 18:16:15,16.14952704,2017-11-14 18:16:15,20.3127559001,,,,,2017-06-06 06:30:00,18.43244125
2017-11-14 18:26:17,16.1723508112,2017-11-14 18:26:17,20.315168986,,,,,2017-06-06 07:00:00,18.43144125
2017-11-14 18:36:19,16.1387686986,2017-11-14 18:36:19,20.3049133708,,,,,2017-06-06 07:30:00,18.43385125
2017-11-14 18:46:20,16.1388692438,2017-11-14 18:46:20,20.3188891602,,,,,2017-06-06 08:00:00,18.43160125
2017-11-14 18:56:22,16.1567662978,2017-11-14 18:56:22,20.3107449951,,,,,2017-06-06 08:30:00,18.43010125
2017-11-14 19:06:23,16.1646088271,2017-11-14 19:06:23,20.2934512126,,,,,2017-06-06 09:00:00,18.43152125
2017-11-14 19:16:25,16.1643071914,2017-11-14 19:16:25,20.3001877441,,,,,2017-06-06 09:30:00,18.43177125
2017-11-14 19:26:27,16.1609891982,2017-11-14 19:26:27,20.2876195882,,,,,2017-06-06 10:00:00,18.43202125
2017-11-14 19:36:29,16.1591793838,2017-11-14 19:36:29,20.2933506673,,,,,2017-06-06 10:30:00,18.43402125
2017-11-14 19:46:30,16.1703399062,2017-11-14 19:46:30,20.3096389974,,,,,2017-06-06 11:00:00,18.43252125
2017-11-14 19:56:32,16.1482199518,2017-11-14 19:56:32,20.3111471761,,,,,2017-06-06 11:30:00,18.43252125
2017-11-14 20:06:33,16.152744488,2017-11-14 20:06:33,20.3140629883,,,,,2017-06-06 12:00:00,18.43077125
2017-11-14 20:16:35,16.1559619359,2017-11-14 20:16:35,20.3177831624,,,,,2017-06-06 12:30:00,18.42940125
2017-11-14 20:26:37,16.1440975967,2017-11-14 20:26:37,20.3106444499,,,,,2017-06-06 13:00:00,18.42977125
2017-11-14 20:36:38,16.1548559381,2017-11-14 20:36:38,20.313962443,,,,,2017-06-06 13:30:00,18.43090125
2017-11-14 20:46:40,16.1677257298,2017-11-14 20:46:40,20.2969702962,,,,,2017-06-06 14:00:00,18.43027125
2017-11-14 20:56:42,16.1782829808,2017-11-14 20:56:42,20.3145657145,,,,,2017-06-06 14:30:00,18.42760125
2017-11-14 21:06:43,16.1665191868,2017-11-14 21:06:43,20.2985790202,,,,,2017-06-06 15:00:00,18.42902125
2017-11-14 21:16:45,16.181198793,2017-11-14 21:16:45,20.2981768392,,,,,2017-06-06 15:30:00,18.42648125
2017-11-14 21:26:47,16.1705409967,2017-11-14 21:26:47,20.2885244954,,,,,2017-06-06 16:00:00,18.42802125
2017-11-14 21:36:49,16.1655137344,2017-11-14 21:36:49,20.3134597168,,,,,2017-06-06 16:30:00,18.42765125
2017-11-14 21:46:51,16.1547553929,2017-11-14 21:46:51,20.3275360514,,,,,2017-06-06 17:00:00,18.42902125
2017-11-14 21:56:52,16.1384670628,2017-11-14 21:56:52,20.3153700765,,,,,2017-06-06 17:30:00,18.43044125
2017-11-14 22:06:54,16.1518395807,2017-11-14 22:06:54,20.3088346354,,,,,2017-06-06 18:00:00,18.42777125
2017-11-14 22:16:56,16.1535488499,2017-11-14 22:16:56,20.2981768392,,,,,2017-06-06 18:30:00,18.42869125
2017-11-14 22:26:57,16.1452035944,2017-11-14 22:26:57,20.3203973389,,,,,2017-06-06 19:00:00,18.42669125
2017-11-14 22:36:58,16.1777802546,2017-11-14 22:36:58,20.3225087891,,,,,2017-06-06 19:30:00,18.42785125
2017-11-14 22:47:00,16.1431926895,2017-11-14 22:47:00,20.3212017009,,,,,2017-06-06 20:00:00,18.42785125
2017-11-14 22:57:01,16.1415839655,2017-11-14 22:57:01,20.3035057373,,,,,2017-06-06 20:30:00,18.42723125
2017-11-14 23:07:03,16.1489237685,2017-11-14 23:07:03,20.3201962484,,,,,2017-06-06 21:00:00,18.42485125
2017-11-14 23:17:05,16.168630637,2017-11-14 23:17:05,20.3128564453,,,,,2017-06-06 21:30:00,18.42714125
2017-11-14 23:27:06,16.1473150446,2017-11-14 23:27:06,20.2963670247,,,,,2017-06-06 22:00:00,18.42652125
2017-11-14 23:37:07,16.1562635716,2017-11-14 23:37:07,20.3108455404,,,,,2017-06-06 22:30:00,18.42477125
2017-11-14 23:47:09,16.160084291,2017-11-14 23:47:09,20.285508138,,,,,2017-06-06 23:00:00,18.42477125
2017-11-14 23:57:11,16.1626984674,2017-11-14 23:57:11,20.3177831624,,,,,2017-06-06 23:30:00,18.42569125
2017-11-15 00:07:12,16.1485215876,2017-11-15 00:07:12,20.3144651693,,,,,2017-06-07 00:00:00,18.42544125
2017-11-15 00:17:14,16.1605870172,2017-11-15 00:17:14,20.3223076986,,,,,2017-06-07 00:30:00,18.42627125
2017-11-15 00:27:15,16.1654131891,2017-11-15 00:27:15,20.3234136963,,,,,2017-06-07 01:00:00,18.42827125
2017-11-15 00:37:17,16.1468123184,2017-11-15 00:37:17,20.285105957,,,,,2017-06-07 01:30:00,18.42535125
2017-11-15 00:47:19,16.1483204971,2017-11-15 00:47:19,20.3008915609,,,,,2017-06-07 02:00:00,18.42535125
2017-11-15 00:57:21,16.1561630264,2017-11-15 00:57:21,20.3083319092,,,,,2017-06-07 02:30:00,18.42306125
2017-11-15 01:07:23,16.1283119928,2017-11-15 01:07:23,20.3089351807,,,,,2017-06-07 03:00:00,18.42369125
2017-11-15 01:17:25,16.1559619359,2017-11-15 01:17:25,20.3013942871,,,,,2017-06-07 03:30:00,18.42456125
2017-11-15 01:27:27,16.1487226781,2017-11-15 01:27:27,20.274950887,,,,,2017-06-07 04:00:00,18.42369125
2017-11-15 01:37:28,16.129619081,2017-11-15 01:37:28,20.3105439046,,,,,2017-06-07 04:30:00,18.42402125
2017-11-15 01:47:30,16.1538504857,2017-11-15 01:47:30,20.3119515381,,,,,2017-06-07 05:00:00,18.42377125
2017-11-15 01:57:31,16.1768753473,2017-11-15 01:57:31,20.3172804362,,,,,2017-06-07 05:30:00,18.42385125
2017-11-15 02:07:33,16.1782829808,2017-11-15 02:07:33,20.3077286377,,,,,2017-06-07 06:00:00,18.42394125
2017-11-15 02:17:35,16.1704404515,2017-11-15 02:17:35,20.3116499023,,,,,2017-06-07 06:30:00,18.42390125
2017-11-15 02:27:36,16.1526439427,2017-11-15 02:27:36,20.3185875244,,,,,2017-06-07 07:00:00,18.42327125
2017-11-15 02:37:38,16.1835113337,2017-11-15 02:37:38,20.284301595,,,,,2017-06-07 07:30:00,18.42273125
2017-11-15 02:47:39,16.1496275853,2017-11-15 02:47:39,20.3060193685,,,,,2017-06-07 08:00:00,18.42510125
2017-11-15 02:57:41,16.1707420872,2017-11-15 02:57:41,20.3064215495,,,,,2017-06-07 08:30:00,18.42319125
2017-11-15 03:07:42,16.1501303115,2017-11-15 03:07:42,20.3369873047,,,,,2017-06-07 09:00:00,18.42244125
2017-11-15 03:17:44,16.1370594294,2017-11-15 03:17:44,20.3132586263,,,,,2017-06-07 09:30:00,18.42364125
2017-11-15 03:27:45,16.1416845107,2017-11-15 03:27:45,20.3389982096,,,,,2017-06-07 10:00:00,18.42485125
2017-11-15 03:37:47,16.1658153701,2017-11-15 03:37:47,20.3231120605,,,,,2017-06-07 10:30:00,18.42485125
2017-11-15 03:47:49,16.141785056,2017-11-15 03:47:49,20.3006904704,,,,,2017-06-07 11:00:00,18.42485125
2017-11-15 03:57:50,16.180796612,2017-11-15 03:57:50,20.316375529,,,,,2017-06-07 11:30:00,18.42289125
2017-11-15 04:07:52,16.1488232233,2017-11-15 04:07:52,20.313158081,,,,,2017-06-07 12:00:00,18.42327125
2017-11-15 04:17:53,16.1700382705,2017-11-15 04:17:53,20.3308540446,,,,,2017-06-07 12:30:00,18.42152125
2017-11-15 04:27:55,16.1630001032,2017-11-15 04:27:55,20.3270333252,,,,,2017-06-07 13:00:00,18.42327125
2017-11-15 04:37:56,16.1566657526,2017-11-15 04:37:56,20.3311556803,,,,,2017-06-07 13:30:00,18.42289125
2017-11-15 04:47:58,16.1542526667,2017-11-15 04:47:58,20.3433216553,,,,,2017-06-07 14:00:00,18.42310125
2017-11-15 04:58:00,16.1696360895,2017-11-15 04:58:00,20.325726237,,,,,2017-06-07 14:30:00,18.42635125
2017-11-15 05:08:02,16.1679268203,2017-11-15 05:08:02,20.3142640788,,,,,2017-06-07 15:00:00,18.42669125
2017-11-15 05:18:03,16.1771769831,2017-11-15 05:18:03,20.333870402,,,,,2017-06-07 15:30:00,18.42294125
2017-11-15 05:28:05,16.1857233291,2017-11-15 05:28:05,20.317179891,,,,,2017-06-07 16:00:00,18.42269125
