"OP, x; OTHER, x; UL, x; RL, x; AVG, x","OP, y","OTHER, y","UL, y","RL, y","AVG, y"
2017-09-06,10.0,237.0,-80.0,-1180.0,-227.7433862434
2017-09-07,-20.0,-120.0,-60.0,-560.0,-227.7433862434
2017-09-08,-30.0,-40.0,-210.0,-190.0,-227.7433862434
2017-09-09,0.0,0.0,0.0,0.0,-227.7433862434
2017-09-10,0.0,0.0,0.0,0.0,-227.7433862434
2017-09-11,0.0,-40.0,-40.0,-220.0,-227.7433862434
2017-09-12,40.0,0.0,-80.0,-230.0,-227.7433862434
2017-09-13,30.0,53.0,-30.0,-300.0,-227.7433862434
2017-09-14,-40.0,-40.0,-70.0,-180.0,-227.7433862434
2017-09-15,-30.0,-20.0,20.0,-1110.0,-227.7433862434
2017-09-16,0.0,0.0,0.0,0.0,-227.7433862434
2017-09-17,0.0,0.0,0.0,0.0,-227.7433862434
2017-09-18,-50.0,-60.0,-20.0,-2740.0,-227.7433862434
2017-09-19,0.0,-20.0,-60.0,-140.0,-227.7433862434
2017-09-20,130.0,0.0,-20.0,-100.0,-227.7433862434
2017-09-21,-50.0,-6.0,-230.0,-140.0,-227.7433862434
2017-09-22,-90.0,-10.0,-390.0,-290.0,-227.7433862434
2017-09-23,0.0,0.0,0.0,0.0,-227.7433862434
2017-09-24,0.0,0.0,0.0,0.0,-227.7433862434
2017-09-25,10.0,-84.0,-220.0,-450.0,-227.7433862434
2017-09-26,130.0,-320.0,-280.0,-650.0,-227.7433862434
2017-09-27,-20.0,-180.0,-60.0,-300.0,-227.7433862434
2017-09-28,30.0,-40.0,-80.0,-230.0,-227.7433862434
2017-09-29,-30.0,-170.0,-90.0,-150.0,-227.7433862434
2017-09-30,0.0,0.0,0.0,0.0,-227.7433862434
2017-10-01,0.0,0.0,0.0,0.0,-227.7433862434
2017-10-02,170.0,76.0,-90.0,-540.0,-227.7433862434
2017-10-03,170.0,53.0,-190.0,-240.0,-227.7433862434
2017-10-04,-90.0,-80.0,-60.0,-140.0,-227.7433862434
2017-10-05,-60.0,-40.0,-160.0,-350.0,-227.7433862434
2017-10-06,60.0,-11.0,-213.0,-121.0,-227.7433862434
2017-10-07,0.0,0.0,0.0,0.0,-227.7433862434
2017-10-08,0.0,0.0,0.0,0.0,-227.7433862434
2017-10-09,10.0,-500.0,-130.0,-340.0,-227.7433862434
2017-10-10,-20.0,-390.0,-60.0,-540.0,-227.7433862434
2017-10-11,120.0,-40.0,-50.0,-170.0,-227.7433862434
2017-10-12,60.0,-200.0,-110.0,-310.0,-227.7433862434
2017-10-13,14.0,-172.0,-60.0,-446.0,-227.7433862434
2017-10-14,0.0,0.0,0.0,0.0,-227.7433862434
2017-10-15,0.0,0.0,0.0,0.0,-227.7433862434
2017-10-16,-410.0,-138.0,-80.0,-260.0,-227.7433862434
2017-10-17,30.0,-80.0,-40.0,-160.0,-227.7433862434
2017-10-18,-70.0,195.0,-50.0,-130.0,-227.7433862434
2017-10-19,98.0,-160.0,-71.0,-168.0,-227.7433862434
2017-10-20,-210.0,-385.0,-40.0,-375.0,-227.7433862434
2017-10-21,0.0,0.0,0.0,0.0,-227.7433862434
2017-10-22,0.0,0.0,0.0,0.0,-227.7433862434
2017-10-23,-10.0,0.0,-60.0,-280.0,-227.7433862434
2017-10-24,-10.0,0.0,40.0,-240.0,-227.7433862434
2017-10-25,20.0,0.0,-10.0,-70.0,-227.7433862434
2017-10-26,-70.0,-24.0,-40.0,-150.0,-227.7433862434
2017-10-27,-30.0,-6.0,-90.0,-591.0,-227.7433862434
2017-10-28,0.0,0.0,0.0,0.0,-227.7433862434
2017-10-29,0.0,0.0,0.0,0.0,-227.7433862434
2017-10-30,40.0,-6.0,-500.0,-380.0,-227.7433862434
2017-10-31,70.0,-30.0,-67.0,-100.0,-227.7433862434
2017-11-01,140.0,0.0,-166.0,-341.0,-227.7433862434
2017-11-02,-140.0,-20.0,-360.0,-200.0,-227.7433862434
2017-11-03,-60.0,-40.0,-164.0,-384.0,-227.7433862434
2017-11-04,0.0,0.0,0.0,0.0,-227.7433862434
2017-11-05,0.0,0.0,0.0,0.0,-227.7433862434
2017-11-06,10.0,-115.0,-233.0,-310.0,-227.7433862434
2017-11-07,10.0,-176.0,-18.0,-110.0,-227.7433862434
2017-11-08,-30.0,-180.0,-14.0,-201.0,-227.7433862434
2017-11-09,30.0,-160.0,-130.0,-420.0,-227.7433862434
2017-11-10,-120.0,0.0,-60.0,-330.0,-227.7433862434
2017-11-11,0.0,0.0,0.0,0.0,-227.7433862434
2017-11-12,0.0,0.0,0.0,0.0,-227.7433862434
2017-11-13,100.0,-181.0,-30.0,-230.0,-227.7433862434
2017-11-14,80.0,-170.0,-90.0,-320.0,-227.7433862434
2017-11-15,-110.0,-144.0,-20.0,-380.0,-227.7433862434
2017-11-16,-10.0,97.0,-80.0,-260.0,-227.7433862434
2017-11-17,-10.0,-210.0,-70.0,-760.0,-227.7433862434
2017-11-18,0.0,0.0,0.0,0.0,-227.7433862434
2017-11-19,0.0,0.0,0.0,0.0,-227.7433862434
2017-11-20,-10.0,-100.0,-20.0,-960.0,-227.7433862434
2017-11-21,-10.0,-80.0,-51.0,-306.0,-227.7433862434
2017-11-22,-10.0,-10.0,-40.0,-200.0,-227.7433862434
2017-11-23,-20.0,-250.0,-160.0,-220.0,-227.7433862434
2017-11-24,-50.0,-170.0,-160.0,-400.0,-227.7433862434
2017-11-25,0.0,0.0,0.0,0.0,-227.7433862434
2017-11-26,0.0,0.0,0.0,0.0,-227.7433862434
2017-11-27,0.0,-370.0,-60.0,-330.0,-227.7433862434
2017-11-28,-20.0,-181.0,-70.0,-100.0,-227.7433862434
2017-11-29,-200.0,-501.0,-50.0,-350.0,-227.7433862434
2017-11-30,-20.0,-50.0,-280.0,-230.0,-227.7433862434
2017-12-01,0.0,-10.0,-280.0,-290.0,-227.7433862434
2017-12-02,0.0,0.0,0.0,0.0,-227.7433862434
2017-12-03,0.0,0.0,0.0,0.0,-227.7433862434
2017-12-04,-20.0,0.0,-40.0,-180.0,-227.7433862434
2017-12-05,140.0,0.0,-250.0,-80.0,-227.7433862434
2017-12-06,-40.0,0.0,-130.0,-100.0,-227.7433862434
2017-12-07,-40.0,0.0,-90.0,-210.0,-227.7433862434
2017-12-08,-40.0,47.0,-160.0,-160.0,-227.7433862434
2017-12-09,0.0,0.0,0.0,0.0,-227.7433862434
2017-12-10,0.0,0.0,0.0,0.0,-227.7433862434
2017-12-11,-10.0,-20.0,-160.0,-450.0,-227.7433862434
2017-12-12,0.0,-110.0,-30.0,-130.0,-227.7433862434
2017-12-13,0.0,0.0,-60.0,-110.0,-227.7433862434
2017-12-14,30.0,197.0,-230.0,-180.0,-227.7433862434
2017-12-15,20.0,-50.0,-170.0,-240.0,-227.7433862434
2017-12-16,0.0,0.0,0.0,0.0,-227.7433862434
2017-12-17,0.0,0.0,0.0,0.0,-227.7433862434
2017-12-18,0.0,0.0,-140.0,-170.0,-227.7433862434
2017-12-19,20.0,-110.0,-170.0,-220.0,-227.7433862434
2017-12-20,-10.0,-30.0,-140.0,-2360.0,-227.7433862434
2017-12-21,-200.0,-270.0,-220.0,-480.0,-227.7433862434
2017-12-22,190.0,-105.0,-160.0,-1890.0,-227.7433862434
2017-12-23,0.0,0.0,0.0,0.0,-227.7433862434
2017-12-24,0.0,0.0,0.0,0.0,-227.7433862434
2017-12-25,0.0,0.0,0.0,0.0,-227.7433862434
2017-12-26,-30.0,0.0,-320.0,-690.0,-227.7433862434
2017-12-27,0.0,-50.0,-40.0,-220.0,-227.7433862434
2017-12-28,-110.0,-10.0,-230.0,-220.0,-227.7433862434
2017-12-29,-10.0,-1078.0,-180.0,-190.0,-227.7433862434
2017-12-30,0.0,0.0,0.0,0.0,-227.7433862434
2017-12-31,0.0,0.0,0.0,0.0,-227.7433862434
2018-01-01,0.0,0.0,0.0,0.0,-227.7433862434
2018-01-02,-20.0,-240.0,-30.0,-180.0,-227.7433862434
2018-01-03,-50.0,167.0,-30.0,-1280.0,-227.7433862434
2018-01-04,-10.0,-80.0,-120.0,-930.0,-227.7433862434
2018-01-05,-70.0,0.0,-260.0,-650.0,-227.7433862434
2018-01-06,0.0,0.0,0.0,0.0,-227.7433862434
2018-01-07,0.0,0.0,0.0,0.0,-227.7433862434
2018-01-08,0.0,-120.0,-80.0,-140.0,-227.7433862434
2018-01-09,300.0,0.0,-80.0,-1100.0,-227.7433862434
2018-01-10,-90.0,-20.0,-10.0,-70.0,-227.7433862434
2018-01-11,250.0,0.0,-400.0,-310.0,-227.7433862434
2018-01-12,60.0,-1.0,-120.0,-470.0,-227.7433862434
