"_line0, x; _line0 (1), x; _line0 (2), x; _line0 (3), x","_line0, y","_line3, x; _line4, x; _line4 (1), x; _line4 (2), x","_line3, y","_line6, x; _line8, x; _line8 (1), x; _line8 (2), x","_line6, y","_line9, x; _line12 (1), x; _line12 (2), x; _line12 (3), x","_line9, y","_line12, x; _line16, x; _line16 (1), x; _line16 (2), x","_line12, y","_line15, x; _line20, x; _line20 (1), x; _line20 (2), x","_line15, y","_line0 (1), y","_line4, y","_line8, y","_line12 (1), y","_line16, y","_line20, y","_line0 (2), y","_line4 (1), y","_line8 (1), y","_line12 (2), y","_line16 (1), y","_line20 (1), y","_line0 (3), y","_line4 (2), y","_line8 (2), y","_line12 (3), y","_line16 (2), y","_line20 (2), y"
2018-01-14 08:00:00,-1.4085964912,2018-01-14 02:00:00,-1.1249122807,2018-01-13 20:00:00,-0.6389473684,2018-01-11 08:00:00,-1.9851754386,2018-01-08 08:00:00,1.1181578947,2018-01-05 08:00:00,2.0929824561,16.1164035088,15.048245614,13.6104385965,-6.9828947368,-1.7778070175,10.4768421053,-3.7171052632,-3.4944736842,-3.3156140351,-1.3069298246,-1.376754386,-1.6446491228,-13.0213157895,-12.0802631579,-10.6652631579,2.063245614,1.4090350877,0.005877193
2018-01-14 09:00:00,-1.4175,2018-01-14 03:00:00,-1.1701315789,2018-01-13 21:00:00,-0.6965789474,2018-01-11 09:00:00,-1.9569736842,2018-01-08 09:00:00,1.0423684211,2018-01-05 09:00:00,2.0432894737,16.3776315789,15.2259210526,13.9210526316,-6.5472368421,-2.0072368421,10.7128947368,-3.6960526316,-3.5606578947,-3.3897368421,-1.2759210526,-1.3517105263,-1.6444736842,-13.0092105263,-12.2640789474,-11.0296052632,1.9490789474,1.3198684211,-0.3198684211
2018-01-14 10:00:00,-1.4297368421,2018-01-14 04:00:00,-1.2220175439,2018-01-13 22:00:00,-0.7692105263,2018-01-11 10:00:00,-1.9237719298,2018-01-08 10:00:00,0.993245614,2018-01-05 10:00:00,1.9969298246,16.6805263158,15.3635964912,14.3066666667,-6.1649122807,-2.1883333333,10.8822807018,-3.6733333333,-3.6368421053,-3.4505263158,-1.253245614,-1.34,-1.6442982456,-13.0087719298,-12.4278947368,-11.3739473684,1.7949122807,1.1640350877,-0.6456140351
2018-01-14 11:00:00,-1.4244736842,2018-01-14 05:00:00,-1.2647368421,2018-01-13 23:00:00,-0.8635087719,2018-01-11 11:00:00,-1.9055701754,2018-01-08 11:00:00,0.9532894737,2018-01-05 11:00:00,1.9730701754,16.9375877193,15.5037719298,14.5189473684,-5.729254386,-2.3544298246,11.0183333333,-3.6547807018,-3.6938596491,-3.5088157895,-1.2380701754,-1.3449561404,-1.636622807,-13.0233333333,-12.5817105263,-11.681622807,1.6565789474,1.1157017544,-0.9513596491
2018-01-14 12:00:00,-1.4542105263,2018-01-14 06:00:00,-1.3557894737,2018-01-14 00:00:00,-0.9544736842,2018-01-11 12:00:00,-1.8873684211,2018-01-08 12:00:00,0.905,2018-01-05 12:00:00,1.9392105263,17.2063157895,15.6689473684,14.7978947368,-5.2802631579,-2.5155263158,11.1810526316,-3.6328947368,-3.7442105263,-3.5671052632,-1.2228947368,-1.3465789474,-1.6239473684,-13.0478947368,-12.7155263158,-11.9926315789,1.5115789474,0.9923684211,-1.2321052632
2018-01-14 13:00:00,-1.3926754386,2018-01-14 07:00:00,-1.3771929825,2018-01-14 01:00:00,-0.9921929825,2018-01-11 13:00:00,-1.8214473684,2018-01-08 13:00:00,0.8260087719,2018-01-05 13:00:00,1.8796491228,17.6157017544,15.9460087719,14.9622368421,-4.9388157895,-2.6282894737,11.1475877193,-3.6193859649,-3.7231578947,-3.6249561404,-1.2542105263,-1.3398245614,-1.6397368421,-13.0222368421,-12.7509210526,-12.1439473684,1.3844736842,1.1452631579,-1.3730263158
2018-01-14 14:00:00,-1.3428070175,2018-01-14 08:00:00,-1.3969298246,2018-01-14 02:00:00,-1.0515789474,2018-01-11 14:00:00,-1.7555263158,2018-01-08 14:00:00,0.7553508772,2018-01-05 14:00:00,1.826754386,18.0200877193,16.2480701754,15.1999122807,-4.6573684211,-2.7010526316,11.049122807,-3.605877193,-3.7054385965,-3.6628070175,-1.2905263158,-1.3230701754,-1.6488596491,-12.9715789474,-12.8463157895,-12.2669298246,1.2373684211,1.2381578947,-1.5072807018
2018-01-14 15:00:00,-1.3196052632,2018-01-14 09:00:00,-1.435,2018-01-14 03:00:00,-1.1301315789,2018-01-11 15:00:00,-1.7046052632,2018-01-08 15:00:00,0.6955263158,2018-01-05 15:00:00,1.8105263158,18.4244736842,16.5876315789,15.3609210526,-4.3009210526,-2.7363157895,10.9831578947,-3.5923684211,-3.6860526316,-3.7056578947,-1.3268421053,-1.3438157895,-1.6663157895,-12.9459210526,-12.9617105263,-12.4115789474,1.0827631579,1.3685526316,-1.6973684211
2018-01-14 16:00:00,-1.2714035088,2018-01-14 10:00:00,-1.4664035088,2018-01-14 04:00:00,-1.1620175439,2018-01-11 16:00:00,-1.6753508772,2018-01-08 16:00:00,0.6423684211,2018-01-05 16:00:00,1.7942982456,18.8155263158,16.9488596491,15.4652631579,-3.8811403509,-2.863245614,10.9405263158,-3.5688596491,-3.665,-3.7818421053,-1.3631578947,-1.3212280702,-1.6737719298,-12.9335964912,-13.0504385965,-12.5678947368,0.9414912281,1.5706140351,-1.8307894737
2018-01-14 17:00:00,-1.2232017544,2018-01-14 11:00:00,-1.4936403509,2018-01-14 05:00:00,-1.1989035088,2018-01-11 17:00:00,-1.6452631579,2018-01-08 17:00:00,0.5892105263,2018-01-05 17:00:00,1.7747368421,19.2065789474,17.239254386,15.5546052632,-3.4888596491,-2.9476754386,10.8862280702,-3.5578508772,-3.6514473684,-3.8296929825,-1.3994736842,-1.3119736842,-1.6703947368,-12.9212719298,-13.1041666667,-12.7392105263,0.8018859649,1.7393421053,-1.998377193
2018-01-14 18:00:00,-1.175,2018-01-14 12:00:00,-1.5192105263,2018-01-14 06:00:00,-1.2007894737,2018-01-11 18:00:00,-1.5968421053,2018-01-08 18:00:00,0.5360526316,2018-01-05 18:00:00,1.7368421053,19.5976315789,17.5013157895,15.6639473684,-3.1315789474,-2.9671052632,10.9902631579,-3.5518421053,-3.6328947368,-3.8642105263,-1.4307894737,-1.3060526316,-1.6786842105,-12.8939473684,-13.1578947368,-12.8805263158,0.6589473684,1.9297368421,-2.2376315789
2018-01-14 19:00:00,-1.2297807018,2018-01-14 13:00:00,-1.4776754386,2018-01-14 07:00:00,-1.2563596491,2018-01-11 19:00:00,-1.6408333333,2018-01-08 19:00:00,0.4531578947,2018-01-05 19:00:00,1.563245614,19.6150438596,17.9007017544,15.8835087719,-3.0619736842,-3.2190350877,10.4847807018,-3.5466666667,-3.6218859649,-3.8273245614,-1.4160526316,-1.2356578947,-1.6415350877,-13.1307017544,-13.1905701754,-12.9675877193,0.4382017544,2.0949122807,-2.1019736842
2018-01-14 20:00:00,-1.2512280702,2018-01-14 14:00:00,-1.4294736842,2018-01-14 08:00:00,-1.2735964912,2018-01-11 20:00:00,-1.6998245614,2018-01-08 20:00:00,0.3885964912,2018-01-05 20:00:00,1.3746491228,19.7024561404,18.221754386,16.2380701754,-3.0607017544,-3.4076315789,9.9392982456,-3.5414912281,-3.620877193,-3.7921052632,-1.4113157895,-1.1619298246,-1.6193859649,-13.3874561404,-13.223245614,-13.0446491228,0.2174561404,2.2700877193,-2.0346491228
2018-01-14 21:00:00,-1.2493421053,2018-01-14 15:00:00,-1.3696052632,2018-01-14 09:00:00,-1.27,2018-01-11 21:00:00,-1.7488157895,2018-01-08 21:00:00,0.3398684211,2018-01-05 21:00:00,1.2310526316,19.7998684211,18.5919736842,16.5476315789,-3.1852631579,-3.6428947368,9.4663157895,-3.5588157895,-3.6023684211,-3.7435526316,-1.4315789474,-1.0823684211,-1.5772368421,-13.6292105263,-13.2409210526,-13.0917105263,-0.0032894737,2.4177631579,-1.9131578947
2018-01-14 22:00:00,-1.2474561404,2018-01-14 16:00:00,-1.3080701754,2018-01-14 10:00:00,-1.2664035088,2018-01-11 22:00:00,-1.7861403509,2018-01-08 22:00:00,0.3028070175,2018-01-05 22:00:00,1.089122807,19.8656140351,18.9855263158,16.7821929825,-3.2631578947,-3.9964912281,8.89,-3.5578070175,-3.5871929825,-3.705,-1.4301754386,-0.9861403509,-1.521754386,-13.8109649123,-13.2252631579,-13.1104385965,-0.2307017544,2.5704385965,-1.8283333333
2018-01-14 23:00:00,-1.2839035088,2018-01-14 17:00:00,-1.2465350877,2018-01-14 11:00:00,-1.2628070175,2018-01-11 23:00:00,-1.8384649123,2018-01-08 23:00:00,0.283245614,2018-01-05 23:00:00,0.9096929825,19.9296929825,19.3790789474,16.961754386,-3.2493859649,-4.3400877193,8.3736842105,-3.5542982456,-3.5720175439,-3.6739473684,-1.4237719298,-0.9049122807,-1.4662719298,-14.0502192982,-13.2487719298,-13.1333333333,-0.4939473684,2.6906140351,-1.7185087719
2018-01-15 00:00:00,-1.3036842105,2018-01-14 18:00:00,-1.185,2018-01-14 12:00:00,-1.2692105263,2018-01-12 00:00:00,-1.8957894737,2018-01-09 00:00:00,0.2636842105,2018-01-06 00:00:00,0.7752631579,19.9871052632,19.7626315789,17.1563157895,-3.1789473684,-4.6836842105,7.8823684211,-3.5507894737,-3.5568421053,-3.6478947368,-1.4223684211,-0.8436842105,-1.4107894737,-14.2894736842,-13.2939473684,-13.1828947368,-0.6905263158,2.8357894737,-1.6086842105
2018-01-15 01:00:00,-1.4244298246,2018-01-14 19:00:00,-1.2214473684,2018-01-14 13:00:00,-1.2226754386,2018-01-12 01:00:00,-1.8899122807,2018-01-09 01:00:00,0.0970614035,2018-01-06 01:00:00,0.6645614035,19.8890789474,19.698377193,17.5498684211,-3.0722807018,-5.1437719298,7.6141666667,-3.5490350877,-3.565,-3.6635526316,-1.4258333333,-0.8105701754,-1.3853508772,-14.2905263158,-13.5332017544,-13.2214035088,-0.7875877193,2.9706140351,-1.2431578947
2018-01-15 02:00:00,-1.5101754386,2018-01-14 20:00:00,-1.2578947368,2018-01-14 14:00:00,-1.1628070175,2018-01-12 02:00:00,-1.8807017544,2018-01-09 02:00:00,-0.0878947368,2018-01-06 02:00:00,0.5605263158,19.7843859649,19.669122807,17.9834210526,-3.0756140351,-5.5388596491,7.3509649123,-3.5356140351,-3.5781578947,-3.6842105263,-1.4342982456,-0.789122807,-1.3599122807,-14.303245614,-13.7324561404,-13.3699122807,-0.8663157895,3.1504385965,-0.8976315789
2018-01-15 03:00:00,-1.5959210526,2018-01-14 21:00:00,-1.2968421053,2018-01-14 15:00:00,-1.1071052632,2018-01-12 03:00:00,-1.8906578947,2018-01-09 03:00:00,-0.2436842105,2018-01-06 03:00:00,0.4206578947,19.7305263158,19.7048684211,18.4169736842,-3.0789473684,-5.9139473684,7.0477631579,-3.5280263158,-3.5988157895,-3.6998684211,-1.4302631579,-0.7568421053,-1.3394736842,-14.2801315789,-13.9792105263,-13.3934210526,-0.9217105263,3.3077631579,-0.5521052632
2018-01-15 04:00:00,-1.6816666667,2018-01-14 22:00:00,-1.3407894737,2018-01-14 16:00:00,-1.0514035088,2018-01-12 04:00:00,-1.9156140351,2018-01-09 04:00:00,-0.3894736842,2018-01-06 04:00:00,0.2957894737,19.68,19.7306140351,18.7738596491,-3.2439473684,-6.2373684211,6.6478947368,-3.5071052632,-3.5978070175,-3.7171929825,-1.4278947368,-0.7112280702,-1.3190350877,-14.2586842105,-14.2326315789,-13.3902631579,-0.9887719298,3.426754386,-0.2415789474
2018-01-15 05:00:00,-1.7449122807,2018-01-14 23:00:00,-1.3847368421,2018-01-14 17:00:00,-0.9957017544,2018-01-12 05:00:00,-1.9355701754,2018-01-09 05:00:00,-0.5044298246,2018-01-06 05:00:00,0.1934210526,19.5728070175,19.7288596491,19.083245614,-3.2847807018,-6.5874561404,6.2080263158,-3.4778508772,-3.5742982456,-3.7345175439,-1.4330263158,-0.6789473684,-1.2835964912,-14.2305701754,-14.4460526316,-13.4321052632,-1.0541666667,3.5565789474,0.0881140351
2018-01-15 06:00:00,-1.8181578947,2018-01-15 00:00:00,-1.4286842105,2018-01-14 18:00:00,-0.94,2018-01-12 06:00:00,-1.9355263158,2018-01-09 06:00:00,-0.6260526316,2018-01-06 06:00:00,0.1010526316,19.4539473684,19.7071052632,19.4026315789,-3.2539473684,-7.0192105263,5.9281578947,-3.4502631579,-3.5707894737,-3.7468421053,-1.4381578947,-0.655,-1.2731578947,-14.1807894737,-14.6594736842,-13.4989473684,-1.1078947368,3.7197368421,0.3794736842
2018-01-15 07:00:00,-1.8834649123,2018-01-15 01:00:00,-1.4902631579,2018-01-14 19:00:00,-0.9822807018,2018-01-12 07:00:00,-1.976622807,2018-01-09 07:00:00,-0.8082017544,2018-01-06 07:00:00,0.0647368421,19.3621491228,19.6899122807,19.3750438596,-3.0262280702,-7.6662719298,5.7125438596,-3.3479385965,-3.5498684211,-3.7583333333,-1.4009649123,-0.6671052632,-1.2455701754,-13.9276315789,-14.6605263158,-13.6832017544,-1.1697368421,3.7439473684,0.3956140351
2018-01-15 08:00:00,-1.9537719298,2018-01-15 02:00:00,-1.5468421053,2018-01-14 20:00:00,-1.0245614035,2018-01-12 08:00:00,-2.0027192982,2018-01-09 08:00:00,-1.0003508772,2018-01-06 08:00:00,0.011754386,19.2970175439,19.6727192982,19.4074561404,-2.9701754386,-8.2583333333,5.4169298246,-3.2622807018,-3.5439473684,-3.7698245614,-1.3637719298,-0.6692105263,-1.2263157895,-13.6944736842,-14.648245614,-13.8674561404,-1.2249122807,3.8398245614,0.4100877193
2018-01-15 09:00:00,-2.0140789474,2018-01-15 03:00:00,-1.6034210526,2018-01-14 21:00:00,-1.0443421053,2018-01-12 09:00:00,-2.0288157895,2018-01-09 09:00:00,-1.1925,2018-01-06 09:00:00,-0.0753947368,19.1885526316,19.6430263158,19.4398684211,-2.9557894737,-8.8503947368,5.1213157895,-3.1757894737,-3.5255263158,-3.7863157895,-1.3265789474,-0.6963157895,-1.2003947368,-13.4613157895,-14.6226315789,-14.0492105263,-1.2334210526,3.8548684211,0.4128947368
2018-01-15 10:00:00,-2.0693859649,2018-01-15 04:00:00,-1.7,2018-01-14 22:00:00,-1.0457894737,2018-01-12 10:00:00,-2.0199122807,2018-01-09 10:00:00,-1.3813157895,2018-01-06 10:00:00,-0.195877193,19.0600877193,19.61,19.4706140351,-2.9014035088,-9.4424561404,4.8257017544,-3.0876315789,-3.5071052632,-3.8111403509,-1.2943859649,-0.711754386,-1.1744736842,-13.2281578947,-14.5770175439,-14.1842982456,-1.2602631579,3.9149122807,0.4723684211
2018-01-15 11:00:00,-2.1338596491,2018-01-15 05:00:00,-1.7990789474,2018-01-14 23:00:00,-1.0472368421,2018-01-12 11:00:00,-2.0118421053,2018-01-09 11:00:00,-1.5676315789,2018-01-06 11:00:00,-0.3188596491,18.944122807,19.5569736842,19.4813596491,-2.7828508772,-10.0245175439,4.616754386,-2.9903070175,-3.4886842105,-3.8334649123,-1.2788596491,-0.7271929825,-1.1518859649,-12.9741666667,-14.4422368421,-14.3093859649,-1.2929385965,3.9482894737,0.5493421053
2018-01-15 12:00:00,-2.225,2018-01-15 06:00:00,-1.8981578947,2018-01-15 00:00:00,-1.1086842105,2018-01-12 12:00:00,-2.0271052632,2018-01-09 12:00:00,-1.7539473684,2018-01-06 12:00:00,-0.4368421053,18.8331578947,19.5489473684,19.5421052632,-2.7476315789,-10.5615789474,4.4244736842,-2.8763157895,-3.4702631579,-3.8357894737,-1.255,-0.7526315789,-1.1326315789,-12.7618421053,-14.3457894737,-14.4244736842,-1.3539473684,3.965,0.5963157895
2018-01-15 13:00:00,-2.2402631579,2018-01-15 07:00:00,-1.9392982456,2018-01-15 01:00:00,-1.1552631579,2018-01-12 13:00:00,-1.9815789474,2018-01-09 13:00:00,-1.8585526316,2018-01-06 13:00:00,-0.4434210526,18.7807894737,19.4654824561,19.5599122807,-2.5510526316,-10.6830263158,4.3330701754,-2.861754386,-3.4029385965,-3.8298684211,-1.3330701754,-0.765877193,-1.1233333333,-12.6044736842,-14.1901315789,-14.3538596491,-1.5104385965,4.0560087719,0.5434649123
2018-01-15 14:00:00,-2.2505263158,2018-01-15 08:00:00,-1.9804385965,2018-01-15 02:00:00,-1.2051754386,2018-01-12 14:00:00,-1.9360526316,2018-01-09 14:00:00,-1.9764912281,2018-01-06 14:00:00,-0.445,18.7884210526,19.3920175439,19.6010526316,-2.1644736842,-10.8311403509,4.2416666667,-2.8638596491,-3.3056140351,-3.8022807018,-1.3961403509,-0.784122807,-1.1690350877,-12.4387719298,-13.8694736842,-14.208245614,-1.6435964912,4.1736842105,0.4606140351
2018-01-15 15:00:00,-2.2732894737,2018-01-15 09:00:00,-2.0865789474,2018-01-15 03:00:00,-1.2534210526,2018-01-12 15:00:00,-1.8855263158,2018-01-09 15:00:00,-2.1027631579,2018-01-06 15:00:00,-0.4465789474,18.7260526316,19.3185526316,19.5555263158,-1.7778947368,-10.9759210526,4.1502631579,-2.8576315789,-3.1982894737,-3.7680263158,-1.4642105263,-0.8098684211,-1.2197368421,-12.2297368421,-13.5238157895,-14.1226315789,-1.7634210526,4.2655263158,0.3652631579
2018-01-15 16:00:00,-2.2627192982,2018-01-15 10:00:00,-2.1827192982,2018-01-15 04:00:00,-1.3,2018-01-12 16:00:00,-1.82,2018-01-09 16:00:00,-2.2040350877,2018-01-06 16:00:00,-0.4481578947,18.7836842105,19.206754386,19.4483333333,-1.3913157895,-11.1407017544,4.0538596491,-2.8414035088,-3.1309649123,-3.7337719298,-1.5256140351,-0.8356140351,-1.2471052632,-12.0607017544,-13.1498245614,-13.9436842105,-1.908245614,4.3390350877,0.3015789474
2018-01-15 17:00:00,-2.2571491228,2018-01-15 11:00:00,-2.2338596491,2018-01-15 05:00:00,-1.3465789474,2018-01-12 17:00:00,-1.7878070175,2018-01-09 17:00:00,-2.3053070175,2018-01-06 17:00:00,-0.4072368421,18.7646491228,19.016622807,19.4636403509,-1.1639035088,-11.3829824561,3.8674561404,-2.8301754386,-3.0711403509,-3.6995175439,-1.5820175439,-0.8513596491,-1.2886403509,-11.9216666667,-12.785,-13.8397368421,-2.0530701754,4.4442105263,0.2195614035
2018-01-15 18:00:00,-2.2765789474,2018-01-15 12:00:00,-2.24,2018-01-15 06:00:00,-1.4181578947,2018-01-12 18:00:00,-1.7589473684,2018-01-09 18:00:00,-2.4065789474,2018-01-06 18:00:00,-0.3613157895,18.6039473684,18.8331578947,19.4439473684,-0.9781578947,-11.5902631579,3.6460526316,-2.8189473684,-2.9713157895,-3.6752631579,-1.6384210526,-0.8671052632,-1.3118421053,-11.7376315789,-12.5618421053,-13.7457894737,-2.1578947368,4.5260526316,0.1292105263
2018-01-15 19:00:00,-2.2864473684,2018-01-15 13:00:00,-2.2544298246,2018-01-15 07:00:00,-1.4659649123,2018-01-12 19:00:00,-1.758245614,2018-01-09 19:00:00,-2.4606578947,2018-01-06 19:00:00,-0.3853508772,18.3719736842,18.6624561404,19.4288157895,-0.8862280702,-11.5974122807,3.4302631579,-2.7832017544,-2.9600877193,-3.5921052632,-1.6874561404,-0.8650438596,-1.3035087719,-11.6257894737,-12.4744736842,-13.5042982456,-2.2590350877,4.5752192982,0.1432894737
2018-01-15 20:00:00,-2.3063157895,2018-01-15 14:00:00,-2.2688596491,2018-01-15 08:00:00,-1.5654385965,2018-01-12 20:00:00,-1.755877193,2018-01-09 20:00:00,-2.5347368421,2018-01-06 20:00:00,-0.4093859649,18.14,18.481754386,19.3536842105,-0.9192982456,-11.7145614035,3.2578070175,-2.7707894737,-2.9638596491,-3.5189473684,-1.7281578947,-0.8446491228,-1.3101754386,-11.5889473684,-12.3871052632,-13.2578070175,-2.3601754386,4.5693859649,0.1623684211
2018-01-15 21:00:00,-2.3761842105,2018-01-15 15:00:00,-2.2682894737,2018-01-15 09:00:00,-1.6615789474,2018-01-12 21:00:00,-1.7118421053,2018-01-09 21:00:00,-2.5663157895,2018-01-06 21:00:00,-0.3709210526,17.9280263158,18.4460526316,19.2085526316,-0.7248684211,-11.8867105263,3.1261842105,-2.7592105263,-2.9576315789,-3.4257894737,-1.7680263158,-0.8234210526,-1.3168421053,-11.4971052632,-12.2822368421,-13.0488157895,-2.4888157895,4.5510526316,0.1739473684
2018-01-15 22:00:00,-2.4443859649,2018-01-15 16:00:00,-2.2127192982,2018-01-15 10:00:00,-1.7127192982,2018-01-12 22:00:00,-1.6611403509,2018-01-09 22:00:00,-2.6028947368,2018-01-06 22:00:00,-0.3307894737,17.7610526316,18.3803508772,19.0250877193,-0.4671052632,-12.0205263158,3.1095614035,-2.7442982456,-2.9630701754,-3.3309649123,-1.8028947368,-0.8171929825,-1.3301754386,-11.3669298246,-12.1740350877,-12.8481578947,-2.6574561404,4.5960526316,0.1738596491
2018-01-15 23:00:00,-2.4875877193,2018-01-15 17:00:00,-2.1571491228,2018-01-15 11:00:00,-1.7396929825,2018-01-12 23:00:00,-1.6362719298,2018-01-09 23:00:00,-2.6519736842,2018-01-06 23:00:00,-0.2756578947,17.595745614,18.3296491228,18.894122807,-0.1318421053,-12.1118421053,3.1054385965,-2.7035526316,-2.9860087719,-3.2511403509,-1.8352631579,-0.8209649123,-1.3385087719,-11.236754386,-11.9816666667,-12.645,-2.8210964912,4.6693859649,0.2654385965
2018-01-16 00:00:00,-2.5007894737,2018-01-15 18:00:00,-2.1015789474,2018-01-15 12:00:00,-1.755,2018-01-13 00:00:00,-1.6147368421,2018-01-10 00:00:00,-2.6660526316,2018-01-07 00:00:00,-0.2455263158,17.4871052632,18.2139473684,18.7381578947,0.2034210526,-12.1081578947,2.8763157895,-2.6994736842,-2.9839473684,-3.1713157895,-1.8526315789,-0.7997368421,-1.3418421053,-11.1465789474,-11.8576315789,-12.4018421053,-2.9547368421,4.7210526316,0.2936842105
2018-01-16 01:00:00,-2.4423245614,2018-01-15 19:00:00,-2.1664473684,2018-01-15 13:00:00,-1.7369298246,2018-01-13 01:00:00,-1.5964473684,2018-01-10 01:00:00,-2.6744298246,2018-01-07 01:00:00,-0.266754386,17.4804824561,18.1961403509,18.626622807,0.2424122807,-11.7861403509,2.8142105263,-2.689122807,-2.9548684211,-3.1975877193,-1.8907894737,-0.7490789474,-1.3456578947,-10.8768421053,-11.6999561404,-12.3486403509,-3.0256578947,4.8138157895,0.3404824561
2018-01-16 02:00:00,-2.3788596491,2018-01-15 20:00:00,-2.1846491228,2018-01-15 14:00:00,-1.6688596491,2018-01-13 02:00:00,-1.5931578947,2018-01-10 02:00:00,-2.6478070175,2018-01-07 02:00:00,-0.2379824561,17.4738596491,18.0966666667,18.4950877193,0.2814035088,-11.449122807,2.6771052632,-2.6887719298,-2.9274561404,-3.2038596491,-1.9239473684,-0.6984210526,-1.3494736842,-10.7237719298,-11.5272807018,-12.2954385965,-3.158245614,4.878245614,0.4456140351
2018-01-16 03:00:00,-2.3153947368,2018-01-15 21:00:00,-2.2011842105,2018-01-15 15:00:00,-1.6182894737,2018-01-13 03:00:00,-1.5798684211,2018-01-10 03:00:00,-2.6561842105,2018-01-07 03:00:00,-0.1617105263,17.5522368421,17.9280263158,18.3585526316,0.5753947368,-11.1121052632,2.655,-2.6859210526,-2.9117105263,-3.2426315789,-1.9496052632,-0.6952631579,-1.3532894737,-10.5998684211,-11.3546052632,-12.1122368421,-3.1925,5.0193421053,0.5515789474
2018-01-16 04:00:00,-2.2869298246,2018-01-15 22:00:00,-2.2060526316,2018-01-15 16:00:00,-1.6093859649,2018-01-13 04:00:00,-1.5565789474,2018-01-10 04:00:00,-2.6628947368,2018-01-07 04:00:00,-0.0521052632,17.6556140351,17.8093859649,18.1986842105,0.8727192982,-10.791754386,2.7028947368,-2.6680701754,-2.9192982456,-3.2814035088,-1.9819298246,-0.6737719298,-1.3721052632,-10.3359649123,-11.2269298246,-11.8907017544,-3.3500877193,5.1787719298,0.5692105263
2018-01-16 05:00:00,-2.2676315789,2018-01-15 23:00:00,-2.2109210526,2018-01-15 17:00:00,-1.6004824561,2018-01-13 05:00:00,-1.5399561404,2018-01-10 05:00:00,-2.6654385965,2018-01-07 05:00:00,0.0225,17.7198245614,17.700745614,17.9304824561,1.1300438596,-10.5739035088,2.7657894737,-2.6402192982,-2.9168859649,-3.3110087719,-1.9925877193,-0.6522807018,-1.3609210526,-10.1528947368,-11.0475877193,-11.7483333333,-3.4951754386,5.3348684211,0.6301754386
2018-01-16 06:00:00,-2.245,2018-01-16 00:00:00,-2.2157894737,2018-01-15 18:00:00,-1.6015789474,2018-01-13 06:00:00,-1.545,2018-01-10 06:00:00,-2.6563157895,2018-01-07 06:00:00,0.0971052632,17.7123684211,17.5921052632,17.8789473684,1.2773684211,-10.3410526316,2.8286842105,-2.6123684211,-2.9044736842,-3.3539473684,-2.0165789474,-0.6257894737,-1.3547368421,-9.8531578947,-10.8565789474,-11.6726315789,-3.5902631579,5.4826315789,0.6944736842
2018-01-16 07:00:00,-2.3053508772,2018-01-16 01:00:00,-2.1781578947,2018-01-15 19:00:00,-1.6247807018,2018-01-13 07:00:00,-1.5079824561,2018-01-10 07:00:00,-2.5653947368,2018-01-07 07:00:00,0.069254386,17.4246052632,17.4288157895,17.7286403509,1.6167982456,-10.2659210526,2.7082894737,-2.570745614,-2.8974561404,-3.3173684211,-2.0231578947,-0.6455701754,-1.3778070175,-9.626622807,-10.5818421053,-11.4807894737,-3.7317105263,5.3606578947,0.4561842105
2018-01-16 08:00:00,-2.3107017544,2018-01-16 02:00:00,-2.1855263158,2018-01-15 20:00:00,-1.6546491228,2018-01-13 08:00:00,-1.4676315789,2018-01-10 08:00:00,-2.5278070175,2018-01-07 08:00:00,0.0414035088,17.2585087719,17.3705263158,17.6183333333,1.8295614035,-10.1757894737,2.5262280702,-2.5307894737,-2.8704385965,-3.2757894737,-2.0347368421,-0.6653508772,-1.3725438596,-9.4950877193,-10.3854385965,-11.2389473684,-3.8731578947,5.2086842105,0.3428947368
2018-01-16 09:00:00,-2.3160526316,2018-01-16 03:00:00,-2.1928947368,2018-01-15 21:00:00,-1.6811842105,2018-01-13 09:00:00,-1.4114473684,2018-01-10 09:00:00,-2.5210526316,2018-01-07 09:00:00,0.0285526316,16.9890789474,17.3122368421,17.3855263158,2.1106578947,-10.2081578947,2.3525,-2.45,-2.8434210526,-3.2342105263,-2.0488157895,-0.6801315789,-1.4039473684,-9.2210526316,-10.2148684211,-11.0546052632,-4.0146052632,5.0492105263,0.2646052632
2018-01-16 10:00:00,-2.3214035088,2018-01-16 04:00:00,-2.1719298246,2018-01-15 22:00:00,-1.6743859649,2018-01-13 10:00:00,-1.3819298246,2018-01-10 10:00:00,-2.5142982456,2018-01-07 10:00:00,0.0707017544,16.6863157895,17.2539473684,17.2243859649,2.206754386,-10.2438596491,2.1404385965,-2.3692105263,-2.8247368421,-3.1926315789,-2.0795614035,-0.6915789474,-1.4353508772,-8.9553508772,-9.9409649123,-10.9935964912,-4.1560526316,4.8897368421,0.2129824561
2018-01-16 11:00:00,-2.3550877193,2018-01-16 05:00:00,-2.1484649123,2018-01-15 23:00:00,-1.6550877193,2018-01-13 11:00:00,-1.3599122807,2018-01-10 11:00:00,-2.490877193,2018-01-07 11:00:00,0.1128508772,16.4135526316,17.1189912281,17.000745614,2.2628508772,-10.2795614035,1.9575438596,-2.2900877193,-2.8152192982,-3.1510526316,-2.1128070175,-0.7205263158,-1.466754386,-8.7029824561,-9.6620614035,-10.7884210526,-4.2975,4.7702631579,0.1163596491
