"平均气压, x; 就诊人数, x","平均气压, y","就诊人数, y"
2016-07-23,1002.6,124
2016-07-24,1004.6,107
2016-07-25,1002.4,155
2016-07-26,1003.6,176
2016-07-27,1003.0,209
2016-07-28,1002.6,150
2016-07-29,1005.2,168
2016-07-30,1007.3,115
2016-07-31,1008.0,112
2016-08-01,1009.1,164
2016-08-02,1008.7,186
2016-08-03,1009.3,156
2016-08-04,1009.5,151
2016-08-05,1008.8,190
2016-08-06,1005.9,169
2016-08-07,1005.9,139
2016-08-08,1007.2,184
2016-08-09,1007.9,160
2016-08-10,1008.2,170
2016-08-11,1007.5,164
2016-08-12,1005.3,173
2016-08-13,1005.4,178
2016-08-14,1005.6,136
2016-08-15,1005.7,217
2016-08-16,1005.1,190
2016-08-17,1003.5,177
2016-08-18,1001.3,183
2016-08-19,1005.3,136
2016-08-20,1007.9,138
2016-08-21,1009.7,114
2016-08-22,1010.1,220
2016-08-23,1006.5,168
2016-08-24,1004.7,189
2016-08-25,1011.6,177
2016-08-26,1015.3,202
2016-08-27,1013.3,165
2016-08-28,1012.2,133
2016-08-29,1011.6,215
2016-08-30,1005.2,184
2016-08-31,997.7,201
2016-09-01,999.1,190
2016-09-02,1003.2,188
2016-09-03,1007.9,182
2016-09-04,1009.9,170
2016-09-05,1010.7,221
2016-09-06,1009.3,205
2016-09-07,1007.8,185
2016-09-08,1008.7,185
2016-09-09,1009.3,164
2016-09-10,1010.8,192
2016-09-11,1013.5,170
2016-09-12,1017.4,223
2016-09-13,1018.3,196
2016-09-14,1016.5,214
2016-09-15,1014.4,140
2016-09-16,1012.6,178
2016-09-17,1016.0,190
2016-09-18,1018.5,248
2016-09-19,1020.6,233
2016-09-20,1020.7,183
2016-09-21,1018.9,228
2016-09-22,1015.4,236
2016-09-23,1012.6,259
2016-09-24,1012.0,240
2016-09-25,1013.4,219
2016-09-26,1013.7,274
2016-09-27,1019.8,224
2016-09-28,1023.1,212
2016-09-29,1018.3,216
2016-09-30,1015.8,236
2016-10-01,1015.0,146
2016-10-02,1011.7,178
2016-10-03,1012.2,177
2016-10-04,1013.8,180
2016-10-05,1019.6,181
2016-10-06,1022.9,160
2016-10-07,1019.1,174
2016-10-08,1023.1,204
2016-10-09,1023.6,214
2016-10-10,1020.0,211
2016-10-11,1022.3,220
2016-10-12,1023.5,214
2016-10-13,1022.2,198
2016-10-14,1023.0,224
2016-10-15,1021.3,182
2016-10-16,1019.5,183
2016-10-17,1020.7,262
2016-10-18,1019.8,234
2016-10-19,1017.4,217
2016-10-20,1017.5,229
2016-10-21,1016.5,235
2016-10-22,1020.6,138
2016-10-23,1021.8,170
2016-10-24,1016.3,228
2016-10-25,1018.0,206
2016-10-26,1023.8,232
2016-10-27,1023.6,228
2016-10-28,1031.1,224
2016-10-29,1031.0,206
2016-10-30,1027.4,219
2016-10-31,1036.5,254
2016-11-01,1033.6,230
2016-11-02,1027.0,265
2016-11-03,1017.5,251
2016-11-04,1009.2,262
2016-11-05,1016.2,248
2016-11-06,1024.8,236
2016-11-07,1031.2,263
2016-11-08,1035.6,275
2016-11-09,1028.3,252
2016-11-10,1016.4,271
2016-11-11,1017.7,264
2016-11-12,1019.4,227
2016-11-13,1017.0,234
2016-11-14,1023.9,324
2016-11-15,1024.4,301
2016-11-16,1021.3,305
2016-11-17,1020.8,297
2016-11-18,1013.6,326
2016-11-19,1020.2,290
2016-11-20,1020.9,274
2016-11-21,1029.2,301
2016-11-22,1038.7,248
2016-11-23,1036.0,304
2016-11-24,1029.9,300
2016-11-25,1026.1,341
2016-11-26,1022.7,292
2016-11-27,1030.3,296
2016-11-28,1033.6,379
2016-11-29,1032.1,321
2016-11-30,1026.9,288
2016-12-01,1033.3,357
2016-12-02,1029.1,370
2016-12-03,1020.2,301
2016-12-04,1016.6,293
2016-12-05,1030.3,377
2016-12-06,1022.7,359
2016-12-07,1022.8,302
2016-12-08,1019.6,313
2016-12-09,1028.6,363
2016-12-10,1029.1,339
2016-12-11,1023.9,311
2016-12-12,1024.3,461
2016-12-13,1030.9,371
2016-12-14,1033.1,385
2016-12-15,1034.3,364
2016-12-16,1027.1,372
2016-12-17,1023.0,354
2016-12-18,1024.1,343
2016-12-19,1026.1,446
2016-12-20,1028.0,388
2016-12-21,1024.9,369
2016-12-22,1025.4,388
2016-12-23,1031.4,421
2016-12-24,1030.4,356
2016-12-25,1028.8,295
2016-12-26,1032.3,356
2016-12-27,1035.1,350
2016-12-28,1035.1,340
2016-12-29,1035.6,383
2016-12-30,1029.8,407
2016-12-31,1027.4,322
2017-01-01,1024.9,249
2017-01-02,1026.7,332
2017-01-03,1023.8,387
2017-01-04,1025.5,307
2017-01-05,1029.1,348
2017-01-06,1025.4,372
2017-01-07,1022.7,272
2017-01-08,1024.2,245
2017-01-09,1026.7,364
2017-01-10,1030.6,344
2017-01-11,1025.8,305
2017-01-12,1021.4,274
2017-01-13,1027.5,296
2017-01-14,1033.8,259
2017-01-15,1031.6,242
2017-01-16,1031.3,336
2017-01-17,1031.6,281
2017-01-18,1031.2,278
2017-01-19,1032.3,285
2017-01-20,1033.5,261
2017-01-21,1032.7,205
2017-01-22,1035.4,229
2017-01-23,1034.8,306
2017-01-24,1035.8,280
2017-01-25,1029.9,302
2017-01-26,1026.5,275
2017-01-27,1028.6,137
2017-01-28,1020.8,163
2017-01-29,1030.7,177
2017-01-30,1036.1,234
2017-01-31,1031.3,213
2017-02-01,1036.9,218
2017-02-02,1030.0,246
2017-02-03,1023.2,324
2017-02-04,1019.7,319
2017-02-05,1022.4,237
2017-02-06,1031.1,334
2017-02-07,1029.4,259
2017-02-08,1030.2,268
2017-02-09,1029.2,263
2017-02-10,1031.1,214
2017-02-11,1029.4,198
2017-02-12,1027.6,166
2017-02-13,1032.5,287
2017-02-14,1030.6,205
2017-02-15,1018.0,237
2017-02-16,1019.9,220
2017-02-17,1029.9,206
2017-02-18,1019.3,200
2017-02-19,1011.2,148
2017-02-20,1031.8,277
2017-02-21,1027.3,189
2017-02-22,1026.2,155
2017-02-23,1029.7,225
2017-02-24,1026.4,204
2017-02-25,1024.3,210
2017-02-26,1026.1,164
2017-02-27,1022.7,230
2017-02-28,1018.2,252
2017-03-01,1024.9,211
2017-03-02,1020.1,189
2017-03-03,1014.5,233
2017-03-04,1016.3,179
2017-03-05,1023.1,186
2017-03-06,1020.9,291
2017-03-07,1024.0,237
2017-03-08,1019.5,173
2017-03-09,1016.6,221
2017-03-10,1017.9,229
2017-03-11,1018.8,186
2017-03-12,1025.3,164
2017-03-13,1027.5,291
2017-03-14,1027.4,261
2017-03-15,1023.5,241
2017-03-16,1021.1,249
2017-03-17,1021.5,238
2017-03-18,1024.3,212
2017-03-19,1022.5,181
2017-03-20,1022.7,270
2017-03-21,1023.3,210
2017-03-22,1020.9,245
2017-03-23,1023.5,186
2017-03-24,1021.4,226
2017-03-25,1022.5,184
2017-03-26,1022.7,177
2017-03-27,1021.3,240
2017-03-28,1022.2,215
2017-03-29,1021.7,241
2017-03-30,1023.8,237
2017-03-31,1025.2,238
2017-04-01,1018.3,201
2017-04-02,1018.5,172
2017-04-03,1018.1,163
2017-04-04,1014.8,175
2017-04-05,1012.9,316
2017-04-06,1012.5,256
2017-04-07,1012.9,236
2017-04-08,1017.8,197
2017-04-09,1018.8,181
2017-04-10,1012.6,263
2017-04-11,1017.2,192
2017-04-12,1016.2,277
2017-04-13,1009.6,204
2017-04-14,1007.9,221
2017-04-15,1011.0,212
2017-04-16,1009.5,174
2017-04-17,1001.2,269
2017-04-18,1006.5,219
2017-04-19,1010.0,252
2017-04-20,1011.1,235
2017-04-21,1016.0,216
2017-04-22,1012.3,212
2017-04-23,1008.9,187
2017-04-24,1013.3,283
2017-04-25,1021.0,241
2017-04-26,1022.3,214
2017-04-27,1015.0,240
2017-04-28,1007.6,248
2017-04-29,1005.3,194
2017-04-30,1008.4,166
2017-05-01,1013.7,150
2017-05-02,1015.8,230
2017-05-03,1014.9,200
2017-05-04,1015.2,199
2017-05-05,1018.3,214
2017-05-06,1016.5,213
2017-05-07,1013.2,172
2017-05-08,1009.6,248
2017-05-09,1008.3,253
2017-05-10,1007.6,229
2017-05-11,1008.1,182
2017-05-12,1003.7,211
2017-05-13,1010.4,189
2017-05-14,1014.5,185
2017-05-15,1013.8,237
2017-05-16,1007.8,238
2017-05-17,1006.8,199
2017-05-18,1009.0,218
2017-05-19,1009.9,210
2017-05-20,1009.2,214
