"Trace 0, x","Trace 0, y","Trace 0, z","Trace 1, x","Trace 1, y","Trace 1, z","Trace 2, x","Trace 2, y","Trace 2, z","Trace 3, x","Trace 3, y","Trace 3, z","Trace 4, x","Trace 4, y","Trace 4, z","Trace 5, x","Trace 5, y","Trace 5, z","Trace 6, x","Trace 6, y","Trace 6, z","Trace 7, x","Trace 7, y","Trace 7, z"
2.0000119294,67.7099527169,11.4026008619,19.1990748654,2.0903815847,7.585224411,10.3441145563,18.2687256722,13.707621084,15.3643516368,74.5286166982,5.7851896214,,,,,,,,,,,,
4.0394809169,28.249841209,3.8507751694,20.8695195886,4.9485546204,9.7603173735,8.7361846004,24.707841813,10.855692711,15.7405761302,71.3190009333,1.0442990362,,,,,,,,,,,,
1.8787832329,39.7579521017,7.6772725971,17.532239227,7.1886759924,6.7585134881,8.2994240075,29.5680054792,2.2230623733,16.3799883329,63.5875182268,0.4114298097,,,,,,,,,,,,
3.5792869897,43.1073042969,1.0471479669,17.6614730622,0.7003881016,4.5702048148,9.9912134328,18.3155957556,11.5818218831,16.2260768059,67.9469589693,-1.361688428,,,,,,,,,,,,
3.6358937393,50.1839330397,7.1271638601,18.0335602743,18.6532877425,7.7914084398,9.3414922055,24.1423753907,9.7702770551,15.3410973852,87.6322628237,1.8718919008,,,,,,,,,,,,
2.2843791945,51.509062988,2.1880790177,20.7164885293,7.0793059857,10.8627770218,8.4854327214,18.6312949494,17.0876358922,13.8057461333,79.5190636033,2.650649821,,,,,,,,,,,,
2.0895411946,46.452136295,1.2835361021,19.7024959869,1.3718720421,10.1509164922,9.0007419784,23.6954954688,8.4101846143,15.4171772786,70.551080381,-5.1087021933,,,,,,,,,,,,
4.3462252307,51.8894992951,7.1806322933,21.0871600423,1.1454390235,5.2150932814,7.4800857838,33.3297975663,7.8499674335,12.5867366857,76.3909801642,1.0833270353,,,,,,,,,,,,
0.6111242063,61.0761275735,4.460370951,19.4683308704,13.7958975043,7.8240991006,10.8527777334,16.4346155338,5.0749539289,13.4791368069,77.1698720799,0.274591345,,,,,,,,,,,,
0.8193437056,54.4268733586,3.3475902328,20.8781467007,10.7345571658,13.1526923445,9.5225768561,31.647556486,7.6331191488,14.1026028923,79.8995721,2.046131145,,,,,,,,,,,,
1.7519924983,58.7659917946,4.7626659347,23.1421079819,-9.0569264699,11.7859409715,8.3667195108,26.7011404159,11.2481470574,13.7651454866,82.5935249842,-4.8681153899,,,,,,,,,,,,
1.8153492601,46.4114088497,4.0718608881,19.6316096786,11.6310858431,4.4492405502,8.0330741571,27.2407306721,5.9497691564,17.1954714237,62.3700133961,1.7954933425,,,,,,,,,,,,
2.7974054219,43.3276863075,8.1006868665,20.0227422485,8.8293675478,7.0981648456,10.7952775487,8.4908475067,9.8847158278,15.364916889,72.7032090428,3.7953553958,,,,,,,,,,,,
0.4902191097,53.575358214,6.1934755202,20.9283006427,8.4681228679,-5.1712779874,8.874810332,30.0153890114,3.7538944347,14.6000163922,81.4095187797,-4.0968486372,,,,,,,,,,,,
2.4724304365,61.5478064578,6.6665581929,20.6268108564,4.315658989,3.7922893194,9.3963438422,28.1085085326,14.547772309,15.5909892671,69.638191099,-4.802320215,,,,,,,,,,,,
0.7937072757,45.3693305929,12.7550060946,19.4948150797,9.1321072194,5.6034660761,8.1592481588,22.422687549,12.2226488873,,,,,,,,,,,,,,,
-0.3145963078,58.810667867,5.7140165015,22.4635363565,12.6677022422,4.7972050211,9.4111211276,21.1017504251,11.0845576574,,,,,,,,,,,,,,,
0.2226558216,69.8025115247,5.7334544574,20.249724273,-0.9794688122,8.8467919703,9.5149759355,25.5473019796,4.4717269652,,,,,,,,,,,,,,,
0.5817293797,64.6380800878,3.3479088497,19.6909417141,4.8275728222,7.6400520421,8.6344624367,34.7800003476,4.0164343098,,,,,,,,,,,,,,,
-1.249620154,63.3927611942,3.2123647149,18.8205344761,8.7922717587,4.7643717488,8.4737750603,32.0017650327,14.7115816782,,,,,,,,,,,,,,,
0.8864065856,69.2301250427,7.7733756952,19.6372317442,5.3200363957,4.8023500885,7.3264311082,35.7036294127,13.185743503,,,,,,,,,,,,,,,
0.5593791051,53.2614706833,0.6692809309,19.0587396916,1.5667325724,-0.4364736183,9.038688269,25.8486166848,9.3126733918,,,,,,,,,,,,,,,
0.9429975025,49.5466436834,11.2262767675,20.0844026145,-15.0072844252,11.5366834183,7.8804514674,22.17053752,13.1120745644,,,,,,,,,,,,,,,
3.0676852409,67.0192379458,4.2989303345,16.6336064055,7.9796848026,2.1758786458,9.7729936916,22.9510727631,8.1206967073,,,,,,,,,,,,,,,
2.8780886093,46.2408746098,7.3816415283,17.7571440891,17.4767922467,2.3660572851,8.9868551421,32.459149958,4.9289263503,,,,,,,,,,,,,,,
1.7681434622,39.723329643,5.0280796418,22.588234023,-5.5153362835,10.4394699944,10.4390913115,19.5416783887,9.67806597,,,,,,,,,,,,,,,
2.2666306612,52.367886358,-1.290897319,20.7304046163,-7.7852480268,2.5788798566,8.6031826002,26.3436792488,12.0003900078,,,,,,,,,,,,,,,
0.7026648016,49.1670127951,2.4334793213,20.50497344,6.2492062011,4.1280795803,8.8687143088,35.1715067052,9.8890035196,,,,,,,,,,,,,,,
1.8455413213,52.4127669812,3.7498626212,19.5892824824,-0.0396976389,5.2961714321,10.1674089542,24.9952219205,12.8053057997,,,,,,,,,,,,,,,
1.249060811,52.2278587165,5.5730103616,19.186985971,13.5091449671,7.9062912781,7.9784064656,19.9515026351,8.1819022819,,,,,,,,,,,,,,,
1.086061408,58.5692030636,1.3544832183,22.0795850125,-3.860491623,-1.9324274064,9.8427085651,21.1504445428,9.1550093924,,,,,,,,,,,,,,,
0.1014776221,28.185367766,6.1379061366,18.2562208457,5.1473354742,5.5851656624,9.4026404586,22.0488587058,11.9585004103,,,,,,,,,,,,,,,
3.4312077573,45.4591076962,3.5271555232,18.0732040595,7.5131706494,3.1087277767,8.2402458891,25.1220627697,9.9878208206,,,,,,,,,,,,,,,
2.7779627139,39.2711581916,6.8056650083,20.8399628726,4.1949028708,4.8077358885,9.2898654818,17.0639827571,6.5471460378,,,,,,,,,,,,,,,
-0.0928373365,37.9169049618,3.2309065451,20.6183400472,2.6742939259,4.2669490241,7.6351628476,19.4804506803,16.9807208656,,,,,,,,,,,,,,,
2.0874016326,50.6296605097,3.4165400909,20.1623248338,-5.2160629835,11.5966846196,9.7461916248,15.8643380687,8.4507024335,,,,,,,,,,,,,,,
2.6365454682,46.1654608999,-4.0446797008,19.9870938865,5.4204290603,8.8633191786,9.0040122391,30.2972281844,2.1576279864,,,,,,,,,,,,,,,
0.8492804734,52.0736191057,-1.0271341692,21.4784037109,2.8239362041,6.0218975506,8.3356593767,21.7113160496,9.5404265789,,,,,,,,,,,,,,,
4.8642567413,59.8298393044,-1.8093462057,18.1144319737,8.3639102914,6.1859286437,10.3952136437,16.1004111428,6.4145078886,,,,,,,,,,,,,,,
3.3227632119,45.3602248796,3.3344929082,19.6370996044,1.770168105,13.5052422743,10.2191785715,16.983211696,10.4948860438,,,,,,,,,,,,,,,
0.5526285371,50.0650181971,5.4010957925,20.9275917817,-4.9457854209,5.9192449744,10.1572405175,25.7393541848,9.6283069338,,,,,,,,,,,,,,,
1.8364442221,50.532052918,-3.8225977484,21.2052530227,-6.2935682753,10.863113629,7.1970506297,30.6639638973,9.7183343948,,,,,,,,,,,,,,,
0.8959510215,57.2927762027,4.8353307106,18.9175430223,15.8265942148,5.5253788521,10.4523477116,20.3582868675,8.3020009911,,,,,,,,,,,,,,,
2.0954653977,47.3559434828,-0.616399885,18.9059340745,11.0439406417,6.3423447442,9.0629606894,33.450722153,9.6912180946,,,,,,,,,,,,,,,
1.4862859577,49.3748409402,2.3613849163,17.6626217066,11.8587994662,5.1728563349,10.6528653382,14.3948910938,11.9581177909,,,,,,,,,,,,,,,
3.3077854825,51.6957058463,7.739018456,21.5232314227,-6.9671866309,2.2659690994,9.3853040843,26.8769356844,6.6934151023,,,,,,,,,,,,,,,
0.9782749902,51.3539519791,5.998765579,21.2397583509,2.409761664,8.9510120663,8.4155634637,32.4033933774,7.6075330704,,,,,,,,,,,,,,,
2.0566443699,57.6333129497,3.1525038527,17.9491633506,19.5013645519,6.6140136187,8.3782757887,27.4637463196,12.3350088494,,,,,,,,,,,,,,,
0.7252884768,74.4967191597,0.5909698653,21.961406065,3.482795244,7.3055050327,8.2103394216,29.6478665001,9.6100342966,,,,,,,,,,,,,,,
2.3181600726,47.1172378945,11.0478194376,18.6386729944,12.8447286748,4.7281555898,10.571965322,10.1821300331,1.9251071299,,,,,,,,,,,,,,,
1.1047179271,48.1017813114,2.6725752476,18.1202533762,6.9679970255,6.9456010055,8.0005213966,33.4442495072,9.3034680153,,,,,,,,,,,,,,,
-1.1030597995,57.2080282829,1.0541284823,21.4289762931,4.0207786839,8.931734527,9.443512703,33.0179012507,2.8774795996,,,,,,,,,,,,,,,
1.0172536371,70.8190758129,2.8632194377,20.1212015635,15.0209265847,2.6406354583,8.5069587835,25.7559475922,7.1706801958,,,,,,,,,,,,,,,
2.0881492687,47.4227876299,4.5835189012,20.0843745164,13.6735709548,6.3427899005,9.0327324409,34.2879871767,8.2863306993,,,,,,,,,,,,,,,
4.9662501754,15.5999324229,-5.030414609,21.2980592548,6.3749741186,9.6253939367,9.6464553609,25.2862006625,14.2706192515,,,,,,,,,,,,,,,
1.2473406667,48.9859676527,4.2709609877,20.0036012095,3.8777468631,0.9053103731,9.6849785459,19.7250967705,5.0930304947,,,,,,,,,,,,,,,
1.4502892288,44.4266091066,0.2442586423,20.7645140965,5.7872083364,6.533507471,9.2593700164,11.1313830146,8.3323065092,,,,,,,,,,,,,,,
2.06903368,34.036933117,0.0433788075,19.2760987823,17.0952591714,7.6918834418,9.0397502912,28.2124581701,4.8590732111,,,,,,,,,,,,,,,
3.3527639706,51.1469332023,-0.0727485783,19.0177255336,1.1786710097,8.2530725393,9.565777523,24.3404685041,9.0574697462,,,,,,,,,,,,,,,
1.0842058882,60.7886513127,4.3898680999,19.8007462816,-0.4070653626,7.8172101121,9.5596327671,30.2139569546,11.3401816327,,,,,,,,,,,,,,,
0.5327324009,68.7336661354,9.0250422579,20.3977616005,11.3887355957,11.0741271391,9.0553538753,26.1854573719,8.1748738034,,,,,,,,,,,,,,,
3.0381548528,56.7428201553,6.7222311454,21.4870576193,10.0569163978,3.8140008696,8.5483415651,19.4155988277,9.6468100254,,,,,,,,,,,,,,,
3.032488872,71.8384036227,2.7001295787,20.4986813356,0.1438176357,5.095637406,9.4579090647,19.3337475288,10.3457122944,,,,,,,,,,,,,,,
2.3023361501,52.416295678,4.818212135,18.2616004715,8.016485622,2.3529301307,8.8633367912,27.7122170169,8.5870015445,,,,,,,,,,,,,,,
2.9796996715,49.6187213302,5.5457260013,20.7414512372,0.8439602048,4.5594935128,10.3902299113,21.5819429131,11.5565890485,,,,,,,,,,,,,,,
-0.8392454789,61.0599745336,4.3078723107,19.7157751425,10.927874378,5.8651765815,8.6998975686,25.2761782131,10.7575688554,,,,,,,,,,,,,,,
1.7368963586,53.9475800226,9.7418805406,21.5595270705,14.4348502389,1.8251322667,8.2304616056,29.937169203,16.8643879281,,,,,,,,,,,,,,,
2.7198853185,52.4242976626,7.8517618176,20.5548515721,-3.6288672833,-2.5052941306,10.0077929945,20.228826569,11.8745100436,,,,,,,,,,,,,,,
-0.3991700008,37.6768495161,5.5122918456,19.6522613453,-3.1280531336,5.2846556945,8.6180386189,24.8514837622,9.8148948727,,,,,,,,,,,,,,,
-0.6406481922,52.2295314577,5.0643730634,19.0138910574,23.884552682,1.953258414,8.5164456942,26.9772146612,16.8858251262,,,,,,,,,,,,,,,
1.853331677,52.224419407,-7.1641569092,19.1757864032,5.7790549375,5.2342002859,6.7494841271,30.7913066754,12.1285347837,,,,,,,,,,,,,,,
3.0900011624,44.2028647775,-0.3931973905,19.6147520016,9.9590628914,5.1363527986,8.4946545187,22.0209341205,7.3016002649,,,,,,,,,,,,,,,
1.7800855513,47.3579126462,0.9283083726,19.6215232136,0.6153403253,4.8847132647,10.339709072,23.7736509501,4.5363736989,,,,,,,,,,,,,,,
3.2425087265,64.9840370431,2.710971019,21.8245790556,-2.9750024019,6.5273722379,9.5560076207,25.6885568144,3.8522902152,,,,,,,,,,,,,,,
4.7777930914,50.932647078,3.1388131466,20.2366144417,-10.3712400174,9.3437842311,10.3290817686,15.7614855598,13.6473763634,,,,,,,,,,,,,,,
1.4367885555,34.3405563286,6.776388719,,,,8.2548798567,34.8307007792,13.0791974743,,,,,,,,,,,,,,,
2.812547922,63.458146902,8.5382507312,,,,6.9744667412,30.2437062897,6.4610974107,,,,,,,,,,,,,,,
1.8229758771,59.7564225164,3.2992619712,,,,8.8734431384,29.0051572733,8.8011813234,,,,,,,,,,,,,,,
3.1256725014,40.8285864672,3.4762885258,,,,8.5966970305,21.4160806549,4.7633837397,,,,,,,,,,,,,,,
1.984805895,78.055507625,3.7005057701,,,,10.3330694427,17.0378665088,10.005350649,,,,,,,,,,,,,,,
8.49878137,23.6752165826,5.8321680294,,,,8.9756394346,28.362727922,3.235860027,,,,,,,,,,,,,,,
2.0629627644,55.1745913611,8.0916029341,,,,8.2767800197,28.2657275209,12.3216340244,,,,,,,,,,,,,,,
-0.5761153631,67.4002030525,7.7290369379,,,,8.8157053677,24.7156221114,2.8517571295,,,,,,,,,,,,,,,
-0.13107789,46.1881198901,-1.0366260781,,,,10.7863357672,20.8749024436,5.5242726237,,,,,,,,,,,,,,,
2.174088613,58.6864290502,1.8720521856,,,,8.232560306,27.0072511238,18.3480975347,,,,,,,,,,,,,,,
3.9851006775,56.3439095277,3.2651426512,,,,8.3150912862,16.9237487976,7.5423943982,,,,,,,,,,,,,,,
1.3449273865,44.268352232,7.6685097841,,,,8.3263838416,23.4482415291,17.042435982,,,,,,,,,,,,,,,
3.7013467701,70.2780873386,0.9939459778,,,,7.6580524956,30.998796586,12.1554060945,,,,,,,,,,,,,,,
1.4900954432,43.5780953473,12.6157543984,,,,8.8821907664,34.0108674919,12.3367298839,,,,,,,,,,,,,,,
2.3847307341,24.0538723257,2.6192458568,,,,9.8886152832,15.0959016516,6.3333353778,,,,,,,,,,,,,,,
1.0908026692,44.6397523159,8.8104917012,,,,8.859613328,30.9689238644,3.152009752,,,,,,,,,,,,,,,
2.0083005223,41.4440659141,3.1466259813,,,,10.1459676633,19.9720668916,9.1663315181,,,,,,,,,,,,,,,
1.9261061538,40.9424542958,1.4531891655,,,,8.2835402467,30.7451637895,3.7419130428,,,,,,,,,,,,,,,
4.9753650339,54.353872316,-4.7113527208,,,,7.0323162668,37.3573104823,5.5467159599,,,,,,,,,,,,,,,
0.0361162367,63.9641725328,0.7881696907,,,,8.4563174307,27.4470974143,9.1589963092,,,,,,,,,,,,,,,
1.9170003192,68.1239138575,9.3219231124,,,,11.4695845065,7.5853873156,9.6865602394,,,,,,,,,,,,,,,
3.4328761944,52.6475330094,1.7681595703,,,,9.2964408721,29.0405065656,10.0746278717,,,,,,,,,,,,,,,
5.8140812001,21.5120773143,2.4050272697,,,,8.7613464482,30.4855783338,2.789523054,,,,,,,,,,,,,,,
1.4753565019,59.207950234,3.3011067298,,,,9.2890034373,24.5461365705,7.0387755993,,,,,,,,,,,,,,,
-0.0019623261,52.1731804488,0.5382817509,,,,8.9413291713,30.0381348539,13.5889574051,,,,,,,,,,,,,,,
2.104420754,43.5363432381,5.339951977,,,,8.3032128444,31.538494731,8.9202022236,,,,,,,,,,,,,,,
-0.3697622503,60.9388175126,-8.1336695158,,,,9.2720673859,29.7184428247,5.7785965993,,,,,,,,,,,,,,,
2.6514867568,52.3221648614,9.015863349,,,,9.6592780009,30.3593530968,2.7442880155,,,,,,,,,,,,,,,
0.8441755696,58.0074913808,-2.0817706919,,,,9.3122431684,26.0889783168,3.6060914926,,,,,,,,,,,,,,,
4.0441623561,52.1338868621,-0.0034863476,,,,8.0592042585,24.990275777,6.1543273642,,,,,,,,,,,,,,,
2.0617811258,41.0269866665,2.018410258,,,,6.5541185019,42.1885181181,18.5333905123,,,,,,,,,,,,,,,
0.901703748,61.9632558679,-2.0332153719,,,,9.3947111107,30.2863682964,3.412707822,,,,,,,,,,,,,,,
1.5408310415,38.6667659767,1.0889281597,,,,9.484550617,18.1263390829,6.9619877964,,,,,,,,,,,,,,,
2.96940355,39.6320489606,8.3282763374,,,,10.636251111,13.7280181836,16.2347054447,,,,,,,,,,,,,,,
0.2309080429,36.2300654843,6.7006012791,,,,11.2349500613,8.7920385563,6.3223906293,,,,,,,,,,,,,,,
2.6930891727,39.9033179583,4.4650372558,,,,8.779267587,32.738872572,6.651401704,,,,,,,,,,,,,,,
1.3616656387,52.4310576087,0.0311600422,,,,10.4581845055,17.6544750098,12.3738536751,,,,,,,,,,,,,,,
3.8577143134,49.4852577019,1.4654247941,,,,8.9632385249,28.6209499916,11.2458929747,,,,,,,,,,,,,,,
2.4310956168,62.8490998991,-2.3909951092,,,,9.794009148,17.2051403493,11.273431251,,,,,,,,,,,,,,,
1.1322476455,41.3084783611,1.4816494572,,,,7.6180990104,31.4005480106,6.3246383486,,,,,,,,,,,,,,,
-0.5274669089,51.2664970618,1.6426007695,,,,10.9106105815,13.006402634,10.1479282531,,,,,,,,,,,,,,,
4.1751703423,19.0688580976,9.6571763698,,,,9.0877070174,27.240158293,6.0096851166,,,,,,,,,,,,,,,
2.431076323,48.6062003007,4.2951185066,,,,8.2680599222,29.8562291299,9.392558194,,,,,,,,,,,,,,,
3.7438891478,40.6887445335,0.7592868684,,,,9.4891254421,12.0886023131,12.6416359875,,,,,,,,,,,,,,,
2.3049112634,56.1567197097,9.4081471343,,,,8.7692244891,27.3195848257,7.4435540921,,,,,,,,,,,,,,,
1.7759929647,52.3919022822,4.1534204105,,,,9.7284237381,15.5774271433,8.2604248348,,,,,,,,,,,,,,,
2.7269218993,64.1197433288,-1.288228575,,,,8.8043691951,33.7172504667,5.8253984942,,,,,,,,,,,,,,,
2.2433521579,52.4948330893,7.1329315231,,,,7.5992724402,24.7440703455,-1.3878493766,,,,,,,,,,,,,,,
4.2761155605,26.6464810813,3.8814041542,,,,10.5051437513,18.031437123,8.331232427,,,,,,,,,,,,,,,
1.1379224743,41.1379402225,1.9421303585,,,,9.424502268,21.1049701234,7.0974215529,,,,,,,,,,,,,,,
2.735143744,41.2205861409,-0.4339260966,,,,9.2555723672,23.9191402002,3.7364845804,,,,,,,,,,,,,,,
5.1094645062,30.8847480837,-1.5944840585,,,,9.1318897333,34.6221040378,12.8938855661,,,,,,,,,,,,,,,
3.6210406929,58.0933719584,4.7580976405,,,,10.0258061958,22.4299398449,7.9260537204,,,,,,,,,,,,,,,
0.6766780554,63.4431039759,6.009760496,,,,8.3873237947,28.8491532418,11.4509735741,,,,,,,,,,,,,,,
4.1090546905,31.1083637863,-1.3765633948,,,,8.6452535325,27.1626149595,5.5460075054,,,,,,,,,,,,,,,
4.2012113733,35.3769452417,5.7809574534,,,,9.6548642426,28.4131087733,6.7495699332,,,,,,,,,,,,,,,
1.0634723513,70.9583407646,6.6460487921,,,,9.3629634534,23.0908767267,4.0766217932,,,,,,,,,,,,,,,
3.0063925661,54.5650185411,-2.6547678589,,,,8.8264872228,25.3548308502,14.1499587253,,,,,,,,,,,,,,,
3.5756389544,40.0751878145,-4.8496878624,,,,9.2818163236,19.7503742835,8.8258285835,,,,,,,,,,,,,,,
1.7613682691,57.3178313731,-7.1355476189,,,,10.7456180222,18.5340095501,1.9441315675,,,,,,,,,,,,,,,
1.3025564059,52.7529582769,-7.4571759806,,,,6.4750500851,35.6608082806,13.196739073,,,,,,,,,,,,,,,
3.487302154,41.980173684,4.6448410281,,,,8.5731279494,22.8347365473,0.2012163095,,,,,,,,,,,,,,,
2.1639891544,36.9270183124,-3.5708629241,,,,9.0591074115,24.5049118689,7.5137138681,,,,,,,,,,,,,,,
0.771477413,61.0125491777,-2.0200100077,,,,10.1290230296,17.0497453987,13.439053464,,,,,,,,,,,,,,,
2.634867943,52.4302234752,4.5510180033,,,,8.3291323209,31.9062444104,6.9772037756,,,,,,,,,,,,,,,
1.3956352313,39.3999319607,6.8008007853,,,,9.2399625562,25.0734912458,1.523626165,,,,,,,,,,,,,,,
1.6588800775,45.8746805232,2.9498385643,,,,10.6903327402,17.240714801,7.3795979659,,,,,,,,,,,,,,,
3.3820246996,55.2190667263,9.100768373,,,,9.6522612956,17.4569047369,11.4944301851,,,,,,,,,,,,,,,
2.1380433477,58.2318840749,2.5750823332,,,,10.0441642743,21.936578541,15.4720923179,,,,,,,,,,,,,,,
-0.9797797756,30.5854569512,-0.5483916599,,,,9.4303648735,27.0053682811,10.0589689828,,,,,,,,,,,,,,,
1.7937429593,53.8683030379,3.3733355555,,,,8.6059576725,37.7378125984,5.5173645451,,,,,,,,,,,,,,,
2.5262179255,53.5019282226,1.3021331351,,,,7.3568000945,42.7890953507,10.1544732003,,,,,,,,,,,,,,,
1.5070618178,58.3190033073,5.0492276773,,,,9.0191353836,33.6674793904,8.4195079797,,,,,,,,,,,,,,,
0.9914137984,49.382481588,2.0698375201,,,,9.8080459619,12.1365601666,10.0607091093,,,,,,,,,,,,,,,
1.5562375164,57.8910430452,5.9062768708,,,,10.1646030804,19.4317576772,13.8008088859,,,,,,,,,,,,,,,
0.1921309628,59.0390155177,9.1214245228,,,,9.3251380555,27.2193726559,10.810174567,,,,,,,,,,,,,,,
0.6971516692,43.0216179169,2.5886400719,,,,9.4472101725,17.8404559084,9.9202640102,,,,,,,,,,,,,,,
2.2773315599,52.4232539521,5.538258363,,,,9.1343934444,25.29601563,3.9950475402,,,,,,,,,,,,,,,
-1.2599959928,69.0483433952,6.4957711313,,,,8.5080440975,24.033022974,8.0446098159,,,,,,,,,,,,,,,
1.840474837,52.599982846,1.3794340617,,,,8.0897034593,20.0236615168,11.4456996711,,,,,,,,,,,,,,,
1.185463813,39.3589529508,1.8117897339,,,,9.8464947055,19.3154264269,7.1161032748,,,,,,,,,,,,,,,
1.8065899281,46.4169066989,-1.2389313329,,,,7.3211911068,26.0309498144,15.9904185042,,,,,,,,,,,,,,,
5.7560096274,32.9194807256,10.5291103616,,,,9.2309208724,23.5269552355,12.7814914527,,,,,,,,,,,,,,,
1.6034113943,51.8052013814,2.1997618082,,,,9.0229195142,17.8180164437,3.2561535875,,,,,,,,,,,,,,,
1.701692367,62.1462752064,4.2610661585,,,,9.9803732016,16.6406683175,6.9084050169,,,,,,,,,,,,,,,
4.1279384494,38.130411239,1.9137265422,,,,9.9891681873,26.3644853123,5.9438072152,,,,,,,,,,,,,,,
3.4087609721,45.5230073303,2.4921910524,,,,6.9269951518,28.7156696489,11.5333979044,,,,,,,,,,,,,,,
2.0203870546,60.1302889728,5.0544671154,,,,6.8274823015,32.0809786907,7.8347412516,,,,,,,,,,,,,,,
2.4055530241,63.200093935,5.9142683662,,,,9.3553186892,25.6203680934,1.3134007691,,,,,,,,,,,,,,,
3.779596168,49.8051473802,9.5206771478,,,,8.8214997447,27.174693227,16.4366609025,,,,,,,,,,,,,,,
