"Exchange Deposit Amount(Token), x; Exchange Withdraw Amount(Token), x; Exchange Remain Amount(Token), x","Exchange Deposit Amount(Token), y","Exchange Withdraw Amount(Token), y","Exchange Remain Amount(Token), y","Price(USD), x; Trading Volume(Token), x","Price(USD), y","Trading Volume(Token), y"
2017-12-29 03:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 03:04:42,1.00966,134470019.61056197
2017-12-29 04:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 03:19:40,1.04284,134531663.5341951
2017-12-29 05:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 03:34:41,1.05374,134546472.5643897
2017-12-29 06:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 03:49:40,1.07757,133753723.6560038
2017-12-29 07:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 04:04:39,1.05343,133752598.653921
2017-12-29 08:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 04:19:38,1.04931,133736455.38496727
2017-12-29 09:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 04:34:38,1.02367,133018453.21246104
2017-12-29 10:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 04:49:38,1.00054,132643372.57880744
2017-12-29 11:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 05:04:39,1.01662,132414274.75359523
2017-12-29 12:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 05:19:39,1.01953,132090276.8922935
2017-12-29 13:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 05:34:38,0.949681,134662060.20758548
2017-12-29 14:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 05:49:40,0.964228,135375658.03938487
2017-12-29 15:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 06:04:40,0.992267,134799403.78950423
2017-12-29 16:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 06:19:40,0.989468,134962424.25222442
2017-12-29 17:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 06:34:41,1.00883,134285261.14409763
2017-12-29 18:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 06:49:41,1.02081,133067857.87756781
2017-12-29 19:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 07:04:48,1.04118,132639889.35630727
2017-12-29 20:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 07:19:51,1.08064,131087133.55048859
2017-12-29 21:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 07:34:51,1.07619,131105102.2588948
2017-12-29 22:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 07:49:52,1.05334,130521958.72178026
2017-12-29 23:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 08:04:54,1.04965,130071928.73815082
2017-12-30,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 08:19:56,1.04681,129788595.82923357
2017-12-30 01:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 08:34:54,1.04839,129863886.53077577
2017-12-30 02:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 08:49:53,1.09663,129117386.90351349
2017-12-30 03:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 09:04:55,1.0865,129307869.30510814
2017-12-30 04:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 09:20:09,1.06053,129599351.26776235
2017-12-30 05:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 09:35:08,1.04525,130584070.79646018
2017-12-30 06:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 09:50:07,1.02721,130764887.41347924
2017-12-30 07:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 10:05:12,0.975824,130928323.1402384
2017-12-30 08:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 10:20:13,0.962176,129634287.28216043
2017-12-30 09:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 10:35:13,0.946183,129060657.39925575
2017-12-30 10:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 10:50:16,0.953608,127775773.6931737
2017-12-30 11:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 11:05:13,0.971344,124743654.15342042
2017-12-30 12:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 11:20:07,0.951683,122997889.00295582
2017-12-30 13:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 11:35:11,0.909639,123112575.4282743
2017-12-30 14:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 11:50:13,0.915994,122006257.68291059
2017-12-30 15:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 12:05:05,0.935313,121342267.24101986
2017-12-30 16:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 12:20:03,0.942584,120778625.56546685
2017-12-30 17:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 12:35:09,0.941268,121538180.41195494
2017-12-30 18:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 12:49:55,0.922087,121411537.08923344
2017-12-30 19:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 13:04:58,0.939992,120497834.02411935
2017-12-30 20:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 13:19:55,0.966046,119784151.06527019
2017-12-30 21:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 13:34:59,0.980033,119099050.74625038
2017-12-30 22:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 13:49:55,0.978472,118446925.41023146
2017-12-30 23:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 14:04:58,0.999767,118241550.28121553
2017-12-31,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 14:20:01,1.00694,117925596.3612529
2017-12-31 01:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 14:35:07,1.02788,117567225.74619606
2017-12-31 02:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 14:50:12,1.047,116419293.21872017
2017-12-31 03:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 15:05:04,1.09805,116770638.85979691
2017-12-31 04:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 15:20:10,1.11366,116144065.51371154
2017-12-31 05:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 15:35:15,1.05279,116342290.48528197
2017-12-31 06:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 15:50:13,1.08557,116228340.87161584
2017-12-31 07:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 16:08:48,1.06949,115852415.63735986
2017-12-31 08:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 16:23:05,1.06617,115792978.60566325
2017-12-31 09:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 16:34:37,1.04104,116235687.38953355
2017-12-31 10:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 16:49:36,1.0457,114583532.56192024
2017-12-31 11:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 17:04:36,1.02071,114398800.83471309
2017-12-31 12:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 17:19:46,1.02359,113699821.21747966
2017-12-31 13:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 17:34:52,1.02215,112953089.07694566
2017-12-31 14:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 17:49:55,1.01316,112243870.66208693
2017-12-31 15:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 18:04:53,1.01618,111259816.17429982
2017-12-31 16:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 18:19:56,1.00004,111029558.8176473
2017-12-31 17:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 18:34:57,1.00431,111102149.73464368
2017-12-31 18:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 18:49:56,1.01803,110205003.78181389
2017-12-31 19:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 19:04:54,1.01094,109489188.28021446
2017-12-31 20:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 19:19:56,0.984939,109350934.42335008
2017-12-31 21:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 19:34:52,1.00555,108447118.49236737
2017-12-31 22:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 19:49:51,1.00393,107683802.65556364
2017-12-31 23:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 20:04:52,0.999428,107244343.76463337
2018-01-01,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 20:19:44,1.02931,106950287.08552332
2018-01-01 01:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 20:34:45,1.02305,107135526.1228679
2018-01-01 02:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 20:49:44,1.0197,106641168.97126605
2018-01-01 03:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 21:04:48,1.03138,106521359.73162171
2018-01-01 04:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 21:19:49,1.02818,105996031.82322161
2018-01-01 05:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 21:34:45,1.0137,105157344.38196705
2018-01-01 06:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 21:49:45,1.01347,104977947.05319348
2018-01-01 07:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 22:04:46,1.01084,105453879.94143485
2018-01-01 08:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 22:19:43,0.986507,105964782.81451626
2018-01-01 09:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 22:34:44,1.00118,105250804.05121957
2018-01-01 10:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 22:49:43,1.01267,104733032.47849745
2018-01-01 11:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 23:04:44,1.03855,104941504.98290886
2018-01-01 12:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 23:19:44,1.06682,105044899.79565437
2018-01-01 13:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 23:34:18,1.0493,105962069.95139618
2018-01-01 14:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-24 23:49:17,1.02308,106441334.01102553
2018-01-01 15:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 00:04:18,1.04337,106260482.85842991
2018-01-01 16:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 00:19:18,1.04449,106559181.99312584
2018-01-01 17:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 00:34:18,1.0381,107732395.72295539
2018-01-01 18:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 00:49:17,1.05934,108195669.00145374
2018-01-01 19:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 01:04:17,1.03314,107467526.18231799
2018-01-01 20:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 01:19:17,1.0174,107578140.3577747
2018-01-01 21:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 01:34:18,1.03226,107970860.0546374
2018-01-01 22:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 01:49:18,1.03786,107950012.5257742
2018-01-01 23:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 02:04:19,1.05732,106598759.12684901
2018-01-02,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 02:19:17,1.06337,105671591.26174334
2018-01-02 01:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 02:34:18,1.0703,106323460.71194991
2018-01-02 02:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 02:49:18,1.06426,107364741.69845715
2018-01-02 03:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 03:04:17,1.04568,107228788.92204116
2018-01-02 04:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 03:19:18,1.04806,107621701.04764995
2018-01-02 05:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 03:34:18,1.06021,107584346.49739201
2018-01-02 06:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 03:49:18,1.06279,108209523.98874661
2018-01-02 07:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 04:04:18,1.0496,108472751.52439024
2018-01-02 08:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 04:19:18,1.06628,108955433.84476873
2018-01-02 09:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 04:34:18,1.0835,109496077.5265344
2018-01-02 10:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 04:49:17,1.11701,109670459.53035335
2018-01-02 11:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 05:04:18,1.12636,110454916.72289498
2018-01-02 12:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 05:19:19,1.1253,110552741.49115792
2018-01-02 13:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 05:34:18,1.12128,108814925.79908675
2018-01-02 14:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 05:49:17,1.08107,107295549.77938524
2018-01-02 15:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 06:04:18,1.06021,107450410.7676781
2018-01-02 16:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 06:19:17,1.08958,106047284.27467464
2018-01-02 17:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 06:34:17,1.06882,106076794.97015399
2018-01-02 18:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 06:49:18,1.04235,106499736.17307046
2018-01-02 19:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 07:04:18,1.04618,106875489.87745893
2018-01-02 20:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 07:19:18,1.0598,106389884.88394035
2018-01-02 21:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 07:34:17,1.04316,106554124.00782238
2018-01-02 22:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 07:49:18,1.05824,107019201.69337767
2018-01-02 23:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 08:04:17,1.0528,106411474.16413374
2018-01-03,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 08:19:18,1.0384,106054506.93374422
2018-01-03 01:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 08:34:18,1.03311,106432035.3108575
2018-01-03 02:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 08:49:18,1.0506,106529602.13211499
2018-01-03 03:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 09:04:18,1.05458,105591799.5789793
2018-01-03 04:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 09:19:18,1.04244,105376808.2575496
2018-01-03 05:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 09:34:18,1.05244,105588917.1829273
2018-01-03 06:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 09:49:18,1.03611,105118182.4323672
2018-01-03 07:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 10:04:18,1.02996,105951687.44417259
2018-01-03 08:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 10:19:18,1.0412,107291586.63081062
2018-01-03 09:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 10:34:18,1.04181,108179034.5648439
2018-01-03 10:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 10:49:18,1.04596,109299590.8065318
2018-01-03 11:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 11:04:18,1.04417,109797255.23621632
2018-01-03 12:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 11:19:18,1.03867,110292970.81845053
2018-01-03 13:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 11:34:19,1.04479,109449745.88194756
2018-01-03 14:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 11:49:18,1.07065,109698781.11427636
2018-01-03 15:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 12:04:18,1.06951,110665631.92490019
2018-01-03 16:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 12:19:18,1.07514,111404096.21072605
2018-01-03 17:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 12:34:18,1.09207,111387548.41722599
2018-01-03 18:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 12:49:18,1.10059,111797308.71623403
2018-01-03 19:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 13:04:18,1.09989,113569538.77205902
2018-01-03 20:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 13:19:19,1.0814,114950064.73090439
2018-01-03 21:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 13:34:18,1.07248,116405900.34312993
2018-01-03 22:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 13:49:18,1.0636,118157201.9556224
2018-01-03 23:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 14:04:17,1.03321,118812245.33250743
2018-01-04,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 14:19:18,1.03419,118450188.06989045
2018-01-04 01:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 14:34:18,1.0375,118918554.21686746
2018-01-04 02:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 14:49:18,1.02923,119751659.00721897
2018-01-04 03:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 15:04:19,1.0276,120340599.45504086
2018-01-04 04:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 15:19:18,1.04061,120548524.42317486
2018-01-04 05:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 15:34:17,1.04875,120069606.67461263
2018-01-04 06:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 15:49:17,1.08077,118004755.86850116
2018-01-04 07:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 16:04:18,1.08119,117547332.10629028
2018-01-04 08:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 16:19:18,1.09526,116250022.82563046
2018-01-04 09:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 16:34:18,1.06594,115440831.56650467
2018-01-04 10:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 16:49:18,1.06142,115651674.17233518
2018-01-04 11:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 17:04:18,1.07914,115602238.81980096
2018-01-04 12:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 17:19:18,1.0572,116356413.16685586
2018-01-04 13:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 17:34:19,1.03826,116962995.78140351
2018-01-04 14:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 17:49:18,1.03746,116944267.73080407
2018-01-04 15:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 18:04:18,1.05507,116465258.22931181
2018-01-04 16:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 18:19:37,1.06671,117106805.0360454
2018-01-04 17:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 18:34:22,1.07605,117081919.9851308
2018-01-04 18:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 18:49:17,1.11734,117895179.62303327
2018-01-04 19:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 19:04:18,1.11338,118106127.28807774
2018-01-04 20:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 19:19:18,1.11398,118842349.05474067
2018-01-04 21:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 19:34:18,1.10755,119456457.94772245
2018-01-04 22:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 19:49:18,1.10459,119712291.43845227
2018-01-04 23:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 20:04:18,1.09996,120208916.68787955
2018-01-05,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 20:19:17,1.10209,120686150.85882278
2018-01-05 01:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 20:34:18,1.10709,120457234.73249692
2018-01-05 02:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 20:49:17,1.10135,120680982.43065329
2018-01-05 03:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 21:04:18,1.08268,122055454.98208149
2018-01-05 04:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 21:19:18,1.08131,124230794.1293431
2018-01-05 05:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 21:34:17,1.0869,124442911.03137363
2018-01-05 06:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 21:49:17,1.08533,125468751.4396543
2018-01-05 07:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 22:04:17,1.08372,125560107.77691655
2018-01-05 08:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 22:19:18,1.08636,125008284.54655915
2018-01-05 09:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 22:34:18,1.07538,125643028.51085198
2018-01-05 10:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 22:49:18,1.07095,126930295.53200428
2018-01-05 11:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 23:04:18,1.05811,127669145.93000726
2018-01-05 12:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 23:19:18,1.08021,128167671.10098964
2018-01-05 13:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 23:34:18,1.07176,128730312.7565873
2018-01-05 14:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-25 23:49:18,1.07042,130501111.71315932
2018-01-05 15:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 00:04:19,1.07322,132549710.21784908
2018-01-05 16:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 00:19:19,1.07066,132134384.39840847
2018-01-05 17:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 00:34:18,1.07506,131410339.88800626
2018-01-05 18:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 00:49:18,1.07784,132475135.4560974
2018-01-05 19:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 01:04:18,1.06098,132697129.06935097
2018-01-05 20:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 01:19:18,1.07231,132614635.69303651
2018-01-05 21:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 01:34:18,1.05968,132776876.03804922
2018-01-05 22:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 01:49:18,1.08545,132961444.56216316
2018-01-05 23:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 02:04:20,1.07479,133023195.2288354
2018-01-06,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 02:19:18,1.1037,132979070.39956512
2018-01-06 01:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 02:34:18,1.10114,132089470.91196397
2018-01-06 02:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 02:49:18,1.09434,131614489.09845202
2018-01-06 03:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 03:04:17,1.10469,132115797.19197242
2018-01-06 04:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 03:19:18,1.126,131492895.2042629
2018-01-06 05:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 03:34:18,1.10853,130975255.51856963
2018-01-06 06:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 03:49:18,1.12532,130038566.80766359
2018-01-06 07:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 04:04:18,1.13295,131077276.13751711
2018-01-06 08:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 04:19:18,1.13282,130191910.45355839
2018-01-06 09:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 04:34:18,1.12976,129787742.52938676
2018-01-06 10:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 04:49:18,1.15084,129647909.35316812
2018-01-06 11:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 05:04:18,1.12817,128021486.12354523
2018-01-06 12:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 05:19:18,1.13622,127296650.2965975
2018-01-06 13:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 05:34:18,1.10918,127846697.5603599
2018-01-06 14:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 05:49:18,1.08957,128905898.65726848
2018-01-06 15:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 06:04:18,1.10522,129118184.61482781
2018-01-06 16:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 06:19:18,1.11108,129919537.74705692
2018-01-06 17:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 06:34:18,1.13274,129331532.39048678
2018-01-06 18:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 06:49:18,1.12926,129695552.83991288
2018-01-06 19:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 07:04:18,1.11861,129288134.3810622
2018-01-06 20:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 07:19:18,1.11416,128223953.47167373
2018-01-06 21:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 07:34:18,1.11899,127450647.45886917
2018-01-06 22:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 07:49:18,1.10914,126764880.89871432
2018-01-06 23:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 08:04:18,1.11513,126498255.8087398
2018-01-07,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 08:19:18,1.11672,125596389.42617667
2018-01-07 01:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 08:34:17,1.10457,124672949.65461673
2018-01-07 02:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 08:49:18,1.10952,124442101.0887591
2018-01-07 03:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 09:04:18,1.1222,124574050.97130635
2018-01-07 04:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 09:19:18,1.11508,125540768.3753632
2018-01-07 05:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 09:34:18,1.11013,125780764.41497841
2018-01-07 06:00:00,68322998.90213251,7005399.654999989,61317599.247132525,2017-12-26 09:49:18,1.11567,125169629.0121631
