"pH, x; Upper Limit, x; Lower Limit, x; FC, x; Upper Limit (1), x; Lower Limit (1), x (1)","pH, y (1)","Upper Limit, y (1)","Lower Limit, y (1)","FC, y (1)","Upper Limit (1), y (1)","Lower Limit (1), y (1)"
2018-01-11 19:35:14,7.3,7.6,7.2,0.05,3,1
2018-01-11 19:35:25,7.3,7.6,7.2,0.05,3,1
2018-01-11 19:35:35,7.3,7.6,7.2,0.05,3,1
2018-01-11 19:35:45,7.3,7.6,7.2,0.05,3,1
2018-01-11 19:35:56,7.3,7.6,7.2,0.05,3,1
2018-01-11 19:40:05,7.3,7.6,7.2,0.05,3,1
2018-01-11 19:40:16,7.3,7.6,7.2,0.05,3,1
2018-01-11 19:40:26,7.3,7.6,7.2,0.05,3,1
2018-01-11 19:40:37,7.3,7.6,7.2,0.05,3,1
2018-01-11 19:40:47,7.3,7.6,7.2,0.05,3,1
2018-01-11 19:40:57,7.3,7.6,7.2,0.05,3,1
2018-01-11 19:45:07,7.3,7.6,7.2,0.05,3,1
2018-01-11 19:45:18,7.3,7.6,7.2,0.05,3,1
2018-01-11 19:45:28,7.3,7.6,7.2,0.05,3,1
2018-01-11 19:45:38,7.3,7.6,7.2,0.05,3,1
2018-01-11 19:45:49,7.3,7.6,7.2,0.05,3,1
2018-01-11 19:45:59,7.3,7.6,7.2,0.05,3,1
2018-01-11 19:50:09,7.3,7.6,7.2,0.05,3,1
2018-01-11 19:50:19,7.3,7.6,7.2,0.05,3,1
2018-01-11 19:50:30,7.3,7.6,7.2,0.05,3,1
2018-01-11 19:50:40,7.3,7.6,7.2,0.05,3,1
2018-01-11 19:50:50,7.3,7.6,7.2,0.05,3,1
2018-01-11 19:51:01,7.3,7.6,7.2,0.05,3,1
2018-01-11 19:55:10,7.3,7.6,7.2,0.05,3,1
2018-01-11 19:55:20,7.3,7.6,7.2,0.05,3,1
2018-01-11 19:55:31,7.3,7.6,7.2,0.05,3,1
2018-01-11 19:55:41,7.3,7.6,7.2,0.05,3,1
2018-01-11 19:55:52,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:00:01,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:00:12,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:00:22,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:00:33,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:00:43,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:00:53,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:25:11,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:25:21,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:25:32,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:25:42,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:25:52,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:30:02,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:30:13,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:30:23,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:30:33,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:30:44,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:30:54,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:35:04,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:35:14,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:35:25,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:35:35,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:35:46,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:40:05,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:40:16,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:40:26,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:40:37,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:40:47,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:40:57,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:45:07,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:45:17,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:45:28,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:45:38,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:45:48,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:45:59,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:50:08,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:50:19,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:50:29,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:50:40,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:50:50,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:51:01,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:55:10,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:55:21,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:55:31,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:55:42,7.3,7.6,7.2,0.05,3,1
2018-01-11 20:55:52,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:00:01,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:00:12,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:00:22,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:00:33,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:00:43,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:00:53,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:25:05,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:25:26,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:25:36,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:25:46,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:25:57,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:30:06,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:30:17,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:30:27,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:30:37,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:30:48,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:30:58,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:35:08,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:35:18,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:35:28,7.3,7.6,7.2,0.04,3,1
2018-01-11 21:35:39,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:35:49,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:36:00,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:40:10,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:40:20,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:40:30,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:40:41,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:40:51,7.3,7.6,7.2,0.04,3,1
2018-01-11 21:45:11,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:45:22,7.3,7.6,7.2,0.04,3,1
2018-01-11 21:45:32,7.3,7.6,7.2,0.04,3,1
2018-01-11 21:45:42,7.3,7.6,7.2,0.04,3,1
2018-01-11 21:45:53,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:50:02,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:50:12,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:50:23,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:50:33,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:50:44,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:50:54,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:55:04,7.3,7.6,7.2,0.05,3,1
2018-01-11 21:55:14,7.3,7.6,7.2,0.04,3,1
2018-01-11 21:55:25,7.3,7.6,7.2,0.04,3,1
2018-01-11 21:55:35,7.3,7.6,7.2,0.04,3,1
2018-01-11 21:55:45,7.3,7.6,7.2,0.04,3,1
2018-01-11 21:55:56,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:00:06,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:00:16,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:00:26,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:00:37,7.3,7.6,7.2,0.05,3,1
2018-01-11 22:00:47,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:00:58,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:25:04,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:25:14,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:25:25,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:25:35,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:25:46,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:25:56,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:30:05,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:30:16,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:30:26,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:30:37,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:30:47,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:30:57,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:35:07,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:35:18,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:35:28,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:35:38,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:35:49,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:35:59,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:40:09,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:40:19,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:40:30,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:40:40,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:40:50,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:41:01,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:45:10,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:45:20,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:45:31,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:45:41,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:45:52,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:50:01,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:50:12,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:50:22,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:50:33,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:50:43,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:50:53,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:55:03,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:55:14,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:55:24,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:55:34,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:55:45,7.3,7.6,7.2,0.04,3,1
2018-01-11 22:55:55,7.3,7.6,7.2,0.04,3,1
2018-01-11 23:00:05,7.3,7.6,7.2,0.04,3,1
2018-01-11 23:00:15,7.3,7.6,7.2,0.04,3,1
2018-01-11 23:00:25,7.3,7.6,7.2,0.04,3,1
2018-01-11 23:00:36,7.3,7.6,7.2,0.04,3,1
2018-01-11 23:00:46,7.3,7.6,7.2,0.04,3,1
2018-01-11 23:00:57,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:00:05,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:00:16,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:00:26,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:00:36,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:00:47,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:00:57,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:25:11,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:25:21,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:25:31,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:25:42,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:25:52,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:30:02,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:30:12,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:30:23,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:30:33,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:30:43,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:30:54,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:35:04,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:35:14,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:35:24,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:35:35,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:35:56,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:40:05,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:40:15,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:40:26,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:40:36,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:40:46,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:40:57,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:45:06,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:45:17,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:45:27,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:45:38,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:45:48,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:45:58,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:50:08,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:50:19,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:50:29,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:50:39,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:50:50,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:51:00,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:55:10,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:55:20,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:55:31,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:55:41,7.3,7.6,7.2,0.04,3,1
2018-01-12 00:55:51,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:00:11,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:00:21,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:00:32,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:00:42,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:00:53,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:25:08,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:25:18,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:25:28,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:25:39,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:25:49,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:26:00,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:30:09,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:30:20,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:30:30,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:30:41,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:30:51,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:35:11,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:35:21,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:35:32,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:35:42,7.2,7.6,7.2,0.04,3,1
2018-01-12 01:35:52,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:40:02,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:40:12,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:40:23,7.2,7.6,7.2,0.04,3,1
2018-01-12 01:40:33,7.2,7.6,7.2,0.04,3,1
2018-01-12 01:40:43,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:40:54,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:45:04,7.2,7.6,7.2,0.04,3,1
2018-01-12 01:45:14,7.2,7.6,7.2,0.04,3,1
2018-01-12 01:45:24,7.2,7.6,7.2,0.04,3,1
2018-01-12 01:45:35,7.2,7.6,7.2,0.04,3,1
2018-01-12 01:45:45,7.2,7.6,7.2,0.04,3,1
2018-01-12 01:45:56,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:50:05,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:50:16,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:50:26,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:50:36,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:50:47,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:50:57,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:55:07,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:55:17,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:55:27,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:55:38,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:55:48,7.3,7.6,7.2,0.04,3,1
2018-01-12 01:55:58,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:00:08,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:00:18,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:00:29,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:00:39,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:00:50,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:01:00,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:25:07,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:25:17,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:25:28,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:25:38,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:25:49,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:25:59,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:30:09,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:30:19,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:30:29,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:30:40,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:30:50,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:31:01,7.2,7.6,7.2,0.04,3,1
2018-01-12 02:35:11,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:35:21,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:35:31,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:35:42,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:35:52,7.2,7.6,7.2,0.04,3,1
2018-01-12 02:40:02,7.2,7.6,7.2,0.04,3,1
2018-01-12 02:40:12,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:40:22,7.2,7.6,7.2,0.04,3,1
2018-01-12 02:40:33,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:40:43,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:40:54,7.2,7.6,7.2,0.04,3,1
2018-01-12 02:45:03,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:45:13,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:45:24,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:45:34,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:45:45,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:45:55,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:50:04,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:50:15,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:50:25,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:50:36,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:50:46,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:50:57,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:55:06,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:55:17,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:55:27,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:55:37,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:55:48,7.3,7.6,7.2,0.04,3,1
2018-01-12 02:55:58,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:00:08,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:00:18,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:00:29,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:00:39,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:00:49,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:01:00,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:25:06,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:25:16,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:25:27,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:25:37,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:25:47,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:25:58,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:30:07,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:30:18,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:30:28,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:30:39,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:30:49,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:30:59,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:35:09,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:35:19,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:35:30,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:35:40,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:35:50,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:36:01,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:40:10,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:40:21,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:40:31,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:40:42,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:40:52,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:45:02,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:45:12,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:45:23,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:45:33,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:45:44,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:45:54,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:50:03,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:50:14,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:50:24,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:50:35,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:50:45,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:50:55,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:55:05,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:55:15,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:55:25,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:55:36,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:55:46,7.3,7.6,7.2,0.04,3,1
2018-01-12 03:55:57,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:00:06,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:00:17,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:00:27,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:00:38,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:00:48,7.2,7.6,7.2,0.04,3,1
2018-01-12 04:00:58,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:25:04,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:25:15,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:25:25,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:25:35,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:25:46,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:25:56,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:30:06,7.2,7.6,7.2,0.03,3,1
2018-01-12 04:30:16,7.2,7.6,7.2,0.03,3,1
2018-01-12 04:30:27,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:30:37,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:30:48,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:30:58,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:35:18,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:35:29,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:35:39,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:35:49,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:36:00,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:40:09,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:40:19,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:40:30,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:40:40,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:40:51,7.2,7.6,7.2,0.04,3,1
2018-01-12 04:41:01,7.2,7.6,7.2,0.04,3,1
2018-01-12 04:45:10,7.2,7.6,7.2,0.04,3,1
2018-01-12 04:45:21,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:45:31,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:45:42,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:45:52,7.2,7.6,7.2,0.04,3,1
2018-01-12 04:50:02,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:50:12,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:50:23,7.2,7.6,7.2,0.04,3,1
2018-01-12 04:50:33,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:50:43,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:50:54,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:55:04,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:55:24,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:55:35,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:55:45,7.3,7.6,7.2,0.04,3,1
2018-01-12 04:55:55,7.3,7.6,7.2,0.04,3,1
2018-01-12 05:00:05,7.3,7.6,7.2,0.04,3,1
2018-01-12 05:00:15,7.3,7.6,7.2,0.04,3,1
2018-01-12 05:00:26,7.3,7.6,7.2,0.04,3,1
2018-01-12 05:00:36,7.3,7.6,7.2,0.04,3,1
2018-01-12 05:00:46,7.2,7.6,7.2,0.04,3,1
2018-01-12 05:00:57,7.3,7.6,7.2,0.04,3,1
2018-01-12 05:25:02,7.3,7.6,7.2,0.04,3,1
2018-01-12 05:25:12,7.3,7.6,7.2,0.04,3,1
2018-01-12 05:25:23,7.3,7.6,7.2,0.04,3,1
2018-01-12 05:25:33,7.2,7.6,7.2,0.03,3,1
2018-01-12 05:25:44,7.2,7.6,7.2,0.03,3,1
2018-01-12 05:25:54,7.3,7.6,7.2,0.04,3,1
2018-01-12 05:30:04,7.2,7.6,7.2,0.03,3,1
2018-01-12 05:30:14,7.2,7.6,7.2,0.03,3,1
2018-01-12 05:30:25,7.2,7.6,7.2,0.03,3,1
2018-01-12 05:30:35,7.3,7.6,7.2,0.04,3,1
2018-01-12 05:30:45,7.3,7.6,7.2,0.04,3,1
2018-01-12 05:30:56,7.2,7.6,7.2,0.03,3,1
2018-01-12 05:35:05,7.3,7.6,7.2,0.04,3,1
2018-01-12 05:35:16,7.3,7.6,7.2,0.04,3,1
