"53228632, x","53228632, y","53228632 (1), x","53228632 (1), y","53228632 (2), x; 53236473 (2), x","53228632 (2), y","53236473, x","53236473, y","53236473 (1), x","53236473 (1), y","53236473 (2), y"
2017-09-10 00:31:34.90,47.48,,,,,2017-09-10 07:53:39.91,19.85,,,
2017-09-10 00:32:06.07,47.48,,,,,2017-09-10 07:54:08.63,19.85,,,
2017-09-10 00:32:36.79,47.49,,,,,2017-09-10 07:56:09.41,19.87,,,
2017-09-10 00:33:06.46,47.5,,,,,2017-09-10 07:56:38.13,19.87,,,
2017-09-10 00:34:05.90,47.51,,,,,2017-09-10 07:57:09.80,19.87,,,
2017-09-10 00:34:38.57,47.52,,,,,2017-09-10 07:57:40.02,19.87,,,
2017-09-10 00:35:36.96,47.53,,,,,2017-09-10 07:58:41.91,19.88,,,
2017-09-10 00:37:09.07,47.55,,,,,2017-09-10 08:00:12.52,19.88,,,
2017-09-10 00:38:09.96,47.56,,,,,2017-09-10 08:01:11.91,19.89,,,
2017-09-10 00:38:38.68,47.56,,,,,2017-09-10 08:02:43.02,19.89,,,
2017-09-10 00:39:08.85,47.57,,,,,2017-09-10 08:03:13.69,19.89,,,
2017-09-10 00:39:39.07,47.58,,,,,2017-09-10 08:03:40.91,19.9,,,
2017-09-10 00:40:09.74,47.58,,,,,2017-09-10 08:04:41.80,19.9,,,
2017-09-10 00:41:39.85,47.6,,,,,2017-09-10 08:05:13.02,19.9,,,
2017-09-10 00:41:39.85,47.6,,,,,2017-09-10 08:06:14.91,19.9,,,
2017-09-10 00:44:09.85,47.64,,,,,2017-09-10 08:06:43.58,19.91,,,
2017-09-10 00:44:41.07,47.65,,,,,2017-09-10 08:08:44.41,19.91,,,
2017-09-10 00:45:11.74,47.65,,,,,2017-09-10 08:09:13.08,19.92,,,
2017-09-10 00:45:41.46,47.66,,,,,2017-09-10 08:09:44.80,19.92,,,
2017-09-10 00:46:40.85,47.68,,,,,2017-09-10 08:10:14.97,19.92,,,
2017-09-10 00:47:13.52,47.68,,,,,2017-09-10 08:11:16.86,19.92,,,
2017-09-10 00:48:11.96,47.7,,,,,2017-09-10 08:12:47.47,19.93,,,
2017-09-10 00:49:44.02,47.72,,,,,2017-09-10 08:13:46.86,19.93,,,
2017-09-10 00:50:44.96,47.74,,,,,2017-09-10 08:15:17.97,19.94,,,
2017-09-10 00:51:13.63,47.74,,,,,2017-09-10 08:15:48.69,19.94,,,
2017-09-10 00:51:43.85,47.75,,,,,2017-09-10 08:16:15.86,19.94,,,
2017-09-10 00:52:14.02,47.76,,,,,2017-09-10 08:17:16.75,19.95,,,
2017-09-10 00:52:44.74,47.77,,,,,2017-09-10 08:17:47.97,19.95,,,
2017-09-10 00:54:14.85,47.79,,,,,2017-09-10 08:18:49.86,19.95,,,
2017-09-10 00:56:44.80,47.83,,,,,2017-09-10 08:19:18.58,19.95,,,
2017-09-10 00:57:16.02,47.83,,,,,2017-09-10 08:21:19.36,19.97,,,
2017-09-10 00:57:46.74,47.84,,,,,2017-09-10 08:21:48.02,19.97,,,
2017-09-10 00:58:16.41,47.85,,,,,2017-09-10 08:22:19.74,19.97,,,
2017-09-10 00:59:15.79,47.86,,,,,2017-09-10 08:22:49.97,19.97,,,
2017-09-10 00:59:48.51,47.87,,,,,2017-09-10 08:23:51.85,19.98,,,
2017-09-10 01:00:46.90,47.88,,,,,2017-09-10 08:25:22.41,19.99,,,
2017-09-10 01:02:19.01,47.9,,,,,2017-09-10 08:26:21.85,20.0,,,
2017-09-10 01:03:19.90,47.91,,,,,2017-09-10 08:27:52.91,20.01,,,
2017-09-10 01:03:48.57,47.92,,,,,2017-09-10 08:28:23.63,20.01,,,
2017-09-10 01:04:18.79,47.92,,,,,2017-09-10 08:28:50.80,20.01,,,
2017-09-10 01:04:49.01,47.93,,,,,2017-09-10 08:29:51.74,20.02,,,
2017-09-10 01:05:19.68,47.94,,,,,2017-09-10 08:30:22.91,20.02,,,
2017-09-10 01:06:49.79,47.95,,,,,2017-09-10 08:31:24.80,20.03,,,
2017-09-10 01:09:19.79,47.98,,,,,2017-09-10 08:31:53.52,20.03,,,
2017-09-10 01:09:50.96,47.99,,,,,2017-09-10 08:33:54.30,20.04,,,
2017-09-10 01:10:21.68,48.0,,,,,2017-09-10 08:34:23.02,20.04,,,
2017-09-10 01:10:51.40,48.0,,,,,2017-09-10 08:34:54.69,20.04,,,
2017-09-10 01:11:50.79,48.02,,,,,2017-09-10 08:35:24.91,20.04,,,
2017-09-10 01:12:23.46,48.02,,,,,2017-09-10 08:36:26.80,20.05,,,
2017-09-10 01:13:21.85,48.03,,,,,2017-09-10 08:37:57.41,20.05,,,
2017-09-10 01:14:21.29,48.05,,,,,2017-09-10 08:38:56.80,20.06,,,
2017-09-10 01:14:53.96,48.05,,,,,2017-09-10 08:40:27.91,20.06,,,
2017-09-10 01:15:54.85,48.07,,,,,2017-09-10 08:40:58.58,20.07,,,
2017-09-10 01:16:23.57,48.07,,,,,2017-09-10 08:41:25.80,20.07,,,
2017-09-10 01:16:53.74,48.08,,,,,2017-09-10 08:42:26.69,20.07,,,
2017-09-10 01:17:23.96,48.08,,,,,2017-09-10 08:42:57.86,20.07,,,
2017-09-10 01:17:54.68,48.09,,,,,2017-09-10 08:43:59.80,20.08,,,
2017-09-10 01:19:24.74,48.11,,,,,2017-09-10 08:44:28.47,20.08,,,
2017-09-10 01:21:54.74,48.14,,,,,2017-09-10 08:46:29.25,20.09,,,
2017-09-10 01:22:25.96,48.15,,,,,2017-09-10 08:46:57.97,20.09,,,
2017-09-10 01:22:56.63,48.15,,,,,2017-09-10 08:47:29.69,20.09,,,
2017-09-10 01:23:26.35,48.16,,,,,2017-09-10 08:47:59.86,20.09,,,
2017-09-10 01:24:25.74,48.18,,,,,2017-09-10 08:49:01.75,20.1,,,
2017-09-10 01:24:58.46,48.19,,,,,2017-09-10 08:50:32.36,20.1,,,
2017-09-10 01:25:56.85,48.2,,,,,2017-09-10 08:51:31.74,20.11,,,
2017-09-10 01:27:28.96,48.22,,,,,2017-09-10 08:53:02.85,20.11,,,
2017-09-10 01:28:29.85,48.24,,,,,2017-09-10 08:53:33.52,20.12,,,
2017-09-10 01:28:58.52,48.24,,,,,2017-09-10 08:54:00.74,20.12,,,
2017-09-10 01:29:28.74,48.25,,,,,2017-09-10 08:55:01.63,20.12,,,
2017-09-10 01:29:58.91,48.26,,,,,2017-09-10 08:55:32.85,20.13,,,
2017-09-10 01:30:29.63,48.27,,,,,2017-09-10 08:56:34.74,20.14,,,
2017-09-10 01:31:59.74,48.29,,,,,2017-09-10 08:57:03.41,20.14,,,
2017-09-10 01:34:29.74,48.33,,,,,2017-09-10 08:59:04.24,20.16,,,
2017-09-10 01:35:00.91,48.33,,,,,2017-09-10 08:59:32.91,20.16,,,
2017-09-10 01:35:31.63,48.34,,,,,2017-09-10 09:00:04.63,20.16,,,
2017-09-10 01:35:31.63,48.34,,,,,2017-09-10 09:00:34.80,20.17,,,
2017-09-10 01:36:01.30,48.35,,,,,2017-09-10 09:01:36.74,20.17,,,
2017-09-10 01:37:00.69,48.36,,,,,2017-09-10 09:03:07.30,20.19,,,
2017-09-10 01:37:33.41,48.37,,,,,2017-09-10 09:04:06.69,20.19,,,
2017-09-10 01:38:31.80,48.39,,,,,2017-09-10 09:05:37.80,20.2,,,
2017-09-10 01:40:03.91,48.4,,,,,2017-09-10 09:06:08.52,20.21,,,
2017-09-10 01:41:04.80,48.42,,,,,2017-09-10 09:06:35.69,20.21,,,
2017-09-10 01:41:33.52,48.42,,,,,2017-09-10 09:07:36.58,20.22,,,
2017-09-10 01:42:03.69,48.43,,,,,2017-09-10 09:08:07.80,20.22,,,
2017-09-10 01:42:33.91,48.43,,,,,2017-09-10 09:09:09.69,20.23,,,
2017-09-10 01:43:04.57,48.44,,,,,2017-09-10 09:09:38.41,20.23,,,
2017-09-10 01:44:34.68,48.46,,,,,2017-09-10 09:11:39.19,20.24,,,
2017-09-10 01:47:04.68,48.49,,,,,2017-09-10 09:12:07.91,20.25,,,
2017-09-10 01:47:35.90,48.5,,,,,2017-09-10 09:12:39.58,20.25,,,
2017-09-10 01:48:06.57,48.5,,,,,2017-09-10 09:13:09.80,20.25,,,
2017-09-10 01:48:36.29,48.51,,,,,2017-09-10 09:14:11.69,20.26,,,
2017-09-10 01:49:35.68,48.52,,,,,2017-09-10 09:15:42.30,20.27,,,
2017-09-10 01:50:08.35,48.53,,,,,2017-09-10 09:16:41.68,20.27,,,
2017-09-10 01:51:06.79,48.54,,,,,2017-09-10 09:18:12.74,20.28,,,
2017-09-10 01:52:06.18,48.55,,,,,2017-09-10 09:18:43.46,20.28,,,
2017-09-10 01:52:38.85,48.56,,,,,2017-09-10 09:19:10.68,20.29,,,
2017-09-10 01:53:39.74,48.57,,,,,2017-09-10 09:20:11.57,20.29,,,
2017-09-10 01:54:08.46,48.58,,,,,2017-09-10 09:20:42.74,20.3,,,
2017-09-10 01:54:38.68,48.58,,,,,2017-09-10 09:21:44.63,20.3,,,
2017-09-10 01:55:08.85,48.59,,,,,2017-09-10 09:22:13.35,20.31,,,
2017-09-10 01:55:39.57,48.6,,,,,2017-09-10 09:24:14.13,20.32,,,
2017-09-10 01:57:09.63,48.61,,,,,2017-09-10 09:24:42.85,20.32,,,
2017-09-10 01:59:39.63,48.65,,,,,2017-09-10 09:25:14.52,20.32,,,
2017-09-10 02:00:10.85,48.65,,,,,2017-09-10 09:25:44.74,20.33,,,
2017-09-10 02:00:41.52,48.66,,,,,2017-09-10 09:26:46.63,20.33,,,
2017-09-10 02:01:11.24,48.66,,,,,2017-09-10 09:28:17.24,20.34,,,
2017-09-10 02:02:10.63,48.68,,,,,2017-09-10 09:29:16.63,20.34,,,
2017-09-10 02:02:43.35,48.68,,,,,2017-09-10 09:30:47.74,20.35,,,
2017-09-10 02:03:41.74,48.7,,,,,2017-09-10 09:31:18.41,20.35,,,
2017-09-10 02:04:41.13,48.71,,,,,2017-09-10 09:31:45.63,20.36,,,
2017-09-10 02:05:13.85,48.72,,,,,2017-09-10 09:32:46.52,20.36,,,
2017-09-10 02:06:14.74,48.74,,,,,2017-09-10 09:33:17.74,20.37,,,
2017-09-10 02:06:43.41,48.74,,,,,2017-09-10 09:34:19.63,20.37,,,
2017-09-10 02:07:13.63,48.75,,,,,2017-09-10 09:34:48.30,20.38,,,
2017-09-10 02:07:43.85,48.76,,,,,2017-09-10 09:36:49.13,20.39,,,
2017-09-10 02:08:14.52,48.77,,,,,2017-09-10 09:37:17.80,20.39,,,
2017-09-10 02:09:44.63,48.79,,,,,2017-09-10 09:37:49.52,20.4,,,
2017-09-10 02:12:14.63,48.83,,,,,2017-09-10 09:38:19.69,20.4,,,
2017-09-10 02:12:45.80,48.83,,,,,2017-09-10 09:39:21.58,20.41,,,
2017-09-10 02:13:16.52,48.84,,,,,2017-09-10 09:40:52.19,20.42,,,
2017-09-10 02:13:46.19,48.85,,,,,2017-09-10 09:41:51.58,20.42,,,
2017-09-10 02:14:45.63,48.86,,,,,2017-09-10 09:43:22.69,20.43,,,
2017-09-10 02:15:18.30,48.87,,,,,2017-09-10 09:43:53.41,20.44,,,
2017-09-10 02:16:16.68,48.89,,,,,2017-09-10 09:44:20.58,20.44,,,
2017-09-10 02:16:16.69,48.89,,,,,2017-09-10 09:45:21.47,20.44,,,
2017-09-10 02:17:48.80,48.91,,,,,2017-09-10 09:45:52.69,20.44,,,
2017-09-10 02:18:49.68,48.92,,,,,2017-09-10 09:46:54.57,20.45,,,
2017-09-10 02:19:18.41,48.93,,,,,2017-09-10 09:47:23.30,20.45,,,
2017-09-10 02:19:48.57,48.93,,,,,2017-09-10 09:49:24.07,20.46,,,
2017-09-10 02:20:18.79,48.94,,,,,2017-09-10 09:49:52.74,20.46,,,
2017-09-10 02:20:49.46,48.95,,,,,2017-09-10 09:50:24.46,20.46,,,
2017-09-10 02:22:19.57,48.96,,,,,2017-09-10 09:50:54.68,20.46,,,
2017-09-10 02:24:49.57,49.0,,,,,2017-09-10 09:51:56.57,20.47,,,
2017-09-10 02:25:20.79,49.0,,,,,2017-09-10 09:53:27.13,20.47,,,
2017-09-10 02:25:51.46,49.01,,,,,2017-09-10 09:54:26.57,20.48,,,
2017-09-10 02:26:21.18,49.01,,,,,2017-09-10 09:55:57.63,20.48,,,
2017-09-10 02:27:20.57,49.03,,,,,2017-09-10 09:56:28.35,20.48,,,
2017-09-10 02:27:20.57,49.03,,,,,2017-09-10 09:56:55.52,20.48,,,
2017-09-10 02:27:53.29,49.03,,,,,2017-09-10 09:57:56.46,20.49,,,
2017-09-10 02:28:51.68,49.05,,,,,2017-09-10 09:58:27.63,20.49,,,
2017-09-10 02:30:23.74,49.06,,,,,2017-09-10 09:59:29.52,20.49,,,
2017-09-10 02:31:24.68,49.08,,,,,2017-09-10 09:59:58.24,20.5,,,
2017-09-10 02:31:53.35,49.08,,,,,2017-09-10 10:01:59.02,20.5,,,
2017-09-10 02:32:23.57,49.09,,,,,2017-09-10 10:02:27.74,20.51,,,
2017-09-10 02:32:53.74,49.1,,,,,2017-09-10 10:02:59.41,20.51,,,
2017-09-10 02:32:53.74,49.1,,,,,2017-09-10 10:03:29.63,20.51,,,
2017-09-10 02:33:24.46,49.1,,,,,2017-09-10 10:04:31.52,20.51,,,
2017-09-10 02:34:54.57,49.12,,,,,2017-09-10 10:06:02.13,20.52,,,
2017-09-10 02:37:24.52,49.15,,,,,2017-09-10 10:07:01.52,20.53,,,
2017-09-10 02:37:55.74,49.16,,,,,2017-09-10 10:08:32.63,20.53,,,
2017-09-10 02:38:26.46,49.16,,,,,2017-09-10 10:09:03.30,20.54,,,
2017-09-10 02:38:56.13,49.17,,,,,2017-09-10 10:09:30.52,20.54,,,
2017-09-10 02:39:55.52,49.18,,,,,2017-09-10 10:10:31.41,20.55,,,
2017-09-10 02:40:28.24,49.19,,,,,2017-09-10 10:11:02.58,20.55,,,
2017-09-10 02:41:26.63,49.2,,,,,2017-09-10 10:12:04.52,20.56,,,
2017-09-10 02:42:58.74,49.22,,,,,2017-09-10 10:12:33.19,20.56,,,
2017-09-10 02:43:59.63,49.24,,,,,2017-09-10 10:14:33.97,20.57,,,
2017-09-10 02:44:28.35,49.24,,,,,2017-09-10 10:15:02.69,20.58,,,
2017-09-10 02:44:58.52,49.25,,,,,2017-09-10 10:15:34.41,20.58,,,
2017-09-10 02:45:28.74,49.26,,,,,2017-09-10 10:16:04.58,20.58,,,
2017-09-10 02:45:59.41,49.27,,,,,2017-09-10 10:17:06.47,20.59,,,
2017-09-10 02:47:29.52,49.29,,,,,2017-09-10 10:18:37.08,20.6,,,
2017-09-10 02:49:59.52,49.33,,,,,2017-09-10 10:19:36.47,20.61,,,
2017-09-10 02:50:30.69,49.33,,,,,2017-09-10 10:21:07.58,20.61,,,
2017-09-10 02:51:01.41,49.34,,,,,2017-09-10 10:21:38.25,20.61,,,
2017-09-10 02:51:31.13,49.35,,,,,2017-09-10 10:22:05.47,20.61,,,
2017-09-10 02:52:30.52,49.36,,,,,2017-09-10 10:23:06.36,20.62,,,
2017-09-10 02:53:03.19,49.37,,,,,2017-09-10 10:23:37.58,20.62,,,
2017-09-10 02:54:01.58,49.39,,,,,2017-09-10 10:24:39.47,20.62,,,
2017-09-10 02:55:33.69,49.41,,,,,2017-09-10 10:25:08.14,20.63,,,
2017-09-10 02:56:34.58,49.42,,,,,2017-09-10 10:25:08.14,20.63,,,
2017-09-10 02:57:03.30,49.43,,,,,2017-09-10 10:27:08.97,20.63,,,
2017-09-10 02:57:33.47,49.44,,,,,2017-09-10 10:27:37.64,20.64,,,
2017-09-10 02:58:03.69,49.45,,,,,2017-09-10 10:28:09.36,20.64,,,
2017-09-10 02:58:34.41,49.45,,,,,2017-09-10 10:28:39.53,20.64,,,
2017-09-10 03:00:04.47,49.47,,,,,2017-09-10 10:29:41.47,20.64,,,
2017-09-10 03:02:34.47,49.5,,,,,2017-09-10 10:31:12.02,20.65,,,
2017-09-10 03:03:05.69,49.51,,,,,2017-09-10 10:32:11.41,20.65,,,
2017-09-10 03:03:36.36,49.52,,,,,2017-09-10 10:33:42.52,20.66,,,
2017-09-10 03:04:06.08,49.52,,,,,2017-09-10 10:34:13.24,20.66,,,
2017-09-10 03:05:05.47,49.53,,,,,2017-09-10 10:34:40.41,20.66,,,
2017-09-10 03:05:38.19,49.54,,,,,2017-09-10 10:35:41.30,20.67,,,
2017-09-10 03:06:36.58,49.55,,,,,2017-09-10 10:36:12.52,20.67,,,
2017-09-10 03:08:08.69,49.57,,,,,2017-09-10 10:37:14.41,20.67,,,
2017-09-10 03:09:09.58,49.58,,,,,2017-09-10 10:37:43.13,20.67,,,
2017-09-10 03:09:38.24,49.59,,,,,2017-09-10 10:39:43.91,20.68,,,
2017-09-10 03:10:08.46,49.6,,,,,2017-09-10 10:40:12.63,20.68,,,
2017-09-10 03:10:38.63,49.6,,,,,2017-09-10 10:40:44.30,20.69,,,
2017-09-10 03:10:38.63,49.6,,,,,2017-09-10 10:41:14.52,20.69,,,
2017-09-10 03:11:09.35,49.61,,,,,2017-09-10 10:42:16.41,20.69,,,
2017-09-10 03:12:39.46,49.63,,,,,2017-09-10 10:43:47.02,20.71,,,
2017-09-10 03:15:09.46,49.66,,,,,2017-09-10 10:44:46.41,20.71,,,
2017-09-10 03:15:40.63,49.66,,,,,2017-09-10 10:46:17.47,20.73,,,
2017-09-10 03:16:11.35,49.67,,,,,2017-09-10 10:46:48.19,20.73,,,
2017-09-10 03:16:41.02,49.68,,,,,2017-09-10 10:47:15.41,20.73,,,
2017-09-10 03:17:40.41,49.69,,,,,2017-09-10 10:48:16.30,20.74,,,
2017-09-10 03:17:40.41,49.69,,,,,2017-09-10 10:48:47.47,20.75,,,
2017-09-10 03:18:13.13,49.7,,,,,2017-09-10 10:49:49.38,20.75,,,
2017-09-10 03:19:11.52,49.71,,,,,2017-09-10 10:50:18.11,20.76,,,
2017-09-10 03:20:43.63,49.73,,,,,2017-09-10 10:52:18.92,20.77,,,
2017-09-10 03:21:44.52,49.74,,,,,2017-09-10 10:52:47.64,20.78,,,
2017-09-10 03:22:13.24,49.75,,,,,2017-09-10 10:53:19.32,20.78,,,
2017-09-10 03:22:43.41,49.75,,,,,2017-09-10 10:53:49.54,20.78,,,
2017-09-10 03:23:13.63,49.76,,,,,2017-09-10 10:54:51.44,20.79,,,
2017-09-10 03:23:44.30,49.77,,,,,2017-09-10 10:56:22.06,20.8,,,
2017-09-10 03:25:14.41,49.79,,,,,2017-09-10 10:57:21.45,20.81,,,
2017-09-10 03:27:44.40,49.83,,,,,2017-09-10 10:58:52.57,20.81,,,
2017-09-10 03:28:15.62,49.83,,,,,2017-09-10 10:59:23.24,20.82,,,
2017-09-10 03:28:46.29,49.84,,,,,2017-09-10 10:59:50.47,20.82,,,
2017-09-10 03:29:16.01,49.85,,,,,2017-09-10 11:00:51.36,20.82,,,
2017-09-10 03:30:15.40,49.86,,,,,2017-09-10 11:01:22.58,20.83,,,
2017-09-10 03:30:15.40,49.86,,,,,2017-09-10 11:02:24.47,20.83,,,
2017-09-10 03:30:48.07,49.87,,,,,2017-09-10 11:02:53.15,20.84,,,
2017-09-10 03:31:46.51,49.89,,,,,2017-09-10 11:04:53.98,20.85,,,
2017-09-10 03:33:18.57,49.91,,,,,2017-09-10 11:05:22.65,20.85,,,
2017-09-10 03:34:19.46,49.93,,,,,2017-09-10 11:05:54.37,20.85,,,
2017-09-10 03:34:48.18,49.93,,,,,2017-09-10 11:06:24.54,20.86,,,
2017-09-10 03:35:18.40,49.94,,,,,2017-09-10 11:07:26.43,20.86,,,
2017-09-10 03:35:48.57,49.95,,,,,2017-09-10 11:08:57.04,20.87,,,
2017-09-10 03:36:19.29,49.95,,,,,2017-09-10 11:09:56.43,20.87,,,
2017-09-10 03:37:49.35,49.98,,,,,2017-09-10 11:11:27.54,20.88,,,
2017-09-10 03:40:19.35,50.01,,,,,2017-09-10 11:11:58.26,20.89,,,
2017-09-10 03:40:50.57,50.02,,,,,2017-09-10 11:12:25.42,20.89,,,
2017-09-10 03:41:21.29,50.02,,,,,2017-09-10 11:13:26.31,20.89,,,
2017-09-10 03:41:50.96,50.03,,,,,2017-09-10 11:13:57.53,20.9,,,
2017-09-10 03:41:50.96,50.03,,,,,2017-09-10 11:14:59.42,20.9,,,
2017-09-10 03:42:50.35,50.04,,,,,2017-09-10 11:15:28.15,20.9,,,
2017-09-10 03:43:23.07,50.05,,,,,2017-09-10 11:17:28.93,20.92,,,
2017-09-10 03:44:21.46,50.06,,,,,2017-09-10 11:17:57.60,20.92,,,
2017-09-10 03:45:53.57,50.08,,,,,2017-09-10 11:18:29.32,20.92,,,
2017-09-10 03:46:54.46,50.09,,,,,2017-09-10 11:18:59.54,20.93,,,
2017-09-10 03:47:23.13,50.1,,,,,2017-09-10 11:20:01.43,20.93,,,
2017-09-10 03:47:53.35,50.1,,,,,2017-09-10 11:21:31.99,20.94,,,
2017-09-10 03:48:23.57,50.11,,,,,2017-09-10 11:22:31.43,20.95,,,
2017-09-10 03:48:54.24,50.12,,,,,2017-09-10 11:24:02.49,20.96,,,
2017-09-10 03:50:24.35,50.13,,,,,2017-09-10 11:24:33.21,20.97,,,
2017-09-10 03:52:54.35,50.17,,,,,2017-09-10 11:25:00.38,20.97,,,
2017-09-10 03:53:25.52,50.17,,,,,2017-09-10 11:26:01.33,20.98,,,
2017-09-10 03:53:56.24,50.18,,,,,2017-09-10 11:26:32.50,20.98,,,
2017-09-10 03:54:25.91,50.18,,,,,2017-09-10 11:27:34.39,20.99,,,
2017-09-10 03:55:25.35,50.2,,,,,2017-09-10 11:28:03.11,20.99,,,
2017-09-10 03:55:58.02,50.2,,,,,2017-09-10 11:30:03.89,21.0,,,
2017-09-10 03:56:56.41,50.22,,,,,2017-09-10 11:30:32.61,21.0,,,
2017-09-10 03:58:28.52,50.23,,,,,2017-09-10 11:31:04.28,21.01,,,
2017-09-10 03:59:29.41,50.25,,,,,2017-09-10 11:31:34.50,21.01,,,
2017-09-10 03:59:58.13,50.25,,,,,2017-09-10 11:32:36.40,21.01,,,
2017-09-10 04:00:28.30,50.26,,,,,2017-09-10 11:32:36.40,21.01,,,
2017-09-10 04:00:58.52,50.27,,,,,2017-09-10 11:34:07.01,21.02,,,
2017-09-10 04:01:29.24,50.27,,,,,2017-09-10 11:35:06.40,21.02,,,
2017-09-10 04:02:59.30,50.29,,,,,2017-09-10 11:36:37.51,21.03,,,
2017-09-10 04:05:29.29,50.33,,,,,2017-09-10 11:37:08.18,21.03,,,
2017-09-10 04:06:00.51,50.33,,,,,2017-09-10 11:37:35.41,21.04,,,
2017-09-10 04:06:31.18,50.34,,,,,2017-09-10 11:38:36.30,21.04,,,
2017-09-10 04:07:00.90,50.35,,,,,2017-09-10 11:39:07.47,21.04,,,
2017-09-10 04:08:00.29,50.36,,,,,2017-09-10 11:40:09.40,21.05,,,
2017-09-10 04:08:33.01,50.37,,,,,2017-09-10 11:40:38.05,21.05,,,
2017-09-10 04:09:31.40,50.39,,,,,2017-09-10 11:42:38.77,21.06,,,
2017-09-10 04:11:03.46,50.41,,,,,2017-09-10 11:43:07.48,21.06,,,
2017-09-10 04:12:04.40,50.42,,,,,2017-09-10 11:43:39.19,21.06,,,
2017-09-10 04:12:33.07,50.43,,,,,2017-09-10 11:44:09.35,21.06,,,
2017-09-10 04:13:03.29,50.44,,,,,2017-09-10 11:45:11.22,21.07,,,
2017-09-10 04:13:33.46,50.45,,,,,2017-09-10 11:46:41.81,21.07,,,
2017-09-10 04:14:04.18,50.45,,,,,2017-09-10 11:47:41.19,21.08,,,
2017-09-10 04:15:34.29,50.48,,,,,2017-09-10 11:49:12.28,21.09,,,
2017-09-10 04:18:04.24,50.51,,,,,2017-09-10 11:49:42.95,21.09,,,
2017-09-10 04:18:35.46,50.52,,,,,2017-09-10 11:50:10.17,21.09,,,
2017-09-10 04:19:06.18,50.53,,,,,2017-09-10 11:51:11.05,21.09,,,
2017-09-10 04:19:35.85,50.54,,,,,2017-09-10 11:51:42.27,21.1,,,
2017-09-10 04:20:35.24,50.55,,,,,2017-09-10 11:52:44.15,21.1,,,
2017-09-10 04:21:07.96,50.55,,,,,2017-09-10 11:53:12.82,21.11,,,
2017-09-10 04:22:06.35,50.57,,,,,2017-09-10 11:55:13.64,21.12,,,
2017-09-10 04:23:05.74,50.58,,,,,2017-09-10 11:55:42.30,21.12,,,
2017-09-10 04:23:38.46,50.59,,,,,2017-09-10 11:56:14.02,21.13,,,
2017-09-10 04:24:39.35,50.6,,,,,2017-09-10 11:56:44.19,21.13,,,
2017-09-10 04:25:08.07,50.6,,,,,2017-09-10 11:57:46.14,21.14,,,
2017-09-10 04:25:38.24,50.61,,,,,2017-09-10 11:59:16.71,21.15,,,
2017-09-10 04:26:08.46,50.62,,,,,2017-09-10 12:00:16.10,21.15,,,
2017-09-10 04:26:08.46,50.62,,,,,2017-09-10 12:01:47.22,21.16,,,
2017-09-10 04:26:39.13,50.62,,,,,2017-09-10 12:02:17.94,21.17,,,
2017-09-10 04:28:09.24,50.64,,,,,2017-09-10 12:02:45.11,21.17,,,
2017-09-10 04:30:39.24,50.67,,,,,2017-09-10 12:03:46.00,21.18,,,
2017-09-10 04:31:10.41,50.68,,,,,2017-09-10 12:04:17.22,21.18,,,
2017-09-10 04:31:41.13,50.69,,,,,2017-09-10 12:05:19.11,21.19,,,
2017-09-10 04:32:10.85,50.69,,,,,2017-09-10 12:05:47.83,21.19,,,
2017-09-10 04:33:10.24,50.7,,,,,2017-09-10 12:07:48.61,21.2,,,
2017-09-10 04:33:42.91,50.71,,,,,2017-09-10 12:07:48.61,21.2,,,
2017-09-10 04:34:41.35,50.72,,,,,2017-09-10 12:08:17.33,21.2,,,
2017-09-10 04:36:13.41,50.74,,,,,2017-09-10 12:08:49.00,21.2,,,
2017-09-10 04:37:14.30,50.75,,,,,2017-09-10 12:09:19.22,21.21,,,
2017-09-10 04:37:43.02,50.76,,,,,2017-09-10 12:10:21.11,21.21,,,
2017-09-10 04:38:13.19,50.77,,,,,2017-09-10 12:11:51.72,21.22,,,
2017-09-10 04:38:43.41,50.77,,,,,2017-09-10 12:12:51.10,21.22,,,
2017-09-10 04:39:14.13,50.78,,,,,2017-09-10 12:14:22.16,21.23,,,
2017-09-10 04:40:44.19,50.8,,,,,2017-09-10 12:14:52.88,21.23,,,
2017-09-10 04:43:14.18,50.83,,,,,2017-09-10 12:15:20.10,21.23,,,
2017-09-10 04:43:45.41,50.84,,,,,2017-09-10 12:16:21.00,21.24,,,
2017-09-10 04:44:16.07,50.84,,,,,2017-09-10 12:16:52.17,21.24,,,
2017-09-10 04:44:45.80,50.85,,,,,2017-09-10 12:17:54.06,21.24,,,
2017-09-10 04:45:45.18,50.86,,,,,2017-09-10 12:18:22.78,21.24,,,
2017-09-10 04:46:17.91,50.87,,,,,2017-09-10 12:20:23.56,21.25,,,
2017-09-10 04:47:16.29,50.89,,,,,2017-09-10 12:20:52.28,21.26,,,
2017-09-10 04:48:48.40,50.91,,,,,2017-09-10 12:21:23.95,21.26,,,
2017-09-10 04:49:49.29,50.92,,,,,2017-09-10 12:21:54.17,21.26,,,
2017-09-10 04:50:17.96,50.93,,,,,2017-09-10 12:22:56.06,21.26,,,
2017-09-10 04:50:48.18,50.94,,,,,2017-09-10 12:24:26.66,21.27,,,
2017-09-10 04:51:18.35,50.95,,,,,2017-09-10 12:25:26.05,21.27,,,
2017-09-10 04:51:49.07,50.95,,,,,2017-09-10 12:26:57.16,21.28,,,
2017-09-10 04:53:19.18,50.98,,,,,2017-09-10 12:27:27.83,21.28,,,
