type,hoverinfo,latsrc,opacity,lonsrc,marker.size,marker.color,marker.line.width,textsrc,marker.line.color,line.width,mode,line.color
scattergeo,none,sunnymeal:1:9dfa87,1,sunnymeal:1:a14377,,,,,,0.165604708,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:2eba30,1,sunnymeal:1:122e49,,,,,,0.1631559227,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:f831ed,1,sunnymeal:1:641ad5,,,,,,0.162877312,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:65ee1d,1,sunnymeal:1:dae46f,,,,,,0.1626627497,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:019b10,1,sunnymeal:1:51eb71,,,,,,0.1617927585,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:405b4e,1,sunnymeal:1:0b23b5,,,,,,0.1617884886,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:85c5f5,1,sunnymeal:1:1eaee7,,,,,,0.1614597066,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:e3e876,1,sunnymeal:1:760c75,,,,,,0.1594379109,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:87fcd5,1,sunnymeal:1:0475b4,,,,,,0.1588742847,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:fea6ba,1,sunnymeal:1:597df3,,,,,,0.1567927104,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:26a88f,1,sunnymeal:1:568c94,,,,,,0.156217342,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:32b66b,1,sunnymeal:1:89a37b,,,,,,0.1535080931,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:8d4119,1,sunnymeal:1:3f29f7,,,,,,0.1531654339,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:d6d1a6,1,sunnymeal:1:9b8b32,,,,,,0.1529668838,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:3dab38,1,sunnymeal:1:f2ef64,,,,,,0.1518257541,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:f5380b,1,sunnymeal:1:6cc225,,,,,,0.1511233562,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:90ebb7,1,sunnymeal:1:a7f529,,,,,,0.1505309082,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:96364e,1,sunnymeal:1:93168a,,,,,,0.1502448252,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:2f0474,1,sunnymeal:1:93e79c,,,,,,0.1501765068,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:726b99,1,sunnymeal:1:b55f49,,,,,,0.1495370899,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:3585bf,1,sunnymeal:1:587ffe,,,,,,0.1486756384,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:6b1d0c,1,sunnymeal:1:b5c055,,,,,,0.1475676005,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:21ce94,1,sunnymeal:1:44c7b8,,,,,,0.1463336006,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:ed6c1f,1,sunnymeal:1:fcb73d,,,,,,0.1454251802,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:5a3cbf,1,sunnymeal:1:7134b2,,,,,,0.1430265662,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:3b2048,1,sunnymeal:1:69762a,,,,,,0.1426518829,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:7310a8,1,sunnymeal:1:0df228,,,,,,0.1421982064,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:0587f5,1,sunnymeal:1:e675ee,,,,,,0.1420562324,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:300415,1,sunnymeal:1:1aa57d,,,,,,0.141149947,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:f61f98,1,sunnymeal:1:ebe20b,,,,,,0.1393170942,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:86f49f,1,sunnymeal:1:22f306,,,,,,0.1385655925,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:cf8dc0,1,sunnymeal:1:5392ae,,,,,,0.1382997915,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:a7a13d,1,sunnymeal:1:051400,,,,,,0.1375525597,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:bc569d,1,sunnymeal:1:5ddfcf,,,,,,0.1360559613,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:074a57,1,sunnymeal:1:8d0afb,,,,,,0.1349660703,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:4c22e9,1,sunnymeal:1:f3ca1a,,,,,,0.1348678627,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:adc6e5,1,sunnymeal:1:6b66b6,,,,,,0.1345753749,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:299b5d,1,sunnymeal:1:afaaa2,,,,,,0.1343907019,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:c6c763,1,sunnymeal:1:92a9e9,,,,,,0.1343351932,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:17d4ce,1,sunnymeal:1:4a2f79,,,,,,0.1338569649,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:b52dd1,1,sunnymeal:1:642519,,,,,,0.133731003,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:566087,1,sunnymeal:1:a73bd6,,,,,,0.1323208699,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:04df7d,1,sunnymeal:1:7f24b6,,,,,,0.1314797004,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:d1058c,1,sunnymeal:1:26e050,,,,,,0.1303428406,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:eea98a,1,sunnymeal:1:461faf,,,,,,0.1294568372,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:a64d98,1,sunnymeal:1:76bcaa,,,,,,0.1280723235,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:08b326,1,sunnymeal:1:41f6b9,,,,,,0.1280723235,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:f5b1b1,1,sunnymeal:1:258f66,,,,,,0.1272098045,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:addf79,1,sunnymeal:1:ef8d46,,,,,,0.1271607007,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:cad7f8,1,sunnymeal:1:8ed74e,,,,,,0.1268948997,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:6d475c,1,sunnymeal:1:1b13de,,,,,,0.1268468634,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:f56782,1,sunnymeal:1:941cb3,,,,,,0.1266226939,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:24c861,1,sunnymeal:1:a2146d,,,,,,0.1261700849,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:1140f2,1,sunnymeal:1:4ea2ca,,,,,,0.1257697822,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:8f25c3,1,sunnymeal:1:68a04a,,,,,,0.1253321178,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:453c95,1,sunnymeal:1:b15931,,,,,,0.1250268203,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:ead868,1,sunnymeal:1:d01d16,,,,,,0.1245848861,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:03edc6,1,sunnymeal:1:eeaf86,,,,,,0.1245005556,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:f8c2a6,1,sunnymeal:1:ebf731,,,,,,0.123767201,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:8fc94c,1,sunnymeal:1:4b351c,,,,,,0.1234949951,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:a7b270,1,sunnymeal:1:2559b2,,,,,,0.1233722356,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:646100,1,sunnymeal:1:540991,,,,,,0.1231245817,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:bee04e,1,sunnymeal:1:4cdd43,,,,,,0.1226869174,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:0ff268,1,sunnymeal:1:b2b57a,,,,,,0.1218649624,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:e6bb68,1,sunnymeal:1:4ada23,,,,,,0.1217934417,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:09e535,1,sunnymeal:1:8ce52e,,,,,,0.1213717894,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:269288,1,sunnymeal:1:de1457,,,,,,0.1212031286,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:355ee3,1,sunnymeal:1:9c59d9,,,,,,0.1208540646,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:ee5921,1,sunnymeal:1:5fbf94,,,,,,0.1208423224,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:64fbef,1,sunnymeal:1:c52e63,,,,,,0.1201303172,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:2d696d,1,sunnymeal:1:5c4855,,,,,,0.1198271546,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:9af9ef,1,sunnymeal:1:142023,,,,,,0.1197396218,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:ed2983,1,sunnymeal:1:bb0db1,,,,,,0.1184906772,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:105723,1,sunnymeal:1:9d5f7f,,,,,,0.1184490457,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:81d36c,1,sunnymeal:1:e89f7b,,,,,,0.1179035665,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:a15dac,1,sunnymeal:1:b0b095,,,,,,0.1174103936,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:10bd59,1,sunnymeal:1:f7d1c6,,,,,,0.116839295,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:e284a7,1,sunnymeal:1:45ee85,,,,,,0.1158059802,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:b2a8c7,1,sunnymeal:1:d05076,,,,,,0.1154739958,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:d5cba6,1,sunnymeal:1:5c1e9b,,,,,,0.1152572986,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:190526,1,sunnymeal:1:34cb97,,,,,,0.1144417485,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:517d59,1,sunnymeal:1:37d561,,,,,,0.1135760271,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:d2abd9,1,sunnymeal:1:a36cbe,,,,,,0.1134522001,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:aeb353,1,sunnymeal:1:edea04,,,,,,0.1133881517,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:bf0206,1,sunnymeal:1:4d2682,,,,,,0.1133582624,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:38c17a,1,sunnymeal:1:52b8b3,,,,,,0.112368714,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:ae225c,1,sunnymeal:1:4ec028,,,,,,0.1122843836,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:8900f8,1,sunnymeal:1:60ea8a,,,,,,0.1117837383,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:361016,1,sunnymeal:1:edeebd,,,,,,0.1094352956,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:41a716,1,sunnymeal:1:49d426,,,,,,0.1093306832,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:acb11c,1,sunnymeal:1:e5be4f,,,,,,0.1092666347,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:f31792,1,sunnymeal:1:20aae8,,,,,,0.1091502801,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:15c42e,1,sunnymeal:1:dff0e2,,,,,,0.1090680846,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:fb9bfb,1,sunnymeal:1:12d5fb,,,,,,0.1088161607,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:174672,1,sunnymeal:1:14f463,,,,,,0.1087574496,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:7cf920,1,sunnymeal:1:d02ec1,,,,,,0.1084916486,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:9c8115,1,sunnymeal:1:593076,,,,,,0.1081361798,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:b9c9c0,1,sunnymeal:1:815b36,,,,,,0.1077123926,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:346ff5,1,sunnymeal:1:67288f,,,,,,0.1074263096,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:b065a1,1,sunnymeal:1:3ef5b0,,,,,,0.1071348892,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:08b326,1,sunnymeal:1:8a5c79,,,,,,0.1067313841,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:2e83f7,1,sunnymeal:1:7eabf2,,,,,,0.1050031437,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:2d919e,1,sunnymeal:1:a02073,,,,,,0.1042591144,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:8b2a78,1,sunnymeal:1:2f94fc,,,,,,0.1021967547,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:79ca42,1,sunnymeal:1:42d03f,,,,,,0.1019341561,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:8e17c1,1,sunnymeal:1:1dc53c,,,,,,0.1017462807,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:05cceb,1,sunnymeal:1:f9ec37,,,,,,0.1014484554,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:2bc9a2,1,sunnymeal:1:294352,,,,,,0.1012990091,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:284dd2,1,sunnymeal:1:16e481,,,,,,0.1004599745,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:1cafd7,1,sunnymeal:1:112053,,,,,,0.1003329451,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:766af3,1,sunnymeal:1:8af7e4,,,,,,0.099990286,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:86bea5,1,sunnymeal:1:fa2984,,,,,,0.0998782012,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:9f0b46,1,sunnymeal:1:c5f8c3,,,,,,0.0998547168,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:51e65c,1,sunnymeal:1:5cc03c,,,,,,0.0989067999,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:42df7f,1,sunnymeal:1:c9ec9e,,,,,,0.0984637982,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:31a6e6,1,sunnymeal:1:d7359a,,,,,,0.0974753173,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:a6d30c,1,sunnymeal:1:d94213,,,,,,0.0973344108,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:1dfdf6,1,sunnymeal:1:9c2fde,,,,,,0.0968764644,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:8a7b52,1,sunnymeal:1:9754e0,,,,,,0.0968359004,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:b86ae2,1,sunnymeal:1:e5f682,,,,,,0.0966256081,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:f2bc77,1,sunnymeal:1:c1f490,,,,,,0.0962092932,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:600083,1,sunnymeal:1:c46b56,,,,,,0.0959637742,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:5c3450,1,sunnymeal:1:c8ad4e,,,,,,0.0957588192,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:f65d76,1,sunnymeal:1:f1376b,,,,,,0.0953627864,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:0cff62,1,sunnymeal:1:c1f490,,,,,,0.0943316065,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:d277e3,1,sunnymeal:1:19e7db,,,,,,0.0943113245,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:a4298c,1,sunnymeal:1:317d60,,,,,,0.0935523505,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:236022,1,sunnymeal:1:311170,,,,,,0.0933623402,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:97d39b,1,sunnymeal:1:b6f7c5,,,,,,0.0929406879,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:114952,1,sunnymeal:1:9154af,,,,,,0.0928680997,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:0084e0,1,sunnymeal:1:891b80,,,,,,0.0928542226,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:fb4571,1,sunnymeal:1:c0f062,,,,,,0.0927624198,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:86db93,1,sunnymeal:1:f06f8e,,,,,,0.0924688645,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:76b186,1,sunnymeal:1:0a984e,,,,,,0.0922340202,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:ed7478,1,sunnymeal:1:12fd65,,,,,,0.0920738991,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:a8d2fa,1,sunnymeal:1:363f3b,,,,,,0.092015188,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:ce6f58,1,sunnymeal:1:bae930,,,,,,0.091686406,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:aa112e,1,sunnymeal:1:631df4,,,,,,0.0913896483,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:a3b0ae,1,sunnymeal:1:6427e9,,,,,,0.0913725687,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:ef9ac8,1,sunnymeal:1:21dad9,,,,,,0.0913501517,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:bfad58,1,sunnymeal:1:0cda04,,,,,,0.091319195,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:1bef08,1,sunnymeal:1:3dcaaf,,,,,,0.0912124476,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:e284a7,1,sunnymeal:1:a30e8e,,,,,,0.0903285792,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:476794,1,sunnymeal:1:eaf077,,,,,,0.0894575204,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:5baad2,1,sunnymeal:1:0e23a7,,,,,,0.0891746398,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:f49080,1,sunnymeal:1:65f299,,,,,,0.0885864617,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:9a797e,1,sunnymeal:1:8332fe,,,,,,0.0881146382,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:e6bdb6,1,sunnymeal:1:c50f6f,,,,,,0.0877260776,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:3dd8ea,1,sunnymeal:1:f559ee,,,,,,0.0875937109,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:7765b5,1,sunnymeal:1:e438f3,,,,,,0.086810185,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:83543b,1,sunnymeal:1:86d2f8,,,,,,0.0867173147,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:2380b6,1,sunnymeal:1:0cf1c8,,,,,,0.0859754203,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:e78a6f,1,sunnymeal:1:2da427,,,,,,0.0851801522,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:9972a0,1,sunnymeal:1:916192,,,,,,0.0846805744,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:2bc9a2,1,sunnymeal:1:e7076f,,,,,,0.0846410779,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:4a580c,1,sunnymeal:1:a18d4f,,,,,,0.0844222457,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:13093f,1,sunnymeal:1:ee8ebd,,,,,,0.0843528599,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:817e2e,1,sunnymeal:1:8c173e,,,,,,0.0842941489,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:511662,1,sunnymeal:1:40a3e0,,,,,,0.0839835139,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:addf79,1,sunnymeal:1:ef8d46,,,,,,0.083756142,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:93f430,1,sunnymeal:1:cb0181,,,,,,0.0831092528,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:b00376,1,sunnymeal:1:91850e,,,,,,0.0830057078,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:e0327b,1,sunnymeal:1:320e2e,,,,,,0.0829822234,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:07d44e,1,sunnymeal:1:cee05b,,,,,,0.0829277822,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:f388b8,1,sunnymeal:1:29cd0c,,,,,,0.0823758981,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:04df7d,1,sunnymeal:1:e0c0ff,,,,,,0.0821036923,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:c8065a,1,sunnymeal:1:9a54d2,,,,,,0.08209622,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:f5380b,1,sunnymeal:1:c569ee,,,,,,0.0817930574,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:18750d,1,sunnymeal:1:64d4cf,,,,,,0.0816670954,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:63d9c0,1,sunnymeal:1:712edb,,,,,,0.081643611,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:1e9149,1,sunnymeal:1:593942,,,,,,0.0815656854,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:e9fe80,1,sunnymeal:1:44d633,,,,,,0.0812411733,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:c1a844,1,sunnymeal:1:eefda8,,,,,,0.0809230661,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:d48263,1,sunnymeal:1:7f00ca,,,,,,0.0805494502,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:27efbb,1,sunnymeal:1:285b12,,,,,,0.0801769018,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:b7ec6b,1,sunnymeal:1:ced9ce,,,,,,0.0801715644,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:87c028,1,sunnymeal:1:07f3a5,,,,,,0.0801374052,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:decd30,1,sunnymeal:1:323677,,,,,,0.0799644745,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:3885bb,1,sunnymeal:1:94415f,,,,,,0.0797669918,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:becf87,1,sunnymeal:1:55e661,,,,,,0.0794830437,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:f8cd7a,1,sunnymeal:1:096db0,,,,,,0.0793154503,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:81cea9,1,sunnymeal:1:1afd97,,,,,,0.0792353898,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:bbca30,1,sunnymeal:1:a870f7,,,,,,0.0792204451,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:511916,1,sunnymeal:1:6ecc94,,,,,,0.0791990956,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:7c995a,1,sunnymeal:1:271612,,,,,,0.0791393171,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:a15dac,1,sunnymeal:1:fa77b8,,,,,,0.0787934555,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:21a038,1,sunnymeal:1:cf3998,,,,,,0.0785906355,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:863d52,1,sunnymeal:1:ef1273,,,,,,0.0779266667,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:942f7a,1,sunnymeal:1:a01264,,,,,,0.077911722,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:c5b0a5,1,sunnymeal:1:d6b790,,,,,,0.0775754677,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:c66484,1,sunnymeal:1:311170,,,,,,0.0771484782,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:2dfcd5,1,sunnymeal:1:ce671e,,,,,,0.0770577429,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:464e20,1,sunnymeal:1:821f95,,,,,,0.076992627,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:7bf8ff,1,sunnymeal:1:e4ebc6,,,,,,0.0766766547,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:24c861,1,sunnymeal:1:bdf689,,,,,,0.0764076512,lines+markers,"rgb(231, 123, 118)"
