vis_fid,locationmode,marker.reversescale,marker.cmin,hole,textposition,lowsrc,legendgroup,marker.line.width,stream.head,header.font.family,marker.colorsrc,colorbar.title,showscale,mode,marker.sizemode,stream.token,cauto,xbins.start,fill,zmin,textsrc,zmax,decreasing.line.color,transforms.type,cmin,line.dash,stream.maxpoints,cmax,increasing.line.color,cells.font.colorsrc,fillcolor,cells.font.family,xbins.end,header.line.width,cells.line.width,marker.line.color,line.fillcolor,widthsrc,error_y.arraysrc,valuessrc,orientation,hovertext,colorbar.x,marker.colorbar.xanchor,transforms.operation,zsmooth,connectgaps,highsrc,header.font.size,marker.colorbar.title,marker.color,marker.symbolsrc,line.color,header.fill.colorsrc,pointpos,cells.fill.colorsrc,marker.size,text,marker.fillcolor,marker.sizesrc,marker.cauto,autobiny,rsrc,cells.height,xbins.size,histnorm,jitter,marker.symbol,transforms.filterId,header.valuessrc,header.align,visible,header.font.colorsrc,columnwidthsrc,colorscale,cells.align,hoverinfo,boxpoints,line.shape,marker.autocolorscale,marker.colorbar.y,ytype,xtype,labelssrc,zsrc,header.line.color,transforms.enabled,lonsrc,opacity,name,uid,yaxis,boxmean,marker.colorscale,marker.showscale,marker.sizeref,cells.valuessrc,line.width,cells.font.size,surfaceaxis,cells.line.color,stream.fid,error_y.arrayminussrc,opensrc,marker.colorbar.yanchor,error_y.type,closesrc,marker.colorbar.x,marker.colorbar.lenmode,latsrc,error_y.symmetric,xaxis,marker.cmax,marker.colorbar.len,tsrc,showlegend,transforms.targetsrc,autobinx,header.height,type,marker.opacity,xsrc,ysrc,width,colorbar.y,marker.sizemin
adioses:85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgb(255,255,255)",,,,,,,,,,,,,,,,,,,,"rgb(31, 119, 180)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/01/18,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,box,,,adioses:86:5bc70c,,,
adioses:85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgb(255,255,255)",,,,,,,,,,,,,,,,,,,,"rgb(31, 119, 180)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/01/18,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,box,,,adioses:86:e34487,,,
adioses:85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgb(31, 119, 180)",,,,,,,,,,,,,,,,,"rgb(31, 119, 180)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ultima Corrida,0077fc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,adioses:86:b71da6,adioses:86:aef78d,,,
akane13:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacobi java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,akane13:11:507654,akane13:11:42e687,,,
akane13:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauss java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,akane13:11:507654,akane13:11:a564da,,,
akane13:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siedel java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,akane13:11:507654,akane13:11:d99bdb,,,
akane13:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monte carlo java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,akane13:11:507654,akane13:11:4887b1,,,
akane13:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partial eigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,akane13:11:507654,akane13:11:6eeb08,,,
akane13:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sparse eigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,akane13:11:507654,akane13:11:b60524,,,
akane13:8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauss java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,akane13:9:3e38a6,akane13:9:2aaf8c,,,
akane13:8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacobi java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,akane13:9:3e38a6,akane13:9:9d2e4e,,,
akane13:8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siedel java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,akane13:9:3e38a6,akane13:9:134037,,,
akane13:8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monte carlo java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,akane13:9:3e38a6,akane13:9:076d9e,,,
akane13:8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sparse eigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,akane13:9:3e38a6,akane13:9:a0994c,,,
akane13:8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partial eigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,akane13:9:3e38a6,akane13:9:e638f7,,,
alexandrejunius:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yaxis data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,alexandrejunius:11:08031f,alexandrejunius:11:689e15,,,
alexandrejunius:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y2,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,alexandrejunius:11:08031f,alexandrejunius:11:eb2775,,,
alexandrejunius:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,alexandrejunius:13:d70acf,alexandrejunius:13:177994,,,
alexandrejunius:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duree,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,alexandrejunius:13:d70acf,alexandrejunius:13:dbd4a6,,,
alexandrejunius:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yaxis data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,alexandrejunius:15:5a9803,alexandrejunius:15:25c6e6,,,
alexandrejunius:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y2,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,alexandrejunius:15:5a9803,alexandrejunius:15:226b5d,,,
alexandrejunius:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,alexandrejunius:17:ef2d2e,alexandrejunius:17:98f324,,,
alexandrejunius:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duree,,y2,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,alexandrejunius:17:ef2d2e,alexandrejunius:17:ec4f81,,,
alexandrejunius:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,alexandrejunius:19:0bea6f,alexandrejunius:19:24c7fc,,,
alexandrejunius:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duree,,y2,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,alexandrejunius:19:0bea6f,alexandrejunius:19:d36bae,,,
alexandrejunius:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,alexandrejunius:3:545fc5,alexandrejunius:3:324853,,,
alexandrejunius:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,alexandrejunius:21:dc9b99,alexandrejunius:21:2c5fac,,,
alexandrejunius:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duree,,y2,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,alexandrejunius:21:dc9b99,alexandrejunius:21:66806d,,,
alexandrejunius:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,alexandrejunius:23:04e7d0,alexandrejunius:23:8ebaa4,,,
alexandrejunius:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Duree,,y2,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,alexandrejunius:23:04e7d0,alexandrejunius:23:78096c,,,
alexandrejunius:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,alexandrejunius:25:725f45,alexandrejunius:25:8d6130,,,
alexandrejunius:4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yaxis data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,alexandrejunius:5:5feb67,alexandrejunius:5:aa78be,,,
alexandrejunius:4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y2,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,alexandrejunius:5:5feb67,alexandrejunius:5:aa78be,,,
alexandrejunius:6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yaxis data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,alexandrejunius:7:704fab,alexandrejunius:7:40cafc,,,
alexandrejunius:6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y2,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,alexandrejunius:7:704fab,alexandrejunius:7:40cafc,,,
alexandrejunius:8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yaxis data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,alexandrejunius:9:eaee9c,alexandrejunius:9:1cedf0,,,
alexandrejunius:8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y2,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,alexandrejunius:9:eaee9c,alexandrejunius:9:0c97e9,,,
aliirz:180,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(255, 153, 51, 1.0)",,,,,v,,,,,,,,,,"rgba(255, 153, 51, 0.6)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Camp In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bar,,aliirz:181:7e84fb,aliirz:181:e53135,,,
aliirz:180,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(55, 128, 191, 1.0)",,,,,v,,,,,,,,,,"rgba(55, 128, 191, 0.6)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day Tour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bar,,aliirz:181:7e84fb,aliirz:181:ee9ffb,,,
aliirz:180,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(50, 171, 96, 1.0)",,,,,v,,,,,,,,,,"rgba(50, 171, 96, 0.6)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bar,,aliirz:181:7e84fb,aliirz:181:2596be,,,
aliirz:182,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,aliirz:183:,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heatmap,,,,,,
aliirz:184,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(255, 153, 51, 1.0)",,,,,v,,,,,,,,,,"rgba(255, 153, 51, 0.6)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bar,,aliirz:185:cf3601,aliirz:185:eb2736,,,
aliirz:184,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(55, 128, 191, 1.0)",,,,,v,,,,,,,,,,"rgba(55, 128, 191, 0.6)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bar,,aliirz:185:cf3601,aliirz:185:71a612,,,
aliirz:184,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(50, 171, 96, 1.0)",,,,,v,,,,,,,,,,"rgba(50, 171, 96, 0.6)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bar,,aliirz:185:cf3601,aliirz:185:568112,,,
aliirz:184,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(128, 0, 128, 1.0)",,,,,v,,,,,,,,,,"rgba(128, 0, 128, 0.6)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TNC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bar,,aliirz:185:cf3601,aliirz:185:71a612,,,
aliirz:184,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(219, 64, 82, 1.0)",,,,,v,,,,,,,,,,"rgba(219, 64, 82, 0.6)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bar,,aliirz:185:cf3601,aliirz:185:fbcee8,,,
aliirz:184,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(0, 128, 128, 1.0)",,,,,v,,,,,,,,,,"rgba(0, 128, 128, 0.6)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bar,,aliirz:185:cf3601,aliirz:185:736477,,,
aliirz:186,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,aliirz:187:,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heatmap,,,,,,
aliirz:188,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(255, 153, 51, 1.0)",,,,,v,,,,,,,,,,"rgba(255, 153, 51, 0.6)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bar,,aliirz:189:8c9ae6,aliirz:189:5e2cf7,,,
aliirz:188,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(55, 128, 191, 1.0)",,,,,v,,,,,,,,,,"rgba(55, 128, 191, 0.6)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TNC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bar,,aliirz:189:8c9ae6,aliirz:189:5e2cf7,,,
aliirz:188,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(50, 171, 96, 1.0)",,,,,v,,,,,,,,,,"rgba(50, 171, 96, 0.6)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bar,,aliirz:189:8c9ae6,aliirz:189:6cba13,,,
aliirz:193,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,aliirz:340:,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heatmap,,,,,,
aliirz:195,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,aliirz:342:,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heatmap,,,,,,
aliirz:197,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,aliirz:343:,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heatmap,,,,,,
aliirz:215,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,aliirz:341:,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heatmap,,,,,,
aliirz:217,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,aliirz:218:,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heatmap,,,,,,
amper:19629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,amper:19630:d6921b,amper:19630:a8a917,,,
amper:19631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,amper:19632:ab70a9,amper:19632:14e56e,,,
amper:19633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,amper:19634:423c95,amper:19634:bfb07e,,,
amper:19635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,amper:19636:30ff3a,amper:19636:1e0ee6,,,
amper:19637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,amper:19638:c3ca49,amper:19638:092ce3,,,
amper:19639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,amper:19640:19c4d7,amper:19640:5d25d6,,,
amper:19641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,amper:19642:0c1041,amper:19642:054619,,,
amper:19643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,amper:19644:6fe034,amper:19644:a31959,,,
amper:19645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,amper:19648:37dfac,amper:19648:430e35,,,
amper:19646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,amper:19647:0d3d38,amper:19647:aaa486,,,
amper:19649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,amper:19650:5e43c7,amper:19650:b30393,,,
amper:19651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,amper:19652:710860,amper:19652:3b7ee5,,,
amper:19653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,amper:19654:6a6d52,amper:19654:f64f96,,,
amper:19655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,amper:19656:f3eaff,amper:19656:cfcbb5,,,
amper:19657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,amper:19658:722791,amper:19658:b14713,,,
amper:19659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,amper:19660:196dba,amper:19660:671028,,,
andraschko:32,,,,,,,,,,,,,,lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,andraschko:33:0a0844,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,andraschko:33:5b2b67,,,,,scatter,,,,,,
andraschko:32,,,,,,,,,,,,,,lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,andraschko:33:5b0fc1,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,andraschko:33:5b2b67,,,,,scatter,,,,,,
antoin:4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMP (Euros),,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,antoin:70:16d7fc,antoin:70:545b81,,,
antoin:4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SystemLoad,,y3,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,antoin:70:4f3a7a,antoin:70:56e1e2,,,
antoin:4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WindPower,,y4,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,antoin:70:31df9e,antoin:70:e1c0f4,,,
antoin:4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Interconnector,,y2,,,,,,,,,,,,,,,,,,,,,,,,,,,,scatter,,antoin:70:31df9e,antoin:70:b568f8,,,
